对，考卷没开封前属于国家机密
考场启封试卷都要让考生看下
我还愣了下为啥是消防人员接受233
hhhh
那还真是
你操作操作？张口就来
简单的说没用坦克步战武直陆空两栖护送都已经很克制了
绝密级别，一般人能接触的最高级别
监狱印高考题属于正常操作
不这么严密，公平性如何体现
国产007？
钞票沉跑不远，试卷就一套，跑远了就要用步枪
保密局…
以前是监狱印
就这还会泄露
原来我曾经合法获取过国家秘密
一个是保安公司啊
押送单位不同的原因吧
那么问题来了，同等条件下，一辆运钞车，一辆高考试题车，你选哪个？
哈哈哈哈哈哈哈哈哈哈哈哈好
绝密，最高等级的
我们学校旁边就是银行哈哈哈
我忘了之前写的什么试卷，上面写的是绝密启用前，难道还有是区别？
喷子威慑力大啊
印刷不是在监狱里吗
走营销号的路，让营销号无路可走
重点是人
看押送人员是谁
热的
运送的根本就不是一批人
都是自己人
模拟小镇5
那二建咋搞呢
胡说八道
押运单位不一样 估计押钞的只有霰弹枪
考前绝密（最高级），考后秘密
国家一级机密呀，开玩笑
一小时，好热乎
监狱里泄密直接刑期延长
哈哈哈哈哈哈
试卷袋拆封后就不是了（狗头）
这俩不是一波人啊
不是同一类
也有自动步枪押运的
不同单位押运
还真没有考卷重要！
6666666
奇特的思路
前面的同学，考前绝密，开考那一刻，就不是了
哈哈哈哈哈
押送人员就不一样吧
早说重要钱真没法和高考卷比
保密局？毛人凤弃暗投明了
？？？？？
三连
试卷更重要
高考试卷属于国家机密
负责押送的单位就不一样
半佛？？？
我们高中在一片山林里，学校里面还围了一片山林，真就不是大卡车鸣笛啥都听不见，除了鸟叫。
运送的人不同吧
保定一个监狱就印卷子
卷来！！！
消防？也算武装部的编制吧？
我这辈子解除过的绝密文件就是高考试卷了。
为什么押送考卷要用枪？这才是问题
都严重
考研试卷是绝密
三连，必须三连
哈哈哈哈
消防？第二个老哥，那个是校方.
抢运钞车能影响几个人，抢高考试卷能影响一代人。
金融保安
绝密吧
乍一听还真有道理
古代科举舞弊案斩立决！
以前不都是郊区的乱葬岗
霰弹枪有效射程几十米，挺远的
我在县环卫局打工也只接触过秘密级的文件..
什么叫学区房啊？高中生都住教区？
独头弹
这一点拨，豁然开朗
说真的，丢考卷严重…
不是说都是在监狱印刷的吗？哈哈
好活
因为抢高考试卷发生的概率和作案的人员比抢押运车的人少概率低
我爱农业银行取钱时看见有用很像FAL的步枪
不用 烧掉就行
高考试卷在启用前的保密级别是最高的
还是独弹头。。。。。。
。
就是说抢银行的都是近战，抢考卷的都是枪手?
是负责人员的身份差别
抢银行和偷试卷的区别
押送的人员不同
老营销号了
考上了就不算秘密了
霰弹枪不一定就要装霰弹
警匪片看多了吧，这是
就是人不同
哈哈哈哈哈哈哈哈哈哈
押送的人员不一样
别念经了，啊啊啊啊啊啊
热热乎乎
资质认证（指死囚）
押韵级别不一样
先问是不是 再问为什么
知乎经典回答，先问是不是再问为什么
押运单位不一样
钱当然没有试卷重要
因为2003年出现过偷试卷的事儿
机密
因为用的人不同
其实纯粹是人的职业的区别
要隔离 开考才能出来
我不是看了你这期视频，我一直以为他们说的很有道理
好家伙
民用枪
防止不小心把试卷全打烂
？
是国家绝密文件
霰弹枪射程其实一点也不短长点的五六十米都行
这个要看看，好奇
杠起来
绝密
押运人员不一样吧
这营销号一看就是军盲，霰弹枪基本都防爆武器，你来个近战武器
刘宇航
营销号是gta看过了
专业
当然没有，考卷是决定无数人命运的东西
试卷的规定是  国家绝密  最高级别的秘密
学校会选择建在坟地
霰弹枪制动能力强 一喷子人就倒了 但一般不致命
高考试卷启用前是绝密级别
霰弹枪杀伤才厉害吧，30米内指向射击就能直接放倒
我学校旁边就是邮局，银行，超市
突步可以有减威力弹的
一般是监狱印刷
谁tm抢试卷……
书中自有黄金屋，考卷当然更重要
好像监狱印刷
天津保密局（狗头
就一句话中国不允许社会人员有大杀伤性武器！
保密局？毛局长狂喜
在上海见过一个霰弹枪一个步枪的，问题结束
押运的单位不一样吧。
我舅舅每年印试卷都会被禁止出厂一个月
没有说使用的人
所以，能参加高考的人。你就知道了国家秘密！
绝密押运的素材耶
大可不必
因为私人保安公司不可能有自动步枪！
保密局？军统呢？
人员不一样吧
从某种角度讲的确比钞票重要
有幸押送过高考试卷，步枪子弹上膛关保险，全程紧张ing
后悔没参加高考
哈哈哈哈哈哈哈
押运的单位都不一样。
张三，走个流程
国家秘密
好像是橡皮子弹枪
两拨人而已
的确如此
你这手势，韩国男人见了会投诉的
严谨的作答
霰弹枪容易打坏考卷吧？
重不重要，那个试卷没到地方是绝密。。
前面两分半钟全是废话
《近战武器》
我出了试卷没碰过绝密
废话，钱还比得上知识
考卷是绝密
霰弹枪弹丸乱弹，更容易伤害群众好吧
为什么我耍不到
身份不一样
人不一样吧
老营销号的口气了
标题可没有吧？？可真是营销号
当然，几百万跟几万考生一比，轻于鸿毛
步枪杀伤力大？
是的
关键人不一样
学校不是全在闹市区吗
因为押运的人是保安啊，多数缺乏训练
"压缩钞票的人和压送试卷的人不一样(,"
押送钞票的人和压送试卷的人不一样
紧跟时事
分类讨论
2015年在贵州押运过高考试卷
宋老师写的文案？？？
人的身份很关键
这就像政治生活题目一定要分析主语
要看人
是招考办的人接受
我高中学校附近基本是行政机关
保密局？啊？这？
是不是押送人员不一样
等级不算绝密
钓鱼题
盲猜因为押韵部门不同所以配备枪械不同
泄密必被抓，抓住就杀头
他们可能高中没毕业doge
直接一發導彈或者火箭彈不就好你搶運鈔車是要運鈔車的錢但係你搶運試卷的車完全沒有必要直接粉碎裏面的物品不就行了嗎
打如果我我沒有搶我直接遠距離毁掉的話呢
等下，我来上了趟语文课？
丢考卷严重多了
取景地 江门
哈哈哈哈哈哈哈哈哈哈哈哈
呸，我老家以前的学校感觉没几个是偏僻的，可能是时代变迁了吧
23333
所以考生是国家的解密人员，懂了
绝了！
00点09分，906人再看，全是夜猫子
确实
牛批
对头
66666666
自动步枪装的是橡胶弹的话我觉得靠谱
跟性质有关 持枪人隶属的单位不同
拉比克直呼内行
实际因为高考考卷是国家绝密 密级最高
不是高中是初中……
错了 是属于国家绝密
高考试卷就是绝密 什么叫堪比绝密
是不是不同押送机构能持有的枪不一样
？？？？？？
因为不是一批人
重视社会公平的表现
我做题的时候都是看到的“绝密”
抱歉还真没有
考卷可比一点纸重要多了
谁会去抢试卷？
专业
懂了，那进城市押送是不是要带上RPG7来压制社会车辆？
高考试卷绝密级别，50年以后解封，所以50年以后能上大学就不错了。
RPG火力更猛可以有效的压制社会车辆。
用意大利炮
用冲锋枪
霰弹枪现实中有效杀伤距离100多米，近战武器
关键难道不是押送的人不同吗？
霰弹枪 打独头弹 近战
真没有
就是一个对人使用要求低一个要求高而已
党通局表示不服
好家伙
银行在人员密集的地方霰弹枪射击有效距离短
送的人都不一样吧
印试卷的不是监狱里的吗？
墨迹
一个是保安，一个是军警
天际线可还行那个是模拟城市5
而且考试的都知道，试卷制作出了以后，是要装到密封袋贴封条的
一个是押运公司，一个是军队
哈哈哈哈哈，抢劫运钞车图财，抢劫试卷图啥？
我高中一个老师就是高考出题人之一，提前大半年就去封闭出题，开考了才给回来
当然是试卷重要
霰弹枪射程几百米（游戏里都是被大削的）
警喷
为啥不用武装装甲车运
人吧重点是
武装警察，负责内部治安
散弹枪 霰弹枪
押运单位不同吧？
钞票车一般都是镇暴橡皮弹或者沙包弹 你给我崩死一个看看
当然没有
重点是这是什么人，警察部队跟普通的押运人员是两码事儿。
因为高考是国家管  运钞车是银行管
抢啊，抢了卖废纸啊（笑）
因为运钞票的是押运公司，属于那种私人的企业，高考试卷是国家把控，用步枪无可厚非
确实是近战武器啊，你家霰弹枪离远了打人？
因为不是一批人押运啊
高考试卷属于短期绝密文件吧。
03忘了哪个省数学卷被学生偷偷看了就用了备用卷，好像是判了6年
步步高升？
就是绝密级别
我们对面也有银行
线弹枪的有效射击距离是50~100米。这难道还不远吗？
50w
银行有冲锋枪的
单位不一样
试卷属于最高“绝密”级别
霰弹枪的子弹是散开的更容易误伤
的确没有考卷重要
哈哈哈哈哈哈哈
懂了，抢完钞票再抢试卷，真方便（doge）
高考是国家抡才大典
哒哒哒快啊！
党通局不服太草了wwwww
都重要，没有比较之分
运钞票的是银行的人，运试卷的是国家公务人员
确实考卷更重要啊
死刑
奇怪的知识增加了
一个是保安公司，一个是警察。能一样吗
应该是因为钱被抢了能抓回来，试卷被抢一次全国高考就要作废重来
我们高中门口就是当年“爆头哥”在南京作案的农行
 鄙人荣幸于2017届高考前看护无锡市高考试卷
我高中对面是万达
区别对待
国有和外包？？？
霰弹枪射程是100米，游戏里被大砍了。
知乎都说烂了
2分半了什么都没说
hhhhc
确实考卷要比钱重要，钱没了再赚，可以日后算账，考试砸了很难重来，算账了也不是滋味
知识才是人类最大的财富
实际上是承担单位不一样
近战，指50米有效杀伤距离
所以说试卷比钱更加值钱
我只知道我们这押送钞票的人类似于保安
aoe伤害
果然是营销号。脱了裤子放屁的套路如出一辙
这要看哪个部门押送的吧
???
哈哈哈哈哈
吼吼吼 我猜对了
哈哈
我们学校旁边刚好有个银行。
钱本来就没有考卷重要
哪个学校旁边没个银行啊
我校边上就是银行
高考试卷是启用前绝密
那是因为保安只准用喷子
真啰嗦啊
张世豪直呼内行
保密局？
试卷可是国家机密，，，
没有
哪个脑子坏了去抢高考卷？？？
一个是押运，一个是部队
人不同
确实好用，前不久不是一个入库时打死同事的吗
OHHHHHHHH
我高中就是，安师大附中，隔壁有超市有银行
一车钱能有多大影响，试卷可是影响上百万人啊
不至于带枪吧
应该和体系有关
步枪可以打击远点偷窥的目标
押运人员不一样吧？
咱们也有保密局呀？
无语
混时长?
丢考卷至少影响一个省的考生
就比如墓地
熟悉的bgm
没有，
盲猜是因为押运人的职业不一样
据我老师说是监狱里囚犯印的试卷
启用前绝密。
让押送钞票的人用自动步枪估计都打不到人！
这辈子离国家机密最近的一次
高考试题是启用前绝密，理论上试卷比钱更重要
宝安中学？
我们学校里有银行
学校旁是商场对面是医院旁边是银行
霰（xian）弹枪好评
真磨叽
前面不算绝密的还没参加高考呢吧？
押送的人不一样吧
哈哈哈哈
啊
吹吧，都是枪弹分离，还上膛关保险？呵呵，押运也怕走火。
知识＞金钱
中国保安队，扛起枪来就是兵
胡说
试卷是有密级的
绝密★启用前
这道题五分
运钞车天天押，高考卷一年一次
我们这里第一中学就在市中心。
试卷不能被接近损毁
好的学校建到哪里哪里就是闹市区
废话最多快点说
ohhhhhhhh
押送的人性质不一祥，使用枪支的权限也不一样
押送的人不一样呗
是的，高考试卷和答题卡上都写着绝密的
？？？？？？？？？？不对吧按照这个逻辑来说，在闹市区不是更应该使用步枪吗？
这个bgm就像营销号
钞票只是纸
《近战》
丢人最严重
"霰(xian)弹枪,我一直念散弹枪。"
控制变量
说的好像有点道理，但又有点不对
全国考卷一张被偷了全国启动备用卷
2分钟了，你说了个寂寞
fun fact：shotgun can hit even its 180 yards(slug)
？？
绝密★启用前
人
高考试题是绝密但是绝密密期被定义在启用前
考前绝密，考后至阅卷结束秘密
咸蛋？
我学校在市中心
霰弹散弹
卸蛋枪
霰弹枪，我一直读散弹枪
押送人不同
好像03年发生过泄题，当年还换过数学试题。
这部
因为霰弹枪都给银行了所以卷纸用步枪
绝密
银行是外包人员，以前我去办业务，押运都快把枪指到我腿上了
个人感觉敢抢的能抢的根本不在乎高考，在乎高考的脑壳里装不下歪脑筋。
谁说过步枪一定优于霰弹枪
钞票是押运公司私人武装，试卷是国家级武装
我们这省重点都在闹市区
高考出题人会被关3个月
左上角绝密
研究生考试我记得好像是机密
速度与激情10密卷风云
运送部门不一样而已
应该不是一样性质的单位吧，所以装备不同
我玩的时候不太会用霰弹枪
保密局（手动狗头）
满满营销号。
《我们》
霰弹枪射程短但是有弹片啊
抢钱不用留活的（滑稽）
我们老师说是死刑犯给印的（）
我们学校走不到10米就有银行，天天押现金
不是一个够工种呀
这啥理由啊?那为啥不用冲锋枪，比霰弹枪准比步枪杀伤小
好家伙水起来了
因为他会使阶层不断流动
钞票就是没有考卷重要啊
老语文老师了
讲不到重点，踩了
扯淡，我们高中就在市中心
余则成印制
只是因为他们没资格
因为步步高升
+1
还真没考卷重要
银行押运属于保安公司，高考押运属于军方把
什么堪比，就是绝密好吧
我学校大门旁边就是一家银行
押送的人不一样
丢枪严重
我们校门口就是一条市区马路的主干道
主要是用枪的那个人，押银员用的是橡胶子弹的专业押银员，押送考卷，那可是真枪实弹的警察。
是绝密级别啊，昨天看到数学卷子上写了
猜对了
霰弹枪有独头弹啊！并不是所有喷子都是AOE啊！
小伙子你的想法很有意思，上海有没有兴趣设计几套攻击方案做来验证啊
不是在监狱里印刷试卷
机密级，好像是
考卷是绝密
水时长是吧？
霰弹枪…有独头弹的…
模拟城市5 
高考考前试卷是绝密哦
AA12霰弹枪
绝密
霰弹枪会走火
hhhhh
绝密 启用前
绝密等级
高考卷绝密，最高密级
我高中母校就在市中心……
还真没有
钞票是保安公司押运的
考卷吧
也有用03式的
考卷丢一张就完了，钞票丢一张问题不大
高考卷属于国家机密
啊呸，我们这边学校几乎都是占了仅次于市中心的位置
绝密  启用前
一看这无意义缩写、合成语音、zz音乐就知道是老营销号了
营销号看多了吧，高考卷从来没在监狱印刷过，营销号编的
就算是监狱你能保证不泄露？
草
不是堪比，是就是，盗窃卷子入刑，作弊入刑
不是一批人
一旦开封就不是了
同行？
考后还是那现在网上传卷子的人八成都给抓了
cityskyline就离谱
是绝密
我是不是曾经看过这个类似话题？
反正都是监狱里面印的
是不是押送的人不一样而已呢
我们学校里就有银行
我们平常写的卷子写的绝密就是随便写的而已
我得所以散弹枪威力比步枪枪而且散弹枪打中人是很不讲道理的
霰弹枪可以发射非致命弹
押送的人不一样，他们的装备啊
我们学校左边就是一座银行
原来如此
都不是一批人。。。。。。。。
深中位于深圳最繁华的东门步行街旁边
反正我考的高考及高等自学考试都是绝密，不是秘密
谁会抢劫试卷？偷还有点可能……
对有的是用冲锋枪 
的确没有
这是模拟城市5
为啥不用运—20咧？
可以远程烧了
大胆点，启封前绝密，写的挺明显的
不是说都在监狱里印的吗？
居然是模拟城市！！
我高中地价20万一平米
都有要sha掉（doge）
现在已经是绝密了
老营销号了
谁会玩命去抢高考shijuanq，？
自信点，你就是个营销号
巧了，我们也是，斜对面商场，左面银行
脑子开始疼了
一般运送钞票的现代枪和银行附近的警卫持的现弹枪一般是没有装子弹的是用来震慑作用
监狱印刷只是个梗
果然营销号，全篇废话
因为一个是金盾卫士。。。
试卷丢了再出呗 反正题这么多
一个是保安，一个是军警
细思极恐啊
有理有据
逐渐理科化
押运的人不一样
霰弹枪可以发射独头弹，射程还算可观。
钞票确实没考卷重要
怕把试卷轰碎了
就还是营销号呗，那就是绝密都不知道
我们学校正市中心
这也是为啥考点门外都有警察或者预警维护秩序
讲个笑话，枪是近战武器
这其实是人的区别啊
好家伙，我学校对面是万达
给运钞车装钱的时候也有95式的
前面正解，自动步枪是要资格证的，散弹枪是要国家给予的
可拉倒吧，霰弹枪打的近怕不是游戏玩傻了
不，这个画面是运钞票
屁，银行都是麻醉枪好么
我高中就在市中心
运送的人不一样 省流模式
这个BGM差评
霰弹枪毁坏试卷的概率会更大吧，哈哈
散弹怕把卷子打成眼
押送人员不一样
这可以算是UP主抄袭营销号首例吗
废话连篇
中关村直呼内行
难道不是监狱里的人给印的吗
重庆我还见过拿着枪转着玩，枪口就对这我，我淦
霰弹枪好装飞致命弹药吧
高考试卷启封前是绝密
不是启用前绝密吗
说这么多的干啥、直接问问当事人为什么不就得了。。。
我们学校宿舍离银行只有不到50米
屑单枪
要试卷干嘛，直接炸了都
一个是押韵人员 一个是正规军
启用前是绝密文件
本来就是绝密啊，未启封前
卷起来了
2003年窃题了。当年考生一把泪
加立顿大学
学校旁边是医院大商场
某监狱印刷厂
人
不是劳改犯吗
我背题不行吗
"首先，想解决""为什么""，先确定""是不是"""
营销号表示学到了，这就去更新营销号视频
启封前绝密
学校旁边是ktv？
问题是出在带枪的人身上吧
太啰嗦了重复来重复去
押送试卷人员是解放军
我家门口银行押运钞票拿的是AK
这你就不懂了，试卷是用来烧掉的，钱是用来花掉的
银行保安属于外包性质。而高考押运是预警。外包的国家给你配发自动步枪这种大威力武器？？
好家伙，左手霰弹枪右手自动步枪
保密守则：一绝密，二机密，三秘密
老营销号了
昂，我高中旁边第一人民医院，对面教育局，后边监狱，人的一生
我们高中抬头看就是上海中心……
废话太多了
我们这运钞车也拿的步枪
嗨，那些营销号的知识都是拍脑袋想出来的，可能连国家秘密都不知道
人不是一批人
实际上就是没钞票重要
因为运送考卷的是解放军
罗里吧嗦！
钞票只是面相消费的纸，试卷是面相全国千万考生的命运
开启前绝密
奇怪并且没用的知识增加了
我们学校门口就是银行，哈哈哈哈哈哈哈
笑死了，我学校里有银行
肯定啊
答案这么厂，我背不下来呀，这10分不要了
押送的人不同
河南一监（狗头）
考研统考试卷是绝密
哪里有学校哪里就会变热闹
这些卷子就是一些人的命和未来呀！！钱算啥
秀什么优越感呢，读xian读san都一样
无知不可怕，不知可以问。可怕的是不懂还不问嘲笑别人无知的人
就是说启用前是绝密的
?
啊？军统复活了？
草
明明是两拨人
是的，确实钞票比试卷重要～
原因是送的人
押送单位不一样，一个是专门保安公司
我们学校正对面是警局
放p
笑死，我们高中城中心+省级机关旁
步步高升呗
而且霰弹枪有效射程几百米你跟我说近？
不是堪比，本来就是绝密
抢高考试卷有啥用啊？
应该放在银行和考卷押送
外国小哥处刑曲
废话，肯定卷子重要
原来我曾亲手翻阅过国家机密！
指监狱印刷厂doge
保密局？嗯，有天津分局吗
考前绝密，考后机密
试卷带上盖的不是绝密章吗？
因为押运人员……不一样啊！！！！！！！
“复杂社会人员”哈哈哈哈哈
监狱印刷不是梗，2020年石家庄考试就是在监狱印的卷子
人不一样啊
人不一样，试卷好像是军方押送
人
当然丢考卷严重
押送人员不一样啊
好家伙
因为步枪他们不会用（狗头）
我记得我考的时候写的就是开封前绝密
都不是
一个是保安公司的，
太牛批了
对，监考要求就是启封时要举起来给考生看到
肯定没用
是执行押运的单位不同吗
高考试卷是国家机密   级别不一样   钱丢了也就几十万      考卷丢了影响几百几千号人   连带的人力物力估计过亿了
我们学校旁边是早市（）
保密局？
运东西的人都不一样
怕卷子打坏了？
我们学校在市中心。。。
我妈参与过中考出题，三月份开始人就蒸发了，中考出分后才见到她
石家庄17中在最繁华的地方
？我学校在市中心，旁边是商场
不是啊！！！！我们高中就在市中心
你搁这写作文呢
肯定啊，考卷绝密属于最高级，前面两档是机密和秘密
一起接收？？？我这边送考卷警察从来不上楼   顶多跟上去俩考试院的
使用难度和专业性不同吧
牛逼，两分多钟过去了，什么都没讲
哦哦哦这样啊 哈哈
机密知道不
啥叫堪比？就是绝密
除暴
我居然审阅过绝密资料
不是…谁会抢卷子……
放屁，弹丸一个飞出去就完蛋
弹片：爷长眼睛了？
我一个高中没毕业的我来看这个干嘛？
这么水的吗
墨迹
人不一样吧
因为送的人不一样啊憨憨
营销号没脑子
所属部门不同  部门不同待遇不同
这咋感觉有点跑题了？
学校对面是医院
哈哈哈
便宜
好好好.....好熟悉的地图
<这是simcity5不是city:skylines哦
启封前就是绝密，卷子上都写了
没有关系也可以卖给别人啊
中考卷子是国家机密 高考卷子是国家绝密
高考卷启封前是绝密的
河里
讲武生你别开玩笑，我们的防暴枪有效射程50米还不够吗
普通人有机会接触的唯一绝密材料
哈哈哈哈，近战武器，一百米有效距离被你吃了？
一抢就可以把你打成筛子
保安能配枪吗
学校不是说都在坟地附近，因为年轻人阳气旺，哈哈哈哈。老封建了
押运单位不同吧
走了，太磨叽了
就是人民币的印刷厂印的 同级别任务
曾经真的有个印刷厂的泄题了
就好比狮子跟老虎哪个咬完更疼
磨磨唧唧，半天不说为啥
押送钞票的是运钞公司，运试卷的是部队的
人不一样
别开玩笑被防暴枪打中不死也脱层皮
的确是没考卷重要。。。级别都不一样
试卷少啊 用贵的
我们学校就在闹市区
一个是军队 一个是保安 配枪当然不一样
还有一个是保安公司一个是国家安排的
押送单位不一样啊
再说一遍，运钞车用的是防暴枪
对，你退圈吧！doge
人员不一样
印刷工人都是囚犯。
simcity
不是的
虽然不是同一类人但人家都有，公务用枪证
？？？哈哈哈哈
管你远近95一样给你来个对穿
押送的人员的类型不同
模拟城市的那些眼界太小
要保护试题
我家旁边的运钞车都是步枪。
高考试卷是绝密级材料。
橡皮打
橡皮弹
学校里就有一家银行怎么说
押送的人不一样
当然没有
运钞车是押运公司的，没资格用步枪
你们用过防爆枪吗？没用过就胡说
霰弹打不死人
我们学校对面刘老根大舞台
太啰嗦了 这个视频
不至于不至于
我高中在市中心
有点放屁呢 
才知道当年我用的试卷背景这么牛逼
枪便宜
不是一伙人
个人爱好
启用前绝密，启用后秘密
说废话真多的你不会自己拉进度条啊，真赶时间还看啥视频
甚至出题老师都是用开会的名义带走  关到考试结束才能放出来  初中化学老师参与过出题  学校给的解释是外派学习
互送的人不一样，装备也不一样啊
在监狱里出的试卷
热带风暴
使用难度差太多
都是枪√
学校在城市最中心的商业区 边上就是步行街
运钞车是保安公司，试卷是部队吧
最后一个纯属逗呢……
我就想问一下？抢试卷卖废纸吗？还是回忆高考？
猫爷渔场ydds
真磨叽
gtav，我管你啥枪，银行我都抢
我们学校在山上做的，以前还是乱葬岗……
比如老教授喊自己的硕士学生去阅卷
霰弹枪和散弹枪都可以的，前者是正式译名
哦哦哦？！
不说不知
谢谢，已经开始头疼了
押送钞票可以外包给押运公司，高考是国家是重视的派正规军押送
开封上的绝密是忽悠人的
肯定的啊
重点在“人”，不在“枪”，兵种不一样
那你的范围伤害怎么控制  笑死
差点以为是天津一中，仔细看了看发现不是
正解
在古代泄题和作弊可是要斩首的
运钞车只关系一家银行，高考试卷关系几百万考生，你说哪个重要
霰弹枪能够击飞doge
讲的太磨叽，告辞
国家机密啊
淦，霰弹枪那后坐力没接受过训练是枪打人还是人打枪都不一定
虽然不太明白但是听着像放屁
讲的的什么玩意
磨磨唧唧
怪不得是标配的95式
还问为什么，先问是不是
散弹
应该是绝密，我记着我参加奥赛得卷子上都有绝密封，何况高考卷
分类讨论可还行
不得了的知识增加了
为啥突然挺感动的～
毛人凤：这个保密局我能管么
中国邮政 
使用人
好的。正在准备头上带个丝袜去问问他们为什么带霰弹枪
难道是因为押钞员枪械水平差？
中考机密，高考绝密
二建市政
押送的人不同吧
没有，高考试卷是国家机密
Xian Dan好评
额的天
胡说八道
中考是非法考试
以前没有，现在见到了
钞票丢了，只是一车的钱，试卷丢了，那就是全国性的问题了……
负责押韵部门不一样
卷子都是哄抢，要不是机关枪不便携，，，
有一说一，还真是没有试卷重要
江西专升本，国家机密就是个笑话
我在想，抢劫个卷子有它么啥
我高中对面是市政府
霰(xiao\)弹枪
现实生活中普通的散弹枪 都可以涉及到 80m 90m
都会死人
老营销号
溜了
抵近射击
武技就不能装备霰弹枪吗
怎么办，我知道的秘密太多了
明显是个伪命题，有人统计或者官方数据支持吗？
开封前是绝密，开封后是秘密
两分半了你能别这么墨迹吗
胡说八道有一手，这几个视频
高考试卷就是绝密的哈
那传说中的学区房呢，不存在的吗
高考考卷是国家最高机密
霰弹枪杀伤力大多了
这难道不是因为押送钞票的是保安公司，押送试卷的是真的警察嘛？？？
瞬间作弊感觉更严重了
他只是没有配装而已，霰弹枪都是老掉牙的装备了，让我碰我都不碰
运钞票的叫古倍科技
我们差不多，边上银行好多
盲猜 负责的单位不一样
就是绝对
只有学霸才会想去抢试卷答题玩吧？
就是绝密
不懂就问，霰弹枪和步枪哪个厉害
这演戏
绝密★本科目开卷启用前
霰弹枪射程至少有80米最大射程有150米
不要侮辱偏僻的高中哈
是的没有
？？？
666
应该是保卫试卷和钱的人不一样吧
首先不是同一批人押送！
说实话试卷比钞票重要，钞票丢了好说，一车才几个钱
不至于不至于，跟他们算不上同行
押送单位不一样，装备能一样吗doge
没有
学校门口就是银行，运钞车有时候就停门口
我看到的营销号说是高考试卷是从监狱里印刷的，从监狱里出来需要步枪押运
同行？你原来也是个营销号[狗头]
角度刁钻
考卷是军队押送的吧
学校门口是古玩街
抢劫高考试卷是咋想的
直接架狙击，
可以远距离破坏啊
这个命题就不成立
我们这的印刷工人一般都是sx犯
旁系的就可以？
我母校对面是银行，后面是商场，路口是医院……抢完试卷抢银行，受伤了路口就能治……
那些小编都是些傻子
押送人员都一样啊
押送的人不一样吧
和国家秘密最近的时刻
可是…抢了卷子有啥用？又不是什么高精尖科技
这就叫营销号的魅力 
搁着阅读理解呢
你就被洗稿了
考试现场
丢钱都一张是一张丢卷子丢一张顶着全丢
丢钱丢一张是一张丢卷子一张顶着全丢
