好疼
狠
可爱
西瓜皮
小书真可爱
像蜡笔画
呜呜呜呜 这是什么神仙手
厉害
这得戳多久啊
怎么控制它那么方正的啊
这个书柜居然装满了！！！
我滴个乖乖
好喜欢 周一看到好开心
这也太像了！我趣！
斯国一
救命简直一模一样
亿点点细节
这个很废胳膊，我戳一个小时就累的抬不起来了。
我要这双手有何用
超厉害
为什么要戳呀
真厉害，熟练的让人心痛！！！
作者一定练了很久，才得以熟能生巧。为这样的作者点赞，一定投币！
她会魔法！！！！！！！
终于更新了呀！！！好辛苦！心疼姐姐
以我的毅力大概可以搓一百针，嗯不能再多了
萌我一脸血
还有描边
厉害
可爱温暖柔软萌萌的！
人物的神情好像！好可爱呜呜呜呜
曲对币有
好神啊
？
？
太可爱了叭
给大佬递茶
发生什么事了？？
哈哈哈哈哈好可爱
这声音绝绝子
好爱
永远不会系列
你三连有了我还关注了
我寻思着也妹眨眼啊
好细节
wc
nb！！！
牛
好厉害！！
大雄的棒球、手套、奖杯呢
扎小人，容嬷嬷惊了
太强了
太牛了太太
。
跟着老师一起学，好的，我学废了
前面那几个没眨眼的，你们眨眼了也学不会（
不能弄个电动的吗？
好厉害好，好厉害好厉好厉害，我以前试好厉害呀我以前做过
我估计戳戳就急得摔东西了
也许我这样说不太好，其实我真的挺喜欢日本的房子的
看着好酥服
舒适
5555
啊这 也太细节了吧呜呜呜
手酸吗
别戳了脸都被你戳烂了（狗头）
绿色好漂亮啊！养眼
大福饼
这是什么魔法
白嫖失败
一句握草行天下
人家专业的戳不到手
一看那个门，就想到是大雄的……
神奇看不懂
为什么不搞个电动的？
双厨狂喜！
我会做，以前做过，把手扎了。放弃
童年回忆啊
配上这个经典音乐真的很舒服
收藏了谢谢up主
圆梦了
作为哆啦的十年老粉，我觉得up主周真的很用心
好治愈
好喜欢这个视频
好想哭
这声音绝绝子
好治愈
有种破次元的感觉
感觉这个起码得弄6个小时
短短五分钟叫感觉到真正的累
手好看
我靠
艺术家
0分试卷别忘了
好美的手型
再来张大雄的零分考卷（笑）
有得卖吗
感觉人物稍大
这玩意儿就用针一直JU么
出现了 叮当喵
呜呜甚至还有灯
自带模糊效果
鱼豆腐的那个你站住
好有耐心哇
不拿来扎小人可惜了
神之手
好喜欢
？？？
真塞满了
大清灭亡之后容嬷嬷的宫外谋生手段。
治强迫症
这个细细的用线缠着的是什么呀
这得耐心曝炸的人才做的出来
好好看
好精致
好厉害
看这样说话挺用功的。
我听她这个戳戳的声音居然睡着了
太牛了
卧槽？
好可爱好温馨
这是戳什么
针灸
已经感觉戳到手开始痛了
时光机
我也住进这个温暖的房间啊
出点简单的教程，下面附上需要的材料链接，我会买的！
又来一个xxs
我愿称为：天下第一
这是扎针手法，难道是受到了容嬷嬷的启发（狗头）
代入感很强，我已经睡…
简
奶奶，您刷的up更新了
居然还有灯
就怪
好好看
666
这是什么神仙手哇
bgm是我最喜欢的！
一百二十四人在吗
二倍无影手
两倍新世界
up手好好看
好可爱呀小哆啦A梦（*/∇＼*）
小灯细节了
坐在这个桌子上学习的感觉一定很棒
哇，棒球棍诶
奶呼呼的小团子
好棒好厉害
手好好看
哇哇哇哇哇哇哇哇哇哇
爷青回！！！！！！！！！！！！
哆啦A梦！！！YYDS！！！！！！
容嬷嬷附体
扎小人
这是什么神仙
温馨提示 出去时记得把声音调小
做的还挺好的
你是搁那儿坐到的呀
手好看什么时候
解压视频
你们的不当
你们的舞蹈
手好看什么时候好看
好戏还在后头
别再评论了疯狂评论
窗户的户写错
太漂亮了吧
我们快要毕业了都不上去
安卓非常舒服的呢
皇冠镇你写你写了一首歌
你还真的有钢丝脆脆的
这个哆啦A梦好可爱
真的太可爱了吧
等你在吃什么
哦只是大雄的家
一切需要手来完成的事，我都不会，除了干饭
太厉害了
太棒了
我脖子开始疼了
好像绘本啊
很治愈
哇⊙∀⊙！
到底要戳多久啊
我只要能學會這個就好了
这细节满满的
每周必看
好可爱太可爱了
哈喽，再看的3000多人
太像了吧
bjm好评！
大佬，666好细节呀。
这一套99交个朋友（
救命好喜欢
好精致！好喜欢！呜呜呜
你不说这是地板，我还以为是草地
大雄：我要被炸死了
芥末牛！
王昭君
看哭了
神仙手
好治愈啊
手受伤了吗？要小心呀。
细节啊
太牛了www
咦哈哈哈看起来好简单啊哈哈哈（bushi ）
对方
姐叫
童年
呜呜呜，多啦A梦，胖虎那个......
色彩饱和度看起来也太治愈了吧
BGM呜呜呜，“大雄！快去写作业！！！”
耳边响起了大雄妈麻德唠叨
哈哈哈
突然间怀念容嬷嬷了…
弹棉花
牛逼
扎死你扎死你扎死你扎死你扎死你扎死你扎死你
爷的童年
梦里的感觉
扎一扎就结实了，这是什么原理
可爱！
这得戳到天荒地老
好牛
扎小人
妙不可言
这得戳多久啊！？
请问您地球饭吃的习惯吗？
好丝滑
这得多大的耐心呀
UP真的好有耐心，我只是看看都觉得很累了
每周必看
我也妹眨眼啊。
我妹眨眼啊
容嬷嬷：这我熟
什么原理⊙_⊙
这里捅ASS有点没绷住，瞬间打断了感动的情绪
啊…不要啊
收藏从未停止 制作从未开始
你币有了
我来证明你开了弹幕
天呐，她真的，我哭死
不会和下面的布连起来吗？好细节
已解锁新地图：大雄的房间
有手就行
这是魔法吧
这针是啥原理
好治愈
核心的操作都没展示
这紫薇在你手上活不到下一集啊
被撅力(悲)
强迫症表示极度舒适
值得一键三连
绝了，一秒回到童年
厉害
想哭
好治愈
up你好棒！！！！！
容嬷嬷：给她个证书吧
容嬷嬷看了都得叫声师傅
笑话，才10年就敢自称老粉，退下吧
做的好精致诶
太好了吧，这眼睛，大脑和手诶，这耐心。这么好的吗
我服了服了服了
要很有耐心，要估计要五个小时
姐姐好棒啊
手好好看
好治愈！
这样戳戳戳是干啥？
容嬷嬷直呼内行
啊啊啊好解压~
感觉手会很累
好好看啊
容嬷嬷是你徒弟
nbnbnbnbnbnbnbnbnbnbnbnb
感觉好解压
装饰屋子好可爱
你币有了
！
会不会不小心戳到手。。。
看哭了
简直神奇
5分钟虽然很短，但是包含了up主大量的剪辑和时间，我自愿三连
为这期视频奉上灵魂
要开心喔
有一种朦朦胧胧的美感
大雄：有点头痛
你这不怕腱鞘炎吗
麻烦大佬收下我的膝盖，谢谢
太牛了吧
好温馨
哇
这是小花仙的bgm？
甚至有 窗帘
好厉害
比例掌握的真好
戳到手是常态，非常疼
你说个价
好肝呀
哆啦A梦！！
天啊这还是人吗
哆啦A梦的口袋呢
太细节了
扎到过，直接出血
为什么要拿针一直扎啊扎的
很想擁有
？
看见这双手  再低头瞅瞅我的小猪蹄 我默默的给了个三连就退出了视频
禁止对麻瓜使用魔法
每周必看
哇，太厉害了！！！！
窗外街景细节也太棒了吧！！！
满满的回忆啊~~~
太厉害了，细节都还原了！
像我小时候吃过的棉花泡泡糖
这也太可爱了吧
duolaameng被戳麻了
扎小人 (bu shi
容嬤嬤也甘敗下風
太治愈了
能不能用打火机靠近些，照亮些
眼睛：简单，就戳戳戳
眼睛：简单，就一直戳戳戳
肝：听说你很狂?
要不要来个电动的
容嬷嬷，你的快递到了
这个最早我在pinterest上看过很多教程
看进度条
zheyetai太牛了吧
我去
你要小心哦
下班回来看见这个真的好治愈
好可爱呀。一下子想起小时候了
我戳过，手拿针戳久了会疼哎，up主不会痛嘛
出去时记得调小音量
我看谁在白嫖！
好家伙这也太内卷了
太好玩了吧 我也想整一个
羊毛毡没见过吗怎么总是问啊
听着好治愈啊
唯一一个不敢催更的up
up辛苦了 我哭死 她真的
曲对币有
瞳孔地震
这不邮手就行（doge）
九敏大雄好享受的样子（doge）
多啦a梦！！！！！！！！！！！！！！！！！！！！！！
大熊
音乐一听就是哆啦A梦呀。
前面容嬷嬷的好好笑哈哈哈哈哈别走
我去…突然原谅了全世界
魔法绝对是魔法！
太强了！
诺比大姑
哆啦A梦真是一部好日漫
大雄的脸好肉
发腮的哆啦A梦，哈哈哈
离谱
？？？？？
靠
这不邮手就行（doge）
太厉害了！！！
呜呜呜童年啊
拿个梳子扎能省点事不
逐渐离谱
为啥戳戳戳就从一团毛毛变得这么紧实了
家里有猫就是另一个故事了
少看了一个世纪
海绵？
太有创意了
爱了爱了
这不有手就行？？？来人，喂我吃饭
手好稳
容嬷嬷（bishi
禁止在麻瓜面前使用魔法
大佬你整的这么简单，让我有种我也能行的错觉
女生狂怒～
我好像有点明白了？大概
好治愈哦
好厉害
机器猫来啦
卡瓦
哈哈哈哈哈哈哈好可爱
哈哈哈哈哈哈哈伸手不扎笑脸人
哇
我的童年啊啊
每周必看
容嬷嬷被动技能
可爱捏
可爱捏
可爱捏
UP主三连拿去吧!！
我的眼睛又被骗了（
好棒
简单，一直不停地戳，使劲戳，就好了
大雄的胚胎形态
扎到过手吗？
如果没有这个白色框架是不是做不了这些形状的东西呢
绝了
卧槽！看起来感觉好简单！有手就行？
好温馨的感觉
咱就是说真的不会戳到下面的垫子吗（萌新发问）
想看核心展示的，看后面的加长版
想到了容嬷嬷。。
不可能，这绝对不可能！
卧槽好可爱
没看太懂怎么塑形…
太棒了
容嬷嬷都说内行
吃得圆鼓鼓的
甚至 还有灯
太牛了
扎针的声音很好听
又细节又治愈
还有灯
首页通知书
你是容嬷嬷派来的吗
毛发有鳞片结构，毛毡针不是光滑的，柱身有很多倒勾，反复戳可以让羊毛的鳞片勾在一起
戳到手就直冒血珠子，玩毛毡太经常戳到手了，习惯了
下面的垫子就是用来垫着戳得
时光机！
我的手已经酸了
真就一本一本书做，我哭死（大声）
他真的好棒呀，他把大熊的家完整的还原了出来！
呜呜……你是肿么做到滴
我的妈呀
好想看樱桃小丸子的房间。
好解压呀
好好看
这也太治愈了吧
牛逼啊
戳戳戳。。。
如果不快放，要戳好久，是个耐力活
这会涉及版权么
可爱捏
难怪我觉得脸鼓鼓的，原来在吃东西哇！
好治愈a～
口袋，口袋呢
好离谱
真的好离谱
容嬷嬷适合这个工作
从哪里学的这个
我也妹眨眼啊
哇！！好神奇
爷青回
少侠好币力
心疼前男友
容嬷嬷直呼好家伙
厉害
眼睛:太简单了。 我:医生，我的手还有救吗？ 
玛卡巴卡
 好可爱的风格！
好细节啊
九命好喜欢
手不酸吗
哇哦 好厉害
哭了，想起了小时候看多啦A萌的时候，有什么难过的就看哆啦A梦就疗愈
应该很累吧
押尾桑好评
好治愈吖
你币有了
看着好累啊
女娃，辛苦你了哈
好厉害哦
胳膊酸的话就做的慢一点吧
容嬷嬷
好治愈
魔法
机器猫没口袋
人中长，则寿长
好治愈
针不撮
蜡笔画的感觉！
请问哪里有售，太喜欢了
神了
这不是李诞吗…
声音好治愈啊，令人安心
大面积的地方能不能用刷子那么多的针一次扎完
催眠的扎毛声
太有耐心了
好棒
好可爱！！！
我也想学
我已经在幻想我学会后取代up主了
五个小时戳个框架吗……好漫长的诶
hello各位
""
