来早了
这里鞋子的后跟卡在地面的固定器上了↓↓↓
画质很还原
斜着兜裆，眼睛挪不开了
真像啊
当年伴舞都是壮汉 就mj精瘦的
承认别人优秀很难吗？大大方方给人家一个赞很困难？
牛批
灯光泄露秘密了
Buy
但还是很精彩
里面明明是bgn
连体泳装穿裤子外面
泳装外穿不怪才怪
高叉
虽然知道有固定装置，就是想不通，鞋子不会掉脚吗？
没想到最后这转圈成了瑕疵
固定了我真行，之前在健身房试过
台下都看呆了
看身形像个女的
女生？
台下的人经历过二战吗，是我就直接燃爆了
强劲
太强了
好牛阿
就算踩钉也要下得去上的来啊
太帅了
帅啊
up是mj的狂热粉吧之前也看到翻跳很多作品，真的不错
老百京圆口布鞋（笑
卧槽x5
卧槽x6
吸铁石
卧槽x7
卧槽x8
卧槽x9
卧槽x10
说固定的  你要是固定了也下不去  
卧槽x11
我为什么只能投两个币
卧槽x2
卧槽x3
dio牌开裆裤
跪求收下我的币和三连
太帅了
MJ 有套样式的衣服，别酸这酸那的，确实帅
男的
卧槽+10086
槽卧
这位模仿的很像了，厉害。
不管男女都厉害
帅翻了
优雅
观众已经麻木
55都有了
跳的很好啊，就是缺乏了点力量感
再看亿遍
脚下固定了脚下固定了……，你来一个呗？
植物学家全程在线
细节拉满，神似
好帅
固定你也下不去
高能君在吗
卧槽
牛13
卧槽卧槽
up主真是一句卧槽走天下
这tm
卧槽
牛13
mj也是现场固定
卧槽，艾达
……
这得练多久
一句卧槽走天下？
勒不勒
腰真好啊
你脚固定住了，下去有力气上来吗？一直在这里狗叫
本来就要固定，杠精就是不愿意承认
没东西固定的话没人做到的
60℃
伴舞的兄弟还是很拘束的
一句卧槽行天下
艾达王
讲真。有钉子我也做不到这幅度
固定也是难得一批的
文化有限，我很抱歉
安妮你还好吗
牛逼这些伴舞都很牛，这个镜头也很牛一直跟这主角
女伴舞这身衣服是艾达王吗
3:15
卧槽
卧槽
艾达王是吧
优秀
有被秀到
固定了一半人也做不了
卧槽永不过时
踩点很厉害啊
叫啥
主要是核心 小笨蛋
太恐怖在这个舞蹈里并不是最难的动作
原理很多人都知道，但是还是很厉害
卧槽
太帅了吧
真的帅啊
卧槽太牛逼了
跳得很干净
应该是彩排
说没有力量感的呢？
我去牛逼死了
核心力量爆炸，太难了这个
挺勒档的
真正的一直被模仿从未被超越
好帅
看演唱会旁边要有这么一位我能捏死他
卧槽这年轻人
卧槽
mj活了
忘记三连了，回来再看一遍
他这是直拍，不拍主角拍谁？
NB
迈克舞蹈贼难，感觉能动的地方都在动
伴舞很好吃，孩子很喜欢
有没有可能是固定加区域地板倾斜机关
woc
舞台小了。
我王姐为什么乱入？
自舞王陨落之后，再也没有世界巅峰了
这边提示一下：帽子是男的，不是女的！（看到了传下去）
NB
不行，这么安静我不接受
画质还原的那个  笑死我了
艾达王
卧槽
主要是腰，什么主要是鞋子
说主要是鞋子的，你去弄的75度，我都算你厉害。
伴舞也非常有原mv的神韵啊
健身房的你能跳一套吗
还得是核心力量强，体重小，一般人起不来的
要我们学校可不会为了表演让学生改造舞台装固定钉子的，羡慕
没拖帽子
这力感真帅
mj本人带着面具来跳也会有弹幕找茬说没力量感
直拍……
没核心力量做不到，很强
可以看到鞋子
把脑子摘了的，站住
这是西装外面套了个女式泳衣吗
地上要有两个钉子，不然牛顿要复活了
动作太干净了
真的很厉害了
鞋底和舞台有暗扣啦，迈克尔专门发明的
芜湖
卧槽
天，太强了
只会说卧槽
目测女孩子
卧槽  我没对上焦
可能是表演前的排练，所以气氛含蓄
现场的观众是经历过二战吗？这么沉稳
卧槽
这观众们都经历过二战？
这是什么神仙
为啥要尖叫
卧槽太帅了！
这才叫舞蹈
跳的可以
有钉子也很南的啦
谢谢你我的嘴替
经典力量感弹幕
太帅了！！！！！！！！！！
nb
火他奶奶的怎么不火
卧槽
卧槽.6
卧槽:7
有道具这也很考验力量的！！
你觉得不行你来
不都写了是直拍吗？
外行看热闹就行了，别张口闭口力量感
mv的伴舞lol
太流畅了
主要还是卡缝了吧
我从小就喜欢mj，学过一点，45°倾斜真是钉子卡住鞋跟。
卧槽真的帅
喔哟笑尿，哈哈
这起码有55度
这是迈克哪一年的演唱会？
卧槽卧槽卧槽卧槽卧槽卧槽
怎么底下还有讲中文的？
固定也难撑住啊（现场肯定看不出来）
这从哪看出是女生的？？？
66666
要来力（喜）
艾达王？
真的好像mj
没文化不可怕，一句卧槽走天下。
这个光有点好看
看得出是女生，这很难
即使固定住也会很疼的
马云退出直播间
固定了就行那mj就遍地都是了，这动作对核心要求很强的
nb！！！！
哇
卧槽
这特么的像
奈何小生没文化，一句卧槽行天下
太帅了
应该还有全图版本
光道具还不行还要有深厚的功底
牛哇
节奏动作读跟上了，牛逼
woooooooo
C语言法师传承人 刘海柱
灯其实关晚了
跳的很帅但是我想要那位红衣美女
卧槽卧槽卧槽卧槽
这一下有那味儿了
up主有发全景版的，家人们主页找
光用物理知识也知道不固定肯定是做不到的
动作幅度差点儿 手脚没有mj长
请计算45°角时道具提供的作用力（5分）
怎么没有mj的音乐
不是原版，去看了原版就知道了，mj的气场和舞台特殊气质，不露脸往那一站就能把人镇住
都给我回去重修，那叫重心
女生吗
卧槽
确实经典
我靠
不会勒到蛋吗？
是女的？
吴老二，帅耶！
看的我蛋疼
卧槽
女生在cos艾达王吗
喊草量极高
这首真的太经典了
哇，这力量感
前面已经有太空步啦
我在努力说服我不点赞，因为这是我朋友的号
都让弹幕懂完了
卧槽太帅了
男的
牛逼啊
这已经巨牛逼了
泰牛了
八辈子没见过这么厉害的
画质很还原
ada？？？
男的你们怎么做到男女不分的
必须得瘦
卧槽！
女的？
卧槽，哎哟，卧槽
你除了知道核心还知道什么？
前方卧槽
都看傻了
草！好牛
MJ原声
那身材比例没有办法 MJ腿太长
发出数声不学无术的声音
太空步
舞王僵尸
卧槽
起立
为什么有个艾达王
这次没力量感？卧槽尼玛
数学助手在线数卧槽
艾达
66666这小伙子不错
六十度
绝了
强!
应该是男孩子，有喉结
他很瘦
是个女的？
我我我我我我我卧槽
台下的人经历过二战吗
这伴舞不如没有，观感差太多
前方高能！！！！！！！
02:14
龟龟，牛
\卧槽
这女的？
奈何自己没文化
道理懂但是我的核心力量就做不到啊
动作干净利落
有的东西呀，有操作的啊
加个手套就完美了
我去，这地板太棒了
打光露馅了，这不是mj
长得也像
有点东西
就会这一个国粹词汇嘛
太空步应该是算这套里最不难的技巧了吧
嚯！这年轻人！
模仿很到位啊
卧槽
传送3:15
传送 3:15
卧槽
优先择偶权。。
核心牛逼
说有道具就行的，你也需要有力量支撑懂不
懂不懂直拍的意思啊害搁着没舞伴镜头
woc ada
省流：从头wc到尾
那些叫的人自己试一下就知道多难了
我觉得非常不错，但弹幕总有吹比MJ好，吹就是MJ的，属实不太信1
60度
卧槽
牛逼
Ada wang？
这太tm帅了啊
核心不行的人直接倒
全校师生择偶权到手
笑死了。说固定等于贬低他只靠固定是吧
牛B
太帅啦
姐姐飒
观众都经历过二战吧
他是怎么成的角儿啊
就只知道核心是吧
开局卧到结尾槽
卧槽
卧槽冰
可以可以  真的模仿之中的天花板级别了
厚力蟹
好多poping的动作
wc
卧槽
MJ本人这个动作也用道具的……
卧槽
下巴也挺像的
姐姐牛蛙
卧槽这光，他在发光，好怕下一秒光翼就展开了
里面的衣服越看越奇怪…
哪里看出来是姐姐的？
这赶紧利落 好好看
音乐？
可以，牛逼
不会说人话就少说两句吧，
同学们经历过二战？这么淡定
有点勒
卧槽
牛牛牛
太牛了，快赶上原版了都
卧槽 bin
这里的观众真的好冷淡
很强啊
喔卧槽
七分像
看到还有年轻人致敬的，感动
艾达王？
欣赏艺术叫什么叫
多读书
非常之强！
Mj是鞋底暗扣
力量是真的强
吊
是个妹纸
这都60°了吧。虽然回来的时候弯腿了
《徐锦江的你别跑》
我抄
为啥我感觉动作不够干脆
卧槽
有道具，也得看人家核心，牛啊666
不知道酸什么呢，跳的多好啊！
emm厉害是厉害，总觉得有形无神
别总是卧槽卧槽的行不行，太没文化了
穿的女士泳衣吗
等下 这是泳衣？
胡一菲
真的舞台小了
卧槽
这实力完全可以在别的地方施展
甄帅是谁
卧槽x2
有点软
卧槽x4
我在期待什么，没有太空步吗
可以上B站 跨年晚会
卧槽
好厉害哦
可以啊
王杰克逊算哪根葱
《》oil
60°
优先择偶权
卧槽
卧槽，三连了！
卧槽
虽然有道具，但是是很考验舞者的核心力量的
伴舞很多鱼 清蒸很好吃
卧槽
你们两个能不能不要从头c到尾
这个舞台好还原
女伴好漂亮
卧槽这个姿势
连这个武当的手，都复刻的一模一样
没有音乐？？
伴舞也不错
卧槽
WOCAO
身高比例也好好啊
mj很多技巧已经远超太空步了~
拍摄手好稳啊
是真唱吗？
奈何我一句卧槽行天下
头皮发麻
活了！
太秀了
这TM得有14快腹肌吧
这是死库水？
观众是经历过二战吗，居然没尖叫
那得挨多少打啊
牛皮啊
这动作全是 强
咋看出来是虐
有道具也很难的
放屁 小时候哪个00后没模仿过太空步
厉害了！虽然有道具，但是很牛
太牛了我的妈
woc
一首歌完整跳下来，那个体力也是很强的，不要以为很容易。
这都能喷？
我的天，复活
卧槽
牛逼
这个倾斜角度mj自己也用上道具了
你很有文化？别在这装素质人了
观众是经历过二战吗
男的啊，肩宽
MJ原本就是用道具的
道具是一定得有的，不然牛顿棺材板就真盖不住啦！
要来力
太帅了
这叫45？感觉快60了
这要交专利费吗？
这是太空步吗
红衣服的下去！要看黑衣服的伴舞！
上热门，上热门
因为现在的孩子们知道mj的少了
不能只有卧槽啊
up教教我
真的帅
看呆了吧都，我就是
我也觉得OK
这得有60度了吧
稳得一
固定肯定要固定的，再怎么会跳舞也得遵循物理规则
这不马云吗
台一下观众是经历过二战吗
居然能找到这么多会MJ舞蹈的也是不容易啊
艾达王哈哈哈
有道具也靠核心力量
哇擦，你话真密啊
兄弟你的跟腱不要了？
卧槽太像了
牛哇牛哇
卧槽！
两倍速好评
卧槽
跳转03：15
观众经历过二战
给你脚绑地上你的核心也做不来
很强兄弟
如果是真人在现场会尖叫 这个是模仿看呆了所以很认真
woc
下功夫了
.02.
下面的观众这么冷静，是经历过二战吗？
衣服有点卡裆
太牛逼了卧槽
省流：臣卜木曹
这个腿特别像
牛批啊
唔呦
卧槽牛
优秀
练习时长两年半
回来了 都回来了
手刚好把后面的女的推进去doge
绝了
卧槽
卧槽
动作收的很干净
看得我头皮发麻
别在那猜了家人们，去主页看看啊，有视频书男生
WC
卧槽真帅
可以，这小子
太牛了太牛了
男的
你这是拿座机录的嘛？
这是我见过最棒的了
泳衣外穿还是不能接受
后面两个伴舞在猜拳吗233
传承
优先择偶权我拿定了
这度数超越了
前面太惊艳了
MJ舞太难了 要有力度 不过这个很牛b了
卧槽
观众经历过二战?
很有mj神韵
现场真安静，不不是真唱嘛，喊呀我C
动作还是差点爆发力
唯一的缺憾，内搭服装不是这首歌的
这要练多久
喔~
还是个女的
仔细看，穿的皮鞋缝的白裤腿
经典永不落幕，优雅永不过时
旁边cos爱达王？_(:3」∠❀)_
说衣服的是真没看过mj跳的？
还原度太高了
致以最高敬意：卧槽*3
伴舞像是斧头帮的
要是歌也是自己唱的那就更吊了
讨论有道具的，原版mj跳都有道具你不知道？
女的就女的，你们烦不烦啊
卧槽
真的帅，牛逼
niubi
差点没回来
喔唔~！
太帅了太帅了！
我也想跟着喊！
真的跟MJ一模一样！！
开局卧槽
全是经历过二战的
卧槽 这年轻人，卧槽
卧槽牛逼！
woc
三连，下
+
艾达王？
泪目
这套是92年布加勒斯特站的衣服，不许再说服装了，不知道就不许瞎说
有些缺乏力度
王者画质
勒档不难受吗
太nb了
卧槽小哥
喷别人不行的 那个兜裆的上衣 你都架不住
C语言
我评论：mj用了复活卡
旋转很轻盈阿
卧槽
太帅了
获得优先择偶权！
说服装不对的去看1992布加勒斯特
手机什么画质
自舞王陨落之后，再也没有世界巅峰了
核心牛
承认人家厉害就真的有那么难吗？
卧槽 迈克杰克逊在世啊
这是本人吧
挂上了
卧槽卧槽，这年轻人
只能说还是有差距的
牛逼
来点力量感就绝了，当场拿把汤姆逊扫天花板
这一刻他就是光
确实帅
卧槽这是个妹子
他为了让我们看mj连姐姐都不拍了，他真的，我哭死
奈何本人没文化，一句卧槽走天下
带捧哏的 捧哏的话多
！！！！！！！
牛啊，跳的真心好
好像不是女生
牛逼
高能！
肯定是用道具的啊 不然都违反物理了
有固定也要核心力量的
1
三连了
2
3
一般人要躺下去
are you OK?
5
是mj啊！！感动哭了
只怪没文化，一句卧槽走天下
6（小声）
7
8
帅呆了
卧槽哦哟太帅了真帅
卧槽哦哟太帅了真帅
老百京圆口布鞋你很幽默？
卧槽哦哟太帅了真帅卧槽哦哟太帅了真帅卧槽哦哟太帅了真帅卧槽哦哟太帅了真帅卧槽哦哟太帅了真帅卧槽哦哟太帅了真帅卧槽哦哟太帅了真帅卧槽哦哟太帅了真帅卧槽哦哟太帅了真帅卧槽哦哟太帅了真帅卧槽哦哟太帅了真帅卧
是个女的
跳的可以哟
d6e
前面说服饰不是这首歌的，人家这是演唱会版本的衣服
下面的观众很多都没看过MJ跳舞的
《oil》
我超！
牛批
感谢计数君
兄dei 你的位置太帅了，卧槽 
气质和体型差点，总得还是挺像
太柔了
承认别人厉害有那么难吗？
mj永不过时 太帅了
固定也很难啊
太特么像了
卧槽
一句卧槽行天下
精彩
哎吆
进城了
这60度了都
跑的这两步 呜呜呜想mj了
这
马云同款背心
wc
给我道具我也不会
太帅了
有装置卡住你都不行，试了再说，很难上来的
卧槽
可恶，只能再换个号投币了
没有满场的尖叫都不习惯了
卧槽
呐，这个就叫专业
这快30度了。
这核心力量相当之强了
牛啊牛啊
别拿原版骗我
这有点30度了
卧槽
这不比铁山靠牛逼？
我一开始以为女的，应该动作好柔没想到是男生这很难得
这是个女同学吧
10后表示根本不认识啥是mj
衣服是mj同款
边跳边唱不太可能吧，太难了
好有味道啊，mj的味道卧槽
卧槽卧槽卧槽卧槽
里面怎么穿个泳衣
有道具都很难
红衣服能走开吗
画质对味了
加油
肯定要有道具但是你做不到
卧槽X6
卧槽！看呆了……都忘记发卧槽了……
c语言十级
太帅了这个卧槽
卧槽，真的强
wue哟哟
笑死，说真帅的都是老爷们
十年择偶权*1
胡一菲
说的就跟mj不用道具一样（
这可是我的青春啊！
这也太像了
流畅
这小腿里有东西
3000+
哈哈哈哈
挨打王
这力度
性别也对 我靠真活了
女的？
这力量感
女生吧
拿麦这一下太有感觉了
你就剩下卧槽了
45°牛顿都得用道具
我不信固定了，肯定能做的到
牛逼！
这个水准很高了
跳的好有精髓啊！
女孩子？
卧槽！卧槽！
因为差条腰带 别哔哔泳装了 
牛13
牛13
不行 倒回去再看一遍
确实神态学到了
力度可以
后面两个也很不错
天赋
这模仿太厉害了
原创也是道路
好多年没有见过这么好的模仿了
卧槽
BGM呢？
这档卡的偏了
哦呦
我要他（她）
牛牛牛
卧～～～槽
前方高能！！
我就说吧，mj还活着
像生化危机的女主服饰
What's up。
My的动作挺难的 一般人跳舞来会是怪怪的感觉
他太像 我哭T﹏T
艾达王
看衣服是女的
毫无力量感
是真帅啊
卡上了
有喉结，男生
卧槽
袜子是准者吗?
没装置理论上是不可能做到的
好像
霸王别姬那个等等我
艺术永远不过时
什么女孩子，这是男生
捧哏的，，，哦呦   嚯
这是up主，看看评论区吧，这是男生
本来就要用钉子，不然根本不可能，简单的力臂丫，有固定但是你没力照样起不来
动作都挺到位啊
卧槽卧槽卧槽卧槽卧槽 就会这个？
卧槽
男的，是up
还是很有神韵了
我看到他用鞋子去卡了，不过也很牛逼
这踏马也太太太像了吧
1080p分辨率？
这么多年了，还是核心核心
看得出来经过刻苦练习，看过那么多模仿者目前为止觉得最像的一个
生化危机挨打王
牛逼 看完点赞！！！
太帅了
艾达王可还行
帅
旁边这个是什么个情况？
卧槽太帅了
可以
掌握核心科技
我DNA动了
真的好还原啊！
语言匮乏之卧槽，牛逼，太帅了
很有力量感  相似度非常高
真的帅死我了
好好看，别说话啊
那一刻，祖师爷附身
牛逼
wc唱跳啊？！
卧槽！！！！！！！
mj永远的神，现在还不能释怀
卧槽太空漫步
体力也是牛逼
我超
你一句话就把别人的汗水否定了？
男的 
女生！
这个真厉害啊 
他在发光!!
谁能把背景一直说wc的给消音了？
艾达王哈哈哈哈
确实牛
这些动作实在是太精髓了
优雅
有道具考验力量，没道具考验牛顿。
腿部是不是加重物了
这衣服.
这种男女稍微一亲近一点的动作就呜呜呜真的是对这场表演的侮辱
男生一般不会说帅 除非你真的帅爆了
卧槽 确实帅
说内搭服的，这是模仿布加勒斯特演唱会的服装
高叉泳装耶
脚已经卡上了，MJ专利
是个女的吗
不是核心，主要是一般人没这么强的后链肌群，除非田径专项训练才能练到那里。
女的吗？
这视频里的卧槽听着难道不比弹幕的批判要悦耳的多吗
头皮发麻
有点东西
这个真的太帅了，MJ如果还在的话看到你一定会很高兴的
没有徐锦江没灵魂
不是？迈克尔杰克逊当时舞蹈也是配合道具的
你们都是云么？说道具干啥？
这哥们要是腿再长点就无敌了
看到这了还有骂的？
艾达王
文化不高，只会woc
这年轻人。卧槽！
很厉害啊
不止
女生个皮
卧槽
卧槽
什么德芙
卧槽
有那么一瞬间，好像好像
王阿姨太跳戏了哈哈哈
真踏马的牛逼啊
有神了！
投币了
想起那个上厕所的视频了
后面俩在擦地板？
全体起立！
看得我脚筋疼！
牛的牛的
卧槽
卧槽
卧槽
3000+ 懂不懂什么含金量啊
废话本来就要道具
优先择偶全
别说有道具了，就算有人扶着我我都做不来这个姿势！
优雅！
优雅！
别说有道具了，就算有人扶着我我都做不来这个姿势！
优雅！
 优雅！
别说有道具了，就算有人扶着我我都做不来这个姿势！
专业啊
别说有道具了，就算有人扶着我我都做不来这个姿势！
灯光师太棒了
优雅！实在是太优雅了！
别人跳的是一个一个的节拍，MJ跳的是半个…
有道具 你都坚持不住
不要卧槽了！
卧槽*N
不用可能、mj说过就是鞋底有卡扣、但是有固定也要很强的核心力量、不然你起不来
这确定不去下模仿秀吗，会火的
很有力量感
卧槽，这年轻人
谢谢你
这段太带感了吧！
前方高能！注意！
出现了，核心怪
真牛逼！
应该是横幅拍的，然后后期剪成竖屏，所以镜头移动很平滑
优先择偶权
C语言
太空步是最简单的啦
喊啊！尖叫啊！为什么不喊！TNND!
揭开你的面纱
确实牛逼
开局卧槽
要是真唱我吹爆
MJ看了也会点赞！
模仿mj的很多，跳得好的也很多，但是跳出这种感觉的很少
有谁注意到那个美女是艾达王的衣服
卧槽
卧槽
真牛逼
卧槽
卧槽
卧槽
卧槽
牛逼
这下的角度比MJ还要低了
目前为止挺牛的
跳了半天没反应结果俩人一贴立马开始叫…
这么牛
牛！！！！
这个视频运镜也很稳
卧槽
就我一个觉得红衣妹纸很漂亮吗
卧槽
道具咋啦?
获得四年优先择偶权
卧槽？
你暂停看不出帅，但连在一起。。nb
练过的！
这个绝逼练了很久
太空步一开始很惊艳，但其实操作最简单（但我不会555）
此时校领导层在内心狂叫！啊啊啊啊啊，我的青春
奈何本人没文化，一句卧槽再卧槽
牛逼卧槽
高手
卧槽
有道具你也得有核心力量支撑恢复
太帅了
我一拳一个核心怪
太帅了卧槽
卧槽
你是GG还是MM啊？
你是GG还是MM啊？
男孩子
吓老子一跳
气势真不错就是舞蹈力度控制更好就更完美了
就算有钩子勾住，核心力量不够也很难再立回来
王小帅
这动作必须要核心力量很强。
女的也厉害
。
所有人都很棒
卧槽太帅了
就算固定也会很疼的，这样已经很牛了，还想怎样？
这年轻人
这个表演就应该后面放块屏摆原版同时对比
卧槽牛比
哪里都有厚礼谢
帅！
不用道具你让牛顿来啊
太像了
生化危J
这里面的衣服。。。
迈神那个时候就穿这种连体衣服了
台下观众怎么不喊呀！！
最棒的称赞：再来一次
省流：沃草
00后一堆认识的好吧，瞧不起00后是吧
卧槽
这个币投给mj！
卧槽
渐入佳境了
魔术也有道具 怎么不喷
真的很帅好吗
卧槽三连
确实牛比
能不能往右移一点
好像漫雪
别卧槽了…
转两圈就更像了
这才是唱跳rap啊！！！
说不是核心的你去试试？没核心这个角度你崩得直？
"力度还不够,但是已经很到位了,帅死了"
 这个就是要道具来表演的
有道具怎么了，要不您也来一个？
好像只会说这两个字
经典动作拿得都很好
寄
帽子是帅哥不是美女谢谢
艾达王是个什么情况
女的吧，感觉没mj的力量感
味儿对了
春晚级别的表演了
核心真的nb
真的好像啊
怎么没有欢呼
神形兼备
提问  视频一共出现了几个卧槽？
这模仿度在国内算很高了，真的
牛逼了
跳一整首啊，
直接炸了好吗，这直接炸了
打7分 加油 相当不错 
考验的是背肌，明显练过
。
卧草太像了
后面那个女的是走秀的？
这得练多久
最高评价了
彩排吧
本人再生？
高手啊
有梦想的年轻人
差点力量
云台叭
卧槽槽槽
就算是固定的你没舞蹈基础还是很难做到的
关键是有那股神韵
起疙瘩了
我要看旁边那位！！！
音乐不对呀
牛皮
白嫖失败
好像！
天地悠悠，过客匆匆
没文化的只能说卧槽 卧槽 卧槽
请你闭嘴
卧槽
卧槽卧槽
奇怪的上衣
神君降临
斧头帮出戏
这两个币投给童年
太标准了吧，起码练了两年半(肯定)
太厉害了
节奏感绝了
内卷严重
真的狠
有那味儿了
太强了
MJ的舞步没有很强的核心都跳不好的。
姐姐你妈
人家又不是MJ本人挑什么刺啊
woc
一句卧槽行天下
男的
卧槽这年轻人
卧槽？
就算有道具，普通人也做不了
现世舞王
好棒啊
太牛逼了
迈克尔的舞台比现在那些流量的舞台好不少
腿短
卧槽~！！！！！！！！！！！！！！！！
60超越mj的45了
24k纯帅
台上一只羊，台一下变槽原
这个衣服哈哈哈
卡裆
艾达王？
这红衣服好像艾达王那套
卡裆
wc
恐怖的收藏量
哦吆哦！
帅
开局拍的这个姿势就有东西
动作稍微有点软
卧槽
双人那段完美复刻MV
这比mj本人还低。。。
好牛好牛
精准卡点，牛逼
教科书级别的舞蹈
人均社恐哪敢叫啊
不够优雅
喔呦～
全程卧槽
可恶我只能投两个币
真的太好看了
确实帅
舞台小了。
我竟然看一个男的跳舞看完了
真的非常像了
迈克尔杰克逊也是用的道具，不知道不要乱说。
回来了！回来了！过去的MJ 他回来了！
？？？？？。。。？
他在发光
布鞋
太强了！
奈何本人没文化，一句____走天下
这女的是模仿小甜甜的吧
观众经历过二战?
画质也像
说实话 有点泪目
是男生哦
后面有点像斧头帮啊
是女生？！！！卧槽！！！
光舞蹈就值回票价了
艾达王？
厉害
这解说情绪到位啊
这视频我必须留个弹幕，就像看好书夹个书签一样
卧槽x114514
直接开始卧槽
收下吧，我的币。
这年轻人，卧槽！
优雅
优雅！
what's up
点赞11.4（警觉）
植物学家首位呼应
