这个跳动的蔬菜太棒了
美女好漂亮
橘子汽水既视感
6666
事实证明动画这东西学一年就够了，千万别继续学，学个三年就废了
大一？？？？
好可爱哦
牛
莫名想到爱莎那个水鬼上岸视频，哈哈哈
别人的大一动画结课作业，我的动画结课作业……****
牛
好棒！！！
大一
画风很可爱
太强了！！！
画风像罗小黑
可爱超标
你高数积分没加C
蛮好康哦
救命，弹幕的C++
嗑学家来了
猫薄荷！！
别人动画专业的结课作业qnq55
可可爱爱
啊啊啊啊啊啊好可爱
这个色彩真是好看
恭喜你發現了寶藏
大一？？？？？？？？？
那些年我在人间凑数的日子
爆杀！
暗示给A+
分镜也很棒
您?
助力每一个梦想
厉害
啊啊啊啊啊啊阿啊啊啊我只会啊啊啊了
画的太好了救命
情节常见但演绎的超级棒！画的也好好呜呜
福
？？？？？？？？？？？？
拒绝阅读理解
大一！你的大一我的大一好像不一样
？？？？大一？？？
想看续集！！
可爱猫猫
好棒啊这个画风和音乐
给他SSR
学霸的作业
动画专业大二了，屁也不会
属于你的灯《》
好可爱！！
主角那么可爱居然是雄性
料理鼠王
kswl
看着都香
大一都这么卷了吗
啊啊啊啊啊这要是游戏的话就太绝了
助力每一个梦想
好可爱！
助力每一个梦想
画风好可爱！！！！
莫名像小黑
卡哇伊！！！！
牛啊
这个冒烟的锅看着好有气氛啊！
米其林评审委员会
色调太好看了
胡闹厨房的那个笑死我了
芜湖
大一？
？？？？？
大一？
人家的大一
啊哈哈哈哈，鸡汤来咯
未来可期！！
这个画风！！我好想要这个做成游戏！！！烹饪游戏！！
追番按钮在哪？
c++
暗示
好厉害
疯狂暗示
满绩
好好看啊
卷起来了
阿是你吗？
太可爱啦
蛮不错哦
这tm是大一？
《大一》
这还需要上学吗
天赋技能点满
cuc？（要素察觉）
人与人的差别
有点像老鼠料理
OH
前途无量
为什么给她C！！！给AAA！
削土豆！
太可爱了
从入门到入土
厉害厉害
暗示A+
有多少人毕设即巅峰的
怎么感觉过美食总动员一样？
怎么感觉和美食总动员一样
好看
这tm是大一？
好可爱哇 呜呜
非三年动画
大一？
寄汤来喽（？
《大一》
别人的大一
满分一百这不给八十说不过去呀
是美食总动员耶！
像极了教授批论文的样子
猫猫厉害
3
泰坦尼克号都毕业了还那个食样子
好牛
可以牛逼
大多数艺术学院的大一都是理论课
白嫖失败
穿旱冰鞋送餐很多美式餐厅有
JAZZ hiphop好有感觉
Z？？？
206人正在观看
肝帝
单身多年看一只猫都眉清目秀
大耳朵图图？
好棒啊 我的天啊
你币有了
cuc
189人
@MAX-小仙女
好喜欢这个画风
为什么不摆烂
好可爱啊
九敏好可爱
强无敌
黑猫好帅啊啊啊
太强了
啊这个踩点亮灯帅帅帅帅帅啊
敲，磕到了，可恶
摆！……等等，这个摆不了
看了n遍了
期待期待
因为是C-所以开不成高档餐厅……所以只能开个餐馆的意思！？
太棒了吧
《大一毕设作业》
嗑到了
助力每一个梦想
                                                                                          我↓
眼睛亮了！！好评！！
眼睛亮了好评！！！！
磕你蚂
分镜，剪辑很不错呀
加点猫薄荷，A+了
世界的参差
？
这里猫手可以直接接到屏幕边缘，不然看着像断手
美食总动员？
我追番键呢？？？
好可爱
太好看了太可爱了好喜欢好喜欢......
好可爱啊啊啊啊啊
牛
不知道做什么才能表达对这影片的喜爱，所以我三连了
您
好阔爱
绝绝子
投币支持一下
我真的好爱这种画风
太治愈了吧
哇耶好喜欢
卡哇伊猫猫ฅฅ*
厉害啊大一小师弟
突然想起小马宝莉里面的一集
料理鼠王？!!
？牛牛
这CUC底下是个JAVA吗哈哈哈
可爱
好喜欢配乐啊！
male。。。果然好看都是蓝孩子
国漫后继有人
好喜欢这个风格！
好有感觉！！！
《大一》
6666
大一......我大三还不一定画成这样呢，呜~呜~
居然是小公猫
内容先不说，这个配色是真的牛批！
人物表情刻画应该会有更大的发育空间
《大一》
您~
太可爱了救命
动院真强啊
啥意思啊
大一？这也太强了吧
很好，可以毕业了
磕磕磕
太牛了
大一
这只黑猫好帅感觉哈哈哈
连？
太强了兄弟
卧槽大一
！！原来是我关注的老师
我爱上了这两只猫猫呜呜呜妈咪务必多画点您的崽
开屏就觉得牛
你以为是生草动画但并不是生草动画时，这也是一种生草
大一  才一个学期  这么强了吗？
好可爱
11
悲
好爱这种画风
现在年轻人都那么卷了吗，打不过打不过
好好看，爱了
谁磕到了是我
真牛逼大一就这么六了
白嫖失败
furry突然刷到此视频。。。
好可爱哈哈哈
说，你为什么在我首页挂了一周
别看了那不是咖啡，是Java（坚定）
很好磕啊！！
好像料理鼠王的内容
大一就这么6
？你币有了
好可爱啊啊！牛
哇哇哇，好可爱
给他C++
料理鼠王！
这是用的什么软件啊
啦啦啦 啦啦啦黑猫警长
可是主角是猫的话，厨房拿好几坨老鼠它们怎么想？
好温馨
大一？？？？
爵了！
加油‘
MILK画反了吧
别人家的大一
好可爱的画凤
给我看饿了
好漂亮
开磕！！！
好耶！
我大一就知道睡觉呜呜呜
好棒的画风啊
太可爱了
好喜欢好喜欢好喜欢
加油啊，助力每一个梦想
牛啊
从突发恶疾来
牛
啊！
啊！
卡瓦
7姑姑不h
哇哇哇这就是学霸么哇哇哇
h
看了好几遍，每日一遍，烦恼再也不见……作者给你投币了
大一：指大佬一枚
这个画风莫名的好可爱哦！！
好可爱啊哈哈哈
太棒了！！！
好可爱！
大一连菜都不会做
牛爷爷！
三连必须三连
磕死我了
毕业十年也没达到这个水平。。。
这不比冰雪奇缘好?
明日香做饭哈哈哈
Java    ↑
Java       ↑
大一？
一特色哦股的
《大一》
看了五遍了
从ae摆烂那来的
是蓝猫不再追求像其他高级餐厅那样吧
喜欢！
114
画风好棒！！
这个好可爱！
太可爱了
大一？？？
好可爱啊啊啊啊
OwO
猫猫好可爱
磕死我了
以后你的番我必追
画风好舒服
我也对那只黑猫心动了C
我突然想起了功夫兔与菜包狗
在我们学校你说这是毕设我都信！
好可爱
好久不三连了，都忘了怎么三连了，只好投两个币了
我嗑到了
好可爱！
无语了谁给我追番键扣了
卷
牛逼
竟然是正经的
画风好可爱
谁还记得泰坦尼克号
好可爱啊！
牛爷爷吃了多少德芙？
好可爱！
为啥我看成了archer
画风赞
这tm大一？？
慕名前来
C++的魔鬼
跪
刚看到以为是阴间鬼畜的举爪（?）
kksk
没硬币了，给您点个赞吧
好可愛好厲害呀！
厉害啊
为啥不是c＋＋呢（手动滑稽）
默默点起关注
进度条过半…
进度君撑住啊啊
姐姐虽然你很漂亮可是你好重啊！
好可爱的画风！！！！！
“大一”
好可爱！
好喜欢这个画风
嘤嘤嘤
特么现在是看到优秀的人就说卷是吧
大一
火钳刘明
ARCHIE's 餐馆
爱了爱了呀
这画风好喜欢
好看
给他A+！快！(╯‵□′)╯︵┻━┻
好卡哇伊
您
（反向抽烟
可爱
这是大一
非专业动画去哪学呀
大一的我啥也不是
说Java的，站住
《大一》
好有自己的风格
好可爱 好治愈啊
很棒
好温馨啊
小猫咪！！！伤心了呜呜呜
《 别 人 的 结 课 作 业 》
老师，菜菜，捞捞
这只猫一定很轻，老师轻轻松松捞到A+
这运镜可以
这个白毛直接把我xp戳爆！！！！!!!!!!!!!!!!
太棒了
好好
可爱死了
妙啊这波A+
tql
哇
小蓝好可啊
大佬
感觉好适合做歌曲的MV
大一！！
好可爱！
我的追番键呢！
那个咖啡是java的图标吗hhhh
就很离谱，卷成这了
很棒也
谁能拒绝会做饭的猫呢
不夜城开始了
老子追番键给谁扣了？！
救命好可爱
没少熬夜啊兄弟
火钳刘明
我也磕到了！
弹幕
好治愈
好看的！很治愈阿
画风和场景和配色都舒服好好看！！
老师不得给个sss+
《尚可》警告
很不错的
我大二还在搞印刷
啊哈哈哈哈哈哈哈哈
卷啊？
卧槽。。。大一啊
哇
卷王的诞生
好他妈温柔！！
大一!太厉害了吧
料理鼠王？
可愛
加油
说你吃了多少个德芙
跪了
别刷什么磕到了，光给腐圈全招黑，我这个路人都看不惯了
《大 一》
按笔和叉子叉蛋糕是借料理鼠王里的片段
喜欢。。
java！
救命！好绝
盲猜中专直升大佬
好棒——
大一？？？？
好可爱！
好棒
好棒呀
罕见的一个不摆烂的哈哈哈哈哈哈哈哈哈
好酷
火鉗劉明
喜欢这个曲风
Max
忽然想到酷乐猫
真不错。
我没变色。
别人的大一
A++++
好牛
哇泪目了！！好棒！节奏好好！
前面那个C++笑死我了，怎么不来个C？
太好看了吧！！！
大一？
大佬牛批！！
确实，《小马宝莉》也有，不过做的好棒
《大一》
大一？
厉害厉害
萌住了
好好康，治愈
卧槽
别人家的大一啊
这个大一有实力
居然不是三年动画系列
哇
太可爱啦
真好看
针不戳
？鸡汤的站住
画风好可爱！
666
火钳刘明
好可爱
您？
好可爱啊
这个情节好像是某个电影里的？忘了叫啥了
Java
完了已经开始脑补黑猫和小厨子CP了
您？？
传说中的大一
狗狗吧…怎么看都不是猫猫啊
德芙纵享新丝滑
助力每一个梦想
卧槽好厉害
好可爱
好棒
什………这个蓝色的………帽子小哥………好bq（？
看着这么好吃！！
好厉害！
暗示那英没选周深（不是）
卡哇伊
↑知足吧，大一我连ps都不会摆弄
啊哈哈哈哈哈鸡汤来喽
好可爱啊
不错
耶耶！画风好可爱呀
好喜欢！
太可爱了
yeeeeeeeeeeee
强到不对劲
助力每一个梦想
不想被盗的话记得加水印
大一！
牛x￼
画风很舒服
太好看了叭！！
磕到了
好耶
为什么！不是！A！
小爪子
画风太可爱了
这样显得我的20秒及其的垃圾
不错啊
给他3S。
别人的大一
好强
大一就这么厉害
分手厨房
cuc
你
好可爱啊啊啊，大一就这么厉害了吗
太棒了吧！！！
太强了吧！！
卡瓦——
好厉害！！！
下一季的罗小黑战记没你我就不看
《大一》
罗小黑？
背景乐也好可爱
这就是大一吗
大一？？？
？？？？
好可爱
很治愈
画风超级棒
大一？？
大一就已经修成了肝帝
大一？
真的很不错
大一
画风好可爱wwwww
大一我还在gogogo
好香呀！
好可爱
好可爱
《大一》
这竟然是大一的，救命
好可爱啊
爱了爱了
你币有了
好治愈！
直接三连
您
蔬汤来喽！啊哈哈哈
鸡汤来喽
好可爱  哈哈哈哈
恭喜你发现宝藏
大一可以的
爷的追番键呢？
哈哈哈哈哈哈
爷的追番见
这是不是也是AE作业doge
这种症状多久了？(doge)
我感觉不简单
妈耶很好看
您
rr  pp  藏红花
好可爱
不错不错
卡瓦！！！
大一就这么牛逼了？？？
好治愈耶！！
尾巴好可爱
好可爱！
摆烂福来的
黑猫好帅！
助力每一个梦想
首页来的！
好帅！！！
好可爱
这个画风可以
很喜欢这部动画作品和音乐
？？？？
好家伙这是大一就能做出来的？
这个玩意好可爱
阿奇的餐厅
卷死学姐学长们
忘记投币了
好棒
这TM才大一?!!
太牛了
火钳刘明
太牛了
啊啊可爱猫猫
黑猫好帅
好厉害
黑蓝有点配哦
比不过啊
Java
卧槽 有点东西
人间烟火气
这个画风我喜欢
挺不错的，我开倍速看的，挺好
牛批
牛
好棒！！
黑猫！好帅啊
牛的
好可爱啊
我的拿手好戏
你耳机没了
好可爱！！！
「大一」
您
您
画风真的好可爱！
《大一》
哈咯！
卡哇伊
说着大学毕业我都信
66666
这个画风爱了
太可爱了
救命，学的好快
再看亿遍
走我心是吧
好可爱
猫猫推椅子，好可爱啊！
不就是币嘛，为什么不能投十个？
《大一》
画风喜欢
好可爱！
好可爱
好棒
大一你至少学校排前50啊
大一？！！！！！！
好可爱
牛啊
UP可以啊
我还以为女武神的餐桌有更新了
《大一》
好喜欢!up主好强!
好绝啊啊啊好喜欢
手绘才是 动漫
泰坦尼克号那个和这个不是一种东西
前途无限，选我没错
Jazz好棒
C++世界第一，不接受反驳
大一？
画风好可爱
好绝
首页通知书
棒啊啊啊啊
美食总动员！！！那个耗子！
您
好厉害
这？您！
助力每一个梦想
好可爱啊
好可爱
正常不过是正常的兽控
好可爱！
woc绝了！这画风
给他a＋！！！！！
是我喜欢的画风
虽然跑起来有点奇怪
投币投币
火钳刘明
我追番键呢？
cuc
大佬的动画！
建议1.25倍观看
C++
好可爱啊
很棒的动画！！
我追番键呢？!
警惕福瑞
火钳刘明火钳刘明火钳刘明火钳刘明
Java！
有效结业作业
画风好可爱
好可爱
宝可梦喵喵
这画风爱了爱了
大一？？？！！
因为这是2d动画
我靠，大一？
好厉害
？？
米其林带师
小仙女看看(doge)
太可爱了
好好看啊
高一萌新瑟瑟发抖
好哦
暗示A+
《大   一》
好可爱呀
我想起某个动漫电影
好可爱！
别人的大一(꒪⌓꒪) 
好棒好棒呜呜呜呜
哈哈哈哈哈好可爱好像熬夜波比
熬夜波比？
国漫的希望
比那些学了三年动画的好的多
啊啊啊，什么神仙画风
人物形象太丰满了！
这个画风好喜欢
太太nb！
还是觉得那个泰坦尼克号不错（doge
好可爱
呜呜小可怜
大一就这么牛了吗？
好可爱！
这也太可爱了吧！！
眼睛有点惊悚
快给我变
磕到了…
《泰坦尼克号》
《大一》
给它A+！！！
有这种风格的游戏就好了，要不up出一个吧（doge
《大一》
画风有点罗小黑那味
恭喜你发现宝藏
它好像罗小黑噢
好可爱！
好可爱
太可爱了吧
我磕到了xdm
哈哈哈哈
暗示作业成绩
别人的大一
好可爱啊啊啊啊
火钳刘明
您好
还要看继续！做作lp吧！
卷王
卡瓦！
福瑞嘿嘿福瑞
牛逼
黑猫评委脸上都有汗了 好评
你们动画结课作业都这么内卷嘛……
感觉好厉害
CUC中传er？!
好可爱
离谱，动画专业大三了都画不出来这样的
您
Java?!
那是阿富汗猎犬吧
牛
磕！！！！
太牛了
好厉害！！！！！！又一个大佬诞生
还有下集么
感觉bgm一直没有变有点可惜 故事在发展 bgm也可以跟着有起伏
好温暖的画风！
好可爱，直接毕业谢谢
黑猫猫好像缅因大帅哥！
非常nice啊 才大一吗
好可爱
您
磕到了 ！！！！！
好家伙
很喜欢这种画风
明示老师A+
草，嗑学家
草我还以为摆烂的呢
JAVA
我的三连被偷走了
比学了3年做的都好，强大佬强
过年好
大制作？
老蝶古董店
就是帧率有点低
好棒
BGM
厨子是男猫猫呜呜
《大一》
oneshot画风？
全球德芙失踪案
这个画风好爱
↑Java的茶杯
爆笑虫子的屋子
？？？
好可爱
哈哈哈哈哈哈哈
还有暗示
好棒！
好喜欢这种
助理每一个作业
《黑手帮》
好可爱啊
鸡汤来咯
火钳刘明
哈哈哈哈哈哈哈哈哈好可怜呀
熬夜波比
可爱，好看啊
《别人的大一与我的大一》
加油啊，助力每一个梦想
好可爱！！！
至少不是学了三年动画的那些（doge）
希望以后能看到你出的动画片
好可爱！
有种极恶老大的错觉
可可爱爱
我的拿手好戏
看哭了这段
太厉害了吧
太厉害了吧！！！
好像《料理鼠王》
我是fw
再来一遍！
磕死我啦
我的追番键呢？？!!!
好牛好牛呜呜
终于有个正常的大佬了
牛！！！
好可爱
福瑞就是furry，是空耳中文
哈哈哈哈哈
好卡哇伊
爵士乐好耶好耶
C++的离谱草
福瑞控是吧
配乐一换，成龙历险
55宝贝不难过！
开磕！
呜呜可爱哎
大亿？
恭喜你发现宝藏！
好可爱
nb
我仿佛看到了中国动漫的希望
大爱画风
嘿嘿嘿
java杯
好强
牛蛙
福瑞满分
感觉不如。。雷锋的故事。。。
啊啊啊啊啊啊好可
您？
毕竟是专业的，算是正常水平吧
这结课比我毕设都好
《作业》》
料理鼠王?
很可爱的样子
好治愈l啊九敏
好可爱55555
555555磕到了怎么回事
《大一》5555555
牛牛牛
这个画风我好喜欢
鸡汤来咯哈哈哈
世界的参差
好可爱啊！！！！
哈哈哈哈
2d需要你啊
《结课作业》
料理鼠王！
太卡哇伊ฅฅ*
太卡哇伊ฅฅ*
太可爱了！！
好可爱
好可爱好可爱
这是大一能做出来的？
这个黑猫好帅怎么回事哈哈哈
这个黑猫好帅。我好爱
666
好可爱！好棒啊！
人才
未来可期
《大一》
可爱死了
好牛啊
强制三联垃圾
给她s！！！
大一
新年快乐
我毕业设计都跟这差远了
好治愈
太可爱了
配色我好喜欢！
升华主题了属于是
猫猫好可爱！
火钳刘明 
你卷我
学三年就得发疯了
太吊了！！！
黑猫好帅啊
开磕兄弟们
学了三年动画那个呢
好爱的画风
我的追番键呢？
画风我好爱！
楼上的阅读理解真的够了。（痛苦面具）
爱住了家人们
未来可期点个关注
这是什么番，追番键在哪
《大一》
好可爱啊
《大一》
66666666
番茄哪有没切到就裂开的？
好可爱好可爱好可爱
细节:黑猫没漏正面，小厨师就没认出来是评论家
在哪追番？
好可爱！！！
刚才那个是爱情吗？
Male!
这削皮技术不咋滴啊
这番茄真脆
亲测这样收牛奶停不下来
这走廊好长
这是一个蛋糕吗？还有开始的汤去哪了？
大 一
好可爱啊啊啊啊啊
可爱！！！
什么???竟然是男孩子
卧槽
这也太可爱了吧！！！
《大一》
用牙缝反向抽烟
好可爱好可爱
消失的追番键
好可爱呜呜呜呜呜我真的死了
卡哇伊！！
果断关注
牛逼
别什么都磕
无情铁手！
这画风好可爱
这也太可爱了
鸡汤来咯
珍珠果酱
不错
开磕的有事儿吗？
好可爱
ky sm
火钳刘明
好可怜呜呜呜
磕到了
《大一》
可爱
黑猫好帅，第一眼就爱
@MAX小仙女
点赞了又给我推了一遍，想骗我三连是吧
好可爱啊
是furry！！
哇哇哇哇！！！！！！
牛逼
卡哇伊死捏
您？
太神了
。。希望我大四结课作业能有这个水准
