太真实了
现在满脑子：郭德纲郭德纲郭德纲郭德郭德郭德纲
真是万能的啊，什么都会
打一把死一下
来了
建议取消喷漆阶段
人保？
大制作
1.5倍新世界
玩文字游戏可厉害了
想玩
一次吃三家广告…厉害
蒙多医生！！?
这键盘按着太难受了
郭德郭德郭德纲郭德纲
谢谢提醒，这就卸载
Wc
硬
不对啊，这次的怎么好像有用
严丝合缝
不错
买了，孩子说很好吃
买一台不好吗
到货十部手机
不用罐喷了啊
这玩意自己做的更贵吧
郭德郭德郭德纲
来了来了
生活把你变成了什么样！！！！
给你刀，自己砍
你币有了 大制作啊
上3090吧
百亿补贴确实挺香的
Bat
好家伙，我直呼好家伙
百亿补贴的iPhone12是真的，买到假的都是没参加百亿补贴的，不懂的别瞎说
吼吼吼吼吼吼吼吼吼吼吼吼吼吼吼吼吼吼吼吼吼吼吼吼吼吼吼
耿哥太牛了
请叫拼爹爹
假一赔十（假货）
我家有个一样的电视
皮肤好红hhhh
想买
面色红润有光泽！
当当当当当当，郭德纲郭德纲郭德纲郭德纲郭德纲郭德纲郭德纲郭德纲
@超级小桀的日常 建议搞一台放地下室
来了来了来了来了来了
猝不及防
附魔
这玩意儿功率不高吗，居然不用接地
我哭了，苹果原买的
9999
啊这
散热不行呀
天都要黑了
色号不错，诱人
阴间滤镜……
好家伙，拿到手第一件事先给拆了
小桀游戏厅
强的一批
好棒哦
牛逼牛逼牛逼牛逼牛逼牛逼
装机耿
土豪金
热乎
真是念旧，小学都是泡在游戏厅玩这个
郭德纲，郭德纲，郭德郭德纲
郭德纲
rgb
上流
这次前排
Get到了手工耿的好看
情怀
耿哥视频从不收藏，因为我知道我学不会…
卖给我吧
手工耿木工分耿
敏感肌也可以用哦
一饭三吃
带制作
郭德纲郭德纲，等灯登登登
郭德纲
郭德纲打钱
瞎说，图吧不会这么做，能用捡的坚决不用买的
不买立省100%
再上个色，加几个rgb
晚上我觉得可以在快乐水那收货满屏的卧槽
防冷涂的蜡
卧槽
经验 
牛逼
百亿补贴真的香、特等奖r7000p真香
郭德纲郭德纲
pdd有这个木架子卖么
单身狗 单身狗 你就是个单身狗
说吧  多钱
来了
单身单身单身狗
好家伙
不能投币啊！！！
不对劲 感觉有用
郭德纲郭德纲郭得郭得郭德纲
不买立省百分百
木工在线教学
经得住拍吗。。。
一个踉跄……
单身狗，单身狗，单身狗，你是一个单身狗
大型积木
爷青结
热乎
买了，味道不错
黑人抬棺的bgm？？？
他给的实在是太多了
这次竟然不用电焊了
改行木工了
去嘎子哥的直播间买东西才划得来，69的酒可以只花159就买得到
郭德纲郭德纲郭德纲郭德纲郭德纲
304成本太高了
单身狗，单身狗，单身狗，你是一个单身狗
我也想要
？？
奇怪了，耿哥不接广告，人家材料费哪来，你给吗？况且，人接了广告，作品依然优秀
红  木
卧槽厉害
有内味了
郭德纲郭德纲郭德郭德郭德纲
来了
你是一个单身狗，单身狗，单身狗
郭德纲郭德纲郭得郭得郭德纲
RGB
卧槽，讲究！
我的手机屏碎了？？？
这左手是冻肿了？
小霸王不是倒闭了吗
脑袋疼，脑袋脑袋脑袋疼
直接好家伙
感觉貌似会有用
我想问有啥是你不会的
到现在为止，这视频才一半
郭德纲
大成本啊
到手拆
化妆了吗
郭德郭德郭德，郭德纲郭德纲
带制作
清油
你这皮肤…
暗示投币
郭德纲   郭德纲   郭德郭德   郭德纲
目测这次绝对有用而且惊艳四座
木匠都会
《其他的功能》
芭比滤镜？
还有封边啊
真的好厉害
卧槽
好家伙
牛批
正片开始
厉害！
郭郭德纲郭德纲郭德纲
没什么用系列
油漆工
小霸王
直接给你寄十一个假的，假一赔十
A卡
牛批
大霸王
这个以后不用了还能当书桌，针不戳
大制作
发货过来十一台
大制作
不买，换手机打算支持国产
死亡芭比粉
谢谢手机很好吃
扣条
啊堵根
牛批
大制作！！！！
单身狗，单身狗，单身单身狗
好长
哈哈哈哈哈哈哈哈哈哈哈哈哈
甲醛超标
单身狗，单身狗，单身单身单身狗
你是在做游戏机，不是做棺材，放错BGM了
你这滤镜可怕
大工程大工程
本期也是牛逼哄哄
坏了，造出有用的了
并夕夕有真的？？？
666
这弹幕怎么有声音？！
为啥不用不锈钢了
郭德纲 郭德纲 郭德纲是单身狗
这个粉红滤镜太诡异了吧哈哈哈哈哈哈哈哈
什么！并夕夕不卖假货？卸载
你没有付款
弹幕真是要把我笑死了
能开口说话了？？？恢复的不错
猝不及防
郭德纲 郭德纲 郭德郭德郭德纲
好的，发11个给你
郭德纲，郭德纲，郭德郭德郭德纲
郭德纲，郭德纲，郭德、郭德、郭德纲
成本高了
量产！！
我的11去年百亿补贴买的 真香
滤镜真相
贴木皮阿！
哈哈哈
拼多拼多拼多多～拼多多～拼多多
河北冬天太冷了，脸都冻红了
满脑子郭德纲单身狗
爷青回
老合作伙伴了
差个投币口
可以了我刚
郭德纲
必须三连，太厉害了
郭德郭德郭德纲
焊工变木工了
6666
灶台（幻视）
有用，可以取关了
还有氛围灯
冰 箱
猝不及防
直接买配件还咋打广告啊
你已经是个大学生了，要学会自己用拼多多了
2077年了
然后发过来十个
狗狗的自动喂食器 哈哈
ohhhhh
郭德郭德郭德纲
我要的不锈钢呢
原价200
假一赔十本来就是假的
太牛了吧
我在拼多多jiu买到假货耳机了
郭德纲郭德纲郭的郭的郭德纲
孙悟空变的！！！！！！！
棒读实锤
这显示器999？卧槽
郭德纲，郭德纲，郭德郭德郭德郭德纲
拼多多给你多少钱
童年回来了！！
坑多多等你
你是一只单身狗，单身狗，单身狗～
郭德纲郭德纲郭德纲魔法少女郭德纲
牛皮啊狄哥
有真的吗
电动推杆
绝了
谁说的郭德纲，回不去了草
真的是假的。
排面
高端
自 杀 式 喷 漆
这次是木工？
牛逼牛逼
怕是不太禁拍
994
假一赔十是赔消费券 不要给套路了！
热乎的
郭德纲郭德纲郭德郭德郭德纲
基 佬 紫
小霸王：wdnmd
不锈钢没了？
木头看着挺治愈
单身狗的你快够，停不下来了233333
郭德纲～郭德 ～郭德～郭德纲～郭德纲～
弹幕笑死我了
这个发型好帅呀
很快啊
音响套丝袜
拼多多打钱
小霸王我买过……无线的，手柄键位跑键……
猝不及防
我已经开始笑了
卢西奥的扩音器
感觉超像个神台。。。
拼多多真的蛮好的，说拼多多垃圾的大概是没怎么用过
单身狗，单身狗，你是一只单身狗！
郭德 郭德 郭德纲，郭德纲，郭德纲
好红
灭霸
死猪色滤镜
郭德纲散不去
大制作
冬季限定
广告费10元到账
有點東西
触不及防
ohhhhhhhhhhhhhhhhhh
做猪蹄的木板
牛
做猪蹄的木板
一台学习桌就做好了
拼多多？
大工程
R!G!B!
单身狗，单身狗，我是一只单身狗
估计是贴牌吧
记住这两个柜子
牛逼
这刑具叫---引妈打
回不去了，全是郭德纲
好家伙买来就拆
真贵
我已经开始笑了
容光焕发
真不错
我唱出来了
成本价50含泪转了320
老图吧老哥了
gt610 4t内存？
郭德纲郭德纲郭德纲
村霸也花钱买东西了？
有内味了
bgm是黑人抬棺的变调吗
郭德纲的简直是魔鬼，脑子里全是郭德纲郭德纲 郭德郭德郭德纲
这个就是当年司马光砸郭德纲
郭德纲郭德纲郭德纲郭德纲
郭德纲郭德纲郭德纲
严丝儿合缝儿
单身狗单身狗你是一个单身狗
郭德纲，郭德纲，郭德郭德郭德纲
郭德纲别跑了
郭德纲 单身狗 郭德纲是单身狗
学习桌
你是一只单身狗，单身狗单身狗
战歌起！
牛的
牛的
想你色
灵堂那个脑洞真的觉
！！！！！！！！！！！！！！！！！！！！《猝不及防》！！！！！！！！！！！！！！！！！
这得搞了半个多月
有内味了
有创意啊
成本也不算低
图拉丁
郭德纲郭德纲郭德郭德郭德纲郭德纲
手工手工手工耿 手工耿 手工耿
这个体力大用钢板 重死了
牛
没有电焊了爷清洁
好奇是怎么走线的
这要是电脑配件出问题了 方便拿出来吗？
垃圾佬狂喜
就算是做个书桌也挺好的啊
讲究
你是一只单身狗，单身狗单身狗0
我去好宽敞的双人台
大成本
广告就要这么带入才对
灭霸滤镜
拼多多找我梗哥还要收钱，差评
WOC那个郭德纲的都是你害得我跟着BGM郭德纲
单身狗
cao 满脑子都是郭德纲啦
讲究
把密码发上来啊！
郭德纲，郭德纲，魔法少女郭德纲～
有那味了
我买了se 2没问题，就是后悔想换12mini
前方高能
单身狗郭德纲（不是）
单身狗
先提价后降价懂的都懂
太强了这个架子
郭德纲郭德纲郭德纲
这是举着P90拍呢
原件899 活动价999
完了，我现在也是一直郭德纲了
boom！！！！！！
大制作
郭德纲，郭德纲，郭德郭德郭德纲
快枪手
讲究
灭霸
金坷垃金坷垃金坷金坷垃
耿总，怎么这么红
保修没了（狗头）
这个地方好像郭老师的院子
我要被毒死了
np，自己造游戏机
单身狗
取关了
取关了
逐渐专业
没破产
红烧耿？？？
等会 下面这个双开门 是个放饮料的冰箱么？
666666
枪钉不要钱？
怎么啥都会啊
不担心买到假燕窝
直接买散件才几个钱
孩子很喜欢，已经买了100个了
嚯 严丝合缝
神台，哈哈
这bgm疯了
有点帅
建议连接破釜沉舟跑步机一起使用
灭霸
注入了奇怪的东西
郭德纲郭德纲
死亡滤镜
n b
电视当显示器费眼
97，2002，乱世枭雄，西游释厄传，恐龙快打
郭德纲~
牛逼
？？？
做猪蹄的木板
货到是真的，就是 不是全新的
我来我来
木板不够结实啊
好强
假一赔10倍价钱的优惠券
意料之中
做猪蹄的木板
服
这个手咋这么大 都快和脸一样大了
谁开的郭德纲的头，完全停不下来
伊拉克成色
重要提示  弹幕屏蔽  郭德纲郭德纲观看！！！！
我天
不会飞到头发上吗
果然是拼多多的广告，钢板都换木板了
灵魂出来了
大手笔啊
我要叫河池买一个打拳皇
郭德郭德，郭德纲。郭德纲，郭德纲
这唇色？？？求色号！！！
这期cos的“红种人”？？
郭德纲郭德纲郭德纲郭德纲
郭德纲，单身狗的都别跑
这期制作很长
绝了
郭德 郭徳 郭德纲 郭德纲 郭德纲
开xiao儿
卧槽
好家伙，木工活也会啊
加油
还没出包装盒就被拆了
我嘞个去
2077配色
卧槽 无情
到底是谁提的郭德纲、我现在也满脑子都是…哈哈
我宣布郭德纲胜利
10块钱的辣条，官方补贴9块5
居然不是钢板焊的
咳咳咳，咳咳咳咳咳
拼多多确实便宜啊
讲究
图吧精神！
老机箱了
你咋这么红呢
拼读多打钱
pdd只要是官方的百亿补贴没假货的 如果官方出假货的话 赔太多l
ohhhhh
郭德纲，郭德纲，万物皆可郭德纲
灭霸色
郭德纲郭德纲魔法少女郭德纲
不买立省100%
做书桌挺好的
牛逼哇
郭德郭德郭德纲郭德纲郭德纲～
太牛了
开箱直接拆哈哈
牛
好家伙
正经人谁用它呀
他还一定要接腾讯游戏的广告
哇～
你是一只单身狗 单身狗 单身狗
不买立省100%
玛德，是谁害得我bgm变了？？？？
大制作
那我淘宝原价写1500
好的好的 去买了
再贴点儿图画
这机箱
这滤镜咋回事
记住这两个柜子
现在郭德纲单身狗混乱了
猝不及防
单身狗单身狗你是单身单身狗
对耶  如果这是一台电脑 可能挺爽的
甲醛超标警告
前方注意调大音量
用钢板啊，哈哈哈
这是新人类全能人吗？
看着弹幕 唱了起来
确实，最烦那种一开始好好的视频，突然转成广告
狗子你变了
交，怎么黑了？
潘多拉魔盒
科技在于换皮
郭德纲郭德纲郭德纲
讲究
只要你推拼多多我们就不是朋友
郭德纲郭德纲郭德郭德郭德纲
还会装电脑
关公，喝了多少
？？
？？？？？
大项目
鼠标呢
这滤镜
要开游戏厅了吗？
尚书换机了？
赔十个假的那个。。。。你踏马太有才了
刚买就拆了
买一个假货，赔十个假货
有内味了
好家活
郭德纲
还好没见过郭老师跳舞
腾飞板
新做的不锈钢美颜？
终于不是刑具了
拼夕夕特别赞助
郭德纲
郭德郭德郭德郭，郭德纲郭德纲
不是4人的么
做工精良
老图吧了，要什么机箱，裸奔散热好呀，
死亡色调
郭德纲
捡垃圾
粉丝的板子
原价250，现价328
郭德郭德郭德纲
好家伙
猝不及防
建议做成不锈钢的更有质感
郭德纲～郭德纲～魔法少女郭德纲～
。。。。。
别开腔
这色调
大工程，我出60包邮收了
恭喜恭喜
郭德郭德郭德纲
如此顺滑贴合
开打
烈焰红唇
啊   才注意 这次居然是木工活
美颜了？
猝不及防
挖
记住这个柜子
有用，你币没了
？？
然后给你发11个假货
哈哈哈哈
接点广告怎么了。不接广告。。你们养他吗
梅紫色
竟然是买的！
买了一样东西，结果货到是11样
遂不及防
木板太薄了
他们给的实在是太多了
有这手艺当木匠多好
《那就这个了》
单身狗 郭德纲 单身狗 单身狗都是郭德纲
小霸王～
！记住底下这个箱子！
绝活
单身狗都是郭德纲
刑部尚书改工部尚书了
wei
这个一听到这BGM，满脑子都是单身狗…
来了
你们有毒哈哈哈哈
图吧
哪里买
魔鬼色调
郭德纲 郭德纲  郭德郭德纲
需要的可以订购了，电脑桌
建议找桀哥
面色潮红
ohhhhhhhhhhhh
你是一只单身狗，单身狗
注入灵魂
给拼夕夕打个广告太难了
BGM：郭德纲郭德纲郭德纲～
我还以为60就能买到
配合那个跑步机用效果是不是加倍
单身狗
假一赔十直接发11个
老客户连月卡都不让开了
求量产
牛逼
老鲁班了
喷的是蜡
恐龙快打
耿哥可以自己做游戏币
成本价只要199
发11个假的
假一赔十，继续假继续赔，无限赔
尽然还是木工
三吉彩花
满脑子郭德纲
牛
有内味了
没字幕
隔壁小孩真的哭了
卖了卖了
魔法少女郭德纲，郭德纲，郭德纲～
哈哈哈哈哈 自动喂食机
不用拼多多
鼠标呢
为啥还带键盘
大制作
牛逼过头了
这BGM下次换个吧
郭德郭德纲郭德纲郭德纲
郭德郭德郭德纲
强迫症舒服
9块9包邮
卒不及防
牛逼
《一   些   材   料》
好家伙
小霸王是破产了
书桌
单身狗 单身狗 单身单身单身狗 单身狗 单身狗 单身单身单身狗  单身狗 单身狗 单身单身单身狗  单身狗 单身狗 单身单身单身狗 
哪拆的？
多少钱
按钮单卖的啊
前面郭德纲的……回不去了
拼多多拼多多拼多拼多拼多多
图吧行为
我想买假的怎么办
单身狗，单身狗，你是一个单身狗
拼多多买显示器需要勇气
嚯 弹幕人上人出现了？
太牛了，
什么都会
滤镜吧
是谁在喊郭德纲
清漆？
怎么啥都会呢
单身狗，单身狗…这里一只单身狗
单身狗，单身狗，你是一个单身狗
来了
大制作啊
？？？？？？？
有一说一百亿补贴是真香，买过个airpods pro
二仙桥
这个板不稳，不加固没几天就摇裂了
这色调
发郭德纲的 回不来了
定个贴纸
谁说的郭德纲啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
好想买到假的
郭得，郭得，郭得钢，郭得钢~~~~
暗示投币
？？？？？
是谁先说郭德纲的！！！完全出不去了
火龙果色
破产是谣言，假新闻看多了吧
ohhhh
妙啊
打一把shi一下？
还就内个严丝合缝
猝不及防
人都冻紫了
谢谢，括约肌很好用
赔的钱好像还是只能拼多多使用
三吉彩花您又更新啦
发了11个
白嫖怪们让人家吃口饭吧
血本啊！
这颜色
已经买了一吨
你好长
你变了
冰箱??
郭德纲郭德纲郭德郭德郭德纲
我大意了
10个都是假货
这个颜色怎么回事
你红了
郭德纲郭德纲郭德郭德郭德纲
没有不锈钢，爷青结
666666
手工 手工 手工耿～手工耿～手工耿～
RGB？
郭德纲   郭德纲   郭德郭德纲 郭德纲 郭德纲
手工耿 手工耿 手工手工手工耿
参见刑部尚书
bgm是什么啊
喇叭没充值……
注入经费
郭德纲郭德纲郭德纲郭德纲郭德纲郭德纲郭德纲郭德纲郭德纲郭德纲郭德纲郭德纲郭德纲郭德纲郭德纲郭德纲郭德纲郭德纲郭德纲郭德纲郭德纲郭德纲郭德纲郭德纲郭德纲郭德纲郭德纲郭德纲郭德纲郭郭郭郭德纲郭德纲郭德纲郭
买了一台，很好吃，味道不错
我tm直接好家伙
人家又不是用爱发电 接点广告不影响观感就行了呗 真以为你的硬币值多少钱啊？
死亡滤镜
竟然不是不锈钢的
这机箱不错
有用劝退
焊工变木工
单身狗单身狗你们都是单身狗
拼多多挺好的啊
直接买台不行吗？
高端
这是喝了两斤才录的吧
郭德纲郭德纲魔法少女郭德纲
我感觉禁不住敲
商业合作
有内味了
想要，超级想要
在哪里投币？
自己买一个switch
哭红了整个世界
钩子你变了
大制作
有用警告
这次怎么是木工
粉红屠夫
你家到底有多大，啥东西都放得下
带制作
猝不及防
我想要！！！
真的有这么粉嫩的么？
喷点带颜色的漆啊
完了已经开始跟着唱出来郭德纲了
可惜小霸王破产了
魔法少女郭德纲，郭德纲，郭德纲
想要
这玩意框架在精装一下  不得了
说烦的都是被砍价烦的吧 
牛逼
咳咳咳咳咳
单身单身单身狗……单身狗
灭霸
这啥色儿
代入感很强，已经呛到我了
买了个寂寞
喷的什么
郭德纲 郭德纲 郭德纲 郭德纲郭德纲郭德纲
买了一些做猪蹄的木板
赔 10 是赔付的优惠券
红得发紫
耿哥太牛了
孩子已经买了，下单很喜欢
郭德郭德郭德纲郭德纲郭德纲
防不胜防啊
已经买了一车了，手工耿买了都说有用
好红
耿哥威武
那么问题来了，想买台假的怎么办呢？
白炽灯。。。
大音响？
在？为什么不自己做显示屏
木工耿
你们才是单身狗汪汪汪！呜呜
颜色不对劲
你怎么不在拼多多上铆钉枪
偏见是无法消除的，我iPhone都在拼多多上买，百亿补贴不香吗
学习桌
up怎么变紫了
《表弟的电脑》
烤面筋烤面筋烤面烤面筋 烤面筋烤面筋烤面烤面筋——
pdd百亿补贴也有的黑？
大工程啊
郭德纲
不买立省100%
广告位
感觉又回到了那个夏天
这美颜。。。
有用了，舍不得取关，这可怎么办?
开门，我是环保局的，京津冀一级响应
高能
小霸王不是倒闭了？
得 得得得 得得得得得得得得得得得得
郭德纲，郭德纲，郭啊郭啊郭德纲
厕所的xswl
关注一下
猝不及防
好喜欢看制作过程，完美
静音观看效果更佳，这BGM真的吵
你主板cpu都可以在pdd买
老板，给我个假的
疯狂卡点
不够圆润，盘它
你这个怎么投币，没投币的地方没那味
下面的是什么
呛死我了
百亿补贴谁买谁香，什么年代还觉得拼多多全假货的怕是活在梦里
严丝合缝啊
有用
成本99
牛逼
供桌？
说郭德纲的简直魔鬼
背景音乐，拼多多拼多多
这色调
够复古我喜欢
郭德纲郭德纲郭德郭德郭德刚
居然不是不锈钢的，哈哈
手工耿手工耿手工耿手工耿
正片开始
拼多多送的吧，不用花钱哈哈
铁成本太高，现在换木头了
宅 男 诱 捕 器
怎么这么红
不买立省999
地方还小
果不其然！次奥
砰
有那为了
这玩意儿，求量产
啊
单身狗，看视频，单身狗在看视频
nb
没有投币差点味
先来个提前卧槽
并夕夕
好家伙
并夕夕
楼上红色弹幕有毒吧
o  -  o
郭德纲
郭德纲郭德纲
龟龟
淬不及防
封面是卡普空的恐龙快打吧
吧
国德国的郭德纲
买了 孩子很爱吃
你们都是郭德纲 郭德纲
.26150
赛博朋克耿
正片kai s
感觉桌子容易被拍碎
经典摇杆？
单身狗单身狗你是一只单身狗
？？？
清漆啊
手柄太靠下了
.....
郭德郭德纲郭德纲郭德纲
我现在满脑子郭德纲
确实4
9206在看
咳咳咳
破釜沉舟的一期视频
1小时8万赞，好家伙
这回散热好了
猝不及防
我王多鱼投了
没接地（doge）
厉害呀
上上下下左右左右baba
怎么不用钢板了？
拼多多的百亿补贴，拼多多
你红了~
太硬核了
五连鞭五连鞭五连五连五连鞭
咸鱼上面更便宜
这个有用啊
是我的错觉吗，我怎么感觉这里好红啊
挖槽
额~为什么是郭德纲
订到手订到手订到订到手
《妖 艳》
有这个要什么男朋友！我能和我爸玩一天！
正片开始
我大意了没有闪
万能工
叫外卖 叫外卖 叫外卖
咳咳咳
全 新 拆 封
拼多多买吃的，农产品非常棒
问题人家不发货
单身狗 单身狗单身单身狗
 十级美颜
可以
单身狗，单身狗，这里有只单身狗！
23333
百亿补贴有保障的好吧，别玩梗了
不能投币没得灵魂
赛博朋克
你还是个木匠
提前有用
我也觉得拼多多好用
直接给你发十个
百亿补贴本来就没假货啊，不能还有人网购出平台优越了吧
芜湖！
大制作啊！
谁发的郭德纲
耿老师，你出了甚么事，你说话呀
禁不起锤啊
蓝宝石rx550显卡
亿些材料
工具一应俱全
滤镜越来越诡异了！！！
其实只是便宜了售后费
换铁板啊
郭德纲
PDD真香
简直多啦A梦转世
猩红之月 手工耿
底漆
喷漆好评
想买一台
海信好评
张绍刚张绍刚张绍张绍刚
这颜色怎么看着这么奇怪
郭德纲郭德纲郭德郭德纲
正片空降01:33
拼多多 拼多多 拼多拼多拼多多
拼多多这个经营模式确实是厉害
这个可以量产
哈哈哈哈
？？？？
带按摩功能吗？
AABB
主机还在里面？？？？
真便宜。。。
四级过 四级过 四级过
大制作
没有那个味道  用CRT电视才对
问为啥不是不锈钢的，因为不锈钢的应该是不好打孔吧。
郭德纲
严丝合缝
小时候我要有这个书桌我就能好好学习了！
这个滤镜 
烈焰红唇
woc大制作啊
垃圾佬狂喜
我大意了，没有闪
马化腾
有用警告
龟龟
汪汪汪 汪汪汪 汪汪汪汪汪汪汪
哈哈哈哈
门：我裂开了
66666666
只要按钮剩下的扔了
贴几个动漫的东西就更有那味了
这木工板用错方向了。这样很快就塌了
咳咳咳咳咳
小时候都是4：3的crt啊，16:9没感觉
哈哈哈哈哈哈猝不及防
拼夕夕打钱
猪蹄？
想玩
钉到手，钉到手，你一定会钉到手
灭霸滤镜
看样子原材料上涨影响很大啊
亿些材料
这也太红了
郭德纲 gdb
大红大紫
下次一定
rgb
？？？？？？
灭霸配色
下次一定
那个灯管有什么作用
假一赔十倍优惠券
哈哈哈哈哈这个滤镜
木工也会做啊
灰甲净？
这个结构1p位置会不太舒服
一饭三吃
有一些东西完全可以拼多多上买不用花冤枉钱
牛批！啊啊啊啊啊
好粉啊
拼多多~拼多多~拼呀拼呀拼多多
板子不够结实吧！还不够我用力拍，哈哈
粉红色的回忆
我竟然唱出来了
做猪蹄的木板
6666666啊
粉嫩
取关 有用
这期成本过高了
有卖的吗
棒 读
啊这
bgm：单身狗单身狗
好家伙，好家伙，好家好家好家伙
这板子一局能锤穿
你还缺了个鼠标。。。。
踩点
赛博朋克滤镜
你币有了
不锈钢容易漏电  还是木头的好
接化发，接化发，接化接化发
郭德郭德郭德纲~郭德纲~郭德纲~~
