第一次这么前
诈尸了
鸡你太美
文体两开花
6
鬼畜文艺复兴！
清明节诈尸。
要素过多
元素过于丰富
哈哈哈哈哈哈哈哈哈哈哈我没想到居然还有人纠结新人梗
过于真实
诈尸了
这么蔡
鸡你太美
开花
诈尸
哈哈哈哈哈哈哈哈哈都是垃圾
我的马鸭，白鼠诈尸了
保护                                                 弹幕
开花
诈尸？？！？！
漫长的两分钟
火钳刘明
诈尸了
诈尸
文体两开花
这个新人还不错啊(狗头)
硬核打游戏
白鼠！！！
我来了……哈哈哈哈哈哈
文体两开花
吴亦凡出来挨
第一次发弹幕哈哈
哈哈哈哈哈大佬填词
要素过多
霸王别搞基
三连准备
暂停成功！
新人都是怪物（雾）
哈哈
太妙了
孩子爆着我啊，非常高兴
奶奶，你关注的白鼠更新了！！！！
诈尸了
超级大杂烩
诈尸啊
只有打游戏的孩子才能健康又长寿
哈哈哈哈哈哈
魔鬼
白鼠鼠哥
老雄诶你怎么换衣服了
带感
？
啊啊啊啊啊！诈尸了
这就是我爷爷关注的up主吗
失踪人口回归！
上香
漫长的两分钟
上香
吓死了，我还以为去年华农把白鼠给烤了
纪湘战四郎
(                                                                                            )
(                          )
诈尸
不懂新人梗的是哪些小學生？
dont diss!
诈尸了
诈尸了！
脸和根儿  也红润了
啊哈哈哈蛤蛤蛤蛤蛤蛤哈哈
退步了
进进出出
进进出出
终于等到了
原来我还关注了这个up主
熊粪山
那个。。。倒悬养猪可以用命名牌的
鬼才白鼠，秀一脸
诈尸
@A路人
吴亦凡退出直播间
人类的本质
还可以掌握突破性的技术
诈尸
诈尸
新手个鸡啊
诈尸
过于真实
霸道之处
开花
出师表呢
吴亦凡，蔡徐坤，张大大，黄子韬，出来挨打
新人都是怪物
吴进打
文体两开花
文体两开花
新年UP，必须赞一个
嘤嘤
把祖宗的命根子发扬光大
把祖宗的命根子发扬光大
棺材板要压不住啦
新人个鬼
条未半放心口也
诈尸了
要素过多
有生之年
有生之年
屏幕里是暗黑三哎！
开花
鸡你太美
感觉白鼠变H了
你是谁怎么在我的关注列表里
诈尸
诈尸
.
全身棵体
诈尸了
全身棵体
霸王别基
霸王别基
6
魔鬼
鸡你太美
新人是梗啊，吐槽白鼠太久没更新了
开花
单押X4
霸王别姬
鬼才
最后一遍
mc
dark♂游戏
啊啊啊啊白鼠诈尸啦
失踪人口回归
魔鬼
说的好
|双头龙|
进进出出
文艺复兴
最后亿遍
失踪鼠口回归！
兵分三路！
鸡你太美
鸡你太美
这么糊的也就只有白鼠了吧
刷这个还真吧这当真了？
霸王别鸡
白鼠真的质量保障
cao
爷更新
流弊
诈尸
诈尸    诈尸    诈尸    诈尸   诈尸   诈尸   
抱走王阳明的那个，你给我放下
秀啊
鸡你太美
开花
文体两开花
吴亦凡我发弹幕啦哈哈哈
上香
诈尸
两开花
开花
若风好评
白鼠又失恋了？
承包白鼠
NB
漫长的两分半
开花
您受累了
上香
太对了
牛逼
诈尸
            保                                                                       护    
            保                                                                       护    
                     保                                                 护    
             保                                        护    
爷爷！你关注的up主更新啦！
wtl
牛逼！！！
诈尸
保                                                                                                  护
清明节诈尸，讲究！
漫长的两分半
?!
爱上搞基
爱上搞基
诈尸了
文艺复兴
哈哈哈哈哈哈哈哈哈哈哈哈哈
建国老师的作业做完了吗？
文艺复兴
开花，
失踪人口回归
鬼畜区你们的白鼠回来了
看看我找到了什么
诈尸了
改革春风吹满地的接班人
吴亦凡进来挨打
进进出出
文体两开花
霸王别基
诈尸了
诈尸了
文体两开花
爱搞基
文体两开花
诈尸
文体两开花。
文体两开花
上香
真的太棒了
诈尸
没人吗，火钳刘明
@吴亦凡
霸王别基
目测最后是广告！
漫长的两分钟
啥时候出英文版！
滴滴滴
有生之年
鸡你太美
条未半 放心吔
鸡你太美
人类的本质
聪明人
刘屁
失踪人口回归！
冲mc我投币了
前面说新人的站住，这是失踪人口
文体两开会
哈哈哈
更了？
姆爷的歌！！！
以及消渴症
鸡你太美
诈尸
开花
火钳刘明。
火钳刘明
1
搞基～
诈尸
诈尸
哈哈
6啊
哈哈
老liang不伺候你了！！！
诈尸啦
诈尸了
诈尸
好漫长的两分钟
哈哈哈哈哈哈哈哈哈哈
哈哈哈哈
上一万
爷爷，你关注的up主终于更新了
一半我信你个鬼！
朕累了
诈尸
失踪人口回归
诈尸了
诈尸
诈尸了
真的太棒了
诈尸啦！
进度条一半的出来挨打
诈尸
开花
文体两开花
to be comming
诈尸上香
文体两开花
1
学♂习
清明诈尸
开花
卧槽
笑死我了
啧啧啧，更新了
姆爷！！
说新人的是玩梗……
兵分三路
诈尸了
爷关更
诈尸
真的太棒了
瞬间爆炸
诈尸
全身棵体
有生之年
文艺复兴
开花开花
失踪人口回归
诈尸了
诈尸
诈尸了
怀念的感觉
暂停成功，两分十秒
全身棵体
开花
哈哈哈
秀
真的太棒了
失踪人口回归
基你太美
有生之年
诈尸了
上香
真的太棒了
格力，掌握核心科技
诈尸
暂停成功
我练功发自真心
要素过多
发自真心
要素过多
刘明www
文体两开花
诈尸
诈尸！
搞定
爱上搞基
诈尸了
好有节奏感
清明诈尸
失踪人口回归
新人都是怪物系列
白鼠想起B站密码了
挡字幕的真棒
哈哈哈魔鬼
新人都是怪物
复读机鸭
人才
上香
白          鼠          诈          尸          啦
保                                                                                             护
教育孩子学习方法文体两开花
诈尸了
牛逼
暂停成功
？？？
若风好评
hhhhh
有生之年
把祖宗的命根子发扬光大
诈尸
失踪人口回归
顶。。。。。。
硬核打游戏。
鸡你太美
诈尸了
回来了
诈尸了
霸王别姬
开花开花
诈尸
skr
提前
你:鸡太 
前方标准结局
诈尸
真·打游戏
诈尸啦
要素过多
开花
张口就莱
鸡你太美
诈尸了
失踪人口回归
爷关更
哈哈哈哈哈哈
再来一遍
兵分三路
吴亦凡进来挨打
我来了!
爸爸
爱上学习-序章
上香
开花
哈哈哈。
上香
神tm诈尸
霸道之处
无鸡之谈
哈哈哈
开花
真的太棒了
要素过多
Rap    卢本伟
妙啊
NB！
开花
有生之年
hhhhhhhhhhhhhhhhh
漫长的两分钟
人类本质
兵分三路可还行
我的妈呀还是那个牛到倒悬打灰机的白鼠
噗哈哈哈哈
火钳刘明
诈尸
保         
进进出出
白鼠你终于更了！！！
我鼠的弹幕有我组成
原来这是新人
要素过多
发扬光大哈哈哈
注入灵魂
火钳刘明
开花开花
人类本质
诈尸了
诈尸
无缝剪辑
真的太棒了
真的太棒了
真的太棒了
几你太美
真是太棒了！
失踪人口回归
诈尸了
葛平
开花
诈尸了
孩子和母猪学会了上树?
复读机
你好蔡啊
不就是三连吗，给你
你还有脸回来
谁是新人？白鼠是长老！
诈尸
鸡你太美
早该这样了嘛
暂停成功
诈尸
老娘不伺候你了（怀念
？？？！！！
漫长的两分钟
漫长的两分钟
哈哈哈哈哈哈哈哈哈哈哈哈
哦吼吼吼
鸡你太美
鸡你太美
文体两开花
瞬间爆炸
诈尸
冲着MC我投币了
诈尸了
诈尸
诈尸
母猪母猪
诈尸
非玩游戏否成才也作者：伊丽莎白鼠今日，吾复与众人论学习之道，每论课时吾皆谈教子之独道，在座之家长矣，吾仍记于王阳明曾云，教子之精道者，促使孩子玩游戏也。不负子任之长，皆具一异同之点，乃急功近利。
这可不是新人 这是b站的镇站之宝（之一）
上香
霸王别姬。。。
诈尸
哈哈哈
吴亦凡退出了直播间
skr~skr
成功暂停感谢空指部
某些底端弹幕真的是。。。
诈尸
哈哈哈哈哈哈哈
优秀，说出了宅男的心声
白鼠！！！！！
霸王继爸
axpe（pu）
爱上搞基
中国家长都说6
新人都是怪物
节奏竟然对上了
失踪人口回归
锦旗内容:基你太美
诈尸啦
蔡
人类的本质
脸和根儿 也红润了
开头见
诈尸了
哈哈哈哈哈哈哈
@华农兄弟
BGM: Forgot about Dre
爷关更
突然回来的白鼠
哈哈哈
久  等  了
真的太棒了
鸡你太美
鸡你太美
保                                                                                                  护
笑死了
蔡徐坤出来挨打
体面人
开花
洗头，没得锁
暂停成功
上古素材
诈尸啊
真的太棒了
诈尸了！
爱与幸福可还行
消费过世主播
开花
弹幕被清过了
文体两开花
在那啪啪啪啪地打游戏
在那啪啪啪啪地打游戏
在那啪啪啪啪地打游戏
151
发条弹幕证明自己
大佬终于回来了......
开花了
在那啪啪啪啪地打游戏
打游戏*3
打游戏*6
太棒了
等待爱上学习
鸡你太美
鸡你太美
注入灵魂
兵分三路哈哈哈哈
火钳刘明
开花开花
秀儿
失踪人口终于回归啦！
诈尸
诈尸啦
有生之年
哈哈哈哈哈哈哈哈
上香
谢罪谢罪
MC好评
新人？？？？
要素过多
逻辑鬼才
阔以啊
终于来了啊
MIGHTY BROTHER XX
51烦出来挨打
复读机啊
基你太美
上香
保                                                 护
哈哈哈哈哈哈
鸡你太美
文体两开花
火钳刘明
秒，妙啊~
文体两开花
爷关更
秽土转生
绝地求生：喵喵喵？
诈尸
清明诈尸！
啾啾啾哈哈哈哈哈
NB
爆大器（屠龙宝刀）
暂停成功
保                                       护
再来亿次
文体两开花
哈哈哈哈哈哈哈
开花
要素过多，哈哈哈哈
求此人是谁
垃圾
蔡
一次性把你治死
诈尸了！！
真的太棒了
开头见
每日三刷
诈尸啦！！
哈哈哈哈哈哈哈哈哈哈哈哈
两分钟好长
火钳刘明
牛皮
哈哈哈哈哈哈
诈尸
或者是护理产后母猪
诈尸了～(￣▽￣～)~
我缺氧 怎么那么忙 
上香
更新了居然
你还知道回来
漫长的两分钟
漫长的两分半钟
诈尸了
诈尸了
爷爷，你关注的up更新了
厉害厉害
诈尸了
卧槽姆爷
只因你太美
人类的本质
爆着我呀
进进出出
文体两开花
真的太棒了
鸡你太美
打游戏
诈尸
脸和根
鸡你太美
基♂
复读机呀复读机呀复读机呀
老娘不伺候你了
诈尸了诈尸了！！！
爷爷，你关注的阿婆主更新了
nb
太棒了
鸡你太美
律师函警告
防不胜防？
skr skr
这个新人up我粉定了
文体两开花
鸡你太美
鸡你太美
鸡你太美
就是督促孩子打游戏
学了几年 孩子得了各种病
skr
处女币
白鼠真的6的一批，白鼠炸尸啦！
诈尸
诈尸了
上香
好骚啊！
脸和根
漫长的两分钟
诈尸了
律师函警告
诈尸了
真的太棒了
清明诈尸鼠
哈哈哈
律师函警告
诈尸
开花
鸡你太美
鸡你太美
每日一遍
那棵老歪脖子树
诈尸
诈尸
鸡你太美
鸡你太美
复读机啊
不断装逼
太吊了吧我鼠哥
光头
诈尸了
诈尸了
诈尸了
开花开花
这是
诈尸
步步高打火机哪里不会点哪里
鸡你太美233
妙啊
鸡你太美!!!!!
真的太棒了
cxk
有生之年
NB
德国boy
白鼠想起自己的B站号了
两开花
真的！太棒了。
这一段我会被笑死了。
暂停
开花开花
要求过多
头晕晕 恶心心 发神经
诈尸死白鼠
6
诈尸了！
上香
上香
漫长的2分半
哈哈哈
真是太棒了！
thinkPad瞩目
nb
上香
瞧瞧我刷到了什么
律师函警告
要素过多
鸡你太美
卧槽
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
在座的各位都是垃圾
牛逼
下意识的兵分三路
兵分三路带感
不说了，切蛋
快快
鸡你太美哈哈哈
今天，再次给大家讲关于学习的内容，我每次讲课都会讲到教育孩子的唯一方法，在座的家长，我记得，明朝的王阳明讲过，教育孩子最科学的方法，就是督促孩子打游戏，那些不负责任的家长，都有一个非常明显的特点 叫急
兵分三路 兵分三路 兵分三路 兵分三路 兵分三路
失踪人口回归
文体两开花
文体两开花
两开花
诈尸了
鸡你太美
进进出出
暂停成功
律师函警告
新人是个梗啊qwq每次视频都有人说qwq
文体两开花
诈尸？？？？
诈尸了诈尸了
bia bia bia。
人类的本质
哇
打游戏
进进出出
fafafafafafafa
开花
诈尸啦！
真的太棒了
有生之年
哈哈哈哈
爷爷关注的up主
失踪人口回归系列
开花
我信你个鬼
牛壁
太哲学了
诈尸
文体两开花
太优秀了
一闪而过的律师函
把祖宗的命根子发扬光大
吴亦凡进来挨打
漫长的两分半钟
鸡你太美
举报了
果断开花
熊氏老方
打游戏
暂停成功
暂停成功！！！！
兵分三路太牛逼了
我去，诈尸了
真的太棒了
要素过多
开花开花
章口就来
诈尸啊
吴亦凡诶打
马德妙啊，人才
哈哈哈哈哈哈哈哈哈哈
忘记标题
暂停成功
结尾无敌
forgot about Dre
白鼠更新了！
白鼠保佑我中考前100
要素过多
开花开花
脸和根也红润了
运大便 爆妲己
鸡你太美
太好了吧
我有点懵
文体两开花
爱上搞基？？果然是白鼠的风格噫
只有打游戏孩子才能健康又长寿
295个朋友你们好
你好骚啊
.
保我期中年级排名前五十
2分型好长啊
不能学习
人类的本质
渣渣辉
白鼠来了？
不懂新人梗还说别人新人？？
forgot about dre
保佑我期中年纪前五十！
漫长的两分钟。。
明年见
律师函警告
诈尸
律师函警告
白鼠保佑我期中进步
文体两开花
开花
开花开花
诈尸了
爷关更
诈尸！
保佑期中年级前二十!!!
要素过多
诈尸
要素过多
诈尸了
鉴定完毕，确定绿字是新人
诈尸
产生了兴♂趣
謝罪
保佑我语文及格
文体两开花
清华北大，剑桥牛津
母猪还上树(你爱喝汤吗)
赠汪伦233
诈尸了
逐渐鬼畜
诈尸了
诈尸了
诈尸了
叽叽叽叽
无敌无敌
哈哈哈哈哈哈哈
诈尸
才能让孩子爱上搞基。
失踪人口回归
诈尸
？
强无敌
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
打键盘
诈尸
霸王别基
打游戏
要素过多
诈尸了
怎么蔡
真是太棒了
没毛病，有依据
skr~
文体两开花
伊丽莎白鼠
当众钻出一个光头
mc好评
炸尸
牛逼牛逼
金坷垃
鸡你太美
NB！
要素过多
律师函警告
不要把弹幕发在底部挡字幕可以吗？！
厉害厉害
牛逼牛逼牛逼
爷爷，你关注的UP主更新了
鸡你太美
这。。不会被点名吗？
成功笑出鹅叫声
白鼠保我前100！！！
鸡你太美
鸡你太美
新人都是怪物
开花
鸡你太美
律师函警告
hh
失踪人口回归
火钳刘明
质量真高
白鼠保我期中考试班级前5
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
诈尸！！
鸡你太美
新人都是怪物系列滑稽
我要这硬币有何用
诈尸
鸡你太美
真的好棒
居然有起来了！
希望能考上班里前10。
律师函警告。
要素过多
粉定了
因该是祖宗传下来的DNA吧
诈尸了
啊啊啊啊啊诈尸！！
笑辽
怎么这6
牛逼
诈尸
这个flow炸了
警告
开花
嘿嘿
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
抖腿中~
霸王别♂姬
这不是诈尸，我信你个鬼
只有打游戏的孩子健康有长寿
只有打游戏的孩子健康有长寿
年更
菜虚鲲进来挨打
霸王别基
霸王别基
霸王别基
哈哈哈哈哈哈人才。
鸡你太美
失踪人口
开头见
什么，白鼠更新了！！
鸡你太美
要素过多
哈哈哈哈哈哈哈哈哈
啦啦啦
太秀了弟弟
诈尸了！
秀
天，诈尸啦
66
哈哈哈哈哈哈
AIPC
诈尸了
白鼠保佑我考试顺利
保佑我考得好
诈尸啦！有生之年！
鸡你太美
诈尸
