哈哈哈哈哈哈哈哈哈哈或或
瞧把你们累的 哈哈哈哈哈
辛苦啦！
亚轩太可爱了!
张老师好
熟悉的感觉
《花里胡哨的扇子》
新年快乐我的宝们！！！！
轩轩好可爱
乐~~~~
张哥！！小张张
好家伙这熟悉的开场哈哈哈哈哈哈哈
轩轩不傻 哈哈哈哈哈
新年快乐，耀文
小张张太可爱了
马哥哈哈哈！
d富满堂
辛苦了！新年快乐！
张哥咋不表演
哈哈哈哈哈哈哈哈哈哈
我举报！小宋没跳起来扭
张真源一人撑起昌平分会场
啊！！马嘉祺
哈哈哈哈哈文哥扭的好开心
贺儿嗨了
刘耀文你好活跃啊
笑不活了哈哈哈哈哈哈哈哈哈
明年见
幸苦了~
新年快乐
《直拍》
帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅
双语记者小张
小宋老师嘴都撅上天了
哈哈哈哈哈哈再来一遍
新年快乐小张！
这次不是塑料袋了吗
哈哈哈哈哈哈哈
小张记者口红呢
张哥！！！新年快乐！！
真真新年快乐
刘耀文
《绸缎》
张哥不社恐咩
丁程鑫好漂亮
小张张新年快乐
耀文 端庄 你是酷的
你怎么数秒的我真的生气了(bushi)
张哥好帅
笑嘻我了
刘耀文太欢乐了
宋亚轩长得太好看了吧
新年快乐宝贝们
靠！宋亚轩这身条呜呜呜呜~
霖霖新年快乐！
刘耀文新年快乐
新年快乐！
虽然但是，孩子们好开心
丁程鑫丁程鑫丁程鑫
原来下面还有解说
哈哈哈哈哈哈哈哈张张跳的真不错!
你好你好我在呢宝
刘耀文high了
小张张像刚起床的样子 好呆！
TNT新年快乐！
熟悉的红色带子
新年快乐！
宝贝真源
刘耀文一看就是老秧歌人了
嘎嘎嘎嘎嘎嘎
家人们新年快乐啊！
还挺专业啊。张哥你尴尬吗？
张真源太可爱了
新年快乐宝贝们
茄茄好可爱
哈哈哈哈哈哈哈
刘耀文
刘耀文儿还在5678呢
贺儿好开心啊
居然不是红色塑料袋了。
海胆芽芽
那确实没想到
祺祺你好娇啊
翔哥划水我看见了啊啊啊
耀文这是过年喝多了咩？
可爱死惹！！小张！！
新年快乐
刘文你笑得过于开心
哈哈哈哈哈哈哈哈哈
zzy呢
嘉祺好可爱
新年快乐，下个节目见，辛苦了
马嘉祺帅帅 
笑死我了哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈
刘耀文好可爱
张张新年快乐！
好傻好可爱啊
好像不是塑料袋了吧好像不是塑料袋了吧
《老年腰鼓队》
他们真的很开心
好像伴郎啊
刘耀文新年快乐
没得。好突然
我们嘉祺好可爱啊哈哈哈
我真的很难憋住不笑宝贝们
《高级的分会场》
新的一年不仅服装变了连红丝带也变了【欣慰
张哥直拍啊
宝贝们新年快乐！
小张记者新年快乐呀
张哥看着不太聪明的样子~~
马嘉祺笑的好甜
严浩翔哈哈哈
严浩翔事业批！！！！！！！！！！！！！！！！！
张真源：幸亏我不在
张哥：你们不要猜穿我 我也是要面子
小张我们想你！！！！！！
新年快乐
张哥：哎～我一个人想咋跳咋跳
真源
张哥新年快乐
前方记者播报：丁大哥不慎踩到道具
我的傻大儿啊
亚轩真可爱
刘耀文你慢点晃别绊倒自己
好土啊哈哈哈哈哈哈哈哈
这里是传说中的中戏地下吗哈哈哈哈哈哈
不懂就问，这真的是爱豆吗？（doge）
马嘉祺新年快乐
张真源，新年快乐！
哈哈哈哈哈
严浩翔生无可恋哈哈哈
字正腔圆
哪吒的红带子？
这个褂子多少有点限制发挥了
明天见！
张哥solo哈哈哈哈
突然觉得我能配得上你们了
哈哈哈哈哈
刘耀文你好乖好可爱呀
哎呀，真快
高级高级不错飞飞
小宋是不是又长高啦
吻文新年快乐~~妈咪爱你~~
贺峻霖专业领域
新年快乐
哈哈哈哈哈哈哈哈
这咋和去年动作一样呢
张真源OS：逃过一劫
这个开场舞是能笑死的程度
贺儿牛
新年快乐
宝贝们可以与大妈们搏斗一番了
小炸们新年快乐哦！！
张哥还得是张哥
宋亚轩的海胆头啊啊啊啊啊
555555刚才齐声张虎太感动了
有小贺的风格
丁程鑫新年快乐！！！
九敏张哥一个人跳会尴尬吗哈哈啊哈啊
哇偶 今年不是塑料袋了 飞哥花钱买布了 
张真源你真的好搞笑
今年终于不是垃圾袋了，飞飞子你费心了
新年快乐宝贝们
哈哈哈哈哈哈哈
真源新年快乐
有资金了！！
 跟我玩尬的是不是
明天见，么么哒
新年快乐
9宋亚轩跳的真好
ladies and gentleman
太好笑了哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
七个小孩要一直在一起
谢谢有被土到
哈哈哈，太喜庆了
浩翔新年快乐！
我小马好娇俏
新春快乐
贺峻霖职业选手禁止出赛doge
太帅了张哥
张哥跳的好有气势
张圆子
轩轩笑的好开心
刘耀文一定是自愿的跳的这么开
宝贝啊
延迟好评
轩轩好好看！
《属实是没想到》
张哥那是自己拍的吗？
新年快乐
笑得好开心
越来越好说的是红丝带吗？终于不是红塑料袋了
救命道具变高级了！！！
芽芽好大只
这扇子妈妈看了都想要。
今年服装不错，争取明年更上一层楼
贺峻霖：太熟了
《齐舞男团》
翔哥：为了年终奖，我忍！
还是塑料袋吗？
小张张好惨 一个人尴尬哈哈哈哈哈哈哈
张真源张真源张真源张真源张真源张真源张真源张真源张真源
刘耀文你转的好像一个陀螺
贺峻霖主场
刘文你怕不是吃了兴奋剂嘞
然严浩翔给你300块给老子笑
贺儿的盛世
宝贝们新年快乐
浩翔你要是被绑架了你就眨眨眼
张哥多少有点没放开
点进来之前没想到这么好笑
今年不是垃圾袋了耶。
救命！！！好土
刘耀文笑的太可爱了叭
丁哥红绸子也延迟了一下
想不到吧
好真实的连线延迟哈哈哈哈哈哈好可爱呀张真源
轩 你好帅
张哥好憨啊
哈哈哈哈
轩轩真的好像大壁虎
刘耀文下个节目见
马嘉祺你好娇啊哈哈哈哈哈哈哈哈
新年快乐
幺儿清醒一点 你是锰男
耀文跳嗨了
刘耀文你好可爱！！！
竟然不是塑料袋！我表示在意料之外……
刘耀文新年快乐
小张张:还得是自己来
哈哈哈哈哈哈哈张哥不太聪明的样子
刘耀文新年快乐鸭！
像去捡垃圾的
啊啊啊啊啊啊啊
宋亚轩太帅了吧
哈哈哈哈张哥还有分会场呢
宋亚轩喜提海胆头
我的鑫鑫宝贝
文哥你别把自己绊倒了
贺峻霖新年快乐贺峻霖新年快乐
好可爱啊刘耀文！！
张哥看起来有点不太聪明 
圆子扭秧歌
刘耀文的小表情，woo~
幺儿组是巨人吧
哈哈哈哈哈哈哈哈笑死我了
九敏呐，为什么轩轩这个歌词看起来那么像乞丐裤
好一个分会场
原来昌平分会场是这个意思
延     迟
新年快乐
笑死
严浩翔帅惨啦哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
好香你倒是笑一下呀
宋亚轩好可爱啊啊啊啊啊
张哥好像黑了？
刘耀文你好开心啊
记者小张，祝你新年快乐
小张自己做的头发？
新年快乐呀！七个宝贝！！！
哈哈哈哈哈哈
新年快乐严浩翔！
表情管理 有
哈哈哈哈哈，张哥
文哥真俏皮哈 哈哈哈哈哈哈哈哈太妖娆太有基础了 哈哈哈哈哈哈
这红丝带好眼熟啊是去年的吗
这延迟真实了
《他们舞的多开心啊》
哈哈哈，笑死我了，崽崽们好开心
轩儿一扭一扭得好可爱
轩轩海胆头好帅
新年快乐
明天见家人们
张真源新年快乐！
小刘你就直说你憋多久了
丁哥嗨了
明天见
贺儿：这我熟
道具都高级了
变傻子了 居敏
第一次上电视，有点紧张（bushi）
宋亚轩好高啊
轩轩又用脸使劲
丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫
哈哈哈哈昌平分会场笑死我了
耀.沉浸式.文
前方高能预警
何必呢咱说哈哈哈哈哈哈哈哈哈哈
霖霖好可爱
哈哈哈哈哈哈哈马嘉祺你在后面干什么
新年快乐新年快乐
等明年会不会是刘文一个的主会场，六个哥哥六个分会场
果然没让我失望
小张张独特直拍
马哥好可爱哈哈哈哈
耀文kekeiai
张真源新年快乐
马哥你要笑死我吗哈哈哈哈哈哈哈
贺峻霖：这我熟
延迟好真实哈哈哈
张真源新年快乐
哈哈哈哈哈哈
真有你们的
宝贝
崽崽们新年快乐
？？？这画质？
贺儿好熟练啊
马哥这次灵活不少
哈哈哈哈哈哈哈笑死我了
贺的衣服太肥了
新年快乐宝贝们
北京卫视见
丁程鑫宝贝好乖
好可爱啊张真源
新年快乐
香香划水哈哈哈哈！！
好漂亮啊丁儿
又到了贺老师的主场
辛苦啦哈哈哈哈哈
宝贝们新年快乐
hls笑死我啊哈哈哈哈哈哈哈哈
啊啊啊啊啊轩轩好大一只
《2G》
刘耀文有点脑子不好的样子
张哥头发怪怪的
延迟好真实哈哈哈
《想不到吧还有》
为什么看起来好傻
刘耀文你好嗨哈哈哈哈哈
大家新年快乐啊！
张哥多少有点拘束
刘耀文你真的好会跳啊哈哈哈哈哈
哇好久不见海胆头亚轩啊
贺峻霖妈妈爱你！
新年快乐～ 七个宝贝
这个扇子应该是小贺选的吧
哈哈哈哈张哥哈哈哈哈哈哈哈哈哈哈
啊啊啊我好替张张尴尬
时代少年团新年快乐！
刘耀文你好可爱
宋轩你怎么那么大一坨
新年快乐
哈哈哈，张张说我是谁我在哪
笑死
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
小张好憨
记者小张的胸肌好明显哦
张哥，你一个人，尴尬吗
贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖
宋虎，我值得拥有
新年快乐！
丁哥好可爱
哈哈哈哈哈哈可爱
呦，张记者也会跳啊
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
《贺   虎》
好呆呀张真源
宋亚轩裤子啥颜色
张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源
马嘉祺马嘉祺马嘉祺马嘉祺马嘉祺马嘉祺马嘉祺
新年快乐啊！宝贝们
张哥不尴尬吗
轩轩表情突变
跳的真不戳
哈哈哈哈哈哈
小刘好开心
刘耀文哈哈哈
新年快乐
hhhhhhhhh
这盛世终如霖所愿
张哥张哥张哥
《可能信号不太好》
那啥请小马同志忍着对待楼晚舞台
啊啊啊啊啊，我看不见我儿子了！！！！！！！！！！
马嘉祺新年快乐
刘耀文指定是有点基础
贺儿？？？你的主题曲
来人，给刘耀文p个辫子！
轩轩好高
新年快乐～
哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈
飞飞你自己说这画质说的过去吗
刘耀文，给咱刹住，好欢脱，哈哈哈哈
别人不知道，刘耀文绝对扭的自愿
是开始笑，还是走流程
耀文宝贝可爱
这就没了啊，七位崽崽拜拜啦
张哥在学校社死嘛哈哈哈哈哈
新年快乐
刘耀文你跳的好欢啊
马哥这扭的
也就“高清”俩字是高清吧！
丁程鑫好可爱啊
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈模仿延迟可还行
霖霖！
哈哈哈哈哈哈哈哈哈哈
张哥这个发型，多少有点意想不到啊
不太想认识他们了
亚轩好气哦
这熟悉的红垃圾袋
张真源新年快乐啊
很细节了属于是
刘丸子真的亲死我了
文哥你快说你多高了！！
文文新年快乐。
张真源新年快乐
众所周知字幕出经典
看他们笑的多开心啊
浅笑一下吧
贺儿高了嘛？
宋亚轩的美貌在发光
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈红红火火恍恍惚惚哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈红红火火恍恍惚惚哈哈哈哈哈哈哈哈哈哈哈哈
这盛世如霖所愿
刘耀文笑死我了
马嘉祺旗袍绝了
文哥太帅了
小宋老师这事咋了
严总满脸写着自愿
马哥好可爱
乖乖新年快乐！
丁程鑫亲亲！
期待下一场
耀文怎么这么可爱，霖霖老年腰鼓队长地位不保
卡了卡了！
你看他们笑的多开心
刘耀文好大一个
我想问是真的连线吗（再次狗头）
我替他尴尬了
举报!宋老师又在偷偷可爱!
太喜庆
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈小张张真的要笑死我了
今年不坐着了？
张真源新年快乐
新年快乐真源
小张这发型有点眼熟啊哈哈哈哈哈哈哈
我真的会笑死
小张新年快乐
耀文新年快乐
哈哈哈哈哈哈哈哈哈
哇哦耀文你跳的太好了
泥嚎~
张哥~！
惊现张哥！！！！！！！！！！！！！张哥张哥！！！！！！！
《就这？没啦！没看够！》
严浩翔怎么忘动作了！哈哈哈哈哈！
哈哈哈哈哈哈哈耀文宝贝新年快乐～
文文属实放飞了哈哈哈哈
抓到一只撅嘴的轩宝宝
鑫鑫宝贝
我严哥，新年了，笑一个吧！
李森and站特们一场为荣誉而战的战斗即将拉开帷幕～
张哥为大家表演《我 是 社 牛》9bushi
你头发咋了，让炮轰啦
哈哈哈哈哈哈哈哈哈这个扇子还有迈吗
xzz看起来不太聪明的样子哈哈哈哈哈
好尬哈哈哈哈哈哈
张张好乖
张张素颜的诶
耀文腿真的好长，慕了慕了
刘文好开朗
文文好开心啊
新年快乐
许时代少年团有七安
分会场也有装饰哈哈哈哈哈太细节了
《想不到吧》
盲猜一波会有花絮
拿捏住了哈哈哈哈哈
文文好开心
嘉祺太可爱了
宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩
张哥的直拍
张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源
严浩翔好可爱！
张张新年快乐！！！！！
小张张好像我外婆
张张太可爱啦，哈哈哈哈
辛苦了
马嘉祺这大白牙
耀文好激动好开心hhhhhh
刘耀文你激动什么
笑死我了，张哥你一点都不尴尬是吗哈哈哈哈哈
真源那边会不会很尬
好好看啊刘耀文
宋亚轩上头了哈哈哈
马嘉祺马嘉祺马嘉祺马嘉祺马嘉祺马嘉祺马嘉祺马嘉祺马嘉祺马嘉祺马嘉祺马嘉祺
新年快乐！
笑死终于不是塑料袋了
新年快乐！孩子们你们都是最棒的！
刘耀文哈哈哈哈哈哈好嗨啊你
轩轩你有没有发现你的舞步乱了
飞飞这个延长你在水时长?
救命小张是在学校吗哈哈哈哈
张真源么么
好可爱啊马嘉祺
《想不到吧还有》
张哥是在学校吗？
好的这么快就完了
《真没想到》
刘耀文逐渐猖狂
逃了但没完全逃掉
ladies and gentlemen，一场为了荣誉而战的战斗即将拉开帷幕！！​
