热乎的很
那么是否可以认为不同意的人只是犯了侮辱尸体罪呢
手放下来
彼得帕克
凭什么啊
这是美国吧，十几天才到达
但是这个尸体真的是自然死亡的么？
少年PAI的原型
帕克！
皮得·帕克
杯子和桌子是P在一起的
并没有抽签，而是直接将帕克杀了吃
为什么没弹幕
少年派的奇幻漂流
承包这一片空瓶。
老师好
五个人各自割点肉下来啊
如果我喝醉了酒，赚了别人的车。对方车上的人下来就要两万，我给了。第二天我打电话要回钱。还要求要还四万。不然就报警。对方敲诈
没饿过就无法感同身受
难得！！！
有点商鞅那味道了
你吃素，那直接就吃你了
构成
帕克挂了
不要怀疑人性，你真的快饿死了你什么都吃
紧急避险
作大死
去那边作死
我的天最近正好在看洞穴奇案，书真的不错
天与地
热乎
怎么老是卡
天与地
这个合理一些
阮病毒狂喜
经典伦理学问题
自己提出的提议用自己的生命去践行，很牛逼啊
当然是犯罪了，本来每人割一点肉就能活为啥要杀人
日本救援队
承包空瓶
12.23
害怕
少年派的奇幻漂流
卫宫切嗣：？？？
易子而食，人在饥饿状态下就是跟恶魔在斗争
激动，终于讲到洞穴奇案了！
哈哈哈哈植物人
构成
花铁杆
老师好
老师说的对
食堂好挤
老师好
人已经死了，怎么证明是他提出的？？
人类应该有尊严地死去
花铁干
紧急避险可以侵犯他人的权力吗？
啦啦啦啦
少年派的奇幻漂流
我还在写政治作业
如果有的话，吃人者也不一定会承认（这仅仅是我的猜测）
哎
老师好
少年派
什么鬼救援队
生命权是平等的
没吃
少年派
黑暗战役反人类吗
人都快死了，还管什么别的
暗箱操作？
想到了鲁荣渔
有的是比这个更恶劣更恐怖的
第一次这么早
来了
安娜塔汉女王，山东鲁荣渔
不知道被吃的时候是不是尸体啊
生吃了人，我很抱歉
老师好
协助自杀都算杀人，更别说这种情况
怎么知道是被杀的还是死了之后被吃的
你没卡
青铜时代号和蓝色空间号
1
阮病毒
Peter Parker
个人重大人身利益不是不可转让的么，即使自己同意？
别先说构成  你们先去看看书
有本书叫 要命的选择
温迪戈
热乎的
边吃饭边看当中
多少人专门搞反这一点
芐粄
但是是他提出的
老师好
……
劫后余生
选最胖的啊
没错
关弹幕
太残忍了
真非啊
正在吃中午饭
死刑
朊病毒警告
有题词版的哈哈哈
吃完魔棒吃帕克
为什么都是四个人
当然是生吃啊，救生艇上怎么可能生火啊
少年派的奇幻漂流
上学期的期末作业
8天？
真讽刺
飘到火星去了吗
花铁干
我认为每个人都有一票否决权
代入感很强，已经开始饿了
那个飞机雪山失事，幸存者吃死人尸体，好像也是真实事件吧？
张三要缺席了
惨
东京喰种
还是构成的吧，人的生命不能以量计，四个人和一个人的生命拥有相同价值
连城诀
疑罪从无啊，没证据证明是他杀的就无罪
落花流水，花老英雄
有个类似的安第斯空难，不过是吃si人。
你们都住b站的吗
同伙还行hhh
吃饿死的第一个人行吗
你选的嘛
构成
割骨取肉
十几天饿不死，但没水喝就不行了
经典rap手式
无伤
帕克有F，很难死
连城决
老师好
后来都去了nba
1972的安第斯空难
长风讲过
作死
尸检得出的，只要身体大部分保存完好
想起灵笼
对  刚想说这个案子
NBA血案
有一个坠机案非常相似
.
第666条弹幕
什么电影来着、
算法学得好
你们是真的小看尸检。。。
《海洋深处》改编自白鲸记
委屈屈
一人一只胳膊，流血都流死了
怒海之心
一共五条人
没有治疗措施割条腿等于死
唉
直接跳过抽签，多数人达成共识让一个人死，这之间有很大操作空间
老师好、
why is me?
真的是尸体吗？
老师好
那还好
我刚刚看过这本书
朊病毒警告
吃人
构成
我刚吃完
碧瑶？
害怕
帕克
安第斯事件就是类似的
中国古代饥荒的时候也有很多人吃人的时候
老师好
安第斯奇迹
还有一个飞机雪山坠落的
叫你喝海水
1972年的安第斯事件
我总觉得罗老师要给我一巴掌
别瞎传阮病毒的谣言，没病的人根本不携带
吃完魔棒吃帕克
老师好
饥饿站台
我们可以等啊，谁先被饿死就吃谁
利大于弊吧
这个好像有电影，我好像看过
构成
好家伙藏得真深
《少年派的奇幻漂流》
这就是紧急避险了
不可以比较啊
说每个人割点肉的真的是没学过生物
强者生存，被关的是狼和羊时，不会有人谴责狼吃羊
朊病毒警告
不知道可不可以大鱼
一票否决权
提议抽签但没有抽  直接杀人
我在吃饭 加餐
听说过
怎么判断吃的时候是死人呢？
水杯有内味了
好担心打中杯子- -
no why
老师好
疑罪从无，没证据就无罪
帕克：wdnmd
这画质太nice了
帕克被腌入味了
17岁的小少年帕克
为什么我觉得桌子在摇
快来个，按手的！！！
人肉是酸的
绝对构成犯罪啊，故意杀人了
116549
没有真实案例 按照作者说法 他就是抽中的 按照既定事实来进行法律的处理
确切的说人的生命权是不能比较的，动物和人的生命权就可以比较@爱狗人士
港剧天与地
默认了
天与地了解一下
构成吧，紧急避险也不能把活人杀了吃啊
他最开始在无线电中题出的问的是外面的医生，好像书看的有点久了
张三在吗？
战术停顿
上了岸的鱼已经不是鱼了，困在洞穴里的人也已经不是人了
老师好
安第斯奇迹
功利主义
现实中存在，那些吃人血肉的也不会说吃了
可以知道，别小看法医。
灰色三部曲
朊病毒不是吃骨头吃会的病吗？
其他人不明态，不拒绝，不负责
为什么是虚构
港剧天与地，就是这个剧情
割肉就能活？你造出了永动机？
这个故事告诉我们海水不能喝
《英吉档案》有详细内容
这个案件，小时候电视一个记录片有看过，模拟场景。
老师好
刚刚放学回家，正吃着饭诶嘿!
构成
蓝色空间
以小见大，讽刺到位。
《天与地》
这个不下饭
连城诀啊
构成
森林。吃野人
死者为大
啊这
只要能证明别无他法就不构成
热乎
我好像看过这个纪录片
别tm的朊病毒了，哪来的朊病毒，谁脑子里自带朊病毒啊
战术停顿
啊？？
我觉得是四个人合谋的，毕竟死人不会说话
.......
需要consent
有，太平洋渔船案
我以为是雄鹿队的大前锋(帕克)
老师好
老师好
但是尸体是怎么来的，怎么死的有争议么
我觉得尸体这个在法律和道义上都没什么问题
你怎么知道手机尸体
这个视频太下饭了
同类相食，被吃的人有朊病毒，才会感染朊病毒。另外不要在思想实验里挑科学错误。
少年派的奇妙之旅
老师好
朊病毒是要生吃人脑吧？
少年派
作为船长提出杀人来吃，而不是自己牺牲
怕不是四个人一合计，就牺牲他，五个签全是他的名字233
构成吧，而且即使不撤回也还是犯罪吧
人类历史都是相似好吧
我刚被吃完
鲁荣渔2682
老师好
记得这个案子
老师好
朊病毒在牛脑里
他们五个人也是社会的一部分啊，怎么成多数了？
虽然我不同意，但我还是要一起吃
人名都记得这么清楚
I cant breath
少年派的原型？
好
灰色的果实
连城诀
看不见我
蜘蛛侠
I cant breath
有，一个空难，70几个人迟到最后剩十几个
少年派
尸体和活人就不是一个概念了
已经被吃了，还身体大部分保持完好，你怎么不假设被吃的人还活着呢，直接问就完事了
Tvb 天与地
青铜时代号
血精石别走
因为能力越大责任越大
布鲁克斯吃了恶魔果实不会死，就吃他
没有病原体也能传播朊病毒？
12345人正在观看
始作俑者
就非得光吃一个吃死为止
下一个千万粉丝up主  张三
书中有关于几人当时是否还处在社会中是否应该遵从法律讨论过
其实吃的是替身
可怕
金木
说好的抽签呢
连城诀
这个确实不同，说是抽签结果是指定了最虚弱的一个
慢着，他撤回了同意就就不把他的签放进去但是最后得到了人肉他也不能吃呗
前面的，朊病毒其实是一种蛋白质，具体的案例可以去看历史上的疯牛病
我们有法医的。
六年饥荒，易子而吃，我们近代有这样的悲剧
@切嗣
吃海里的鱼啊
现实版行尸走肉？
拆腿一样，会失血过多或者疼痛休克死掉，都一样的
但凡有一包金针菇
？？？
判断可以试探脉搏和呼吸
我认为生存权高于生命权
但是谁知道到底是不是他提议的呢，很可能是直接密谋
每个人都割一点的笑死我，受伤怎么活过10几天，修复伤口不要营养的？
怎么吃，不恶心吗
这种情况一只手就行吧何必要命呢
人性考验
是不是自然死亡肯定有法医判断啊。。
绝对犯罪了
不是紧急避险，吃的是人，不是其他动物
老师好
老师好
当时有学者，律师，救援队的人在场外，但是救援很难实施
灰色的果实
同类相食就是容易得朊病毒，具体原理自己去查，弹幕有字数限制不好跟你讲
柠檬派的奇幻漂流doge
战术暂停
¤
我知道这叫紧急避险
吃完魔棒吃帕克？疯狂啪啪哪里跑？
东京喰种
金针菇的就离谱
正在吃饭
理查德.帕克案，真实案例，英美法系里的经典
死者算教唆犯罪吗
那海上吃人不就和这类似吗
正义改如何是好
啊？
吃呗，不然呢
没有弹幕？
刚买回来这本书
这件事情必须是犯罪，因为如果合法，那么要是被牺牲的人战力超强，反杀了4个人，他就构成了犯罪。这绝对是无法容忍的
朊病毒
大鱼人叫你做大人
选择人性还是选择死亡
下饭哈哈哈哈哈哈
安第斯奇迹
构成
不管死前死后都没有证据 当然疑罪从无啊 看了这么久罗老师还问
热乎 热乎的
这个提出的人和被吃的人叫不理不理，在薛定饿了吗里面有
看见你了！
《连城诀》里花铁干
这个案件在洞穴奇案里有介绍
理查德帕克
十三个法官都讨论不出来，因为看法观点角度太多了，根本是无解，只能从某个国家的情况来做出不同的选择，但是正解真的可能很难找到
NBA
.+
晃动的桌子好抢镜·-·
12799人正在观看
尸检能判断什么时候死亡
帕克用梦境缠绕就控住其他的人自己跑啊
谁能证明吃的是尸体？
主要问题是在抽之前，那个人撤回了同意，导致了不正义
从国外派的救援队？
灰色果实
不吃脑子就行
12795人
烧鸡～杂鱼～
生命权不能被处分
老师好！
罗老师也奇闻观察室？
轮机的兄弟呢
战争不就是相似的原理吗？
十几天？
腌帕克
我以前一直以为是帕克死后吃的
不构成
下饭
他们不会最后都变成了温迪戈
老师好
四个人一寝室，哈哈
那她怎么不拒绝
尸体也太恶心了
桌子你别晃了
第十三位法官说过，一个人的困境有时和他自己的作为是相联系的。我认为帕克不听劝告，死的虽然无辜，却在某种意义上是理所应当的
桌子不稳的样子
朊病毒警告
真好
牛B
老师好
咸鱼一条
死人是不会说话的
我觉得可以有一个更接近“正义”的方案
最后所有人都得了朊病毒，全剧终（不是）
卧槽
老师的手能不能不动啊
《白鲸记》也是吧
就是退出那个就分不到人肉
张三怎么还不来
老师好
害怕
利益最大化了
真的是被抽中的吗
其他四个内部抽签吃人，第五个退出就等着饿死
好像是海伦法官的观点
帕——克——
就是富勒烯那个富勒（狗头保命）
这是哪国的救援效率啊
理查德帕克
尸体都被吃了，还检查个卵，把伤口吃掉，就说是死了的时候放血解渴，谁能证明？
非静止画面
圣经《十诫》第六条：不可杀人
白鲸记
灰色的果实
真好
不是有个飞机失事掉到雪山的事故吗，也是吃人
黑暗战役
腐  肉
张三预定
两人可能串供，吃的不一定是尸体
怕_氪
抓虫子山洞里面应该挺多的
我还特别买了洞穴奇案这本书
倒霉蛋？
苦荷进入直播间
烧烤大师花铁干
构成
这种事情历史上多了，但不会张扬
雪国列车
别瞎杠兄弟们
少年派
来了
派的奇幻漂流
少年派
安第斯奇迹是吃死人的尸体
构成
讲讲河南商丘市第一人民医院早产儿事件吧
前面说了，这个案例是虚构的。所以被吃的人同意与否也是作者安排好的，无需证明。
灰色的果实
前面的，尸体都没了还怎么尸检
我在吃饭听到现在遭不住了
少年派？
安第斯山脉遇难记我看过
别说手了好好听课啊喂
少年派的奇幻漂流
不吃就得死，极度饥饿和极度缺水会让人精神崩溃的
哦？！
柠檬派的奇幻漂流
我觉得那个人退出了表示不同意别人吃他就算犯罪
安第斯奇迹
帕克you，安静！
老师好
问：相似和类似有什么区别
？？？？
可能发生过，只是无人知晓罢了
.+
来了
人吃人的社会？
朊病毒警告
有电影的
前面的，尸检能看出来死因的
安第斯雪山空难
电影《垂直极限》
我玩过这个解谜游戏哈哈哈
怎么死的让法医检查一下不就好了？
这都不懂？
十宗罪
不构成
单押
六老师开花警告
外国张三
老师好
要命的选择
但是谁知道被吃的时候是活人还是尸体呢
你吃死人当然算避险，问题是杀人以后吃人
自己吃自己的
构成
反正他已经死了把这个推到他头上也行
虚构了判决。。。
啊这
战术停顿
少年派的奇幻漂流
安第斯奇迹是吃的已死之人，这里是杀一个人当食物，完全两个概念
灰色的果实
10000多人
连城诀是我小学看的电视剧阴影之一
我感觉很可能有过
吃四肢撑个10来天不是问题吧。就是止血防感染可能是个问题
吃矿
彼得帕克
生吃个人，我很抱歉
同学们，老师在咽口水
朊病毒警告
杯里有枸杞吗？
不同意可以不吃，吃了就代表默认
吃完魔棒吃帕克
老边沁了
但是我觉得合理，在这种情况下，最虚弱的最不可能活了来的就是他
两小时，可能吗？
噫
大d
烧烤大师 花铁干
最后是判有罪，但赦免了
朊病毒是结构变异的蛋白质，吃同类会极大增加概率
连城诀..吃尸体
构成
桌子感觉是弯的
帕克怎么你了
构成
脘病毒不是病毒，人家是蛋白质，会自主的诞生在同类相食的物种身上
朊病毒nm啊，真懂啊弹幕
来了
不存在少数服从多数，这是杀人
帕克那么点大够吃的
帕克，跳走啊！幻象法球飞走啊！
生命以生命为食
喰种
吃素的可以把他打成植物人后再吃
老师好
战术摆手
算是契约吗
可多数决的方法也有多数人暴政的弊端
有水就可以活着
连城诀
为啥不吃鱼
这就有点像灵笼的世界观
少年派
以前战场上就是吃树皮，马匹，然后吃尸体，只有吃活人
要有朊病毒才能传染，一般人体内都没有。。。
终于说到了
老倒霉蛋了
按不住的手
少年派的奇幻漂流，就是根据这个改编的
帕克不够秀
布鲁克斯最恶心
帕克：我没同意
吃人也不怕得阮病毒
傻帕克
一个人死还是五个人死的区别
同伙？
少年派
六老师
啊这
朊病毒不是病毒啊。。。。
安第斯奇迹不是啊
罗老师换个不晃的桌子吧
作 法 自 毙
这不捞鱼吃？
老师好
构成
看是否构成紧急避险呗
灰色的森林
正在吃午餐，很下饭
吃鹿肉？
自杀不行吗
构成
没有正确答案
是不是尸体就很难说了
当法医干嘛使的？
活下来的人没有心理阴影吗？
蓝色空间没吃，是青铜时代
想到了三体黑暗战役
老师好，敬礼
灰色灰色的果实
如果只有大熊猫被吃就不犯罪233
就剩骨头了，你尸检个屁啊
斗牛
苏格拉底
老师好
血魔580的移速
六老师直呼内行
Why me
朊病毒
朊病毒只有脑子里有啊
少年派
吃同类是同源性污染
人体内本来就有朊病毒的，同类相食会感染
不正义的手段永远无法达成正义的目的
构成
全是打nba的
少年PI
小风琴
没有结论吗
还脘病毒，等你真的到绝经了，腐肉都吃了
这桌子好晃啊，一点也不稳定
连城诀，落～花～流～水～
老师你胳膊沾桌子了哈哈哈
我总觉得这个桌子不平？？？
你现在肯定觉得生吃很恐怖，等你快死的时候就不觉得恐怖了
不能自己吃自己的阑尾吗
天梯
多数人的暴政
卫宫巨侠表示很赞
三体黑暗战役
彼得帕克
生吃个人，我很抱歉。
这个故事我看过哈哈哈
这怎么下的去嘴啊
吃人者人恒吃之
下饭
然后就变成了派克
不是张三提出的吗
那我找十个人分马云的财产
老师记性真好，名字都记得
鹿肉
那战争呢
一直耗，谁先死吃谁
简直在用手说话。
驴友
nba的给我站住哈哈哈哈哈哈哈哈
手风琴大师
英国有个案件差不多
构成，被吃的这个人没有权利决定自己的血肉被别人吃掉
没有亲身经历的我认为没有发言权。
帕克被吃了
谁先死吃谁不就完事了
老师好
老师好
害怕
安第斯坠机案的人都是自愿被吃的，而且是自然死亡
只要我不被判死刑我会吃
没同意也没拒绝
不排除串供，但这也是无奈下的妥协
一个人断一手
到底怎么选人，只有活下来的才有机会说，死人不会说话
老倒霉蛋了
有个雪山坠机的事件
有点类似于电车悖论
对啊 那活着的四个人说他同意不行了吗
其实是理智的吧
安第斯那个是自愿的？
安第斯奇迹
我在吃饭
哈利·彼得
人太少
老师好
这个案件的原型是一个19世纪海上船舶遇难案件
电车理论，牺牲一个还是牺牲4个
软病毒需要概率和时间
哈哈哈
四名团员
绝望的肉
细思极恐 被决定吃掉的人当时活不活着已经不重要了
我是张三，我很后悔
前面的，所有人都带有或多或少朊病毒不存在没病这一说
老师好~
山洞喰种
可以比较，经济上
电车难题
正义的伙伴
嚇者
长风讲过
谁叫你喝海水
构成，没有取得对方同意
可怕
轮机的兄弟八成没跑出来
少年派
人类对自身的脘病毒是有抗体的，虽然很黑暗，但是就是如此
奇闻观察室也见过少年派的案例
吓人
飞机那个是吃死人
女王诉杜德利与斯蒂芬案
你们在说啥，这就是个虚构案例，居然还有说谁知道是不是四个人撒谎说这人提出的。。绝了
海里怎么会没吃的？
紧急避险
割肉的，割了也得能活下去啊，顶多做个饱死鬼
坠机那个人家是吃遇难者尸体。。
这桌子有点晃  谁来修修
理查德帕克
黄金精神
构成
这个案电影《海洋深处》有类似情节，电影b站有
热乎的
这类问题我在思修课上分享过
老师好
不知道
帕克~~~
那干脆别抽签了，直接少数服从多数吃掉一个人
论带水的重要性
老师好
两票同意，一票弃权，一票反对，少数服从多数啊
列车案有结论了，全都死
少年派的奇幻漂流？？？
生命是不能被承诺的
记这么清楚！
花铁干笑死我了
安第斯奇迹是吃病死的人，跟这个还是有很大不同的啊
啊？？？原来这个电影是这个案件改编的吗
他最后撤回，那抽签也是另外4人抽，根本不应该抽到他
老师好
当法医吃干饭的？通过尸体能判断很多东西
都快死了还朊病毒
婚龄欧阳锋告诉你经验
可能构成
一人一天从大腿上割肉
没错你卡了
想到少年包青天里的了
老师好
没有权利决定别人的生命
老师好
飞机坠落的那个没有杀人，但是吃了尸体
别惊讶，历史上人吃人的事件多得是
失去人性，失去很多，失去兽行，失去一切
老师好
奇幻漂流原型就有这个案例吧，不过吃的是病人
理查德帕克
啊这
灰色的果实
老师好
老师好
老师好！
同伴啊
直到黎明
灰 色 的 乐 园
不构成
汉尼拔
安第斯奇迹中生还者吃的是遇难者的尸体，性质不一样。
生命是同等价值的  不能用生命衡量生命
angle beats 昨天刚看
张三逃过一劫
猜疑链
不构成紧急避险  人和人的生命是等价的
老师好
朊病毒警告
怎么只学？请问你们没有麻醉剂呀？
电车案例
安第斯山脉
谁先饿死 再吃谁呀，这样就没那么残忍和不公平
国外的救援是要钱的，便宜的当然久了
法医：这人怎么死的我看不出来？
多数人暴政
所有人也不能决定自然人的生死
偏远地区 与世隔绝 算是在人类社会中吗
你不下地域谁下地域
连城诀
在吃饭
血肉关系
这帕克出跳刀吹风推推肯定能活
错的不是我，是整个山洞
老师好
why me
作法自毙
、
法医知道是尸体还咬死的
如果泰坦尼克号撞到了冰山为什么船上没有冰块？
脘病毒警告
受害者有罪论，可以歇歇了
如果真的合谋就不用说他撤回同意了
朊病毒 不是病毒 是蛋白质
安第斯那个是吃死人，这个是杀了再吃，能一样吗。。
《连城诀》
当时的情况已经远离人类文明社会，不应该以法律考虑了
紧急避险？
除非先饿死一个
梅杜萨之筏
不可以
切丝问题
谁知道讲这个案件的视频吗？
我也觉得手能不能不动啊
老师好
少年派？
东京食尸鬼
Tryr. m 
如果帕克先死了再把他吃了呢
鹿肉？
朊病毒警告
连城诀
不吃肯定死了 吃了得不得阮病毒还另说
我觉得不同意可以不抽，当然也不给他吃
汉尼拔:我很好奇
老师的桌子不结实，直晃
舌尖上的汉尼拔
有罪，但罪不至死
唐纳瑞德这个事例也可以讲讲
在战斗的时候坚守而缺少食物，为了坚守我愿意吃同袍的尸体存活
老师
软病毒什么的不能靠煮煮熟解决吗
吃完魔棒吃帕克，没毛病。创世神都是这么做的
啊？？？？？？
老师好
铁轨的那个案例呢
张三：这回没我的事儿了？好不习惯了啦~
老师好！
伤口伤口有吗？有止血剂吗？
我腌我自己，同伴吃起来更有味道
直到黎明
生肉能吃么
还有一个杂役叫彼得帕克
有法医鉴定的呀，大家不用操心
老师好
鹿肉
海洋深处
花铁干
血精现在不能回队友血了
灰色的果实鹿肉
战术卡顿
大副同意没咋吃，布鲁克斯没同意却跟船长一起吃了大部分人肉？！
卧槽
遇事不决，紧急避险
想起了tvb的那部天与地
先造合成台
老师好
切丝啪啪
先做个工作台出来
居然不是张三
构成
所以不要随便结伴去探险远游(doge)
长肝好像说过
肯定构成啊
哈哈哈哈
这个帕克中暑了，不如我们。。。。。
是张三吗？
彼得帕克
紧急避险？
老师好
why me 奇迹奇迹音乐秀自己
概率
到底为什么吃了他，谁也说不清楚，只有那四个人才知道
白鲸记
开学最后一堂
鹿肉警告
作死
鹿肉
]]
\
绿箭直呼内行
朊病毒警告
罗老师好
老师好
捧哏花铁干
fgnb
犯罪心理
923.2w报道
桌子粘手哈哈哈哈
好可怕
彼得帕克吗？
怎么死的法医鉴定一下就好了嘛，弹幕zz？
收尸队
黄色字幕的老哥 书名号也能标错地方吗
不构成的。
少年派....
构成
朊病毒
奇怪的案例增加了
-.-
张三
《连城诀》花铁干
我选张三
五常一票否决2333333
哈哈哈哈哈
虚构判决书？
老师好
我就不该吃饭看
安第斯是自愿的
派克
社会性死亡
他提前撤销了同意
总有人喜欢作死
每个人都割一点下来不好吗
吃得很少
那么死刑？？
边吃午餐边看
涌泉之恨
科幻小说《饿塔》就是讲一个差不多的案件
在那个空间里面，既没有道德，也不存在法律，在生死面前，道德和法律都是无用的枷锁
给自己挖坑
枪打出头鸟
老师好
在公海是不是就没问题呢
列车案直接飘逸就完事了
飞机那个呢
正好在看诶
这个是底线
十多天不吃东西，有水喝我觉得不成问题，一周不吃的大有人在。
战争和死刑犯很少么？
四个人合谋的吧？？死人会说话？
？
老师好
正在看！
老师好
起立，老师好（doge）
只有人脑会感染阮病毒
蜘蛛侠荡不起来，没有建筑物
所以洞穴里先自然死亡一个人，其他人都可以无罪活下去了？
构成
后浪出新版《洞穴奇案》啦~
张三上线
建议去看原案件，很详细
印度速度
白鲸
jojo的奇妙之旅
真的是抽签抽到他的吗？死人没有办法说话。
构成吧
帕克出跳刀啊
可是居然人员怎么判定是尸体还是活人
帕克放大
两罐萝卜
不构成吧
安第斯奇迹没杀人，是吃遇难者尸体
吃完魔棒吃帕克
老师好
然后他就被其他人吃了
老师好
彼得帕克
why me
何不食肉糜
好像是因为只有帕克是孤儿
战术停顿
why me why not
TVB就有电视剧
不可以，都是平等的
构成
那两个人呢？
我giao，老师1000w粉冲冲冲，史无前例的涨粉速度
就像电车难题一样吧
同意也不行 你们上的什么课
老师好！
可是到底是什么情况还不是幸存者说了算
构成
两脚羊
那我宁可犯下这个罪我也要活啊，如果我被选为牺牲的话那是我的脸黑那也是没办法的
同意的人里选出给同意的人吃，这不同意硬选就离谱
多数人的暴政
金针菇笑死
直到黎明
不可以比较
火星救援
只能是目的不能是纯粹的手段
当然是犯罪
构成，故意杀人＋共同犯罪
蜘蛛侠归来
三体塌方
怎么知道是自然死亡还是被杀死的
彭加木是被同行的探险队员做掉了吗？
这是紧急避险
怎么吃的，生吃吗？…
因为有法医
victim
少年派
吃人日记?
应该谁先死吃谁啊自然选择
不是抽签吗？？？
不管是否同意  结果都是杀人了
老师好
史蒂芬周
Richard Park
那白子画犯了什么罪
手是本体
我拒绝
朊病毒警告
安第斯奇迹
还在纠结朊病毒，现在的人类早有抗体了
完了 我在吃饭
被牺牲
桌板翘起来了？？
张睢阳吃小妾，拿人肉做军粮。美名流传千古。。。。
腌帕克
把同伴都吃了的人社会也不需要它
刺猬的正义
吃人不合适，人都吃过了那得扭曲到什么地步
安第斯奇迹
但他自己不同意啊
如果吃的是死人，还能原谅
商朝用活人献祭
长肝讲过
.尸体能被吃的一干二净我是不信的
这是多数暴政
新的世界有新的道德
少年派的奇幻漂流
黑暗森林
傻pack
谁先饿死谁被吃
艺术来源于真实  真实却更加恐怖
老师好
注意——是观点、不是法律
血精666
一个人的生命并不比多个人的少
电车难题
我大学入学小论文题目
老师好
少年派的奇幻漂流
如果那个人已经死了，吃他的尸体，属于紧急避险。如果杀死他吃他，属于犯罪。
下饭吃
蜘蛛侠彼得帕克直呼内行
赞同
三指放大看效果很好哦
战争呢？
不构成犯罪
奖励酱油一瓶，调料若干。下次放调料
少年派？
剩下的人如何在良心的谴责下活下去?
含泪吃下三大碗
帕克死后成为了 血港鬼影
不构成，法律是在生存为前提的
海洋深处有一块跟这个很类似，但结果还算是好的
你是不是当法医是废柴？
吃肉不放调料，怎么办。不要忘了放盐
有可能有发生过但没人往外说，历史上自然就没有了
这就是涌泉之恨胡由来？
紧急避险？？
湖人总冠军
朊病毒警告
饥饿站台大家可以看一下
老师好
坎比西斯之签应该就是这种方法的起源…
正义也只是相对的
构成
跟铁轨那个不一样吗
血港鬼影 帕克前世今生
谁说的？帕克还是活着的人？哈哈
构成吧
战争呢
那个人都退出了
饥饿站台。
来了来了
老卫宫切嗣了
构成啊！这个不能算紧急避险吧
想起tvb的天与地
《恰恰》
@青铜时代
这救援队，不要也罢
而你只是拿着马桶橛子路过
为什么要在吃饭的时候听这个
什么垃圾救援队
旧时代的地主就是这样被吃掉的
当然了
诛仙
论迹不论心，既然都吃了
陶铸片放逐法
花铁干
瓜岛日军：嘿嘿嘿
别吃脑花
紧急避险？
老师好
如果都同意的话那没什么问题
就算人家同意你就可以杀他了？
请看原著，作者着重强调不要陷入无谓的争端中
吃了你还尸检个屁啊
别人不同意，那于情于理都属于谋杀，没什么好说的
太平洋战争中比比皆是
还恶心，没饿死就万岁了
BBC上面讲过
真滴吗
啊这
汶川大地震
那多数人可以肆意通过暴政去欺压少数人
说法医的，你当法医是神仙?杀了人然后从伤口开始吃，对外说他是意外受伤死的，你法医能检验?
现在的医学能判断出来死因的
-
两脚羊，吃人的历史多了
这不就是紧急避险吗？不犯罪吧
死刑呢
帕奇
一共四个人倆同意一个死了剩下一个不同意还能跳海吗
怒海求生
口嫌体正直
老师好
？？？？？？？？？？？？？？？？？？
帕克危
血港鬼影是派克
没水怎么办
布鲁克斯：真香？？
《4》
不构成
恰恰选中，，，老师重读了
老师好
判断法医到底能不能还是先看看法医的纪录片什么的吧
这是一本书上的
列车讨论的是4＞1是否成立，这个讨论的是4＞0是否成立
帕克危
老师好
