哇哦剪的太棒了！！！
老番茄！
吾辈当自强
蛋总排面
若此后竟没有炬火，我便是唯一的光。
这些人才是真正的后浪！
小姐姐太刚了！！！
与妻书！
敬礼！
想和国家抢男人
啊啊啊啊啊啊
易烊千玺根正苗红正能量优质青年
易烊千玺根正苗红正能量优质青年
今生无悔入华夏
易烊千玺根正苗红正能量优质青年
是千玺
敬礼
封面好帅
小薛！！
敬礼
吾辈青年当自强
中国律师！！
李子柒！！！！
易烊千玺！
鸡皮疙瘩
加油！
此生无悔入中华，致敬，前辈们！
我们是多么的幸运！加油吧！为了未来可以为祖国母亲做些什么
爱国无罪
我头皮抖了一下
排面
看了想入党
啊
根正苗红中国青年易烊千玺！
柒爷！
敬礼敬礼
敬礼
路人就是被封面吸引进来的啊…说封面不好的太牵强
胡歌啊啊啊!
林觉民！！大清要我的命，我诛大清的心！
pj！！！！！！！！
它们要打多久就打多久，一直打到我们完全胜利。
敬礼！
啊！！！这段话一听就哭啊
这是李大钊先生
泪目
茄哥
敬礼
印度但凡有下层人民有一点反抗意识也不至于过的跟奴隶一样
敬礼
敬礼
林觉民
小薛向前冲！
世卫组织代言人易烊千玺代表亚太地区发言
太好哭了
刘曦钧！！
啊啊啊啊啊啊啊啊
大清索我的命，我诛大清的心
全体起立！
小薛！
考研加油
致敬
尽管走下去
给老番茄排面！！！！！
胡歌歌！林觉民！
这是什么剧？
见封面进
泪目泪目泪目
敬礼
番茄
敬礼
敬礼
我们现在很好，感激前辈，您仍是我们的少年
我辈楷模
敬礼
我胡  林觉民
敬礼
大家都在发光啊！！
你币有了
封面好帅
敬礼！
这是来看明星来了？
敬礼
见封进
老胡这段看了n遍
后浪
我便是唯一的光
老番茄！！！！！
大清索我的命，我诛大清的心
火钳刘明
刘昊然
柒柒好棒
敬礼！
我们便是那炽热的光
这才是后浪
声音真的好好听
那么，奔涌吧后浪！我们与你们在同一条河流！
我便是唯一的光
前男友跟弟弟喜欢胡歌  
徐晔！！！！
小薛
这才是后浪
刘烨刘烨刘烨
敬礼！
敬礼
中国很美，中国传统文化也很美～
浑身发麻，好热血
敬礼
致敬
满怀热爱，在自己的领域为国争光
中国少年易烊千玺！！！
年轻真好
同款帽子哈哈哈?
啊啊啊啊啊啊啊啊
我是中国人
敬礼！
老番茄！！
徐医生
老胡啊啊啊啊啊啊
教员千古
致敬
致敬！
讯哥！
你怕侯亮平
伟大的前人，伟大的梦想！
up牛批！！
敬礼
古月哥欠
敬礼
大清索我的命，我诛大清的心
敬礼
我胡啊啊啊啊太帅了
敬礼！
中国少年请勇敢往上走吧
敬礼！
奔涌吧，后浪
敬礼
我便是唯一的光
茄茄！？
B站可以设置关键词 屏蔽易烊千玺么
每次看建党这一段我的特沸腾又特想哭
吾辈当自强
每次看到那位女学生说“为我中华四万万同胞喊冤”的时候都特想哭
这才是这个国家真正的后浪
徐医生
敬礼！
敬礼
敬礼
火钳刘明
敬礼
敬礼
敬礼！
花自然会继续开发
奔涌吧，少年！
全体起立！
啊啊啊啊啊
奔涌吧，后浪！
全体起立！
中国少年未来可期
奔涌吧，后浪！
大清索我的命，我诛大清的心
敬礼
中国棒
敬礼
敬礼
我的光！
敬礼！
敬礼
致敬
三连了
全体起立！！！！
i了i了
神仙刷睫毛啊啊啊啊啊啊!!!!!!
经。k
敬礼
天呐
同款嘻嘻
我的天 太好看了吧
总有人不忘初心 砥砺前行
小姐姐眼妆好美
敬礼
敬礼
敬礼
你来了！
我们眼中看到的除了繁华盛景，还应该有世间冷暖
我们眼中看到的除了繁华盛景，还应该有世间冷暖
我们眼中看到的除了繁华盛景，还应该有世间冷暖
我们眼中看到的除了繁华盛景，还应该有世间冷暖
我们的眼中除了平视或仰视，更应该经常俯视 俯视疾苦和病痛 俯视角落和夹缝
卢德铭！真汉子
求bgm
不必听自暴自弃者的话  有一份热发一份光
敬礼
敬礼
往前走  往前走！
什么电影
敬礼
“和平年代的赞歌擦拭先驱者的勋章，后继的栋梁正在茁壮生长” 
全体起立！敬礼！
“和平年代的赞歌擦拭先驱者的勋章，后继的栋梁正在茁壮生长”        
眼含泪水
敬礼
见封进
番茄？？？！
爱国是本能
看了一些书是真的觉得凄凉
敬礼
全体起立致敬
敬礼
说唱出戏？说唱是一种新时代的音乐，代表的就是我们年轻人，出戏？
泪目
敬礼
小薛！
老番茄！
全体起立
敬礼
子柒！
敬礼
敬礼
敬礼
薛俊杰！！！
俊杰啊啊啊啊啊啊
敬礼
封面进
致敬
朱婷！！！！婷姐！！！！！
敬礼
吾辈当自强
敬礼
敬礼！
吾辈当自强
向中国致以最高敬意！！！
哭了
李大钊吗
敬礼
我便是唯一的光！
敬礼
自由
第一枪
林觉民！！！
敬礼，加油！…！
加油
敬礼
根正苗红
柒爷柒爷！！
这一段是建国大业
为中华之崛起而读书！！
在弹幕发见封进就有点不好了，毕竟这个视频不仅仅有千玺
"那些英雄应该被铭记,正是因为有他们,我们才有现在的生活"
敬礼
幸得生在种花家
国家有难 匹夫有责
加油！
最伟大的屠龙勇士
啊啊啊啊啊啊啊
背景音乐NZBZ生来倔强
这盛世如你所愿
千玺优秀！
敬礼
敬礼
敬礼
真好
女排nb
敬礼
！！！！！！！
敬礼
啊啊啊啊律师！
其实不是哪个时代的担当，我们在这个时代也可以！
全体起立
敬礼！
敬礼
全体起立
千玺
做敢于担当时代大任的中国青年
敬礼！
吾辈青年诚当以奔跑之姿，迎接生命亮色
致敬
敬礼
21考研加油！
敬礼！
敬礼！
敬礼！
现在的生活是先辈为之奋斗的生活
致敬
啊啊啊啊啊，李子柒！！！！！我爱你姐姐！
何运晨!!!!!!
敬礼
开头见
我爱女排！！！
加油
敬礼
玺子哥太棒了!
心中有火，眼中有光
敬礼
首页通知书
我便是唯一的光
敬礼
成立了！！！
敬礼
敬礼
敬礼
敬礼
敬礼
同学们 历史的重要时刻就要到了
敬礼
敬礼
敬礼
这盛世，如您所愿！
老胡啊啊啊啊啊
胡歌胡歌胡歌
敬礼
为徐医师发弹幕
敬礼
只为中国之伟大复兴，晚辈定当竭尽全力
敬礼
中国少年
李易峰！！！！
心里有火，眼里有光
敬礼
加油啊
致敬
愿做火炬，愿做基石，只愿中国青年能够往前走，向前走
敬礼
敬礼
致敬
来了！！！！！
敬礼
"[""28"",""13"",""0-1"",4.5,""吾生须臾 当下事即重要事"",""0"",0,""169"",""221"",""100"",0,1,""\""Microsoft YaHei\"""",1]"
全体起立
敬礼
我们只想复兴
愿这盛世如我们所愿
和平年代的赞歌擦拭着先驱者的徽章，后继的栋梁正在茁壮生长
徐晔！小刘！
！！！！！！！
我是唯一的光
敬礼
敬礼
易烊千玺
下辈子想当中国人这件事，上辈子就考虑好了！！！
子柒！！
太燃了
这tm才是真正的后浪
敬礼
开屏老胡暴击
敬礼
敬礼
小薛！！！！！！
俊杰啊啊啊啊我天
看到运晨了！
泪目
敬礼
俊杰给我冲！要成为超级棒的律师啊
啊啊啊啊啊啊啊
李浩源！！！
玺子哥太棒啦
敬礼
太帅了
以吾之命，佑吾之国！
国家有难，匹夫有责
真的棒 你真的非常棒 你们真的非常棒
敬礼
邓邓和好运来看到这个吗！
老番茄牛逼！
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
致敬
这才是后浪
敬礼
表白封面！
我的宝贝
敬礼
敬礼
可恶的bgm啊，又哭了
敬礼
成立了！
觉醒的灵魂守护着信仰
后浪不是吃喝玩乐 而是我们每一个拼搏的人
任时光流逝 只要把握好今天
大清索我命，我诛大清心
觉醒的灵魂守护着信仰
尽情地挥洒幸福的热泪
1002
今天的中国形势依然严峻，吾辈自强，以报祖国
此生不悔入华夏
表白封面
我便是唯一的光
我便是唯一的光
必定绽放
我便是唯一的光
封面易烊千玺你币有了
敬礼
致敬
我便是唯一的光
！！小杰
不忘初衷，砥砺前行
敬礼
敬礼
我便是唯一的光
敬礼
敬礼！
敬礼
胡乱阻击
曾经的青年志愿起立
感谢武昌，武汉牛批
国家有难，匹夫有责！
敬礼
我便是唯一的光
经历过那么多事儿，我真祈求下辈子投胎还在中国
敬礼！
b站的三观太正了！棒！
根正苗红的青年，以前努力拼搏吧
这才是后浪
敬礼
谢谢
致敬！
敬礼
啊啊啊啊啊
飞机再也不用飞两遍了！
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
敬礼
毛主席好！
我们在一起！
将热血撒在祖国的土地上，我光荣！
我们便是唯一的光
敬礼
敬礼！
超钢小姐姐！
胡歌啊啊啊
啊啊啊啊啊啊啊啊啊小薛
老胡！
胡歌啊！
这口音笑着笑着就哭了
河山统一
我便是唯一的光！
小董！！
我是志愿者！！
小薛！
敬礼
热血啊
这才是后浪
敬礼！
封面进来
敬礼
看得我头皮发麻，但，真的泪目了
国家有难，匹夫有责
敬礼
敬礼
天哪，我听了这句话差点哭出来？？？！！！
致敬
起立
敬礼！
敬礼
敬礼
我便是唯一的光
我便是唯一的光。
啊啊啊啊啊啊
祖国万岁！！！
热血青春！
我靠这假动作配合绝了
国家有难，匹夫有责
这盛世，如您随意！！
封面好评
吾辈皆楷模
啊啊啊啊柒爷
我们便是唯一的光
余幸得偶我，又何不幸生今日只中国
我每回听这句话的时候身子都颤一下，跟吓着了一样，非常轻，就抖一下，唉……
敬礼
女排精神
敬礼
我们眼中除了平视或仰视，更应该经常俯视俯视即疾痛和病痛
我便是唯一的光
敬礼
敬礼
敬礼！
敬礼
敬礼
敬礼
李易峰！！！
河山无恙
万岁，，厉害
花自然会开放
我胡开头！这币我给你
全体起立！！！
老胡
敬礼
敬礼！
易烊千玺！
中国加油，自己加油
好帅
敬礼敬礼
币给你了
全体起立
我便是唯一的光
敬礼
PJ！！！！！！！！！！！
起立
朱德老总好哦帅
薛俊杰！
我便是唯一的光
感谢红色弹幕
中国青年演员易烊千玺
我便是唯一的光。
敬礼
致敬
徐医生！徐医生！
天下兴亡，匹夫有责。——顾炎武。
千玺!
啊啊啊啊啊啊啊啊啊啊啊啊
敬礼
起立！！！！
这是后浪！！
后浪！！真后浪来啦！！
敬礼
我便是唯一的光
小薛，，，，
刘曦钧小哥哥！
你咋知道的是重要时刻
全体起立，致敬！
愿幸不辱命
哇。小薛。当事看节目的时候 这句话真的让人感动
封面是易烊千玺联合国全英文演讲照片！
见封进
千玺的联合国全英文演讲！！
大清万年
敬礼
守护解放西!我超可！！！
这才是真正的后浪，一辈一辈的后浪成就了越来越强大的国家。
敬礼
见封进
敬礼 敬礼 敬礼
表白封面千玺
敬礼
我便是唯一的光！
这什么电影吗？
敬礼
啊啊啊啊啊老胡
见封进 先点赞
满清亡！
敬礼
财大NB
吾辈自强，中华永恒
敬礼
白嫖失
敬礼
国家有难 匹夫有责
泪目
这才是后浪
这才是后浪
我便是唯一的光
敬礼
大清索我的命，我诛大清的心
光
国家有难，匹夫有责
敬礼
奔涌吧后浪
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
见封进
中国青年演员易烊千玺
！！！！
全体起立！敬礼！
敬礼
敬礼
敬礼
这才是后浪！
敬礼
人家是林徽因的叔叔...
pj啊啊啊啊啊
千玺
林觉民啊啊啊啊
易烊千玺加油
我便是唯一的光
千玺弟弟
自动变色，中国红
建军大业
致敬
我便是唯一的光
百年过去了，前辈们，谢谢你们
大清，大清亡了
李子柒好评
国家有难匹夫有责
此生不悔入华夏
胡歌啊啊啊
敬礼
我便是唯一的光
我便是唯一的光
！！！！！
全体起立
这才是后浪
卢德铭
后浪
优秀！
敬礼
敬礼
我妈问我为什么跪着看手机
全体起立
敬礼
高二语文老师给我们放的
致敬
奔涌吧！后浪！！
PJ!
没有前辈们，哪来现在的中国，泪目！
我便是唯一的光
罗翔老师呢
敬礼
天下兴亡匹夫有责
听的头皮发麻
敬礼
我辈当自强
敬礼
复旦之耻呢
国之脊梁
我们都要加油
泪目
匹夫有责
建党伟业
小薛！！这话太激励人心了
啊啊啊啊
我便是唯一的光
敬礼！
少年派
峥嵘的岁月
小薛啊啊啊！！！
敬礼
敬礼
PJ!!!
看到千玺眼泪就掉了
见封进
我便是唯一的光。
告慰先烈山河已无恙
你便是唯一的光
哇滑板小哥
我便是唯一的光
这是英雄
这才是后浪！！！！！！！！
我便是唯一的光
敬礼
全体起立
先辈们用生命的血和泪为我们创造了现在的生活，努力生活，不负韶华，像先辈一样，承担我们应承担的责任。加油！
见封进
薛俊杰！！！！！
林觉民啊啊啊
加油各位
敬礼
不要刷偶像名字，刷偶像代表的可好？
我便是唯一的光
你币有了
也许会有惊喜
敬礼
啊啊啊啊啊啊啊我吹爆薛俊杰
我便是唯一的光
敬礼
敬礼
林觉民与妻书
见封进
我便是唯一的光
敬礼
我便是唯一的光
敬礼
易烊千玺！！！！谢谢你，我也想变得更好！
这才是后浪！！！！！！！！
敬礼
什么样的时代都需要血性
敬礼
国家有难，匹夫有责
火炬该传来了吧
大爱我胡
国家有难，匹夫有责
我便是唯一的光
见封进
这TM才是后浪
奔涌吧，后浪
徐晔医生啊！
国家有难，匹夫有责！
希望世界会越来越好
成立了！！！
他们是后浪，我只是后浪卷起的一粒沙子
建军大业
我关了弹幕？
这才是偶像
敬礼
燃
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊我的小薛
这才是后浪！
敬礼
敬礼
子柒
敬礼
泪目
花  ，自然会继续开放
花   ，  自然会继续开放
心动的offer！
敬礼
白宇啊啊啊
骄傲
不必逗留
致敬
啊啊，泪目
必须三连
敬礼
突然恨自己，曾经不努力。
加油少年
经理
敬礼
老胡太帅了
永世都是种花家
见封进
敬礼
花，自然会继续开放
国家有难匹夫有责
泪目
加油
我便是唯一的光
我便是唯一的光
敬礼
敬礼
匹夫有责
建国大业   经典
后浪
泪目
此生无悔入华夏
我便是唯一的光
这才是后浪
他们都是真正的后浪
对不起我不是
中国青年演员易烊千玺！
敬礼
谭嗣同？
我便是唯一的光
哇
我便是唯一的光
此后如竟没有炬火
我们便是唯一的光
我说个中国加油没有意见吧？
国家有难，匹夫有责！
敬礼
后浪~
此生不悔入华夏
我便是唯一的光
敬礼！！！！
白嫖失败
敬礼
泪目，老朽老矣
全体起立
自豪感
奋斗之青春，青春之中国
中国的近代史是中国人用鲜血染就的历史
祖国万岁
全体起立！！
都给我变成红色！中国红！
都给我变成红色！中国红！
都给我变成红色！中国红！
我便是唯一的光！
啊啊啊啊啊
此生无悔入华夏
来生还做中国人
BGM南征北战的《五月》
啊啊啊啊啊啊啊啊啊啊啊啊啊啊
兄弟们，把我是中国人打在公屏上
敬礼
胡歌胡歌！
敬礼
中国红
匹夫有责
花自然会继续开放
花 自然会继续开放
！！！
敬礼
诚挚向各位安利电视剧《我们的法兰西岁月》
致敬前辈 期许后浪
致敬
我们今天的行动，是中国美好未来的声 条   太棒了这话！
你币有了
敬礼
从头到尾鸡皮疙瘩都没下去过，第一个币给你了
致敬
敬礼
致敬
国家有难，匹夫有责
我说个中国加油没有意见吧？
我们便是那光
致敬
开头见
致敬
敬礼
我便是唯一的光
此生无悔入华夏，来世愿做中国人
敬礼
敬礼
此生无悔种花村
敬礼
我爱我的祖国，我爱这些可爱的人
致敬
花，自然会继续开放
致敬啊！
见封进
卢德铭
加油！
壮哉我大中国
敬礼
后浪
致敬！！！！
泪目
我便是唯一的光
祖国万岁！！！
我们便是唯一的光，
敬礼
成立了
敬礼
祖国的未来是一个个鲜活生命组成的，豫大等我
国家有难，匹夫有责
后浪
花自然会继续开放
祖国万岁！
敬礼！
敬礼！
啊啊啊啊啊啊
演员易烊千玺！！！！
染染
这才是后浪
花 自然会继续开放
致敬！
全体起立
花，自然会开放
此生不悔入华夏
全体起立，敬礼
泪目
薛俊杰！！！小薛啊
啊啊啊啊啊啊啊啊啊啊啊啊啊啊
这才是真正的后浪
我中华男儿
敬礼
我便是那唯一的光
敬礼
这，才是后浪
敬礼
我便是光！
我便是唯一的光
Ljy21法硕必上岸！！！！
起立
致敬
此生不悔入华夏
你便是唯一的光
你永远年轻，林先生
此生不悔入华夏，来生还做华夏人！
全体起立!敬礼！
国家有难匹夫有责
为中华崛起而读书！各位考生，加油！
致敬
敬礼
未来可期
敬礼
胡歌这段是什么节目啊
敬礼
我便是唯一的光
此生不悔入华夏
全体起立！
致敬
敬礼
国家有难，匹夫有责
啊啊啊啊啊啊啊
敬礼
我便是唯一的光
崛起吧，后浪！
董子健这里这么奶也还是很坚定啊
何运晨！
大清索我的命，我诛大清的心!
ohhhhhhhhh
全体起立
为中华之崛起而读书
我爱中国历史
敬礼
来世还要做华夏！
李大钊
国家有难匹夫有责
国家有难，匹夫有责
那个女的还点头？？
所谓后浪
这是电影
林觉民   我胡
我便是唯一的光
令人自卑的offer！！
敬礼
全体立正，升国旗，奏国歌，敬礼!
致敬
致敬！！！！
一代有一代的风采，都是为了祖国更繁荣昌盛安好更强大！！！
花，自然会继续开放
敬礼
我便是唯一的光
中国！
敬礼
敬礼！
致敬
联合国中国青年发言
小姐姐牛！！！
鲁迅先生！
花，自然会继续开放
国家有难  匹夫有责
花自然会继续开放
帅气！
花，自然会继续开放
蔡晴川烈士！
花 自然会继续开
国家有难，匹夫有责
华夏
国家有难，匹夫有责
胡歌！！！！
黄河后浪推前浪
我愿做那唯一的光
我是中国人
来世还做中国人
∠(°敬礼
是我永远的阿中！！！！
敬礼
啊啊啊啊啊啊啊我好爱！
我便是唯一的光
这才是后浪
花 自然会继续开放
好酷
成立了！
这才是后浪！
花，自然会继续开放
致敬
国家有难，匹夫有责
敬礼
敬礼
高考必胜！
来世还在种花家
感动
国家有难匹夫有责
致敬
陈会索我的命我猪陈会的心
敬礼
敬礼
向他们致敬！
敬礼
小刘！！！！！
全体起立！！
敬礼
花 自然会继续开放
胡歌
全体起立
我便是唯一的光！
周恩来
致敬
我便是那唯一的光
花自然会继续开放
致敬
敬礼
此生不悔入华夏
行注目礼！敬礼
致敬
我便是唯一的光
封面绝了
敬礼
三枪为记，山河统一
突然就泪目了
敬礼
这才是后浪！
现在我们可能轻松说出来的话，可能是那个时代最勇敢的声音
小薛！！！！！小薛！！！！
胡歌是真的帅
这才叫偶像
茄————————哥————————
致敬致敬
致敬！
我便是这唯一的光！
敬礼
花，自然会继续开放
中国万岁
全体起立
致敬
切切？
誓死力争，还我青岛！！
敬礼
这盛世，如您所愿
薛俊杰!
此生无悔入华夏来世还生种花家
敬礼！
敬礼
敬礼!
国家有难，匹夫有责
致敬
zqn
愿中国青年都摆脱冷气，只是向上走，不必听自暴自弃者流的话。能做事的做事，能发声的发声。有一分热，发一分光，就令萤火一般，也可以在黑暗里发一点光，不必等候炬火。
全体起立
鸡皮疙瘩都起来了
何运晨！！！
我要用毕生来维护法律尊严             小薛
小刘！！！
中国青年
110人的等等我
烈火英雄
匹夫有责！
吾辈当自强
种花家冲哇
种花家冲哇
敬礼
花 自然会继续开放
老胡
敬礼
这才是真正的后浪
我是中国人
承蒙阳光，定当百花齐放
加油！
我便是唯一的光
小薛！！！！
致敬
中国最棒
敬礼
声音没处理好
致敬！！
肃立敬礼
女排精神
什么电影
在这个时候泪点好低
敬礼
小姐姐牛逼
起了一身鸡皮疙瘩
敬礼
千纸鹤在此
致敬
全体人员，向国家敬礼
敬礼！
敬礼
早啊少年
bgm好燃
花，自然会继续开放
安得广厦千万间，大庇天下寒士俱欢颜
老中二了
壮哉，我大中华！
敬礼
小何！！！！！！啊啊啊啊啊啊啊啊
千玺我们的少年！！！！
此生无悔入华夏！
薛俊杰！！！！！！！！
花，自然会继续开放
我自豪我是中国人
敬礼
全体起立
薛俊杰！！
敬礼
考研加油!
敬礼
俊杰排面
背景音乐是什么？
敬礼
易烊千玺啊啊
敬礼
我便是唯一的光
见封进
此生无悔入华夏
花，自然会继续开放
敬礼!
感动
我便是唯一的光
全体起立
帅小薛
花 自然会继续开放
我便是唯一的光
敬礼
数风流人物，还看今朝
全体起立
给千玺排面
敬礼
敬礼
敬礼
敬礼
这才是后浪
昊然弟弟
我诛大清的心
数风流人物还看今朝
我们 要成为真正的后浪！！！
那个时代有光，有着无尽的激情，年轻一代都是充满了蓬勃的力量，现在这个时代说是最好的是时代，可是我们年轻的一眼中却少了那种色彩，更多的是压抑和颓废，也行是我们病了，也许是这个时代病了
千玺
敬礼！
敬礼！
我哭的稀里哗啦
敬礼
七七
这才是后浪
小薛
敬礼
敬礼
敬礼
来世还在种花家
致敬
敬礼！
敬礼
《建国大业》
分封面进
激动真的会流眼泪
国家有难，匹夫有责
蔡晴川！！！
帅的鸭
这个世界最美好的是最平凡的
此生无悔入华夏
敬礼
敬礼
此生无悔入华夏！
千玺！
致敬
老番茄！！！
老番茄真棒！
生在中国我感到骄傲
愿以吾辈之青春，护卫炎黄之盛世。
敬礼
与妻书
年纪大了，一句话就哭成泪人
全体起立
易烊千玺优秀
此生还是中国人
这盛世如你所愿
此生无悔入华夏！
敬礼
少年强，则国强！！！
我便是那唯一的光
千玺！！！
俊杰！！！！
我便是唯一的光
敬礼
敬礼
自强不息！
我便是那唯一的光
敬礼！！！
敬礼
全体起立
愿所有中国青年能够摆脱冷气，只是向上走，能说话的说话，能发声的发声，有一份光发一份热，就令萤火一般，即使再也没有火炬，我就是唯一的光。
此生无悔入华夏
全体起立！！
敬礼
啊薛俊杰！！！
北大校徽好抢眼
致敬
啊啊啊啊啊！子柒！
敬礼
此生不悔入华夏，老师还做中国人
敬礼
敬礼
这才是真正青少年应有的热血啊！
小薛！！
愿以吾辈之青春护卫这盛世之中华
我骄傲我是中国人，我庆幸我是中国人
给老番茄排面！！！
种花家冲啊！
这段真的看哭了
敬礼
致敬！
全体起立！
此生无悔入华夏
鸡皮疙瘩
敬礼
敬礼
此生无悔入华夏
全体起立！敬礼！
李子柒
敬礼！
配音是边大！
壮哉  我大中国
少年未来可期
突然眼泪就下来了
国家有难，匹夫有责！
致敬
敬礼
敬礼
这个姐姐超有气质一直在讲道理
2020高考加油，冲鸭
致敬
致敬
致敬
中国律师！
国家有难匹夫有责
我的名字就是微光哈哈哈
中加锁我的命，我诛中加的心
起立 敬礼
中国加油啊！！
俊杰啊啊
只要每个人都活成一束光，中国便是一轮闪耀的太阳！
全体起立
地生学考加油！！！
敬礼！
全体起立
为易烊千玺点赞
全体起立
啊啊啊啊胡歌
敬礼
啊啊啊啊啊啊啊
小薛
敬礼
西政等我！
我也会成为这一道光
敬礼！
我鸡皮疙瘩起了一身
国家有难，匹夫有责
泪目
我将会一直发光
致敬
中考必胜！！！
敬礼！！！！
致敬
全体起立!敬礼!
此生不悔入华夏
如果奇迹有颜色，那一定是中国红！吾辈加油！
千玺！
敬礼
《烈火英雄》！
无悔入华夏
2020高考必胜！！！
这才是后浪啊啊啊啊
李子柒！！！！
老番茄！
此生无悔入华夏，来世还在种花家
不看了 写作业了
敬礼
小薛这句话啊啊啊啊啊
我便是唯一的光
敬礼
一定要加油啊
此生不悔入华夏！
敬礼
峰哥啊
致敬
小刘！！刘曦钧排面
敬礼！
大清索我的命，我诛大清的心
此生无悔入华夏
敬礼
高群翔我的天啊啊啊啊啊
2020高考加油！
我便是那唯一的光
我们一定会加油的，2020高考我来了
中考加油！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！中国加油
聂帅
根正苗红！
敬礼
敬礼
敬礼
国防科大等我！！
敬礼
敬礼
此生无悔入华夏来世还做中国人
我为身是中国人而骄傲
敬礼
我胡啊
敬礼
国家有难，匹夫有责
我便是唯一的光
2020高考加油！等我
敬礼
国家有难，匹夫有责
2020高考加油！
全体起立
国家有难匹夫有责
我鸡皮疙瘩起了
敬礼，敬礼！！！
我便是唯一的光
来世还愿做华夏人！
敬礼
徐医生
敬礼
待我少年强，中华四海远扬
此生不悔入华夏！！
敬礼
哈哈哈哈
敬礼
敬礼！！
既然有人可以，那那个人凭什么不是我呢？
啊啊啊啊小薛！
敬礼
刘曦钧！！
小薛!!!!!!
薛俊杰！！
敬礼
敬礼
我便是唯一的光
薛俊杰薛俊杰！
看的起鸡皮疙瘩了
敬礼
表白胡歌
PJ!
后浪都给我加油！
啊啊啊啊啊啊啊啊
国家有难，匹夫有责
