我关上了播放1的大门
佛罗伦萨和君士坦丁堡
这个是淋病病毒
有坏也有好
鼠疫还会大范围爆发吗？最近看到好几个科普鼠疫的视频了。害怕
总于来了
即将会考内容，请初二各级部准备笔纸开始记录~
我在吃饭。。。
死神，来收人了
瘟疫之源
原始汤～
大粪浇头
我发现up主的历史一般，这块容易出错，不过我挺喜欢你这种视频风格
香水
我们讲风水的好吧
大罗马 我呆了三年罗马了
Genova
不过是来得早，
双歧杆菌
多喝热水
听说很多密集恐惧症的来源是原始人类对寄生和病毒的恐惧
精罗落泪
瘟疫公司
有病找医生啊.
精罗狂喜
自由平等
规划才是最重要的，明渠暗渠都要有规划啊
还是我大中华厉害
T2噬菌体
听两遍就懂了
密恐+1
这巧合么?这很正常吧
因为黑死病，欧洲人开始剪发，因为霍乱，欧洲人学会了烧白开水
这个时候，成吉思汗早死了
线粒体
精罗狂喜！
精罗落泪
已三连
招安可行
魂系列是不是背景就是黑死病
精罗震怒
老鼠还是厉害 怪不得医学研究都用小白鼠
香水
李永乐老师的文稿
并不像我国训练有素的古代医生
老鼠：不愧是我
灭城毒
还好我们有中医
看来还是我们中国的排污系统优秀得多呀
因为代谢快 
香水是因为 他们本身有狐臭
拉倒吧天朝很早就有医学常识了
最初的生化武器
……
大肠杆菌
跳大神
比如大肠杆菌？
说人类是细菌，怎么不说所有动植物都是？
封建迷信要不得
疫医
中世纪的人不洗澡
共生…
精罗落泪
你个李永乐商量好了？
科普加油
嗯嗯，前面一句没听懂，再倒回去
死神，来收人了
死神来收人了
为啥封面是炭疽疫？
共生体！
生化武器
049！！！
这种做法显然毫无底线
期待！
何不食肉糜？
鸟嘴医生
要体谅小朋友，没任何思想的不分场合刷着自以为很有意思的梗
瘟疫公司
大肠杆菌
欧洲人最脏，性病也是他们传的
母婴图都能玩梗也是够了
你丫的，终于更新了。。。。
人体细菌总质量有四到五公斤
细菌不算生命的xswl
好吓人
我倒退回来了
感谢中医
欧洲格式化
这估计是病毒
香水
scp049
佛罗伦萨
细菌比病毒早出生?
战争没人性，但君主和统帅有人性，别把基督教徒和游牧民族的残忍代表全人类，至少不能代表中国人
20世纪清末也是这样啊
中医笑笑
战争没人性，但君主和统帅有人性，别把基督教徒和游牧民族的残忍代表全人类，至少不能代表中国人
还有霍乱
现在我更害怕埃博拉病毒
绞  肉  车
早期生化武器
植物的质量不至于比不过细菌吧
训练有素的医生
不是都还是细菌吗？这大型动植物残骸从哪来？
遗传算法
斯卡文腐蚀
我中华nb
魔抗点满，物抗为零
中国发达的时候，国外都在玩泥巴呢
真从开天辟地讲起
尊重母亲，这是多么神圣的一刻！别拿这个开玩笑！
说元朝NB的你三观呢，这导致了瘟疫的传播和大爆发，那如果外国派病原体潜入中国扩散你怎么看
我记得好像有人讲过吧。当时那些人信奉宗教，说猫是恶魔的化身，然后就把猫都给杀了之后就爆发了黑死病。这就是所谓的有因必有果。天道轮回。我记得好像有人讲过吧。当时那些人信奉宗教，说猫是恶魔的化身，然后就把
君士坦丁堡
我记得好像有人讲过吧。当时那些人信奉宗教，说猫是恶魔的化身，然后就把猫都给杀了之后就爆发了黑死病。这就是所谓的有因必有果。天道轮回。
这镜头里是18世纪的装束了，片段有误
我记得好像有人讲过吧。当时那些人信奉宗教，说猫是恶魔的化身，然后就把猫都给杀了之后就爆发了黑死病。这就是所谓的有因必有果。天道轮回。
古代鼠疫必死，别黑中医了
招安了
欢迎来到乌鲁克王国
比如感冒病毒
耶？黑死病还是我们带去的？
呕
所以才有放血疗法
卧槽……呕呕呕
好像就是因为不洗澡才喜欢喷香水
噬菌体？
想看片儿的自己网上搜，别再这正经视频里影响观感
金融保险都出现了 现在贸易术语我都忘得差不多了
欧洲人懒啊
螺母
精 罗 落 泪
感觉好像看过了
刺客信条！
万物皆虚，万事皆允
元朝牛逼
明朝啊，天忘大明，
知识点
提示，当时欧洲人讨厌洗澡
"前面黄字举报了,真的"
刺客信条
李永乐那来的
中国有中医，最好的中医都是御医，所以古代帝王都很长寿
中医可没什么用，中医粉别自嗨了
有中医就没鼠疫了？别逗了，祖国是鼠疫重灾区
大唐落泪
我妈三天没打我了
可以说黑死病也推动了人类的发展和进步(下水道以及医院出现，并且有人开始对宗教和上帝的真实有了怀疑态度，同时也推动了医学技术的发展)
边吃饭边看.....
病毒和细菌
有病找上帝
北宋时就有了完整的城市排污供水系统，不了解别瞎说
生化武器
高 雅 的 欧 洲
外国人少是有原因的
耻辱 dishonored1
来了 来了
dishonored
病鼠
养乐多 有益菌
生化武器啊。。。。
大半夜看吓死我
精罗落泪
来了来了
三连再看
李永乐老师表示很赞
那么问题来了，蒙古自身为何没有被传染？
还有欧洲的sha猫运动
回归？
资 本 主 义 的 繁 荣
李永乐我刚发鼠疫
目前估算人体细菌数为39 trillium，人细胞数为30 trillium，不过人细胞大个的多。
直接出来！！！！
猫娘到底是一个什么样的生物，她的DNA分子结构是什么样的，如果知道了她的DNA分子结构，是不是就能培育出来猫娘了，如果真的可以的话，诞生的猫娘会不会因为自己无父无母而感到悲哀，还有他们生病了，是应该看
之前那个噬菌体，哈哈
说话语速真快
太草了。
文明5
看到孕妇和刚出生的孩子，我心中就有一种母爱的敬畏
蝴蝶效应？
点了跳蚤传播
鼠疫面前人人平等
都是从维基百科来的
细菌当然比病毒早，不然病毒寄生在哪
提个醒，千万不要去碰野生的旱獭，千万不要！！！！
。...。。。。不洗澡。。
三连
刺客信条
谁不是工具人
来了
13世纪黑死病流行时还没有鸟嘴面具
干的漂亮
刚刚，，一个蝌蚪状病毒飞了过去？？？
SCP几来着
看的我浑身难受
鼠疫没在中国肆虐就是因为地形和医师的努力好吧
精 罗 狂 喜
蒙古人传播鼠疫只是一个传说
？？？
精罗落泪
仓鼠沾上点病就仙了。。。
被我们命名为病原体
死亡面前人人平等
世界上第一款生化武器
所以有香水被发明出来了
不容易不容易不容易
生化作战应该是更早就有应用了
隔壁的李永乐老师也讲了这个
中国古代城市起码有人专门收集粪便
领导者这方面的能力缺失
中亚就是那几个斯坦
还问什么动画呢，鼠疫是真实历史
中医并没有用
低级错误了
不巧合。欧洲人那个时候不太喜欢洗澡
三连再看已成习惯
黑色天灾
密恐死了
细菌武器原型
生化武器
关键是他们不常洗澡
多喝开水
老鼠是真的厉害，敬畏老鼠
同步完成！
投尸机
为什么消化道堵塞了还想吃啊，不是消化不良吗
三联再看
风水宝地佛罗伦萨
线粒体
热那亚 布林迪西 威尼斯 别问我咋知道的
先点赞投币
26262
123君
应该是食道堵塞吧！
要好好洗澡啊
训练有素的的医生哈哈哈
意呆利
欧洲人不喜欢喝热水
说白了还是他们那时候不爱洗澡
埃博拉
赞美慈父
细菌（白人）
进度条
原来元朝我们就已经用上生化武器了吗
有庆余年全集吗？
欧洲秩序重新洗牌。。。
中医也是J2用没有，尤其是儒生介入后的中医，更是废物
妙啊
魔兽争霸
先三连
边玩斯卡文鼠人边看心情复杂
古代帝王都很长寿秀到我了哈哈哈哈
什么病毒？别瞎说那是噬菌体
我的天好巧妙，正好把人类格式化了
？？？？？？？？？
失踪人口回归
魂系列可不是。。血源才是
你咋不从xxx开始录
死神来了
中国有排水系统了，况且还有专门的人清理
@李永乐
，
为了，养细菌⊙▽⊙
这，根本啥也没治啊_(:_」∠)_
高跟鞋产生
⊙▽⊙就，就这么投进去?
Ezio大师！！！
欧洲人放血可真舍得放
最早的细菌战！！
大蒜杀菌
伊斯坦布尔
死亡之下众生平等
精罗落泪
贫民窟
来了来了
老鼠确实生命力顽强，如果不是因为寿命只有2~3年（野生的1年多一点）应该就是它们最厉害了……生育又多又快……
臭沟开举子来
生化武器
先三连再看
这就是为何当时很多作家和社会学家羡慕中国社会的文明整洁
看到这个我就想母亲了，有点想家了
大调平
不是元朝哦
将来也可能是细菌的天下！
西蜀霸王
？
额...说实话，中医也拿鼠疫没办法
下饭
哦哦哦！
来了
看科普最烦刷中医的，一群叶公好龙伪粉。
人类首次使用化学武器
资本永不眠
瘟疫公司
看起来好好吃的亚子
绝对不要去碰野生的鼠类！
喜大普奔
？？？
呵呵
逐渐远离标题
我威尼斯总督不配拥有姓名
老鼠怎么那么强
049
这个错误也太糟糕了
尿？
那时候欧洲人不爱洗澡
化能自养菌不需要光
我以为是那个李永乐
蒙古人这么早就掌握了细菌战
可怕
不应该叫元朝，应该叫蒙古帝国
老鼠甩锅
知道我们的古城有多牛逼了吧
中国真的很厉害
"粪便和呕吐物也是,第一个病人是个小孩,父母把他的呕吐物倒在了门口"
来了
我寻思也没人开玩笑啊？
突然觉得人很大程度上不是人，是细菌
土拨鼠
老鼠这么厉害
粪尿横流的西欧中世纪
看得我密集恐惧症犯了
噫。。。
这么脏的嘛
乳酸菌
大肠杆菌
妈耶
所以他们为什么不干净点 没水嘛？
..
繁殖能力强，种群数量多，进化快
.00.00
他们没有猫
很有用
有一些，但没污水处理系统啊，基本都直接排到河流里，长安后期不能呆一部分原因也和水源被污染有关
现在东南亚贫困国家还是这样
所以不讲卫生是重要原因
贵族都不洗澡
咸阳因为地下都是粪土壤和水被污染所以弃用了
兄弟会！
病毒无细胞结构
孢子
哇，666这个厉害
 至大元年（1308年）春，绍兴、庆元、召州大疫，死者二万六千余人终医在干嘛
666
丝绸之路世界贸易的西端，西方主要靠中国科技产品贸易和抢劫生存，农业落后
Ezio!!!!!!
精罗落泪
那时候西方人很脏
说牛逼的我真为你感到可悲！
自然选择，对病菌更有抵抗力更爱干净的活了下来
@华农
三国战争人口损失损失90%。
万该督教
自然选择
暂停
精 罗 落 泪
好恐怖
这个并没有经过证实啊，不要乱传播好吗
卧槽
。。。。果然罗马先进
这是自由知道吗
人柱力
香水
妙啊
失去同步
内共生
生化武器？
三连再看
？？？？
四百年吧……
这是噬菌体
049
这应该是共生
Yersinia Pestis
好难下饭
说没有排水的，看看南京的排水系统，现代修建的可没难道好。
同样的，如果人类长期滴水未进，体内的细菌得不到食物，就会转而攻击人类获取食物
招安很秀
预防医学经典案例
卧槽。。。
于是也就成了魔兽等游戏中瘟疫，天灾军团之类的势力的原型
他来了，键盘圣母
还有这种操作
@华农兄弟
文明5
贵族用香水掩盖味道
尖嘴面罩
呵呵，
我在湖北省博物馆看过秦时期的下水道
卡兹，一个介于生物和非生物间的物种
犯错误了，是蒙古帝国
噬菌体是病毒
噬菌体是病毒
建议关弹幕
，
密恐阵亡
今天刚被金丝熊给咬了，流血了
这个声音我好爱啊
所以现在剩下都是强人？
病毒不算生物吧
逐渐偏离标题
逐渐偏离标题
我去你们干嘛刚才突然安静那么长
这是电影香水里面的画面。
退出看一下题目
这个形状  怎么都忘不了  生物书看吐了
尸体不是应该拿去埋葬吗？这样对死者本身就不尊重
叫做，匈奴
我记得他们放血把一代国王都放死俩，真的流批
"I'm Marco Polo, and I've been through this myself "
万能的放血疗法
格式化？
初三課本裡也簡要記載了這段
文艺复兴
原来如此阿
共生
罗马时期人均每天一吨水
密集恐惧症
病毒不属于生命吧？
@瘟疫公司
钦察汗国
成吉思汗给我冲！！！
好像是从印第安那里传过来的
吃饭的时候看有点开胃
1.5倍观看
中国古代就规定，敢随意倒腊鸡就砍手，而且每天都有收大粪的人，
有点慌的人，欢迎去看看湖南洞庭湖鼠灾，很舒服。。。
香水
中医并不管用，明末北京城也爆发鼠疫，最后人死绝了瘟疫才停下来
文艺复兴原因之一。
真•生化危机，幸好症状里没有食人…
主要是地形和气候还有人口分布因素，和中医针没多大关系，鼠疫不是中医能治得了的
但是相比较而言，这个确实更没人性
这是电影《香水》里的场景、、、
古代燃料紧缺，中国也很少喝热水
噗，放血不就更容易感染更多人吗
吐了
死神！！来收人了！！
.
好起来了
随机收割
所以，我们需要猫！
我靠好狠毒
接近两万三的人再看，，让我看见你们的双手！
可怕
没有黑死病，就没有白肤人今日的繁盛
先进的罗马时期？罗马不是很早吗
那时候欧洲人把猫杀的差不多了
逐渐偏离标题
中世纪的欧洲人几乎把猫和猫头鹰杀光了，老鼠大肆繁殖
没有明确证据证明是鼠疫，因为年代过于久远。
百年禁浴
一年到头不曝发几次瘟疫那才叫稀奇
？
中华牛逼
早期生化武器
哈
得病找医生？别异想天开了，中世纪欧洲的医生只会灌肠催吐放血
还好中国古代的信仰到没有这种地步
中医与放血  呵呵
这个泄愤之举的结果，造成了比成吉思汗还惨烈的灾难
谁告诉你鼠疫没在中国肆虐的
共生
现在孟加拉国也是
所以中国人多而且从没灭绝过还不是亏了中医
生物专业来复习了
上面的是七年级
已加入肯德基豪华套餐
如此可怕
密恐阵亡
前面弹幕那个 成吉思汗是第二个被称为上帝之鞭的
真～始末
前面的不要瞎说，中国一直都有排水糸统
dr 乔瓦尼
中医牛逼了呀
6666
笑死了哈哈哈哈哈哈哈哈
不愧是悲风
。。。你要知道，我们中国战争只有一个字，黑。下手黑，用的方法，更黑。欧洲、非洲那边的战争，和古中国比起来，就是过家家。
共生
scp—049
细菌早于病毒 谢谢
该啊
049
精罗狂喜
自我清理
地球：？？？啥叫我的主人？那不是我崽？
八年级报道
耻辱
想你想的脑发胀
共生关系
死亡面前人人平等
文明6开场动画！
精彩画面
香水
按v
吃！
想到了虐杀原形
在这刷疫医的都废了
怕怕怕
下次一定
突然蛮崇拜老鼠
气候变暖很可怕
吓得我吧嘴里得手拿出来了
痞老板
鼠疫杆菌的天然携带者是旱獭不是老鼠。
NB
内蒙这边车站 火车站 全是查体温的
仓鼠会嘛？？
下饭
现在鼠疫是a级传染病发现一例就该大范围警告检疫了吧（雾）
艾滋是白人搞出来的
蛆
高中必修1生物
哈哈，中国先秦就要排水系统了，没文化就不要多嘴
二糖
蛮族
先前的中国如此发达，所以说要实现中华民族伟大复兴
说中世纪不洗澡的连书都不看
全名鼠疫耶尔森菌
香水的诞生
说中国没有排水系统的你去看看书吧
来了来了来了来了来了来了来了来了来了
2500万，接近二战死亡人数
怕怕怕
黑死病即鼠疫中的溶血性鼠疫 死者面色黑紫
我家就有老鼠
一前是东方比西方强太多
最早是病毒
战争不讲对错，只讲输赢，
秒啊
巫师？
给你加个滑稽。
霍乱不也是这样搞的
机智的一批
卧槽
好专业啊
上帝用鼠疫灭人
这不就是活该吗？
老色鬼！！！
借  尸  还  魂
阿凡达bgm
精罗落泪
这个动态图是病毒……
精罗狂喜
万恶的资本主义
这不是假的，远朝就这么猛，什么东西都往城里咂
黑死病现在有治疗方案了吗
强行圣光
中国古代工部也掌管排水系统
小天使
我好怕
鸟嘴是小天使
鸟嘴医生也蛋生了
随便来的是乡村、集市，城市多数是有排水系统规划的，别拍脑袋觉得古代没有排水系统
李永乐老师
亚洲地区依旧有大量的瘟疫出现，不单单是鼠疫的
痒痒鼠突然慌了
民 风 淳 朴
民风淳朴
？？？？？
鸟嘴医生
？？？？？？？
所以有洁癖的民族都活得长
呕
鸟嘴医生好帅
80％
80％
百分之八十啊
中国战国时就有室内排水下水系统了
看了看我家仓鼠
下饭
勤洗澡
讲卫生很重要
香水
4
金帐汗国
按E开启同步
我怀疑汉朝的大瘟疫也是鼠疫，霍去病也很有可能死于此
印度
你是不是忘记了病毒起源学说
瘟疫传说里面的耗子让人印象深刻
欧洲人那个人时候认为水会带来疾病因此是不洗澡的
你确定十分钟吗？
小说郭靖说过大海，英雄是什么，你这么广的土地又有何用
？？？？过年了？
ee
怎么不从宇宙大爆炸说起
那时候欧洲人都不爱洗澡233
想起来耻辱里的病毒
太狠了
香水！
我家的仓鼠被老鼠从笼子里要出来了 我摸了它没洗手会不会有鼠疫...
中华牛逼！！
地球开始格式化的过程
6666666
圣索菲亚教堂
到了清朝反而退步了
真就天时地利人和呗
88.6
woc
现在城市里老鼠啥的应该会少了吧
欧洲除了罗马希腊都不洗澡…
给了，快更
八年级上册的，我对此表示全董
给了，快更
最近刚学完qwq
初二
幼儿园报道
便携式移动便携式移动鼠疫注射器
换句话说，中国差点团灭欧洲？
你现在觉着帅，如果让他给你治病你就等死吧
改正:是老鼠生上的一种跳蚤传播的
喝板蓝根
鸟嘴是最早的防毒面具
贱不贱
等等，我点开视频是要看什么来着？
密恐想死了
精   罗   落   泪
你要讲生物我可就要困了
中国大粪能卖钱呢，农民伯伯收
我说历代中医救了几亿人不过分吧
其实大部分来自土拨鼠
翡冷翠
哇，，有点向往up描述的世界
细菌战啊
np
1
瓩瓲
老色鬼的家
精罗落泪
同时期的中国好不到哪里去，大规模瘟疫时有发生，在抗生素发明以前人类对瘟疫几乎没有还手之力
所以香水发明了
愿大家都可以健健康康的。
不得不说，当时欧洲刚刚经历了黑死病，马上又迎来了文艺复兴
太可怕了。
太可怕
太狠了
等等，前面的那个细菌病毒是什么鬼？细菌是原核生物，而病毒无细胞结构
而且肉眼很难看见，没有显微镜你看不见的
哇哦~
还好我们是中国人，还好我们生在这个时代感恩。
阿婆主语速好快啊
让我想想艾吉奥是哪个时代的。。。
益生菌
明朝后期资本主义萌芽才开始出现，大概在万历年间
这个嗓音太有特色
似乎放血才是最有效的
放血真的是欧洲的传统医疗措施
病毒是生物，但没有细胞，只有遗传物质和蛋白质外壳
所以，黑死病是蒙古带来的，但也有一部分是西亚人带来的
生化武器
内蒙人瑟瑟发抖
你别说，这细菌长的还可以
J型曲线
嗨，是我～
圣索菲亚教堂在东北
澡堂子多赚钱啊
太狠毒了
想到疫医小天使
从开天辟地开始
当时宗教
这是噬菌体  
万事皆允万物皆虚
卧槽
但是我们与此同时的中国用中医治疗疾病的时候，人口评论寿命与这时候欧洲相差无几
不是通过老鼠直接传播到人类，里面有中间宿主跳蚤
相互依赖
你怎么还从宇宙大爆炸开始讲起。
高中生物补习ING
白皮黑历史
寒武纪生物大爆炸
没什么谁厉害这一说，这是资本主义初期庄园时期体现出来的弊端
我还活着
这就是文明
。
++
生物学
拜占庭
拜占庭
明朝的排水系统到了共和国建立都被认为不需要修改
内蒙包头路过
死疫
别对中国古代的卫生抱有太大希望。。。
这尼玛是蛆
细菌有细胞核啊。。病毒没细胞核且是生物
民风淳朴啊
倒回来举报黄字
噬菌体是专门针对大肠杆菌的病毒，它是病毒
印度的
天灾军团
厉害厉害
相比之下，中华无论各方面都牛逼太多了
察合台汗国，金帐汗国
你还在担心疾病对你的困扰吗？来一张赎罪券吧老兄！售价5银币谢谢
终于更新
H7N9
小冰期也说明出来，Up用心了
非战斗人员请撤离
初中生物
毕竟十二生肖老大哥啊
跳蚤侠
跳蚤侠
？？？？？
阿凡达配乐?！
什么电影
滑稽
病毒不具有细胞结构，并不属于生物，前面的笑死是呗自己蠢死的吧。
瘟 疫 公 司
哦哦，哦！
嗯嗯嗯，对嗯嗯
败仗庭可还行哈哈哈xswl
死亡之下众生平等那个等等我
早期城市的建立和发展
真从就地球奇缘说起呗
猫身上也有跳蚤
上帝自有安排
还有杀猫的！！
命运共同体而努力
黑死病那个纪录片
威尼斯巨岛
生化武器
说妙啊的你是魔鬼
那个鸟嘴是什么电视
白色念珠菌是真菌
多着呢，后来者不知前朝恨
细菌是不具有“核膜包裹的成熟细胞核”的原核生物 不是没有细胞核
这里纯属扯蛋，当时的条件绝不可能让蒙古人把尸体投进城内，希望UP认真科普不要人云亦云
有↓趣
佛罗伦萨-圣母百花堂
佛罗伦萨-圣母百花堂
萌芽在宋朝就有了
内蒙古人报道
我病毒不服
中医重在调理恢复，西医重在治疗根除，本质就不同
土拨鼠：我不背锅啊
黑死病实现了人人平等
元狗比鬼子还坏
我觉得末日论出现一种传染性高致死率高无解药的病毒比较靠谱
巧了，中医起源于道教。
我们中国的宗教太厉害了
生化危机
"此处BGM：“you don't dream in cryo...”-James Honor, 电影《阿凡达》配乐"
病毒是在细菌之后产生的
欢迎回来
医学不发达的后果
伦敦发生霍乱的原因
可以
老鼠本身就是受害者。
主不在乎
鸟姐和我一起打败了神父的搭档
老鼠真的很牛逼
印度现在也这样诶
十分钟？那培养基要长这么久？
欧洲重视贸易，发达领先不是没有道理的
死神来收人了
谁洗的起啊
#后台播放
这孩子是我5617粉看来的
按f同步
哇哦
涨姿势了
握草
妈耶
黑死病改变了欧洲的格局
哈哈哈哈哈
瘟疫公司警告
寄生兽
阿米西亚带着雨果前来围观
现在也是啊，毕竟人最后也成了细菌的食物
血源鸟姐前来报到
圣经中关于卫生知识讲了很多，但是欧洲基督教畸形了
手里的炒饭突然不香了
在这种科普视频里面抖机灵不好吧？
说反了，是因为黑死病才导致大范围不洗澡的习惯形成。
吓人
佛罗伦萨
36**3+-
这个片段好评，你B有了
土拨鼠有道理
土拨鼠有道理
删前留名
生化危机？
经济循环圈……
1346年，元朝无误
三连再看
地球没有主人，好比养鸡场的鸡并不是主人
20分钟
疫医
‍所以啊，不喜欢打扮可以但一定要干净。 
病毒都没细胞结构好吗，还病毒没细胞核
所以要讲卫生啊
突然觉得我国古代干净多了
赶紧养猫，预防鼠疫
打问号的是先入为主的否定，还是真不知道？
终于明白上帝是不存在的，至少跟教皇没毛关系
低调
中医治本调元，西医治急，但是中医也有
至今印度也有放血的传统
中医治本调元，西医治急，别说谁好谁不好，现代医学都是相辅相成的
救命为重，缺一不可
当时的中医对鼠疫也是无可奈何
049报道
怎么不提打了116年的欧洲百年战争
细菌战
速成的结果
？？？？？？？
难怪欧洲人那么习惯香水
scp049
这里我爬过
精  罗  狂  喜
乙方？
又是宗教
黑猫=黑巫师
正在吃饭。。。有点下饭哦
内蒙人报道了
穿的也脏
卧槽
哈尔滨圣索菲亚教堂
噬菌体诶
老鼠这么厉害
渐渐偏离主题
比中国早
香水也是因此发明的
++
想起了风中女王里的黑死病，，，
家宅平安
值得学习
卧槽 牛逼太狠了
弹幕
伊斯坦布尔
ciq路过
从陆地传播进化道水源传播了？
我天
细菌战
兄弟会
醉酒那个你是魔鬼吗哈哈
黑死病
考到内蒙古的人瑟瑟发抖
大学生表示关闭弹幕
等等这个图不是病毒吗
好像佛罗伦萨根本就没受黑死病的影响吧
死亡面前众生平等
没有手机没有电脑
因为黑死病，医学、化学得到了发展
什么时候可以开始讲鼠疫呢？
神学背锅
城堡
就是因为这群历史上傻子一样的人我才决定不信基督教
香水
这算生化武器吗
华农兄弟小心
e
那个时期没有猫。猫在他们的宗教里是邪恶的，大部分的猫被捕杀了
gong d
加勒比海盗
蒙古真的神奇  西征路上才发明本族文字
香水最初发明是为了遮掩身上的味道
而且天主教认为猫是魔女的使魔，大量消灭猫，更加助长老鼠
所以中华牛逼
瘟疫公司
我们的老祖宗就是牛
中医还能治癌症呢
生化武器？？
中医的板蓝根可以预防百病
有丶吓人
牛
还有欧洲人杀猫
百花大教堂？
日常生活中黑死病基本消失了，实验室应该有
大肠杆菌
生物科学专业路过
生物科学专业
我至少还有中药
杀猫！他们还杀猫！
其中有小天使
内蒙人报道+1
精罗落泪
来了老弟
天时地利人和全都齐了
内大路过
因为基督这些欧洲人真就只能去死了
生化武器啊
欧皇的后果
所以，我们只是细菌寄居的躯壳
scp049
细菌
。
那个时候卫生不太好
中世纪的欧洲很多人生活条件都比较差，老鼠跳蚤很多，根本防不胜防
瘟疫公司
黑死病？
哦哦，真的是黑死病
中医对鼠疫并没有什么实质性的作用好嘛，能够治疗鼠疫比较好的手段就是抗生素
七年级生物？
闺蜜之主
厄运走开
内蒙鄂尔多斯报道
内蒙鄂尔多斯报道
内蒙古鄂尔多斯报道
跳蚤传播的是腺鼠疫，内蒙的是肺鼠疫，传播途径不一样。
腺鼠疫不会飞沫传播
搞清楚腺鼠疫和肺鼠疫再谈防疫
精罗狂喜
在李永乐老师那看过
我家在北京，朝阳医院就在我学校旁边，真的好吓人的
因为成吉思汗入侵欧洲
头皮真的发麻
亚洲小冰河期 欧洲居然相反
尿素？？！
瘟疫公司，开启！
元？不是金帐汉国吗？
蒙古啥事干不出来
留点野猫还是有好处的
记住这个黑
工具鼠
老色鬼の家
内蒙古乌海挺慌
妈鸭
你咋不从宇宙大爆炸说
scp049准备放出救人
0.75倍合适
很喜欢解说的声音，能使观众带入感情
赶紧养猫
危
明日之后?
刚从内蒙回去的路过
纳垢汤
死亡之舞的来源
全境封锁
这些图都是七年级生物课件？
竟然更新了，
死神来收人了。。。
首页通知书
欸 也是环境问题啊
细胞工程学
跳蚤结构灵活
瘟疫进度：啮齿类动物传播，一级，囊肿，发炎，皮肤破损
呼和浩特
有这个电影的
少主？
生物和历史的结合体
疫医
元朝那时候真的是战争狂魔
旁边的宁夏人民前来围观
删个屁
莫名同步了
