嘤嘤
哇塞！苏尚卿配的原声，这个配的也蛮像的666。ヾ(^▽^*)))
ohhhhhhhhhhhhhhhhhhohhhhhhhhhhhhhhhhhhohhhhhhhhhhhhhhhhhhhhhhhhhhohhhhhhhhhhhohhhhhhhhhhhhhhhhhhohhh
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
大鱼海棠
秀儿
？？？？？？？？？？？？？？？？？？？
楚雨荨
哇好像啊啊啊啊啊
卧槽哈哈哈哈哈哈哈哈哈哈哈哈哈哈
卧槽哈哈哈哈哈哈哈哈哈哈哈哈哈哈
这个np
卧槽
卧槽卧槽
tubo！
你的名字是？
wccccccc
为了那个梦我们杨帆起航，为了理应到来的那天我们跨越无尽黑暗
他E了上去！
玩尬的？
27秒  鸡你太美
666
哈哈哈哈哈哈哈哈哈哈哈
奥利给！！！
哈哈哈哈哈哈
果子哥哥
666
前方高能！
前方高能！
前方高能
人才人才
OHHHHHHHHHHHHHHHHHHH
OHHHHHHHHHHHHH
哈哈哈哈哈哈
0/21/0
人才啊！！
啊啊啊啊，雪中悍刀行
果子哥哥呵呵哈哈哈哈哈哈哈哈哈哈
我靠这个声音我可以的
重庆工程学院
不懂在干嘛
哈哈哈哈哈哈
素材过多了，笑死啦
哈哈哈哈哈哈
无聊得走了两
又无聊地走了一个
这是你的名字啊
好尬
哈哈哈哈哈哈哈哈哈
我以为经典场面是乌蝇哥
剑到?
嘤嘤嘤
啊啊啊啊啊啊啊啊
激光雨笑死
哈哈哈
左（右）
人活着就是为了天野阳菜！！！
云南话？？？这熟悉的口音！！！
日语听不懂 不评价
是 克砸给
天气之子好多了
奥利给
真的蛮像双儿的
额
e去不复返
我滴个妈啊
奥利给！！
哈哈哈
啊啊啊啊啊啊啊啊啊啊
你的名字
你的名字！
啊啊啊啊啊
优秀
妙啊
牛壁
亚索
冲这个投币
ohhhhhhhhhh
君名冲冲冲啊！！！
奥利给
tobu
啊啊啊啊啊啊啊啊啊！
啊啊啊啊啊啊啊啊
张无忌
雪中悍刀行
爱辽爱辽
？？哪个学校我也要去哈哈哈
谁说天气之子的。
ohhhhhhhhhhhhhhhhhhh
可以
太惨了
hhhhhh哈哈哈哈哈哈哈哈哈哈哈哈
啊啊啊啊啊
盲猜奥利给
？？？？？
奥利给
草
厉害
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
前面初一历史别跑，就是我
那位老先生已经过世了大家不要再去
和孔明对戏的这位老艺术家已经过世了，大家不要再去玩弄好吧
模仿果子哥哥
就是这位老艺术家已经过世了不要再去拿他做鬼畜素材了好吗
ohhhhhhhhhhh
尼玛你是原配吧
哈哈哈哈哈哈哈
车速转的太快
嗯
秒啊！
你尴尬出去呗，首剑进来干嘛
我还以为金坷垃
老乡哦
周星驰的配音演员
啊啊啊啊啊啊啊啊
白嫖失败
名场面
哈哈哈哈哈哈哈
牛逼
别爱我，没结果
好尬
四川话？
啊啊啊啊啊啊啊啊啊啊啊
卧槽
壮士e去不复返
但是我拒绝
可怕的事情发生了，B站up进学校了
律师函警告！
老番茄？
哇啊哦
哈哈哈哈哈哈哈周芷若你怎么了周芷若
要素察觉
风男
wryyyyyyyy
尿酸过多
我裂开了
流星里面是天气之子
这个好像
牛逼啊啊啊啊啊啊啊
啊啊啊啊啊啊啊
lol机还没过气吗？
过气游戏
666666
哈哈哈哈哈哈哈哈哈哈
一起来看流流星雨？？？
吹爆西服小哥哥！
盲猜奧利給
哈哈哈哈
果子哥哥
哈哈哈哈哈哈哈哈哈哈哈
蔡徐坤
哈哈哈
奥利给了
你的名字！！！！！！！！
啊啊啊啊啊啊啊啊啊啊
啊啊啊啊啊啊啊啊啊
你的名字！
奥力给，干了，兄弟们!
奥利给
啊啊啊啊啊啊啊啊
ohhhhhhhhhhhhhhh
这个台词都照搬不太好吧，希望有创新的东西
神tm 天气 这君名好么？
星爷的声音…
收下我的膝盖
奥利给
啊啊啊啊啊啊啊啊啊啊啊啊啊啊
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
E往无前
没内味儿
没内味儿
不行
邓先森亲徒弟
人才
哈哈哈哈
君名！！！
ohhhhhhhhhhhhhhhhhhhhhhhhhhhh
雪中悍刀行
不对呀，这段送给情侣？
i了
这是什么神仙啊
丞相！！！
666666
有情人
哈哈哈哈哈哈
you jump I jump
厉害
君名
太像了吧
天气之子在搞笑？
太强了吧
哈哈哈哈哈哈哈哈哈哈
工程学院
我可以这个声音
卧槽你的名字！
妇炎洁！
名场面来了
天气之子
鸡皮疙瘩
校领导：一会下台办公室来一下
nb啊
人才
我炸了！！！
ohhhhhhhhhh
尬死我了233
你币有了
厉害
好听
啊啊啊啊啊啊啊啊
声音好好听
这个好
我也觉得有一点噶
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哇好好听啊啊啊啊啊啊啊啊啊
！！！啊啊啊啊啊啊啊啊我的湫
草
ohhhhhhhhhhhhhhhhhhhhhhhhhhh
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
诸葛亮那个配的不够好
罡风
nb哈哈哈哈哈哈哈哈
啊啊啊啊啊啊啊啊啊啊啊啊啊
啊啊啊啊啊啊啊啊
我头皮发麻
火钳刘明
此时，一只单身狗走过
奥利给！！！
名场面
鸡皮疙瘩都起来了www好棒！！！！
老板nb
封面内容呢？？？
你三连有了
ohhhhhhh
！！！！！！！
Ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
情侣
呜啊
卧槽卧槽
这是果子哥哥的啊
鬼知道我来回看了多少
厚颜无耻之人
自带字幕？厉害了
键来！
前方高能
真的是名场面呐
噢噢噢哦哦
我跪了，真的跪了
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
woc！！！！！！！！！！！！！！
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
头皮发麻了
你的名字
后面这段真的鸡皮疙瘩起来了！、
我特么以为贞子来了呢
要素过多
666
这就是n1？？？？？
阿伟去世
啊啊啊啊啊啊啊！
哇，这个声音就很nice
有点沙雕
感觉不行
奥利给！
剑来
你的名字！
啊啊啊啊啊啊啊
鬼畜
干得漂亮
面对疾风吧
重庆的，啊啊啊啊啊啊啊啊啊啊啊啊
嗯♂
什么鬼
哈哈哈
哈哈哈哈哈哈
儿     童     鞋     垫
名场面
太棒了吧！！！
感觉乱搭  没有什么观赏性
？？？？
哈哈哈哈
你币有了
素材过多
炸了啊啊啊啊啊啊啊
快乐！
这是真的皮啊
哦！！！
九种兵器孔雀翎
哈哈哈哈哈哈哈
ohhhhhhhhhhhhhhhhh
想哭
搭嘎，口头哇路
啊啊啊啊啊啊啊啊啊啊
雪刀
草哈哈给哈哈哈哈哈
厉害了
要素过多
要 比 就 比 谁 早 起
车车，好快的车车
白嫖失败，你币有了，牛壁
奥利给
哈哈哈哈哈哈
就凭这个丞相和这个外语技能，三连了
有点尬
看过鬼畜，xswl
卧槽，头皮发麻
眼
一口老血
天哪
你币有了
哈哈哈哈哈
亚索！
太太nb
欧力给！
啊啊啊啊啊啊啊啊啊啊啊啊
奥利给
厉害了！
你币有了
牛福
一股浓浓的b站之风
Hhhhhhhhh 
啊啊啊啊啊
别人的视频灵感 邓先生哈
ohhhhhhhhhh
我靠鸡皮疙瘩
俞灏明哈哈哈，我校友
这是我们重庆工程吗？我上课没有去
笑场了小哥
？？？
66666666
害，看到流星雨就想到了她
.......
果子哥哥？
啊啊啊啊啊啊啊啊啊啊啊啊啊
牛逼牛逼牛逼  斯国一   斯国一
奥利给
奥利给
斯国一
表白王奕斐！！！
？？？？？？？
牛逼
币有了
孤儿索！！！
前方狗粮警告
果子哥哥版？
白嫖失败
妇炎洁？
老子勒个头发，里一辈子兜烫不起
f f f f f f f f f f f f f f
I’m batman 
哈哈哈哈哈
哈哈哈哈哈哈哈哈
奥利给
66666
敖厂长？
你币有了
我靠哈哈哈哈哈哈哈哈哈哈
hhhhhhhhhhhhhhhh
xswl
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈我靠
哈咋还
6666
虽然但是有点过分了
大鱼海棠！
这声音好像杰大
嘤嘤嘤
要素过多
hhhhhh
哈哈哈哈哈哈哈哈哈
大鱼海棠，我哭了
奥利给！！
配音不行啊
哈撒给
大鱼海棠泪目
啊啊啊啊啊
77777
晃得头疼
卧槽嘞？！
老师看了 感觉不错
草 nb
哇，太强啦
好快的车
奥利给
你币有了
渣男
莫的灵魂
你币有了
君名必须好评
律师函警告
哈哈哈哈
哇塞
哈哈哈哈哈
啊啊啊啊啊
嗷嗷嗷嗷嗷嗷嗷嗷嗷嗷！
好尬
果子哥
道
可以
。。。
哈哈哈哈哈哈哈哈哈哈哈
鸡皮疙瘩
雪中！
剑来
鸡皮疙瘩...
可惜这段完全不像亚索
哈哈哈哈哈
这是真的牛逼
这不是重庆工程学院，是重庆房地产职业学院
厚颜无耻之人
前方核能
要比就比激光雨
好活
哈哈哈哈哈哈
卧槽
有jojo吗
所以我要预判你的E
尬就別看沒讓你看
卧槽！
pdd
你币有了
卧槽
你币有了！！！
卧槽
好厉害！
我可以发顶端了吗 
这不是你的名字吗？
哈塞给！
你币有了
你币又了
哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈
也太不像了
哈哈哈哈哈哈哈
啊啊啊啊啊
你幣有了
哈哈
天气之子！
6666666
真的明场面哈哈哈哈哈哈
你必有了都
666666
啊啊啊啊啊啊啊啊啊啊啊啊啊
牛皮
握草
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhohhhhh
名场面
像周星驰
哇，你把我炸出来了
奥利给
啊啊啊啊啊啊啊啊啊啊啊啊啊啊
抄的果子哥哥？
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
哈哈哈哈哈哈哈哈这个
神仙神仙
哈哈哈
bilbil？
老子吃火锅
哈哈哈
牛逼
发错了是哈哈哈哈哈哈哈哈哈哈哈哈
握草
杀！
NB
那个男人在珠穆朗玛峰：你瞅啥嘛？你是不是铁憨憨
跺死你
哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈
啊啊啊疾风剑豪啊啊啊
表白李翔啊啊啊
鸡你太美
hhh
妇炎洁？
嘤嘤嘤
哈哈哈哈哈
哈哈哈
小洲？？？？
剑来
啊啊啊啊啊啊
剑来
鸡皮疙瘩都起了
哈哈哈哈哈哈哈
哈哈哈哈厉害厉害
催               人               泪               下
ohhhhhhhhhhhhhhhh
哈哈哈哈哈哈
好像阿奇文西
6666666
ohhhhhhhhhhh
工程学院？正大吗
噗
逼人
wow
哈哈哈哈哈哈哈哈哈，xswl
你币有了
?
兄弟你很可以哦
红红火火恍恍惚惚哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈
牛逼
白嫖失败
你币有了
鸡皮疙瘩起来了
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
66666
神仙吧
啊啊啊啊啊啊啊啊啊
？？？？哈哈哈哈
！！！！
你的名字
无聊还能看到现在真实为难你了
名场面
?
鸡皮疙瘩起来了
hhhhhhhh
要比就比激光雨
啊啊啊啊啊啊
一E孤行
厚颜无耻之人
三连有了
你币有了
白嫖失败
虽然我是男的，但是我恋爱了！
鲲来
你也配剑来
你币有了
卧槽可以
笑死我了
？
啊啊啊啊啊啊啊牛逼能
??????
哈哈哈哈哈哈哈哈哈
你币有了
白嫖失败
第二遍才看出来这是配音
2333333
鸡皮疙瘩
到？？
00：30
这段日语好厉害
我币没了
？？？？？
啊啊啊啊
你币有了
woc
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh 
天气之子！ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh 
模仿果子哥哥的剧本
突然正经
白嫖失败
666
哈哈哈哈哈哈哈哈哈哈哈
头皮发麻呀
牛逼！！！！
太强了
有内味了
草
666
？？？？？？？？？？
太强了哈哈哈哈哈
。。。
这个厉害！！！！
剑来！
你的名字。!!!!!!!!!!!
邓先生？
我还以为是宫崎骏的新做。。。
红红火火恍恍惚惚哈哈
我靠，牛皮
最爱你的名字啦！！！！
白嫖失败
保护
我家电视正在放
天气之子！！！
奥利给
很多笑点没处理好啊
亚索！
可以
我感觉是我们学校
这个舞台，有点像西政模拟法庭
尬起来了
厉害
无聊就别看，在这表现什么存在感
哈哈哈
哈哈哈哈哈哈哈哈哈
噗
这个可以诶
好尬怎么办
卧槽日语都行牛逼啊
明场面
我币没了，你有了
ohhhhhhhhhhhhhhhh
哈哈哈哈哈哈哈哈哈哈
hhhhhh
傲看一遍哭一遍
前 方 高 能
前 方 高 能
我能发顶部了？
噗哈哈哈  裂开  鬼才学院
快乐风男
天气之子！！！！
牛逼
哈哈哈哈哈哈
奥利给
先笑为敬
哈哈哈哈
ohhhhhhhhhh
房院联盟厉害。我见过
哈哈哈哈
啊哈哈哈哈哈哈哈哈哈哈哈哈哈
nbnb
啊！！！！
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
zgl
你三连有了
爱了爱了
哈撒给
NB
厚颜无耻
哈哈哈哈哈哈
哈哈哈哈
现在，全体起立
你币有了
哈哈哈哈哈
卧槽¿
卧槽¿
哈哈哈哈哈
这是神马鬼学校
0/21/0
白嫖失败
雪中悍刀行(●°u°●)​ 」
哭了
哈哈哈哈哈哈
天呐鲁
啊啊啊啊啊啊啊
太棒了太棒了
牛逼
房院人才辈出
奥力给
面对疾风吧
牛逼   啊啊啊啊啊啊啊啊啊
奥利给！
啊啊啊啊！！！！！
你币有了
哈哈哈哈
奥利给！！
牛掰
哈哈哈哈哈哈哈
四川话？
哈哈哈
挺好
奥里给
好强啊
好厉害啊
剑到？？？
快乐就完事了
白嫖失败
诚哥nb 每个动漫 场面都催人泪下
哈哈哈红红火火恍恍惚惚哈哈哈哈
有币了
啊啊啊啊
哈哈哈哈哈哈哈哈哈
剑来！！！
无敌无敌
你币有了
太好了吧
卧槽
啊啊啊啊啊啊啊啊吧
？？？？
刘某
诸葛亮，哈哈哈哈哈
牛逼啊！！！！！！！
键来！
赛亚人那个你要笑死我吗
三连给了！
666
233333
有内味儿了
up主是川渝地区的人吗！
呕吼
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈
奥利给
超爱这部片
(一种植物)
妙啊
哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈
你三连有了
奥利给！
玩尬是吧！！
要素过多
你币有了
你必有了
啊啊啊啊
天气之子！
下次一定
流弊
果汁哥哥
奥里给？
？？？？？？？？？？？？/
好™尴尬
有丶尴尬了
？
牛逼
nbnbnb
哪个学校
啊啊啊啊啊啊啊啊啊啊
哈哈哈哈哈哈哈
啊啊啊啊啊啊啊啊啊我喜欢
！！！！！！！！
看到送给情侣 这一对新人情侣手牵手去了卫生间。。。。
nbnb
?
啊啊啊啊啊啊啊啊啊啊
？？？？？？？？？？
你币有了！
领导走了，看懵逼了
前面的，生日快乐
尴尬的一批
啊啊啊啊啊啊啊啊啊我炸出来了
哈哈哈哈哈哈哈
要素过多
还有，李淳罡年轻是白衣，年迈是独臂羊裘，青衫是曹官子
啊啊啊啊
哈哈哈哈哈哈哈哈
奥利给！！！！！！！！！！！
好尬啊
玩尬的
这个好像和精灵王座撞车了。
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
金华哥，该你了金花哥，该你了
尬的脑壳疼
你这也配叫剑来？！！！
你币没了
6666
牛逼
噗哈哈哈哈我笑喷了
好像！
键来！
哈哈哈哈哈哈
周星驰
2233333
卧槽我爱！
啊啊啊啊啊啊啊啊爱了！
hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
这点不像
再见 可能我笑点有点高
你币有了
哈哈哈
啊啊啊啊啊啊啊啊啊啊啊啊啊啊
？？？？？？？？
啊啊啊啊啊你币有了
白嫖失败，三连已给
诸葛村夫
诸葛村夫
表白郑爽
厉害啊啊
啊啊啊啊
啥玩意
哈哈哈哈哈
哈哈哈
玩尬的？
同信工的哈哈哈
0-12-0
水印瞩目
要素过多
你币有了
尬就完事了
666666
爱了爱了
6666
前方高能
卧槽像哎呦像啊！
卧槽我流泪了
哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦噢噢
nbnb
有人走了
靠！我们高中整个配音，学校还说撒？就没了呗？搞得好像没跳舞的就没内味似的
目测高能
啊啊啊啊你币有了！
 ???????
666
卧槽!牛逼
ohhhhhhhh
奥利给!
啊啊啊啊啊啊！
整活
哈哈哈哈哈哈哈哈哈哈哈哈
白嫖失败
妇炎洁
太会了
裂开了。。。。。
你把我炸出来了，恭喜你
我们去社会实践学校住宿一晚，晚上的晚会也有人放啊哈哈哈哈
哈哈
哈哈哈哈哈
。。
右边的小哥真的好棒啊！！！爱了爱了
NB
♀
00:30
是你吗，文西阿漆？
只要你达到了一定段位队友就会预判你的e给你打上问号
我觉得是奥利给。
啊抓情侣了！！
重庆
这得撩多少二次元妹妹
你也配剑来？？！
啊？
奥利给
尬尬尬
人才啊
你以为喜欢你的是谁，你接受的是一个天神的爱啊
可能是岁数大了。。。节目不错但是没啥感觉
雪中悍刀行
金花锅
这配音好帅啊！！！！
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈
ohhhhhhhhhhhhhh
哈哈哈哈哈嗝
？？？？
你币有了
这什么鬼
看不懂
优秀呀
奥利给！
我不知道你们为啥要在这装，大部分学生表演节目，就是这样尴尬，尊重他们就好了，你上可能只会更尴尬
666
！！！！
啊啊啊啊啊啊啊啊啊啊啊啊啊
啊啊啊啊啊啊啊
泪目
哈哈哈哈
我只想说 裁判绝对不打高分
前方高能
敖厂长?
敖厂长?
给我哭，都给我哭
五年，你知道这五年我是怎么过的吗
键来！
.
必须赞
哈哈哈哈
白嫖失败
后天就要考研了我还在b站
？？？
你看得没错 就是  0/210 /0
雪中悍刀行我的妈呀
白嫖失败
白嫖失败
不是数到三才跳吗
你币没了
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
...
hhhhhhh
尬尬尬
太有魔性了吧！
？？？？哪来的高能？
牛壁
???
666666
啊啊啊啊啊啊啊啊啊
火钳刘明
这是配音呐
来了来了
哈哈哈哈哈哈哈
尬
啊啊啊啊啊啊啊啊
你把我炸出来了恭喜你
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈妇炎洁
重庆话和四川话不一样好吗
哈哈头皮发麻
尬尬尬
哇阿阿阿阿阿阿阿阿阿阿阿阿
没内味
ohhhhhhhhhhhhhhhh
你币有了
卧槽，！
0/21/0
尿素过多
你币有了，第一次这样发弹幕
就该这么整
公司年会我策划节目
太真实了吧
绝了
领导打电话叫保卫处了
前方名场面
跑！快跑！不要回头
hhhhhhhhhhhhhh
为什么你这么熟练啊！
？？？？
我姓付偶
碎，吐，万
太棒了
秀啊
我要是在现场我就上厕所了
hhhhh
。。。
前方君名警告！
奥利给！
奥利给！
剑来！
？？？？？？？？？？？？
剑来！
呜哇呜哇
我们连晚会都没有
尬
牛逼
信息量巨大
奥利给
秒啊
白嫖失败
你币有了！！！！
原版明明是自贡冷吃兔
如果非要比一比，三天之内sa了你
我的天哪我们重庆有这种人才？
哈哈
有内味儿了～
ohhhhhh
哈哈哈哈哈哈哈
4:10正片开始
爱了爱了。三连走着
你的名字
牛批牛批
啊啊啊啊啊啊啊
啊啊啊啊啊啊啊啊啊啊啊啊
这么好玩的吗？
不尬啊
卧槽！好像！
奥利给
怎么上色
红红火火恍恍惚惚
66666
剑来主人公叫陈平安，李淳罡是雪中悍刀行的人物
？？？？？
你也配剑来？
？
卧槽
奥利给
青春
啊啊啊啊啊啊啊啊啊啊啊啊
人家心血是心血，但是后面的确 有点尴尬啊
就这样看，看过的视频？
卧槽卧槽卧槽
卧槽来了，名场面
？？？？
哈哈哈
ohhhhhhhh
玩尬的 ？
awsl
建好
你们的好尴尬看得我好尴尬啊啊啊啊
这个BGM有点熟悉
白嫖失败
牛逼
zzzzz
声音好像
？？？？？？？？？
啊啊啊啊啊啊啊啊啊啊啊啊
太达文西了
你这阿啥给没灵魂
怎么肥事
666
哈哈哈哈
真就尬呗
双儿……
男男版
哪尴尬了…原版就这样吧
刷尬的都是同一个人吧…
哈哈哈哈哈哈哈
奥利给
这个嘤嘤嘤差点让我把刚喝的水喷出来
jojo！我不吃狗粮啦！！
诶我…………
啊啊，我爱天气之子！
卧槽
我爱他啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
啊啊啊啊啊啊啊啊啊啊啊啊啊
啊啊啊啊
我TM叫朱星雨……从小被人叫流星雨
哈哈哈
啊啊啊啊啊啊啊啊啊啊啊啊
666666
有那感觉了
奥利给！
缓缓打出一个？
我的硬币没了
重庆嘞哪个xio校???
要比就比激光雨!
太强了
红红火火恍恍惚惚
哈哈哈哈哈哈
一点都不好听
啊啊啊啊啊啊啊啊啊啊啊啊啊
你的名字，我的故事
牛牛牛
老周家高光时刻
这个可以！！
哇
PDD
我们学校的迎新晚会根本不可能这么皮
？？？？
好强！！！！
E术家
啊啊啊啊啊啊啊啊啊
你币没了
卧槽。
是有那么点，不过还行
前面不行的，脸疼不？
剑来
剑来
剑来
wc我大川渝人？！
刷尬的都是一个人吧，塞节奏
哈哈哈哈哈哈哈
按G把她扔出去
奥利给
卧槽，大鱼海棠，神仙学校
66666666
这个视频就这段看了几遍
我去
爱了爱了
？？？？？？
6666
哇哇哇太像了吧
哈哈哈哈哈哈哈哈
你币有了
哈哈哈哈哈
我给你！我都给你！
哇哇哇，晓岚
？？？？？？？？？？？？、
君名！
我们班上有个叫我TM叫流星的
？
完全用本音还算配音嘛
挺好笑的啊，尬屁啊
雪中悍刀行黄龙士！
不是很像啊，也没多少特点
我同学就叫刘星雨
确实尬
全是梗下面的人不懂可能会很懵
哈哈哈哈哈哈
尴尬的您别看
。
就充这个，你币有了！！！
明明是我从未见过有如此。。。。。
很强了
哈哈哈哈哈哈哈哈哈哈
啊啊啊啊
大鱼海棠
哪里尬了
嗷嗷嗷嗷嗷嗷嗷嗷嗷
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
奥 利 给
我的眼睛！
奥利给！
我们班上有个叫刘心宇的…
奥力给！
白嫖失败
把我的币丢上去
66666
我们班有一个叫刘星宇的
？？？？？？？？？？
奥利给
hhhhhhhhhhhhhh
我先
真的可以啊
来了hhhhhhhhhhhhhh
真的有点尴尬
啊啊啊啊啊啊啊
喇个学校累
奥利给！！
双杀
我太可了！！
哦哦哦哦哦哦哦哦
啊啊啊啊啊啊啊啊啊啊
啊啊啊啊啊啊啊啊
？
没灵魂。。
心疼火娃，火娃你先爱爱自己吧
会玩会玩
我不叫喂
卧槽啊啊啊
果子哥哥
哇
可以
？？
鹤立鸡群
天气之子！！！
我班也有一个
太尴尬了
有趣
好长。。。
进度条惊人
只有我自己喜欢开场第一句吗。支持悍刀行。
！！！
啊啊啊啊啊啊
哈哈哈哈哈哈哈哈
啊啊啊啊啊啊啊啊啊啊啊啊
这个也太像了吧
你币有了、
？？？
嘤嘤嘤
啊啊啊啊天气之子
还有天气之子吗
你的MP3打扰到我的眼睛了
有内味了
太好了！！！
盲猜奥利给
花手
你们要不然就指出人家应该怎么改要怎么做就会搁着发尬我看你们都尴尬
重庆房地产职业学院信息工程学院！！！
偷偷的告诉你，你花手摇不过我
原声大佬
你花手摇不过我
哈尔的移动城堡给我炸出来了
66666666
日语
牛
？？？
ohhhhhhhhhh！！
哈哈哈哈啊哈哈哈
？？？？？？？？
啊啊啊啊
奥力给！
警告:预测到在途核聚变打击
哈哈哈哈哈哈哈哈
6666
哈哈哈哈哈
天谴之子
突然泪目
这个是我网易头像hhh
麦艾思
一小时涨10万播放量，嗯，这很真实。
嚼哦哈哈哈哈
你的名字啊啊啊啊啊
啊啊啊啊啊啊天气之子
有点r龙
头皮发麻
狼亦黠矣，而顷刻两毙。禽兽之变诈几何哉？止增笑耳
狼亦黠矣，而顷刻两毙
狼已黠矣，而寝刻两弊
卧槽哈哈哈哈哈哈狠人
666
白嫖失败
？？？？
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
tounei
0-21
奥里给！！！
你币有了
？？？？？
大骨变成了汤...呸！大古变成了光！
不像
声音好像老番茄
tm这94声优8
哈哈哈哈
果子哥哥！
wocwocwoc！！！
右边这个超级厉害
