零播放
因为这个去看了原版
没人？
三连后看
好押韵
编剧的历史观有严重问题
啊这。。。
及其押韵
哈哈哈哈
竟然是宁理老师
战术嘴瓢
哈哈哈哈哈哈
让我们恭喜它！！！！！！
大秦赋
sje
哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈
哈哈哈哈噗
skr
他来了他来了
烫手
哈哈哈哈哈哈哈哈哈哈哈哈哈
niu
嘴咋還瓢了呢
姨妈巾：有被侮辱到。
热乎的热乎的热乎的
来了来了
大爱无疆
这特么我听都没听过
好诗好诗
好词
2.8个小目标而已
我这么前吗啦啦啦啦啦啦
刚才的配角好像是小武耶，对，就是阳光之下男主
你这是怕金菊花擦不干净对吧
哈哈哈哈
咋地了？嘴还瓢上了。
sky
靠
哈哈哈
给我笑死了
哈哈哈
冷血狂宴
哈哈哈哈哈哈哈哈哈哈哈
刘老师这词优秀
猫打架都比它好看。。。。。
哈哈哈哈哈哈哈哈
j哈哈哈哈哈哈哈哈哈哈哈哈
好呀
小孩还挺好看
突然暴躁
2862人再看耶
哈哈哈哈哈哈哈哈哈哈哈笑死我了
押韵狂魔哈哈哈哈哈哈哈
期待已久
ohhhhhhhhhhhhhh
卧槽这英语翻译太强了
实至名归 实至名归
哈哈哈哈哈哈哈哈哈
博人传总算燃起来了
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
Skr～skr～
博人传：？？？？？？？你在教我做事？
哈哈哈哈哈哈哈哈哈
那前妻哪儿去了
哈哈哈哈
双压
哈哈哈
ohhhhhhhhhh
skr
哈哈哈
老直播带货了
skr
金抹布奖！
哈哈哈哈哈这句太绝了
爱的厘米，我看完了感觉还不错的
哈哈哈
哈哈哈哈哈
最难受的是 这剧我妈最喜欢看的类型（捂脸）
赵子龙我知道是你
哈哈哈哈哈哈哈哈哈哈
行家
众所周知，博人转是燃值单位
爱的厘米，我看完了感觉还不错的
这是什么玄幻剧情
恭喜啊
哈哈哈哈哈哈哈
《善  解  人  意》
来喽
雷霆蘸酱
热乎的热乎的
这个剧我真的吐了
哈哈哈哈哈哈哈哈哈哈哈
牛逼
哈哈哈
前女友好看也好好
hhhhhhhhhhhhhhhhhhhh
差点吐出来
哈哈哈哈哈哈
孩子真好看
ohhhhhhhhhhhhhhh
猫：勿cue
见证历史
哈哈哈哈哈哈哈哈哈啊哈哈哈
6666
哈哈哈哈哈哈哈哈哈哈哈哈
分数咋出来的大家心里都有数吧
哈哈啊哈哈哈
终于等到了
哈哈哈哈hi
skrskr
我给小四张S卡
zxc这样也觉得帅前面粉丝没跑了
第一次这么早
哈哈哈哈
热乎的
哈哈哈哈哈
就服你的文案
我给小四张S卡
牛啊
哈哈哈哈哈哈
宁理？
来了
害怕，幸好都没看过！
我给小四张S卡
花了多少钱请宁理啊
哈哈哈哈哈哈哈
太强了
博人你看看，刘老师夸你了
笑死了，哈哈哈哈哈哈
我奶奶刷牙都比这个热血
让我们恭喜它
哈哈哈哈哈哈哈
小四这张S卡我给了
雷霆嘎巴蘸酱
哈哈
来了来了
大爱无疆
哈哈哈哈哈
回光返照
哈哈哈哈哈
实至名归
是我来早了?
哈哈哈
别骂了
恭喜！
卧了个大槽哈哈哈哈
我服了 每个解说词都不一样 可是一样都押韵顺口
恭喜
媳妇=WiFi？ 哈哈哈哈 
来了来了！！11！
对粉丝的主演是谁呀？
不够发工资
泪目
这颁奖词，我都以为我看的是感动中国
白富美？。。。感觉和张一山是一家。。。
草，我爸妈看过这个
哈哈哈哈哈哈哈
幸福还会来敲门都没有
菜菜
檀健次！是你吗
哈哈哈哈....这句吐槽绝了
雷霆蘸酱预订
哈哈哈哈哈哈
难！看！
哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈w c
抹布？
实话
热乎的
ohhhhhhhhhhhhhhhhhhhhhhhhh
檀健次啊啊啊啊啊啊！
哈哈哈哈哈哈深度一厘米
你币有了
skr~
把保护打在公屏上
哈哈哈
金扫帚奖呢
我赌一包辣条，雷霆战将
哈哈哈哈
实至名归
问就急眼
哈哈哈哈哈哈 博人转
溜
姜妍多好看
姨妈巾成精 这个比喻绝了啊
魏千翔
新鲜的
雷霆沾酱！
2.8个亿不过是男女主的片酬吧
其实以前很多抗战神剧都这样，只是我们终于不忍受了
战术烫嘴
爱的厘米，矮的只有一厘米
还说是既金庸古龙之后的武侠巅峰，被粉丝捧得嘞
合影 
快
博人传终于燃了！
博人转燃起来了
skr
对
哈哈哈哈哈哈哈
skr
这就是  冷血狂宴！！！
哈哈哈哈哈哈
博人传都比他热血
撕夷长鸡以制姨
哈哈哈哈
烫手
博人传不比这个热血？
哈哈哈哈哈哈哈实至名归
魏千翔
曹哲上身啦
？？？？？？？？？？
？？？？？？？？？？？
李丰田
我踏马
要不咱去参加中国有嘻哈
好
小孩可爱
有翡有毒！
真心求求粉丝了，你们自己愿意吃啥我不管，就别一边喂别人吃脏东西一边还夸好吃了
看看人家苏大强
专 业 颁 奖 
来了来了
又肥
委屈宁理了
哈哈哈哈哈哈哈哈哈哈哈
有点乱
别急还有下降的空间
国产编剧老绿帽妄想症了
保护
这是本剧配角喂千翔的经典语录
哈哈哈哈哈哈哈哈哈
前妻的前夫？
我们的韦小宝呢？韦小宝呢？没几个奖了啊！！！
奥斯卡
檀健次？
这么热乎都3万了？
你还知道啊
见证历史！！！
多亏了两位主演的粉丝
优秀优秀
啥剧啊
啊！博人传都比它热血！辈得低到哪里去？
skr
赵子龙？
哈哈哈
刘老师这词优秀
这发型是真帅
终于来了
直呼内行
粉丝刷的吧
烫手，烫手
养活了多少up主啊
哈哈哈哈哈
怒怀哈哈哈哈哈哈哈哈哈哈哈哈
蛆与鹤
博人传都比这热血
请刘老师教我写作文 押韵绝了
我在前排
孽缘，聂远
蘸酱
热乎
就冲这颁奖词，必须得来赞一个
前妻=qian wifi 哈哈哈哈哈
太感人了啊哈哈哈哈
前妻呢？？？没了？？？
我瞎了
比博人传热血？辈得低到哪里去？
没想到最后一个月上映也能赶上
姨妈精
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
灾难
巨魔蘸酱
《温柔体贴》
哈哈哈
我本哥太惨了
这不比博人传热血
哈哈哈
男女的都接盘？这剧nb
气死
留影留影
。
skr
还凑不够三个“小目标”
他來了他來了他又來了
哈哈哈哈哈
怼粉丝的叫魏千翔，糊咖一个
哈哈哈哈哈哈哈哈哈
红红火火恍恍惚惚
博人传是燃的最低限度吗
教你们一个词语 难看
博人传:这总不能比我燃了吧
本哥啊
博人传赢了
笑死
24分钟
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
！！！！见证历史！
卡碟了
热乎
留y
来的太早了我想看弹幕！
你币有了
哈哈哈哈哈哈
男猪们好油腻。。。
博人传:这不可能比我燃了吧
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
俩主演拿2.7亿只有1千万做别的吗？
见证历史，让我们记住它
长度只有一厘米
留影
国际友谊。哈哈
求问是谁为了这辣眼且无正确历史观的大抹布怼粉丝？
谁啊？
神nm听诊器怼脑门儿，拿着无知当搞笑呢？？？
让我们恭喜它
哈哈哈哈哈哈
姨妈巾成精？
skr
哈哈哈哈
看到檀健次了好像
skr~
全押韵skr！老刘可以
这个真没听过
wifi
演技是假的
恭喜
哈哈哈哈哈哈哈哈哈哈哈哈
你咋还说实话了
金灿灿绿油油
我妈50多岁的就很喜欢看这种无脑剧
这剧张新成的造型谁干的啊，本来挺帅的搞成这个发型
绿帽你最爱
牛逼
厘米还好吧
来见证
人才
HAHAHAHA
都激动到口胡了，哈哈
让我恭喜它！！！
让我们恭喜它
hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
来了
29分熟
哈哈哈哈哈
让我们恭喜它
欢呼
媳妇的英语居然写了wifi哈哈哈哈哈
保护
保护保护
好！
比巴拉赵靖忠
哈哈哈哈哈哈哈哈哈
咋的你也贷款上班啊~
哈哈哈哈哈哈哈
哈哈哈哈
功夫再好也敌不过洋枪啊
只有1cm
丑
哈哈哈哈
张新城这个发型....
发胶蘸酱~
恭喜
来了来了
哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈或或或或
我觉得好好看
佟大为？
博人传热血单位
这几个演员我都喜欢。。。
说得好
国际接轨
见证历史
哈哈哈哈哈哈
真不错
有内味了
造孽啊！
热乎的
哈哈哈哈果然！！！！
押韵狂魔
原来我的包里一直待着吸血鬼
《核谐》
+
美短虎纹！
？？？？？
哈哈哈哈哈
最出轨草
哈哈哈卡了
不还是没有及格嘛
这女主也太圣母了吧？
我挺喜欢她姥爷的情人们
不提都不知道这剧
博人传居然燃起来了
唉，我还挺喜欢张云龙的，但他这拍的什么玩意
厉害了！
来了来了
最爱看的年底颁奖来了
四角恋
百万字幕见证者
骂得BGM自动消失了
哈哈哈，太秀了
哈哈
雷霆蘸酱
Skr skr
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
这文案太厉害了，佩服！刘老师厉害！
王一博脸怎么这么长
哈哈哈哈哈
发廊小哥的激情岁月
什么时候有现场，我想去见识见识
咋还急眼了呢
热乎的
白漂失败
来了，来了，终于来了
《发廊小哥的抗战岁月》
嘴瓢啊
哈哈哈
猫打架比这看着爽多了
高产
实至名归
卧槽了哈哈哈哈哈哈哈哈哈哈师夷长技以制夷
哈哈哈哈哈哈哈哈哈哈哈
押韵狂魔
哈哈哈哈哈哈
忍
这种粗制滥造的东西就不要和亮剑扯上关系了吧
太惨了，全都垮了
哈哈哈哈哈哈哈哈哈
太押韵了
来了
三连！！，
英文字母看不清了
哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈
博人传感觉有被冒犯
我靠，刘老师太牛了
喜欢你的介绍风趣幽默哈哈哈
哈哈哈哈哈哈哈哈哈哈哈
喜欢张云龙+1，他真的不该接这部戏...
太热血了
就张云龙演这剧还好意思上央视跨年晚会呢，要我我都没脸去
说实话 这脸和桥本有菜老师也太像了
哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈
精神疾病好评
本来是个黑的，被导演换成金灿灿的
改名臭抹布奖更贴切
该剧能上架，才是最大的嘲讽
编剧总给我上我也行的错觉
这人左手放琴头上就离谱
哈哈哈哈哈哈哈哈哈
skr
哈哈哈哈哈哈哈
这老太太好烦
哈哈哈哈哈哈哈
猜对了
哈哈哈哈哈哈 我不行了
这是李小璐吗
张新成这发型丑出新高度
影流之主战争版
？？？
保护
蛆蛆
保护
保护保护
太绝了
竞争激烈
这个婴儿看着好奇怪
保护保护
666
请收下我的膝盖
这个是雪花女神龙吗
草婴儿的脸还是P上去的哈哈哈
恭喜！
别侮辱武侠这两个字啊！
他俩咋总一起演剧 都四部剧了吧？
祝编剧言行合一
字幕瞩目
要不是为两位主演  前两集就能给我劝退
张新成的演技是比林允高出n阶，但也过于浮夸
保护老刘
还吃上螺蛳了，哈哈哈
很短
哈哈哈哈哈哈哈哈哈哈哈哈哈
见证历史
先tm三连再看，
挨骂警告
钱都不够洗的
博人传：这次总不能比我燃了吧
说相声啊
年末冲刺
来了来了
保护！！！！
马的，九个编剧，改个这.....
哈哈哈哈哈哈哈哈哈哈哈哈实至名归（我是说再低点也不是不可以）
哦哦哦哦哦哦哦哦
生理性黄疸
爱与宽容
好！
漫长的八分钟
6666666
据说原本要用黑人的
此刻室友还在痴迷地追剧就是它有翡绝了
哈哈哈哈哈哈哈
合影
牛逼
热乎的
哈哈哈哈哈哈哈哈
哈哈哈哈哈哈
保护
都是好演员怎么不接好戏呢？
skr skr
有鬼
桥本有菜？
有      鬼
这不是央视8套最爱播的类型的剧么
哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈
博人传都比这热血
哈哈哈哈哈哈哈哈好
丫丫太漂亮了
亏我宁里老师了
原著粉报道！！！！！！！
我觉着这剧就是出来恶心人的
有时候看不清英文字幕难受
妈呀好丑看一次戳一戳眼睛
哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈
我就知道
不管怎样佟丽娅是漂亮
歪嘴
我妈都不爱看你就说这剧啥样了吧
这剧里男演员眉毛都是仿蜡笔小新吗
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
文案6666
哈哈哈哈哈哈
原著粉看完直接蒸腾
太丑了太丑了太丑了太丑了太丑了太丑了
有翡年底冲下kpi
压一票爱的厘米
哈哈哈哈哈哈
武  侠  剧
雷霆嘎巴
哈哈哈
哈哈哈哈哈哈哈哈
up主年底KPI就靠有翡了
最近的笑点来自有翡
who see who 555
男德男德歪瑞古德
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈
咱们沙导的大作
女主持哪儿去了？
大爱无疆？？？？
为啥不用黑人
大制作！！！
博人传都能比这个燃啊？
哈哈哈哈哈哈哈哈哈哈哈哈哈
求求林允别演戏了
sacrilegious！！双琴侠快来
小孩子到是好看
skr
英文牛逼
丰田叔你为什么
新鲜的
1小时！热乎！
哈哈哈哈哈哈哈哈哈
哈哈哈让我们恭喜他
我妈还等着在电视上看这部剧
这个英语哈哈哈哈哈哈
66666666
skr
《芳菲》：我不服
哈哈哈 烫嘴
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈或
哈哈哈哈
哈哈哈哈哈哈
这英语字幕？？？？？？？
哈哈哈哈哈哈哈
今天看在营销腰细这妥妥的能钻出来
李~~李丰田！你果然要对林允动手了！
哈哈哈哈哈哈哈哈
哈哈哈哈
上海滩说你不要过来呀
靠哈哈哈哈哈哈哈
来了来了来了
哈哈哈哈哈哈
盲猜发胶战将和有翡
行家！
喵喵喵？你这是看不起谁呢
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
年末冲刺
恭喜恭喜
实至名归
天呐全是我妈看的剧
上海滩被乳最惨一次
合影留念
哈哈哈哈哈哈哈
全体起立
历史的一刻
恭喜恭喜！
哈哈哈哈哈哈哈
哈哈哈哈哈哈哈
sacrilegious
丢不起这个人
哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
暂停下，让我先缕缕
上海滩表示有被冒犯到...
保护
？？？？？？？？？？？？？？
三观尽碎。。
哟哟哟
大哥这个演的不错，挺正能量的
文案真好
哈哈哈哈哈哈哈哈
小孩真好看
哈哈哈哈哈哈哈哈
预祝第一届圆满成功
哈哈哈哈哈哈哈哈哈哈哈
干得漂亮！
来看刘老师
到底多少厘米呢（无辜的表情）
哈哈哈哈哈哈哈哈哈
绿
优秀优秀
哈哈哈哈哈哈
哈哈哈哈哈哈哈
英译是亮点？
保护
光明形态
博人转不比这燃？
全程盯着英文字幕
太热乎了
刮痧
*
哈哈哈哈哈哈
王一博古装是真丑
这海报，暗示女主脑袋有问题？
人各有志（
女主能当男主妈系列
丰田你咋了
hhh
啥也不是
真没人注意到英文字幕吗，乐趣少一半
skr
合影
滚！！！
粉饰战争
宁理老师和张新成都带不动的剧本和林允
仅博燃
这是战争片
辱猫了！
有没有大情妇
一个个浓眉大眼
来啦
宁理老师啊
虎
惊现楚雨荨
男德男德，外瑞古德
哈哈哈哈哈哈哈哈
哈哈哈
哈哈哈哈哈哈
来了
毒
提前实至名归
雷霆蘸酱
小五变成男主了？？？
文案太棒了哈哈哈
那完犊子了
武侠剧？？？？？？
哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈
妙啊
哈哈哈哈哈最出轨
哈哈哈哈哈哈刘老师的解说太逗了
恭喜恭喜
国际接盘的典范，吾辈的楷模！
好湿
保护
接盘无国界
最强蜗牛和滕大爷出来溜溜吧
雷霆战将豆瓣评分2.4了
厘米？
哈哈哈哈哈哈
一天到晚翻拍，还拍不好
绿油油
来了来了
博人转
我媳妇儿看这个，我吐槽，她还不乐意。。。
光影都磨皮磨没了
呼呼呼哈哈哈哈哈哈
救了鹿鼎记？
其中演员拿了2. 7个亿
雷霆嘎巴+巨魔蘸酱
皇上和璎珞，我佛了
远哥啊你为啥拍这种啊，你的七夜多他么帅啊
太难看了
国产翻拍没几部是好的 
开往坟头的地铁
英文字幕太搞笑了hhh
博人传扳回一局1：999
来了来了啊啊啊啊
skr
是糊住我的眼
skr
几厘米？
蛆与鹤？？？
来了来了
雷霆发胶
赚了啊哈哈哈
来了来了
我先笑一会儿
好好好
张新成快去拍好剧！
心疼张新成
哈哈哈
哈哈哈哈哈哈哈
skr
雷霆蘸酱
佟dark为
才8分钟，16分钟都盘点不完
张新成实惨
哈哈哈
来了
好糊啊没听过
哈哈哈哈
TIME XIU XIU XIU
哈哈哈
我天这小孩也太漂亮了
热乎
见证历史
？？？？？？？
哈哈哈哈哈哈哈哈哈
本哥实惨
有毒吧？还有翡
哈哈哈哈哈哈哈哈哈哈
让我们恭喜它
老奶奶啃鸡爪都比它热血
笑yue了哈哈哈哈哈哈
啊？谁这么狂妄啊
张新成为什么要借这个剧，我哭了
又来了，又来了！
妹子还不错啊看起来
哇哦
哈哈哈哈哈哈哈哈
我爱刘老师！！！
骂不奖
哈哈哈哈哈哈
skr
靠哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
鼓掌
本来是黑人小孩 给喷怕了改成白人
刘老师的文案没得说
哈哈哈哈哈哈
这奖名哈哈哈哈哈
虽然我是王一博粉丝但我也看不下去有翡
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
大制作！！！
.3满绩了呀
哈哈哈哈
牛头人狂喜
哈哈哈哈哈哈哈
张新成演的也不好啊
hhhhhhhhhhhhhhhhhh
嘴瓢了哈哈哈哈哈
保护刘老师
佟dark伟
虎
来了
来了来了来了
哈哈哈哈哈哈哈哈哈
我家两条傻狗都比他们打得精彩
押韵
哈哈哈哈哈
哈哈哈哈哈哈哈
健次啊
文案太厉害了
刚刚的角度看起来好像桥本有菜
哈哈哈哈媳妇是你的
哈哈哈哈哈哈哈哈哈哈
这小孩还挺好看
我博人转也有机会燃起来了
《善解人意》
哈哈哈哈哈哈哈哈哈哈哈哈
保护保护
好！
来了来了！
笑死我了这个评价
skr
英文翻译前几期就发现了
↑冷血狂宴笑死我了
鼓掌！
哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈开局王炸
为啥不是1.9？
哈哈哈哈哈哈哈字幕牛批
年度最尬吹武侠剧
前妻确实没了
今骂吧奖
有毒
见证历史了！！！泪目
这牛逼的文案 我反手就是一个三连
燃了 燃了 博人传它终于燃了！
吼吼吼吼吼吼吼吼吼吼吼吼吼吼吼吼
博人传不比这热血？
神特么深度，厘米吗？
我觉得博人传还差了点
一小时还热乎
hhhhh 来啦
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
我觉得可以和他一比的就是漂亮的李慧珍了
哈哈哈哈哈哈哈
是不是可以偷偷提名阳光之下
必须为张一山版的鹿鼎记投上我神圣的一票啊
就冲这开幕词就该三连
张新成大宋少年志哎
魏千翔垃圾魏千翔垃圾魏千翔垃圾
贷款上班刘老师hhhhhh
魏千翔垃圾魏千翔垃圾魏千翔垃圾
哈哈哈
魏千翔垃圾魏千翔垃圾魏千翔垃圾
哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈
老刘文案6
这么高的吗？
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈
井然麻麻
深度？？？？？？？？？？？？我不对劲
哈哈哈
有一说一，我觉得这种瞎拍的抗战剧完全就是侮辱先烈
让我们恭喜他
呵呵哈哈哈
哈哈哈
哈哈哈，全程看英文字字幕
哈哈哈
哈哈哈哈哈哈
刷的呗
合影
哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈
哈哈
猜对了
哈哈
who see who 555，这翻译太搞笑了，哈哈
前妻去国外医疗团队染病去世了好像
热乎的！
年底冲业绩哈哈哈
哈哈哈哈哈
张新成你是缺钱了吗？？？？
子龙!
赵姐你甚至站不稳当吗？？
来了来了他来了
奥斯卡小烬人
翻译笑死人
哈哈哈哈哈哈哈
当初看预告的时候就觉得是翻拍的交响情人梦，果然就是
哈哈哈哈哈哈哈
发廊传奇之雷霆战将
哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈
竟然如此热乎
这个翻译hhhhhh666est！
猫打架可比这精彩，那是真武侠
原版黑人
社会你袄哥，李丰田
哈哈哈哈哈哈
我也想好久啊原来是桥本有腿老师，也太像了
这么热的吗？
噗嗤
绵羊阿姨？
都好丑
刘老师太敢说了
实至名归
哈哈哈哈哈哈
？？？？？
哈哈哈哈哈押韵！
哈哈哈哈或或或或或或或或或或或
这剧情，我还真想看看了，到底多狗血
看来好剧本太少了
佟丽娅真的还是老实上上央视综艺的了，她真是吐槽界的遗珠
喜遭下架
祝贺
'
让我们恭喜他。
哈哈哈哈哈哈哈哈哈哈哈
英文字幕亮了
究极押韵，舒服
哈哈哈哈哈哈哈哈哈哈哈哈哈或
哈哈哈哈哈哈
一年一会
哈哈哈哈哈哈哈，厉害了刘老师
这剧横扫了各大奖项哈哈哈哈哈哈哈
daog
哈哈哈哈哈哈哈哈哈哈
嘴瓢，扣钱
保护
来了来了
强强
哈哈哈哈
哈哈哈哈哈哈哈
van
哈哈哈哈哈哈哈哈哈哈哈哈
抠门的我忍不住三连，因为老刘的文案
尼玛，看不起我博人传，气哭哭了
我姑姑还挺喜欢看这个。。
白振中最帅
博人传燃了！！！泪目！！！
白振中最帅
白振中最帅
哈哈哈哈哈哈哈哈哈字幕翻译xswl
见证首届颁奖
漂亮!
什么颜色
你币有了
大家都听到了吗？重男轻女是精神疾病！敲黑板！！！
金抹布哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈，刘老师你太棒了
哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈
早！
哈哈哈哈哈哈哈哈哈哈或或
哈哈哈哈哈哈哈h
文案牛逼
我……是……方……小……蜗！！呕，不行了找个厕所先！
好评
酸萝卜♂别吃
哈哈哈哈哈哈哈哈哈
林杨和武文陆
刘老师的嘴真六。文案写的贼拉帅
哈哈哈哈哈哈哈哈
合影
很快到你家门口
上海滩感觉有被冒犯到
哈哈哈哈哈
牛逼啊
颠死我了
可以坐到欧洲，从连云港起可以坐到荷兰鹿特丹，以前无聊看地理书看到的，现在还有印象
这都有4.3？？
瞪眼这个是孟鹤堂？
有翡，燕云台肯定要上榜
热乎的呀
檀健次呀
哈哈哈哈哈哈哈哈
保护
居然第一届？
哈哈哈哈怒怀还行
哈哈哈哈哈哈哈哈哈哈哈哈哈
押韵啊
233333
张云龙，你以后选剧本的时候还是长点心吧
《爹道》
你发这个我可不困了
我来了
哈哈哈哈哈哈哈哈哈哈
热乎
嘴瓢了啊！扣50！
我也喜欢张云龙，但是他选的剧本真的是一言难尽
分辨率提高了！！！
来啦
英语翻译细节高效哈哈哈
这种在国外就能做成欧美SLG全家桶还能进年度十佳
哈哈哈哈哈
本哥下次看好对手再选剧本
男德男德，歪瑞古德
好活当赏
sacrilegious
坐火车去欧洲确实有，中欧班列，但我记得主要用来运货
哈哈哈哈哈哈
只有1厘米
哈哈哈哈哈哈哈哈哈哈哈
稀碎
来了
吃亏是福 福如东海
我呸还亮剑
信息量极大
Skr
国际范 的
疯狂押韵
赵丽颖演技真的拉胯
又开心坑！！！！
哭了，新成
说明鬼
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
女主这衣服，大古
这是亮剑？？？快把老子的意大利炮扛过来
好活
我看都不看
我只想说，英文字母着实费心了
我特喵服了，刘老师这一字一句这韵压的
好家伙  刚开始就放大招
好！
哈哈哈哈哈哈哈
哈哈哈哈哈哈
短发的胸可以啊
？？？？
skr
嗯？嘴瓢？扣工资
skrskr
不是金扫帚吗
佟丽娅？
skr
影视区up集体颁奖呢
不够黑不够纯
哈哈哈哈哈哈时候哈哈
Skr 
Skr
卧槽居然还不如博人传燃
Skrskrskr
白瞎了p大的小说
保护
耶！！！！
Hhhhhhhhhhhhhh精辟！
哈哈哈哈哈哈哈哈哈哈
大满贯
姨妈巾成精笑死了我
嘴瓢了扣钱！
就冲这句，你币有了
skrskr
英文亮了
雷霆蘸酱
白瞎原著
博人转站起来了
冷血狂宴！
好押韵
哈哈哈哈哈哈哈哈哈哈
哈哈
又是这个妈妈？！
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
神tm
师 夷 长 技 以 制 夷 
你们up也挺难的
还会
可惜了张新成
skr
嘴瓢了
我是不是看到了，爱的厘米
一听奖项就猜到了
全体起立！！！！！
哈哈哈哈哈哈哈哈哈哈或
哈哈哈哈哈哈哈
这真不是讽刺剧？？？
哈哈哈哈哈哈，烫嘴
历史见证
李丰田？？？
热呼
押韵到忍不住三连
留下名字
刘老师这是跟朱广权去深造了吧
我还以为是王大锤演的
skr
剧情有点过，演技都在线
恭喜恭喜
嚯哈哈哈哈哈
哈哈哈哈哈哈哈
真特么绝了。。。
哈哈哈哈又学会了
哈哈哈哈哈哈
盲猜发胶战将
恭喜
热乎！
哈哈哈哈哈哈哈哈
让我们恭喜他
哈哈哈哈哈哈哈
首届排面
翻译君猝死
哈哈哈哈哈哈
高甜甜你是怎么了拍这种片
你的面子
害
哈哈哈哈哈哈哈哈哈
你会很后悔或或或或或或或
妈呀听这解说。我还以为感动中国人物
hhhhhhh
首届留念
哈哈哈哈哈哈哈哈哈
skr~skr~
实至名归！
哈哈哈哈哈哈哈
宁理老师，你被胁迫了就眨眨眼
4分都是张新成的
冲这句，三连支持了
好
太有才了！！！
哈哈哈哈哈哈哈
哈哈哈 love cm
保护
都特么是真的
哈哈哈哈哈哈哈
