不加钱鬼才选环保版
草，原来里面没有数据线和充电器
新鲜的视频
嘿嘿
我想要签名版
香
CF手游！
环保权在我们手里
ruok
总要有一个开始
淦，我感觉越看越好看
抽我
不是一直都是21:9吗？
懂了。买10pro
米10相机?
第三方根本不会买错，因为机器都是裸机，充电器是单独包装附赠。
这不是学苹果？
羊毛出在羊身上，哪有充电器不要钱的
鸡贼
111
这不是iphone11或者pixel4的壳？？？？？
对小米无感但喜欢雷军。。。
反正比苹果强
都是套路
等11pro了
拉胯
签名版太丑了，你们都别买给我个机会吧
退
小米十微距是真的差
这确实
可以套装版贵一块，做个价格上的区分
相机短板
"看个人,iOS跳安卓可以买套装,如果不缺也可以选环保版,没必要争来争去"
这不是苹果吗
我现在得三个充电器，单位一个，随身出差一个，家里一个
？？？？？？？
中
主要是c口，不要还真得单独买
你能买到吗套装版
毕竟是11不是pro
111111
第一代无感，方向错了
2
旅行箱版
下面不防护手势操作手感会很舒服
不环保
套餐版本
前面的包边是在后面不是屏幕和边框的是边框和后盖中间
多此一举
直男表示：能扫码就行
？
华为真的毛了，
你好，玩具龙
还会有黄牛提价
以前都说索半斤，现在这么多毕竟半斤的，说明还是索尼眼光独到
我最快的快充18和27w，你说我怎么选
我觉得价格不可以一模一样啊
难道不是么？？说得很高大上一样，赚钱就赚钱呗
回收那个。这一直都有产业的
苹果环保可以，是因为万年不变的充电头
这个是自己选的，根本无所谓
好家伙，这高光没有一张是压住了的
中

好看
软毛不利于散热
这摄像头越看越好看
水果和安卓阵营舆论不一样就在于水果这一套充电的得一两百，安卓阵营的就便宜一些
素皮厚点
好看
吊打10pro
222222
小米用户主要是性价比人群，对这个都很懂的
扫码就行
2
正确的做法是：环保版3900；不环保版3999​
感觉就只有屏幕可能是亮点
1
3 9 9 9
淦
曲面屏真的硬伤
难得那么轻
雷布斯耍猴了
我觉得也是 有的人不注意就选择到没有充电器的了
pro版什么时候发布？
买到了再说
我看过发布会没想到吧！
签名版买到转手起码涨一倍
说买不到的买过吗
语气对比太明显了，如果测评机构带节奏还能保持公正性么
其实可以多1块
有内鬼
几千块的东西
我就问你们3999要啥自行车
套装版你压根抢不到，估计根本没有
还是黑色和谐点
手持小米10U 真香
万一套装版没货呢
没想到吧，没人看你这破视频
丑
音乐手机观望
便宜一百块又会有人说本来就是这个价钱壁你自己买充电器
啦啦啦啦
所以这个手机是完全为了抢首发
22222
2
不会真的有人抢到签名版是自己用吧
武汉徐东群星城
有点香，等等党想上岸了
签名版我订不到
对啊，小米就是nt
后期ota
什么东西
细节
中！
牛逼
毕竟要和米11Pro拉开差距
好像魅族的那个环形闪光灯。
啥叫都是 我寻思不就是你米和你果
小米用上了，标准着酥皮正式成熟
对这个价位来说，摄像这样就够了
一亿像素方向错了
1
等等党在等mix4
我都是家里放一个充电器，办公室放一个充电器，多一个肯定更好
终于不是米半斤了，真的舒服
应该是苹果学雷总吧
飞
丐中丐一亿像素
只要是米粉，基本都是雷总粉丝
抢不到，所以只能买到没充电器版本
华为转小米，结果没抢到，哭了
中！！！
中奖
22222
这不武汉群星城么
价格一样是因为售价已经包括了充电器和线
小白真棒
中
中
中
米10U这颗4800W主摄很不错
也就小米能这么干了
2222
线下买：就不和你们线上抢了
哈哈哈哈
贱贱的巨龙
小100毫安时再轻一点不好。
小米NB
来了
，111111
woc排面
这正面打九分这后面打负十分
懂了
哈哈哈哈
111
老刀法了
这个后背真话 拉跨了
素皮成熟了？小米一用就成熟了？
谁知道呢 我要他签名干啥
小米之家默认套餐版，没有环保版
入门款价格都4699了。。。
摄像头太丑了  
更好做法就是握手协议统一。。不要四五个标准互不相通
2
这个小米棋高一着啊
看来只是升级改款
补寄就好了，本来也是分开的呀
送充电头是理所应当的，现在送充电头变成大善人了
雷总营销鬼才
以前你抢不到手机，现在你抢不到充电器
充电头不用还可以卖，不是傻子都会做的选择吗？
真环保
不是不太懂，而是抢购的时候你开始选了套装，排队点下X再重新排就变成标准了，我的订单就是，那个抢购哪有时间去再检查呢，问了客服还不给补充电器
4500毫安时电池带着屏幕，希望续航不要崩
我估计都会选2的！
太丑了
你好快啊
光圈变了
我看酷安说，线下默认套装班
素皮好看啊
签名版真丑 但凡高级点也就买了
三个版本
还是没有超级慢动作吗
小米也要开始环保了
价格不变，可以选带充电头的。
哈哈哈哈哈
想要雷总签名版
好快啊
你币没了
这是在武汉诶
能出一种不是曲面屏的吗
真香
真环保！！！
关键是这价格一样就过分了吧，这个充电器加数据线怎么着也得100多吧，你把价格让出来就好了啊
更好的做法就是一直标配充电器，别整那些有的没的
飞起来
小米6后的每一代都可以是钉子户
一模一样我凭什么不要包装
我相信买小米的都知道这个
真的丑
小米青出于蓝而胜于蓝
需要小白的宣传了
充电器无法回收
网上15搞定。还有2块好评返现。
Are you OK ?
来了来了
来了！
快男
这个淡紫色好看啊
和米10一样的主摄广角
想看拍照测评
快男
地铁上那人是你吧
环保
哈哈哈哈
11必火！！！！
补发一个充电器就完事了，反正也是分开的
来了来了
说明会出pro
充电器和数据线都没有，盒子还做这么大，差评（狗头）
雷军警告
6666
哈哈，白给谁不要。肯定要白嫖。
巨龙，你真快
当一次等等党，等11Pro
这样没人会买环保版，环保版便宜100，或者套餐版贵100，这样有选择
重量打错了
2
头都堆了好多，像苹果快充没那么激进的确实可以不配，五福一按
京东上面写的很清楚直接就在选项标了出来
好早啊第一次这么早我
来了来了
快男
没有飞弹幕，你想多了
来了
目前还没飞，视频大军还没来
都还没来呢
数据线都没？
2呗
标准版无货
飞起来
快啊
雷军:这才是为了环保!
好看好看
快男
学苹果啊
刚刚
刚刚
中中中
数据线都没？
中
加9.9不就得了
中奖！！
1
可以抽奖么。
丑美全看个人，自己喜欢不喜欢用想不想买才重要吧
来了来了
搏一搏单车变摩托
马老师不请自来
把环保打在公屏上
期待拍照功能
中
2k屏幕要什么拍照
666
中吧来把。
小米这波好营销
中
必然有Pro
要环保 你回收充电器不就完了
新年愿望  中
中中
来了来了
中
我能中一次吗
中
垃圾
冲冲冲
只想中奖  别无他求
来了来了
中中
开机有雷总头像吗？
噫 我中了
大眼仔
1
中中
中
同，，觉得套装版是临时决定的，至少定价是，，
果机算个P，猴机更环保！
来了来了
中
111
换个标马上好看
中
中奖，谢谢
来来来
买环保版却不便宜，被算上了充电器成本的价格买，环保人就该亏？
他是玩具龙
将耍猴进行到底！
摄像头凸出来了
主要是抢不到
真环保是去沙漠种树，不是这种云环保。
抵制三缸发动机
拉低中奖率
桃饱网
啥都不说了，断流就不买
中
给我中
中
11111
。。
中
冲冲冲！！！！！！！！！
冲冲冲
选环保版的话手机就不需要充电了？不需要买充电器了吗？
就跟风苹果
中
有一说一，屏幕的圆角太大了！真心不喜欢
中
前面那个说签名版不会是自己用的是傻子吧，如果是转手卖出去，那不也得有市场？怎么就没人用了
真环保
以前只有旗舰机才配充电器耳机的，难道小米11不是旗舰机了？
所以我觉得套装版应该多个9.9的充电头的钱
这个客也和苹果一样
起来了
就是单纯抢个骁龙888首发罢了
玩具龙 中一次吧  
中
你买标准版，把充电器送我，这样更环保
但是买的时候你可以选送给你一套
学苹果
我我我
拉低中奖率
等我能买小米11或许都出米maxXP了吧
我中了吗
呵，我是床头一个客厅一个公司一个
中中中
中
中
首发送充电器
戴上壳后和苹果11一样，哈哈哈
还有中奖这种说法？
暴雷
给我个雷军版的机会
中
我我我
客服是最惨的
这个品牌印的位置有点似曾相识
我就是真觉得这个好看，这设计真的好
中！
首发版送充电器
2222222
真的丑。。
拉低中奖率
给我中
是10至尊版的相机太强大了
这么一对比好看多了
2
中222222
中
中
来来来来
1111
中
不加钱还想怎样
抽啥奖哦？
中中中 中奖！
不加钱多一个充电器在转手把充电器卖了不是更香更环保（手动狗头）
万一中了呢？
中
素皮抢不到
大家为什么都发中
中
中
中中中
中
中
中中中中
套装版买不到的是来钓鱼的？
标配搞得像是恩赐，营销很6
中中中
根本没货啊
来啦来啦中一个！
来来中个奖
什么又抽奖了吗 我原来中中中中中中
中
中?
但是，他也就是后摄模组丑啊，，人家性能可比某8强多了。。。。
数据线都没了
我要!
自己买错退货换了呗，能怪谁啊
丑
挺好看的
烟紫真的好看，心动了
冲
丑爆
更好的做法就是不环保
为什么没有are you OK版?
宁配吗
这才是真的环保
清库存
环保就应该这样
抽奖抽奖。
22222
哈哈哈
鸡贼
2
爱了爱了
中！
中
学生上大学就等这个机器，没有充电头，只能选择套装版
厂家回收旧充电器不就行了
中
1
中
我也来一波
想买就买
小米9哭晕在在厕所
牛逼了
中奖绝缘体
小米6表示还能再用两年
小白测评优秀
中！
中
中
中
买这手机不尴尬吗，
现在数码评测完全成推销的了
2222
太丑了，小米用点心吧
米家生态链的产品早就不带充电头了，家里多余的充电头都被它占了，还有什么多余的？
中中中
中
中
我也要中
2
2222222
我的120w呢
好看
谁拍照啊 我只扫码
以旧换新
环保
什么价？
搏一搏
中
2
博一博
牛逼
中啊
好看就好看，丑就丑，说别人眼睛有问题的是你脑子有问题
中
中啊
小米11 X      苹果12√
中
肯定肯定中不了
中
中奖就完事了
小米设计还不如ov
啊
蓝色好看绝了
中
中
弹幕护体
万一中了呢
环保版低100，套装版高100，这样是最好的选择
冲冲冲
订外卖，选餐具是吗
你错了弹幕目前还全是中中中。。
中
很快啊！
中
以后就没有了    标配和赠品能一样吗    过一段时间就是什么额都没有了
拉低拉低
背面改成太阳能充电板
一模一样根本不会有人选环保版
中
漂亮
中中中中中中中中中中
中中中中
中
中
咋中奖了
就这也敢说轻
拉低中奖率
中
3999还想要120w，你怎么不上天！？
我是米粉，但不是雷总粉丝
拉低中奖率抽我抽我
谁用手机拍照
把前置居中放不更好看吗 为啥非要放一侧
嗯
2
小米：我昨天梦见我们的智能手机里没有充电器了！真是一场噩梦
2
来了来了 都有了
中
那你要买贵的买苹果去啊，在这ky?↑
中
中
中
听说你很牛
冲冲冲！
中
中中中
买双不买单
欧吼
中
价钱一样就行。
只要盒子，手机也不要
中
其实不用测试摄像的 
中奖了
冲冲冲！！！(深海微光请求出战)
黄字真把我逗乐了，196g就轻了？手机轻不轻不是你说里面缺东西就不能轻了，手感说话好吧，你196凭什么跟人家170多的比？
中
我我我！！！
中奖
没错是我
我要
1
小米10至尊版更贵啊。
万一万一！！！
中了
有没有充电头
中
中
充电器是单独包装的 说没货的可以歇歇了
玩具龙，你那抽奖靠谱吗？
中？
2
良心
中
抽我
中！
中
中
怎么说
给供应商留出利润空间
中中
中
中中中啊啊啊
楼上的那你买三四万块的8848你有享受到三四万块的体验吗？
很厚吧
1
没换怎么变大了
丑哭了
中中中
小米需要友商衬托
我要环保，所以我选择套装版
快啊
套装版没货？都是一样的好吧？而且套装版只不过多了一个额外的盒子装充电器，你以为两个不一样？
素皮 爱了爱了
中
中
没有弹幕呢，你想多了呀。
中！
素皮版太漂亮了
中
现在的处理器能搞定这个镜头的运算量了
？
中吧？
我没
万一套装版基本没货怎么办，传统艺能了
我就扫个二维玛你说那么多干嘛
中
来了来了
哇哦
当别人是傻子？
中
给老子中啊！！！！！！
下方没保护真的很傻
重量好评
我我我
22222
素皮好看
不会吧 知道我缺手机
中奖
中奖
默默拉低
中奖了
中
我是锦鲤
中
抽个奖
中奖绝缘体
中
怎么进行抽奖啊
中中
为什么都在发中
中
22222
应该？苹果的没有，他便宜了吗？
中
中！
抽奖？？？
中
2
中
中
中
不给手机最环保
想要
噫，好！我中了
mi11是我的
中
中中中
很好看啊
小米10用户表示1亿像素真的方向错了
中
正常…后面大家习惯就好
中！
丑
中奖
中！
方向错了
中
方向错了
中？
中
中
中了
让这些做快充的跟吗？那就是倒退，苹果是毕竟没快充
反光反的
中中中
中
来了吧
抽个奖
中？
帅就一个字
中
你让那些家里没有小米充电头的怎么办所以还是选择有充电头的吧
中
已冲
1111
中
中
中
中奖？两部都是我的
清库存
拉低中奖
抽我
素皮的好看！
中
中
中
111111
中
中
吐了
中
有道理
中
真香
2
Holle
年度最良心机子
中
中
感觉有点丑
中奖
苹果哭了
中中中
中
中一次吧
?
中午
穿越手游给你打了多少钱
这个后边的设计也太丑了
中中中
搏一搏，单车变摩托，中
2
中
中
哈哈哈，弹幕全是中
中
关于我如论如何怎么发弹幕都不会中奖的这件事
中奖吧 一加5顶不顺了
中
刚才还说和小米十来比较，好家伙，现在直接对至尊版，基操满分
千元机同款
中
没有最贵只有更贵
中！
中
中奖！米十换11哈哈哈哈哈
中
 中
中
刚买小米10
中~！
不买手机才是环保
222
中？
为什么不放中间 真奇怪
干脆做成一次性手机用扔到可回收腊鸡里岂不是更环保？
中
小米8摄像头我就很爱了
三星：没错正是在下
手机就应该配充电器，
还在用华为mate9 不知道小米11能适应吗。
这次没有dxo了
拉低中奖率
打脸苹果
我没充电器那肯定充电器版本
中中中中中中中中中
好看啊
壳不错
中
中！！！
中！！！！！！！！！！
哈哈谁特么环保啊
我觉得，默认是标准版，抢购的时候手速来不及，基本只能买这个
摄像头模组有iPhone那味儿了
中
Are you ok
尊重用户让自己选择
拉高中奖率
中
必中必中
中
中
好的，我要了
中
然后套装永远无货！！！
必中
米11爱了
恍恍惚惚
中
中奖就没有过，呜呜
白色好看
警惕第三方故意不提醒
怎么抽
中中中
中
我是真的需要换手机了   20年末所有的运让我中一个吧
中
111
抽？
中中
中
爻
中
。。。。
中
啥？
小米回收旧手机和充电器不是更环保
吹毛求疵，大部分人只需要一颗能扫码的摄像头
2
2
好看
能扫玛，好评
中中中
后期优化
中
来啦，小米11
中
心中接近完美的机型了
中
来吧
中
中中中中中中中中中中中中中中中中中中中中中中中中
中中
毕竟是b站著名说唱歌手，are you OK？
《只有》
中
搏一搏单车变摩托
永远跟着苹果走
合着就我们在过冬啊
我我我我我我我我
GaN
中！
谁会嫌弃充电头多呀
中中中
中
中
a u ok？
无语~
中
中
?
抽我
拉低中奖率
中
中
想要
肯定不是我
让我中啊
我倒是喜欢11的夜景
中
中
记住这个是2k  四曲面A+面板
方向错了
中！！！！
Are you ok 那个太搞笑了哈哈哈哈哈哈
拉低
中
中中中
中
我想换手机了中啊
中
中
333
这什么
111
好坏啊～
中！！！
中
帮男朋友预定一个好吗 抽我
中
哈哈哈哇哇哇
中
太香了，小米九哭泣
中规中矩
中
中
中
中
中
牛啤
充电器
买小米大部分都是雷军的粉丝··
拉低来了
以旧换新
中中中中中中
不买
中
很好啊，不过我觉得米六还能再战五百年
中！！！
能中？
不用说了都是爷的
中中
中了
中么
哦中
能中?
主要是大家没有这个55w的充电器呀
中中中
没事我用谷歌相机调一下参数一样起飞
我缺一个手机
2
中
中
啦啦啦啦啦啦
手机刚好坏了暗示一波
中
估计抢不到啊
中
1，别说我装
中
中
中啊啊啊
。。。。✔
中
2
中
丑
111
2
中
求求
中
中
自带音效
中
中
应该是送，不要的给抽奖名额（必中的那种）和VIP
2
中
就是
中
2
马老师同款黑眼圈
中中中中奖
这次感觉中了！
中中中
中
中
中
中
cj
中
中中中
好家伙，给我中
买错标准版联系客服会给你登记补发的！
中中中中
真不错
绝了
中
中
不太懂
哈哈哈，支持小米
？？？
中
中！
新年愿望中个奖！！
中了吗
中
。
中
非常小？
中
中
给我中！
中中中
中中中中中中中
给我中
中
中
配音可以
充电器吧，毕竟我没有快充头
中我中我，哈哈啊哈哈
看看我们消费者谁支持环保
中
中
中！
中
？
要是有黑素皮或者白素皮就好了，省了壳
白色好看
好的我要了
很漂亮
中
手内置软件
下来估计 很多就是有跟的
给不给我都觉得不算好心
中
中
中。
抢不到套装怎么办？？？
二
中
不错 
丑
搏一搏单车变摩托
真不错
果然，设计还是小米弱项。
中
香不香？
我觉得这个摄像头还挺好看的
拉低中奖率
扫码发挥稳定
那岂不是  只是为了争个首发
中
搏一搏，单车才能变摩托
拉低中奖率
飞起来了
中
中
11
中
拉低中奖率
啊冷
中
姬圈
中
中中中中
中
我也想要哈哈哈哈
怎么中？
中
我想要 are 有 ok 版
中
买东西都不看的？自己买错了还能怪卖家？
吸欧气冲冲
中
中
中
666
中
中
2
中！
下次一定警告?
中
中中中
都是营销噱头
好家伙，我想知道不关注数码圈真的有人买小米11吗
你测评还是帮着洗？恶俗
噫，我中了
不给选=不环保  给你选=不周到  合着给选不给选都是错555
中
111
中TMD
噫，我中了
《环保》
这个香
中中中
今天刚去线下店买的素皮紫最高配，店里的人说了除非自己主动不要，都给配充电器
中！！！！
中
怎么抽奖
中
摩托是我的！
中
中！
(*^_^*)
客服太惨了
中
我怎么
怎么抽
中
好看好看
有苹果那味了
中了，我中了
中中中
？
中
中
中中中
我要中奖！
中
中
中中中
中
拉低中奖率！
纱雾是我的中不中？
中
中
1
中中中
看有人晒的客服是可以补的，即便是没货只能选标准版也可以登记补发充电器
搏一搏，我中
中！
2
你自己的问题
2
中中
中
中
中中中
中
给我吧
我要中奖
中中中
谁特么会经常买手机，
2因为我没有这么大的充电器
中
拿下
中嘿嘿
拉低中奖率
绝对环保版啊
中一下
我哒
中
中
拉低中奖率
中
唉，啥时候才有自己的中奖
中啥啊？
本来就应该送充电器，现在我们却要说小米良心
中
中
中
zhong
中
签名版我拿下了
抢抢抢
中
中？
中
好看
中
中中中！
中
中
中不中无所谓哈哈哈哈
中
等小米11 pro
中
中
中
5：20中中中
中
中奖
中
中
awesome
中
中
针不戳
我中了！
中
中
弱弱尝试一下，万一有点运气了
决色小彩壳+1
爸爸
中
中
中中中
中
苹果纯坏种
我的小米6用了3年多，换了块电池还在继续征战，就是内存不够。
我的我的
中
4给我中
中
中
中
中中
中
疯狂试探
我我
中
等蔡司
中
中一次
挖孔？不要了不要了
中
应该加点钱，比如20
套装版加1元。。
中
你这是测评机怎么可能跟米10零售版比呢？不客观
中
小
哈哈哈哈
中
中
回头中奖，哈哈哈
万一中了呢
看成了葵斯
中
我的
1111111
中
中
索尼没有一亿像素，都是三星的。
中啧啧啧
66666
中
中中中
中
就离谱
中
不加钱是可以的
中
中中中中中中中中中
真拍照还得看pro版
这不送充电头是真的薛
拉低中奖率
中
中奖绝缘体本次会翻身吗！
这是真的薛啊
中
中
拉低中奖率
中
三月出pro版吗？
中了中了
充电器挺好的
拉低中奖率
中中中
中？
中
中中中
选我
中
中
套装版只是标准版+充电器而已，就算买错了也可以找客服登记补发。
中！！
2
中奖
拉低中奖率
中与不中
中
中中中！！！
中
gei wuo
武汉？
据说可以中奖
中
拉低中奖率
中了
啥叫中？
WWWWWWWWWWWWW
中
你买的时候不会看的吗？
中
对相机没要求，能扫码就行哈哈哈
中中
拉低中奖率
中
阿巴阿巴
中啥子中
中
6
什么是环保（战术后仰）
中
中
中
中中中
中
中
中
雷军板好看一点
中
我的
1   1   1  1          1
中
这才是我要的手机
这签名是英文吧！
中
中
夜景还是得装谷歌相机
666
能中吗？
差价1000是不是不能直接比呀？
有点难看，那个鸡皮疙瘩
中
加个防水就好了，如果华为不加防水估计骂惨了
原来是抽奖啊，我以为大家都是河南老乡呢。
卧槽 这不是徐东群星城吗！给我中 我去自提，省了邮费
中
感觉品质感还不错
？？？
太作了
手持zhizuiba
大奖。
中
z中
中了吗
？过于环保
中
中
冲
锦鲤发射。
扫码够用就行
中
中
中。
我能中个奖么
中中
中
fffffff
中
中
我要
中
中
应该的应该的
厉害了
中
中
中
中中中中中中重中之重
中
中
开
冲冲冲冲冲冲
中中中中中中中中中中中
我来飞一个
我可以
中
中
中吧
太丑了
中中中
我是雷军的歌迷
花里胡哨要签名特别版
中
拉低中奖率！！！
我不信我能中
消费者要了充电器就是消费者不环保，与我小米无关
好看
中
中
中
赌上2020年最后的运气
中
中
中
好
感觉都挺好看的
来吧 中中中
中
搏一搏单车变摩托
希望我可以中奖啊啊啊啊啊
中中中
中
我觉得颜值真是高
中
前方高能预警
中 是真心希望的
中
故事开始变得有趣了
这皮也太丑了吧
你错啦，我们选择的是中奖
中
试一试
中
挂号费火锅
动态抽奖，发弹幕搞啥啊
1
中
啊奥
中
冲
。。
真正的环保！
搏一搏单车变摩托
就怕发黑
什么时候190多克都叫轻了
中中中
搏一搏 摩托中单车
中
蓝绿大厂
你环保了充电器的钱小米赚了3赢
你知道个屁
2999出必买
等线下大厂
好的不学
中
一定还是会附赠的
中
防水吗，防水就买
OV大概率不会
这性价比高的离谱
iPhone11如出一辙 看着看着就习惯了
中
2
黑色
主板不是5V2A那种头了，都55W快充了，不是很多人有，应该直接就送充电头和线的
中
牛啊，还能选
中我中我中我中我中我中我中我
中
不应该新一代次旗舰打上一代旗舰？
中我中我中我中我中我中我
给我
中
搏一搏单车变摩托
阿巴阿巴
中
苹果直呼内行
摩西摩西
中
中
找那个
中
百分之99都选有套装的，营销环保
第一次给我中
中中中
中奖 中奖 中奖  我要中奖
中
中？
给老子中
中
呜呜
可是至尊要5000以上啊
中
谢谢大家的参与，我中了
iqoo5 pro不也有素皮后盖的
中
LOGO
22222
谢谢大家参与，已经发货了
LOGO是亮点
环保版的
中
中
雷总是谁？
中啊
低概率中奖
环保应该不买
中
中中中
zz中
单车变摩托
2
中中中
111
中中
中！！
中
中！！！！！！冲！！！！！！
包装不含充电头，带充电头倒贴
试试看
万一中了呢
哇哦
2
来了来了
坐等pro
中
有没有陈睿签名版啊？
给我中
中
中
中
？？？？？
中
好看！
虽然手拿OPPO，但我也想要
怎么中奖
中
中
中
嗯哼
这一点确实不错，
中一个吧，孩子手机坏啦
有点可爱
有保护壳不环保，保护壳应该单卖
中
中
中
中
zhmgg
天选之子
搏一搏
选择的过程中已经没货了
抽奖？
比我k20p轻50g
中奖
搏一搏
专业！
求中
就算不改调教应该也会有区别把
中中中！！！
中
中
给我
中
中
中！给老子中！太爱了
中
无情的扫码机器
中
中
中奖就是我啦
噫，我中了！
中
中
肯定是我了！
中
中
镜头边框也太夸张了
让我中一个  求求了
拉低中间率
中
中！
还可以
中
中
加大分母专用评论
+1
轻？苹果比你轻30%吧
中
拉低拉低
中
中
中
好看耶
新的一年，中
中
中
我愿意用二十年寿命换取我中奖
冲
中!
我是套装版没抢到…
中
就你苹果那电池容量好意思说？
我要中奖
中
中不中就看你了
中
中
外观还可以
有抽奖吗
