请收下我的膝盖
24304人在观看
灭霸刀什么材质
啊捞姐美国队长为什么变老了
又来了*！！
高产似那啥
真的有可能
感觉可以出一部美剧美队的完璧归之旅赵
我杀我自己
握草！！！！合理！！！合理！！！！！
你上期还叫人家佩奇
6666666
命运石之门
还有一个可能，就是美队把空间宝石放在最后送回去
并再揍一次红骷髅
九头蛇万岁！
钢铁侠可能会在以后的平行宇宙电影了客串一下
究极喵喵锤
哦⊙∀⊙！
zer
闪电侠
老美队可以带一块madein瓦坎达的盾牌穿越
灵魂宝石咋还
美队欠她一支舞
所以其他的时间线灭霸都成功了吗
我觉得托尼的响指是恢复世界线
我杀了我
刚看完！
美队也是人啊 他也想幸福
那被灭霸抓到的更快吧
九头蛇万岁
哈哈哈哈哈
会见到红骷髅嘛
我绿我自己
美军营地这里应该是最后去的，同时呆在那里
共享记忆因为星云是机器人(或者理解为御坂网络)
来了
23762位盆友们好
和切尔诺贝利禁区说的一样
内是侄女！！！！佩吉的侄女！！！
hhhhhhhhhhhhhhhhhhhhh 
66666666666666666
命运石之门
疯狂剧透
红骷髅：怎么是你
休想
灵魂宝石怎么还啊
洗涤
冰棍睡美人（滑稽）
git rebase
233互相问候还行
高产
看电影的时候就在想，其实美队穿越归还无限宝石的故事完全可以拍一部美队4，可惜了呀
这种猜测也大胆了2333
九头蛇万岁
看条识片
她的大脑记忆软件是一样的所以功共享了
是你！神秘客
红骷髅:啊，原来是你小子
哈哈哈哈寡姐复活！
How are you（怎么是你）
命运石之门拉
美队把他打死了，还了宝石后红骷髅又复活了
language！
类似副本
今天刚看完
How old are you（怎么老是你）
厉害了
好的捞姐
那……
合着是死了俩灭霸
233333
而且美军营地这里是还原了历史：皮姆博士认为是霍华德 史塔克偷了皮姆粒子
zer～
灭霸说是一个星云
来啦来啦
来啦老弟
哥莫拉
啊♂♂♂
终于找到这歌了
承包我基
我来啦
闪电侠的flash point
解冻的美队，去到老情人家发现已经老了，就走了，美队故意躲开
人类的本质
星云的神经网络有一半在远端 所以发生了共享
你上次可是叫别人佩奇来着
认同！！！！！
艾米利亚 庞德
你别说还真真是
那石头还还得回去吗……
苏韵锦
把寡姐复活就行了
源代码
回到未来
共享记忆是因为她们同一个频道的
红骷髅：Steve Rogers，son of...
这堆灰是我的！！！！
啊，lorre为什么美国队长变老了，平行宇宙是怎么回事啊
。奇异人生
星际迷航也是平行宇宙啊
Hail Hydra
灵魂宝石咋办
洛基在电梯和浩克招手再见时太搞笑了。
这是世界线的收束！
神秘博士
我来了
然后石头扔了下去，碎了
而且这个宇宙的美队还可能被怀疑成九头蛇
杰克老公！！
hhhhhhhhhh
好有道理
因为量子纠缠（狗头）
妙啊
刚看完回来
来了来了~
卧槽
高产似那啥
是你！小智！
想知道格莫拉去哪了
宝可梦大师！
闪电悖论
九头蛇万岁
好的捞姐
美队：我绿我自己
九头蛇万岁
呜呜呜呜lorre可别毒奶了
90岁
老年美队手上好像有戒指！！
浓郁美式和冰美式
他是我们之中最好的
呦～是你小子啊！
x逆转未来
复联4的时间法则和小叮当的类似的
非常爽
和龙珠超的设定好像。
狙击手准备
狙击手准备
瓜子盾呢
来啦老弟
我绿我自己
红骷髅一看，呦！你小子
命运石之门
0...其实锤子也是要还回去的
哭了
这个理论下会有无数个自己 因为每秒都有无数个节点 每个节点都可能产生一个新时间线 
龙珠的设定
我绿我自己
红骷髅：来了老弟！！
就想问一下灭霸大军就一个粒子怎么这么多人都穿越了呢
鱼缸头！（滑稽）
托尼还能以记忆形态存在吗?还能复活吗?
开场就是一句九头蛇万岁
美国ass！yeah~
hahahah
就是命运石之门的设定
就是平行宇宙论啊
左右反了
老冰棍
石之归乡
世界线的收束
还有虎胆威龙啊
@鸡无命
22568人正在观看
可是，这个时间线里，灭霸还未穿越到未来啊。
居然和我我想的一模一样
hail hydra
世界线
漫威三班姐妹们，。我知道你在看！
九头蛇万岁
九头蛇万岁
但是他们有同一个云平台
zer~
啊 lorre 为什么美国队长变老了
九头蛇万岁
是的 所以洛基是个人剧支线
锤哥你的肚腩呢
托尼提了一个理论
命运石之门
而且这个宇宙里的九头蛇以为美队也是九头蛇233333333333
时间线本该这样走
我比较好奇他们怎么做的宇宙立方来装空间宝石…
危机边缘
中分美队
该死的得死
九头蛇万岁！
6
古一表示很生气。
冰美式
感觉还是古一法师最厉害
闪点悖论
和我想的一样！！
昨天看完，贼激动
话说这个bgm是队2美队和冬兵相遇时的曲子，emmm
好的捞姐
九头蛇万岁！！
九头蛇万岁！
哈哈哈哈哈哈哈哈
命运石之门?
多少岁?九头蛇万岁！！！
好的老姐
可以把这个拍一部美队4出来了~
3
罗南变爸爸了
有道理啊
是你！列文虎克
flash point
吓我一跳！！！
雷：哥莫拉，超振动波！
按需分配
班纳浩克砸东西扔摩托车好萌啊
如果这样的话，每一个单位时间就有一个平行宇宙
！！！！！！！！！
九头蛇万岁！
合理
𝙄 𝙡𝙤𝙫𝙚 𝙮𝙤𝙪 𝙩𝙝𝙧𝙚𝙚 𝙩𝙝𝙤𝙪𝙨𝙖𝙣𝙙 𝙩𝙞𝙢𝙚𝙨
怎么老是你哈哈哈
格莫拉怎么办呜呜呜
我绿我自己
美队真的会吧红骷髅踢下去的。
我绿我自己
我杀我自己
经典美式
冰美式
git
看到沃米尔的这个太阳，我特么当时就想传火了
简单说，美队自己绿了自己…
命运石之门
对，我也是这么认为的
搞懂了
看完
细节大帝，连克莱斯勒都看出来了
陪着老婆度过一生
像尼尔那边
绯红之王
微积分
神盾局特工第五季也出现了两个菲兹
哭了
暴力
合理合理
how old are you怎么老是你啊哈哈哈哈哈
列文虎克
灵魂宝石咋还啊
把红骷髅锤了一顿
洛基个人电视剧由来
文体两开花
哈哈，寡姐一定要复活
git push
只要保证那个宝石在那个宇宙就行了
口吐芬芳
美国圆眼
凭什么
时间线收束
口吐芬芳
锤红骷髅
怎么老是你2333333
沃米尔真的挺好看的。
九头蛇万岁
然而我更好奇他怎么获得神格的
命运石之门
石头门是唯一世界啊
正想看这个 就这一个疑点
666
合理啊
生化奇兵
一直想问
感觉这穿越机制有点像七龙珠啊
"闪电侠,家庭教师"
命运石之门
别问 问就是设定
对哦，红骷髅是九头蛇创始人
一石多鸟，秒，秒啊
闪电侠
怎么老是你
为什么小蜘蛛五年了还在上高中
众所周知，私信捞姐问问题一定要先“啊”的一声
跑调跑到姥姥家
可能下次拍漫威英雄电影就是拍这个平行宇宙的了
合情合理
虎胆龙威
El Psy Congroo
zer
ha
我杀我自己
好的劳姐
也就是给简打针！
我杀我自己
233333
然而主宇宙的六颗宝石都被灭霸毁了
Mind your language!
应该是一开始就去了一九四五年，然后一边过日子一边到时间了就还一颗宝石
你完了
幻视在哪呢
闪点
再看一遍，意犹未尽！！！！
九头蛇万岁
我绿我自己
我也是这样想的
笨比
我当时以为看到美队坟墓了⊙﹏⊙
把那个时间线的美队杀了就行
哈哈
Love you three thousand times
一四年!
刚看完，爽爆！
快乐肥宅
合理，太合理了
九头蛇万岁
并再揍一次红骷髅
別問，問就是量子
拍一部美队还石记
为什么非要打响指
是找到罪犯回到主世界告诉相关部门去抓他
我說啥就是啥的設定
美队穿越可以拍个美队4
我的妈呀你也太会唱歌了
"Clint,son of Edith"
再打一次
来了老弟
你怎么知道是70岁
这个和灵魂宝石那个是同一个时间同一个平行宇宙 两个地点而已
乱的一匹
回去還回一支舞
美队:我   打   我   自   己
可以科普一下闪电悖论
冰棍：要麼我就繼續睡了……~
刚看完回来！！
哇 高产！！
老对手见老对手啊
网传有雷神四啊
最大的疑问是他怎么从平行宇宙活到主宇宙来的……快200岁了
开场应该是两人一起喊九头蛇万岁吧
 哇哇哇！
dei
6666666
世界线收束理论
官方吐槽
哇！太好看了！基妹
Hail Hydra
2333333
就是bug，借完的同时平行宇宙就产生了，还回去又产生一个平行宇宙
哈哈哈哈哈哈
我绿我自己
@致命之吻
世界线
@多玛姆
为什么记忆可以共享
Steve，son of the beach
口吐芬芳
星云是电脑头，它可以相互连接，共享记忆
石之还乡
好奇支线的美国队长去哪了
美队把冰棍杀了
我绿我自己！
有道理啊
我绿我自己
看看自己的颜色
化成灰也有可能是回到过去并抹除记忆了呀
@瑞克与莫蒂
暴力
同一个的已经死了
el psy congroo
还有洛基那个宇宙哈哈哈跑了
23333
简单来说就是命运石之门那个方法
当时我和吧唧一样猜到队长会这么干了
我绿我自己
其实这个时间穿越的逻辑有点问题
我!绿!我!自!己!
zer~
问题是怎么归还灵魂宝石……
乌木喉可以侦测空间穿越的人 所以灭霸可能有空间技术
hail hydra
我以为会我杀我自己
和红骷髅打起来怎么办
合理合理
命运石之门和切尔诺贝利禁区的机制
九头蛇万岁
就按他说的拍！！！
steve，son of bit**ch 哈哈哈哈哈哈哈哈
重新做一个铁人他爸还活着
莎伦•罗杰斯
星际迷航！！！！
俩人见面都呆了
哭了
九头蛇万岁
咋了这是
这个宇宙好啊 。。
其实美队这样挺好的 和佩吉相伴一生❤️
问的人之一，谢谢捞姐
钢炼
bug确实多。。
翻译：怎么是你
硬分叉
见到红骷髅，，，，
激动啊
这么老是你
这是美队2里面重遇冬兵的曲子
今天刚看完
hail hydra
新电影预订
好的捞姐
龙珠的穿越法则也是这样
巨龙之魂(｡･ω･｡)ﾉ♡
啊～～～Lorre
好起来了
我杀我自己算啥，我还见过我上我自己，再生我自己，再杀我自己呢
我好奇空间宝石怎么变回魔方的
ohhhhhhhhh
又是新电影预订
跟七龙珠一样
寡姐！
哇哇哇哇哇
每一个平行宇宙都有另一个宇宙的美国队长穿越回去
源代码真心好看
其实就是龙珠那一套
承包处女屏
顺便归还了锤子
九头蛇万岁
卧槽，秒啊，寡姐复活的可能！！
hail hydra!
你多大了
我凑 你有多大了！！！
看完了就是爽 九头蛇万岁
我觉得可以用时间宝石归还
穿越回去了
戒指
列文虎克
男主在蜘蛛2演致幻客了
+
来了
参照《龙珠》未来少年篇，问：原版漫画中一共杀了几次沙鲁。
他们俩的记忆为什么能共享
mcu解读我就服lorre
补录脸好评
巴基应该知道美队会变老
真会起名字
就一个问题，灭霸的武器太强了吧，比斧子还厉害
好的劳姐
这应该是merge啊
而且这个时间线的星爵被战争机器打闷了，等星爵醒来拿到石头发现罗南和灭霸已经死了~
zerrrrrrrr就跑了
御坂网络可还行
盾牌你拿走吧，女人我要了
跟命运石之门正相反好吗
@闪电侠
九头蛇万岁
只要让宝石存在那个宇宙就行 具体位置无所谓
2333333
！！！！
是啊 洛基。。
刚看完回来
今天刚2刷完
对啊 这个美队按照设定是无法回到主宇宙！！！
下一个十年，我已经32了
好的，捞姐
红骷髅说了：这是永久的交易
寡姐啊！
姬无命，秀才
闪点啊
怎么哪都是闸总嗷
漫威：狙击手警告
我也想见这个
zerrrrrr
命运石之门
6666
现在 龙珠也在玩平行宇宙
hail hydra
灵魂宝石怎么还啊
而且这个宇宙的古一法师被浩克无情剧透了一脸
回去还能赶上雷妈葬礼
遵循诺维科夫自洽性原则
那丹尼尔·苏撒好惨一男的
你上次还说我叫佩琪来着
𝙄 𝙡𝙤𝙫𝙚 𝙮𝙤𝙪 𝙩𝙝𝙧𝙚𝙚 𝙩𝙝𝙤𝙪𝙨𝙖𝙣𝙙 [大哭][大哭]
可能美队在那个平行宇宙变老又回到现在的宇宙给盾
穿越回去为什么一定是借宝石的那个宇宙呢
一切都是命运石之门的选择
龙珠超啊……
和女朋友在一块儿了啊
宝石在，但是魔方坏了呀
@命运石之门
amilliapond击杀了星云
石头门
玩穿越还是闪电侠厉害
一切都是命运石之门的安排
language
hail hydra
@卫宫士郎 和 @红A
@逆闪 艾尔伯德 斯旺
终于等到！！
世界线收束
九头蛇万岁！！！
脑子共享是因为当时同处一个世界 分享相同的服务器
我 绿 我 自 己
@闪点悖论
九头蛇万岁
那个响指应该是把灭霸送回去吧
这个相对来说还是挺符合原理的。
狙击手就位！！！
我当时这儿看的也有点懵，但还是理清楚了。233
两个星云 分布式系统数据同步了 2333
世界线收束
git 删除分支
太空丹迪
！
这个宇宙应该是洛基的美剧吧
红骷髅：你小子怎么来了
超喜欢的电影
闪电侠的闪点
九头蛇万岁!!!
历史的进程
罗男做大
一切都是命运石之门的安排
Lorre求奶寡姐一波 2333333333
记忆共享那是俩人构造一样信号共享了，百度云，懂么
zer
罗兰拿的饿狼战锤吗 我还缺个马达
我杀我自己hhhhhhh
美队；我打我自己
归还宝石=做出改变让多出来的宇宙支线形成塌缩(也就是石头门中的世界收束)
星云好帅
我绿了我自己
现实宝石塞回简的体内吗
我绿我自己2333333333
还给红骷髅吗
他应该穿越到自己被冰冻的那段时间比较好
杰克琼斯的衣服的太贵了
我绿我自己
hhhh
九头蛇万岁
git rebase
还有两世奇人看完妇联我还去查了。。
来了
石头门
卧槽可以啊
可以出个外传了 
哭了T﹏TT﹏T哭了
来了 老弟
我绿我自己
源代码
九头蛇万岁
家教
细思极恐
蜘蛛侠时间线的问题讲一下吧
红骷髅：这是永恒的交易。永恒：漫威宇宙五大神之一
好的捞姐
九头蛇万岁
红骷髅只是领路人
对啊一石应该换一命啊！
卧槽我来晚了，等了几天终于有这个解析了
强行解释，漏洞太多了
无视悖论
就是闪电侠的闪点呗
和小红一起
你⚡欠⚡我⚡的⚡宝⚡石⚡用⚡什⚡么⚡还
按劳分配
我杀我自己！
洛基当时笑死我了
刚看完，好精彩
曼哈顿博士
好的捞姐
主宇宙最后还是无限宝石刷全部被毁了
l九头蛇万岁
闪点
我杀我自己
红骷髅:史蒂夫罗杰斯，那谁之子
我感觉有点像神话和魔幻手机的穿越，在一个世界线上，一切都是命中注定
直接说和龙珠是一回事就行了
对。我想的就是这个问题
这里产生分支了
捞姐高产！
可惜了！托尼！以凡人之躯，比肩神明！
啊捞瑞为什么美国队长变老啦
我先来出个叛徒，神盾局万岁
源代码也是神作啊
致命之吻
灵魂宝石你怎么换
试图
是 我 杀 了 我
魔幻手机
六颗宝石+雷神锤+五五开属性 这一瞬间美队是该系列最强角色
平行宇宙
见到红骷髅怕是要打一架
跑了就可以拍电视剧了
九人游戏！
极限脱出
高产似母……
git rebase
参考龙珠Z也是这样的
@龙珠Z
和龙珠Z是一样的
最后有两个美队一个在冰里，一个就老去了
hail hydra
我是钢铁侠
闪电侠中的闪电理论
灵魂宝石咋还的……
七龙珠也是这样
命运石之门
2333333333
见面就是亿滴血
666666
这是一四年的灵魂宝石
漫威宇宙的片子出现了好多次rimowa的箱子了……
原先的冰封了啊！
美队看着妇联的一切 可能是他撮合的妇联
九头蛇万岁
张恩睿你火了
张z恩e睿r可还行
而且美队变嗨爪了
暴力
灵魂怎么还。。
犹豫，就会败北
戒指！
好的捞姐
哦!K
美队看着钢铁侠长大
@特兰克斯
盾铁养成系
鹰眼肯定会告诉美队红骷髅在那的
一切都是命运石之门的选择
高产似那啥
命运石之门！
九头蛇万岁
hhhhhhhhhhh
好的捞姐
都是我的疑问
九头蛇万岁
zerrrrr
盾铁太虐π_π了
龙珠穿越时空原则
我过上了托尼说的生活
3933
灵魂宝石咋还
石头门啊这是
别问，问就是bug
漫威漫画就有很多平行宇宙的故事
捞姐好
皮姆博士无故丢了4瓶粒子…
简单来说，我们想怎么编就怎么编
大家好，你是我们Lorre
古一解释了
红骷髅：史蒂夫罗杰斯，沙滩之子
借了个魔方还了块石头
每个人每时每刻都在创造无数个平行宇宙
能量守恒在平行宇宙集合中依然成立
幻视属实工具人
哆啦A梦穿越理论哈哈
记忆是网络
那个世界的美队在冰里
红骷髅:是你小子
@闪电侠
就是量子力学
见面就是一句wdnmd 
和我想的一样
其实就是时间线的收缩，几个时间线都到达一个节点
扎马斯
why did you say that name!
zio
wdnmd
因为星云是改造人，神经网络在一个频道上
摘手环了扒
九头蛇万岁！
那为什么美队穿越回去变老了，明明就是一个宇宙
你好哈哈哈哈哈哈哈哈哈哈
刚从电影院回来
看完复联就跑过来看了
好的捞姐
秘书长出现
来了捞姐
美队被绿灯军团选中2333333
闪点啊
TIMUN4ever
张恩睿你火了
z er rr r ee
红骷髅说的是一魂换一魂 永恒的交易
啊~
哦
zernb
ZER的真实身份
宇宙魔方zer
连一块你可以当作wifi云盘
那寡妇可以。。
如此循环 成为类似莫比乌斯环的系统
666666666666666
回到未来
666666
美队刚走的时候带了一块盾牌啊
电影让我们所看到的 只是这无限多个的其中之一
我杀我自己
又或者你也能把它看成唯一一个 毕竟所有条件都一样
就是未来日记啊
未来日记也是
复仇者联盟
就像薛丁格的猫 做出观测才有结果 我们也只能观测到其中一个结果
复 仇 者 联 盟
Language
是我杀了我
命运石之门
git branch
星爵:队长你懂的
@石头门
可以拍美国队长4
进度条好评
寡姐复活了！！！
有种git分支合并的感觉 git merge dev
来了捞姐
好大的眼睛23333333333333
最后还现实和锤子，毕竟方便些
我想知道这个怎么还
Hail Hydra
洛基是个大问题
EL PSY CONGROO
有可能
我绿我自己
然后跟红骷髅打了一架
因为可以把灭霸大军缩小啊
我支持！！！！！
命运石之门
雷神把锤子拿走了以后的雷神用什么
享受生活去了～
按劳分配啊
神秘客!!
是美队在椅子上等他们。
那他有一百岁了吧
Love you three thousand times
我绿我自己，很合理
回到未来受到一万点伤害
寡姐，美队，托尼
绿了自己
 哈哈我也想知道
跟龙珠很像
git merge
i am iron man
多拉是因果定律，反而是他们的穿越促成了历史的发生
就是跟龙珠的穿越机制很像
 git commit and push
ohhhhhhhhhhhhhhhhhhhhhhhhh
我绿我自己
班纳博士忽悠古一说用完把宝石还回去时间流就未曾变过
妙啊
我綠我自己
我綠我自己
说实话，看了闪电侠这么久，平行宇宙和闪电我觉得算是最好理解的了，多条时间线就是多个宇宙
刚完成二刷回到家
一切都是无限宝石之门的选择。
zer
成龙的神话
口吐芬芳
那就是和闪电侠闪点事件一样创造出了一个分支的时间线
和闪电侠的很像
盾为什么碎了啊盾为什么碎了啊盾为什么碎了啊
洛基的出现变化
求BGM!!!!!
热泪盈眶啊啊啊爱爱爱
𝓘 𝓵𝓸𝓿𝓮 𝔂𝓸𝓾 𝓽𝓱𝓻𝓮𝓮 𝓽𝓱𝓸𝓾𝓼𝓪𝓷𝓭 𝓽𝓲𝓶𝓮
美队起手一句九头蛇万岁把红骷髅说懵了
git么
既然他穿越一次就会出现一条时间分流，那穿越到时间分流里的美队在老了以后怎么会出现在主世界呢
九头蛇万岁
