看到我你就不是第一了！！！
喜欢你
装配
给了给了
太强了
三连了
你币有了
这还不三连？
？？？徒手建模
过分，小学数学到高数诶
那给你好啦！
啊嘶！————
头皮发麻
？？？？？？？
？？？？？？？？？？？
？？？？？？？？？
你是神仙吧
《过年的时候》
这素材是拖了多久啊～
还挣了六百
？？？？
所以上一个视频是过年的存货
给两个币已投
好家伙
好了，你已经学会1+1=2了，让我们开始计算。。。。。。。
哈哈哈哈哈哈
好帅
默画？？？
草应该发到外网去
背写
头发看着好好
草？！！！
好耶！
？
头晕了
卧槽
绝绝子
给你了给你了
？？？
《亿些细节》
不给币不好意思系列
这个椅子看起来好爽
工    作    量
眼睛都勒出框了
随便挣了六百块
元祖吗
牛逼
曲对币投
握草
我来组成头部
快点赞！快点赞！
牛逼
《随便》
我直接瞠目结舌
卷疯了
音乐恢弘的有点想哭
好家伙
不给你币我给谁\
还差一台vr就完美了
火钳刘明
快点xdm
牛逼
喜欢
机械制图不得满分？
这tm是简单画出来的
66666
那个。。。用途呢?
是我刚刚掉了两个硬币
eva整一个啊
好酷
？？？？
这个椅子和垫子看着好舒服 谁懂
《掌握》
艺术生秒变工科？
？
就像拼了一个高达
牛啊！！
好嗨
然而0079没有全周天
草
卧槽
感觉还是建模软件好用一点。
牛蛙！
？？？
平面我都画不出来
这特么神人啊！
大佬
……
牛批
发到外网绝对要爆炸
我超。。。。
vr砌墙
Eva来一个Eva来一个
？？？？
雕塑艺术吧
《随便>
操了，突然想起那个画面了。厕所。 男性，带VR设备。传统手艺。
所以是过年的视频
好一个默画
可以说是震撼
尺子怎么导入vr的，教教我
元宇宙不能没有你
？
?
简单
我跳
哈哈哈哈哈哈哈哈
Eva
救命！
零件图→装配图
我们建筑的画图狗会用sketchup搞
？。？。。？？？
要是能在里面沉浸式写论文就好了
虽然好厉害，但大家会不会有点晕
？
卧槽
您您
懂了，是不是可以有各种各样的形态
战斗形态ing
我觉得会很晕诶
牛逼
禁止随地大小变（bushi
酷
初号机！
不知道，为啥就直接三连了
你高兴就好～
冲冲冲
《挺好上手》
？？？？？。
？
200块去哪里了！，，
默画？？
？
看到这里，你已经学会1＋1＝2了，下面让我们来探究微积分学吧
这么看我都晕了
简单的画一下，嗯，简单
by google
我要这硬币有何用？？？
靠
实践存在，理论开始
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哦 是我的硬币
我能画武器
我去
？
初号机！！！！！！！！！！！
都给我点！！！！！！！
我的娘啊
喜欢!
助力每一个梦想
在学校vr教室玩过，印象深刻
卧槽
哇这个拼装真有感觉
我是博士
超级喜欢！！！！
？？？居然是从驾驶舱开始画
直接裂开bgm
让我看看谁还没有点赞
必须三联
焯，没币了，明天再来
比博燃
电科那位吗
啊？
初号机！
我也晕
科技改变生活，这也太好玩了吧
可能是因为默认你画的笔触在三维空间里是一个面
啊？？？
好酷！
脸上压痕好名字
那什么，助力每一个梦想ヾ(≧O≦)〃嗷~
？？？
这不火天理难容啊!
太强了
墙上是什么鬼
虽然我不看高达但是这币还是得投
？
您
NB，不愧是靠画画吃饭的男人
二维还玩不明白了还三维
懂了，这是个VR的广告
《随便》
高达立于大地之上
头部，谢谢
装配体
？太强了
这几天刚做完creo的装配作业，看着视频死去的痛苦记忆开始攻击我
好帅！
元祖
我来组成头部！！！
《简单》
曲对币有
《你零件掉的声音》
大佬！！！！！
然后再把骨架画出来（doge）
好爽快的感觉
好厉害啊！！
这也太帅了吧
坐等初号机！！
xyz轴怎么确定啊
灵魂
随便？？？？
直接点赞
牛逼
我来组成头部
把内构骨架也做一下是不是可以出个1比1的
卧槽
离谱啊
太牛了
会累吧
我来组成扁桃体
真的是在造世界了
只不过不是我们的世界
这也太牛逼了
？？？？？
《随便》
这一步好帅
阿姆罗雷 高达 出击！
。。。。
卧槽你的高达居然是能进入驾驶舱的
能导入的，tilt brush的实验室模式没打开，里面可以导
太牛了
我来组成阑尾
我要以高达的形式出击
燃起来了
我来组成头部
简单滴画一个高达。好的。我明白了。
人否？
铠甲合体
突然发现驾驶舱最难画
我更喜欢你。
太难了
已经到了！快画！
我都没听懂
靠
？？？？！！！！
大佬
初号机！！！！！！
？
已经开始晕了
？？？
帅气，酷
太牛了啊
来个沙扎比
卧槽！
！！！！！！
离谱
感觉已经开始晕了
？？？
太强了佬!
哈哈哈哈哈哈哈
6666666
您
rx7802！阿姆罗！yikima！
???
您
你这叫画出高达，不叫造出高达
喷个消光
看到这里，你已经学会1＋1＝2了，下面让我们来探究微积分学吧
您
骨灵冷火
牛
太帅了！
太喜欢了！！！
卧槽，EVA厨狂喜！！！
初号机！！！
3dmax
哈哈哈哈
卧槽
简单
默画！？
啊？
偶勒哇嘎哒得一古
明明说明书是seed但是画出的高达本体却是元祖……
头发像无限
内构呢？
用自由驾驶舱的元祖hhhh
？
喜欢
！！！
晕3d的人，将在未来世界被淘汰
耶？
???牛逼
麻烦的一批
随便
白色恶魔，行！
哈哈哈哈哈、
？
你管这玩意儿叫简单？？？
高达算什么，你画个初号机，那不得排队给你投币
？？？？
太强了
牛逼
喜欢！
一嘅～！
给你还不行嘛
这个好不会脖子疼腰疼了
？
？？？？？？？？？？？
eg
功能好强大啊
《简  单  的  画  一  个  高  达》
能设置基准面吗
感觉好晕
我要sw有何用
你真的可以沉浸式写论文啊。。。手写
关注为敬了
喜欢！
？？
我连准确的安上头都不一定做的到
谢谢你 助力了一个女孩的梦想
哦咧哇刚大木一库！
这tm不是神仙是什么
ワクワク
您
帅！！！！！up好厉害
？？？？？
然后就莫名其妙干了一杯二锅头 又莫名其妙多了600（doge
太牛了！
绘画区是越来越卷了
太帅了吧
vr胶佬
卢浮宫卢浮宫
哦！好痛
建模？
rx-78
牛
坐等eva
啊？？我去
gto元祖
太还原了
maya—vr版
行为艺术
？？？？这就是美院学子的果实能力吗？
甘拜下风
太恐怖了，工业软件上色半天我都头疼，十天是真工匠精神，佩服
开始离谱
我超，逐渐大触
我爱科学
初号机！
我裂开了
我将以高达形态出击！！！
燃起来了！
优秀
太强了
《简单》
头发好亮！
煜东的二百块真不冤枉
提前进入元宇宙了属于是
您
已到达
2887
那六百赢得对
这软件超棒
哇
某位厕所里的男孩表示很淦（doge）
无敌
这跟建模没啥区别了
伯叔你好
所以高达是真是存在的！
3d就不用考虑透视了吧
工具用起来很简单，但就是不会画
?能控制光影这个太逆天了
您！
每一个设备都2k加。。。
？？？？？？
？？？离大谱
300小时，辛苦了～
很难操控的
您
厉害
电脑人？
舒服了
ohohohohohohoh！！！！！
助力每一個夢想（誤
哈哈哈哈哈哈哈哈
啊啊啊啊啊啊啊痛！！
666666
666666
哈哈哈哈哈哈哈哈哈
强袭
帅
？？人类进化又不带我
我一个学画画都震惊了
？？？？？
lipu
？？？？??.?
以为是个姑娘哈哈
????????????????????
？？？
你好清秀啊
他试图教会我
头部的走错片场了
这是怎么拍的？
看到这个视频，感觉看到了未来！完了我注定要被淘汰了。
能看出来，现阶段的虚拟软件还不成熟，但已经能感觉到那可怕的前景了。我觉得将来AI细化到一定程度，接上大脑就是黑客帝国。
。。。。
惊呆了
卧槽！！！！！！！！！！初号机！！！！！！！！我得老婆！！！！！！
很简单如果你串流电脑然后把桌面屏幕固定在空间然后就能看图纸了
初號機！！
人麻了
默默三连
？？？
？？？？
背景好粉啊
？？？？
初号机！！！！！！！！
我来组成扁桃体
以前是pico的员工，在被字节收购前离职了，3D眩晕真的是vr发展的一大阻碍
学会了，vr哪里领
你倒是快坐下啊啊啊啊
《简单》
完全胜利
哦咧哇gandam一酷！
分头行动
高达，屹立于大地之上
晕了
鉴定完毕，是个好头
零件掉了！
我们人类会不会就是高纬度的物种这么造出来的？
卧槽驾驶舱！！
过了！！！！
bgm感觉不对味
牛
很快啊，瞬间就投币了
太牛了
好家伙，你这上下热榜还连着的
昨晚被这个昏昏欲睡的声音催眠了
好干净的长相
太闲了
还好不画骨架
初号机！！！！！！
不要浪费这才华啊。我有个大胆的提议。
我将以高达形态出击！
我超，up鼻梁都卡出印子了
这步我会
天啊，这是正常人类吗
66666
tag:《随便画画》
全涂白然后油漆桶会轻松点吧大概
我来组成扁桃体
细节：屏幕上写有出击
好家伙原来200块被你赢走了
你太牛了
哈哈哈哈
我就是高达
瓦哦
不错哟
太牛了
不懂就觉得很厉害了，要是懂，直接原地爆炸了
驾驶舱视角
好强啊
我将以高达形态出击
牛批
卧槽
居然还能体验拼高达的乐趣
《随便》
阑尾那个笑死了
您
随便
牛皮
？？？？？？？？
Bgm我要哭了
活该被投币
当前1000+就离谱
up主：有手就行
Bgm然了
初号机初号机初号机！！！！
这个更像雕塑
雷鸟
好耶
给你给你
给你给你
您
bgm是什么啊
前面跟这一刻发生了空间上的质变，我的脑子：？？？？
草
拼装关节碎一地的声音
反正肯定不是硬币的声音
卧槽。。。
牛哇
我将以高达形态出击
戴上vr我还以为是个女的
原始高达
起立了
200块钱在你这吗
服气了
我要这硬币何用
您？？？？
才用300小时- -
给了
这功底可以建模，传到VRchat里，配合全身追踪，你就会变成真的高达。不知道有没有可能看到UP主肝一个
然后没保存
木有脖子肩关节啊
学个cad不好吗
我来组成扁桃体
牛逼
哈哈哈哈哈哈哈
跪了 有恒心有技术
那你得弄个没电的
博舒的视频是真的想教会我们点什么，工作室一股清流哈哈哈
太帅了
？？？！！！
您
大佬请收下我的币
机翻出戏
没有脖子
随便
你好可爱啊
太强了
真实
《默画》
点火（物理）
卧槽 我以为是表面模型 里面也这么精致
看呆的兄弟们别忘了点赞（doge）
摆姿势怪怪的 哈哈
！！！初号机！！！！！
《默画》
助力每一个梦想
我去
看自由的驾驶舱画元祖还行
好牛
还用自由的bgm，这何尝不是一种ntr
我将以高达形态出击！
为什么只能投两个币！！！
曹 初号机！币投了关注了
牛批
知道了知道了
对对对，感觉会很晕，他们超牛
真拼装模型
？
能直接坐进驾驶舱里，哈哈
元祖啊！！
初号机，我的，币投了，静等
《基本》
机械制图的时代来了
弹幕护体
晕是你自己问题
我裂开了，长头发的姑娘没了
“随便”
q2吊打pico
好.简.单
文明6？
脑机接口完善了这些就简单了
突然一张帅脸！
牛逼啊，这些软件
助力每一个梦想
狠人大神
沉浸写论文的是魔鬼吗
您？
您？？
卧槽卧槽卧槽卧槽卧槽我
托尼遭马克二的时候不就这样么
可以啊，之前不是有人在半条命里面上课吗？
EVA‘’
人体CAD
大佬
我將以高達形態出擊！
我在想，如果能加肢节是不是就能动了
疯狂暗示（。
献上膝盖
我靠
居然是SEED的歌，爱了爱了
精神感应框架
居然是SEED的歌，爱了爱了
居然是SEED的歌，爱了爱了
初号机没跑了
拉了
头好晕
好玩
哇，有原版那味儿了
终于有个正常人专门讲解绘画流程了
好痛哈哈哈哈哈哈哈哈
牛
要不直接建模吧，还能3d打印
您
这想象力能进绿灯军团了吧
〈玩玩〉
虽然喜欢，但是座舱好像不对...
发外网，可能会有人感兴趣
同款键盘、鼠标、VR！！
太强了
好厉害呀他们
233
你这个高达怎么没有上巴(bushi
我 将 以 敢 达 出 击
慢慢离谱？
您
黙画牛逼了
哈哈哈哈
有手就行
嘶，好痛
《简单》
？？？？？
？？？？？？随便
面就是靠运动确定吧
？？？
我以为是个妹子就点进来了
很简单的样子
牛
牛逼
肝，太肝了!
网游不远了
头已经开始晕了
能打印不
离谱！！
我感觉是升级版草图大师
我来组成臀部
盾拿反了！
nb
初号机！！！
较老狂喜
建模是吧
简单的画画
？
元祖，却是线型驾驶舱座椅，而里面却又不是全周天。。。。。
掉件了
有三维组装的感觉了
牛批牛批牛批
初号机！！！！！！！！！！！
我懂了空间站就是你画的是吧
建议去做元宇宙艺术家
看没看过高达的都沉默了并点了个赞
画个美女
无人驾驶模式
亿些细节
被迫三连
干嘛 为什么不介绍罗技鼠标g102 因为他便宜嘛/震怒
还以为是个姑娘
原来是默画，我会了。
你就是天狼绘梦者？
你对简单可能有一些误解
使用的是GTO元组的模型，盾确实拿反了
我将以高达形态出击.jpg
曲错无币
真的看呆了
好好玩
seed的设定配UC可还行
他好像在试图教会我们
up能不能教我学立体几何
可可爱爱
2币
我将以高达形态出击
我将以高达形态出击
我将以高达形态出击
并没有！
亿些细节
默画？？？？离谱
别相信我
太强了！
好有耐心
哈哈哈哈哈
画得好细啊
太帅了！！！
我将以高达形态出击
助力每个梦想
变大变小真的奇妙，一个咒语一个符号，一不小心就会一团糟～
辛苦列
what？
卧槽，那就太牛逼了
初号机！ ！
初号机！！！！！
从入门到放弃
我将以高达形态出击
哈哈哈哈哈，真相了
给跪了大哥
卧槽
哦豁原来是你！所以最后钱是谁的
？？？
胶佬以后不用花钱了
？
？
大佬
这样属于商业用途了吧
简单的
woc还能放驾驶舱
牛逼
太强了
我…掌握了吗？
？？？？？？？
您？
挺好上手的
求BGM
“挺有意思”
平常上班都建模吐了
eva厨狂喜
用过这个才知道up有多牛
哈哈哈哈哈哈哈哈哈哈
卧槽？？？？？？？？？？？？？
卧槽初号机
10天240小时画驾驶舱 剩下60小时画高达
厉害
卧槽
核心战机呢
好牛啊……
我将以高达形态出击
！！
歪日
跨时代的绘画啊。改良后，以后动漫是否可以这么做。又会是什么效果
草
你幻听了（doge）
？？？？
？？！？？？？？
nb
？？直火帮飞贼？？
纯路人，请问这里就是阿纳海姆吗？
简单的高达？？？？？我哭了，这就是世界的参差吗
是元祖机
我想看扎古可以嘛？
我配喜欢吗哈哈哈哈哈哈哈哈
简单
画什么初号机画自由
。
俺はガンダムで行く
肝疼
求BGM
我靠
元宇宙算数字资产的吧
默写那么牛逼！
等你的初号机
《随便》
我将以高达形态出击
我去这个比例怎么控制的
大哥
离离原上谱
感觉会晕
！！！eva人狂喜！！！！！！！！
同款鼠标 罗技g102 
尼玛，这么简单，杀了我得了
惊呆了
孩子已经看傻了
66？！
老戴
封面我还以为是妹子 果然大佬都是留长发的
感觉建模导入还快点
为什么这么闲，这要从一只蝙蝠说起
三连为敬
试图教会我
我好像明白拳皇15的火焰效果了
墙上的头…
？？？？？
随便画画
卧槽，好虐，竟然不能直接油漆桶
太猛了
我核心战机呢（
前边初号机的给我解释一下高达为什么有初号机！
哟＼(^▽^)／！等着初号机！！
腿就是个装饰品！
没有脖子的屑元祖
还以为是个女生呢
（其实是可以导入的）
卧槽卧槽卧槽
？他在试图教会我们
手工高达
两颗螺丝没拧紧掉了的声音
vr有个建模软件
是元祖
哇
我一个剑都能画10天
随便
哈哈哈哈哈哈
啊啊啊啊啊
太棒了！
啊啊啊初号机初号机！
初号机！！！
有没有一种可能，其实是他们画的老虎，从过年画到现在（doge）
？
这是1+1＝2
关于我在vr里拼胶这件事
姐姐好
艺术生几个人能达到这个水平
高达创行者（地球蓝）
眼睛没事吗？
这。。是建模吗
这。。。maya里面建一个丢进去岂不美哉
他tm甚至连内构都画了
高达屹立在大地之上！
卧槽
机械学子震惊
看up主戴vr鼻子梁上都有红印了，三连了！
强
助力每一个梦想
掌握？
真离谱
gto元祖
能动吗最后
哇酷哇
初号机！！
三连献上
果断投币
博舒好帅！！！
脑：我想画  手：不，你不想
按元祖3.0做的吗？。
《简单》
我以为是个女的，结尾是个男的
看这尾气排放，你达到国6B标准了吗？
圆圆的东西给你了
下次能不能画个红色彗星
bgm叫什么
想给三十连
GTO.!
o h h h h
?????????????????
我在alias里面应该也能做出来
我要这币有何用
哥牛哇！
模型能导入吗？
《随便》
？
这空间能力来做腹腔镜应该也很厉害
帅
脖子呢
感觉不难，下辈子再说
你币有了
出发！大和基拉
vr可以感应距离的
能ctrl+z吗
79?
元祖！
必须的给你投两个币
一定要戴上耳机听这段声音
厉害我的妈耶
所以两百块钱到底是谁拿了
？？？？？？神
赛博胶佬
随便
简单
谁不爱！
我刚看完，已经12W赞了
沃趣
你真tm牛
哈哈哈哈
哈哈哈哈哈
UP真是太幸苦了，鼻梁上都带出痕迹了，UP加油(ง •_•)ง~！！
谁让你相信的
女仆，屹立在大地之上
我前几天看你都是一万粉丝我diu
里面坐着橙汁（不是
RX-78！！！最喜欢的一款高达！
woc牛逼
我将以高达形态出击！
真好玩
牛
《随便》
我来组成头部
吓我一跳！
【随便】【玩玩】
钝角
能不能直接3D打印出来
卧槽
《掌握》
卧槽
亿些细节
10天！！
罗技G102
不是新人类很难画出来
如果再支持3D打印就完美了
哈哈哈哈哈哈我麻了
简单
联邦的白色恶魔
bgm是？
这是seed的机设啊
RX-78用seed的设定是认真的吗
GTO元祖
高达—vr—厕所      我将以高达形态出击
磕过墙的举手
这头发是“身体发肤受之父母”吗？舍不得剪？
沉浸写论文可还行……
画的是78，bgm却是seed的/doge
看着自由画了个rx-8？
你币有了
唉 这个武器我也行
帅就一个字，我只说一次
马尾哥
我来组成扁桃体
好家伙大工程
牛B啊大佬
求 EVA!!!!
？？？
？？？
可是我是左撇子
草。。。
woc。。。。。。
说人话300小时是几天
暗示投币
抖音批曲！
我发现一个问题你们大佬是不是对简单这两个字有什么误解？
三个月厉害
这还是个元组
笨蛋
《手动建模》
看封面以为是武狂
我超阿GEM
哈哈哈哈哈哈哈
《掌握》
《简单》
我的肝都没了
等你初号机
太卷了
是大神啊
就算在虚拟世界里也不能随地大小变哦
那个驾驶舱不是SEED里面的吗？
随便画画。。。
论一个艺术生闲着无聊会做出怎样的事
三万，你也太瞧不起我们了
厉害的
开始离谱
跪了 大佬
你是博婶！！
锻炼肌肉了
对不起我币没了呜呜呜，给点个赞吧
所以说你并没有画哈姆罗
激动的心颤抖的手
张大嘴巴看完剩下的一分多钟，太酷了
哇 太厉害了
RX-78！！！
随便画画
哈哈哈哈哈哈哈哈哈哈哈哈哈
初号机！！！！！
你们说最初画这个的人有多牛逼啊
已经开始晕了
《简单画个高达》
混～和～在～一～起
您？
别说了，我一句也听不懂。。
这个世界对简单，是不是有什么误解？
不是，不是不是？等会？？
自由
强袭自由
？？？？？
哇哇哇
关于我在世界混日子的故事
手不累吗。。
掌握
已经要吐了
卧槽
eva厨狂喜
没有固定参照物的情况下，这种纯底色空间，开始确实有点晕，适应一会就好了
不是油箱吗
还行
我的硬币掉了
高达屹立在大地之上
太炫酷了吧
头晕
头发好柔顺
说盾反了的就是云， 78的盾就是这样
喝醉了哈哈哈哈
15w了
哈哈哈哈
好帅啊
牛逼死了
不只是画画，还带组装
助力每一个梦想
正常吧。毕竟是立体，还能探头进去
直线为什么能画的这么直
突然这么大声音 耳朵要没了 币没了
冲鸭！
螺丝钉掉了
我来组成头部
曲呢？
？？？
哪个零部件掉了
厉害
人？
画个蒂法吧求求了
好听就是好头！
Meta就是用这个画的吧（bushi
战歌气
哇，好像拼玩具
好细节
我猜一会他要加一点点细节了
牛掰
好家伙！刚点进来时还以为是位姑娘，旁白是她同事啥的。
拜托，我真的会被帅晕
悬空头颅
卧槽！！！！！
？？？？？？？？
太牛了
太强了
我淦
您好
您
我来组成shoubi
发现了用户需求，赶紧搞个能导入图纸的应用。
拿去吧，我学不了，但我能看
可惜，如果是VR里看，肯定是更有震撼力和既视感的
《画》
看着好疼
666
牛逼！
应该放基佬环
胶佬无处不在
视频快放有种美少女变身的既视感（doge）
背景音乐都市天际线？
up都卷成蚊香了
阿姆罗，出击！
这应该是头号玩家里的台词
这什么歌啊，真违和感
《简单》
卧槽
罗技打钱！
要是能直接导入现成的模型就完美了
欧嘞哇钢蛋木
牛蛙
玩玩
哦豁。好痛
太6了啊
《拼装模型》
我将以高达形态出击！！！
结尾的BGM是啥啊真燃
wc
超纲了
师傅，我怎么发现少了一个颗螺丝钉？别说话，赶紧揣起来！
我没币
真，简单
试图在教会我画画
简单
真的很爱
曲错币无
？？基本操作？？
论文是可行的，我见过有人把电脑文件具象化
NB
买一个
简单
卧槽
我决定白嫖你
哇哦！
别人的随便
我妈问我怎么又跪着看视频
NB
GTO版的
腿可以不用画，因为腿只是装饰
元祖，你的脖子怎么没了
这相当于建模了吧……
看自由的介绍话个元组出来······
我以为是女的
厉害厉害
为什么不画大魔
BGM是大和领自由的时候0.0
挺好上手
为什么不用su
你说什么？投币声音太大我听不见
直接3连啦  牛逼
传下去：UP不是人！
试图学废了
学废了
建模倒入行不
gto78?
说明工具还 不成熟，不好用
每天挥臂1万次
不在厕所里没灵魂
可以导入的
我来组成扁桃体
RX78-2用自由的驾驶舱？
可以建模吗？
你用seed的音乐画元祖，不合适吧！！
大神呀
多视角浮窗
您？？9
太强了！！！
我的乖乖
甚至可以拼装
这是啥？
我来组成头部
这绘画水平也太高了
自己带是没有看视频这么晕的 一般几分钟就适应了
然后一个不小心没保存。。。
这不带多投点
我将以高达形态出击
我将以高达形态出击
晕3D福音- -!
我懂了，是这样撞脑袋，学到了（bushi）
卧槽，头号玩家！！！
？？？？？
您？！？！？！
同款鼠标
我来组成头部
《简单》（你再敢说简单我就给你寄刀片）
看呆的兄弟们别忘了点赞（doge）
???????????
自己不会动的就不会晕
《随便》
默画
胶佬属性暴露无遗
黏土建模法是吧
为啥78用自由驾驶舱
自己带上就不晕了
胶佬的最高境界
有没有这样的可能 盾和剑反了
画，赶紧
好毅力
vr建模阿
哈哈哈哈哈哈哈哈哈哈哈哈
初号机！！！
建模都建出来了，一个月的工作量了
这不就建模吗
高达屹立在大地上·！！！！！！
？？？？
装啦，监视器香咗
cool
是不是说明以后建模都可以用VR做了
这可以当zbrush玩了
牛叉
牛
强
牛掰！
真实
换Quill吧
这个故事告诉我们徒手搓高达的难度
感觉不错哦
以后vr里面的东西说不定能直接打印出来
???????????
《玩玩》
俺はガンダムだ!
他想教我
你太容易相信别人了
为啥能画的这么直啊
我要这硬币有毛用？
零件掉了！
太牛逼，
卧槽
！！！
gto里的才反拿，正常的不反拿
回来看高能
我聋了
感觉会断掉
可惜日语错了哈哈哈哈哈哈
告诉我价钱，让我死心
软件已经下好了，手在哪领？
初号机赛高
我来组成裆部
我将以高达形态出击
阿姆罗
？？？
我掌握了撞头
还有亿些细节
白嫖党不知道这是啥声音
随便
扑
加点特技
简单
又名“我将以肝的形态出击”
看到这里 我点赞了
大佬啊
我没有
up好强!
哈哈高达和曲子不是同一系列
你成功夺走了我的三连
牛逼
VR胶佬模拟器
太强了
牛啊
《已经掌握》
？？？
????????????/
牛啊牛啊牛啊牛啊
不我没有掌握，你不要霞嗦啊
太恐怖了卧槽
长头发的男孩子好酷!
为什么不是自由
卧槽这不火？卧槽！
太优秀
救命我把高达脑袋上的圆环看成眼睛了，还想它怎么看着那么傻
眼：我掌握了
火钳刘明
三连了
卧槽
音乐一出 直接投币！没办法了
也算是建模了
左撇子
因为是三维立体，油漆桶大概不好判定
卧槽初号机，eva厨狂喜草
曲对币有
挺有意思
有点像机甲旋风的背景音乐
？？？？
您持续这种状态多久了？
？？？
点赞18万了……
每个面？上调子？
逐渐离谱
我会这一步！！！
我会这一步！！！
？
初号机
我将以高达形态出击
好爽好酷
woc
从翔那里过来了
？？？
卧槽
这是人类能做到的吗
？！我错过了什么吗
喜欢 喜欢
您
我来组成裆部
初号机完了能不能来个盖塔皇帝
可以导参考图吧
这音乐感觉要造完高达上战场了
DNA动了
感觉手机在嗡嗡地震动
zhuli
哦买嘎我的太天啊啊啊
厉害了我的哥
太优秀了
强袭
冲！！！
不需要绑个ik啥的么
大佬
手好稳啊
谢谢，已经晕了
好耶！
让我们加亿点细节
可以打印出来吗
网吧要你儿
不投币不是人
阿姆罗表示很赞
这是seed的bgm!
阿姆罗已起码司
66
前边安头的那个，我可能点火都找不到位置
你好随便
好了，肝威胁我投币
握曹…居然是由内到外的
对不起，没有收藏了，投个币吧。
？？？？？！！！！！
太酷了吧
菈菈视角（bushi
坏了，有点晕
太肝了
对物体的立体感和大小控制也把握的太好了吧
组装好整台高达才发现漏了颗螺丝没上
火神炮好评
耳机党爆炸
我不到啊?
我来组成头部
如果能绑个骨骼就真的帅爆了
VR拼胶，妈妈再也不用担心我的手满目疮痍了（雾）
好方便，好好玩
淦
卧槽
要不要这么卷
我以为是美女
内部结构都画了！就牛
捅驾驶舱预定
过了过了快冲
帅气
！！！！
想转给他看！
手动建模啊
牛逼
动作太离谱
简单（指有十几年美术基础）
能不能绑定骨骼
他真的，我哭死
驾驶舱没人，谁在开？（狗头）
应该是笔画出来的框在3d里不太好做区域范围锁定，可能有直接画框的工具的话就能范围上色了
我刚刚看完你同寝的接了个剃须刀广告
？？？
牛逼
《挺好上手》
nb
强！
bgm是什么
打火机
嗯。。。一看UP简介 中央美术学院 壁画系14级...嗯 是挺简单的
我刚准备投给你的两个币掉了，我去找一下
我将以高达形态出击
牛逼
眼镜什么牌子的呀？
这音乐一出，我直接静音
不经一番寒彻骨，怎得梅花扑鼻香，我二十岁就当上保安了
会有人买吗？
太TM帅了
给了
艺术家随便画两笔都是艺术
马良
！！！！！！！！！！
笑了
元祖
？？？？？
我怎么看着不像驾驶舱啊，像个电竞室。(≖╻≖；) 
我靠，帅啊！
没脖子
初号机！
必须投币！！！
妈耶
超帅的好吗！！
手搓高达
好酷啊
你这是seed的驾驶舱，元祖是UC系的
中国民防X10A
梦幻联动了
过了 等你的初号机
都给我点赞
你的高达螺丝掉了
好柔顺的头发！
《简单画个高达》
您
CAD？
哇库哇库
这是个哥哥还是姐姐
太强了
脖子呢？
出击吧
画了给谁看
厉害
《简单》
币无
要能直接动就好了
头是磁悬浮的懂不懂（doge
他这个盾好像黑人抬棺里面的棺
？
卧槽
