开口跪！
库乐队做出这效果真的厉害
天才啊
白嫖失败，太棒了
哇哇哇
开口跪！！！
牛逼
这TM是初中生？老子初中每天放学还要去找狗子玩
哇
好有才华啊
我靠，这钢琴是我手机闹钟…
好喜欢你
天才少女
太牛了妹妹
神仙
！！！前方高能预警！！！
She is 逃学歌手！
深圳的校服！！！
！！！
数学老师震怒
8000
800米一点好
出道吧卧槽
为什么我手动了 
我是三十二段留言入坑的，等妹妹火了我就是老粉了哈哈哈哈
牛！！！！！！
你敢相信这全都是用一部手机完成的？？！
鸡皮疙瘩都起来了
好听！
太棒了吧！
但凡姐姐你唱的不好一点就不用收费阿，又要收费了，呜呜呜
人声好大
wc同款双人床
为啥跟我刚写的旋律那么像？？？是我抄袭了吗？？
太厉害了
好棒好棒
厉害
祝早日出道，留个足记
这真的是和我同一个年龄的吗，每日一个自卑小技巧
up是很厉害但没必要贬低内娱和华语乐坛吧 中国也不是没人才
这出道即巅峰啊
白嫖失败
哈哈哈哈哈哈哈哈哈好可爱
我去
卧槽 绝了
我和草原有个约定
忘情水
恭喜你发现宝藏
爱了爱了太牛了
绝了啊
绝了绝了绝了
这nm自己写的？？？？！
超级有才
好好听
加油
我去天才
太好听了吧
邻居吗
好厉害呀，好好听
好强
感觉还是有点青涩，不过已经很好了
写词曲就够牛了，竟然还自己唱……
我只配玩泥巴
这声音夺贵啊
这里应该是beautiful eyes
安娜卡列尼娜？
这简直是上天赏饭吃啊卧槽
iOS 库乐队，别下载了你不会的
人挺傻了，这就是音乐细胞吗
我靠
住手！！！你往吉他上抹了什么
我突然觉得自己更废了
哇
白嫖失败
这个歌词我吹爆！
绝了！！！！
三连一点不过分
妹妹有混音吧
666666
从此再没听懂过数学
智慧的眼神
太强了了小妹妹
苹果自带的库乐队
她可以一直写歌的
好好听太厉害了吧
ohhhhhhhh
好厉害！
跪了。。。
原创
牛逼
好听啊，，有才华！
同款床。。。
好听!
数学老师：？？？
好活当赏
好听！
数学老师来警告了
我靠，教练我想学！！！！！
由此推测数学苦手
牛逼！！！！！
此时回想你回家时的步伐
我天哦
好好听！！！！！！！！！！！！
太厉害了！
nbnbnbnbnbnb
学好数理化先 狗头
好好听！！
太牛了
我遇见神了
后翼弃兵
我要当第一批粉丝
我爱了今日份可以
深圳校服！！
好牛
我的天呐 大力大力我爱你
第二遍听还是很惊艳
nb
同款床同款气泡
学会了不套和弦写旋律了
进击巨人
好听到爆炸
葫芦娃？
卧槽
绝了
宣总，为什么没有钢琴呢
牛逼
绝了阿
众所周知，数学课上除了听课其他什么事情都能干出来
这个手机编辑音乐软件是啥呀
好听！
好牛啊
大聪明
厉害
哈哈哈哈哈哈哈哈哈哈
我直接一个赞
已三连
本想给个赞，结果三连了
真的厉害
卧槽
吼吼听呜呜呜
白嫖失败
！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
这个杀手不太冷
库乐队
好好学习
星际穿越
卧槽
每天一遍
图一乐的灯？！
奇行种
深圳校服 ！
救命前奏就爱了
卧槽
什么软件？
《西西里的美丽传说》
牛
不仅音乐方面有才华，就连英语也很牛啊
好美啊
卧槽
恐怖如斯
好好听
强
老天爷追着赏饭吃。
阿伟死了
白嫖失败
聪明的声音
nb
扔书哈哈哈哈哈哈哈哈
这就是天赋马
电平飙红了诶
好强啊，哭了
哇塞哇塞
药师琉璃光如来
牛逼牛逼牛逼
苹果自带的库乐队
绝了
我决定我还是去好好学数学吧
软件：库乐队
开始抖腿了
libilibi
关注了，捡到宝了
？？？？
我反手就是一个关注
我已经抖腿了
我一个深圳学生羞愧不已
！？
牛
《不到半小时》
什么歌
一键三连了！太牛了！
卧槽
375个人正在看！！！
哇靠
歌词不太行 讲的什么都不知道
写英文的原因是因为唱中文太羞耻了
开始升华
开口跪
西西里的美丽传说
出道吧
前方高能！！！
《西西里的美丽传说》吧
关注了
卧槽，
？？？？？
深圳初三生突然意识到要和这样的人比，我····
卧槽
请求发歌 想单曲重复！
好听欸
好靓女
年龄相仿的我却只会玩泥巴。
突然感觉自己好没用。
翘课？
苹果的库乐队
卧槽
太牛逼了
爱了爱了
我擦
好家伙，歌词还是英文
好神
牛逼
教父3迈克的女儿很像
卧槽
好听哇！
哇
好有才
光这英文就够劳资奋斗一辈子
哇啊啊啊啊啊啊啊啊啊啊
白嫖失败
窝草
这书可以，字都是反的
牛逼
怎么就白嫖失败了，兄台(〜￣▽￣)〜
呜呜呜华为哭了
真的是宝藏啊啊啊啊
牛牛牛牛，羡慕
不要让数学耽误了你的才华
论数学课的正确作用
这歌词是你自己写的么，多亏你有一个好数学老师
美丽传说
哇塞
懂了 这就去上数学课/狗头
厉害
好听！
币给你
同款佩琪！
数学老师：真有你的
白嫖失败
哈哈哈
天赋异禀
这歌billboard 能进前3！
我就是个废人
我直接三连
白嫖失败
太好听了
你甚至不肯叫我一声教父？
西西里的美丽传说
我听懂了是被一厢情愿
同一个世界 不同的高中生
这是什么软件啊
天赋，天赋，天赋
没错，在座的各位输在了起跑线上
神秘巨星？
好听
西西里的美丽传说
果断三连
ohhhhh
不懂
好....好强
奇行种
握草
牛逼
卧槽
。
优秀！！！
上热搜了
我要当起床闹钟了
白嫖失败
白嫖失败
绝了
太棒了
果断关注
前途无量
你好李焕英
哈哈哈哈哈哈哈
666
德善呐
牛逼
牛
有才？？？？
牛逼
我还在玩泥巴
又是欧美风
爱了
我又来啦
太强了，我去
天赋异禀
牛逼！
女王的棋局？
惊了
别人的初中
哇好听，我已是粉丝
你确定你不是在打王者？
！！！！！
牛爷爷
厉害了
才华出众！
好家伙
成为简奥斯汀
哈哈哈
库乐队，garageband 苹果自带的
牛！
疯了
秀
牛批
酱爆
啊啊啊啊啊啊啊啊好好听！
好是好听  不过像口水歌
原地出道吧
天赋
妈蛋啊
你上热搜了
卧槽
卧槽
魔兽世界
我要这币有何用，给你了给你了
后生可畏
开头真是爱了 a
像德善
爱辽爱辽
这是苹果的自带
这就是天赋吗？其实，我也有，唱歌习惯性篡改台词，主要是因为记不住原版歌词，gaga
能加的都加上
牛逼牛逼！！
这数学课不上也罢
厉害
泰勒吗
投币吧！
好像我们与恶的距离 那个女的
牛的牛的
太赞了！！！
诺丁山
……原来学霸都是把数学课当成音乐课上的
娱乐圈所谓的流量唱作人应该看看
有点像朴信惠
牛！
哇！！！！
白嫖失败
卧槽
我直接砸了我的吉他
绝逼我已经不知道怎么形容了
未来可期
一定注意知识产权保护啊 小妹妹
女王的棋局？
蔡徐坤领奖腿不抖吗？
常回家看看
你币有了
跑的那个太假了吧
卧槽
卧槽
我的妈啊
Lover不是这个意思
绝了啊啊啊啊
网抑云的标吗
果断放弃了数学
天呐撸
up猪的声音好好听
好听！
有人把你的视频搬到了快手
一瞬间觉得自己老了
厉害
好厉害！！！！
好强！
哇哦～
她抢走了我的硬币
关注了，关注了，宝藏up主
牛呀
牛
？？？这么牛掰
太牛了
。。。
这杀
牛啊牛啊
手机双扬好爽啊
这也太牛了
神了
一键三连
你年少有为，我自卑⊙▽⊙
卧槽
太强了吧
换我我肯定用水果或者sl 
把公屏打在np上
卧槽
过分优秀了！！！！
旋律挺好的
萱总NB
这里有雷同
三连加关注
最有才华的年纪
绝了
有这实力不去出道，窝在这里当一个UP主？
大清不会亡了
巨人
掌声
这就是才华
快点关注以后她成名了我们就是老粉了
白嫖失败
耳朵怀孕了
太赞了
数学老师：如果学数学有这么有天赋岂不更好（狗头.jpg）
卧槽
66666666
白嫖失败
三角铁
你是我第一次舍得投币的up猪
深圳的！！！
这水平 比专业还专业啊
绝了呀
太好听了
我跪了
卧槽
才华真的永远的神
BGM:Dreams
绝了
莫名被激励到！파이팅!!! 
白嫖失败
我是数学老师
潘神的迷宫
看傻了
厉害
好厲害
后羿骑兵
还是数学简单
猛
这不是西西里吧
鸡皮疙瘩
惊为天人
交响乐既视感
这是要吃人
去音乐综艺吧  教教某些评委写歌
很少发弹幕，但是这个妹妹真的叼，佩服加油
人才
up主一定是打雷姐的fans
果然教室上课才是创作天堂
看这个床我就知道他还有一个住上床的弟弟
人家的初中
为什么现在的小孩子都这么流批啊
牛，，，才华
所以全靠混音？
优秀
天才
好好听啊…………爱了爱了………
厉害
发网易云了吗？
白嫖失败
下次一定
卧槽
这就是天赋吗
奇行种来了
有才
多年以后我就可以宣布我是老粉了嘻嘻
天 英语好强
嘟嘟哒哒哒，嘟嘟哒哒哒
一人一乐团？？？
所以数学 课才最神奇。
牛啊
电影灵感西西里的美丽传说？
数学老师爆裂
明年百大没有up我不服
关注了好久的啊啊啊
深圳校服
nice!
牛皮
羡慕啊，老天爷赏饭吃（当然努力没少）
请问什么时候发歌
真好听
白嫖失败
不懂
nb
小姐姐出道去吧。。上啥数学课
成德善，是你吗
像极了又见奈良的女主
天才 哪个音乐软件能下
卧槽
英语啊啊啊学渣不配了
请原地出道
好棒
我天
卧槽哪里有资源
牛牛牛
牛逼牛逼
可以
牛逼救命
这就是天才吗
我给初中生丢脸了
这就是天才吗，爱了爱了
吓得我投了个币
太厉害了
白嫖失败
宣总，为什么没有钢琴呢
牛批
太真实了吧
强啊
很厉害，感觉自己。。。。。
我：同是本身根，为何我还在原地，你却已经在火星了
人家优秀，而我，我还配不上五音不全这个词
TAYLOR
英文老师：不愧是我
英语也好好诶
数学老师：还有谁不懂
中文翻譯比英文美好多
我想起了呆唯哈哈哈哈
！
我靠!!!!
七年级   下册↓                                                                      
高级！
卧槽
太厉害了
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
救命豪爵
太强了
好厉害
白嫖失败
一键三连就是现在
英语老师听了后很是欣喜，连忙找数学老师看
握草好牛壁啊啊
有股鲁邦三世的一首歌很相似……
哈哈哈哈
赞赞赞
《我的兄弟叫顺溜之音乐传奇》
我哭了
厉害呀
好家伙 第一了
呜呜呜我跪了！！！
出息了宣宣！！！
哇啊啊啊啊啊啊蛮好听的！！！
吾辈楷模
好牛
白嫖失败
天后预定！！！！！！！！！！！！！！！
专业啊
这是什么软件
没错了，这种样子，很容易辨识出是个UP了
太强了吧
单向乐队
姐！！！！这首歌一定要免费啊！！！！！！！！！！！！！
牛啊牛啊
牛
太好听了吧！
！！！
太牛了嗚嗚嗚
！！
！！
阿甘正传
库乐队yyds
第一句唱的时候 我瞳孔放大了 好听
有点东西奥
……太强了妹妹，唯有三连
穷词：卧槽
姐姐天赋异禀
逐渐何化
真好看！
星际宝贝女主角！
哈哈哈哈
泪目好听
《神秘巨星》里也有这样一个片段
这不是深圳的校服？
厉害啊
万人血书网易云
我靠！
下周中小学生歌手比赛，不拿名次别回来~
牛壁！！
听不懂听不懂
万人桖书酷狗
没什么好说的，直接点关注
？
我的妈真心服了
卧槽
西西里的美丽传说
卧槽
学校：立刻把她的数学课停掉 全部换成音乐课
听完，我的灵感又回来了，滑稽
很阴森？
人才
牛逼啊
卧槽
开始无限循环
爱了爱了
直接反手一个关注
这个翻译也好赞啊！！！！
卧槽
《西虹市首富》
我失语了
太惊艳！
明日之星
厉害
欢迎收看《人间凑数二十余载》
这发音我傻了
跪着听完
后翼弃兵
发光，你在发光！！！
欢迎收看老天爷赏饭吃系列
ohhhhhhhhhh
这个可以，很有感觉！三连！！！
想想我在初中的时候都在干啥。。。。
宣总好强
最高礼仪，献上我的三连
后期修唱和混音是谁做的？
666
百万混音+千万旋律+亿万才华！！！
媒体你懂
数学不爱你是吗
真挺好听的呀，初中的我只会打游戏太菜了
惊艳
直接粉
副歌有点儿flow味儿
好听绝了
卧槽！！！！
还是高数简单
别人用30写首歌，我用30打了把王者
是看了one day叭，感觉有画面感了
跟我小孩同款床
突然想到小夏
西西里美丽传说
太牛了
盲猜马戏之王
B站无数次提醒我我就是个凑数的
文思如泉涌
奇行种
这个转的不好
若无中文字幕。。老夫就一脸懵逼了！
好听
宣总怎么没有钢琴呢
？？？？？？？？？？？？？？？？？？？？？？？
把开小差说得那么清新脱俗
全站第一！！！！！！！！！！！！！！！！！！
真的是别人的15岁
厉害
这也太好听了吧
旋律有点耳熟
WC
直呼好家伙
？？？
盲猜《进击的奇行种》
世界的参差
我初中在地里除草
真实，我有时候也这样
世界的参差
可以出道
她还是那么的天赋异禀
卧槽
好有才啊
听起来就好厉害
数学老师原谅你了
高级！
又感觉我是来世界凑数的
真的好绝！！！
当你努力了之后，才明白天赋有多么重要！
libilibi
牛批
还是写代码简单……
我教你数学
绝了
不怕学霸会解微积分，就怕学霸会弹吉他！
耳机党狂喜
哇
啊啊啊啊啊
来感受世界的参差
就这？爱了爱了
好好听好好听
献上膝盖
好厉害
卧槽
加油
握草
2.0倍有新发现
化妆一下一定很好看
好好听
ok，这丫头多大年纪
哇，宝贝以后肯定会在这个领域越来越闪耀！冲呀！
学姐厉害
绝了这是
惊艳到了啊！
牛皮牛皮
一定是数学课本来的灵感
宝贝我快听哭了你要负责啊啊啊啊啊啊啊
加亿点点细节
阿姨我等你出道
我：教练，我想...
羡慕苹果手机
Ass
出道吧，流量出来挨打
苟富贵 勿相忘
白嫖失败
音乐就是数学
太牛了
开口跪
自愧不如，三连
库乐队……已经删了
好耶
数学课
这是她自己的声音？？？？好绝
还有点韩系长相，像谁来着
同款床！！
6666
水琴牛逼
她初中不是高中生
芜湖
真的开始抖腿了
卧槽，无敌
这是我能听的？？
神吧？！？！
卧槽卧槽卧槽卧槽卧槽
啊这就完成了，好厉害
同为05自卑了
@数学老师，这你都不管？
旋律有点熟悉
卧槽卧槽
卧槽太厉害了吧
很有天赋啊，推荐一下
我爱你妹妹
一定要坚持啊妹妹！！这个天赋真的太棒了！还很努力超喜欢萱萱啦！！
下次拍侧脸能给满分这次只能给99
收下膝盖
三连拿走
下午来乐华娱乐报导！！！！！
?
白嫖失败
16岁的我，还在屋里躺着玩手机……
火速follow你的网易云音乐
厉害
她是不是在告诉你们某一件事
格莱美向你挥手
白嫖失败
这首歌名是不是叫数学老师的眼泪
看图片像马林巴？
同款校服
太太你还可以在神仙一点吗！(≧▽≦)
宝藏UP主
出道！
你把这TM叫8岁？？？
一键三连
wc
哇！！
绝啊啊啊啊啊啊啊啊啊
我初中的时候在打架
深圳校服好评
鸡皮疙瘩从开口一直持续到现在
流浪地球
西西里的美丽传说！
好听
太强了
海兽之子？
好好听啊我的妈呀
语言指导：杜海皇
卧槽
rrr
好像NIKI
网易云万岁！网易云万岁！网易云万岁！网易云万岁！
下水道的美人鱼
枭哥，听懂掌声
封神了啊阿
啊啊啊啊，发现宝藏UP主
像脸红的主唱的声音！又有点像rose！绝了！
给不会聊天的直男们推荐个小程序叫[我会聊天]！
全场卧槽  开口跪
卧槽
你还想弹吉他。。。
这个B绝对是霉霉的粉
老天爷抢饭吃
我跪了
默默放下手机拿起了数学课本
Woc
西西里的美丽传说
太有才了
qq头像致敬霉霉
15岁？60w粉？我傻了
《赛博朋克2021》
什么App？！！
白嫖失败
太好听了吧！！！！
数学在这个面前屁用没有
酷狗在循环播放
牛批
牛批！
感觉她唱歌不费劲呢
卧槽，出道吧
两倍速更好听
好听啊
卧槽
我靠
你一票我一票up明天就出道
深圳校服
太牛了哇
声音好好听！
卧槽
卧槽，好听！
牛啊牛啊
我靠好好听
好牛
不愧是我宣总
awsl
卧槽
收下膝盖
GARAGEBAND
我是腊鸡
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
好猛好喜欢
太牛了
wolves，想起来了，就是wolves
哥斯拉大战金刚
这个视频能让你看到世界的参差
开口跪！
牛
我靠
真实
这个和声好强
从快手到b站，这视频看了两遍
数学老师跪了，英语老师笑了
路转粉了
绝
白嫖失败
赶紧入坑好吧前方高能
这句老上头了
中国小Billi Ellish
好厉害
开口知道实力是嗓子，怎么也学不来的
哦哦哦
哦哦哦哦哦哦哦哦哦
光是英语就比我好
safe and sound
这是我不用付费就能听的？？
爱了
爱了
0
哇塞
卧槽！！！
库乐队是很可以的
首页来的
hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
强的宛如开挂!
哇竟然有霉霉的感觉！！！妹妹加油加油
？？？？
圈粉了，谢谢
好家伙
卧槽
果断白嫖！
大学生表示卧槽
厉害厉害
666
宣宣没洗头吗
发音有那味儿了！！
想知道什么时候开始捣鼓音乐的呢？
好厉害啊
太秀了吧
太棒了！
数学老师流下了不争气的泪水
要多多学习数学了
是粲然宝宝吗，
跪了
白嫖失败 
北师大好评
太强了！
混音挺不错
此时的我看了一眼正在抠脚的03哥哥…
one day
库乐队
我跪了
我去太牛了绝对实力面前不需要怀疑年龄
钢片琴合成器
绝了
我心震撼
热搜！
要不是没币了
冰雪女王？
绝了
强的人为什么不秃呢
初三的数学书
卧槽
啊啊
三连
我们上高中是不能回家的，而且也没有时间回家。。。
哇前奏好听
哇去当专业歌手吧
数学老师：？
这上数学课不带开挂的啊
不上学了…？
呜呜呜呜呜太牛了美女我爱
我也觉得是唐人街探案
还好我比她小1岁
！！？？？？
数学老师看到视频原谅了你
好好听!!!!!!
天才
在快手刷到，太妙啊
牛逼
我还是去学数学吧（卑微）
库乐队吧
有人qianyimiaozai B站，后一秒就到网易云了
白嫖失败，瑞思拜
qiang
好好听啊
有发不吗？
好厉害
我旁边的室友抖起来了
好听
好听好听
强
好好听
好好听
《妖猫传》吗？
跪了
这也太TM好听了！！！
厉害了
好牛逼
好听！
好有Alessia Cara的feel!
《简爱》!!!!
牛皮
nb
颤音琴
敬礼
天赋啊
好好听
牛啊牛啊，
老师有同学溜号
求APP名字！
奇行种
这娃英语真好。
厉害，等待你成名的一天
I'm not your lover
牛蛙牛蛙
绝了！！！
库乐队
我去学数学了
牛！！
用的什么软件？
同样是初中生，让我懂得了什么是区别。
恭喜每周必看！！
太牛逼啊啊啊啊啊
数学老师一败涂地
什么软件啊 好高级
西西里的美丽传说？
66666
好牛掰，我初中还啥都不懂，
妈妈我终于听见bass了
卧槽
卧槽
我去这个真的太牛逼了卧槽
同是05，我数学课在睡觉！！！
像shi咪，我的错觉吗
好像大芝
看开头还以为是娱乐向，开口就跪
啊啊啊好强！
未来的歌后
卧槽
妹妹牛批！
老粉落泪
神奇女侠？？！
懂了，这就去写数学
我靠妹妹涨粉好快啊已经七十万了
软件：库乐队
教父？
这莫非就是传说中的英语课代表
好好听的声音什么都好牛太强了
这嗓儿！
哇宣宣长得跟我一个同学好像
数学老师:我就说你没好好听课！
《妖猫传》
我的宝藏被发现了！！！
简爱
复调音乐吧？
为什么我居然莫名地觉得好听
这玩意天赋很重要
突然认为还是数学香
这声线也很厉害啊
算了，我还是去学数学吧
我也感觉是西西里的美丽传说
66666
孩子，读书埋没了你的天赋，去学音乐吧
厉害
牛逼
听得我心动了
好强！！！！
太强了
犇
库乐队
求编曲软件宝贝们
大宝藏啊！
奇行种，砍脖颈
这英语，不应该扔掉英语书吗？
666
牛逼牛逼牛逼！
ohhhhhhhhhh
，
这个前奏 我直接跪下
强啊
是教父吗
哇！！！
牛
惠利
爱了爱了 
牛
我看
好好听！！！
这踏马要是美国鬼子唱，绝逼B榜100
牛蛙
我好像看到了黄老板的影子
强
牛逼！！！
数学老师暴怒，音乐老师死保
你他娘的就是个天才！
啊啊啊好看
众所周知，数学课除了数学，什么都有可能。
牛啊
nice
西西里的美丽传说？！
卧槽卧槽卧槽卧槽卧槽
卧槽nbnb！
穿普拉达的女王
美
太厉害了
别人的学生时代
配鼓的是什么乐器
666666
英语老师，音乐老师感动哭了，数学老师气晕了
我爱了，三连加关注了
耳朵怀孕了
歌词和编曲都太棒了，唱的也好！赞
和姐姐同城！！！！
妈咪妈咪妈咪
当场宣布出道
卧槽，开口跪系列
卧槽
我反手就是一个三连
好听
app应该是库乐队
不是库乐队吗？
加油，请继续努力。
英语不好的人哭死在钢琴上
卧槽
NBNBNBNBNB
神仙
你再有一个摄影师就完美了
厉害
好家伙我英语词汇量没这么多
您是神吧！！
在别的平台也刷到过，强
真的强
白嫖失败
同是初中生，我数学课在写物理作业
我回去学数学
有内味了
麻鸭太牛了！！！！
直接出道吧
商家啊啊啊啊啊啊啊妹妹！超好听
卧槽
nb
卧槽
？？
救命啊！好好听！
卧槽
朋友圈来的
牛逼
卧槽
操
救命救命神仙
白嫖失败
太好听了！
库乐队
能要签名吗，[嘟嘴]
《傲慢与偏见》
Joli
别人家的孩子
2027年的创造营没你我不看
握草
这个音色！！！！
我愿称你为最强
粉了
优秀的创作者
惊现人脉
西游记
卧槽？
卧槽厉害
绝了
冲冲冲
看看更健康
币没了
音乐裁缝？
卧槽
这就是天才嘛
好听
好听好听
好听!
在b站每周订阅里看到了！宣宣真的好厉害！
强
牛逼
好牛逼啊
……我还是学我的数学吧
钢片琴！
WC 
女王的棋局女主不是短发吗
6666
哇擦哦绝了呀
卧槽卧槽
太厉害了
苹果的库乐队
你这技能树点歪了
高手在民间
妹妹牛
好家伙，天才妹妹我爱了
有阿莱西亚的感觉
快上来的
小婦人？
nb
恭喜你发现宝藏
数学老师拼命打，音乐老师拼命护
真的好厉害！！
还是需要好好学习的
是库乐队吗？→
我知道我为什么上数学课了
高考前才气爆棚的你！
英语这么好学什么数学
好牛！！路转粉！！
哇哇哇
这个叫钢片琴
卧槽
这难度太高了我还是去学高数吧
真的好有才​
Wh in a line?
666牛逼牛逼
这是啥软件
Garbage Band
nbnb
好家伙
啦啦哩啦啦啦啦哩哩哩啦～啦啦哩啦啦啦啦哩哩哩啦～哩啦～啦哩啦哩啦哩哩哩啦
我不是初中生，我是个屁
这个床我喜欢阿
np
爱了
....
好沙雕啊
强啊，写不出来这词
奇怪的鼻子
好可爱啊啊
库乐队
无垢巨人
美女
还就内个天赋异禀
原地变粉！
@华晨宇
我睡觉去了哈哈哈哈哈
火了历害
听不懂
国产Taylor
哦西八儿
厉害
第一遍就喜欢上的旋律，妹妹超强呜呜呜
洗脑在于重复在于鬼畜
卧槽
卧槽
这就是天赋，让普通人羡慕
先关注再说，说不定以后就出名了我也是个老粉
这个杀手不太冷
NB
爱了爱了，宝藏up
点赞投币就对了
这要是b榜得霸榜十个月
确实有神秘巨星的影子
天才啊，我要惭愧死了
妹妹太厉害了
14岁？
卧槽，这效果
我的库乐队只会用来设置铃声
明明就是榜单歌曲...妹妹发在哪我去收藏
爱
绝了！
你去发专辑吧
这哪里叫老天爷赏饭吃，这叫老天爷亲自喂饭
快去学英语
老天爷亲手喂饭吃
灵光一现
这是纱雕区的吗？爱了爱了
阖家欢乐
大佬
人才
厉害啊
强势
宣宣排面！！从六十多岁的班主任转发再来看一遍！！
感觉自己30年白活了
冰雪奇缘
还挺标准啊
卧槽
我去学习了
这不是北京五十七中校服？
是她唱的吗，爱了
热搜啊
卧槽
中国meimei
震撼我妈一整年
牛逼
天赋 真的是天赋
我靠
ohhhhh
开口跪
欧美范的，真的是大神
奇行种
厉害
软件：库乐队
卧槽
卧槽
牛逼
一张嘴只剩卧槽
跪了
厉害了
投了投了！
6666
同款床
卧槽
妹妹好厉害啊
团团来的
我擦
原地爆炸！！！！！
妹妹加油哦！！！
握草
我靠这英语不150说不过去吧？
牛逼哄哄
《举起手来》
太强了
哇！！！
卧槽卧槽卧槽
数学课真的是灵感迸发的一门
我靠
直接三连
卧槽
宣总，为什么没有钢琴
现在的初中生这么6的嘛？？？
秀得头皮发麻
开头见
牛批啊
这是logic pro x
来人把我sha了给妹妹助个兴
天才少女
高手啊
妈见打系列
one day
这怎么可能是西西里美丽传说
你币有了
越活越承认天赋的重要性
0.75倍绝了绝了朋友们！！！！！
西西里的美丽传说
顿时起鸡皮疙瘩
挖槽
真棒
牛哈哈哈哈
牛牛牛牛
哈哈哈哈哈奇行种
西西里
天啊苹果手机一个软件我是真没搞懂
等公交就能哼的旋律
666
这是英语课代表吧
库乐队？
神奇女侠！！！！
神吗
深圳校服！
后浪
青你没你我不看
瞬间卧槽
秒杀我
瑞思拜
利害
格莱美拿个奖不过分吧
《简爱》！！！！！
牛逼
宣宣这孩子打小就聪明
强啊！
加油 小妹妹
我默默地拿起了数学课本
单曲循环了几遍了
白嫖失败
真的很好听
话说混音在哪里？我都没听出来
老天爷：给我把这碗饭吃完！！！
已经跪下了
卧槽
好棒啊
你我只会喊卧槽
正片开始
牛逼 我晕了
西西里
一听BGM就知道事情不简单
卧槽
厉害
格莱美听了想颁奖
好听好听
牛牛牛，
深圳南山外国语前来报到
绝了
网易云能搜到这首歌，太好听啦
卧槽好听
每一个人的灵感真的是神迹啊，只要善于捕捉和记录，即使丢失很多也依然是。没有浮夸的虚高，很真实也很有价值。
签公司要看清，很危险的，公司会白嫖你
我的 汗毛
叔叔要这硬币何用
九年级下册数学书
牛逼
我儿子问我为什么跪着玩手机…
卧槽
爱了
天赋+勤奋+财力
绝了卧槽！！！！
欧美范
库乐队这个是库乐队
这也太厉害了吧
原来库乐队是这么用的，我都是拿来设闹铃的..
我来人间果然就是凑数的
你收费吗我想用它当铃声
ohhhhhh
救命，好听
西西里岛的美丽传说
牛逼
救命好绝啊啊啊啊
好家伙
数学书扔了吧
这个杀手不太冷吗
我的天啊，跪了跪了！
佩服佩服现在的小盆友厉害了
看完 我想重开啦
除了我靠我不知道该说些什么
其实音乐和数学是相通的
鸡皮疙瘩炸起来了
视频号特地来补三连
马上要红了
大三学生开口跪
这就是你上课不认真的理由
Ohhhhhhhhhhhh
求网易云呀
厉害厉害
