好臭的攻击（恼）
提米提米，你死了鸽子
太慢了
火钳刘明
吱吱吱
2000+
暖雪
长手打短手是吧
我岩史莱姆还是孤儿
日常emo[看]
这爆率？！！！
高技术力啊
公子：我放在黄金屋的音响怎么跑这了？？？
风史莱姆风套减抗岂不是伤害更高？
我叫香菱，愚人众末席
2000+早上好
我超
今天的食材有点凶啊
毁天灭地是吧
香——菱——
+
牛蛙
香菱的锅巴呢？
等一个原魔香菱本无伤速通
锅巴去做游戏了
火属技能打在火史莱姆不免疫我不李姐
草 吸
女士：你们原神没有自己BGM的吗？？！！
战败cg和动画没解锁  肯定是国服  我在国际服就很nice
冲冲冲
武器大师香菱
风史莱姆不应该飞到天上吗 
吱
《原魔国家队》
好臭的史莱姆
风史莱姆飞起来不是随便虐？
把这些原魔干掉这些就是我们的了。
香菱:诸枪精通
哈哈哈
2000+的朋友们早啊
火钳刘明
怎么不放锅巴出来
不用风史莱姆减抗性?
十倍烈火 刀！刀！爆！
哈哈哈哈
太刮了，我满命债务人，一突四万三
这个视频必须上热门！
还是不行啊坨子哥早杀完了
刚才去玩了，哇，爆率真的很高
前面说女士bum的假粉丝，这不是公子吗，本菜鸡听的可多了
经典国家队
滑板鞋?
食材打人啦
火钳刘明
吱
2000+
这个香菱好刮啊
牛逼
为什么我的甘雨是固定范围哈哈，
坎公？
火钳刘明
感觉这个比原神好玩
战士输出高，烈火刀刀爆.
进度条告诉我没那么简单
香菱的武器库
@原神
啊这 奖励爆炸啊
凯南
笑死，居然还能拒绝的吗
公子：你们史莱姆不是自带音响的吗
元气骑士？
这蒋丽不比凯瑟琳高吗？（考哥）
香菱居然不用黑缨枪打史莱姆（doge
为了丘丘魔君
和老头环什么关系 瞎比
坎特伯雷是吧
哇塞塞
我三连了 我奖励呢？
武器大师•香菱
感电很强只是没控制。
这怎么能不火？
我去，上号刷本
不将就
锅巴呢
然而我拒绝
不可能！！绝对不可能！！！
锅巴
你这史莱姆怎么会物理攻击啊
我必须三连
我通关了，奖励呢doge
还是得无相系列国家队好用
将…将军？
六星战神
带个草史莱姆能躲
琴史莱姆
打不过食材的香菱是屑
@原神
打击感不错哎
前面的火冰不就是二倍伤害吗？
这奖励够我玩到关服了
武器大师香菱
躺下躲大风车跳起来躲冰环了属于是
好臭的史莱姆
卧槽
好玩！
这是公子的BGM吧
疯了疯了
史莱姆是元素生物 大招不用能量只有冷却 河里
套盾不是冰或岩才对嘛？
无限枪制
开庭
吱
香菱这个boos怎么没有大招
哈哈哈
我在
这融化好臭
这三连值
敌人也要元素伤害吧
炎王帝君的眷属呢？
2000+离谱。。。
岩史莱姆可以架盾吗
守望传说hhhhh
您这关卡都不限时的吗？废话，限时针对的是原神！
打嘎口头哇路
打嘎口头哇路
虽然能玩，但是我还是觉得人偶将军更香诶（
原 麓
你敢信  我竟然看了超过一分钟了
武器大师
【我没有甘雨，所以用冰史莱姆模拟一下】
我飞天铅球呢
锅巴叛变了。做游戏的就是锅巴。
BOSS伤害给你刮痧呢？你打bosss伤害那么高？
boss能加强就更好玩了
牛蛙
火要无了
火打冰融化呢？
您
这风史莱姆大招为啥是行秋的啊
温迪、风主、行秋和不知道，表示：
爆发为什么要用我们的战技图标啊喂
没有极限闪避我不是很认可
不会有高招没有对空吧（DNA混乱）
还挺好玩
666
3000＋认真的
彩鱼留红
3000
3000+········
说boss刮痧的你自己去玩啊搁这说什么屁话
3000+
枪之宝库笑死我了
我锅巴呢
雷 霆 战 机
3000+？
？？？
我这时候还3000+
这次一定
还有二阶段
离了个大谱
没有抽卡不是很认可(doge)
公子：你们没有自己的bgm吗
我超！
一般都是水回血
神里绫人
好臭的伤害
卧槽卧槽
像极了我打泰拉瑞亚
有没有一种可能，她扔的是厨具
好臭的伤害
火钳刘明
woc爱了爱了
我直接掏出草史莱姆
火前刘明
火钳刘明
好臭的融化
3000+观看
好家伙
拒绝领取
元气游侠加导师（bushi
大佬
椒盐的好吃
我想要
好臭的伤害
？？？原神你看看人家！！！
魈馋哭了
草史莱姆好玩不
马克休斯呢
真原气骑士
离谱
风史莱姆扩火呀
卧槽
香菱版公子
你这人品也太好了吧！酸了~
锅巴？
此时一个苹果用户失去了梦想
请问各个史莱姆用什么圣遗物？
打击感不错嘛 
原气骑士（元气骑士）
永冻流它不香吗
达达鸭：你自己没有bgm么，，，
凭什么用盗用这个词?作者没有用于商业用途，你这随口就来诽谤倒是对上了
岩史队不行啦？
直接合体，十彩史莱姆
哈哈哈11454。。。
原气骑士
4379
坨子哥来全杀了
XXXXXXXXXXXX
我听到了甘雨
114514
这是一个根号嘛哈哈哈哈
牛逼
原神学学别人原魔的奖励
一个原魔玩家那这些角色是要突破吗(doge
好臭的伤害
史莱姆国家队
三段香菱 牛逼
"强,灰常好"
回血的不是水史莱姆我不服
不错，哪里可以下载
应该水加血
经典后撤步
？？？？
居然不是护魔
太难了，我现在还没刷过，建议UP削香玲
锅巴呢
我想看小宝暴打公子
风杖！
我昨天刚出了个遗迹重机，实在太好用了
31秒的q比策划命还长
游侠是吧
领取封号的奖励啦～
我的勇者
这纯史队不行啊
火钳刘明
食材打人啦！
臭死了（恼）
玩原神的时候这句话听起来虽然有时候很奇怪，但玩原魔的时候真可怕
香菱怎么不带史莱姆枪
114514
封号的奖励
锅巴不在正在解说吗？
不会是召唤迪卢克？
给爷火，火起来也就是老粉了
食材打人啦
水史莱姆才是奶啊。
火史莱姆是怎么打出无属性攻击的呢
明明是史莱姆却能打出物理伤害的屑
雷史莱姆需要两只贴贴充电
连原魔打反应都不愿意带雷系玩
怎么哪里都有万豪啊
无限血量是不是啊
可这个是史莱姆队呀
z
枪神香菱
思 路 清 晰2333
我超，魔
王の宝库
召唤卢姥爷
香 菱 大 战 史 莱 姆
建议加战胜CG ，香菱大战……
114514
嘿~哈~
锅巴是原魔的
？
仕女+冰胖+水胖+雷祭祀，永冻感电流
公子：？
“二创”
史莱姆凝液确实是食材
是魔神马克修斯的炎之吐息
哈哈哈哈哈哈哈，香菱长枪大师，什么长枪都可以用
3000+观看
像砍公骑冠剑或者是我的骑士
不公平
我的原神
好家伙！！薙刀不要钱的啊
？？？？？？？
卧槽！
水晶巨蟹？
安柏：你就没有你自己的技能图标吗
开局提示，枪王出现 
在哪可以玩
3000+
史莱姆对，哪有深渊队厉害，还有还有萨满队也很强啊
好臭的伤害
???薙刀分我六把呗
火钳刘明
2000+
好臭的火史莱姆
原梵
你用挂，香菱玄火轮打到你的水史莱姆了咋不是蒸发
原魔骑士
强化：指四星武器强化为五星武器
世界名画
 Make Shlaim great again！！！
2000+
像极了你打史莱姆的时候
这史莱姆也太刮了吧，我漂游浮灵队一下就没了
太难了
香菱，史莱姆枪呢
2000＋
甘 雨
就一个副本，差评
事实证明，疯狂开大就能过
打钟离怎么办。。还带着黑缨枪的那种
嗨嗨嗨
嗨嗨嗨
嗨嗨嗨
114514！！！
哈哈哈香菱好惨呀
2000+
东 方 厨 房 谭
无敌帧 我想振刀了
救命，食材打人了
原气骑士
风盾太脆了，我不是很认可
风史莱姆大招是物理伤害我不是很认可
？？？？？？？？
牛！！！
香菱大招无法召唤萍姥姥我是不太同意的！！！
挺好玩的亚子
上啊，坨子哥
你可真是一个小天才
她打我的伤害都是521，她心里有我
2333
太牛逼了
开源嘛开源嘛
开源嘛大佬
兄啊，这么臭的史莱姆还有什么存在的必要吗（恼）
融化反应，确实火伤颜色
良心
这香菱坏掉了？
好臭的火史莱姆（恼）
好臭 啊
麻辣
好牛
冻结吧
233
卧槽
我超
师傅的武器库是吧
武器大师-香菱
召唤魔神
锅巴呢
我超
人才啊
椒盐
错了冰打火是1.5倍伤害啊
琴：这个我熟
迪卢克喷火
靖妖傩舞
有战败cg吗？
牛逼了老哥
香菱有这么厉害吗？
我超元素反应都整出来了
带个流血狗，会更猛吧
锅巴！喷火
2000+们好
感谢up的精美游戏，元素反应机制还原的真的很好。
你这香菱是黄金矿工吗（bushi
太强了！！！！！
岩史莱姆站不起来了吗
是锅巴
香菱:值得我，再认真一点（doge）
GenMonster Impact
锅巴
公子；你没有自己的BGM吗
草
下载不了米上是啥
武器大师
太牛了哈哈
火钳刘明
好臭的伤害（恼）
但，凡事都有代价！
马克修斯魔神吐息
得而复失
你，略胜一筹
什么鬼伤害
珊瑚宫的观赏鱼味的
锅巴，吃饭！
东方？
公子震怒：你们没有自己的bgm？！
再来亿遍
许愿雷神
香-菱-
武器大师是吧
抖音一堆翻拍的。。。。
还是不行还是太刮了，还不如丘丘人队
（〉〈）
你们原魔没有自己的BGM吗
啊啊啊啊
？？？？？
有第一阶段了那锅巴肯定在第二阶段啊
下载密码是什么？
哈哈六星战神香菱
火钳刘明
武器大师
尼玛给我看饿了
原魔都有盾条了，原神什么时候有？
火钳刘明
我点击了拒绝领取，于是暂停了
史莱姆果然是六星角色
锅巴正在解说
“我的原者”
光耀之堂
少个大招没说啊
拒绝领取
风史莱姆太强了
什么王之宝库
爽爽爽
史国
作者大大会不会跟随原神更新啊
我超om
锅巴呢
锅巴，喷火
5uk7
这血量，圣遗物都歪生命了吧
拒  绝  领  取
琴团长
一直暴击不是很认可
2000+*2
六星战神
还是鱼叉香菱
你这史莱姆怎么有物理攻击
香菱果然什么长枪都能用，哈哈哈哈哈哈
拒绝领取
香菱：你的实力确实值得认可
奖励太丰厚了吧
元气骑士(确信)
手机可以玩吗？手机可以玩吗？
真原魔玩家
香菱的宝库
在此宣判！
目测是锅巴
放灶神啊
套
666
火史莱姆————
这香菱怎么不会用战技
好臭的火史莱姆
地形没做好
欺负手段呀
臭史莱姆
兄弟们，上号抽雷神了。
这个火史莱姆有火免吗？
打完给敌人加装备是什么鬼？
？
看着蛮好玩的
mhy学着点
刮尼玛痧，这样才是正常打boos好吗？
大家把伤害X2看一下（
濑由衣是吧
咦~蹦
《根 号 下 泉 林 鬼》
1000＋
I wanna既视感
游侠
up教我史莱姆国家队打岩王帝君呗
《普信男》
这个是我的勇者，不是元气骑士
逐梦双蜥
火钳刘明
火钳刘明
666
公子:不要偷我bgm
同人游戏处处是元气
懂了红金巨蟹
史莱姆大战刻晴（
大巫师
好活
火钳刘明
建议新手抽一个火把丘丘人
Up快点把iOS版本安排了
不该是草系回血吗
牛啊
迪卢克出击！
锅巴在解说啊
3
woc，二.........二创？
马克修斯，魔神吐息！
体力太少了一看就没捡魔之眼
1000+在观看hhhhh
三连了
521的屑香菱
波比？？？
这是原神的东西在原魔没用
领域展开！
《关于我变成史莱姆这档事》
这些都是强化材料
呆萌香玲
z????????????????????????????给我，就是神我也杀给你看！
能不能给我链接啊，没找到
《二创》
原气骑士？！！
卧槽？啊啊啊啊羡慕了
火钳刘明
以撒？
甘雨不是怪吗？
好臭
经典卡岩
香菱：扔一把鱼叉不要紧，我有“王之宝库”！
所以这是一个弹幕游戏？
我觉得可以把boss难度调高。
现在大家知道该玩哪个游戏了吧
>_<
《冰城国际》
原神你看看人家
密码是多少
你这火轮怎么打的物理伤害啊
懂了，水史莱姆就是行秋
香菱？
火史不是免疫大招吗
啊 这个奶火史莱姆一点没吃的呀
这锁定不比八重的强？
这锁定比凝光强
飘浮灵史莱姆
诶呀，食材打人啦！
！！！这奖励
Dio娜
根号下日小林鬼
拒绝
公子副本
嗯，刚刚我是不是看到了胡桃专武
！！！
boss都是不可冻结的
史莱姆太拉了
【雷电影】进入直播间
以及原魂
1000＋
等个霸体boss
甘冰
讲究
你他娘的真是个人才
枪之恶魔
元气骑士（确信）
锅巴是吧
锅巴呢
通关了
炸一看像坎公骑冠剑
《114514》
臭史莱姆
王之宝库
114514是我看错了吗
ios怎么办
这不元气骑士吗？
这音乐是打女士的音乐
蜘蛛的E
逆天
1000
精通0
什，最难的难道不是班尼特副本吗可恶
臭 史 莱 姆
你还算有点长进（）
请问这个奖励可以转到原神账号上吗（）
绫人
原气骑士是吧
元气骑士既视感
琴妈
笑死 我卡过整岩
哇哇哇
抽奖中了个北风狼，好用
香菱大战史莱姆
伏特加女孩直呼内行 
香菱：这个食材怎么那么难杀
up猪挺厉害的，就是模型看着有些笨拙，可以稍稍优化一下速度和香菱的攻击方式，加油哦
好丰厚的奖励
81
有点以撒内味了(狗头)
秀儿
好流畅啊
香菱大战史莱姆
坎公骑冠剑感觉hh
homo连史莱姆都撅吗（悲）
过关了
我滴妈，这是要发呀
好臭的数字
1000+离谱
70级的香菱
我的勇者？
锅巴离开了香菱，去做UP主了
感觉类似地牢那种哈哈哈哈哈，挺好玩的
盲猜卡岩
牛的
香菱这武器是真滴多
怎么下啊
离谱!离大谱!
锅巴：那我走？
钝角
这！！！
114514
这是公子的bgm不是女士
二创sha疯了
这香菱怎么没有火轮啊（doge）
1000+的朋友们晚上好
我超 原……元气骑士（？）
锅巴是魔神，原魔好吧
好臭阿
好臭阿
鬼的脚太魔性了，可以试试换成魔鬼尾巴
什么弹幕游戏
雷神卡尺，指的是原神雷神周本，在原魔和若陀同一强度的角色
风史莱姆国家队
最前反应队怎么退环境！人均雷莹，三法师高配队是吧
公子:你没有自己的BGM嘛
说真的，飘游同款阵容已经打完了(doge
根号哈哈哈哈哈哈哈叫姐姐
@原神
根号哈哈哈哈哈哈哈哈哈哈哈哈哈哈
椒盐yyds
公子：你们原魔没有自己的bgm嘛
香菱的王之宝库
明明有5星枪却只用鱼叉的香菱是屑
香菱:救命啊，食材打人了
为什么不切风姆减抗？
没抽风史莱姆的都是相对失败的人生
好耶！
许愿冰萤术士！
通关回来了
灶神呢？不放出来？
香菱：王之宝库
感谢up给我带来欢乐，我通关了，剩下一点血过的
一阶段？
如果换成是公子你就没那么多时间能躲了
一直在用公子的音乐你们是刚听出来吗
没放锅巴啊
你冰史莱姆没壳子的吗
蜜雪冰城
风史莱姆全程后台
温迪直呼内行
香菱吃回血药了（确信
还吃了攻击药（doge
火史莱姆不是可以无视大招
扩散呢？
道士十五狗，全区横着走
？？？
开挂啊，史莱姆的血量碰到就碎了，现在原魔又没出五星史莱姆boss
马克修斯，魔神吐息
你这史莱姆属滑板鞋的吧
武器大师
这香菱充能不行啊
看操作键，果然原魔没有跳跃
另一个是锅巴吧，这是无限枪制吗
师傅的枪法：指武器库
火史莱姆人上人
草
 那会不会卡半岩狗头
拿的还是鱼叉
香菱是突破材料，哈哈哈哈
鱼叉香菱
我说没有锅巴，点开一看，原来up
好家伙，香师傅有不少枪呢
这才意识到是公子周本的音乐。。
114514
复仇女神表示很淦
不生孩子干死资本家！！！！！！！！
香菱大战史莱姆（doge
明示三连
不做原兔？
火系姆上姆是吧
就这？就这？我漂浮灵已经打完两遍了
鱼叉
下载一直卡在零
锅巴：那我走
挖槽
没有水史莱姆，可以用雷史莱姆吗？[doge]
公子:BGM用完还我
风史莱姆永远滴神，强度试是一时的，可爱是一辈子的
火神之诗
为何风元素能套盾？
公子:不错不错，你的实力值得肯定
公子:不错不错，你的实力值得肯定，但凡事都有代价
裁风留虹
卧槽，无限枪制
公子表示很淦
什么玩意！
退环境了doge
好家伙，我慕了
我抽到若陀啦
纠正;不是雷神是雷军(人偶)
不是水回血吗？
椒盐
另一个是不是迪卢巴
√泉梵（确信）
奇行种史莱姆。。。。
食材打人啦
香菱大战史莱姆（bushi​
《普信驴》
《114514》
没有锅巴
满命草
好像战魂铭人
哪里下载；：：：
????
在哪里下载啊
……明明能永冻，非要打融化
米忽悠好好学学人家！！！！
牛逼
为什么你的火史莱姆不免疫啊•᷄ࡇ•᷅
兄弟们，上号
火史莱姆：安柏。风史莱姆：行秋
武器架
暗示三连
往生堂堂主【胡桃】进入直播间
看不清雷史莱姆么
为啥火史莱姆扣血最多，不是免疫火伤吗
密码多少啊
0.
三连
《1145114》
《1145114》
香菱的确机制6星
可以下载吗
woc 枪神
换流血狗队伍已经做完周常本了
yysy看着还挺好玩
怎么都说是女式bgm，这明明是公子的好吧
整活好
这么臭的史莱姆有做成食材的必要吗
傅翰林到此一游
傅翰林到此一游
原魔
锅巴呢
建议用荧打，叫荧魂
我直接无伤通了，挺有意思的。
这不黄金屋的bgm嘛（doge）
打蒸发呀
为什么风可以套盾，岩史莱姆没机会出场了吗
香菱十五枪，全区横着走
1000
锅巴呢
那是不是该把boss难度调成一刀秒让你无伤啊？↑
心脏骤停
火钳刘明
在哪下
在哪下啊
114514
为什么史莱姆会打出物理伤害啊
原来凯亚的技能是学冰史莱姆的
哈哈哈哈114514
这离谱的大数据
卧槽  快让我玩我要玩这个
原魔国家队
《火 坑》
windows的按键灵敏度可以改良一下
拒绝领取。
不要去点击
哈哈哈哈哈哈哈
雷史莱姆呢？打超载蒸发伤害贼高
火钳刘明
米哈游快投钱，老子要玩
建议模仿老头环
行秋:你没有自己的元素爆发图标吗
为啥我点了进不去
然后告诉你全是碎片，集齐一亿兑换
密码是什么
不选蒜香的肯定都是南方人
？？？？。。！！！！！
火钳刘明
可以拿若陀龙王套盾
嘿哈
迪卢克喷火
[愚人众第十一执行官]进入
这史莱姆好臭啊
毁   天   灭   地
《臭爆硫火史莱姆》
你是不是说了芽衣？
1000+
我野猪王呢
锅巴呢
一个香菱掉落七个香菱哈哈哈哈
枪法
？
不灭的香黛因
武器大师不愧是
《六星战神》
公子：除了BGM，你们连自己的三个阶段也没有吗？
大招呢？？
萍儿：这不是我教的啊？？？
我趣，元魔骑士
风雪的缩影！
风雪的缩影…！
晚上11点，1000+
臭史莱姆
锅巴！！
感觉，boss的攻击有些呆滞，虽然攻击欲望强，但很多时候都在原地
我四元素史莱姆队爆杀好吧！
《女土的BGM》
嘿~~~~哈
套盾的居然不是岩史莱姆我不服
在哪里下载啊
可以可以
《原气骑士》
这不比深渊难？
草
点X
天才
公子：你那么大一个香菱，没有自己的BGM么？
火钳刘日日
《安黛因》
好可爱啊
还有一个大招呢
牛
公子：你们没有自己的BGM吗
玩过
114514
我这次小保底歪了纯水精灵
公子：大鲸鱼来喽
才听出来是公子的bgm
香菱本随便拿个雷音权现不是乱杀。你说平民哪来五星雷音？可是UP火史莱姆一砸十一万是平民伤害？火史莱姆这套魔器给四星火大树都能乱杀香菱好吧？史莱姆就是退环境了，要不是常驻谁抽他啊？萌新别被UP误导了。
传说法师（确信）
??????
法师控制强，冰霜爆全场
为什么不开大？这个香菱思想出了问题。
公子
火史莱姆免疫
原来火史莱姆的元素精通是零
啊啊啊，食材打人啦
好臭的大招伤害
好家伙
璃月枪王
七系主角未来可期（确信）
王之财宝
不打我老婆了
ubw
下载
虽然但是把史莱姆队和萨满队放在一块比的时候萨满队已经输了
打输了是不是就要变成糖霜史莱姆
？BOSS能被冰冻我不是很认可
火钳刘明
“手痒难耐渴望打架”
食材打人啦
这主角绝对不是我，我没那么多材料。。
好弱的香菱
看着很好玩的样子
感觉可以设计充钱环节了
输出都是风史莱姆打的吧？有你火史莱姆什么事（doge
？？？？？？？
离谱
6啊up
我拒绝
434个人来啊
光明时刻
拉拉肥打人啦！
哇，up好厉害啊
114514
琴史莱姆
封号。为啥要三连捏
一万多
十一万！
另一个是召唤卢姥爷？
“l'l
好家伙
好家伙
公子的bgm哈哈哈哈哈哈哈
火钳刘明
史莱姆比我伤害都高
都不会变方向，这个香菱好屑啊啊
喵的这原魔没有大保底是吧 
我不懂为啥只有风史莱姆是五星
见识一下师傅的枪法
\
团长～
神里绫华
这么多？
好臭啊
传  说  之  下
这里莫名有点儿像决心鱼战
被赐予神之眼的人有成为神的资质 所以称为原神 目前来看 魔神和魔物是不一样的 魔神是神 魔物是魔
技能指导：安黛因
技能指导：Undyne
这个香菱boss真的太好笑了
技能指导：Undyne
武器大师
笑拉了
だが断る！！！
史莱姆国家队是吧
我也要！
卧槽
《我没有若陀，用岩史莱姆模拟一下》
啥时候更新
直接一手拒绝领取
香菱本还是带深渊法师好打
你这香菱的bgm怎么是公子本的(手动狗头)
气势
这是流月针香菱吧
锅巴咧？
好强
但是香菱不管
