神剪辑
新人都tm怪物系列
陈道明！！！
彬彬你很逊辣
好家伙，剪的不错，下次别剪了！
你们不要再打了，要打去练舞室打
新人是怪物系列
没看够啊
谁还记得开头
哈哈哈哈哈哈
笑死
3000+就离谱
顶起来
没有杰哥，差评
哈哈哈哈哈火钳
这…哈哈哈哈哈，才华横溢呀
彪哥这回终于硬气了
66666
哈哈哈哈
不气盛叫年轻人吗
三千多个兄弟们你们好
hhhhhhh这里的衔接也太棒了
逐渐暴躁
哈哈哈哈
3000+没个弹幕？
都在看没空发
迅雷不及掩耳盗铃儿响叮当
丝滑如斯
首尾呼应
3000+
哈啊哈哈哈
好赞就是说
哈哈哈哈哈哈哈
不是这么打的
hhhhh
来呀
2000+人
厉害了
哈哈哈哈哈无缝链接
不得不说封面选的好
摔杯为号
首页通知书
哈哈哈哈哈，毫无剪切痕迹
笑
意识流还是思维破裂？
看的人少？我这里现在两千人在观看
太丝滑了
表白曼神！见封进！！！
这人是谁？还挺帅的
我要打十个！
有点意思，哈哈哈哈哈哈哈哈哈
彪哥也太提气了
为啥弹幕这么少
2000+
找一个人陪我拉尸米
文献综述
影视剧串串香
火钳刘明
好看不火系列
“你们不要再打啦～”
这里可以加一个“我要打十个”
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈丝毫没有违和感
小混混和正规军真不是一个样
真牛皮
为什么我都看过
是的，是你弹幕等级开高了
2000人正在观看。
这不来一句“我要打10个”（doge
程仁动漫​
笑不活啦
哈哈哈哈哈
哈哈哈哈哈哈哈
素材真多
再来亿遍
还得是彪哥面子大，一声令下，晋西北都得乱
5000+人了！
嗯～～
5000+
6000+人，你们好啊
年轻人，我劝你不要太年轻
6000+，诸位好啊
建军大业，算了吧
城南旧事
哈哈哈哈哈哈哈我真的会笑
六千多人正在观看
平凡的世界
真，毫无违和感
如来神掌
白帝圣剑
让子弹飞
西北锤王
大话西游
望夫成龙
爱情公寓
亮剑
你币有了
好看，下次别剪了
如来神掌
乌拉
让子弹飞
6000+
十面埋伏
仙子！！！！
范伟双杀
你们不要再打了啦
好多人在看
超哥好棒
好好好好多人在看啊啊啊
年轻气盛嘛
关你锤子事！
陕西锤王
欺负老实人！！！！！！！
这是哪个片段？
DNA错乱中
省流：这是一个因为找shi引发的鬼畜
。
谁特么教你这么剪的？哈哈哈哈哈
哈哈哈哈哈哈
怎么剪的
德彪要挠人了。。。
球头小娇妻
6000+人看，火了
你们不要再打了啦
这是什么电影
这里接一个拽犯法吗就更牛逼了
剪的不错，下次继续
哈哈哈哈哈哈哈哈哈哈
6000＋
平凡世界
都看过
哈哈哈哈哈，好活!
卷起来了吗
功夫三杀
比德芙还丝滑
西北锤王孙少安
见封进
守么宿治啊
要素过多
讨厌法
哈哈哈哈哈哈
已经6000了
全是名场面
哈哈哈哈
6000+人好家伙
6000+
低俗！
我全看过是怎么回事？
来就来，怕你撑不下
弹幕呢
哈哈哈哈哈
火了叫我
你币有了
剪的太好了，以后不许剪了
509人
哈哈哈哈哈太逗了 好丝滑啊
6
好悬好像没给我李宁踹开线了
有点意思哈哈哈哈
说！！谁教你这么剪的？
十里八乡的俊后生
不给我华强这个面子？
开头：你一个人在这干嘛？
不对劲
酱紫剪？
剪的好，以后继续剪
5000+
有点意思
追龙
这里应该放，拽犯法吗？
毫无违和感！！！
华强牌面，出现好几次
楚汉传奇
哈哈哈哈哈
5000个人，惊讶
剪辑量惊人
哈哈哈哈哈哈
支持
年轻人不讲武德
笑死666
有哪条法律规定人不可以拽的？
人民的名义
亮剑
万人大战
成人
5000+正在观看……
火钳刘玥
快吃席了
火钳刘玥
5000+
水库浪子范德彪
新人都是怪物（）
功夫 配这个bgm绝了
新人都是怪物（）
新人都是怪物（限定系列）
西北锤王——孙少安
什么鬼才
上热门了
蒋天养
厅花
快进到世界大战
赵奕欢
必火
哈哈哈
感觉这里应该加上刘能跟赵四斗舞
厉害厉害
现在5000+观看
5000+ 11点44 有人吗
此处必须粘贴《艋舺》
你们别打了
信息量有点大
已经忘了怎么开始的了
厉害
气氛逐渐焦灼
卡点就离谱 哈哈
谁让你这么剪的？
追龙
5000+正在观看……
范德彪
是夏树夹死了鼎爷！
这是吃了德芙吗？
甄子丹主演的追龙
胜天半子！
八十绷不住了
求出处
这么多人看，都五千多了
太会剪辑啦，厉害
你他娘的是个人才
好活
专门回来看看是怎么开始的
少安哥别呀
你审判长我怕你哇
钱学森，你演的很好
场面一度混乱
你一个人在这干嘛
很丝滑
“你不许说她她是我__!”
曼玉！！！
好活当赏
剪的不错多剪点
剧情怎么发展到这的
woc刚刚的李幼斌好帅
张曼玉太美啦！！
赵奕欢个der那是金晨
开头说你一个人在这干什么，然后现在就开团了
看到这里提醒你们开始是拉粑粑问候
魔鬼。。
哈哈
我都
土豪
牛逼
绝了
丝滑
不要把什么都都刻进DNA里
卧槽，祁厅长
新人出怪物啊
哈哈哈哈
给你拉吃的
追龙
看过了 不错
火火火
等等，他是怎么开始的来着？！
火火火
3000+
 彪哥拱火之王
三刷了，停不下来
00:41 3000人就离谱
哈哈哈哈哈
剧情就很丝滑
哈哈哈哈哈哈哈
号
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
bgm是timber，不是kesha，kesha 是歌手
平凡的世界
火钳刘明
哈哈哈哈
Y一件三连 跟了
这是你该做的活吗？
我也挑战软肋！！！！！
几点了，都还不睡。
群名是名场面
700粉整出了百万粉的活
666
死亡的啦啦操
哈哈哈哈哈哈哈
哈哈哈哈或
丝滑
牛啊
范伟四杀
逐渐离谱
话赶话了，属于是
哈哈哈哈哈哈
哈哈哈哈绝了
我也挑战软肋！！！！！
66666
还是说
给我送上日榜
是的哈，还真是呀
对的哇
这个可确实
对的呀哈哈
是啊是啊
这个可确实呀
未来的镇站之宝
火钳刘明
哈哈
666
华强四杀了
高低得关注一波，太有意思了
哈哈哈哈哈有那儿味了
各种名场面全部都看过人生也算是圆满了（doge）
6666
就离谱红红火火恍恍惚惚
你很刑啊
再来亿遍
蚌埠住了
800粉丝整出80万粉丝的活
╯^╰
不要再打了~不要再打了~
好活
打住
哈哈哈哈哈哈
南无月光如来
李云龙二杀
酱紫剪？
会剪下次多剪 哈哈 离谱
timber
软肋
挑战失败
乌鸦哥
把耳朵捡起来！
好丝滑哈哈哈哈
太秀了
我要打110
哈哈哈哈哈
华夏第一剑！
真的毫无违和感
《融古今之名梗，成就名梗佳作》
哈哈哈
火钳刘明
太牛逼了
孙少安
厉害了，看到了好多经典电影，无间道，追龙，十面埋伏
俊后生
厉害了啊
牛
嗯
好活当赏
丝滑
金晨《十日游戏》
有才
我踢毽子都没这么能踢
摔杯为号
哈哈哈哈哈哈哈哈哈哈哈哈
剪的很好，下次多剪点
哈哈哈哈哈
谁叫你这样剪辑的，什么玩意儿，下次再来
一开始是因为啥来的？
旋风无敌腿
事情开始不对劲
这不得来个意大利炮
牛啊
哈哈哈哈
乌鸡哥
蝴蝶说这事不怨我
漫长的两分钟
李幼斌老师这是那部剧
纵享丝滑
厉害了
丝滑
开头是什么
哈哈哈哈哈哈
好活当赏
哈哈哈哈哈
功夫3
白帝圣剑
阅片无数
哈哈哈哈哈
回去看开头是什么
哈哈哈哈哈哈哈哈哈，道明叔
哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈
紫霞
回去看一眼怎么开始的
h
开头见
哈哈哈哈哈
哈哈哈哈哈哈哈哈
不知道这里是什么的都是90后了吧
哈哈哈哈哈哈哈哈哈
我DNA乱了~
3000+？
整个演艺圈乱成了一锅粥
有点拉
好欢乐
这是生
周星驰+4
不过瘾呐
哎
这是什么歌曲
哈哈哈哈哈哈哈
66666
书接上回
你们不要打了啦
我擦   竟然没有违和感
火钳刘明
这还不火？
剪的很好，下次不要再剪了
再来亿遍
开头 你在这干什么啊   拉
丝滑
哈哈哈
哈哈
牛的
拽，犯法吗？
666
洗脑了
漫长的2分钟
剪的真好啊
宇宙终结就是群殴
哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈或或
哈哈哈哈哈哈哈哈哈hhh
116137   
火钳刘明
功夫yyds
欢迎回来
好活好活
热一
太丝滑了
好活，当赏
广东省轻工业技师学院中级食品加工与检验1931
彪哥急了
.
这剧情发展超乎想象
二营长，我的意大利炮呢
首页通知
这里应该加一段你们不要再打啦！~
浩南兄
打他！
没看够
这串烧牛逼
火钳刘明
感觉会带起一阵剪辑热哈哈哈哈
剪得不错，下次别再剪了
哈哈哈哈哈哈
哈哈哈哈哈，神他妈乌鸡哥
牛逼
5000加
‘】’；
huhhhhhh
剪得真够丝滑
5000＋
剪的很好，下次别剪了doge
始终如一
此处应有二营长的意大利炮哈哈哈哈哈
应该加一句：拽犯法么？
什么东西乱入
御剑跟着我
节奏感太强了
首页通知书
火钳刘明
主题升华
龙哥？
哈哈哈哈哈哈哈
4000多人和我一起看?！
3000+
完美
电影《决战刹马镇》
这个乌鸡哥说的时候脸都变性了，顶级美颜
哈哈哈哈
彪哥三杀
牛逼牛逼
1.5倍速新世界
梦幻联动
哈哈哈
哈哈哈哈哈哈
哈哈
流畅至极，各个名场面
好家伙哈哈哈哈
3000+和我一起看
丝滑
白帝圣剑，御剑跟着我
小刚真牛
哈哈哈哈
火钳刘明
丝滑
哈哈哈
这是啥电影还是电视剧啊哈哈哈
哈哈哈哈哈哈哈
哈哈哈哈哈哈哈
哈哈哈哈哈哈哈
牛
你在狗叫什么啊（doge）
啊哈哈哈哈哈
hhhhhh
这谁？！
哈哈哈哈哈哈哈哈哈哈哈哈哈
Hugh
有菜有菜
66666666
红雷哥四杀
哈哈哈
确实神剪辑...服！
忘记怎么开始←
11111
哈哈哈哈
乌鸡哥笑死
哈哈哈哈哈哈哈
文献综述
2333
233
升华了
应该接一个嘿嘿拽犯法吗？
这音乐
这个必须三连啊
乌鸡gei～
爱抄公寓不配
绝哈哈哈
无缝衔接
世界线收束！！！！！
拖把
离谱的走向
BGM也很搭
算逑！
场面逐渐失控哈哈哈
6666
你们不要再打了啦
啊竟然有金晨老婆
2000
贱不贱呐
好奇群架怎么分的清人
剪的真好
乌鸡哥
哈哈哈啊哈哈
火钳刘明
年轻人不要太年轻
十日游戏
李云龙双杀
币投给星爷·
比德芙都丝滑
参考文献真多
哈哈哈哈哈哈哈哈哈神剪辑
哈哈哈哈哈
哈哈哈 好湿滑
年轻人，不要太年轻
哈哈哈
准备药检
火候刘明
哈哈哈哈
.
彪哥是真彪
这个是哪个电影啊？我小时候好像看过
火钳刘明
开头是什么……
我就是世界的爷爷
这是1000粉丝做出来的东西？？？？
火钳刘明
）
好多星爷
还得是范伟
太丝滑
5454豪
笑死了
你币有了
《无缝衔接》
我的名字是吉良吉影，33岁，未婚
3000+
你们不要再打啦
封见主义
酱紫剪？
欧豪哈哈哈哈哈
剪的不错，下次一定
梦幻联动
梦幻联动
追龙
好家伙
好活！
找一个人引发的惨案。
如德芙般丝滑
我叫阿杰，他们头叫我杰哥
刘明
还没有
3000+多个人
这句话倒是没错
啊啊啊美女同框
666
山鸡
星爷电影n杀
厉害了
哈哈哈哈哈
我是来干嘛的？
欢迎回来
会剪就多剪点
大数据就是这么推送视频的
追龙！！
火钳刘明
牛皮
哈哈哈哈哈哈哈哈哈
哈哈哈哈哈
这个电影世界总称为：华威宇宙
哈哈哈哈哈哈哈
就是背景音乐太吵了
哈哈哈哈哈
毫无违和感
公共厕所
很好很好很好
笑死我了
3000+
用这个结尾，简直了
Bgm： Timber
牛批啊，为up主点赞！
哈哈哈哈哈
名场面合集
有才
算球
快进到 别打啦
哈哈哈
感觉有点乱 连不上
卧槽
我就是这个音乐怎么这么熟悉，原来是我们健美操音乐！
牛
\
哈哈哈哈哈哈哈哈哈哈哈哈
我的天好年轻啊
哈哈哈哈哈哈哈哈
在此宣判!
抖音有人转载了我一看就是b站的味
厉害呀hh
小耳朵吃把子肉
开头说的啥
范师傅双杀
火钳刘名
哈哈哈哈哈
Bgm是什么啊，各位大佬
行了行了，三连给你
哈哈哈
曼神
十里八乡的俊后生
李宁都给我踹开线了
哈哈哈哈哈哈哈
竟然没有我乌鸦哥？
剪辑的真好
哈哈哈
这帅哥是谁？
牛逼
火钳刘宁
哈哈哈看了真开心，希望这类视频可以多些
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
来辣！！
6666
你搁这搁这呢
火钳刘玥
这是不是就是无厘头喜剧
华叔好帅
八十绷不住了
好活
忘记开头
你们不要再打了啦
我要打十个没放出来
你们不要再打了啦～
这得看多少电影
卧槽，好帅，李团长你是真滴帅
哈哈哈哈哈
我的币挺不住了
火钳刘明
霸气外露
太帅了吧
看进度条，放心看
南哥！ 南哥！ 南哥！ 南哥！ 南哥！ 南哥！
打他
哈哈哈哈哈手这么黑
剪的不错，下次别剪了
币给你就是了
哈哈哈哈
丝滑
带我一个
太丝滑了
要素过多
丝滑
最帅俩人，值得。
哈哈哈哈
哈哈哈哈哈
我觉得还可以加一个“住手！你们不要再打了！”
算球！！
无缝连接
不愧是李云龙
三连有了
不对劲  不对劲
这声音还带颤抖的，哈哈笑死我了
3000+
对不起偏个题，好帅啊
到现在只记得“你可以叫我die”
哈哈哈哈
这个也是李云龙
昨儿看的时候都没有几个人
秀儿是你吗
哈哈哈哈哈岂止是牙呀！
哈哈哈哈哈哈！！
是怎么发展成后来这剧情的
太丝滑了，已经忘了开头
nb
哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈
毫无剪辑痕迹
我都关着灯!
好家伙2000+
太棒了哈哈哈
剪得很好，下次别剪了
场面一度十分混乱
你们不要再打啦
哈哈哈
2000+？？
太逗了
拜托，这里不是舞蹈室啦！不要再打啦！
范叔四杀~
西北锤王
开始了
漫长的一分钟 信息量太大了
好丝滑，很润！
哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈
你们不要打了
剪的不错，下次别剪了
金城武！！！
哈哈哈哈哈哈哈哈啊哈
三连了
这次一定
白帝圣剑
太牛了
哈哈哈哈哈哈
火钳刘明
真不错
《讲究》
周星驰的功夫
十面埋伏 嗯有年代了
突然觉得曼玉和柏芝很像啊
哈哈哈
包租婆这个出场笑死。
无缝衔接
不讲武德
好
红雷哥五杀
你一个人在干什么
超强混剪
众享丝滑
收藏一会看
诚哥
你们不要再打了
这里是追龙
这剪辑牛逼，哈哈哈哈
这喷口
我说看着点赞这么高
火钳刘明
含星量不低
逐渐忘了开头是什么
这得看多少电影记多少台词
哈哈哈
新人魔鬼
hh孙红雷莫名戳我笑点
火钳刘明
得得得了知道你粤语牛逼了
还可以加一个额滴圣剑~
纵享丝滑
666
火钳刘明
彪哥开团！
出现在首页四次了，我看还不行吗
火钳刘明
哈哈哈哈哈嗝
红红火火恍恍惚惚
哈哈哈
哈哈哈哈哈嗝，红红火火恍恍惚惚
妙袜
厉害我的大宝贝～
让子弹飞*2
小耳朵
住手
硬币藏不住了
+
哈哈哈
vm
功夫
忘了怎么开始的
好家伙 新鲜事
QAQ画质感人
火钳刘明
你一个人在这干嘛——找死(我来剧透了)
不气盛叫年轻人吗？
你们不要再打了啦
哈哈哈哈原来这是我的软肋
剪的很好，下次别剪了。
3000＋
哈哈哈哈哈哈
慢慢忘了事情的起因
谢
哈哈哈哈哈
哈哈哈哈哈全是经典
好帅啊卧槽
欢迎回来
好活
哈哈哈哈
丝滑无比，这是吃了多少德芙！
3000++
，
火钳刘明
哈哈哈哈哈哈哈哈哈哈
300多万了
好活
二十八个斗牛士不到四颗牙
上头啊
66
无敌
哈哈哈哈哈
老子的意大利炮呢。。。
牛皮 牛皮
丝滑
雀食很顺
哈哈哈哈
我得回来看看 是怎么起头的....
这么说，你很勇哦
不气盛，那还叫年轻人吗？
从头再来一次
开头见
河里
神似绵羊
bgm是啥
6666
哈哈哈哈哈哈哈
好连贯的剧情
孙红雷和范伟几杀了
璀璨
哈哈哈
来呀
你们不要再打啦
孙子
哈哈哈哈哈哈哈
李团长好帅！！！
开始是什么来着？
宝藏up主
软肋
火钳刘明
范爷牌面，两个名场面
毫无违和感
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
欢迎回来
没有bgm就好了
火火火爆
bgm真吵
好剪辑 就是费时间精力片源
华仔6、7杀了吧
好美啊啊
火钳刘明
hhhh
功夫三杀
牛逼！
1000多个兄弟同时在看这个视频
乌兹！
所以天就是这样聊死的
牛逼了
李团长你说的什么话
要打去练舞房打
红红火火迷迷糊糊
这个女的好眼熟啊？
23333
火钳刘明
太强了
火钳刘明
绝了
绝了
哈哈哈哈哈
救命我在吃东西，喷出来了哈哈哈哈
....................
你们不要再被打了，会死人的
居然没有狼牙吴京一挑一百
哈哈哈哈哈哈哈哈哈哈回家
两千加哈哈哈哈哈。
火了刘明
火厚刘明
up人才
啥时候6级呀呜呜呜
太逗了
起qqq
哈哈哈哈
+
“我不是拽，我那是愤怒”
着实秀，剪得好
孙少安
火钳刘明
2000+
+++++66666
气氛突然激昂起来了
哈哈哈哈哈哈哈真的笑死
哈哈哈
孙红雷专场
剪得好，以后不要再剪了
666
首页通知书
我滴天那
我在找一个人
火钳刘明
我这吃着德芙呢
范伟四杀
666
哈哈哈哈
投币
张曼玉！！！
乌鸡哥！
哈哈哈哈
软肋
晨晨
二营长把我的意大利炮拉出来！！！！！
胜天半子！！！！！
吃亏
无缝衔接
新人魔鬼
哈哈哈哈哈哈哈哈哈哈哈哈
整活
哈哈哈哈哈哈哈哈哈
新人求守护
这个来呀是什么电影
打架就是犯法-家---张天志
我穿瓦萨琪我怎么打，打烂了怎么办？
逐渐忘记开头
2000+
666
抖音味儿太冲
都是大场面啊
给祁老厅打call
不能不点赞啊
哈哈哈哈哈哈哈哈
剪辑的天花板
这么说你很勇哦（
回归
唯一连起来的一句
纵享丝滑
赶紧睡吧
哈哈哈哈哈哈
哈哈哈
前面挺好，结尾有点垮
帅啊
哈哈范德彪
哈哈哈
是个鬼才
安排有没有
火钳刘明
为什么可以这么牛比
哈哈哈哈
兰尼！
老子是天王老子，你犯了法，自有人收拾你
@周淑怡
你们不要再打啦
666
来了
黄澄澄？
彪哥挠他
牛逼
乌鸡哥蚌埠住了
哈哈哈哈
违和感超强
一脚十个
火钳刘明
火钳刘明
哈哈哈哈
有本事的人叫做;旅长
嗯！
太有才了
剪的好，下次别剪了
有课代表总结一下片名吗？
火钳刘明
我怕半个人吓死你（dog）
含雷量贼高啊
bgm：Timber
bgm：Timber
bgm：Timber
哈哈哈
信息量有点大
呦，三板大斧子澄澄老师
顺滑
剪的不错，下次不许剪了
火钳刘明
哦八哦一，卡目
这不孙火旺吗？
哈哈哈
高手的境界
这
啦啦啦
是叫唐仁
1000＋人
哈哈哈
哈哈哈哈哈哈哈哈
真的有这么丝滑吗
范伟一酒瓶子摔大灰熊脸上了，233333
666
真的毫无违和感
牛哇牛哇
火钳刘明
额滴圣剑！
这里剪成叨哥的或者曾志伟的拽犯法吗就好了？
有预感会上排行榜第一
哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈绝了啊
bgm乱啊
真的有这么丝滑吗
哈哈哈哈哈
豆瓣评分9.2
链接丝滑，毫无违和
萨日朗
可恶，竟然毫无违和感
火钳刘明
《刑警本色》
6666
博主，剪这个花了不少时间吧。
每天亿遍  
无缝衔接 毫无违和感
挺不住了
l
刘华强  三杀
华仔三杀
爱情公寓4
up主好厉害哦
开头我就输了
哈哈哈
摔坏为号
哈哈哈哈哈
酱紫剪？
11
好活
不行了好好笑哈哈哈哈哈
哈哈哈哈哈
爱情公寓劝退
你们不要再打了
谁能解释一下，事情是怎么发展到这个地步的。。。
李云龙二杀
哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈
这里可以接我想起高兴的事情
⎛⎝≥⏝⏝≤⎛⎝
剪的如此丝滑
你不是欺负老实人吗
李岩观的剧情呀
刘明
谁还记得第一个镜头？
鬼才
bgm是什么
《花田喜事》排面
火钳刘明
张曼玉！！！
诚哥
哈哈哈哈哈
年轻人不要太气盛，你在教我做事啊
场面逐渐失控
优秀的剪辑
这不是十里八乡有名的帅小伙吗
《娘们》
可以加一个，你过来呀（沈腾）
这是哪个剧里的？
火后刘明
来蹭蹭
电源《决战刹马镇》
嗨害
长得好像一哭二闹老师
你是天才吧
这个是啥
4刷有点上头
丝滑
罗律师还不登场？
流明在此
杰哥不要辣
.....................
开头见
丝滑
我给你一个吻
还有人记得这件事是因为一个小孩问的一句话吗、
火钳刘明
6
我要打十个
全是DNA啊
丝滑
我去，祁同伟
哈哈哈哈哈
说着说着怎么打起来了
发哥排面！
都给你都给你
火钳刘明
他喷口水啦
哈哈哈哈哈哈    神剪辑   这个阅片量无敌
这里加一段，要打你们去练舞室打
火钳刘明
哈哈哈哈
好活儿
丝滑
火钳刘明
怎么场面一下就控制不住了
不给硬币
彳亍
彳亍
给我要打10个点赞
收不住了
好活儿，当赏
哈哈哈
谁教你剪的，剪的很好，下次别剪了
这是哪个剧？
哈哈哈哈哈
哈哈哈哈哈哈哈哈厉害
这是新式成语接龙吗？哈哈
投币了
哈哈哈哈哈哈哈
哈哈哈哈哈哈好搞笑啊
你们不要再打了
火钳刘明
火钳刘明
住手，你们不要再打啦
我来
好活
.
这事怪我
急急急结局给i哦、
毫无违和感
哈哈哈哈哈
人人车~
不是叫爹吗
酱紫剪 QWQ
哈哈哈哈哈哈哈哈哈
一千加在观看
如此丝滑
天下无奇
这是什么经典？
好剪
怎么没有：你过来啊
这里应该加新秀模仿大傻的上还是不上
哈哈哈哈哈哈哈哈
毫无违和感
哈哈哈哈
火钳刘明
打他
一江苏张二河
DNA：我已经被刻满了
华强，华强
纵享丝滑
这年轻人，不讲武德
可以啊～
BGM: Timber
大笑江湖吗
厉害了
哈哈哈哈
火钳刘明
剪得不错啊
功夫
哈哈哈哈
酱紫剪？？？
牛呀牛呀
就是说很难不投币
hhh
哈哈哈哈哈哈
bg不行
bgm不行
牛皮
hhhhhhhhhhhhh
大道至剪
李团长引发的血战
孙红雷这段把我肚子都笑疼了
哈哈哈哈哈哈
hhhhh
1000+的人呢
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
新人都是怪物
666
针不错
火钳刘明
张律师排面
我妈已经三天没打我了(狗头)
剪的很好，以后不要剪了
哈哈哈哈哈
兄弟们给这肝小子涨涨粉，怎么对得起这五千粉的
很红很火
哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
6666
火后刘明
火后刘明
感觉挺费眼这玩意
这个视频下的评论也过于好笑了点
好家伙基本上都看过！！！
嘿嘿
哈哈哈哈哈哈哈哈哈哈哈哈笑不活了
666
试试弹幕
换男声的乌鸡哥将是绝杀
你怎么一个人在这，你的亲友呢
哈哈哈哈哈哈
火候刘明
哈哈
哈哈哈哈哈哈
梅开二度
火厚刘明
火厚刘明
火厚刘明
哈哈哈
bgm:Timber
是个人才
哈哈哈
66666
牛啊
火钳刘明
火钳刘明
我叫火钳 她叫刘玥，哦不对，她叫刘明
还有房卡吗
你们不要再打了啦
’
哈哈哈
hahahahah
谁还记得开头
剪的不错，下次别剪了
红红火火恍恍惚惚或或或或或或或或或或或或或或或或或或或或或或或或或或或或或或或或或或或或或
卧槽
？？
可以可以
有点帅欸～
哈哈哈哈哈
现在995人看
哈哈哈哈哈哈哈笑死
毫无违和感
年轻人不要太年轻（doge）
Z
年轻人不要太年轻
DNA重组
靠团长这么帅
该死的流畅度
哈哈哈哈
御剑跟着我
超燃
哈哈哈哈哈哈哈哈哈哈哈哈哈
gei~gei~  酱紫剪嘛？
牛批
剪的很好，下次多剪一点，一人一条
很可以
哈哈哈哈哈哈哈哈
六啊
哈哈哈哈哈 再看一遍
火钳刘明
火钳刘明
逐渐离谱
哈哈哈哈
纵享丝滑
火钳刘明
乌鸡哥～
真的有那么丝滑吗
哈哈哈哈
是周星驰的《功夫》
哈哈哈还是功夫
1000+
找猹
这么多名场面体现了范伟这个演员 真细
罗翔：“好小子，你就是下一个张三！”
比博燃
经典
实话了
好丝滑
乌蝇哥
你们不要再打了！
毫无违和感
妙啊
开玩笑，我超拽的
丶
加油
啥玩意
我只是一个路过的假面骑士...
压力锅
《开团》
火钳刘明
刘明是什么梗啊家人们
第二个片段是什么电视剧
火钳刘明
哈哈哈哈
毫无违和感
焦恩俊
俺去村头石圪节公社给俺弄了个时兴的发型
火鉗劉明
《真•毫无违和感》
华强四杀
BGM太拉胯了
2刷 补个弹幕
毫无违和感
太丝滑了
我超
不要再打啦
这样打是打不死人的
逐渐升级
我不要硬币了
怎么可以这么丝滑
或者诚哥
厉害了
张三
666
《首尾呼应》
哈哈哈
竟如此丝滑
火钳刘明
火钳刘明是你们的爸爸
活了
要素过多
审核：你很狂啊
三星瞎子
乌鸡哥
哈哈哈哈哈哈哈
开玩笑，我超拽的好不好
牛逼牛逼
6666666
谁教你这么剪视频的
小弟
平行宇宙
火钳刘明
火钳刘明
火钳刘明
丝滑
？？？？？？。。。。。
离谱
太混乱了吧
哈哈哈哈哈哈哈哈哈哈哈哈
凭实力二刷
火候流明
哈哈哈
好活当赏
火钳刘明
剪的很好，以后不要再剪了
剪得好，下次不准再剪了
啊 德玛西亚
火钳刘明
酱紫剪？
2333
意大利炮
剧情发展太流畅，忘了前面是什么了
关键是每部我都看过
总觉得都看过！可我总觉得哪里不对劲！这是正片开始了吗？？
这时候应该有住手你们不要再打了啦
什么鸡？
好帅啊李云龙先生
范伟几杀了
能插一句满嘴顺口溜，你想考研呀
哈哈哈哈哈哈哈哈
牛
你们不要再打了啦
再来亿遍
牛袜
牛逼牛逼
