杰克莫里森
是不是玩不起
把那些人带到庇护所去
我们快到巴黎了
她需要救助，我们不能留在这
30min前
Yes. The cavalry's here.（猎空不用担心 交给我吧的台词英文版）
你好啊 温斯顿
GENJI  is with you！
源氏在此！
吃我一锤！
YES！增援到了
有美妈慌什么！打出一个大就稳了！！
我们怎么阻止这东西
小美坐的应该是大锤(威廉海姆)的位置
哦！这个确实可行
猎空，脉冲炸弹
大锤小锤组合技
日常辱法
我了个大槽
不是
把这些平民带到飞船（ship）上
地图一看就知道是巴黎。。。刺客信条玩家
溫斯頓？
我想哭
你在想什么呢，小美
你在想什么呢，美？
帅的一匹啊，虽然在游戏里是个弟弟
这个任务，，我们人够吗。。？
纳米治疗科技？
啊啊啊啊啊
上钩拳！
天使老婆声音太好听了
您那200的纸皮盾有个屁用
注意～这是你们的机长在讲话～
我们终于要到伦敦了
卧槽新英雄感觉好强啊，话说不是辅助吗
温斯顿，清理出一块降落区域
我马上就跟上你
你最好能
为什么归零者现在发动攻击？
我不知道，美，但下面的人需要帮助
帅爆了
猩猩你的盾呢？
猩猩要开大了
有基友开我裤链！
二真出来了啊  以为是谣言呢
巴黎？
RTX ON？
锤妹你举张纸在前面干什么
这里闪光说的是，美保持清醒。
Paris是巴黎。。。
照片上是猎空女朋友艾米丽
直播间隙
来了
巴黎明明是
如果你们想出现的话，那现在就是最好的时机了  （这应该是对应了温斯顿的cg最后发出召集守望先锋）
直播看哭了
锤妹不是被删了吗
大人，时代变了
你冰箱呢
和前面对话呼应了
沃斯卡亚的圣山机甲吗
智械泰坦
嚯
奶来了
我们马上投降！！
冰墙呢
奶棒哈哈哈哈哈
"Winston, clean us a spot to land "
圣山机甲
玩不起？
你可以返回战斗了！
法国日常行动
"Winston, clean us a spot to land"
电子屏障？
啊啊啊
You better be
守望先锋没有掉落伤害
天使姐姐！
锤妹这张纸给爷逗乐了
卧槽？
you better be，注意这句话
源氏在此
好酷
Noun 
哇，这高度我跳不来
好酷
卧槽！！大锤太帅了
冰箱都按不出来，你感觉退了
Why is null sector attacking now?
老婆老婆，老婆！！！！！
"I don’t know, Mei. But the people down there need help "
好墙！！
虚闪
前方高能
前方高能啊
"And right now, we are all they’ve got "
前方高能啊啊
YOU BETTER BE
美妈看起来好像胖了
小美冰箱回血啊
黄背心
"Bonjour officer, we are here to help"
获得任务：在法国投降前占领巴黎
"Errr, cet est un singe?"
巴黎
"Good work, Mei"
2200盾
英雄不朽
Get the civilians to the ship
You got it
What was that?
Take cover!!!!
猩猩你的罩子呢
沃日
"Mei, stay with me"
崔格拉芙机甲
通宵党的胜利
Winston!
Mei...
俺哭了
She needs help
完了，回不去了
We can’t stay here
她来了！！！！
Tracer
溜了溜了
小妹你Shift啊!
But you said to stick together
Don’t worry
I’ll be right back
behind you
托比昂造的泰坦
You’d better be 
欢迎乘坐飞往巴黎的航班
Hammer down!!!!!!!!
*in
卧槽？？？？
竟然有法国警察
我源氏什么技能没有？笑。。。
说了多少次，开大不要挑。。。
锤妹：连接屏障
锤妹和大锤好像可以连接屏障
托比昂看看你都干了什么
吃我一锤
I need healing
温斯顿：md终于来了个奶
泪目
前方I need healing即将上线
66666666
天使快来奶我！
巨人杀手
前方i need healing即将上线
这是展现我们最好的机会了
吃我一锤！
温斯顿说的挺慢的，还是可以听得懂的
美这个回眸好漂亮
我们终于要到巴黎了～
再看亿遍
想想这一段是掐着肚子录出来的  突然有点萌
现在，他们
现在，他们只有我们了
干得好，美
小心背后
胸口有归零者标志，肯定是智械不
卤蛋来了一样曹飞
表白深夜字幕组啊啊啊
前方到站是，巴黎，请各位乘客提前做好准备
法国：什么？智械围攻？我投降！
说北京的是不是疯了？
我源氏什么技能没有？
法语字幕都有，字幕君太牛了
这东西风暴里有，最猛的机制武器
猩猩
冰墙升起来了
版本弟弟来了
我哭了，你们呢？？？
完了，重生点没了（滑稽）
小美拿的什么
温斯顿：你最好是
爆头怪，麦克美
盲猜这是PVE的剧情boss
是err c'est un singe?吧↓!(^O^)y
天使姐姐自带圣光
你冰箱呢
来了来了！
妈哒妈哒
强锁222 美妈退出
新的cg?
在？上勾拳
众所周知守望先锋没有坠落伤害
不选奶？
请把他做成新英雄，我要锤十个铁拳
我感受到了召唤，我必须回应
我感受到了召唤，我必须回应
真就是e回去了啊
我感受到了召唤，我必须回应
我感受到了召唤，我必须回应
你就是根基吧！
我收到了召唤，我必须回应，一如既往！
这个微微点头也太细节了吧！
这只猩猩又想来骗我加入守望先锋，不过我想加入
美妈不是有shift 吗，快奶自己一口
托比昂造的那台？
cod画面啊！
法国女兵
威震天
智械都没时间进攻，法国早投降了！！
我哭了
我需要治疗！
那个女人
卧槽看哭了
武装直升机
别担心，有我呢
那是个猴子？！
刚刚那个女孩是猎空的女友
那是个猴子？！
是不是玩不起
奶在追源氏
阵地战有点难顶
（锤妹的小盾早碎了
哈哈哈
日常乳髪
1T2C，怎么玩，会不会玩啊
Echo！
新英雄
泪目
投降？禁止乳法
哭了
看哭了
我们有足够的人手执行这次任务嘛？
有治疗了！！
我还以为是小美走路震呢233
！真的是高达（bu
nmd、猩猩你罩子呢。对面帮忙举报一下星星演员
老婆！！！！（心机猝死
温斯顿，清理前排敌人，我们紧随其后？
我也哭了
你举着张纸干嘛呢，奶大锤啊
上勾拳就行
哼，啊活噶
Ohhhhhhhhh
奥丁？
我受到了召唤，我必须回应  一如既往
剧情模式?
全是头
woc好帅
我哭了
环太平洋
剧情里这是美妈第一次战斗，没有什么经验的
好感动，差点泪目
ko no 刚大木 da！
ko no 刚大木 da！
冰箱啊
我老婆太可爱了
乳法
冰墙，升起来吧！
守望先锋没有坠落伤害
cod8即视感
小法鸡
雷神乱入(滑稽)
这个小兵至少600血
上勾拳呢
开始了开始了啊啊啊啊啊啊啊啊
真的泪目了
开始了开始了
爆头两枪身子两枪，450滴血的怪啊
???猎人
出久快来一拳
卧槽
ohhhhhhhhhhh
新皮肤
 什么?智械入侵? 我们投降
源氏在此
我哭麻了
2200盾
帅炸了。啊啊啊啊啊啊
乳髮时间
帅帅帅
Echo来了
我来了
巴黎怎么还不删啊
裂空的眼镜变了
沃斯卡娅小姐的崔格拉夫保卫者
高达
奈何敌军有高达
削弱之前的E（滑稽）
削弱之前的E（滑稽）
再看亿遍
前方高能
暂停看裂空女友
genji is with you
echo！！你来了
是车太结实了 还是子弹没威力
我天
QAQ
A啊啊啊啊啊啊啊啊
不要
STAY
暗示没人玩了
stay with me这里是坚持住的意思
温-----斯-----顿
温斯顿nb！
看到照片哭了
没奶怎么打
猎空我老婆！
在？圣山机甲在哪里，快来救场！
猎空变好看了诶
源式的飞镖变了
太帅了吧
你最好是1
前方高能
胸部烈焰！
combo
前方高能
感谢字幕君
激动
↓别人家的小美↓
泪崩
美妈抱了个电饭煲
哇
我老婆来了
啊啊啊啊啊啊啊！！！！！！我大根基
你们还是没奶啊
I need healing
啊啊啊啊啊啊！
有能字幕组，感谢
完了我哭了
这个女警好漂亮！
前方高能炸裂预警
温斯顿日常挨打
说了多少次 大锤开大不要跳
这机器人有点帅
乳法了
这个冰墙可能是用来挡伤害保人的
真的有2啊
看ec这一段，感觉她的伤害有像普通攻击可以附着并且可以引爆的感觉
这个警察好漂亮啊
重生点炸了
法国没投降？？太假了
前方高能
前方高能
Echo！！！
温斯顿：看我的新护盾，从莱因哈特那学的
话多
E呢
源氏玩家终于站了起来了
新皮
源氏玩家终于站了起来
美妈冻人真实
还是没奶啊
别担心，我会在你后边输出
echo!
又是你这只臭猴子 上次就是你骗老子钱
新能力？？
我收到召唤！我一如既往！
ohhhhh
法国
我high到不行啊
崔格拉夫保护者！
英雄不朽！
希望守望先锋2没有铁拳
ohhhhhhhhh
新英雄
温斯顿丘吉尔
巨像？
因为守望先锋没有摔落伤害所以可以这么高跳下来
第三遍了我还能再看
200小破盾
忠诚
没奶这剧情
啊啊啊啊啊
太激动了
真的泪目啊！
！！！！
敌人有高达
信仰归位
屏障呢
好帅啊
太爽了吧
echo啊啊啊啊
刺 客 信 条
！!!!!!!!!!!!!
奶来了
惊了，原来守望先锋世界有警察组织啊
666666
卧槽你不是辅助
飞行员猎空
实锤黄背心2333
a4纸
快看，我老婆的锤子！
不带奶的下场
鸡毛掸子↙
来了来了
源氏牛逼
小锤你那200的盾就憋丢人现眼了
哦嚯
该卖的还是要卖的
安娜睡一下就好了
你200盾凑什么热闹呢
真的很喜欢这个游戏，哭了
啊我死了
你之前可不是那么说的！
论双盾的重要性
骑士们来了
我永远喜欢守望先锋
骑士出击
如法哈哈哈
小美的冰箱呢
姐夫姐夫：守望先锋2守望先锋？没听过没听过
echo！！！
奈何敌方有高达？
新英雄
我tm哭爆
哦勒哇刚大木
天降正义?
2000+200
锤妹：屏障快撑不住了！
echo！
高达！
受到狒狒召唤，准备回归
法语
你来不来
亚眠
整个法国只剩下三个人了
安娜睡一下的你是要笑死我吗哈哈哈哈
英雄不朽！
这也能挡？哭了啊
源氏暴怒！
帅哥你谁
乳法警告
jeff的嘴，骗人的鬼
Winston！
帅啊啊啊啊啊
rua！
老婆老婆老婆老婆老婆
环太平洋？！
echo是个C？
锤妹你凑啥热闹呢
天使！
娃娃哇哇哇啊啊啊啊
u4：正是在下
祖传E
美妈更漂亮了！
麦克美
英音听起来超爽
龙刃，出鞘了
echo来了啊啊啊啊啊啊
还有二段伤害
冰箱回血呀
你俩站这么近开盾
鸡皮疙瘩都起来了
这应该只是一个全面大更新。
爹妈炸！
果然，二段伤害。。。崔格拉芙保护者
哇偶！
沃斯卡娅机甲
崔格拉夫保护者
吃我一锤
真就学习fifa每年收几百
感觉会有上勾拳啊！！！！！
哭了哭了
那个女人
哇哦，超帅
我受到召唤，必须回应，一如既往！
听力时间
这次绝对玩台服
be happy
想破盾?你还是嫩了点
妈到了，爹还没来
She needs healing!
法国人表示不会英语
卤蛋呢
叫你们不带奶
哭了
感觉天使要来
没奶呀！
？
所以说echo不是奶？要去跟法鸡对位是吗？(哇塞感觉会以后出现三飞阵容唉)
我猜是安娜和铁拳
冰箱呀
我永远喜欢守望先锋！
想加强
i need healing!!!
泪目
正在前往 巴黎
DVA呢？
：）真的
这怎么打
星星别送，对面又有大了
出来了！！
。。。
这谁能打过
太帅了
ohhhhhhhhhh
卧槽？
ohhhhhhhhhhhhhhh
爷哭了
超帅！！！！！！！
啊  我看哭了
比赛信号断了来看cg
我看哭了
众所周知，守望先锋没有坠落伤害
感动哇
太炫了！！！！
芋头，你到底说了啥？
"Mei, your backpack"
奶妈快来
That could work
开大了开大了
ohhhhhhhhhhhhhhhhhh
开大
奶在哪里
温斯顿：天降正义！
帅帅帅
I need healing
法玛斯！
我即是天龙
jeff:我没听说过ow2甚至不知道有些东西
切法鸡啊切法鸡，切完法鸡切回音
这小美不现实
挖槽，有高达
？？是你吗维克多
200的盾就放下吧
jeff 我没听说过什么守望2
辣个女人
I am in!
I am in
来了来了
治疗到位 双t到位 双狗到位
什么？她女朋友？  猎空不是女的？
排位中我唯唯诺诺，cg里我重拳出击
这么大的街道一个警察都没有，乳法了
英雄不朽
猿氏拔刀了
寡姐？
猴子请来的救兵？
温斯顿：这是我们的信号了。
卧槽
风暴英雄？
前方高能
猎空：你们现在可以打开电子设备了。
屏障撑不住啦
燃烧生命吧！
还有胸炮？！
屏障就快要撑不住啦
爽哦！
风暴要火，，，哇/哭
这个背景应该是全部都撤离了，这两个警察去救这个小孩
路霸跑出来一个钩子打断吟唱
活在照片里的安娜
卧槽！
你带这么个帽子我就认不出你来了呢，源氏
源氏啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊！
血压
该安娜加入活动了吧，一定是要安娜啊！！！！
Cooooool
进化?
我的小美是不死的！
帅
屏障就快要撑不住啦
这才是暴雪一贯风格很地道
我哭的好大声
没有黑人？
法玛斯？
请来的猴子救兵
技能都跟风暴一样
莫里森?
oh新英雄
¿¿¿¿¿¿¿
妈妈，那个女人拿鼻孔瞪我
我太舒服了今年
法国投降了啊，警察又不是正规军，算是民间反抗组织
神tm法芮尔是妈妈。。这是安娜好吗
雷神
帅帅帅
。
吃我一锤！
我要回归！
这眼镜，似曾相识
这个智械跟之前釜山cg的一样
啊啊啊啊啊啊啊啊啊！！！！
都给我发:泪目
啊哈哈哈哈哈哈哈哈哈，源来了
惊了 大猩猩会说法语
echo！！！！
和风暴里的技能一模一样
我吹爆！
大山机甲
卧槽，又有当初内味儿了
大小锤
乳法了
ohhhhhhhhhhhhhhh！！！！！
ice wall comming up！
组合技大招？
黑人小改改是新英雄叭
前方高能
菠萝赛东23333
哭了，怀念16年的那个夏天
"“shut up and take my money"""
这个二段爆是地下煤气管道的爆炸吧
温斯顿？
怎么了，美？
怎么了，宝贝
这次任务我们人手够吗
呕吼 新英雄
好帅的机甲
只要齐心协力，我们几个没问题
啊啊啊啊啊啊源氏总是震撼登场
守望先锋果然没有坠落伤害
想要发光发热，现在就是最好时机
ohhhhhhhhhhhhh
鬼知道我看了多少遍
那个女孩
注意听，猎空要发言了
一瞬间觉得美妈像河马（菠萝赛东）
我们马上到达巴黎
复活点没了
这个世界需要更多的英雄
锤妹!
法玛斯？
源氏玩家站起来了！
猎空是les啦
再来亿遍
猎空增强了
还有新皮肤？
美姐啊，shift呢？
新行动？
这段就是芋头说的掐着肚子配音吗哈哈哈
安娜76还在埃及呢，死神也在
我受到了召唤我必须回应，一如既往
好可爱美！
是12个铁拳互殴吗？
超级赛亚人
呼叫奥特曼
有一个能飞的?
爱了，守望先锋，我一直都在
我们该下了
ohhhhhhhhHh
钢铁侠卧槽
你这伤害
卧槽这么大
巴黎天气多云
还真像
100%无法正常降落
突然有种复联的感觉
温斯顿 前面有片空地 我们跟你下去
前方高能！
老子哭了
前方核能！
我们会掩护你
美回来了？
安娜的睡眠针呢！！！
真的好看
啊啊啊啊啊啊啊龙刃出鞘
英国口音听起来不错
一言为定
崔格拉芙保护者(x
超级要塞？
握草为什么我哭了
为什么敌人这么快就攻击了
风暴里面的，
？
美，我也不清楚  但是我们得帮助下面的人
哭疯了
风暴诚不欺我，激光射出去还要爆一次
现在 我们要守卫他们
灭族战没法投降
英雄不朽！
果然法国人想赢，只有靠外国人和女人了
日安 警官 我们是来帮忙的
那个理财到破产的男人喃？
那是个猴儿吗
guxue别送
源氏！！！！！
猎空的配音换了吗？
孤雪别送
美 干得漂亮
我打掩护
右下角是索杰恩还是别的人
谁的刀热的发烫
捏他蛋蛋
说真的美妈好漂亮啊
把平民转移到飞船上
明白
泪目
BOSS
刚才那是什么
前方高能
赵彦虎
找掩护！
好帅啊！！！！！！！！！！！！！！！！源！！！！！！！！
起来吧，弟弟
美妈你冰箱呢
疯狂暗示守望先锋2里的英雄大招联合技能!!!
为什么我的温斯顿不能搬车
卧槽
美 坚持住啊
得找人帮她
没奶的后果
不能再待在这了
盾怎么还不碎
啊，我老婆来了
我在图书馆眼泪流下来了
猎空 带着其他所有人撤离
咪咪
我来断后
镭射核心启动
守望给爷冲
但是 是你说我们要团结在一起啊
擎天柱的声音
不用怕 我就在你们身后
一言为定
ohhhhhhh！
1
猩猩你倒是放盾啊（滑稽）
提前过年
过年了过年了
源氏最佳现场
温斯顿 你好呀
回声！
是i will hold behind
真的哭了woc！我nm爱守望！
冲冲冲 我爱了  快点出吧
是i will hold behind
cooooooool
ohhhhhhhhhhh
灾祸尾王
这玩意儿怎么打
美妈点名
Thanks
不是什么机器人都叫高达
美 用你的背包
崔格拉夫？
啥？ 嗷 确实可行
猎空 你的脉冲炸弹
给你
废 青
热能太高了
COD来了！
乳法了
是机甲
哇，小美一笑真的好看
e呢
I'll hold the line
必须！团结一致！为了联盟！
看哭了，我永远喜欢守望先锋！
红字也一定是和我一样深爱着守望先锋
搞得跟变形金刚似的
红字应该也和我一样深爱着守望先锋
刚才那个智械是鬼神吧，那个不是在亚洲吗
高达来了
eeeeeeeeeeeeeeee!
吧老子激动地  cai！！！！！！
ohhhhhhh！
狙击龙弹
英国人最在意天气了
但现在，只能靠我们了
Echo!
放狗重出江湖
Interlock shield!（联锁屏障！）
泪目
你那是喜欢她吗，你那是馋她身子
How are we going to stop this thing?
卧槽？？？
新PVE？
"Mei, your backbag."
食我上勾拳啦
是辣个旅人
猩猩就是不开E
哭了哭了
哦豁
泪目
"Tracer, Pulse Bomb!"
小美你的冰箱呢
hey you got it
It is getting hot! （屏障快要撑不住了！）
Ready（好了）
新皮？
这飞机不用跑道
又乳法?
守望先锋过年了!!!!新年快乐!!!
又乳法
女人和外国人保护法国
哭了麻德
巨像科技？
COD即视感
宁就是职业选手的小美？
前方孤雪
哇哦
黒他啊
星星的胡子留长了
猩猩你的E呢？
菠萝赛东？？？？？？？？
老公！！
来了来了
我受到了召唤，我必须回应，一如既往
23333
我的青春回来了
源氏终于穿衣服了
这什么音效哈哈哈哈
掉眼泪了
回归
一虎盾
woc
我靠是高达
耶格~
真香
genji is with you
我淦，是耶格~
快点shift
草变形金刚即视感
又是你这个猩猩！
暴雪牛逼！
哈哈哈哈哈哈
你美妈还是你美妈
天使姐姐马上来了
新英雄
没奶的g后果23333
大人时代变了
我看哭了是怎么回事
裂   地   猛   击
哭了哭了
啊啊啊啊啊猎空好可爱
暴雪影业还是牛壁嗷
我即是天龙！
我是科学家！！！！
我擦
我爱源氏
不补奶位？这把我点了
high!high!high!
巨像
Heroes Never Die
我是最早看到的！
猿氏拔刀辣！
守望先锋2清黒行动
守望2可以驾驶这台高达吗
我受到召唤，我必须回应
纸盾
和尚你倒是奶人啊
流浪者
哭了
流浪者
卧槽。。。
卧槽。。。。
泰坦下线
66666帅爆
帅爆
never die。
乳法了
还上网吗?
巴黎陷落     法兰西第五共和国已经停止抵抗
天将猩猩
听力时间
托比昂牛逼
来了来了
？？合金装备崛起
什么巴黎已经投了？
哭了呀
上勾拳！
屏障呢
开大啊
老婆来了
我哭了
前方高能
泪目
40岁的大叔看的想哭
我收到了召唤，我必须回应，一如既往
科学家卢本伟
科学家卢本伟
又是这个猩猩
科学家
巨象得用维京打
我们还需要你
科学家
科学家卢本伟
我怀疑你在乳法
就小美一个人回来了?
是I will hold them behind
就小美回来了?
我去开个大
半藏的弟弟是根基吧
76
↙巴黎铁塔
这是DVa的机甲？还发导弹
真菜
改版法玛斯
吃我一锤！！！
突突突，突tm的吊用都没有
裂空是蕾丝
卧槽 ehoc终于出来了
二段伤害，是艾尔的巨像！
右下是卢锡奥吗？
是不是玩不起？
雷神同款手炮
还是没奶
无懈可击
前方高帅
无懈可击
残雪你倒是开个冰箱啊
大扑蛾子
爆头！
神息
！
！！！！她来了！！！！
英雄不朽！
我受到了召唤，我必须回应，一如既往！！！
巴黎
源氏!
科学家凯瑞
啊啊啊啊，爱了，ow
喔吼
我哭了，你们呢
果然一觉醒来就是惊喜。好激动
泪目！
你好「法语」，我们来帮忙了
源氏掉线重连了
给lz说中文
温斯顿是。。。真滴像王师傅
版本弃子合照
你抠电池呀～～～
神仙姐姐来了
i need healing
bonjour收法语你好的意思
这里锤妹跟大锤链接了护盾    两人开了一张盾
猎空是百合，所以上边是她女友
黄字牛逼
法国又投降了？
新皮肤？
自从222
泪目
猎空新裤子
估计托比昂要出来了
智械都打到巴黎了？
一人横身把它挡！
哇哇哇knb
巴黎黑妹
有课代表么，出来一下
最好有这玩意啦
阿姆罗 一ki马斯
那个有你好的意思啦
快叫辣个男人来！
ohhhhhhhhhhhhh
快变冰箱啊
@赞托斯 @巴利俄斯老太婆
去去去
屏障激活啊
有高达还不让谐星徒手去拆？！
光顾着按e救队友 来不及冰箱
Tank coming！（滑稽）
前方高能
再来亿遍
你的e呢
那个女人!!!
来不及shift了，他这个e有点久
温斯顿你的圆盾呢？刚加强了呀！
今日乳法
新英雄都没出就老婆老婆的叫了？⬆️
智械又双叒叕崛起了？
美妈你冰箱呢
gkd
我是你们的护盾！
等等这两盾能叠在一起了?
新英雄？还以为是天使皮肤
说好的强制222呢
巴黎又沦陷了
如果你们要出现，现在就是最好的时机了
美妈是不是。。。月半了。。。
now will be a good time
注意！这里是机长通话
我们终于要到巴黎了
辣个女人！！！
美妈shift回血啊
温斯顿？
握草
对不起，我忍不住哭了
你在想什么，美？
你们最好跟上
泪目
我不知道，美，但是下面的人们需要帮助
我昨天玩星星差点被我们家冰墙卡死哈哈哈
高一玩的 现在大一了都
现在是展现自我的最佳时机了
溜金哇开呀酷裂
ojhhhhhhhhhhhhhhhhh
注意啦，现在是机长讲话
卧槽
我们终于到巴黎啦
明白！
那是什么
上勾拳
小姐姐好帅啊
暴雪影业
美，保持清醒
没奶玩什么
我们不能再在这里待下去了
超高能爆裂
闪光，带大家离开这里
沃斯卡亚造的吗？
流批
石锤？
但是是你说要我们待在一起
你最好跟上
贼欧机甲？
冰冻治疗啊
什么？巴黎又投了？？
你罩子呢
守望先锋，等我归来
英雄不朽
我永远爱！守望先锋！！！！！！
孤雪：你们先走，我把他们都鲨了就来
新皮肤
我受到了召唤，我必须回应，一如既往
英雄不朽
是hold the line 谢谢
ow2来了，当年那个等开服的大学生却连ow都没玩到。。。
英雄不朽
还好还好哈哈哈呵呵呵
太帅了
太棒了，支援来了
练听力？
崔格拉芙
太帅了！！
让我们送你回到战场
源氏又来送能量了
阿山来了这个cg就不好看了
没奶
Echo，我想死你了啊
echo
乳发乳法
小美是我的！是我哒！
我永远热爱守望先锋！
ohhhhhhhhhhhhhhhhhhhhhhhh
那能行！
字幕组好评
哪个女人！！！
给你
想哭了
芋头小姐姐！！！！！！！！！！
哭了
高能准备！
好墙
高能预警
握草
巫妖王？？？
小美：你个憨批
曹！！！
我永远爱守望先锋
欧耶欧耶欧耶欧耶
小美是放冰墙保护人了
OOHHHHHHHHHHHHHHH
激动！
铁拳还在？
加入光荣的进化吧  哈哈哈哈
马达马达马达
法玛斯好评
是时候，摘掉眼镜了
女枪？
有点像游戏机室打枪的那个。。
76快过来奶人啊
每次看到这里都泪目。。。。
帅啊啊啊啊啊啊啊啊
新英雄啊
鬼看条
裂地猛击！
左侧76的榴弹
锤妹你那个盾有毛用
暴雪电影制片厂牛逼
哇，新英雄
我真是high倒不行啊
有点像先行者
花式乳法
卡莎?
猩猩的嘴，骗人的鬼
卧槽，看来源氏要出新皮了
英雄集结吧
口音太棒了
Hammer down !
哦吼泰坦
所以输出排人什么时候能快到两分钟！
眼镜啥时候踩
守望先锋2它来啦！
猩猩你倒是放盾呐
不是黑人，这不法国
源氏，在此！
那个夏天还能回来吗？你们还会回来吗？
我永远爱守望先锋
泪目
夏侯惇
OHHHHHHHHHHHHHHHH
天使有cg啦
我觉得最扎心的应该是小美那句，我们有足够的人手吗
选奶的重要性
连盾？？？！！！
三次爆头没杀掉
为什么我伤害没这么高
终于召集成功了吗
守望先锋没有降落伤害好吧
源氏要加强了
女人和猩猩守护法国
大了三枪头不死？
四个爆头
哈瓦那行动的指挥官？
爆头
环守望先锋
特摄激光炮
我哭了
？法国
前方核能
众所周知，暴雪是家动画公司
GENJI:cg中我重拳出击，游戏中我唯唯诺诺
小美为了救人，受伤了。~(>_<)~
泪目
吃鸡模式么
还是挑战模式
洋葱小鱿？
哪个女人
左下是猎空的女朋友！！
咪咪！
高达！
这里bgm前一段像是大锤cg里的
吃老子的锤！！！！！
猎空贴这个相片是谁
大人，食大便了
这个大大的是什么英雄 我想玩
哦累哇刚大木哒
猿氏，拔刀
猎空的英音好听啊，听着很清楚
源氏来救猿氏了
只有猩猩，女人，和外国人才能拯救法国
刚才那张照片是猎空的老婆？
冰箱呢
沃斯卡亚工业区的大机器人啊
法兰西  被  守望先锋  吞并
铁拳删了吗？
i need healing
刚才那个并不是鬼神智械，鬼神智械深海里出来的长的也是带触手的
猩猩在剧情上能锤爆铁拳啊
（应该是）
封印解除预警
shift呢？
封印解除
美妈放水严重哈哈哈哈哈哈
awsl ！！！！！！！
OHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH!!!!!
一会儿用的技能@崔格拉芙保卫者
卧槽
就是风暴英雄里面崔格拉芙保护者的那种会二次爆破的光束切割
好多老婆
我需要治疗！！！
来了来了
是不是玩不起
我想玩对面
握草
我信了jeff你给鬼
↙娃娃脸奥菲亚
这个世界需要更多的金钱去买
原始暴怒
设定上冰箱不会血
火车王！
帅哭了
警察好像斯嘉丽
敌方源氏
冰箱呢
青春回来了
守望nb
我的奴仆是不死的
我哭了
猎空这英腔好好听呀
我哭了你们呢
E不交留着过年？
法鸡警告
维克托?
echo
猎空的英音很细节
双锤
不放盾?
遭遇不可描述事件
我还以为echo会是奶妈
这个猴子没有E
有种流浪地球的感觉
盾啊，猩猩你的e呢
我们这些人手够吗
法国还没有投降吗
你们怎么不带奶！！！！
换铁拳吧，这把能赢
长江七号？
爷的青春回来了
别担心
孤雪要拔刀了！！！！
你就是根基吧
老婆来了
大人，时代变了
生与死的抉择
我来了 我一直在
崔格拉芙保护者
标准格式flag
ohhhhhhhhhhhh
这就是不带奶的后果
巴黎第一时间投降
确实是泪目了
乳法(误)
小兵血量小于50血
大人：冷兵器回来了
爷上当了
巴黎又投降了
你可太帅了吧
干姬!!!
天上突然掉下来个猩猩就很可怕了好吧
猩猩罩子删了，小美冰箱删了，明白了吧
源氏在此！
试试看！
嘟嘟嘟嘟嘟嘟嘟
别人家的美妈，自家美妈只会把队友堵住
高达？？？
维克托使用了【E 瓦解射线】
巴黎又炸了？
啊啊啊啊啊啊啊啊
是所有暴雪玩家过年了
