跟你的脸一样大
好久没听到这首歌了，最近都是disco
我说怎么没弹幕！
哈哈哈哈哈哈哈哈
我吃我自己
满分作文
灵魂画师
哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈手锤好可爱
BGM白给起来啦
原来是炸**
广东的煎堆上有些也会有芝麻的
哈哈哈哈哈哈
你管这个叫低速？
下次一定
写轮眼绵羊
前方高能
灵魂翻车
Skr
你这个火不大够啊。。
黄金开口笑
哈哈哈哈哈哈哈哈这是什么神仙
阿姨压一压
OH NO！！！！！！！！！！！
牛逼
太硬核了
灵魂翻车
大姨相声功夫见长
难怪做了2个星期
这锅是真的大
哈哈哈哈哈啊哈哈哈哈
漏气了哈哈哈哈哈哈
念诗之王
要成功啦
哈哈哈哈哈
哈哈哈哈哈哈
厉害厉害
哈哈哈哈哈哈
辛苦了辛苦了
这期没几个交作业的哈哈哈哈哈太难了
小灶大锅
哈哈哈哈哈笑出声
密集恐惧症当场去世
哇！
大姨太努力了
令人心疼的宽油
大姨星苏？
三连三连
我笑死了
裂开来
哈哈哈哈哈哈哈哈哈
hhhhhhhhh我要笑死了
哈哈哈哈哈好好笑
太真实了
面膜笑掉了qwq
哈哈，大姨辛苦了
宽油警告
广东人没看过这种做法。。。
太难了
牛皮
这一集怎么这么搞笑哈哈哈哈哈哈哈哈
哇哈哈
倒回去在看一次
音乐觉得不简单
我TM裂开
牛
哈哈笑到头掉
哇
翻车X1
无伤大雅
哈哈哈哈哈哈哈
下次一定
好喜欢啊
笑到咬肌疼
好油啊，一直渗出来
hhhhhhhhhhh
一把辛酸泪
哈哈哈哈哈哈哈
你这是要炸厨房吧！
机智
下次一定
进度条告诉我没那么简单
哈哈哈哈哈哈哈哈
6666666
哈哈哈哈哈哈哈哈哈哈哈老婆你这期是搞笑视频
灵魂画手
你是英雄，黎明前就炸好了
满分打油诗
爆米花upup
绵羊赛高！
哈哈哈哈哈哈哈
刘海油了。。。
skr
能感受到大姨的喜悦
哇
这货也太大了
苏家
保鲜膜可以？
用生命在搞笑
保鲜膜可以？
魔鬼
阿姨压一压
感觉失败了n次啊啊 太认真了
宽油警告⚠️
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
~小场面~
王刚的锅碗瓢盆
再来一遍
宽油警告
啊啊啊啊啊啊啊
哈哈哈哈哈哈哈哈
麒麟臂
先哇为敬
哈哈哈
油温高了
哈哈哈哈哈哈
画风突变
理论一套一套hhh
哈哈哈
h h h h
哈哈哈，厉害厉害
熟练的让人心疼
哈哈哈哈哈哈哈哈哈哈哈哈哈
？？？？
哈哈哈哈哈哈
h h
哈哈哈哈哈哈哈哈哈
三连三连
大姨赛高！
名场面
哈哈哈哈哈哈哈哈哈哈哈哈这期真的太好笑
一看就会，下手就废
好想吐啊，视觉冲击太强了
别把鞋盒踩塌了
哈哈哈哈
我在中山啊姐姐！
好牛逼
哈哈哈哈哈哈哈哈哈
我奶奶就是做这个的，！！
没想到是个这么这么这么憨批
哈哈哈哈哈哈 太喜欢了
灯泡？
我被感动了
hhhhhhhhhhhh太好笑了
哈哈哈哈
skrskrskrskr
wushangd无伤大雅
哈哈哈哈哈哈哈哈哈哈哈哈哈
煎堆碌碌，金银满屋
石岐佬(估计)
下次一定
哈哈哈哈哈哈哈哈哈哈
来了来了
哈哈哈哈.
阿姨压一压
是真的秀
哈哈哈哈，硬核
"确实有加,爆米花是这边煎堆特色"
skr
哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈我爱吃摁扁的
消除恐惧的最好办法就是面对恐惧
石岐佬不喜欢吃
不太聪明的亚子
哈哈哈哈哈哈哈哈哈哈
wdnmd我裂开了
三联了
小当家
？？？？？
真的是宽油
哈哈哈哈哈哈哈
麻团！
"所以大师傅是用铲,怕粘锅"
哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈
真的牛逼
hhhhhhhh
带文豪
skr
好诗好诗，冲你这诗，这币我投了
笑死人
哈哈哈哈哈哈哈哈
大姨真好看！
草
爆米花是大良那种有陷的煎堆吧
哈哈哈哈哈
宽油呢
skr
石岐佬
哈哈哈哈哈哈哈哈uj jj
哈哈哈哈哈哈哈哈
一看就会一做就废
生生把美食节目做成搞笑节目
DNM我裂开了
好棒！
越来越谐了
哈哈哈哈哈来啦
大姨是什么可爱多转世
你也是建厨师？
哈哈哈哈哈哈哈
很重的
中山人报道
三连三连
秀
哈哈哈哈哈我笑死
这个锅好漂亮
厉害厉害！
大姨真的好可爱啊，太喜欢惹
"这么多反面教材, 是失败了多少次啊"
 下次一定
哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈
赫赫赫赫赫
造原子弹
我裂开了
哈哈哈哈哈哈哈哈哈哈哈哈
一定
大姨牛！！！
大姨牛皮！！！
哈哈哈哈
你的三连有了！
哪管他是真是假
哈哈哈哈
辛苦啦
哈哈哈哈哈
6666
哈哈哈哈哈哈哈再笑一遍
这锅多少钱
太厉害啦
nb！
大姨牛逼！
下次一定
这个不投币真的说不过去！！
哈哈哈哈
哇这一集太不容易了！
hhhhhhhhhhhhhhhh
skr～
太辛苦啦！！
66666666
hhhhhhhh
........
nb
哈哈哈哈哈哈哈
爆米花biss
咋回事啊小老弟
突然发现超早的
skrskr
跟平时的绵羊不太一样哈哈哈搞笑
你这不圆润
哈哈哈哈哈
集总参数法？
哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈
啊啊啊啊啊啊啊啊
下次来个三不沾怎么样？
这锅不需要开锅吗
哈哈哈哈哈哈哈哈哈
馒头
哈哈哈哈哈哈
整期都是翻车
哈哈新手村
EZ
大姨我爱您！
哈哈哈哈哈哈
哈哈哈哈哈哈哈哈
哈哈哈哈哈
哈哈哈哈哈哈哈哈
哇
黄金开口笑哈哈哈哈
太可爱了
hhhh
ohhhhhhhhhhhh
好想让我妈妈教绵羊啊
哈哈哈
？？？
娇小的大姨
。。。。。。
科学家哈哈哈
别看我只是一只羊
笑死
太惨了
肉肉姐 想你
果然是熟能生巧
哈哈哈哈哈哈哈哈哈哈哈哈哈
好可爱
好的，下次一定
哇
⊙∀⊙！⊙∀⊙！⊙∀⊙！
skrskr
好励志啊
黄金开口笑！
Ohhhhhhhhh
好厉害
满分作文
东凤路过
阿姨压一压
爆米花biss
哈哈哈哈哈哈哈哈
洗衣机！
做肉心手法
别人觉得可怕关你屁事 你凭什么管别人有没有密集恐惧症
哈哈哈哈哈哈哈哈好哈哈哈
我差点杀了你
hhhhhhhhhhh哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哇
辣仙根！
X女穿匡威？
哈哈哈哈哈哈哈哈哈哈哈
你真的是很认真噶  哈啊哈 喜欢
三不沾大姨做过了，去看大姨的历史投稿
杨光建附体
哈哈哈哈哈哈哈
233333
厉害
唐牛才是食神
小场面
不容易
竟然真的加了爆米花
哇！射手村
撞群名了哈哈哈
我天居然来了中山！
我也是第二遍了
大姨好可爱呀!!!
好厉害
吓死我了大姨！！
厉害厉害！
前方高能
彻底放飞自我了
爆米花upup
机智呀
科普时间
？？？？？
哈哈哈哈哈哈哈
哈哈哈哈哈哈
妈妈说这么晚你笑个毛啊！
天赋型选手
押韵鬼才
三不沾大姨早就做过了！！
哭了
2333
五金店
麻圆
哈哈哈
哈哈哈哈哈哈哈
好可爱嘿嘿
来了～
要冷油
笑死我了
噗
这是我见过最油的羊了
我输了
绵羊小课堂。
笑死我了
你到底有多少种声音
炸煎堆
满分作文开始了
我死了
哈哈哈哈哈哈
愣着干嘛长按三连
射手村！！！我的童年
Ohhhhhhhhhhhhhh
人有时候不壁一下自己都不知道自己确实不行
刚刚直接去世……
胖起来了！！！
体力
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哇
白给的bgm
射手村！！！
nb
前方高能
真的不容易
哈哈哈哈
woc我死了 好密集啊啊啊啊啊啊啊
ohhhhhhhhhhhhhhhhhh
去北京前失败了很久的，原来是这个
厉害
我差点离开这美丽的世界
文案满分
奥
嘿嘿，吃过
好湿好湿
哈哈哈哈哈哈哈哈哈哈哈哈
！！！！！！！！！！！！！！！！！！！！！！！！
！！！！！！！！！！！！
厉害
哈哈哈哈哈
王刚师傅告诉我新锅要开锅
哈哈哈哈哈哈哈哈
如何当姨夫
三连三连，up辛苦了
哇
破了
哈哈哈哈哈哈哈哈哈哈
变形了哈哈哈哈哈哈
太棒啦功夫不负有心人
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
千万别去石岐佬啊！饭菜跟在村里吃宴席似的，还是最晚到吃到的冷饭菜
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
突然鬼畜
我发现了仙女up⊙∀⊙！
哈哈哈哈
都给你都给你
hhhhhh哈哈哈哈哈哈
好心疼
厉害了！！！！
来了来了
如果是我，现在就开始吃了
铁锅没开。。
三连必须三连
对8起，哈哈哈哈哈哈哈哈哈
skr
太难了，给大姨三连四连
哈哈哈哈哈哈哈哈哈
瑞思拜！
天下武功为快不破
哈哈哈哈哈哈哈
哇塞！！！
哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
好活当赏！三连收好了。
同幸福一家人！！！
要开锅的
哈哈哈哈哈下意识躲开
哈哈哈哈承包这声噗
好湿好湿
像个蜗牛
哈哈哈哈哈哈哈哈哈
开锅那个等等我，俺也一样，猪油开吧哈哈哈哈
！！！！！！！
ohhhhhhhhhhh
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
爆米花？
密恐差点当场去世
老玩家只需要筷子
麻球好了
好可爱啊
健身，肱二头肌
哈哈哈哈哈
牛逼
电科大路过
射手村阿！ms玩家哭泣qwq
厉害啊
射手村交易市场
除湿机还行
麻圆
你想笑死我吗哈哈哈哈
成功辣
这不就个和大号的麻团？！
加爆米花是什么原理啊
洗衣机
哈哈哈
哈哈哈哈哈哈哈哈
惨兮兮
ohhhhhhhhhhhhhh
6批炼成神功了
我裂开了
你好棒呀
真实
哇
太难了TOT
油泡？
skr
我觉得主要是锅太高了，如果站高一点可能手会轻松点
一圆手就慌了
skr
里面的爆米花呢
哈哈哈哈哈哈哈哈哈哈哈
你太厉害了
大姨超可爱
天呐天啦好厉害
哇
来了来了
射手集合
哇
哇！它圆了
厉害
1811前
哈哈哈哈哈
哈哈哈
明明像鸡，233333
23333333
煎堆真的很好吃
这是把所有错误方法都试了个遍啊
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈你也有今天
喷一嘴哈哈哈真实
再来一遍
高能眼瞎
表情都扭曲了
这书怎么做到的
哈哈哈哈哈
哈哈哈哈哈哈
辛苦啦！很棒
哇
这是什么鬼操作呀
淡定
你有币了
陨石麻球
技术好
绵阳长得像陈粒
弄了多少次
哈哈哈哈哈哈哈哈哈哈
好励志
广东煎堆
铁手啊哈哈哈
哇(⊙o⊙)哇
投投投
脑子回了
哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈
可怕啊
啊哈哈
工匠精神哈哈哈哈
一点也不圆
螺旋丸
牛逼!
哈哈哈哈哈哈
还需要一个大男人
射手村！
哈哈哈哈
自闭了哈哈哈哈哈哈
我先来 哇！
流弊！！！！
麒麟臂也练成了
鬼知道这一段我循环了多少遍
汤圆23333
这是失败后读了好多次档
前方高能
没冷油的建议加水
666
欢迎来中山啊！！！！！
 前面欢喜坨等我！
下次一定
下次一定
哈哈哈一看就会，一做就废
开口笑
哈哈哈
ohhhhhhhhhhhhhhhhh
哇，搞得家里都是油哦
KILLER QUEEN!
哈哈哈
哈哈哈哈哈哈哈哈
哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
可爱！
一看就会，一做就废
哈哈哈哈哈哈哈
哈哈哈哈哈哈
哈哈哈哈哈哈哈哈
哈哈哈哈哈麻团是你！
哈哈哈哈
哈哈哈哈哈哈哈哈
哈哈哈哈哈哈
开始搞笑了
哈哈哈哈哈哈哈哈哈哈
这个适合中秋当月球灯哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈和
ohhhhhhhh
OHHHHHHHHHHHHHH
小当家
目力厨师
这个没开锅吧
我擦，我看的都累了
ohhhhhhhhhhhhhhhhhhhhhhhhhh
ohhhhhhhh
最喜欢的塑普
啦啦啦
你个麻球
全凭运气！
我也录过好久
可以了可以了
太强了！
三连三连哈哈哈哈
哇
真的聪明
开锅了吗？
下次一定
哈哈哈哈哈哈手上粘芝麻那里把我头笑掉
泪目
哈哈哈哈哈哈哈哈哈
可以摆摊了
ohhhhhhhhhhhhhhh
哈哈哈哈哈哈哈
。。。
一
我哭了 你呢
哈哈哈哈哈哈哈哈哈哈hi
哇
把哈哈哈哈哈哈哈哈
哇
绵羊
哈哈哈哈哈哈哈哈哈哈或或或或
哈哈哈哈哈 笑死我了
哇！金色传说
真的很棒
skrskr
ohhhhhhh
大姨太棒了！！！！！！！！
ohhh
太难了
哭，都给我哭
哈哈啊哈哈哈
好湿
哈哈哈哈哈哈哈哈哈哈哈哈
补快了
真的。这个一定要三连！
哈哈哈哈
鬼畜
看封面我还以为是神秘的锅巴料理
一看就会，一做就废
哈哈哈哈
我懒了
卧槽。。。吃个团子真不容易啊
泪目
我裂开了
哈哈哈哈哈哈
那个生无可恋的语气太真实了哈哈哈
弗兰人？
up好可爱啊啊啊啊啊
再来一遍
给了！
哈哈哈哈哈哈哈哈哈
ohhhhhhhhhh
牛
做点简单的吧
666
呼呼去，爆米花biss
欢喜坨？
哈哈哈哈哈哈
哈哈哈哈哈
哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
中山人报道
笑出猪叫声！！
哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈
笑死了
卧槽射手村，瞬间泪目！
好哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈
下次一定
一点都不圆
从头笑到尾
哈哈哈哈哈哈哈哈哈哈哈哈
妙呀
哈哈哈66666666
爆米花upup
哈哈哈哈哈
可怕
我炸我自己
哇
哇
中山人报道下
哈哈哈哈哈哈
6666666
这锅子开锅了吗
哈哈哈哈哈哈可爱
哇
哈哈哈哈哈
中山人集合！
太厉害了
这是麻团吗
射手村！！！
团子党永不为奴
币你有了
满分作文
闪耀的灯球
下次一定
hhhhhhhhhhhhhhhhhhhhhh
好湿好湿
前面的，是杨光！
哈哈哈哈哈哈哈
笑死我了
麻球就是这么炸的吗
真实 23333
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈，刺激
我就只吃个团子
bgm搞事
用筷子
我就只是想吃个团子而已
感动啊啊啊！
wdnmd真的是哪里都有闸总
投币！
哈哈哈哈哈哈哈
哈哈哈哈哈哈哈
太棒了
哈哈哈哈哈哈哈，这是个搞笑视频
哈哈哈哈哈哈
哈哈哈哈哈哈
哈哈哈
专业
哈哈哈哈哈哈哈
这次的也太搞笑了吧
太用心啦
哈哈哈哈哈哈哈
这次一定
哇哇哇哇哇
食戟之灵呀
不用爆米花也可以做
哈哈我头笑掉了，大家帮我找找
我的头还没找到
666666
啊～这个巨锅
棒！！
你缺个男朋友
你手有问题
这期怎么回事哈哈哈哈哈哈哈
啊哈哈
笑死了
哈哈哈哈哈哈哈哈
我感觉要炸姐妹们快撤啊哈哈哈哈
哈哈哈哈哈哈哈哈
哈哈哈哈
前方高能
哈哈哈啊
前方高能
硬是最后才试对方法吗
哈哈哈哈
哈哈哈哈
哈哈哈哈哈哈
哈哈哈哈哈
哈哈哈啊哈哈哈哈
马上倒回开头，那时候还是清爽的大姨
哈哈哈哈哈哈哈
我要把币都给你！
麻球
匠人精神！！！！
厉害！
哈哈哈哈哈哈哈
这期好良心
哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈
第二遍，笑死我了哈哈哈哈哈哈哈哈哈哈哈哈哈哈
这过还没开锅
skr
中山人表示炸黄了
skr 
哈哈哈哈
你币有了
汤圆就做好了
这次就给！！！！！！！
必须投币
大了大了大了
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哇
哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
skr
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈我看过这个呼呼呼
押韵可还行
ohhhhhhh
今天发光的不是煎堆，是大姨！！！
哈哈哈哈哈哈
下次一定
这火供不上吧
这次有了！
神经病患者说话通常是押韵的
哈哈哈哈
兄弟们，都给我把币交了
好湿好湿
Sir
？
b比头还大哈哈哈哈
鲸骨开
大姨辛苦了
郭京飞
饭都喷出来了
笑死我啊你
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈红红火火过
哈哈哈哈辛苦了辛苦了
解说好评
吓我一跳！
牛逼
累死
金色传说
河豚?
一定一定
大玉螺旋丸？
下次一定
我们这叫煎脐
塑普
是我了
哈哈哈哈哈哈哈哈哈哈
又是一个不撕保鲜膜的人~~~
刚才那个像素怎么肥四
哇！！！
火不够的把家用的
炸了一只自己
当场去世
哈哈哈哈哈哈哈哈哈
下次下次
哇
满分
看完忘了投币
好厉害
skr
厉害
汤圆
笑惨了
核弹原理？
煎堆本来就加爆米花的啊？
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
押韵好评
我裂开了
哈哈哈哈
同款锅铲
好难啊
中山人前来报道!!!!
汤圆出锅深造
碌堆
抻好
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
这期视频是来搞笑的吧 哈哈哈哈哈哈哈
油不够热
哈哈哈哈哈哈哈哈哈哈哈哈哈
NB
我的笑声已经跟不上我的脑子了
我以为我是进来学做菜的，结果从头笑到尾 哈哈哈哈哈哈 投错区了吧
哈哈哈哈哈哈哈
爆米花家里人不要了
不开锅吗
妈耶
哈哈哈哈
哈哈哈哈哈哈哈哈哈哈
拉我进群！！！
哈哈哈哈哈哈哈
majianda
密集恐惧症警告
再来看一遍，支持大姨，哈哈哈
哇
哇~~~你币有了
灯笼
哈哈哈哈哈哈哈哈哈
我的天
哈哈哈哈哈哈哈
芝麻球？
麻球蛋蛋头？
哇
我发现手里的泡面突然不香了
中山！！！我的次元壁！！！
哈哈哈哈哈哈哈
你币有了
绯红之王！
用农村的灶台大铁锅试试，那个锅更大，哈哈
哈哈哈哈哈哈哈
哈哈哈哈哈哈哈
哪管他是真是贾
煎堆煎堆 福满禄满 满堂彩
skr
太可爱了这阿婆主
币给你了
哇
我懒了～
哈哈哈哈哈哈哈哈哈
天下武功唯快不破
哈哈哈哈哈哈哈
6
噗哈哈哈哈哈哈哈哈哈
这油妈见打
居然還有旋轉台
哈哈哈哈哈哈哈哈
压的太用力
惨啊
ohhhhhhhhhhhhh
金色传说
哈哈哈哈哈哈哈哈哈哈哈哈笑出声
黄金开口笑！
你币有了
哇
重庆很多诶
这是糍粑吧
或或或或或或或或或或或或或或
大宽油警告
哇
中山人报道
我懂了，安排了
大的一般是空心的吧
中山人在这
笑死
完整的膨胀了！
你币有了
你币有了
好搞笑………
横批，下次一定
提前(⊙o⊙)哇
真实
辛苦辛苦
三连三连
真实
等等你膜撕了没有
广东人表示想吃！！！！！！！
画得真像travis scotte
我大中山！
起承转合
太不容易了哈哈哈
中山
要成功了
hhhhhhhh
哈哈哈哈哈哈哈
牛掰了
可以摆摊了
下次，下次一定
哈哈哈哈哈
这就是盘它吗
中山人集合
这锅都没开好，直接硬上
哈哈哈哈哈哈哈哈哈哈
哇
先哇为敬
中山的做法不是这样滴
skr
哈哈哈哈哈哈哈哈哈
好湿好湿
哈哈哈哈哈哈哈哈哈哈哈哈
久 本 雅 美
刚才笑出了鼻涕
突然鬼畜
久 本 雅 美
哇
210.3
哇nbnb
麻球蛋蛋头
这次一定
这次憋了个大宝视频乐死我了
哇！金色传说
在图书馆爆笑了
哈哈哈哈哈
哇哇哇
哇
？？？
不是工具的原因啦
笑的肚子疼
很有道理的样子
牛批
居然真的成功了
像个河豚
大姨的头
噔噔咚
哇⊙∀⊙！
哈哈哈
好燃啊
？？？？？？？？？
哈哈哈哈
厉害啊
下次一定
哈哈哈哈哈哈
笑死我了
skr
下次一定
温度计真实
那爆米花呢？
好诗好诗
再来一遍
哈哈哈哈
哇哇哇
当灯得了
投投投
脂肪肝警告⚠️
skrskrskr～
投币必须的
盘圆了
唯手熟尔
哈哈哈哈哈哈哈哈哈哈哈哈
牛皮！！！！
哈哈哈哈哈哈哈
哈哈哈哈哈哈
好
哈哈哈哈哈哈文体两开花
炸了个寂寞
好诗好诗
广东家庭基本都会做
6666
哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈
他裂开了
好押韵
哈哈哈哈哈
哈哈哈哈哈哈哈哈
笑晕
我懒了
投币了
哈哈哈
前方高能（ ’ - ’ * )
我觉得像肿瘤，哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈
可以想象你之后的生活了，天天吃炸球。。。
中山？，我在啊！
三连了
投投投
哇⊙∀⊙！
哈哈哈哈哈哈哈哈
哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈
厉害了绵羊真棒！！！！
哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈
skr
右臂了有币了
日常做饭的我
盖亚能量炮！
眼：复制成功。手：蛤？！
ez
麻球蛋蛋头
？？？？？？
浪费粮食可耻
肿瘤。。。。君
内应力
一手油
哈哈哈哈哈哈哈哈哈哈哈
是我本人了
噗(/≧▽≦)/fufufufufufufufufuf~
这就是大姨翻车好几次的那个菜么
哇
哈哈哈哈哈哈
裱起来哈哈哈
满分小作文
哇
一上手就报废
哈哈哈
看up做这么不容易突然觉得我老是点这个很罪过
哇
哇哇哇哇哇
高能高能高能
好大的丸子
宽油警告
哈哈哈哈或
这是来玩杂技吗
大姨说人话！！！
精分
什么都会做的绵羊
本山大叔
大姨棒棒哒
那化学压榨法呢？
我吃我自己
哈哈哈哈哈哈哈哈
押韵
哈哈哈哈哈哈哈哈哈
噗
大姨辛苦
我裂开来
heihieihei
哇
一看就会一做就废
？？？
哈哈厉害啊
哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈
这能操作吗
硬核表演
熟悉的BGM
鬼畜来袭
药王
手法很好
不愧是肥羊
一只肥羊
噗
哈哈哈哈哈哈哈哈哈哈
哇
油温的问题，温度高了
哇
666
放在玄关当摆设
????
哈哈，太牛了
阿姨压一压
哈哈哈哈哈哈哈哈
太不容易了！！
下次一定
哈哈哈哈
脆！
skr
这样会更好吃吗
我们这边叫油其
像个灯
没想到看人做个饭笑个半死
哈哈
天呐
光头
金色传说
哇呜哇呜
啊哈哈哈哈哈哈哈
啊哈哈哈哈哈哈
金色传说
加油加油，
哈哈哈哈
哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
hhhhh
？？她刚才说了什么
