好像也是猫？？
虽然我不愿意在一个有陈睿总的视频里发弹幕 但这条是给bilibili的 哔哩哔哩干杯！
干杯干杯
已婚
b站生日快乐！
生日快乐
一数
干杯
哔哩哔哩干杯！( ゜- ゜)つロ​
热乎
已婚
刷
哔哩哔哩干杯
感动
来了
生日快乐
刷
恭喜
哔哩哔哩 - ( ゜- ゜)つロ 乾杯~~
来了
yeah
祝小破站生日快乐！
因为这样才是真正的愉快学习，真正意义上的学习是快乐的
哔哩哔哩生日快乐！
小卢
主要是沙雕b友多
hh
千刃！
确实
来来来啦咯啦咯啦咯
生日快乐
番茄！
生日快乐
@老师好我叫何同学
恭喜
见证历史
B站要火!
恭喜
一不小心和B站同一天生日了O.O
生日快乐
张三
生日快乐
恭喜
生日快乐
生日快乐！
祝我最爱的小破站，生日快乐！
生日快乐！
罗老师yyds
哔哩哔哩干杯！！！
小陈来肯定得一键三连啊
我来了
bilibili干杯
恭喜
干杯……
有人口普查内味儿了
666
生日快乐
哔哩哔哩干杯！( ゜- ゜)つロ​
小陈来了
44min凉了也要见证历史！
哔哩哔哩干杯！( ゜- ゜)つロ​
B站大学呗
陈老板
哔哩哔哩干杯
已婚
我12，哔哩哔哩也12，生日快乐
《学习》
哔哩哔哩干杯
生日快乐！
何同学
来了来了
是的
哔哩哔哩
阿弥阿弥阿弥阿弥
我是那剩余的14%
?????
蒂姆嘟嘟！
我是那剩余的14%
恭喜
我是80后，80后永不老
来了
好耶
哔哩哔哩干杯( ゜- ゜)つロ
B站yyds
哔哩哔哩干杯！
wow
哟，B站和我同生日
我我
哔哩哔哩 - ( ゜- ゜)つロ 乾杯～
生日快乐
哔哩哔哩乾杯 []~（￣▽￣）~*
啊啊啊啊阿弥阿弥阿弥
全是鸽子
戴建业老师
哔哩哔哩干杯！
恭喜
生日快乐！
小陈排面！
生日快乐
狐主任
全体起立
干杯
用了就年轻。。。。
生日快乐
哈老板第一个出诶，排面
三木
生日快乐
今天我14，哔哩哔哩12
bilibili- ( ゜- ゜)つロ 乾杯~
恭喜
生日快乐
来了
哔哩哔哩干杯！( ゜- ゜)つロ​
哔哩哔哩 (゜-゜)つロ 干杯~
44
哔哩哔哩干杯！( ゜- ゜)つロ​
已婚
好家伙
哔哩哔哩干杯！( ゜- ゜)つロ​
全体起立
藏狐狂喜
生日快乐
《相当凑合》
我来重温的
B站大学堂
四叔！
生日快乐
全体起立！！！
已婚
生日快乐
这个我认同！
生日快乐
哔哩哔哩干杯
热乎的！
17岁加入，如今6年了，真好
热乎
哔哩哔哩干杯！！
哔哩哔哩干杯
水饺
哔哩哔哩生日快乐！！
B站，生日快乐！
已婚
阿弥
哔哩哔哩干杯。
是小陈儿吗？
恭喜
来早了
bilibili- ( ゜- ゜)つロ 乾杯~
小陈!
排面
好耶
阿b生日快乐
恭喜
感谢尚硅谷
恭喜
生日快乐
生日快乐！！
哔哩哔哩干杯
恭喜
恭喜
哔哩哔哩干杯！( ゜- ゜)つロ​
生日快乐
干杯
老龄用户报道
左边两步，右边两步
生日快乐！
哔哩哔哩！哔哩哔哩干杯
小破站生日快乐
bilibili周年快乐！
哔哩哔哩干杯！( ゜- ゜)つロ​
哔哩哔哩生日快乐～
热乎
牛牛牛
bilibili- ( ゜- ゜)つロ 乾杯~
恭喜
酷玩！！
热乎
bilibili- ( ゜- ゜)つロ 乾杯~
恭喜
生日快乐
期末考试靠B站
来了
哔哩哔哩干杯！( ゜- ゜)つロ​
柔莉天下第一甜
阿尔贝莱特！
好家伙5000万帕加尼
直接跳过
生日快乐
哔哩哔哩干杯！
何同学
哔哩哔哩 - ( ゜- ゜)つロ 乾杯~
翻了19倍
终于赶上热乎的！
恭喜
生日快乐
热乎！
飘妹！！
生日快乐
炖陈睿！
生日快乐
恭喜恭喜
学习嘿嘿嘿(º﹃º )
极速拍档排面！！！！
233333
哔哩哔哩干杯！！
已婚
哔哩哔哩干杯
干杯!
小翔哥！
无穷科普，小亮
恭喜
小鹿小米不原地结婚很难收场了
学习抢a大的道具
川宝！
嗯
哔哩哔哩 - ( ゜- ゜)つロ 乾杯~
ohhhhhhhhh
我来康康
酷玩
27岁报告
恭喜
热乎热乎热乎
恭喜恭喜恭喜
哔哩哔哩生日快乐
恭喜
绝了！！鹿米！！！
我
米老师！
bilibili- ( ゜- ゜)つロ 乾杯~
COLDPLAY
虾王
小鹿 nb
刚刚
热乎
生日快乐
小米啊啊啊啊啊啊啊啊啊啊
恭喜
哔哩哔哩生日快乐
已婚
在的吖
《抄作业》
生日快乐
1.5倍正常语速
宋言YYDS
生快
哔哩哔哩干杯
来了
来了
鬼畜哈哈哈哈哈哈哈哈哈哈哈哈
生日快乐
恭喜
来了来了
恭喜恭喜
B站带给我很多快乐呢，生日快乐
生日快乐
兔妈
生日快乐
bilibili干杯
生日快乐
确实
哔哩哔哩，生日快乐！
来了
恭喜
生日快乐
哔哩哔哩干杯
哔哩哔哩生日快乐
小破站生日快乐！
来了
好家伙
20路过
生日快乐小破站
生日快乐！
兔妈！！
翠花！
哔哩哔哩干杯
祝b站生日快乐 ！
魔刀千仞啊啊啊排面
我们学校70周年你回不回来
哔哩哔哩干杯！( ゜- ゜)つロ​
热乎
生日快乐
bilibili干杯
哔哩哔哩 - ( ゜- ゜)つロ 乾杯~
吼吼吼
大家好，我是已婚！
罗老师排面！！！
来了
学做饭（doge
 哔哩哔哩 - ( ゜- ゜)つロ 乾杯~
 小鱼哥 学习
已婚
来啦来啦
哔哩哔哩生日快乐妙啊
生日快乐呀
B站生日快乐
菲你在看吗
哔哩哔哩乾杯！！！
芜湖
生日快乐
张藏狐老师功不可没
恭喜
见证
大哥!
生日快乐
哔哩哔哩生日快乐
戴建业老师！
哔哩哔哩生日快乐
bilibili生日快乐
哔哩哔哩生日快乐!(^O^)y非战斗人员请撤离
来了
哔哩哔哩干杯
恭喜
恭喜
生日快乐!(^O^)y
全国最大的鸽子养殖场
来了
66666
生日快乐
学法律，找罗翔老师！
我去
我这么早！！
@罗想说刑法
恭喜
哔哩哔哩乾杯 []~（￣▽￣）~*
最右上角Z哥
@无穷小亮的科普日常
确实
吼吼吼
我贡献了 好耶
真的真的，B站的学习方面也是超棒的
法外狂徒张三
生日快乐
众所周知，b站是学习软件
你好呀，小陈
快乐
鸽子的数量也在变多（手动狗头）
哔哩哔哩干杯！( ゜- ゜)つロ​
罗翔呗
生日快乐！
哔哩哔哩干杯～
“年轻”
生日快乐！
生日快乐
男人就要开豪车！！！
哔哩哔哩乾杯～
小陈
哔哩哔哩干杯
哔哩哔哩干杯！( ゜- ゜)つロ​
热乎的
哔哩哔哩干杯！
哔哩哔哩乾杯 []~（￣▽￣）~*
才浅牌面
《科普》
nb
来了来了！！！
哔哩哔哩干杯！
科学科普！太可怕
全体起立
烫
小破站生日快乐
已婚
已婚
b站大学毕业
一睹尊容
这是倍数，百分号去掉两位数
我40岁，感觉自己很年轻
小陈，你好
特别是不同专业大佬的知识分享，真的是看到就赚到
生日快乐
我18
恭喜
陈老师
哈老板和小绿毛
生日快乐
生日快乐呀！
哔哩哔哩干杯！
bilibili生日快乐
睿总来啦！！
他老板小绿毛
小陈
985b站大学
生日快乐
恭喜 恭喜   恭喜      恭喜 恭喜恭喜恭喜恭喜恭喜
在B站，我知道了很多不一样的东西，
全体起立！
干杯
哔哩哔哩 - ( ゜- ゜)つロ 乾杯~
热乎的
哔哩哔哩干杯！
刚来
来了来了
雀食
确实
生日快乐！！
生日快乐！
生日快乐
学习软件
狐主任功不可没
为国家做贡献
干杯
生日快乐
哔哩哔哩乾杯
恭喜
生日快乐
确实
生日快乐
恭喜恭喜恭喜恭喜恭喜恭喜恭喜恭喜恭喜恭喜恭喜恭喜恭喜恭喜恭喜恭喜恭喜恭喜
雀食
