b站特色一播放91赞
39块，你给我邮寄一个吧
道理我都懂，但是为什么只伸两根手指？（不是
我买爆
好耶
诈尸了！！！
《梅开二度》
给广告位打广告，这何尝不是一种广告
好，买了
超级良心
卧槽
谢谢up
实验室，我来了
~
俺有
良心商家
你复活辣
我给100
卧槽，这么便宜
量产
二三十块钱，这绝对良心，
《刚好》
已三连
需要打印可以到海鲜市场来找我，同名。
量产！
过一段时间就会有可恶的淘宝商家偷去卖钱了
不会组装希望直接买成品
快，我需要量产
我有3d打印机
300万粉
好烫
牛B
好臭的服務商（惱）
他在试图教会我
升级版
《格         局》
刚好
量产！！！
好臭的广告
0
怕侵权，你们自己弄材料
芜湖
你谁啊
需要手工能力的啊
量产！！
好便宜啊
太良心了吧！！
建议后面加个简易扬声器
《简单》
血书后面加个扬声器
我有
做不如租，租不如买！
学校里面可以用
《简单》
请看P2  人工费300
没看够
露脸了
公开招标了这是
比手办便宜多了
吃灰去吧
唉刚好有台3d打印机
这么便宜！快冲啊兄弟们！
？
量产
那我用数控机床（doge）
结果你发现置顶被一个做PCB的给抢了
三维猴
这个价格我可以
bc
zhn
量产
良心
量产
好久不见~~
太便宜了  建议加价，up你太瞧不起自己了
这么便宜
你币有了！！！！！！
嘉立创？
必须吃灰
漂亮 就等这个呢
量产！
小超梦
慈善区up主
量产
大哥你谁啊？
看 p2 就知道 了 手工费 最少200块
量产
垂死病中惊坐起
我有个闲置的光固化打印机，挂咸鱼了
好耶
卧槽
三连了
非常亲民了，祝大卖
咸鱼
量产
@老师好我叫何同学
居然在教我做事？
我的早坂呢！！！
。。
哎 不巧了吗 我有
懂了，这就去实验室白嫖3D打印机
这就是大佬的从容吗
量产直接模具做算了，3d打印不来不是用来量产的
量产
强者的眼袋
OMG！买它！
量产
我观看的时候已经是120.7万了，看来不需要我了，溜了溜了。
我关注了，记得提我
快一年了还没量产
必须搞一个
量产！
良心啊
量产！
量产
为啥没人@原神官方直接出套件呢
露脸了露脸了
量产
量产！
那能不能用3D打印机打印一个3D打印机卖给我？[doge]
奶奶的，为什么不火！火啊 ！
量产
我超
觉得澄海要动了
用数控铣大可不必
太良心了
未来工厂？
听声音还以为是圣枪哥
有点意思哈
我要看黑帮摇（JOJO冥场面）
牛批
太良心了，直接点关注
可达鸭
自古p2无人看
《1 1 4 5 1 4》
我唤醒大海环形山脉，唤醒沙漠处处充满色彩美丽的地方，开心往前飞
有胡桃的地方就有我
诈尸了
9.9
这个项目王多鱼投了（）
哈哈哈哈
妙啊！
人工费设计费没算（
阳间玩具
大受震撼
可以有
语言来个音响，要不感觉少一半
我超买爆！！！！！！！！
我想花钱诶
材料专业可以嫖学校的3D打印机
量产区up主
嗨害嗨
失踪人口回归
太巧了，正好有一个
我直接买吧
臭死了
分布式哈哈哈哈
量产
笑死
良心！！！！！！！
哈哈哈哈
帅哥你谁
114514骨折价
哈哈哈哈要饭区up
为了更多人能玩到（胡桃）
.............................+
失踪人口回归
....
格局
你知道吗，做3Dmax也是点几下鼠标的问题哦
《刚好》
量产了？
冲冲冲
消愁
量产量产量产
，，，
好贵
0.8
量产！
哈哈哈哈哈哈哈哈
6的雅痞
量产
在哪买？
30？
量产
量产！！！
量产
量产
UP主终于想起B站密码了？我还以为你去K记设计可达鸭了
奶奶的，你还知道更啊doge
up要造福全人类了！
我曹
好良心，别地方买百十块都不过
失踪人口回归
我直接用系里的4台一起打
up主可以出3D的吗
量产
我还是选择买成品吧···这点钱还是要给人家赚的
挖槽
重新定义：很简单。看来这要是简单的话，我这算是残疾人吧
什么东西50都不到！
能直接卖吗
业界良心
哈哈哈哈，妙啊
你太聪明了
这个可以有！！！
他真的做到了量产胡桃！真是让人热血沸腾，为之折服！
《 敏 感 肌 也 能 用 》
为什么不量产
《刚好》
自信点，绝大部分家庭都没有3d打印机
大家顺便从我这买台3D打印机
这恐怖的播放量
homo 无处不在（恼）
量产
菩萨吗？
我超！良心！
不三连还是人嘛
可以了，但凡和原神沾边的，都没便宜的
量产
失踪人口回归
《分布式量产》
去找赛博顶针打印个有苹果logo的
哈哈哈哈
帅哥你谁？
拿下
32.0
哈哈哈
我还真有打印机
好巧正好有一台
自己做
帅哥
蛋黄派？
爷关更
必须量产
下北泽服务商
量产，上链接
我还以为是电摇....
上链接！
我们这边社区的书屋有打印机，一般人都不知道
大喊姐姐我可以
爱了爱了
良心UP主啊！
我要我要
《简单》
nainai滴，量产，为什么不量产.
我超，原
我家有
量产
《简单》
他在试图教会我
加个可达鸭的音乐更好
好
什么时候上架？
《简单》
快量产，9.9包邮
你倒是发链接啊
请求批量
量产啊啊啊啊啊啊
我有3D打印机
《刚好》
量产
我超！小超梦！（doge）
有没有考虑我们卖胶带的感受 拍一单亏一单
哈哈啊哈未来工厂
放链接吧
量产 谢谢
量产
懂了，这就去实验室
40元，我买成品！
我要樱花狼灵
我和你来到暖暖的天边（
租！
好便宜！
失踪人口
买他！
量产
好久不见
量产！！
我直接买爆
我想直接买
一顿饭钱，几乎白送了
买它
我先来，量产！！！
《简单》
我出四十
这也太便宜了？？？
曜你怎么了
真简单
学校里有
不错哦
量产谢谢
woc，真良心
量产
我家有
量产
= =
666
牛逼
量产！
皮鹅
这是牙签？
熟悉的三维猴
可以！
活了？
格局 良心 三连!
量产！！！
我手残，麻烦量产
量产
牛啊牛啊
艾伦，你好！
此评论用于增加经验
哈哈哈哈哈哈99交个朋友
传统量产售价等于物料成本*10
《点几下鼠标》
我还真有（狗头
mei zhou bi kan 
bilibili I’m home 
bilibili I’m home 
520
521
666
量产
有22娘的吗？
学校有
啊对对对
这项目我王多鱼投了！
终于量产了吗!
立创都爆单了
量产
来了来了
刚好
每周必看
每周必看
这价格不就tm基本上白送？？？
量产！
奶奶的为什么不火火啊
0.
我有这个表情包来着。。。。。。
刚好有！
不严谨，应该是商业广告视频
价格可以了！
68劝退我
量产量产量产量产量产量产量产量产量产量产
量产
量产
量产
114514？？
找第三方工作室授权代工吧
学校有
为了省十几块，我买了一台
《简单》
卧槽牛批
哦哦哦
露脸了up
好帅啊
牛啊
卧槽这不比那个日本的手偶还厉害啊卧槽
量产
良心啊
版权注册了没
9毛9
宝藏up！
我可以
去海鲜市场
我有哦！
量产
哥哥我想看你做金凯瑞摇头三人组
学校里面有3D打印机
先赞后看！
机械那个，自己车一个可还行
去实验室偷偷用
1分（doge）
好家伙
我已经做好了改改了改做成了光动能
14（察觉）
可以可以
我靠，我要买
我有
量产！
加上3d打印机的钱
卡神你要不要试试自己开公司然后用加工外包的模式试试？
一直在收藏，从未实践过。
给我冲！
《三》
哇塞
失踪人口回归？
（粉丝眼中胡桃=咕咕星
直接画出来
良心
他试图想教会我
我刚以为我刚以为没声音就再发声不听，直接给我吓一跳就那个娜奈斯
原神出了一个造玩具的活动 要不要考虑把那些玩具复刻一下
嘉丽创
new be
天天叫着量产 ，真出了就都不买了
你谁啊
你谁啊
输入轴能用回形针吗，试了下 502沾回形针，扭矩大了直接脱胶了
大佬
几w一台的《刚好》
大哥，还卖吗
3D打印这价格只是打印价，运费结算要+10的，其他成本一致
每周必看
的点点滴滴多或或或或或或或或或或或或或或或或或或或或或或或或或或或或或或或或或或或或或或或或或或或或或或或或或或或或或或或或或或
我说一个数，9块9包邮。
良心！！！
没有3D打印机
失踪人口回归
《          简           单           》
这是牙签？？
弄一个太阳能版
可以出一个量产商店吗
卧槽我打印干掉了我50rmb
量产
我有3d打印机+喷墨打印机
简单
你有版权吗？
每周必看
亲民
woc
但是我们学校有(doge)
哥！量产！
失踪人口回归
玩过
《三》
简单
量产
刚做了 还可以
15
巧了我加了有两台
去学校打印awa
握草良心
量产
好家伙
我能直接买你做好现成的吗？邮费我出
homo无处不在（悲）
首先，没有3d打印机，好的，退出视频
地址
失踪人口回归？
“刚好”
这是直接买的吗
量产
诈尸啦我准备把它埋起来的。
桃宝！！！
┗|｀O′|┛ 嗷~~
有堂主的地方就有我
那可真是太巧了
第二碑半价
3d打印机也要钱
资本家落泪
良心商家
你问什么不开淘宝？
《三》
让她嗷！
我永远喜欢胡桃
桃宝！！！
有胡桃的地方就有我
量产！
《刚好》
永远喜欢胡桃
我特么买爆
永远喜欢胡桃
量产
桃宝！！！
已经开始自己画了
怎么全是先辈头像啊（悲
第二碑半价
失踪人口回归
太良心了
卧槽？这么便宜
在哪买呢？
刚好
小超梦
我想要这张图的玩具！（doge）
114514
""
