刚刚 可太烫了
很少人没听到最后
听了还想听系列
热乎热乎
冲！
豫R陪一根
桂A点了一根真龙
热乎
看见标题直接投币
泪目
老哥好
一个小时的热度
真厉害
川D上一瓶啤酒
川L直接三连
突然好想你
秀
瘦了瘦了
贵H 一起
甘A陪一根黑兰州
今天我也好想他
？
这
烟抽没了，谁能送我一把
滴，五迷卡
湘f加一根天叶
冀G陪一根钻石
苏腾眉，突然好想你！
好听好听好听
湘A陪一根
川B陪一根电子烟
鼻子好酸
加油，你是最棒的
真热乎
什么牌子牙膏
！！！！！！！！！！！！！
瘦了瘦了
哭了
真的太有感情了
白嫖失败
yyds
桂B陪一根
桂C陪一根海韵
辽D干了各位随意
后方高能
京A陪一根
点了一只阿诗玛
卧槽
鲁R也在
牛牛牛
川a跟一根
鄂A 陪一支
增加弹幕
哇
写满了故事的脸
颜王是吧
好棒
ililibib
卧槽，真的好听！
再来一遍
好听
五迷报道
大晚上的有点不太敢听，会睡不着的
喂！未成年人不要学着弹幕抽烟！！
鄂A陪一杯
天赋真的太好了
66666666
zyf我好想你
真好听
牛牛牛！
牙好白啊
鲁A陪一根
哭了，哭了
两个小时 好早好早
我也想粤A女朋友了
粤A 陪一支1906
粤B在线借火机
好听
66
李亚敬啊
投币投币
好听
粤A陪一根
xjw再见认清这辈子与你毫无牵连了真是比分手更难过呀
真心牛
宁A陪一根
杀疯了
是因为份子钱么？
突然好想你，你会在哪里
卧槽
他在弹唱嘛这是
甘E
沪A陪一根
桂A陪一根
皖L点支黄山
走心了
哭了
突然好想你
弦弦好想你
？？？
好听的
明天周一5555555
好听啊
桂c沙次 一包
琼B就不跟了啊
豫C 陪一根
爱了爱了
闭上眼睛，沉浸歌手声音和世界。
赞赞赞
粤k 点烟
泪目
忍不住了
五味杂陈
贵A陪一包
施法前摇
再来一遍
阳台 华子 手机
川E陪一夜
突然模糊的眼睛
鲁A陪一根
粤D陪一根
粤V陪一杯
热乎热乎
粤Dsanlin
热乎的，真香！！！
浙J走一下
再来一遍
阿珍，希望你们好好的
湘J陪一根
这墙并不是壁纸
加油
白嫖失败
川A直接陪一包！！！！！！！！！！！！！
桂P陪一包蓝龙
桂D走一瓶
开头见
爱我的宝宝馨馨
好听
看到五月天就先 投了
李怡桐你还好吗？我好想你
粤T陪一根
好听！！！！！
我好想你
苏A陪一根
beyond-海阔天空，跪求！！！
战术表情
nb
湘B陪一根
京A陪两根
来吧兄弟东方点上
白嫖失败
徐尧点赞
鲁F一支将军
林冰玉
粤h陪一根
破防了
感觉唱的好用力
苏B陪一根
666
青A陪一根
赣B陪一条
厉害的
苏A陪一条
讲真，老吴没百大我是不服的
陪一根
好丁好丁
人狠话不多
琼B点了一串鞭炮
杨，突然好想你
镜头怼脸怎么输
太好听了!
邵鑫 这是我的第一条弹幕 希望你能看见
豫A陪碗胡辣汤
一直在关闭状态，不错！
我也想你，但只是想，也只能想
solo20年了
真的很想你，控制不住的想
川S陪一根
求一首，忽然之间
破防了。。。
先点赞再投币
给我陕E发一根
很怀疑着他手机里的信息，我也不知道该不该相信
Lesley你还好吗
可以的
很好听
闽C陪一根
点根儿炫赫门！
雨眠我好想你
！！！！！！！！！！！！！
太好听了
泪目
鸡皮疙瘩
粤k陪一根
我要在B站2022年晚会看到他
豫G陪一根
ZYP好想你
好好听
渝b陪一根
陕A配一根
粤A陪一瓶
Mayday
我的天，这是五月天吧
这个u p的，建议只听音频，看多了会怀疑人生
甘A陪一根
苏N陪一根
陌生的人请给我一支兰州
闽C陪一根
666
鄂E也陪一根
沪A跟两条
每次听着都泪目
皖b陪一根小熊猫
想念以前的同学们
桂K进入直播间
牛逼
粵F哭了
桂C陪一根
鄂N陪一根
开口是巅峰
Ohhh
湖广地区 真实的歌手！
我tm抽完了，擦，早知道吃饭的时候买一包了
借我根烟
烨烨 想你了
晋D有吗？陪一根
谢丽娟我爱你
白嫖失败
卧槽，好听啊
卧槽，真的是，听着歌，真的突然好想你，
粤c陪一根
贵F陪一根
肖思琴，我真的喜欢你啊
好好听
突然泪目
66666
来了来了
出道啊！
出道吧出道吧
苏J陪一根
浙G来一根
66666
6666
666
Ohhhhhhhhhhhhhh
豫K感觉很赞
湘a哭了
？？？
我想你了
冀F陪一根
十一小时，凉了
贵H陪一瓶快乐水
令人羡慕的歌喉
卧槽，和样子完全不匹配
czj你过得怎么样
闽D跟一根
蒙A陪一根
汪疯？
悲情魔音来一个
卧槽好听
突然好想你。
刚来
祝她安好
出息了
粤s不抽烟 陪一杯
好听好听
辽B三连
来一首五月天的《干杯》吧，我想弹幕一定很整齐划一
贵C陪一根
好听好听
有点东西
苏M陪一根
太牛了太牛了太牛了
飘过·····~~````~···
余康毅！！！
蒙d
冲冲冲
牛B点一根
鲁A陪一根！
你要幸福
鲁A陪一根
八格牙路
苏A陪一杯
突然的投币！
豫D陪一根
颖子，我想你了
皖L陪一根
黑A递一根儿
蒙A陪一根
太好听了
豫B陪一颗烟弹
鲁G陪一杯
好听！！
痛苦面具
太棒了
哇塞
想哭
好听阿
陕A陪一根
卧槽卧槽卧槽
卧槽卧槽
粤F陪一根
黑A陪根烟
最后那一段绝了
鲁L陪一根
叼叼叼
666
豫r陪一根
大师，我悟了
哭了
niubi
唱法变了牛逼了，大哥
陕K陪一根
黑C陪一根
我肖翔开始想你了
我肖翔开始想你了
我肖翔开始想你了
鲁N陪一根
没有琼B的朋友吗
陪一根是什么意思啊
蒙B陪一根
粤W陪一根
一脸享受
渝A陪一杯
882个人一起看
最后亿遍
湘l陪一根
绝绝子
看这深情的小眼睛
豫Q陪一根
卧槽
降了吧
冀D哭了
最爱的五月天
好听
鲁H
晋A干了
陕A陪一根
贵A陪一根
干了这瓶旺仔！
智超爱雅雅
豫d陪一根
广西阿信
粤B的人在鄂A陪一根
粤K跟上
津R陪根二手烟
粤V赔一根
再来一亿遍
二话不说，上来就是一个赞
好好听
闽G陪一根
好棒
三连了
陕A很想他
豫c鼓一曲
豫c陪2跟
好听，我哭了
桂K
我塔马直接先投币再听
吐词太清晰了
真的吗
好听
苏f陪一根！
毕业季
xuan
我要写硬币有何用（投币了）
冀a来一根
终于看到衡阳了
声音很熟悉的感觉，高音有点点像陈羽凡
绝了 绝绝子
鼻子有点酸了
鲁A陪一根
五迷来了
赣B踩箱了
孙浩
陪一瓶五粮液
冀c陪一根
这次一定
电话线上网。。。
晋M陪
粤a陪一根
好高阿。呜呜X﹏X
怕是女儿也在门外呢
好听
陕D陪一根
牛逼牛逼牛逼
桂n
再也没人喊我哥哥了！办公室泪目了！
突然好想你
不抽烟，牙真白
黑A陪一根
Nice
咬字贼好
跪了
好听
突然好想你
美利坚A陪一根
颜王
配一根
点上了
粤B陪一根
帅！！！！！
泪目
你们故事好多
帅气
桂K陪一根
白嫖失败
好帅
牛逼
真的好听
泪目
湘C陪一根
广西怒砍一分
牙白牙白
豫B陪一根
粤N来一条
粤E配一根
贵c黑G陪两根
四川宜宾陪一瓶五粮液
这个是个狠人
牙白牙白
你给云D整哭了
终于有五月天了
速度
老乡冲冲冲！！
蒙A陪一根
洗牙了呀
粤M陪一杯
突然好想你
首页通知书
厉害
闽c陪一根
闽a陪一根
王钰婵我好想你
唱的真的有味道~
浙E陪一根
湘
湘L陪一根
大叔！
T.T
鄂A陪一根
来跟磨砂
粤s陪一根
赣B陪一杯
卧槽，紧要，离谱
蒙H陪一根！
太好听了！！！
好听呀
五月天
闽A陪一根
桂A支持老乡
好好听！
好听
晋A陪一杯
川B陪一根
豫M陪一根
点一首好久不见
粤a陪一根
好听啊
白将军陪一根
粤C陪一根
点歌员陪一晚
看哭了
赣b陪一根
周婷婷，我爱你。
哭了  三连了
哭了，好棒，唱到心里去了
想你了 崔hy
鲁Q陪一杯
川A陪一根
粤G陪一根红塔山
好厉害啊
希望她幸福
前面那个点好久不见的兄弟，老吴之前的视频有
靓仔
先投币后收听
云C陪亿根
为什么你带我走过最难忘的旅行
发个友善的弹幕见证当下
湘N
浙A来了
太好听了吧
湘D表示来一根经典
鄂G
冀g陪一根
蒙G陪一根
晋f陪一盒
新c递上一瓶大乌苏
李耀s 祝你快乐
这里 他因喜欢而唱歌，我因喜欢而听，很纯粹
66666666
湘A
可以把吉他也一起拍
最怕朋友突然的关心
牛皮
开口跪啊
为什么只能投2个硬币？
陕A陪一根
冀B陪酒一杯
豫Cl
琼B默默路过
粤b一根
桂佩仪根
桂C陪一根
冀D冒泡
鄂Q陪一根
？？？
湘A陪一根
我也陪一根
冀a陪一根白塔
豫C陪一根，喝一杯
你要幸福
孙浩？
其实可以把镜头拿远一点
浙H陪一根
美女只敢闭着眼睛听。
我的妈
说长得丑 吓人的 中年人不都是这样普普通通的样子？你确定到中年你比他好看？
豫G陪一根
牙很白啊
闽G陪一杯
王昌建我爱你！！！！
？？？
有故事的选手
突然好想你
苏K
闽E借个火
好听
用啥牙膏这么白
江苏的来一根
爱死了
皖B陪一杯
真的好想你
值得我这个月的第一次投币。
哭了
桂A陪一根
我想你了 pp
卧槽 男神
北京陪一根
川L陪一根
666
蒙D不会抽烟 啥也不说了 我先干了这瓶 你们随意
缓慢点上一根甲天下
琼A陪一根
鸡皮疙瘩
最想你一次，x
未成年人禁止陪一根
帅气老哥
棒棒棒
大赣赣点了根红双喜
青花瓷来一根
666
浙E陪一根
牛
好听！
人家不抽烟
每次听到这首歌，就会想起《安河桥》
吉B陪一根
蒙G 陪一根
豫N陪一根
赣B来一根
喔霍，开口惊，一开始以为是搞笑视频，发现百万up主就觉得事情不简单
湘A陪一根
闽C陪一根
情绪上来了
鄂H来了
闽C不抽烟，意念整一根
厉害
任小J，你还好吗
1.25倍享用
苏b陪一根
鄂D加一根
沈琳我喜欢过你的
DSY我想你了
粤l陪一根
鲁A陪一根
6666
太好听了
太高了 跟不起
蒙K陪一根
粤W哭了
湘U陪一根
京A陪一盒
泪目
看封面以为是来搞笑的，没想到唱的这么好
1.25倍惊喜
谢谢大哥
头皮麻了
请收下我的膝盖
琼B 陪一根
哈哈哈哈
有自己喜欢热爱并为之认真努力的事就很棒哇
湘D陪一根
突然好想你
Miss u
湘N
太稳了
川W先干为敬了
好大反差
云k不会砸烟但还是陪一根
湘B陪一根
在弹吉他
别陪了，三连 行不行
直接三连支持
豫n陪一根
渝A来一瓶
鲁M来一根
6666
哦厚，
闽A陪一根
粤A报道
好听极了
宁A哭了
苏A来一口
好强
苏u陪一个
朋友们记住这份心痛，然后注视远方，努力前进
浩哥不必如此认真。
听了一边才发弹幕
老天爷赏饭吃
冀G
最强偶像
粤P喝一杯
博白陪一杯
闽F
活该你火
鲁C陪一根
牛逼
唱隔壁老樊的歌，那歌感情深
苏e陪一根
桂K只心痛不后悔
浙B陪一杯
津G走一根
沪F陪一根
粤E陪一根
未成年陪根棒棒糖
宁A陪一根
渝A陪一根
really？
鲁K陪一根
为啥只能投两个币？
好想你 林洁瑜
粤U陪一根
吉A闪现去买烟陪一根
浙A陪一根
分手后还是会想你
豫D也一样
我爱你
豫c一包红旗渠
吉C陪一根
浙A
好听
闽H来三连
好想好想
还有点好听
牛逼牛逼
粤b陪一根
贵C点个赞
好好听
皖C人在苏B 点一根
面部表情丰富
山雨心
豫f陪一根
云F陪一根
wonderful
粤A陪一杯
粤U陪一杯
皖N陪一口酸奶
豫N陪一根
这是曹县的艺术家？
湘F陪一根
鲁B陪一根
妈呀太厉害了！
苏c皮蛋点一根
桂R
陕E陪一炮
辽J陪一根
粤k利群一根
泪目
我崩了
琼B续一根
ss
湘b陪一瓶
吉A陪一根
泪水在眼眶打转
为什么我听到了这首歌的灵魂
黑A戒烟了
白嫖失败
高能预警
川C陪一根
听着歌看着评论，真就猛男落泪
云D陪一根
再来一遍
牛皮
想你了ZQ
粤C陪一根
豫A陪一根
递在座的所有人一根黄金叶
我先三连为敬
我靠 唱法很棒啊
突然好想你
卧槽
什么时候才能真的忘了你
赣D陪一根
鲁L含泪点了一盒
渝A陪一根
闽E陪一根灰狼
牛不牛逼
桂
一开口就知道本次白嫖失败
鲁L陪一口
闭上眼睛听，感受绝对不一样。
小脑斧，对不起
吉A陪一根
突然好想你
您的脸上写满了故事
原唱吗？牛逼
川H陪一根
眼睛湿润了，糟糕，我受到了灵魂打击，但我不知道有什么伤心的。可能我的存在本身就是伤心，就是莫名的触动。
鲁M陪一根
8888
黑B高科技 
好听
京A陪一根
口吐芬芳
蒙E点一根了
冀A陪一根
666666
京G干了
为啥我嘴角咸咸的
湘A不陪了
粤T陪一根
鲁D来一根
突然好想你啊
川Q来一杯
冀A来一根
湘A陪一根
赣E陪一晚
闽J陪一根
粤X陪一根
皖a陪一根
陕A陪一根
woc 牛逼
皖N陪一根
这情绪也太到位了
蒙A陪一根
我白嫖党硬币攒了900多个，听到这里我真的忍不住了。投！
没有消息就是最好的消息
甘L一根
我绷不住了
冀T陪一根
豫D陪一根
给我哭
岁月是把杀猪刀
皖G陪一根
最怕听到你的消息
憨B陪一根
陪一根是什么梗？？？
豫F陪一根
南昌航空大学21－522一根
？
这老哥牙比我还白
牛逼
湘F陪一根
厉害厉害厉害厉害厉害厉害厉害
粤E来一根
闽C陪一根
川A陪一根
我麻了
好听
陕F需要陪一杯
鲁R陪一盒
对不起，我还是喜欢你
甘D陪一根黑兰州
1.5倍
粤Q配两根
红塔山陪一根
天工大喝一宿
浙J吹一瓶
皖D哭撩 叹了口气
鸡皮疙瘩呀，有那味了。
先来一个币
好好听啊
吉B来一杯
天！！这绝了！！！！
湘J陪一根
"今天,她把我删了"
好温柔啊啊啊啊
辽A陪一瓶
20多万粉丝的时候关注你，加油
川A陪一根
湘M陪一个三连
甘A听哭了
鲁H陪一根
杉
粤A陪一根
鼓掌鼓掌
武汉陪一根
烧十块真龙吗？
希望在你的婚礼上，我们最后干一杯吧！
鲁N陪一杯
牛逼
666
湘A陪一根
太棒了
浙G陪一瓶可乐
好想你，wy
甘M陪一根
一天播放量破百万
他唱歌一向很好听哦
一顿几个五月天啊这是
祝你永远幸福
棒棒棒
贵G陪磨砂一根
云A陪一条
皖A陪一杯
浙J临海来了
牛逼
中年再听这首歌，才听懂年少时的无奈
豫B
王淑洲。再见。
突然好想你但我不会再找你
1111
强啊
卧槽，空气真的安静了。
广西老表牛逼
粤T陪一支
皖H
云F陪一根
辽C新A陪一根
晋A陪两根
66666666
川A点烟了
大爱
豫R陪一支南阳
泪目
厉害！！
用心了
粤X陪一根
豫D陪到死
豫c陪一根
小学学过这首歌
前面zyc的别走，我就是
皖L陪一根
宁A陪一根
粤M陪一杯
粤k陪一杯
苏c陪一根
苏E陪一条
甘M吹一瓶
甘A陪一根
小陈
闭上眼睛，你会发现另一个世界
0点39，深度网抑云时间
NB
苏A陪一根
川E陪一根
来根真龙
京Y陪一宿
泪目
苏K陪一根
闽D陪一根
牙好白啊！！
桂L来啦
皖a陪一根
鲁V陪一根白将
我的天，这背后是有什么样的故事啊
琼A陪一根
今天所有消费都由琼B买单   全场欢呼！
粤B喝一口卡布奇诺
甘N来一根
皖L陪一根
白将军一人一根点上吧
琼b陪一根
粤B
豫k陪一根帝豪
粤V陪一根
突然好想你
lsj还会想我吗
豫S点上了
浙j一根
桂A陪一根
川A陪一根
想哭的感觉
冀D陪一根
皖L陪一根
辽A陪一颗
川R点了一根大重九
恍惚了
浙B陪一条
好听。
贵A陪一根
有内味了！
泪目
开口脆，哈哈哈嗝
皖F赔一杯
闽F陪一根
新A陪一根
瘦了啊
宁A陪一根，一口白沙一段过去
贵R
第五遍了
走心了我的天
豫n跟一根
豫c陪一根，虽然不会吸
贵A陪一根
卧槽
渝D陪一根~
6666666
鄂e陪一条！！！！
浙B前来打卡
浙c陪一根
说不出话也哭不出来
苏b陪一根
陕A陪一杯
可以去参加海选了
666
凌晨4点 240人正在看、
卧槽
UA干一杯
云A陪一根
三姨太吃面呢
牛p6666
glen eyre陪一根
琼（穷）B陪一根
陕陪一根
鄂A一根蓝楼
后背发麻唱的我
豫D陪一根
泪目了泪目了
孙浩
沪A陪一根
头皮发麻
白嫖失败
五月天！
皖A陪一根
为了这个豫B我听完又来了一遍
卧槽我要是有这才艺找妹妹应该很轻松
四遍
晋K两根
牛逼
离谱。
up加油，唱得很好啊
豫A走一根
冀E陪一根
鲁ｃ闷了
鸡皮疙瘩 真弃一身
皖M陪一根
桂A陪一根
豫R陪一根
csc陪一根貴煙，十年五月天老粉
湘J吹一瓶
冀E陪一根
递烟不递火 等于调戏我
桂A来一杯可乐
川a陪一支宽窄
比多少所谓的唱歌明星唱的好太多了！
苏A递一根
CC不打扰对你最好吧
浙G陪一根
鲁A点了一根
河师大计科楼 先干为敬
热门通知书
豫N
唱的太好了
111
新c
川E说了一句 牛逼
牛皮
豫N陪一根
哈哈哈哈哈我不看画面了
粤b陪一根
请允许我溜出去哭一会
好汀
浙C陪一罐红牛
粤A陪一根
好强的气，，
666663
豫Q来了
？
好听
沪a陪一杯
贵f
人不可貌相
我觉得大叔越看越温柔！！
湘E续一根
¿
吉A陪一瓶
真牛逼
苏L陪了一根
一脸故事
卧槽，必须3连啊
666
甘A陪一根
好汀
YYDS
叔叔唱的真好听
啊啊啊啊我的鸡皮疙瘩
晋L陪一跟
湘L点根
适合当发音教程
鸡皮疙瘩
晋E陪一根
66
666
贵C来一根
我靠
赣b陪一杯
对不起闽d不抽烟
黑C陪一根
！！！！！
陕E陪一根
冀A又点了两箱酒并把账结了  
赣B
云A陪一杯
粤S陪一根
冀F陪一根
？？？？？？？
贵A点一根
李J陪一根
宁E直接陪一盒
大佬
脸部表情到位了
闽G陪一杯
牛逼
老表666
苏J陪一根
琼A来一包
蒙D陪一根
牛逼
纽约陪一根
牛逼
好棒啊
民谣风？？
借个火
66666
晋D陪一根
开口跪
沪C陪一支
6666
粤J陪一杯
chang
都是有故事的人
自娱自乐，
豫J陪一根
享受啊啊
苏A陪一根
琼b吹一瓶
不知道第几遍了，可能听到我回忆完我跟她之间的故事吧！
加油
川Q陪一根
突然想起那个她
6666
冀A陪一根
见五月天进！
川E
我陪你翻山越岭，却无心看风景
桂C陪一杯
湘 M陪一根
何钰琴我想你
呐喊
真好听我的天
皖E
真的牛逼
大佬
卧槽
京A陪一根
苏A落泪
还好你开口快一点 要不就我关掉了 我以为我进到鬼畜区
桂k来一杯
666
好听
鲁A一根
长白山陪一根
闽J泪目
川B陪一包
帅哥的嗓音
哈哈哈哈哈
鲁B陪一根
甘L陪一根兰州
牛逼
桂B陪一根
LMR我们还会再见面吗
孙浩？
宁A陪一根
全身都麻麻了
琼A陪一根
豫P陪一根
晋J陪一根
辽A.老铁，没毛病
陕E陪一根
好听
冀D陪一根
红塔山奉上
皖k有人么
太厉害了
辽j陪一个
鲁m陪一根
云K刚点根烟
鲁F陪一根
浙J陪一根
浙e
卧槽这段好听极了
？？？？
我心中还没有要想的人
贵A陪一根
干了
你币有了
赣b陪一根
陕K1
湘U陪一根
鲁A陪一杯
豫R发一圈
湘D陪一箱
粤A陪一根
桂B点一根
鸡皮疙瘩起来了
婷婷我喜欢你！
赣G陪一根
黑A陪一根
川A陪一杯
黑D 陪一杯
白将军陪一根
湘F陪一个
牛逼plus
川B点上了
贵J哭了
豫R陪一根
赣B
不仅唱歌好听，而且很有故事的感觉。
湘u陪一根
赣B点了杯奶茶
可以的可以的
赣B来一个
很想找回以前用尽全力去爱一个人的勇气
渝C来了
直接给币，瑞思拜
老规矩，川U陪一根黄鹤楼！
陪一根
粤b陪一根
赣C陪一杯
我曹
刚进来看到977人正在看  就知道不简单
豫k配一根
沪c来一根
牛逼
想起了猫王，干
闭眼听
弹幕这么多人喜欢吃培根吗？
老表加油
鲁Q陪一根
粤T陪一根
开口脆
就没浙C的…
冀B陪一根
好听
鲁Q陪一根
牛皮
!
黑了
新A陪一根
贵c想陪一根，但刚戒
冀F陪到最后
牛
赣E三连了
陕k陪一根
太牛了
粤B陪一根
豫M陪一根
豫N陪一盒
刘德华配一根
粤R陪一根
我慢慢养成看视频好习惯：点赞投币
川a陪一根
川y跟上
陕C陪一根
京G陪一根
民间歌神
湘B陪2】
粤L跪了
黑K哭一宿
满满的故事感
甘A陪一根黑兰州
关注加投币
孙浩
上头了
粤J吹一打！！
好好听
苏A
苏A致敬同龄人
冀C陪一杯
五迷落泪
山西陪一根
鲁N配一根
渝A陪一根
辽b陪一根
辽b陪一根
热门通知
粤L陪一根
桂b点了只海韵
桂
颚J陪一根
桂A陪一根
鲁r 陪一根
广西第一位B站百万粉UP主吧？
循环
粤T陪一杯
云A陪一杯
14827人陪我一起看完了
陕x切了个夹馍
听到头皮发麻
粤H陪一口
豫A陪一根
鄂a陪一根
蒙E吹了一瓶草原白
天使的嗓子
粤K陪一斤荔枝
京N陪一根
云L陪一根
鄂C陪一杯
nb
晋B陪一包
鲁a陪一根
突然好想你
陕D陪一根
突然好想你 你会在哪里
厉害了
冀F配一根吹一瓶
豫R陪一根
苏E开了一瓶红酒
苏E哪位开窗陪唱的坐标哪
粤v陪一根
云G陪一杯
粤v陪一根
湘F陪一根
豫G 陪一大瓶
鲁A陪一根
豫H陪一箱
豫p
赣J陪碗炒粉
鲁R陪一根
任何华丽的语言都不及一句 卧槽
浙D陪一杯
？？？？？？
"rtf\s '\' t,]"
突然好想你啊
NB
湘D陪一根
陪一包
闭上眼睛听
冀A旋一个！
牛
大叔有味道啊
突然好想你
粤T配一根
跑调了
开头见
赣B有没有？
芜湖
浙F陪一根
云S陪一根
粤S陪一根华子
川B陪一根
苏H表示非常好听
豫G陪一根
川D陪一杯
我想投30个币！！！
我靠了都给我跪
晋B陪一根
吃个橘子吧，那玩意甜
粤X来一根
牙好白
赣F陪一根
鄂A哭一宿
冀J陪一根
可以
湘B陪一瓶
琼A陪一根
浙F陪一根
贵G陪一根
蒙A来三个啤酒
牛笔
粤R陪一打
1732人正在看
一路向北第一名快保不住了
吉A陪一根
渝A陪一根耙朝
沪D陪一根跨越
好听
陕K投两币
皖L陪一根
桂K陪一杯
宁E 陪一根
京G陪一根大前门
川A
蒙A陪一缸
桂L配一根
离谱
这不是分手啊，是离婚了
吉G陪一杯
绝了！
贵J陪一根
沧桑了
川B
渝a配一根
泪目泪目
听着是有故事的天籁之音，一看.我靠！一刚从泥巴里拔出来的毛腿子。
冀C
湘J陪一根
辽B跟一瓶牛栏山
陪一根
就这样吧
刚想到这首歌就看到这个视频
川c陪一根
冀A陪一根
想你了QC
好听！
好听
鲁R陪一根
牛逼
现在网易云都不香了，天天来B站听歌
蒙A陪一根，提一杯，祝大家直挂云帆济沧海！
牛逼
6666666
川F陪一根
我想你珊珊
鲁A陪一根
陪一根
我以为是搞笑视频，老表我对不起你
鲁p
看封面 我还以为是铁主任
粤b陪电子烟
冀D陪一根
看来烟厂广告可以接了。
渝A陪一根黄鹤楼
渝A泪流满面
鲁M陪一根
鲁L陪一根
闽C吹瓶了
战术闭眼
渝H陪一杯
赣B陪一包
蒙E陪完一根再来一根！
我只听声音，绝妙
四刷
新A陪一杯
鄂k陪一根
苏b陪一杯
皖p陪一根
贵j抽了一包
皖G陪一根荷花
鲁Y陪一根
闽A陪一根
厉害了，
ie300来听
桂D赔一支
粤A陪一根
今天6月1号，与我最爱两年的女孩分手了
湘A陪一根
豫R陪一个
甘A陪一根
川Q陪一根
渝F陪一根
渝F陪一根
苏J陪一根
我笑了，因为我又想起她了
晋D干一杯
豫Q陪一根
冀F陪一根
泪目
祝大家上岸  万事顺意
闽D陪一根
沪C来了
赣F
唱得我一身鸡皮疙瘩
赔了
川Q陪一根
甘M续一根
黑B吹两瓶
他是弹唱吗，吉他？
云A陪一根
牙齿好白
WARING!
浙A陪一根
豫A陪一根
豫A陪一根
粤L陪一根
np
突然好想你
我哭了
黑D陪一根
陕J一人发一根
其实是喜欢这首歌本身
点赞
晋k陪一根
川R陪一根
六遍
浙G
皖L陪一根
good
？？？
新G来一提子
我听了一天
501-2001
鲁A跟一根
参见颜王
鲁k 陪一根
牛B陪一斤
湘A走一个
好好听
投2个币，压压惊
太赞了
前面豫E等等我
鄂D打开了浏览器
粤d在线陪一根
绝了
辽A 陪一箱
云c点吹一瓶
加油，我先哭了
厕所陪一根
没有声卡的感觉，真是真诚啊！
這顏質愛了
苏J陪一根
献上我的硬币！
别哭了皖s请你吃牛肉干
758在看
琼A陪一根
桂c不会抽烟，以茶代酒
来自云S，陪一瓶夺命大绿瓶
皖B陪一根
脸上写满了故事
加速看又是另一种感觉！！！！
鲁M陪一根
豫F陪一根
苏E举杯
蒙G陪一杯走起
豫A陪一根
比原版好听
新B陪一根
粤L陪一根
湘M陪一只
都是故事
皖A陪一根
贵E陪一根
鄂f陪一根
鲁E陪一根
贵C陪一根
鲁A陪一根
皖c也整一根
你币有了
蒙K陪一条
黑F陪一根
冀t陪一根
弹幕是啥
浙C一根
那个平行世界里少年的我，你过得还好吗
泪目
职业选手级别
鄂A起了鸡皮疙瘩
晋D续n杯
助攻两百万
为什么想哭？
豫D陪一晚
豫D陪一夜！！！！！
弹唱牛批
大叔从不会人失望
牛逼
我擦
云A陪一根
湘K陪一根
豫M陪一盒
都快忘记了啊
赣B悄悄地点了一根，默默享受
