视频bvid,视频aid,videos,视频分类,版权所有,视频封面,视频标题,上传时间,公开时间,视频描述,播放量,点赞量
BV1i64y167av,761029415,1,短片·手书·配音,1,http://i0.hdslb.com/bfs/archive/ceba3b7296cf9b601c3d77c0933c84cf6a118b1f.jpg,当新冠疫苗进入体内之后,1623400934,1623400934,妹有简介,7524683,722480
BV1HK4y197Fn,931109171,1,中国舞,1,http://i2.hdslb.com/bfs/archive/8714660c7dc9e68d42f92ea014848041c89f3294.jpg,河南台端午奇妙游开场节目《祈》绝了！全程水下拍摄，完整版奉上,1623496849,1623496849,河南台端午奇妙游开场节目《祈》绝了！全程水下拍摄，完整版奉上,7323584,726913
BV1o64y167qq,761101099,1,MAD·AMV,1,http://i0.hdslb.com/bfs/archive/8f46509258b3db7c8300b7b44b8d7acdc4682134.jpg,哒 咩 哟 ~,1623542764,1623556518,"BGM:Blame It On The Kids - AVIVA
我想和这几个女人打斗地主~",17774751,1212826
BV1Ef4y1a7DS,290972225,1,翻唱,1,http://i0.hdslb.com/bfs/archive/05623e7dd080fbfda47dcff279f129a4ff4ff33d.jpg,《热爱1005℃的你》,1623050638,1623050638,"原唱：阿肆
翻唱：缩水的云
无意冒犯啊啊啊啊
我就是唱着玩儿的啊啊啊啊啊啊
对不起对不起对不起对不起对不起对不起对不起对不起对不起对不起
对不起对不起对不起对不起对不起对不起对不起对不起对不起对不起
对不起对不起对不起对不起对不起对不起对不起对不起对不起对不起
对不起对不起对不起对不起对不起对不起对不起对不起对不起对不起
点个关注呗",15315138,908302
BV16g411G7s6,503568200,1,翻唱,1,http://i1.hdslb.com/bfs/archive/3cbdbf5f2234273d68f3969b40e5210df2ba247d.jpg,如果腾格尔唱《热爱15000℃的你》？已经原地蒸发了,1623433020,1623463219,"后面有惊喜！！
嘿嘿 xswl
求个三连 感激不尽",2432953,106133
BV1Jw411f7cW,333671646,1,单机游戏,1,http://i2.hdslb.com/bfs/archive/1d43b3d798d21be0cd6f3ecc9cbfd647b3fff0ce.jpg,【老番茄】史上最骚杀手(番外篇①),1623988825,1623988808,"第一集：av45629276 ； 第二集：av46295706； 第三集：av48138432；第四集：av49534383；第五集：av50276557；第六集：av69692251；第七集：av78014605；第八集：BV18E411G7y4；第九集：BV1Ya4y1t7fw；第十集：BV1XC4y1h78J；第十一集：BV16y4y1q7ir；第十二集：BV1yA411u7n2；第十三集：BV1eK4y1n755；大结局：BV1fN411X7z6
本期请到了海皇参与配音，为视频注入了灵魂，太强了！",9768439,898867
BV1go4y1y7Vm,376033739,1,短片·手书·配音,1,http://i0.hdslb.com/bfs/archive/d7b26ced67be85715837122c0de5229325ed26b5.jpg,军医：我们的部队不需要伤者！（拔刀【雀巢的番剧 第三期】,1623520439,1623557716,"简介：呜呜呜呜我也不知道自己做了个什么 但是做的很累呜呜呜
求关注求三连！！！求关注求三连！！！求关注求三连！！！求关注求三连！！！求关注求三连！！！求关注求三连！！！求关注求三连！！！求关注求三连！！！求关注求三连！！！求关注求三连！！！求关注求三连！！！求关注求三连！！！求关注求三连！！！求关注求三连！！！求关注求三连！！！求关注求三连！！！求关注求三连！！！求关注求三连！！！求关注求三连！！！求关注求三连！！！求关注求三连！！！求关注求三连！！！求关注求三连！！！求关注求三连！！！
球球！！
微博@逗比的雀大巢   么么么么么希望大家可以喜欢！",9319905,579193
BV1m5411K7PH,461145758,1,美食制作,1,http://i1.hdslb.com/bfs/archive/963c8edfd40aca911b62bfa8f99897e354678d10.jpg,花整整一周时间制作梦寐以求的脆皮烤鸡，帅小伙终于成了！,1623771017,1623835817,"这期真的超累
求个三连
谢谢谢谢谢谢",8308067,758400
BV14o4y1y7MF,376054491,1,综合,2,http://i1.hdslb.com/bfs/archive/ac93d3b3f158f7081e4b40e5ca1a3e3e52c35e24.jpg,（4K更新）世界规模最大3D渲染挑战赛前100名赏析：看艺术家如何演绎砥砺前行的人生,1623549560,1623549560,"https://www.youtube.com/watch?v=iKBs9l8jS6Q
Top 100 3D Renders from the Internet's Largest CG Challenge
这个视频来源于Alternate Realities大赛。
比赛规则是人物的位置动画和圆形的位置不能改变，其他的可由制作者自由发挥。最终制作方从2400个作品中选择了100个作品，请大家欣赏他们的绝妙幻想吧。",1899049,130818
BV1T64y1C7Uo,761003746,1,人文历史,1,http://i1.hdslb.com/bfs/archive/f7413fb10dc575089889d6df9e55918180518da4.jpg,【调查实录007】我被裸聊勒索后，看我如何揪出背后的团伙,1623612559,1623643212,由于疫情影响，部分素材丢失，导致部分图片来源互联网~,8803026,651488
BV1ny4y1g7xq,803703781,1,日常,1,http://i2.hdslb.com/bfs/archive/b97331892b438f17b5bdebd1e05f936df523878f.jpg,全网1000w粉丝UP主向粉丝求婚，她会答应吗！,1623752344,1623753149,感谢花西子的赞助及全程策划～,3766745,409243
BV16f4y187Xj,291144265,1,综艺,1,http://i2.hdslb.com/bfs/archive/e347ca8480881cd7f896dac6e7ea9d1342b53942.jpg,打哥哥？捶哥哥？找哥哥单挑？我从来没见过这么缺德的粉丝！【利路修】,1623739193,1623739807,"他们的名字叫笋丝，
他们是内娱最不讲规则的一群粉丝。
-
喜欢的话欢迎点赞三连，让更多人认识利老师和他的笋丝们！
当然也可以顺便关注我一下，听说现在关注的，以后都是尊贵的老自由人啦 :D",3508766,304518
BV1ig411G7Pk,503525030,15,乐评盘点,2,http://i2.hdslb.com/bfs/archive/42911310e327da9a7c50125e550f3c4905a186e5.jpg,被电竞耽误的歌手，FNC战队Boaster倾情演唱《修炼爱情》《他不懂》等歌曲,1623170914,1623170914,"https://www.twitch.tv/videos/1048728503
这哥们是拳头瓦罗兰特的职业哥，平时直播最后会唱歌给观众听。男人帮字幕组处女作品，哈哈哈哈有些地方翻译得不是很好，见谅。这个是我录的屏（p1右上角的录屏框忘了关 sorry）然后我们自己加的字幕
看得开心 一键三连哦~",4120707,293976
BV1tb4y1d79g,631064821,1,短片·手书·配音,1,http://i1.hdslb.com/bfs/archive/b10ef714ff88b21f034ee30274551155479a5a5c.jpg,【warma】下雨天给地上的鱼打伞不可以吗？！【沃玛的生活/第五期】,1623384036,1623384019,"第一期：BV1ak4y1B7aG
第二期：BV1eA411Y7FN
第三期：BV1sz4y1y7KJ
第四期：BV1bb4y1R7zF

脚本/绘画/配音/动画：warma
这是一个以我平时发呆的时候想到的一些灵感组成的冷笑话小故事合集，名字叫《沃玛的生活》，可以当作日常搞笑单元小动画来看~
夏天总是下雨，这次动画里面也下雨啦，祝看得开心~

我的微博：@_warma_",2832587,266981
BV1EV411s7vu,418645518,1,MV,1,http://i2.hdslb.com/bfs/archive/b31ae486a97f13ffc94f45a9273fb592e2876aae.jpg,【官方】sakanaction（サカナクション）-　新宝島,1623668673,1623669203,"sakanaction - 新宝島

作词 : 山口一郎
作曲 : 山口一郎

【Official Site】  http://sakanaction.jp/
【网易云音乐&QQ音乐】sakanaction(サカナクション)
【weibo】sakanaction_jp",3723863,259887
BV1ZU4y1V7KK,673542721,1,影视杂谈,1,http://i1.hdslb.com/bfs/archive/1f560a59b2abca8f6b53f99216f12e9962698155.jpg,霸气！凭一己之力将中国科幻拉到世界水平！盘点三体中的十大科幻设定,1623415746,1623418338,"说起《三体》，应该是无人不知
刘慈欣凭一己之力，将中国科幻拉至世界水平
让《三体》成为中国科幻界的扛鼎之作

它地世界观宏大，剧情错综复杂
而其中丰富的科幻设定尤其迷人
今天，我们来盘点一下其中十个特别精彩的设定
一起体验瑰丽壮观地科幻世界吧！",3748142,220769
BV1zw411Z7oD,333539076,1,美食侦探,1,http://i1.hdslb.com/bfs/archive/23d86024e1ca25fa361930d0300c09b234f7f8fe.jpg,不见一颗辣椒，却把湖南妹子辣到浑身发抖...,1623500920,1623500920,"日更微博：绵羊料理
微信公众号：绵羊料理
油管同步更新：https://www.youtube.com/c/sheephoho",6159867,457327
BV1tv411p7qt,248558404,1,美食侦探,1,http://i1.hdslb.com/bfs/archive/daa04f9c4ce31c9011f1309fe411cb8c17e6af82.jpg,街头3元一碗辣拌粉，满满都是料，真的不亏本吗？,1623641677,1623663018,为什么说江西存在感低？随便吃了碗南昌拌粉，3块钱满满当当一碗，怎么会！这么实惠！啊啊！,4341770,271990
BV1dw411d7Bu,333728072,1,田园美食,1,http://i0.hdslb.com/bfs/archive/ac8c938ac69b1eeaef7b37306a62f17e85cd7740.jpg,华农兄弟：兄弟遇到点小麻烦，帮他解决了，他很开心哦,1623783630,1623812407,华农兄弟：兄弟遇到点小麻烦，帮他解决了，他很开心哦,3276605,263533
BV13v411W7B6,248736534,1,出行,1,http://i2.hdslb.com/bfs/archive/5b560f1b4abbe56f6a9ae829a14d86d3872e0197.jpg,深入大凉山悬崖村，对比中美扶贫区别在哪？,1623811064,1623811064,,4513760,371830
BV1Qw411Z73w,333575091,1,动漫杂谈,1,http://i1.hdslb.com/bfs/archive/f982825eb54988e6da6ce150f965833d80b16fe7.jpg,知名表情包终于动画化！2021年七月新番导视！！,1623477366,1623477365,"看在我辛苦整理份上，你们真的不给我三连吗？

本期新番导视主要介绍：
终末的女武神
桃子男孩渡海而来
SCARLET NEXUS 游戏改
我立于百万生命之上第二季
转生成为了只有乙女游戏破灭Flag的邪恶大小姐第二季
我是 Tsushima（叫我对大哥）
女友成双
我们的重制人生
魔法科高中的优等生
歌剧少女！！
现实主义勇者的王国再建记
RE-MAIN
死神少爷与黑女仆
阴晴不定大哥哥
关于我转生变成史莱姆这档事 第二季 Part.2
月光下的异世界之旅
开挂药师的异世界悠闲生活
白砂水族馆
LoveLive!SuperStar!!!
急战5秒殊死斗
Sonny Boy
平稳世代的韦驮天们
迦希女王不会放弃
暗夜第六感2041
侦探已经死了
异世界迷宫黑心企业
小林家的龙女仆 第二季
寒蝉鸣泣之时卒
女神宿舍的管理员。
瓦尼塔斯的笔记
精灵幻想记",2913552,259262
BV1So4y1y7ch,376160635,1,日常,1,http://i1.hdslb.com/bfs/archive/99463b0a01562d96d789406f92691230f6554af6.jpg,在漫展cos艾伦问路人：为什么妈妈那天会被吃掉！？,1623882274,1623916812,"两年前的今天，我cos游乐王子拍了人生第一个vlog。两年后，我带着BGM再次卷土重来…… 我知道很多人已经把我视频的部分cut提前发出去了，整活不易，希望看过的大家也能补个三连吧 T—T

封面：波波羊

点击过100w穿cos唱“他都不难受，他只要自由”",6411567,418593
BV1B64y167Qq,761004623,1,单机游戏,1,http://i1.hdslb.com/bfs/archive/cd43ee62b89067d4549018fa6986de1904116a81.jpg,【建议改成】爹 地 6,1623562347,1623562347,全体目光向我看齐，我是预购党！！！,6837937,459137
BV1YK4y1u7AH,888680112,1,网络游戏,1,http://i0.hdslb.com/bfs/archive/02b20dd739c224ed32834695f87678ed81b3ee3e.jpg,阿 帕 奇 武 装 直 升 机【汽油桶快乐阴人流#13】,1623916815,1623916812,"鲁氏丧葬服务公司招募【 创 意 总 监 】
大胆想法请发送至邮箱：2324554852@qq.com
(文字思路写清楚，如果有配图配视频那就更好啦)
1：回复邮件即为采用，不回复即为不采用！
2：如有创意撞车，如（好几个人都想到用拦车钉汽油桶堵桥）以收到邮件的先后顺序为准，第一个发此创意的人采用。",3026062,297055
BV1eo4y1y7St,376086524,1,搞笑,1,http://i1.hdslb.com/bfs/archive/c8c60fb164a3015c47eb9c3ecd1878d6910a0360.jpg,我后面有人！【读评论】,1623494413,1623494412,微博：徐大虾咯咯,5224599,376545
BV11h411e7kV,206022484,1,动漫杂谈,1,http://i0.hdslb.com/bfs/archive/571976460a36d60d6c59837c3fbe277ee8f38a82.jpg,臭鱼烂虾？隐藏佳作？2021七月新番排雷+导视！！,1623476336,1623492008,点个关注再走哦~,2427079,150467
