视频bvid,视频aid,videos,视频分类,版权所有,视频封面,视频标题,上传时间,公开时间,视频描述,播放量,点赞量
BV16X4y1g7wT,715024588,1,极客DIY,1,http://i1.hdslb.com/bfs/archive/55ce9a4d1797ec56a0d4ed727f1a279b89ec3664.jpg,【才浅】15天花20万元用500克黄金敲数万锤纯手工打造三星堆黄金面具,1618207101,1618207101,"倾家荡产求三连支持！！！请大家帮忙给新系列想个名字，点赞一百万的话制作三星堆黄金权杖，不会真的可以点到一百万吧
bgm:
-Old-B - 【Free Beat】侠之道 、于剑飞 - 01 片头曲 帝陵、AniFace - 夜辞秋江",15776260,2443783
BV1RA41157hM,332513651,1,数码,1,http://i0.hdslb.com/bfs/archive/230c4f515dc169096d90f915e41242ffd6da35b9.jpg,【何同学】2021年了，AR眼镜可以做什么？,1617970025,1617970024,"在Hololens上也有和Magic Leap一样的心脏跳动软件。但是因为微软在第二代的时候更换了架构，所以无法使用。所以我也不知道画质咋样。我滚回去做毕设了

YouTube：youtube.com/c/hetongxue",9689726,1093361
BV1v64y1v7ZV,760023422,1,喵星人,1,http://i0.hdslb.com/bfs/archive/5d4e0dfd051692a0bab6f8751cfbffa76d4271e4.jpg,【冰冰vlog.006】吸猫猫的喵酱，一天撸到30多只猫！,1618558621,1618558621,这里的猫咪大多数都有流浪或者被弃养的经历，但现在它们很幸福，希望每一个小生命都被温柔对待。,6430177,589024
BV1SZ4y1c7HF,375093329,1,特摄,1,http://i2.hdslb.com/bfs/archive/81516330c6cea21ea15e0bded720ba522ea258fa.jpg,迪迦真人CG短片《这·就是光》,1618479829,1618480563,特效小哥史上最大制作啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊阿啊,1875760,143094
BV1hX4y1g7pp,714997425,1,短片·手书·配音,1,http://i0.hdslb.com/bfs/archive/5ba59f61127a6a57b28cb72f8d6ca611bfe44e40.jpg,【毕业设计】【动画短片】《冲破黑暗 Out of Darkness》,1617804193,1617804193,"生活在永夜中的人们一次次飞向天空，只为能够冲破黑暗，寻找光明。

这部短片是我们的毕业作品，前期maya做的后期UE4渲的。

我们其实是2020届毕业生，这部短片讲道理应该在去年毕业季就做完的，但是……各种原因到今年才和大家见面。在这期间也是边找工作边做，上班后更是只有周末才有时间出一两个镜头，虽然只是个简单的小故事，但制作过程确实比想象中艰难多了。最后一直到今年年初才终于完成，不过能做出来就算是达成心愿了！

希望你们会喜欢我们的作品，如果喜欢也希望支持一下噢",6132611,781198
BV1j54y1b7Wp,845005559,1,动漫杂谈,1,http://i0.hdslb.com/bfs/archive/c4d1b5eba0342f1b9f1cb3f5de15e547f45e5f33.jpg,顶级烂完！海的这边是小丑！直球吐槽进击的巨人结局,1618045963,1618045963,点个关注再走哦~,11539471,657556
BV1dp4y187JE,972533659,1,搞笑,1,http://i0.hdslb.com/bfs/archive/acdc4ae71850cb18ff107f3b8c58f5b76838a63a.jpg,叶问有枪,1618037167,1618037167,叶问受到李钊的点拨，主动转型，购入自动步枪一支，从此开始了不一样的冒险。,15114038,814297
BV17K411F71d,502553641,1,搞笑,1,http://i1.hdslb.com/bfs/archive/8656a675eda2899d7a21560a0e07d0bc5369b89b.jpg,我们疯了！【新概念倒放挑战】,1618124488,1618131732,点赞过30W迅速安排下一期！,6148801,625494
BV17U4y1h7qF,672509271,1,美食制作,1,http://i2.hdslb.com/bfs/archive/d0cc1825ebc9c84a9efed2dbc687fb27485a27ef.jpg,论：如何把羊肉，做成素菜,1618059918,1618059918,"日更微博@绵羊料理
微信公众号：绵羊料理
油管同步更新：https://www.youtube.com/c/sheephoho",8169242,722903
BV1dK4y1m7Pj,930080603,1,野生动物,1,http://i1.hdslb.com/bfs/archive/755998d8cb7ca15934790170284af9efcee72622.jpg,我拥有世界上最大的狼！油管1亿播放的加拿大黑狼来了！,1618383726,1618383726,我养了一只世界上最大的狼。它叫阿克拉，是加拿大黑狼，北美灰狼的变种。它喜欢战斗，并且非常勇敢，成年公狼全长达2米，雄狼体型可达70公斤，雌狼50公斤左右。从它1个月半的时候，我就开始照顾它，我们现在已经成为了兄弟。,6396883,382851
