视频bvid,视频aid,videos,视频分类,版权所有,视频封面,视频标题,上传时间,公开时间,视频描述,播放量,点赞量,投币量,收藏量
BV1sT4y127SN,935826118,1,手机游戏,1,http://i1.hdslb.com/bfs/archive/ca2751e801454fddc05a35684dab73e7787970dd.jpg,2022原神新春会,1642688899,1642777208,"节目单 
「开场像素动画《像素原神》」——呵纹Hevon
「踏上仅属于自己的路，终点是重逢。」——_大京石匝_
「提瓦特偶像大师【描改动画】」——帷幕VMovie
「无间道之收租风云」——钓钩钧XJ
「每 天 一 遍， 生 草 无 限 【描改手书】」——空耳狂魔
「现在，压力来到原魔这边了」——一万根韭菜
「月照杯中满 丝竹映琴辉」——音乐制作人Kurt
「魔神战争岩神传-槊定八荒」——青空-AoiSora
「关于吃拉面会冒出狐狸这件事」——windporo
「火 神 陨 落」——果蝇轰
「乐府曲《侠客行",10409237,1106080,1523141,677781
BV1844y1s7Nk,978462148,1,单机游戏,1,http://i2.hdslb.com/bfs/archive/b098a8fed76e80fba1e3b4338e074fc91d3feba8.jpg,《阶段成果》：游戏科学虎年贺岁小短片,1643162414,1643162401,"去年的麻烦事全放一放
新的一年会有新的希望
愿你和家人平安如常
大家笑起来健健康康
真心的祝福都没什么两样
遇到了爱就是家乡

游戏科学全体成员，祝大家在虎年，明心见性，铁骨铜筋！

更多信息可关注我们的微博@黑神话之悟空 或前往官网>>http://www.heishenhua.com

（本故事纯属虚构，与真实人物、团体、事件无关，亦与游戏实际开发方式与剧情无关）",7023163,689555,524441,119722
BV1b3411Y7UQ,423298211,1,喵星人,1,http://i0.hdslb.com/bfs/archive/56411d0b36a9e6eb4f0671657cd3d9caa21d32a1.jpg,猫 和 老 鼠,1642734204,1642737709,"感谢@造物师老王  提供的扑克牌发射器.
感谢@TTTransistor  画的插画.
视频拍的我快秃了，被两个演员害惨，希望有个圆圆的东西.
视频里的食物除了过期的都吃掉了.",12880685,1552910,1308758,528390
BV14S4y1L7PK,680925589,1,日常,1,http://i1.hdslb.com/bfs/archive/dfe88b8e6c4d6286fc30d0e1706aef6f8774a5cc.jpg,想趁百大给她惊喜，却把她惹哭了......,1643020563,1643020563,当你给别人准备惊喜的时候，也有在偷偷为你准备惊喜。想用这个视频记录最难忘的一次百大，也想再次再次感谢喜欢我们的大家！！祝愿你们年前都能收获一个惊喜。嘻嘻。,4151026,454766,453195,126030
BV1kY411474k,253497146,1,美食制作,1,http://i0.hdslb.com/bfs/archive/342da3dee3aadaa1ee06a69ccaa187dba4dd0d3a.jpg,我很害怕，怕你流口水流到脱水。。,1643020575,1643020904,"日更微博：绵羊料理
微信公众号：绵羊料理
油管同步更新：https://www.youtube.com/c/sheephoho",9100860,665938,353480,88057
BV1uT4y127Ux,935810048,1,搞笑,1,http://i1.hdslb.com/bfs/archive/ed5a50c92ff196a5e731408a6a4c321280b0a11c.jpg,上司的葬礼上大家都哭了,1642805768,1642824908,哈哈哈哈哈哈哈哈哈啊哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈啊哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈啊哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈啊哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈啊哈哈哈哈哈哈哈哈哈会员购好！下周更新,13109429,947455,290567,156135
BV1aR4y1M7pQ,338258337,1,社科·法律·心理,1,http://i2.hdslb.com/bfs/archive/e5332d833dcc8b0596316c0aaafd766cec42c471.jpg,【罗翔×喻恩泰】聊聊网红时代。从人和宇宙的关系说起…【确实该聊聊】,1642982627,1642991413,"让我们坐下来，从人和宇宙的关系说起，聊聊现在的世界。
 这些年，我们见证了无数一夜成名的故事，
 人人都有机会成名的世界，是否变的更好了？
 年关将至，来到《确实该聊聊》，听听罗翔和喻恩泰怎么说。",4460983,352120,221961,114859
BV1Wa411m73g,210926911,1,影视杂谈,1,http://i0.hdslb.com/bfs/archive/f93e42d5dca218af1418ee9596b461e322d94dfa.jpg,春节最TOP：你没看过的特别版《平凡之路》，看得我想家了（泪目）,1643085993,1643087159,我曾经失落失望失掉所有方向，直到看见“家”才是唯一的答案。,4371205,108259,39165,35518
BV1PS4y1771m,680754533,1,软件应用,1,http://i0.hdslb.com/bfs/archive/a3f00609db382a11a3da2430e6bb893ac71af412.jpg,我惊了！Edge浏览器竟然还能这样用？！很多人都不知道......,1642846340,1642846340,"本期视频给大家盘点了
13个Edge浏览器的隐藏使用技巧
希望对你有所帮助
也希望你能看到最后
并在收藏的同时顺手点个赞！",5697640,561840,313691,710765
BV1bY411b7k9,253352981,1,短片·手书·配音,1,http://i2.hdslb.com/bfs/archive/26dca8543c9841ebd17be1daa3903c43623fbedc.jpg,《崩坏3》动画短片「阿波卡利斯如是说」,1642731422,1642737614,"一个人，要犯下多少恶行
 才能在地狱的尽头，将她带回黎明
 一个人，要走多远的距离
 才能在时光的尽头，追回最初的自己
 
 本片由miHoYo Anime出品，片中印象曲《Regression》由米哈游旗下纯原创音乐团队@HOYO-MiX  制作，知名歌手阿云嘎演唱。
 
 ★配音演员
 奥托·阿波卡利斯——赵路
 卡莲·卡斯兰娜——陈奕雯",9574535,569343,664080,293607
