视频bvid,视频aid,videos,视频分类,版权所有,视频封面,视频标题,上传时间,公开时间,视频描述,播放量,点赞量,投币量,收藏量
BV1y4411z7Nm,65292343,1,鬼畜调教,1,http://i0.hdslb.com/bfs/archive/ac0dfe28e1edc347631d215d804c06601bf21d3d.jpg,【赵本山】芒种,1566720162,1566720161,BGM：芒种 av64186665,3484482,195928,136308,90252
BV1P4411z7Dr,65684153,1,搞笑,1,http://i2.hdslb.com/bfs/archive/ddaf0637bce3a777047920d3c95785cc53bd38c6.jpg,我花了五十万盖了一所希望小学！我有史以来最贵的视频！,1566956820,1566956820,"youtube频道：敬汉卿【官方频道】
创意投稿邮箱1905387728@qq.com
淘宝店：敬汉卿",13840428,2613653,3369646,624826
BV1L4411f7N1,64186665,1,原创音乐,1,http://i0.hdslb.com/bfs/archive/9d5dc415b876a23b9b78ad655e9b50d13e7feb34.jpg,【音阙诗听/赵方婧】芒种，一想到你我就……,1566090612,1566090612,"好久不见赵方婧，你们想她了吗？
天光云影，于岁月中隐隐闪烁，有人在其中看见复生，有人于其中遇见死亡。
佛家的箴言恍恍惚惚刻进石碑，你经历了来来去去的分与合。
你在尘世中沉思，或疑惑，或明悟，浑浑噩噩却也终将学会懂得。
人生的路上，你种什么因，便得什么果。",16296929,412964,232638,233739
BV1P4411d7JM,64611629,1,单机游戏,1,http://i0.hdslb.com/bfs/archive/5cf77c1fbaca4e08aa9bd30131e067e4445bedbc.jpg,【老番茄】史上最骚邻居,1566532850,1566532847,"游戏：《你好，邻居》
我也不知道为什么，视频做嗨了，就做成这样了。
如果喜欢，希望三连支持！感谢！",13865148,677254,404689,162207
BV1U4411B7SV,65602602,1,美食测评,1,http://i0.hdslb.com/bfs/archive/0b009bbe360075eafc1ed4f000698d2935cb8fd6.jpg,试吃比尔盖茨投资的“人造肉”，真的好吃吗，食肉爱好者终极梦想,1566904892,1566904892,试吃世界最顶尖的“人造肉”，连比尔盖茨都为它投资，以后的希望,4435601,158631,38930,10275
BV1b441167Cq,65408651,1,鬼畜调教,1,http://i2.hdslb.com/bfs/archive/577704bd044e80a8ac99dafc31f5025394010335.jpg,【全明星】芒种,1566790262,1566807879,"窝窝头，一块钱四个，听我的！

制作：MC传奇(潮汕好男人/永远的MG)
原曲：音阙诗听/赵方婧 - 芒种
本家：av64186665",16315607,974345,661610,479587
BV1n4411z7aH,65704096,1,手工,1,http://i0.hdslb.com/bfs/archive/04aa673bcce5cb5b3ff326e6b503d4f537eef2ec.jpg,自制臂伞，方便携带，使用时还可以增加自信心。,1566967365,1566967365,-,4547944,176046,51203,11410
BV1e441197oY,64845345,1,搞笑,1,http://i0.hdslb.com/bfs/archive/3fac9e525ee85abeb244efd5d2fdb1803c366618.jpg,用黄晓明的语气向真正的总裁说话会是什么下场？（一定要看到最后！）,1566455308,1566455308,我相信我能找到更好的公司的！,2566833,124255,64399,15390
BV1t441167uj,65429829,1,搞笑,1,http://i0.hdslb.com/bfs/archive/47821d698deabbe8851a820a7b8b3a7269f70d4e.jpg,papi酱的周一放送——你说话滴水不漏，我挑刺见缝插针,1566813937,1566813935,想挑你毛病的人，永远都能在鸡蛋里挑出骨头，珍爱生命，远离杠精~,7082478,323924,97940,52940
BV184411z7Dc,65739364,1,日常,1,http://i2.hdslb.com/bfs/archive/1ab6a26a286332b9634ef9a61c9a3b869e6951dc.jpg,我觉得我就是全网最像黄晓明的人 你觉得没有用！,1566985082,1566985082,目前全网最像！！！,3516690,364255,184861,65592
BV194411B7ZJ,65650848,1,影视杂谈,1,http://i0.hdslb.com/bfs/archive/998313d4bb60b1e9990dad952834674c6bee5c77.jpg,哪吒抄袭？一场史诗级的碰瓷儿,1566920883,1566920882,"本来不想蹭这波热度，但看到律师函警告后，实在是忍不住。
哪吒没有抄袭，欢迎欣赏中影华腾这波自导自演的碰瓷儿操作。
欢迎理性讨论。
-
微博@三代鹿人",3676684,524042,557657,176013
BV1L4411R7Jt,64949430,1,美食测评,1,http://i2.hdslb.com/bfs/archive/b1d6641f850f2739aeef9f0e86202868eb76b5b5.jpg,不要被不良商家所蒙骗！真正的澳龙是这样的！,1566554443,1566554431,"大祥哥淘宝传送门：https://shop513375647.taobao.com
（虽然酒卖完了，但大家可以关注下哟，感谢支持！）
厨具天猫传送门：http://cuisinartlyj.tmall.com
（我的店是：美膳雅乐肴居专卖店！大家不要迷路呀！）

BGM：
Aleksandar Dimitrijevic - As the
Max Daniel - The Awakening
The Screen Tones - エレキのツンドラ
TLV - Time（Cover：MKJ）",3900332,152095,83623,14130
BV1Y4411z77b,65747933,1,明星综合,1,http://i2.hdslb.com/bfs/archive/8a873b7aa98cf29a64d94b1fca7800cef3ac167d.jpg,【巨石强森】夏威夷蜜月旅行VLOG来了！,1566988004,1566988004,这是一条来自夏威夷的视频，非常感谢中国的粉丝们对我新电影的支持，bilibili干杯！,1746371,223035,108267,21260
