视频bvid,视频aid,videos,视频分类,版权所有,视频封面,视频标题,上传时间,公开时间,视频描述,播放量,点赞量
BV15E411C7JZ,71387125,1,电子竞技,1,http://i1.hdslb.com/bfs/archive/94e7dd02faddceee8b8a8547ad4cc65e7cbee851.png,完美的视觉还原！英雄联盟手游全方位解读，不得不看！,1571194444,1571194444,英雄联盟手游首支预告发布，期待与召唤师的重逢！,2359624,44082
BV1UE411C7zQ,71470529,1,网络游戏,1,http://i1.hdslb.com/bfs/archive/eb637cb38ca2a73c3f38641bde808a162c98db66.jpg,我花12万元和300多天，遇到一个让我终生难忘的陪玩小姐姐,1571252755,1571252755,"说什么都不如用作品来打动观众吧
看这期之前，一定要看百万粉丝UP主的最经典作品之一 @av57970573   
因为本期为后续，也是最经典的完结篇
录播组：缘起何须问【无弹幕】 曾经云好白【含直播弹幕】",4112408,222033
BV14E411Z7Xa,70980334,1,动物综合,2,http://i0.hdslb.com/bfs/archive/d357878c0d51a6c1d4a5846d639c0c0e37c5a6d9.jpg,看完心情会变好哦～,1570873034,1570873034,"视频转自 当时我就震惊了的微博视频
转载自 当时我就震惊了 的微博，希望大家每天都开心~o(〃'▽'〃)o",14910111,558204
BV1WE411d7ZM,71110495,1,搞笑,1,http://i0.hdslb.com/bfs/archive/eb28de644be76fcb0c0c6cd2c27885a13b199bff.jpg,五星酒店送餐速度居然不如外卖？十倍差价下酒店饭菜血亏,1570963151,1570963151,"youtube频道：敬汉卿【官方频道】
创意投稿邮箱1905387728@qq.com
淘宝店：敬汉卿",4689741,175425
BV1NE411C7kx,71357724,1,手机游戏,1,http://i0.hdslb.com/bfs/archive/4a4c6ffb64ccc07fdecb2c6d62e1fa443fdb27da.png,英雄联盟手游宣传片《我们，继续新故事》,1571154327,1571197743,英雄联盟已经陪伴中国的玩家走过了八年的时光，陪伴青春，也陪伴成长。现在，风靡全球的MOBA经典之作——《英雄联盟》正版手游预约正式开启！,3937319,165646
BV12E411C7b6,71493720,1,动漫杂谈,1,http://i1.hdslb.com/bfs/archive/c035987663ef680709e5ff39594d1c8f46146f2a.jpg,太劲爆了！这动画看得我笑到爆衣！2019十月新番大吐槽!（一）「新番妙妙屋17」,1571286998,1571286998,"2019十月新番吐槽第五期（大力点第一期），喜欢的话欢迎点个关注和三连，谢谢~
第一期 av70085942  
第二期 av70359543  
第三期 av70703614  
第四期 av71007231
十月播前导视 av69502562",1767959,112205
BV1NE411C7b3,71359004,1,田园美食,1,http://i2.hdslb.com/bfs/archive/6b3130c6a717f8706fa663149057809b8e5ea37c.jpg,华农兄弟：兄弟家的鱼又跑出来了，我们去钓一下，顺便网一点来吃,1571198730,1571198729,华农兄弟：兄弟家的鱼又跑出来了，我们去钓一下，顺便网一点来吃,2677361,100198
BV1ZE411f75q,70751971,1,GMV,1,http://i0.hdslb.com/bfs/archive/02a71fbc9ff910fcadd7d6a81dc97ee96990aeff.jpg,戴上耳机，前方极度舒适！请享受用100+小时换来的视觉盛宴2分种！,1570689648,1570689648,"群号：314548709  欢迎喜欢聊天，热爱剪辑的小伙伴加入大家庭！
封面：来自网络（侵删）BGM：Hinder - Up All Night
大家好！我是新人UP，烽火湛蓝。
这次混剪加入了一些动漫，希望大家可以喜欢！
除开素材收集，画面挑选，剪辑时间基本达到100多个小时，包括结构构思，踩点挑选，音效处理，画面调色等等等等……（摸着我光溜溜的头）
不要忘记关注哦！谢谢大家的支持！您的关注是我最大的动力！

游戏目录：按时间出现顺序排布（重复部分不算入）：英雄联盟：金克斯CG 守望先锋：重逢 超越善恶2 爱死亡与机器人第七集（动画） 英雄联盟：RISE 合金装备崛起：复仇DLC2 守望先锋：星光闪耀 猎天使魔女 闪耀暖暖 合金装备崛起：复仇 最终幻想14：苍天的伊修加德 鬼泣5内置CG DNF预告1 阴阳师：鬼切CG 突击风暴2 铳墓 最终幻想14：红莲的解放者 枪神纪 英雄联盟：登峰 英雄联盟：光与蚀 失落的方舟 DNF预告2 真人快打11预告1 DNF预告3 毁灭战士：永恒 命运2新预告 星际争霸2：虚空之遗 抵抗计划 爱死亡与机器人第一集（动画） 鬼灭之刃19（动画） 魔兽世界：熊猫人之谜 蝙蝠侠：阿甘骑士 剑灵：灵枪手 合金装备崛起：复仇内置CG雷电篇1 守望先锋：新生 守望先锋：渗透者 鬼泣5预告 星球大战：陨落的武士团 镜之边缘 消逝的光芒2预告 使命召唤13 合金装备崛起：复仇内置CG雷电篇4 星际战甲新CG 正当防卫4 声名狼藉：私生子 战神3 DNF预告4 镇魔曲 DNF女刺客预告 英雄联盟：命运的扭转 海贼王剧场版：Z 罗马之子 漫威蜘蛛侠 街霸X铁拳 街霸5 阴阳师夏日花火会 梦幻之星OL2 英雄联盟：欢迎来到英雄联盟 魔兽世界：军团再临 JUMP大乱斗 我的英雄学院23轟焦凍：原點 海贼王870集 死或生6 过量打击 Luthiel 最终幻想14：SHADOWBRINGERS DNF预告5 血源诅咒预告 枪神斯托拉塔斯：重装上阵 怪物猎人：4G终极版 疾风之刃 鬼灭之刃第三集 合金装备崛起：复仇DLC1山姆篇 （游戏名称可能有个别误差）",7992408,350068
BV1fE411d7ns,71218927,1,搞笑,1,http://i0.hdslb.com/bfs/archive/8162c25f1c84a4d37a6463e7adac3a971daf2c62.jpg,【朱一旦】85 想谈一场不分手的恋爱,1571048425,1571048425,"微博@朱一旦的枯燥生活
YouTube  【朱一旦的枯燥生活】官方频道
公众号：朱一旦的枯燥生活
Bgm：美丽拍档——胡伟立",3012047,65378
BV1nE411C79d,71380389,1,电子竞技,1,http://i1.hdslb.com/bfs/archive/d57c4cf05ed952dfe5afb93a61112df249b39ba8.jpg,【英雄联盟】新英雄赛娜：暗影之拥,1571189631,1571189631,【英雄联盟】新英雄赛娜：暗影之拥,3134547,59088
BV11E411d7AX,71174010,1,影视剪辑,1,http://i0.hdslb.com/bfs/archive/7272f41e49903e11276b74e0b6569eccb088da79.jpg,【致命女人】假如Jade和Rob是一对！绝世渣女遇上极限渣男，还是你们俩父相桑害吧！,1571016497,1571016497,最近被气得不轻，剪了一个脑洞向！当绝世渣女遇上极限渣男，还是你们俩父相桑害吧！,219003,9531
BV1TE411C7YC,71368397,1,明星综合,2,http://i2.hdslb.com/bfs/archive/4911298fa8a1e9904eaee3e08ee647f6d59078c7.jpg,陈伟霆 野狼disco 真的太上头了！土到极致就是潮！听完很兴奋 有人懂那种感觉吗？,1571163874,1571163874,https://m.weibo.cn/1642591402/4427720283308324,2416416,26693
BV1rE411o7Pg,70868369,1,电子竞技,2,http://i1.hdslb.com/bfs/archive/d360bfb60d25b1089c493f7820889fb6f19df5c8.jpg,2018英雄联盟配音秀，刀妹开口，全场震撼，重燃我的LOL斗志！,1570785257,1570785257,2018英雄联盟配音秀，刀妹开口，全场震撼，重燃我的LOL斗志！,5327074,109048
