视频bvid,视频aid,videos,视频分类,版权所有,视频封面,视频标题,上传时间,公开时间,视频描述,播放量,点赞量,投币量,收藏量
BV12L4y1s7QQ,851417393,1,MV,1,http://i2.hdslb.com/bfs/archive/efbfedae70c461b694b9c9b904207323cecf4f45.jpg,哥又给大家整了首翻唱 《我就喜欢》！,1644487369,1644717617,-,12012024,372480,121216,35981
BV1RR4y157k9,338979593,1,短片·手书·配音,1,http://i2.hdslb.com/bfs/archive/51915712363d8e2d5f3cbc75df6a0ba3eb5dc8b4.jpg,30秒讲完《甄嬛传》,1644371595,1644371595,30秒看完甄嬛传，佳人们来过情关了。,8428339,554988,47293,106106
BV1eS4y1G7ig,681411847,1,绘画,1,http://i0.hdslb.com/bfs/archive/0b9c63d9b7931e6ca89f06ec19d4aa74c9181c37.jpg,2021年的总结 1000个星星小人画完拉,1644669124,1644669124,-,6286203,1167484,258646,287372
BV1LR4y177om,338913987,1,短片·手书·配音,1,http://i2.hdslb.com/bfs/archive/051a810fc87b33106eb0bedc0a65705d76bd491b.jpg,【warma】300万关注啦！来纪念一下吧【沃玛的生活/第七期】,1644684468,1644724812,"最近关注达到300w啦，谢谢大家~在这期《沃玛的生活》里纪念一下~

《沃玛的生活》是我平时发呆时想到的一些冷笑话组成的小故事合集，可以当作日常搞笑单元小动画来看~

视频中间炒菜的部分因为我在拿着相机拍摄，所以炒菜的人是@怒九笑  ，大厨怒九hh
视频结尾那里是因为我最近突然想试试在动画里加上唱歌的元素，于是喊上@冷魚   一起制作了这一段音乐。我写了词唱了出来，冷魚老师在这个基础上配上了音乐，超快乐！

喜欢的话请一键三连给我些动力吧！祝看得开心~！


脚本/绘画/配音/视频
Warma

音乐/音",7604880,795556,388302,217874
BV1Wi4y1f7yq,551435085,1,小剧场,1,http://i1.hdslb.com/bfs/archive/a2931df8083e43972d3bf5f058d5d1634785a39c.jpg,有个洗脚妹问我：“是不是人与人之间没有互相看透 才产生了爱情？”,1644585075,1644585075,"《按脚》 英文名:《Angel》
自娱自乐第30届金枝摆作品，主题：这是我第一次......,也是最后一次。",5959891,332427,245605,118838
BV16Z4y1R7WJ,381534774,1,竞技体育,1,http://i1.hdslb.com/bfs/archive/65a366554e5ea85dd6ab23948f6ab0e2b68d030e.jpg,假如花滑运动员凑在一起跳广场舞,1644848682,1644848681,辛苦审核，无本届冬奥会视频,3278561,295613,14350,59171
BV1344y1H7zE,978901337,1,综合,1,http://i1.hdslb.com/bfs/archive/8f72679d80f2377a8007d4d1aa53a482c13520b1.jpg,猪猪坐飞机！,1644638110,1644638109,《动画异世界》第二部！！,1562556,212884,184302,85138
BV1Yi4y1f7ou,551468204,1,日常,1,http://i2.hdslb.com/bfs/archive/20ab99b86fd89ed46326444f6d97d6ec4e1bb43e.jpg,【罗翔】我也是第一次到这个地方来，大开眼界！,1644500055,1644552004,"新年期间我回到了湖南，去到一个神秘的地方参观学习，那么这个地方是哪里呢？
本期视频含有广告。",5917039,439520,122694,36401
BV1QP4y1c7K5,893937889,1,短片·手书·配音,1,http://i1.hdslb.com/bfs/archive/ab2341a87a96db6c704e20d8a993631ddafce181.jpg,《崩坏3》概念动画短片「冬之记忆」,1644891782,1644919214,"冰雪是北风的孩子，月光的精灵。
在这冬天即将远去的日子，将假日的回忆在心中珍藏吧。",3700017,373445,340364,182028
BV1Ca411k7Kc,211553094,1,乐评盘点,1,http://i1.hdslb.com/bfs/archive/8c20b6681a9e11542f3f422214d4dd660c14fcdc.jpg,把弹幕刷爆！这可是神仙打架！！《华语流行音乐回忆录》上,1644921950,1644921950,"用心打磨数月，《知言片语》终于进入了第二个篇章。
这一次我将以华语流行音乐的发展和变化为主题，和大家一起分享，与流行音乐有关的一切。
不得不说，从前的话语乐坛真是令人着迷。
每个人都是时代的记号，每个人都是舞台的主角。
关注微信公众号：小片片说大片，更多宠粉福利等你来！",3046273,187490,166096,67680
