视频bvid,视频aid,videos,视频分类,版权所有,视频封面,视频标题,上传时间,公开时间,视频描述,播放量,点赞量
BV134411X7Zt,63001396,1,影视杂谈,1,http://i2.hdslb.com/bfs/archive/65050ba3e0b2a0f7b25eab74de84ffdaa6432e55.jpg,【首映影评】上海堡垒——您配吗？求求流量小鲜肉请放过科幻电影,1565373266,1565373266,《上海堡垒》这种自己不努力还拖别人下水的行为让人作呕，求求流量小鲜肉放过国产科幻电影吧。希望这真的是最后一次了。,6845988,391087
BV194411D7Rw,63244615,1,影视杂谈,2,http://i1.hdslb.com/bfs/archive/a4df8bc9c908de47d4bfc2874227e9f8dbe531e2.jpg,央视吐槽《上海堡垒》，官方吐槽最为致命，央视教你如何一本正经的吐槽。,1565520023,1565520023,"http://cbox.cctv.com/phone/video/index.shtml?guid=94c136266fa04e63bafe347426215617
《电影快讯》20190810期",5054420,83240
BV134411X7cv,63004507,1,日常,1,http://i2.hdslb.com/bfs/archive/60dc5e2401cf2eaa32205877fe534fcd4a40f19e.jpg,大陆人吃不起榨菜？吃完茶叶蛋的局座又来吃榨菜炫富了~,1565372637,1565372637,局座前两天刚在《局座的日常》Vlog里（av62489364）吃茶叶蛋，没想到又有湾湾砖家说大陆人吃不起榨菜？这次局座乘飞机来重庆品尝涪陵榨菜，安排上了！,6880249,402396
BV1T4411X752,62958902,1,搞笑,1,http://i1.hdslb.com/bfs/archive/d6f44aeb21464087c42427acc8e0220d470ebd9f.jpg,花一万六买五十个b站福袋开箱，全部送给大家!,1565357154,1565357154,"youtube频道：敬汉卿【官方频道】
创意投稿邮箱1905387728@qq.com
淘宝店：敬汉卿",9833032,980006
BV1P441197oV,63172872,1,动漫杂谈,1,http://i1.hdslb.com/bfs/archive/e54c827c177fd5c630ac258ca1042db254fc4955.jpg,前方高能！第一名震撼我妈！十大最欢迎日本动画公司 封神之作【硬核排行】,1565485135,1565500217,"这次带来一期数据统计向排行视频，数据截止2019年7月，
B站最受欢迎动漫出自哪些日本动画公司盘点
京都动画背景素材：av60660805
数据向视频收集统计不易，别忘了素质三连哟！",18738543,460313
BV1c4411D7My,63623612,1,美食侦探,1,http://i2.hdslb.com/bfs/archive/f96805ac49d90a25d0e161e788e137b23d538d58.jpg,100人民币在乌克兰能买啥？竟然可以横扫超市！,1565755278,1565755259,欧洲面积第二大国物价竟然如此低？,4290082,150211
BV1V4411S7Hf,63442740,1,日常,1,http://i0.hdslb.com/bfs/archive/7dba14b90b18bc611b300a40c69eda50e804f4fe.jpg,【老番茄】我过生日啦！,1565630227,1565668802,新的一岁，请多指教。,11454199,1282888
BV114411X7De,63085784,1,美食测评,1,http://i0.hdslb.com/bfs/archive/a428f4caa2a8fa5714b893c48f3f1db5fed8c2b4.jpg,奇葩小伙嫌一个鸡腿不够吃，裹了20层面包糠再炸，结果半个就吃饱,1565433988,1565433988,把一个鸡腿裹上20层面包糠再炸是怎样的体验，比手还粗，一个管饱,4451905,158594
BV1o4411m7Hb,63716273,1,日常,1,http://i1.hdslb.com/bfs/archive/6f0baa5b8d7c5080d8356576d4faedb4239fcf61.jpg,【C菌】全是干货！GPA4.0研究生UP主教你学习诀窍！,1565787289,1565787289,"花了一个月时间总结了一些有助于学习的人生经验！本人于2015在UCLA化学本科毕业，于2019年1月开始就读NEU游戏设计专业研究生，目前第一学期成绩以满分4.0GPA结束，算是为支持我和相信我的人们交上了一份满意答卷！趁着成绩还没有变动赶紧做个视频分享一下学习经验，希望能多少帮助到各位学生朋友！谢谢收看！！
★如果觉得这期视频有帮助请点一个三连或者收藏吧，谢谢你！！
★微博@渗透之C菌
★Instagram@roshinichi",2295972,259545
BV1k4411S7Rh,63567839,1,人力VOCALOID,1,http://i2.hdslb.com/bfs/archive/7415eb19fcffa80200f3599f9801574c09fc8903.jpg,【赵本山】杠精biss,1565704339,1565704339,"为了赶齐“暑假打卡挑战”的四个稿件，完整版的来了。来看看吧~
本期也是两年前我的赵老师鬼畜作，又从头到尾重新调了一遍音，因为原工程很多素材都没了，加上当时技术也不成熟，所以质量也不高，感兴趣的童鞋可以自行搜索赵本山gee观看。暑假比较忙也缺少灵感，所以还需要些时间再构思一下视频内容。
近期还要投一个才能赶上活动末班车，希望大家看得开心。
最后喜欢请点歌关注收藏吧~bjm：gee—少女时代",4970752,341975
BV1y4411X7cR,63108296,1,搞笑,1,http://i0.hdslb.com/bfs/archive/de3d15ebc7803ac5856189840298004ca9ef045f.jpg,被十年前QQ空间黑历史支配 逐渐崩溃的UP主,1565442539,1565442539,"没想到 花生米 玩水 与澡堂小故事，在那么多年前就已经开始支配我的生活了。
求三连！",5522357,349432
BV1d4411Q7mv,62919757,1,演奏,1,http://i0.hdslb.com/bfs/archive/4660a4cf35cc6847c110f811886b1078340353d7.jpg,【钢琴】揭秘林俊杰用4536251写了多少首歌？,1565346878,1565346877,"作品类型：钢琴教程，演奏
演奏者：小晖老师
演奏乐器：钢琴
剪辑：鹿军
简介：揭秘林俊杰用4536251写了多少首歌？",3597588,205533
