视频bvid,视频aid,videos,视频分类,版权所有,视频封面,视频标题,上传时间,公开时间,视频描述,播放量,点赞量,投币量,收藏量
BV1f4411M7QC,54737593,1,数码,1,http://i1.hdslb.com/bfs/archive/14945c3f6893e7489e15d731aa3032716e00ebea.jpg,【何同学】有多快？5G在日常使用中的真实体验,1559822398,1559822398,"BGM：La Ciudad——ODESZA
          Rap God—— Eminem
          Stronger —— Kanye West
          感谢龚哥从上海帮我办了两次电话卡，感谢我班团支书辅导我数电实验",29916442,2439692,2530662,930547
BV1F4411P7uX,55368614,1,手工,1,http://i2.hdslb.com/bfs/archive/83f674d94e08250675dc20cb0035c1e8d3f7d8f2.jpg,自制倒立洗头机,1560335144,1560335144,-,13661075,712903,428692,127003
BV1Z4411A7xT,55364722,1,美食侦探,1,http://i1.hdslb.com/bfs/archive/039d958af444fd1fc7b57587188e8fc1eedf78a4.jpg,小伙点差评最多的外卖，想看下到底有多难吃，结果吃到怀疑人生,1560332590,1560332590,奇葩小伙挑战本地差评最多的外卖，结果难吃到一口下去直接就吐了,6376881,129954,32746,10644
BV1m4411M7ju,54694618,1,单机游戏,1,http://i0.hdslb.com/bfs/archive/3b3e037384950b9bba98d3edb5ac713333b038b6.jpg,世界上BUG最多的搞笑游戏 每局高达5000个BUG！,1559798217,1559813413,"弹幕开启首发视频！ 大家弹幕狂潮起来 送给大家末考的狂欢 
收藏上4w暑假还有赛马在等着你 收藏过10W我还将推出赛马比赛的8号选手纪念版！》",19696199,692109,306458,298279
BV1p4411P7F3,55442104,1,美食侦探,1,http://i0.hdslb.com/bfs/archive/e67e77b18517a523bd0330560ff81cb1bca99a5e.jpg,日本的水果有多贵？中国男子在日本买了个瓜后说…,1560405550,1560421817,"中国男子尝试在日本街头搭讪妹子，结果 av52786308
↓↓↓美食日记↓↓↓ 
生吃A5和牛av53498875 
日本大盆烤鸡芝士av50421414 
不涨价生鱼盖饭 av47198838 
50厘米生肉寿司av41530827 
炸牛排饭肉竟都是生的av40280500 
满满鱼子饭av38803370 
日本最骚披萨 av37582233 
免费续肉饭 av35792711 
↓↓↓变太开箱↓↓ 
自动章鱼烧器av38027067 
舔猫神器 av33715105",2892315,125371,96839,17821
BV1a4411T7KR,55005310,1,网络游戏,1,http://i2.hdslb.com/bfs/archive/a25dba97e64db6f403e23d30561d773e83f42111.jpg,【中文八级】竟匹配到三个老师，我们进行了激烈的学术问答,1560016240,1560052823,"和老师们的激烈的学术研究，让我回忆起了高中痛苦的时光。
喜欢的话可以长按点赞一条龙~
祝各位高考学子取的好成绩！",4277098,221048,123736,77030
BV1b4411T7BJ,54964422,1,综合,1,http://i2.hdslb.com/bfs/archive/1e9f52e995cbccb0ebf14c2ac72abc501754726d.jpg,【前方催泪/治愈】整个世界都不要我了，除了你,1559991720,1559991720,小时候的我们喜欢杰瑞，而嘲笑汤姆，长大之后我们却都变成了曾经嘲笑的人。,4712702,314320,226186,233637
BV1K4411K74x,55218878,1,手机游戏,1,http://i0.hdslb.com/bfs/archive/7e0034be051832e4ff90d66d93a622e2b0f78421.jpg,【老番茄】最强间谍王,1560223424,1560312020,由率土之滨真实故事串联,11837013,388313,170663,95657
BV1q4411K7aJ,54797666,1,GMV,1,http://i2.hdslb.com/bfs/archive/b2abb885bbff6711f364e87a59ed68e7d76e0cae.jpg,【全程踩点/视觉盛宴】游戏CG战斗女神混剪 - You should see me in a crown,1559903220,1559905245,"BGM：《Billie Eilish - you should see me in a crown (IIZI Remix) - YouTube》

封面已获取wlop授权",1192873,53518,38307,45190
BV1q4411N7fV,55130548,1,单机游戏,1,http://i0.hdslb.com/bfs/archive/cb761d1d4209849c352e7bb64a1b8b4526db7fe4.jpg,《赛博朋克2077》 —— 2019年E3官方预告片（中文配音版）,1560115002,1560115002,"《赛博朋克2077》 —— 2019年E3官方预告片（中文配音版）

记住这一天——《赛博朋克2077》，CD PROJEKT RED开发的开放世界动作冒险游戏，将在2020年11月19日登陆Xbox One, PS4和PC平台。

立即预购：https://www.cyberpunk.net/pre-order

关于《赛博朋克2077》：
在未来最危险的巨型都市里，你，不再是自己。
你将扮演一名经过改造强化的野心勃勃的雇佣兵：V，正在追寻一种独一无二的植入体。只要得到它，就能掌握获得永生的关键。你可以自定义角色的义体和技能。探索包罗万象的未来城市，这里强人遍地，满城浮华，流行身体改造。做出的选择也将会对剧情和周遭的世界产生影响。

更多资讯敬请关注：
https://www.cyberpunk.net 
https://www.twitter.com/CyberpunkGame
https://www.facebook.com/CyberpunkGame 
https://www.instagram.com/CyberpunkGame
https://www.discord.gg/CyberpunkGame
https://www.CyberpunkGame.tumblr.com

歌曲《Chippin' In》是和  REFUSED （成员包括Dennis Lyxzen, David Sandstrom, Kristofer Steen, Magnus Flagge, Mattias Barjed）合作完成的音乐， 2019版权所有。",5841992,105621,61214,48490
BV184411N71p,55138897,1,动物综合,1,http://i2.hdslb.com/bfs/archive/e60a92032f3b5e702d73db353ce5e24f1e50f7a8.jpg,华农兄弟：带这两只白竹鼠到沙子上玩一下，给它们降降温,1560133208,1560133208,华农兄弟：带这两只白竹鼠到沙子上玩一下，给它们降降温,3179592,97609,25464,6282
