视频bvid,视频aid,videos,视频分类,版权所有,视频封面,视频标题,上传时间,公开时间,视频描述,播放量,点赞量
BV1Rv4y1w7hA,554688456,1,搞笑,1,http://i1.hdslb.com/bfs/archive/f27a20ec448da0c3dd5a2761465442889f674baf.jpg,“cheems，你要去码头整点薯条吗？”,1654257033,1654257033,"送给每一个被生活埋葬梦想的人。
重新拿起铲子，把梦想挖出来吧。
然后去码头，整点薯条！


北极素材来源：
纪录片：《我们的星球》
特别感谢浮光的画面修改~

最后求个三连和关注！",7938417,934309
BV1CT411V79S,469823619,1,人文历史,1,http://i0.hdslb.com/bfs/archive/b2562668ea8b265080cb1662d13a3e648976d40c.jpg,你们那好好说中文判几年,1654574430,1654574400,,10146253,997642
BV1qt4y1s7TC,981941883,1,鬼畜调教,1,http://i0.hdslb.com/bfs/archive/d39afc6d2b556ab819ddc404b8d69675b336fc8c.jpg,⚡️ 妖 狐 蹦 迪 实 录 ⚡️,1654142468,1654228801,"电影：天书奇谭  BV1LP4y1H7TJ
讲的是善良的小孩儿斗狐妖的故事。
BGM自制",3095628,348234
BV1iT411V7TV,469768924,1,美妆护肤,1,http://i1.hdslb.com/bfs/archive/108f549cecb3d969a5fe926705670721d4e12c2f.jpg,巡剪第一站第一期！！！在高三校园里！,1654656828,1654656828,希望大家这个夏天点开的成绩单令你永远热泪盈眶！各位有好的巡剪意见或者建议可以私信我（不要只是城市，最好是具体的人、事、物、一经采纳给你送一年大会员）,3201723,307002
BV1RY4y1V7DJ,642167250,1,搞笑,1,http://i2.hdslb.com/bfs/archive/35bcaa180d32dc81f8f439d7ab4878397ea3b5dd.jpg,主任：医院的麻药不够了（上膛,1654412144,1654416300,改编自《13·67》 本视频不包含对现实的任何隐射    这次太难做了 太长了 痛苦。 求关注求三连求关注求三连求关注求三连求关注求三连求关注求三连求关注求三连求关注求三连求关注求三连求关注求三连求关注求三连求关注求三连求关注求三连求关注求三连求关注求三连求关注求三连求关注求三连求关注求三连求关注求三连求关注求三连求关注求三连求关注求三连求关注求三连求关注求三连求关注求三连求关注求三连求关注求三连求关注求三连求关注求三连,7823272,875429
BV1Fa41177Vj,214622529,1,网络游戏,1,http://i1.hdslb.com/bfs/archive/0571bc13817736c1d826836d9fb5f78bcce938be.jpg,从相遇到分离需要多久，35分钟的影像碎片凑起了我对亚索的所有记忆，祝你活得长久,1654025061,1654028036,,8344940,564243
BV1nL4y1K7Dr,854637193,1,鬼畜剧场,1,http://i2.hdslb.com/bfs/archive/0029bff94742398807c1bb011b6c8de72bfda72e.jpg,放牛的 你很狂吗,1654210329,1654228844,纯属娱乐，素材来自BV1Rv411h7ng,7480220,579529
BV1Gg411d7yA,512166746,1,单机游戏,1,http://i2.hdslb.com/bfs/archive/64c99ef05d8ba6a93ef2c135e4a4a5ec4c5b9e3f.jpg,人 类 智 商 天 花 板【剑圣①】,1654236764,1654236764,"游戏：Kingdom Come Deliverance
人物太多了！做的时候晕了！希望大家喜欢！
点赞到30w一定加把劲更出第二期！",6311223,664491
BV1q341137x8,427125732,1,绘画,1,http://i1.hdslb.com/bfs/archive/90c83f6475647fecc63efae539596da734ff011f.jpg,朋友们，这次我做了一个大工程……,1654250907,1654254000,在山顶别墅从下雨画到天晴，画了整整三天的最大工程，祝愿山河无恙，人间皆安。,9920272,1013194
BV1Aa411L7Ey,214740264,1,极客DIY,1,http://i0.hdslb.com/bfs/archive/cf9fd264c520c752b51c542260d7c67ab1e45ad2.jpg,【才浅手工】大道至简！巧妙设计还原炎柱火焰刀,1654411443,1654411443,去年一月份就差不多做好了，当时是想等剧场版上映再发结果一直拖到现在，最近想外拍一下发布，结果又遇到疫情拖了俩月，今天终于能发了，总体来说我很喜欢这次的设计一个词概括：大道至简，喜欢的小伙伴一定一定要一键三连啊,3366053,431980
