弹幕不够，我先溜了
泛式直播说异种族风速娘是可以和老爸一起看的番
爽炸了，集集看完评论区各种猜测和整活
来啦www
来自深渊！！！
千鹤！
异度yyds
六分钟芜湖
没事，后面还有更厉害的欺诈师
热乎
热乎的范鸽鸽
东风谷早苗
天气的bgm！泪目了
？？？？？？？？？？
爱姐！！！
异种族永远滴神
热乎
成神之日：我怀疑你再讽刺我但是我拿不出证据
史上最恶心男主
第10集现在想起男主那段话都突然泪目了
我是真心实意给一星
真的！其实收尾不算平淡！因为收尾前的发挥太强了！其实算是稳定发挥！
热乎的
高校之神真的！！！！绝！！！！
来了来了
六分钟
异种族评鉴那是真棒
埋下伏笔
春物yyds
爽！
笑死
电波好
BNABNA
7分钟
诶？？？？评价这么低吗？！我还超喜欢的
吹爆神之塔！
春物结要来啦哈哈哈哈没想到啊!
六分钟好耶
牛的
我爱黎明，我爱黎明
奇妙比喻
虚构推理漫画好看的
主要男主太jr恶心了
全体起立！
哈哈哈哈哈哈哈哈
热乎着
都是我超爱的！
草，托利斯塔电台
草
真的爽
这个还不错的
7分钟，热乎
草
bgm：隐瞒之事op
好耶
@TMA
桐人，我永远滴超人!
最后一集千万别看
停停停 超速了超速了
高高高高情商
精辟
乌乌，团子
确实昧了良心 没打0分
春物！！！
热乎，终于更视频了
好早
是闪轨的bgm！！！
水原千鹤赛高！！！
大欺诈师，yyds！！！
哈哈哈哈哈哈哈
7月之后 他干嘛了。？？？
娜娜
别骂了别骂了
看了这个真的被女儿的可爱体贴萌死了
7分钟，出息了
异兽魔都强推！
hhhh
哈哈哈哈哈哈
震怒
号 危
3分钟
哈哈哈哈哈哈哈
完全没有剧情的意思？
虚构推理可以的
续集我麻了
我梅普露没有开挂！
草
热乎
UP们：不愁吃穿了
确实
神之塔yyds
七分钟
？？？？？？？？？？？？、
渡边启一郎yyds
嘿嘿嘿
电波！
斯巴拉西
日   本   沉    没
EDG！淀粉震怒
动 画 区 up 主
热乎的
大欺诈师的开头
《昨日之歌》吹爆！！！
热乎
天气之子！
哈哈哈哈哈哈哈哈哈哈哈
嗯BGM
我现在已经对欺诈师这个词语有生理排斥了
辉夜yyds
排球少年！！
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈七月之前
我永远喜欢小瑠夏！！！！
异兽魔都！
为什么 
汤浅政明跌落神坛！
8
《人文关怀》
这里是B站么？
说什么玩影之诗不开心的一定是骗人的
出息了
这是一彩的声优嘛，有点像诶
\
可是雅木茶还是被炸死了啊
呼，八分钟
第一次这么早
草
哈哈哈哈哈哈
哦呀 哦呀哦呀  斯巴拉西
这个好看！
哈哈哈草，其实还是可以相信的
草草草
神bin 天降
辉夜yyds
诶呀呀完全猜不到是哪两部呢！
用决斗。。。给大家。。。带来笑容。。。
梦幻岛：哈哈，幸亏我是2021的
九分钟
哈哈哈哈哈
辉夜yyds
？？？
草
没错
昨日之歌
这个结局我真为男主感到不值
车车，好快的车车！
大老师yyds
什么，春物有续集，你做噩梦了吧
hhhhhhh
来了来了
来自深渊我特么吹爆！！！
白狐永远地神
哈哈哈哈哈哈哈哈哈 草
用转生乙女BGM放辉夜片段的泛式是屑
电波好好看
昨日胃病
哈哈哈哈哈哈
我全追了 淦
大欺诈师
这都要迫害雅木茶
成神之日
大欺诈师！！！
确实
9分钟？
我觉得只是因为b没有
不是小邪神？
真是气死你，这两部
《 动  物  世  界 》
6分钟
新鲜
哈哈
哈哈哈哈哈哈
说实话结局有点恶心人了
斯巴拉西
TMA
异度侵入主题曲吹爆
哈哈哈哈哈哈哈
我爱黎明
盾娘！
前面那人有意思？
范式的奇妙比喻
大小姐
泛式的奇妙比喻
哈哈哈哈哈哈哈哈
我朋友说他尝试过了
还是很值得一看的！！！！
汤 浅 击 沈
辉夜yyds
你不如直接报身份证号码
高校之神超级好看
魔（魔禁系列）春（春物）刀（刀剑）轻小说御三家牛逼
异度侵入！！！
bna是真不太行
kibo
哇，破防了，bgm
永远的超人！！！！！！
大欺诈师好看！
别对映像研出手！
隐瞒之事吹爆
绷不住了~~~
好耶！
re0制作真的顶
热乎
太对了！
re0排面
哈哈哈哈哈哈哈哈哈哈
海的对面是敌人
哈哈哈哈哈哈
隐瞒之事！！
隐瞒之事永远滴神！！！
道理我都懂，但为啥放猴王的OP
2333333
我不听我不听我不听我不听我不听我不听我不听我不听我不听我不听我不听我不听
什么叫精神上的享受，这就叫精神上的享受！
哈哈哈哈哈哈哈，春物新
斯巴拉西
太草了
最后那个太棒了！
说什么看影之诗不开心，一定是骗人的！！！（doge）
辉夜处刑曲
大欺诈师！
ID
吹爆
草
啊
来了
Re0
说什么玩游戏王不开心，一定是骗人的！
渡边，yyds
隔壁7直接无敌
成神之日预订
好前呀
我理科生一晚上全部追完
刀剑动画告诉我们有经费没厨力的制作是怎样的
昨日之歌真不戳
10分钟！
春物yyds
gat的感觉
草
热乎！
Re0yyds
高开低走，开头真挺不错的
我连星都不给你
哈哈哈哈哈哈哈哈哈你就是魔鬼
没有人吗，看来来的太早了
大欺诈师！
异兽魔都真的很好看
牛牛牛
看到我就是一分钟了
ohhhhhh大欺诈师！！我的超人
十分钟
哈哈哈哈哈哈哈哈哈哈
啊～
赞同，这个结尾真的太失望了
实 至 名 归
哈哈哈哈哈哈哈
但茶哥不是根本没赶上嘛！
春物！！
是和呀！
哈哈哈哈
你把梦幻岛放哪里
春物！
ohhhhhhhhhhhh
啊啊 太好磕了 太好磕了
适合！
哈哈哈
江 之 岛 大 恐 慌
哈哈哈哈哈哈
ed也没有
雷古好可爱
当时在评论区，贴吧，甚至LOF里边全都是关于剧情的讨论，那段时间真是烧脑又快乐
啊啊啊喜欢异度
截图选老婆
辉夜大小姐永远的神！！！！！！！！！
租借女友好看的啊!!!感兴趣的可以去看漫画!
7月还有超炮T天赋梦路篇。。。【doge】
szb
辉夜yyds！
这部，超级好看！
神作
我说婷婷
看到我的时候你已经超过一分钟了
见封进
终于登场了
阿哲
阴间展开
哈哈哈哈哈哈哈哈哈
确实爽
哈哈哈
？？？？
片头排面
高校之神都给我看！！！！！！！！
赞美黎明
E D G
结局太烂了
御手洗直呼内行
哈哈哈哈哈哈哈哈哈哈哈
塔诺西给爷si！
神之塔yyds！！！！！！！
水原千鹤赛高
认真的吗
szb死给塔诺西
是a5精神续作（）
hhhhhhhh
小排球！！
小排球！！
昨日之歌。隐瞒之事可以的
@御手洗
塔诺西！
哈哈哈哈哈哈哈哈哈哈哈
13热乎
12分钟热乎泛式！！！！
草
！！！
热乎
草
没人？
昨日之歌，被画风吸引过去的我现在胃溃疡了
12分钟，热乎
无敌
哈哈哈哈哈禁止套娃
神之塔超级大坑，不知道cruncyoll会不会继续做下去
确实
我出息了
re0感觉一月播时热度都不如新番...
啊～
这szb玩家痛了
13分钟，还热乎
哈哈哈
封面好评
斯巴拉西
哦！！！！
哈哈哈哈哈哈你只能相信汤浅政明到七月份笑yue了
太烂了，梦幻岛都比他好
但是四月份我们的疫情已经几乎平稳了
哈哈哈哈
那能解决你的吗（doge）
斯巴拉西
日本沉没
万 能 日 语
评论区列文虎克的对线也很好看啊
那没问题来啦 到底是哪几部雅木茶呢
szb死给塔诺西
烫嘴
低情商：只有打戏能看
阿吧
yyds
艾米莉亚E.M.T！
全员恶玉：欺诈就这？
老阿蒙了
打1是因为没有0.5
tqzz
隐瞒之事！！！
11分钟热乎的
异种族风俗娘yyds
死给塔诺西
麻辣烫！
S之B
人文关怀
啥都瓦斯死给塔诺西！（错乱）
我出息了
欢迎收看年初更新
哈哈哈哈哈哈哈哈哈哈
太棒了这部
 AV5天才～
来自深渊
租借火啊，现在都动画基本上火就够了……
确实
打戏真的贼过瘾！！！！！！热爱格斗竞技的小伙伴一定不能错过 真的超爽
虚构推理...cp感情也莫名其妙
影之诗【X】傻之哔【√】
马趴！yyds！
全员恶玉更厉害
hhhhhhh
真实
哈哈哈哈哈哈哈哈哈哈确实
映像研yyds
主要是前面太牛了结果结局就这？
热乎
别尬黑，arcv的角色塑造甩szb100条街（
哈哈哈哈哈哈哈哈
14分钟还行
《对不起，异度侵入你已经足够好啦》
热乎
大欺诈师的结局真的爷无语了
我以为我电话响了woc
太高了
昨日之歌可太棒了
动物世界确实
..与你共乘于海浪之上我觉得8行
棍勇！
天气之子的bgm
这波他在大气层
新鲜的！
东京沉没？
真实
三池崇史还真能给你整出个真人版
可以了可以了平稳落地
电波太对味儿了
我已经是个成熟的成年人了
辉夜yyds
神之塔安利成功
oh~~~~ yes
大欺诈师，画面我吹爆
15分钟之前，热乎
隐瞒之事！！！
14分钟！！！还热乎
去nm的续集，那都是同人!
哈哈哈哈
塔洛西
异种族yyds！！
乙女游戏的OP哎
OP消失术！
异兽魔都是真的爽
虚构推理！
隐瞒之事我吹爆！！！！
津叔，永远滴神
小邪神没有排面吗
强推电波！！！
想到艾伦那张我很失望的图（无端）
影之诗玩家觉得很淦
好耶
这 是天城一彩吗
re0天下第一
是敌人
实至名归
bgm!!!!!!!!!!!!!!
海的对面有敌人
异兽魔都吹爆
大欺诈师除了结尾 都很棒
呀呀呀
喔排球
?/？？？？？？
停停停，再说下去就要被封了
真心话:tm为什么没有0星
海的对面是敌人
剧本给网飞搞稀烂了，不全是汤浅的锅
斯巴拉西！！！！！
热乎
全体起立
16分钟还行
辉夜yyds！
辉夜，yyds！！
哈哈，确实
热乎
终于更啦
热乎的
隐瞒之事牛逼！！
斯巴拉西
异兽魔都！
没有创形者再起吗？
17分钟
啥都巴斯托死给他弄西！！
吹！！！
？？？
大欺诈师！！！！
好早
18分钟
挖槽，最后一个是什么玩意，我应该还是白色的吧。。。。。
我还挺喜欢租借女友的
先看一遍
说实话画面也一般，各种大脸特写，打戏忽高忽低
人人都是edg
七月的超炮t被遗忘了……
到底我都懂，但是为什么你要放邪恶大小姐的op
辉夜的画面放猴王的歌（）
这个好唉
男主实在劝退，反正我看不下去
画面本来就优秀啊别杠
热乎乎
全员鳄鱼呢
淀粉震怒
斯巴拉西
这个真的好看，但是销量真的扑的好惨
反正就是塔诺西！
大欺诈师
十八分钟，出息了！！！
re0无敌！！
大欺诈师bgm
这三部太厉害了!
把伦敦之雪考完就可以了 真的
大欺诈师！！！！！！！
你说海的那边对吧
18分钟
这个其实ed更带感
还都是四月延期的
打戏真精彩，剧情看不懂
塔诺西！
尽管这样，我心目中2020年第一的动画就是异度侵入
体操武士呢
最喜欢伦敦雪那一章
泽塔yyds
斯巴拉西
海的对面是哒嘀嘀嘀嘀哒
塔诺西
高校之神好看！！
那得感谢梦幻岛是一月番
这莫种程度也是一种欺诈
映像研YYDS！
BGM是什么？
EDG的过分了
难道不是因为没在b站播的原因？？？？？？？吐了
BNA永远的神！
2020你还出了车祸
fate hf。第三章！
确实
来了
你这bgm不对
科学精神和人文关怀23333
我连看都没看
确实是只适合大人看的东西
日本很多剧都喜欢搞这一套，最后坏人洗白上镜一波搞大团圆
异兽魔都好像也是MAPPA做的
傻之比
热乎
大欺诈师的bgm！！！！
提高泛式竹鱼生育率
水原千鹤，天下第一！
除了最后一篇(指正)
lqyy，我的超人
春物！
现在搞得我都不敢追原创番了
确实
隐瞒之事！！
淦
哈哈哈哈
20分钟，热乎
然而我却被弹幕击沉，至今还有俩集没看
来了
《高情商》
炉↑石传说
热乎
弹幕呢弹幕呢
爱丽丝我老婆
哦哦哦这个我看过
woc对就是这个感觉！！！！！！
刀剑异界战争下直接崩了
但是租借女友后期真的好看
斯巴拉西~
海的对面是敌人
死了一个
是从界王那儿回来啊泛鸽鸽，不是界王神
这三部！！！！
大家看到第三个case结束就可以弃了……
这个我吹爆！！！
海的对面是敌人
辉夜第二季甚至比第一季质量还高
墨酱冲
可惜了啊春物
傻豆罢 塔诺西 龙骑洋芋
E·D·G·
mappa，打戏的神
小排球!
哦⊙∀⊙！
还提阿
我觉得可以，夸张的故事，平淡的结尾。就是黄毛女友哪里，多余
szb是给他弄西
这个好看！
哈哈
刚好没看最后一篇~不会看了
男主的眼罩老感觉和老女人的裹胸布一样……
都吹爆
独一无二
映像研是我2020年最喜欢的新番！！！
确实
白狐强
伏黑惠！！！
理科生!!!
什么 ban是4月番？难道不是3月和5月番么（doge）
热乎的
这三部强推
棍勇霸权
全体起立
re0永远滴神！
超炮我永远的爱
辉夜永远滴神
双胞胎好帅哦，去补第四季了
来了来了
确确确确确确确确确实
斯巴拉西
这番看的真爽
喜欢 szb都是大好人 
哈哈哈哈哈
异兽魔都最好看
好看好看
春物春物！
草
辉夜yyds
又到了该什么的季节？
别，这是我真心话
辉夜yyds
电波永远的神
好耶！
隔壁游戏王s7真比这好
这个原创虽然结局平淡没翻车就是奇迹了
笑死了
gnmd全员恶玉气死我了
异种族！！！
隐瞒之事yyds
23分！
全体起立
不要szb，不要szb
日本沉没好看
电波真的看到舒服
名 言 放 出
草
罗兰，我滴超人
哈哈哈哈
哦呀哦呀
???
哈哈哈哈哈人文关怀
总结简直不要太精髓 我看完踏马整整怀疑了两天的人生!!! 
热乎
热乎的
说春物结犯病的一看就知道没看完
哈哈哈哈
“优质”
久等了
傻之逼
所以我看不下去啊！
不愧是你
大欺诈师真的好看歌也很好听！！！！
哈哈哈哈哈哈哈哈哈哈
对
狛枝凪斗直呼内行
玩影之诗不塔诺西的都是骗人的
异度真的太可惜了，有机会往神作走的
这还真不能算是万能日语，只能说是完全一致
轨迹好评
冥场面
啥都把四给塔诺西
妙啊
科 学 精 神 人 文 关 怀
隐瞒之事老好看了
春物怎么可能有第三季？你一定是做噩梦了
辉夜我吹爆
为什么啊我挺喜欢看的
来自未来的动画
印象研吹爆
福田导演真人化靠你了(*￣m￣)
BGM：アーベントタイム
越共探头
哈哈哈哈
全员恶玉就是带给我这种感觉
这个好
不科学 居然比傻豆罢还低
天才上代务
异种族yyds
神之塔冲冲冲
江之岛盾子狂喜
kamiya总算做爸爸有女儿了（的角色CV）
异度侵入！
好，隐瞒之事好
异兽魔都巨好看！！！
后宫王松岗终为后宫
26分钟
这波塔诺西真的令人瞳孔地震
我觉得挺不错的
主角说的太对了啊！我其实根本舍不得打一星的！踏马，怎么不能打负分？？
重铸魔禁荣光，吾辈义不容辞
看到异度侵入了，好耶
BNA可惜了
全员恶玉：欺诈？这我熟
所以为什么BGM是转生恶役啊
春物的BGM
超级热乎。
异兽魔都真的好看
啊啊啊啊，昆夜啊啊啊
再见！2020
虚构推理yes
刀剑终章摄影技术方面砸钱真的挺多的
隐瞒之事太赞了
隐瞒之事，bgm响起来我就泪目了
心  肺  停  止
电波！
我记得好像是霸权社做的?
是敌人（doge
热乎
春物的续集《博物》
不是已经在某站破亿播放了吗
异兽魔都是真的惊喜啊！！
异兽魔都超好看
别看最后一章就好
re0排面
不，宽松些吧，他已经做得够棒了（泪目）
感谢陪伴，一年。
同最喜欢伦敦雪
哈哈哈哈，不行了
《日本沉没》
盾娘
又到了万能日语的时间
塔诺西
电波很强
听我的电波！
是的……
yyds！
日本沉没好家伙，我心脏骤停
电波好康！
re0太强了
电波真的好看!!!
映像研，永远滴神
爽翻了
波蛮好看的 
这个结局太气人
hhhh
E D G
看毛骗吧
吹爆电波和隐瞒之事
《异世界---动物世界》
昨日之歌真的很棒
气死我了大欺诈师
哈哈哈哈哈哈哈哈哈哈哈这个
男主他爸看的真是带我一肚子火
租借只能坚持看漫画了
29
所以这是部预言番（21年又地震了）
春物春物！！！！！
不好看
re0是真的强，甚至op都没怎么见过
斯巴拉西吹爆！！
催泪大作：成神之日……………
塔诺西呢
所以说为什么要放猴子的op 
哥尔赞
来自深渊呜呜呜
游戏王Sevens真香
异度侵入！
go!
辉夜，永远的神。
神之塔!!!夜!!!
辉夜，永远的神！！！！！！
go!
异兽魔都啊啊啊啊啊啊啊啊终于看到有推的了
长月达平啊啊啊啊啊啊啊啊
他就是神作
斯巴拉西
最后一章可惜了
我永远喜欢异兽魔都
巨牛
隐瞒之事太好看了
妈妈，我出息了。
刀剑，泛式滴超人
租界女友漫画50~100章好看，其他的一般
我的电波强推，很好看
《科学精神》
电波是真的好看
hhhhhh的确
虚构经费不足吗？。
最后一集拖垮
全员成神，yyds！
re0！！！
ymca
快跑，别磕cp
哈哈哈哈哈
dna动了
半小时10万，闲？
永远滴神！
隐瞒之事
re0yyds！！！
好紅紅火火恍恍惚惚
好耶
《希 望 影 像》
除了EVA（指正）
神之塔漫画两天肝完
确实，以前后宫必看的我看了两集就弃了
大欺诈师
隐瞒之事好看！！！
热乎
cd
阴间作品。
原创我只服约梦2(
上代务直呼内行
这里推销一下我老婆斋藤飞鸟同时期主演的真人版映像研
租借女友动画比漫画差太多了
ohhhhhh
好耶
太治愈了
折磨王
异兽魔都真的好看！！！
巨棒
确实
来了！
黎明卿
我觉得不要看彩蛋就还好啊
异种族就很绝
草
超炮硬生生变成年番
永远滴神
异兽魔都可以推一手
bna好可惜
天城一彩，你在干甚么
塔诺西
《 科 学 精 神 》
嚯 好家伙 我来了
塔诺西！
体验真的棒
淀粉掀棺而起
这个真的超好看
快去看隐瞒之事啊啊啊
辉夜永远滴神！
第一次这么早
天呐感觉盾娘已经是很久嗯就以前的番了没想到才一年
三部拉了两部
昨日之歌！太好看了
哈哈哈哈哈
对，绝了，气死我了
工口大叔
刹车盘我已经拆了，门也焊死了
神之塔！！！！
人文关怀
再起再起再起高达rr
团神，我的团神，呜呜呜
小排球！！！
听我的电波真的好看
辉夜yyds
塔诺西ptsd
确实
辉夜 yyds！
全看了
说什么影之诗不好玩一定是谎话！！！！
来了
看这个番开弹幕能气死，全踏马剧透的
大欺诈师
塔诺西！
草啊……
bgm：大欺诈师的op
热乎
热乎
本段原画师：渡边启一朗
帅是真的帅
恶心吐了
映像研永远滴神
冻鳗是给二刺螈看滴（doge）
热乎
最后一章真的气死
惠惠！！！
异兽魔都
相比RE0我还是喜欢春物
《虚构推理》
哈哈哈哈哈哈哈哈哈哈
隐瞒之事
动物世界
淀粉掀桌
来了来了
盾娘盾娘yyds！
哈哈哈哈哈哈哈哈哈
全靠mappa，剧情稀烂
辉夜！！
异兽魔都，mappa的阴间作代表
阿卡曼
石上真男人
神之塔真的香
我TM至少比兽娘动物园的续作强（
塔诺西1
！！！！
29分钟无op我佛了
最后这个结尾给我看吐了
re0永远滴神！
还好我只看了前三篇
今年的《奇蛋物语》可以体验
确实
re0
听我的电波吧！！！
终于来了，！
生了儿子怎么办
风俗娘加一
日本沉没
来之深渊
隐瞒之事！！
大欺诈师牛壁
来啦
37分钟
re0永远滴神
雪，伦敦
除了最后一集！！！只会让你想提刀杀编剧
异种族风俗娘评鉴指南
泛式坐下别激动
szb死给塔诺西
汤浅政明yyds！
OP是我2020年听过最多的歌
结局太无语了
高情商
哈哈哈哈
辉夜大小姐yyds！
放着猴王讲辉夜，这何尝不是（
好家伙
芜湖
哈哈哈哈哈哈哈
除了最后一章
Bna后六集跟tm换了编剧一样
春物出个if线也不错
隐瞒之事yyds
真实，我当场骂人
来了
op挺好听的
理科生好看
欸？？？这个字幕很多都对上了啊
动物世界草
实际上租借女友热度就是七月非续作新番最高 只不过不在噼哩噼哩
啊，是这种成人啊，那我不看了
神之塔yyds！！！
《科  学  精  神》
这还不如a5呢，A5前期决斗构成还有点看头，后面水集数的决斗就当没看过
BGM好评
真的好看
这个超好看
人文关怀
租借女友漫画已经追不下去了，和看韩国莎士比亚一样容易困
真正的年度霸权
打架vs核弹
辉夜yyds!!!
哈哈哈哈哈哈哈
隐瞒之事！！！！
梅普露超可爱啊！
神仙打架
真没有剧透爽翻了
真就完全没有剧情
我永远喜欢樱泽墨
我的胃呢
还好我看完伦敦就忘记看了
大欺诈师！
这三个我全吹爆！！！
隐瞒之事！！！
人文关怀草，你也看鱼太
隐瞒之事ed好听，强推
爱丽丝！
好家伙
哈哈哈哈哈哈哈哈
41分钟还很热
re0yyds
草
爷青结
阑尾
！！！！！！！！！
真实
气死了气死了大欺诈师！
渡航他就是个写小说的，懂个屁的春物
果然我还是喜欢看漫谈
异种族才是真正yyds
哈哈哈
人文关怀
你  被  骗  了
所以没有魔法纪录？
看到异度了！
草哈哈哈哈哈哈
辉夜yyds
¿
哈哈哈哈哈哈哈哈哈哈哈家啊哈哈哈哈哈哈哈哈哈
还有续集？？？？？不是吧
实至名归
其实争议也不小哦
哈哈哈
哈哈哈哈哈哈
年终？
好耶！
ohhhhhhhhhhhhh
确实，争议不小的
NO
辉夜yyds！
～万能的日语～
吹一波异种族
我觉得租界女友还是不错的
看租借女友后期漫画我越来越上头
隐瞒之事！
哈哈哈哈哈哈哈哈哈哈哈
它应该真的是2020最佳原创
大欺诈师前几集观感极佳，后面有点熟悉套路了。
高开低走
我吹爆神之塔！！！
哈哈哈哈哈哈哈哈哈哈哈
小学生赛高
动画区up主
yyds
好家伙哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈
隐瞒之事好啊好啊快去看啊bgm也超好听啊啊啊
后期不行
老回形式了
昨日之歌！
来了！！
隐瞒之事！
大欺诈师只要不看最后一集，就是我心中的超级佳作
年轻人第一部原创番
哈哈哈哈哈哈哈哈
更科瑠夏！
哈哈哈哈，
上代务真是个天才
大欺诈师结局很气人
hhh
神之塔！神之塔！
全 员 成 神
16分钟，热乎
高校之神
是的
大欺诈师
你指间跃动的电光，是我此生不灭信仰，我超电磁炮永世长存
好家伙
烫的！
全体起立
已经准备四刷了，我爱映像研
哪个老绅士能拒绝异种族品鉴指南呢
LSP了
哈哈哈哈
可是孙悟空赶到的时候雅木茶已经成了名场面
大欺诈师啊啊啊啊啊啊啊啊啊啊啊！！！！！！！！！！！
傻之逼
edj行为
不，是你自己的青春
全员成神
re0粉丝的厨力也超猛
科 学 精 神
哈哈哈哈哈
日本哪年不地震。。
35分钟
cao
异度侵入yyds
神之塔好看！！！！
re0!!!!
草
刻在DNA里的ed
辉夜牛逼
没落要塞
神之塔超好看！
笑死
辉夜yyds!!
是敌人
异兽魔都好看的
异度侵入！！！！!！
隐瞒之事
这两部“大人”看的好怀念，同感爆棚
蹲坑看视频的有吗
爱丽丝
？？？？？？？？？？？？？
热乎
打戏确实是
终于更了呀
汤浅政明yyds
这个好
真人 可以啊【滑稽】
结局拉胯了
除了最后一个篇章
热乎的
好诶
都让你高完了
EDG
A5
说是辉夜大小姐配的确是恶役这何尝不是一种。。
租借还是看漫画好看，动漫演的是前期十分屑的男主
惠惠！
大欺诈师真的不错！
草
A5罪不至此，A5前期还是给大家真的带来了笑容的
大小姐我喜欢！
ohhhhhhh
春物续，女朋友都确定了还能强行修罗场
斯巴拉西！
全员成神！
来了！
热乎的
雅木茶也没救到啊
隐瞒之事！！
真人：我可以！！
截到了只猴子
50分钟
思维覆写捏
海的对面是敌人
辉夜，yyds
草草草，我愿称他为比seven还差
????
re0，永远滴神！
全员成神牛批！
热乎
wuli神之塔啊啊啊啊啊啊啊
婷婷快婷婷超速了
快点露出笑容打牌！上代务
yyds
这是去年的握草，感觉好久远
超喜欢！！！！
隐瞒之事，我的超人
没落要塞！
记得当时 先辉后乙已成习惯
昨日之歌！
哇哦 隐瞒之事 小姬超可爱！！
汤浅政明yyds
51分
居然赶上了
异度侵入我吹爆！虽然说结局有点平。。。
枣子！
记得当时 先辉后乙已成习惯
哈哈哈哈哈
我爱黎明我爱黎明我爱黎明我爱黎明我爱黎明我爱黎明我爱黎明我爱黎明我爱黎明我爱黎明！
网飞真是一口喂饱了追番党
高桥李依？那不是高木同学的声优
不是，你讲着辉夜大小姐，放着猴王的bgm^
昨日跟隐瞒吹爆
隐瞒之事啊啊啊！吹爆
哎
xswl
showmaker迟早申遗
异种族吹爆！
超好看！
点名批评
这个bgm我哭了
热乎
好耶
无敌字幕
结局气人
租借女友挺好看的
真的神！！
大欺诈师好可惜啊
sevens比它好看多了
异兽魔都爱了
辉夜永远的神！！！
前面不错
异种族明明是知识番！(doge)
热乎
电波真的好看！！！希望快出第二季
高玩233
2020能有异度侵入和没落要塞可以说就算超额完成任务了
辉夜大小姐和虚构推理
《动画区up主》
斯巴拉西
除了日本沉没2020
和观众一起欺诈
白箱剧场版：那我呢那我呢
成  神  之  日
人文关怀
小姬
热乎
辉夜，yyds！！！
游戏王A5都比他好看
映像研！！ 排球！
神之塔真的香，就是某些优越人士爱剧透，这边建议补漫画，真的吹爆！
海的对面是敌人啊
上代务的精神传承
yyds
