看我刷出了什么
为啥没弹幕
热乎的，没弹幕。
弹幕呢
.
精苏狂喜
来了来了
钢铁洪流!
直接堆死法西斯
来了来了
农业国家的萧条和工业国际的萧条
没人？
发一个弹幕打call！
第一
爷的弹幕大军呢
6666
赌
来了
11
螺马化
打仗就是烧钱
划重点  当时
基建的重要性
快20w了
穷人餐。。
霸屏！！！
不是一个时代
苏联的年轻力量几近消耗一空
第一？
毛熊还是强啊
人呢
工业能力才是一个国家最重要的能力
ertret
毕竟没打到本土去。。
没有弹幕？
23
没人吗
没人吗
我是第一条弹幕
第一
老大哥nb！
第一
铁打的德意志，打铁的苏维埃
43年之前还是挺危险的
钢铁洪流
来了
烫
钢铁洪流苏维埃
没弹幕？？？
1
、？
承包空屏
？？？
爆发战争财
乘着人少，希望评论的人能够多些理性思维
卧槽这些数据。。。
每一次欧洲大战美国都是最后的受益者
毕竟不是主战场，影响小一些
都不发弹幕的吗？
先赞后看
西伯利亚可真硬核！这个时候就体现出战略纵深对一个国家有多么重要
常凯申出来挨打
巴巴罗萨行动
弹幕
第一？？？？？？？
。。。
太强大了
来啦！
是苏联击败了法西斯的精锐力量
没人吗
弹幕护体
埃塞克斯
6
战术举手
第一
我来组成弹幕
热乎的
没弹幕？
一
热乎热乎热乎热乎
每周必看
我们老师就是讲，战争才是走出经济萧条的根本原因而新政是佐料
集中力量
没弹幕吗
13342人正在观看，却没有人发弹幕
为什么没弹幕
怎么没弹幕
苦日子是猪肉罐头还行
1111
第一
1
计划经济
特朗普病毒肆虐全球
承包空屏
哈哈哈，公知狂怒，哈哈哈
公知出来挨打
20w了 now
巴巴罗萨
扎心了
来了来了
第一？
中国加油！！！！！！！！
一天
工业化能力才是国家能力的保障
QAQ画质感人
是美国种族主义
来了
罐头过分了。。。
22万了
没人?
人民的生活水平和生产力挂钩
没弹幕？
@饺子号  航母
@唉塞克斯
战争财
历史课
美股熔断有机会讲一下啊，次数多了都麻木了
哈哈哈所以我们现在在卖医疗物资也是一样的
逐渐脱离主题
太帅了太帅了我一个男 的都受不了了
美国就是靠战争财发家的
乌拉
在？连续十次斯大林突击看我捅不捅烂你防线就完事儿了嗷
承包空屏
所以现在灯塔国经济一下来就找人打了
66666
苏联就栋破旧的房子，只要踢开大门就会垮掉
饺子级航母
1
20万了
哎
承包空屏
完 又累了铁路职工
9
前期被德国闪电战一度打到莫斯科，天气和环境优势救了苏联
为什么没弹幕
⊙∀⊙！
没弹幕?
妈呀这吃的也太好了吧，想想我们的先辈们。。。
高产
没人？
逐渐忘记标题
没弹幕？
？
没有人发弹幕么
美国没有被轰炸本土，苏联本土遭受入侵，这也是原因之一
集中力量办大事
终于来了
钢铁洪流
我股票亏3个星期了，现在止损还行吗
xswl
毕竟米国没在本土打
没弹幕？？
高产出啊！
沙发
这算什么苦日子
没有弹幕吗？
。
？？？？？？？？？？？？？？？？？？？？？？？
第一第一！
?
你这预示着中国工业机器全开为世界提供物资
热乎的！！
？？？？？？？
一条弹幕
第一条 弹幕~~~~~
？
第一
饺子级航空母舰
先三连再看
可是去看思维实验室两期将苏德战争的更详细
以空间换时间
我来证明有弹幕
一个伟大的国家
这是谁的老公？
没有弹幕?
没弹幕？
？？？？
感染逾18万
？
好少人
壹
有胡子
胡子该刮了
后边的护航航母是一周一艘的下水
这么苦
没弹幕？
来了
死了多少人呢
气死偶累
没人？
不让发弹幕啊看来
弹幕呢
1
承包空屏
元首对苏联的虚弱深信不疑
党带领人民走向伟大复兴
没有弹幕？
没弹幕
没弹幕？
热乎呢
。。。。。。。。。
啧啧啧
加油
航空母舰
.....
这是苦日子？？
兄弟萌，我还是想开数量
然后就崩了
极端高产
第一
2020.3.19.11:50分，第一条弹幕
又来啦！！！开心
弹幕呢？
.
没人喵？
我的天哪
第一嘿嘿嘿~
不愧是美国
世界人民大团结万岁！
不能发弹幕么
没人?
没弹幕
托洛茨基的阴谋？
。。。。。。
没有弹幕
...
就15天..
嘿嘿
1
芜湖
哈哈哈
美国真的是靠着战争崛起强大了。
66
1
居然没有弹幕
111
逐渐忘记标题
。
弹幕？
喀秋莎一战成名
太            苦             了
emmmmmmmmmmm
瘦死的骆驼比瘦死的马大
苏维埃！！
用国家实力是不是更好一些
？？没弹幕吗
我们那时候手挑肩扛搬文物和生产工具
。。
....
到这儿我都还第一？
霸屏
只有把第二产业牢牢把握住，才能从容不迫
怎么没弹幕？
斯大林：数量就是质量
有人吗
才少吃一天我去  每星期至少有一天吃肉都是奢望
这么多
弹幕弹幕
埃塞克斯级饺子
没人
来了
高堡奇人
坚实可靠苏维埃（确信）
热乎
前排
5.5w播放0弹幕。。。。。。
前排
没有弹幕？
up
弹幕呢？
‘
0
没有弹幕就离谱
虎式质量好这
热乎
特34
除了日翼美国人
1
一个打俩
、、、、、、、、、、、、、、、。
。
?
第一
怎么没人？
666
。
，
弹幕有吗
000000000000000000000000输
我觉得你们会说下次一定
美国主餐就是肉啊
弗莱彻级驱逐舰
没弹幕？
哈哈
来咯
0条弹幕？？
27艘航空母舰啊
？
没弹幕？
人类加油（美国除外）
@埃塞克斯级航母
而如今的铁路变成的数据
？？
饺子级航母
？
PVE世界大战
热乎热乎
1
没有人吗？
来了来了
我是不是看错了。。。
很多迹象说明这事有内幕，美国知道他们会炸就顺便借此宣战，好多重要的那天刚好不在
多  难  兴  邦
冲
联邦铁球海战术
搞基汽车厂
阿
弹幕？
我喜欢这辆车
前排
热热弟
???
晚点来看就好了，弹幕会多很多
钢铁洪流？
都在认真看
二战男儿，越战废柴
众所周知，苏联只有拖拉机厂
如今兔子面对疫情的封锁政策，何尝不是另外一种“钢铁洪流”
卧槽 
说好的疫情呢
有的
不知道
可怕
？
强啊
来了来了
！
我还是第一
？？？？？？？？？？？？？
下次也不一定
特
涨知识了
太早了
苏联整整失去了一代人...
是的
中国不容易啊
没有弹幕？？？
都在认真看
精苏狂喜！
也不完全是斯大林的锅，当时全世界军队作战素质都没德国高
蚍蜉撼树
老弟
怎么没弹幕
有1
？
没有弹幕“大神”，今天看得格外舒服
……………………
你听课还聊天
我也想过这样的苦日子
钢铁洪流（确信）
= =不是活着?
大萧条也帮了苏联不少，低价买了不少机器和请了大把西方专家
才刚发出来半个小时
有，在认真听
前排
斯大林上台苏联还是个农业国
刚刚上完网课
nice
热乎的，我来了
有人呀
现代化战争要素复杂，首战翻车的概率本来就不小
今天二十万了
噗。
太烫了
工业大国的能耐
好
热乎
没人发弹幕诶
所以可以看到美国国力的恐怖，逃荒都坐卡车
1
开数量
草！
战争时代都很牛，一搞经济就拉稀
美国人的苦日子
这就是人家的坏日子。
塞尔维亚呢？
划重点，工业国
刚下完网课的我进来了
来了
体量永远滴神
那时候的军舰跟现在不是一个等级的东西
捕捉
美国佬富的流油
钢铁洪流
热乎的
在二战时期，全世界只有美国吃腻了午餐肉……
朝鲜战争时要是通信跟得上，也不至于出现180师的惨剧
美国也发粮票233333
下次一定
?
我来证明你开了弹幕
下次一定
疯狂
下次一定
特朗普不是早就知道了吗？
来早了，攒攒弹幕再来看
吃的和我现在差不多嘛，唉
秒啊
2万人都在看啊
。。。。
这里又要有人来杠不念T念特了
轻航什么的就是下饺子
难过。。。
日：我的运营在你面前真的一文不值么？
哈哈哈哈哈哈哈，我第一23333333333
没弹幕？
确实
精德落泪
不知道，u1s1
。逐渐忘记标题
太苦了太苦了
来了
重型航母，算上轻型护航航母  过百艘了
不是资本主义的穷，是美国的穷，20世纪初美国工人收入是德国的3倍
这次疫情会不会出现在以后的历史课本里啊
物产丰富的美国。。。
战争发家
当时咱们想都不敢想
？？？
忘记标题
不是实情也没卡车 杠什么？
家底太厚了啊
看来美国还得感谢日本了
高产似那啥
？？？？？？？？？？
那非洲呢
老公
太牛逼了
毕竟没打到本土
淦
战争机器这个词又热血又无奈……
骁话一下这么火了
好苦啊
数量理念天下第一
热乎的
草，没硬币了，骁骁给不了你硬币了
呐呐呐
有人吗
女性地位上升
这片子看着爽，但没意义看第二遍
已经20多万了
领导人有关
苏联整整死了一代人。。
苦 日 子
发不了弹幕
慈父
二十万了
高产
护航航母100多艘
没弹幕视频不能看了？老是问那么多干什么，才发布半小时的视频能有多少弹幕
？？？？？
那是27艘是正规航母
逐渐忘记标题
。。。。。。
可以评论？
......
付出了不吃日本大米的牺牲
德国的机械化军队没几个国家扛得住吧。。。不能怪苏联你看看法国
气突苏
20艘饺子
战 争 经 济
可以评论？
你用弹幕你想讨论什么，觉得不过瘾去评论区
lbjnb
完成国策：工业转移至乌拉尔
半个小时能有多少弹幕
？？？？？？
斯大林清洗的和赫鲁晓夫没啥关系 不是一代人，主要是清洗党内异己势力
黄字真实，现在再来一遍
朱可夫说数量也是一种质量
做出了一点微小的牺牲
现在20万了
美国应该是赚钱回血够了，然后加入二战
可惜给忽悠瘸了
别左苏联右苏联了， 苏联已经亡了。
怎么也没想到现在的战争，贸易战正在进行，病毒站就来了
逐渐偏离标题
66666
看过
斯大林格勒拖拉机厂
苏卡不列
？？
老公，永远滴神！
刚下网课
为什么全是特朗普啊
题目跑偏？
食我203大炮
日裔确实受歧视，不过还有一个问题，黄种人都差不多
可以
承包空屏
守卫斯大林格勒战役胜利的必然性
前线枪林弹雨，国内汽车选美，酸了
渐减邀击
为了节省牛肉推广牛下水……
是美国病毒
大家都以为苏要凉凉啊，打个芬兰死伤百万
卧槽？？30w架飞机……
来了来了
下次也不一定
精苏狂喜
27艘？？？太强大了吧
王骁我爱你
所以现在美国就是想再打一次
国家缺钱我就捐（虽然我钱不多）
好白呀，求护肤
恨苏落泪
运营和实力
热乎
二战成就了美国
我来增加弹幕
穷的都吃不起小牛肉 绿色蔬菜了
精苏狂喜
3.19日中午20000人看
美国本土远离战争前线真好啊
因为美国本土并没有遭受战火
精德狂喜（指东德）
？？？？17%？？？？
说明了战略纵深有多重要
怎么感觉有一段像看过一样
工人为了自己的祖国也会自愿加班，比如著名ak47，就是工人们下班后和卡拉奋斗的杰作
举国体制是发展的诀窍
离谱啊
因为美国本土基本上没事 苏联是在本国打的。。
世界岛真的爽啊，这地理位置
入关！！！！
这一段是不是之前放过?我感觉我有记忆
说特的，有本事34也读俄语啊
岁卡不列
1942是真的好看，也是真的惨
简单来说就是你1级花里胡哨一套别人18级平A你几下就死了
酸了
正在看破万，假的吧
我靠
"日本人以为打赢局部战争,签订协议就可以完事了,所以才敢打美国"
消费带动经济增长
高产啊啊啊
斯大林
高尔基不是痛苦的意思吗？
黄字这么杠，来我工地吧
嘎斯神车
来了来了
承包空屏，中国我爱你
三站
什么叫做山巅灯塔啊（战术后仰）
乌拉
秀啊
。。。。。。。
这我不太认同 卓别林电影里也有大萧条时期但里面的人民也很惨
弹幕开始多起来吧，到了黄字最喜欢的节点了
操气死我了
爆狗
饺子!!!
国民经济军事化
元首的末日
当年克林顿他能从财政赤字2900亿美元到转盈，我特朗普用两个礼拜蒸发股市100万亿不是问题。
这就是工业能力啊
视频还没讲完不要先急着切入标题
哎呀那些把苏联扔掉的人，现在怎么想啊
要考的！划重点！
废话，美国本土可没有经历过一战二战
事实说明开质量不如开数量
巴巴罗萨
人口少了失业率就上来了，滑稽
土豆
大炮一响，黄金万两
逐渐忘记标题
哈哈
巴巴罗萨计划
牛逼
？
乌拉尔牵引车
吓死我了，我还以为你说这次抗疫损失了GDP一半
不生产，你连活可能性更低，而且你的子孙时代为奴，永不繁盛
刚上完网课就来了
50分钟
客观！优秀！
美国吸全世界的血！吸血鬼！
te
钢铁雄心4后期日常操作
666
牛逼，先拿数量消耗对方
巴巴罗萨计划
巴巴罗萨
？
？？？？？？？？
？？？
俄塞克斯
人家靠战时积累，我们靠咪蒙
6666
工业国的强大不在于储备，而在于其生产能力
他们保护的人最后成为自由人，而非奴隶
巴巴罗萨
我一周才吃一次肉。
中国加油
爱我苏联
21万多啦
我更苦
hoi苏联开局debuff
逐渐忘记标题
苦
天下武功，唯快不破
？？？
德国的组织能力更强啊...
？？？？
毕竟远离战场
热的
一半。。。
忘记标题
但是的确死了不少指战员
同网课过来的，来这儿接着听课啦
我靠，太可怕了
生产力太强大可还行
新基建股跌成狗………
承包空屏，好节目加油，
摩托化
五分钟一架飞机
苏美才对
五分钟一架飞机
特34
凯申电话多所以能指挥到排（手动狗头）
我相当嫉妒，我们在啃树皮，吃糠咽菜
已投币
高尔夫？高尔基？
饺子笑到我了
其实严寒也帮了忙
666
从未设想过的道路
进度感人
装备的差距能靠你抢大龙翻盘的？
罗斯福是位伟大的领导人
苏联政委是真的厉害
大神
经济基础决定上层建筑
再看一遍
黄字举报了，公知混进来了，给他解释不通的
@埃塞克斯级航母
工业啊，要是二战是有一条完整工业链也不至于那么惨烈
27???
战略纵深
我肉都吃不起了
反向破坏
无处不在的皮蛇玩家
问就是中国赢了
同志，组织上决定送你去西伯利亚
王骁是大小眼吗？感觉
这么牛?
靠战争发达的美利坚
毕竟是生产过剩导致的经济危机，物资还是有的
一年造五十艘护航航母你也不想想是啥概念
巴巴罗萨
所以大国就是大国 国土和人口也是国力
下饺子我想起了什么
大神们这时候航母跟现在航母不是一个东西，别拿当时产量跟现在比
标题？
美国真苦
波波沙!突突突突突突
轻兵器杂志讲过，美军口粮真的太丰富了
亚利桑那
巴巴罗萨
我以为我在看近代史
特郎普病毒
227号命令
任务目标一：不惜一切代价，保护作战实验室（懂的都懂）
集中力量办大事
特朗普？没有的话发不出来？
大家好他是王骁
卧槽
一群男人叫别人老公
三线建设
乌拉
严寒又不是只冻苏联人
五年计划？？
我爱女性
理头发了这是
精苏狂喜
我来组成弹幕
哈哈哈，不懂工业
男人数量急剧下降
不是，当时美国没有那么强，特别是海军可能真打不过日本
老资本家了
这是山姆大叔的盟友干的吧
所以法国没办法投降
热乎
大林子挣的家底子给戈地图败光了。
轮椅巨人
美国一战二战可真是发了好大一笔战争财啊
钢铁洪流！
乌拉
嗯
27艘指的是大型舰队航母
不是冬天帮忙是春天烂泥
逐渐忘记标题
毕竟本土没遭殃，还可以发战争财
。。。
厉害
接盘世界经济危机下的欧美人才投奔和美帝援助的生产线也很重要
？？？？？？？？？那特么苦个屁咯
饺子：埃塞克斯
苏军靠伏特加和政委
老公
只有中国才拿人当人
斯大林狠人，不跟你墨迹
T-60的APCR连38tF都打不穿的屑
以美国为首的盟军打败法西斯？？？精苏震怒
好苦啊
这就是美利坚的强大？
苏联当时世界第二工业国，欧洲第一工业国，德国打个锤子
？？？？
慕了
2333333333奇怪的知识又增加了- -！！！！。
苏联的1920年代的人基本整没了。所以后来直接让戈地图这个1930年代的人接班。
劳动大军中的妇女 人力+3%
飞一下吧
今日乳法
朱可夫
我现在都吃不起奶酪呜呜呜
？很熟悉的节奏啊~
托洛茨基的阴谋问号 debuff
关东军后期大都被派去太平洋和美军打了
苏黑头子不同意，苏联也就大清X时候有组织规模。。
？？？
make America great again
完成国策：工业转移
1916年出生的苏联人基本死完了
牛逼  27艘航母
03
黑色星期一（kr）
太苦了
美
不好意思，他们不知道
摩托化是指机电化吗
确实是
有点像丁伟的论文
？
行了，看清了
量变引发质变
快速闪击无损快速消灭一两百万，但是如果事后他们知道以后还得击杀数千万估计他们早就放弃了
确实脆弱不堪，战争初期一溃千里，只是人民太给力，才没有亡国，因为托洛茨基是红军缔造者，清洗托派就等于摧毁整个红军，重建的代价就是千万人的生命
德国工业动员不能深入的祸根在财阀
摩托洪流
当时的美苏任意一个可打败全世界
毛子
逐渐脱离主题
大家好他是王刚
？？？
？？？？？
牺牲巨大
蚂蚁撼树谈何易
慈 父
诶 我是来了解什么是数字基建的  怎么扯了这么久战争
哇，这么多人
前面的，那会儿的航母和现在的不一样
又换西装
慈父还是很厉害的
中国真不容易
可靠的同志
那真是饺子
病毒退散！
人吃人，观音土
前面保护作战实验室的等等，当初打了三遍才打过去
苏联就像一栋破烂的房子，只要我们轻轻踹上一脚.....
你的运营一文不值
忘了标题
发战争财
暴兵
美国地理位置是真的好
1942真的太惨了
那是百年资本积累的结果并且运气好的爆
反法西斯同盟nb！
27艘航母。。。。。。。。。。。。。。。。。。。。。。。。。。
战略啊
钢铁洪流
这还是人吗?
斯大林格勒保卫战
@埃塞克斯
怎么总有问评论和弹幕的人啊？
工业guod
工业国的苦日子就是这么无聊且枯燥
逐渐忘记标题
赌就是硬赌
战略纵深
日本：我的运营在你眼里一文不值？
美 国 德 堡 病 毒
那时候的航空母舰和现在不是一个东西
十大将只剩三
@埃塞克斯
斯 大 林 模 式
天气突变
在中间
主战场不在美洲大陆
但开战后铁路公路实际上被德军利用了很多
？？？？
乌拉
准备下饺子
那可真是苦了他们了
一波莽过去
美国基本等于地球人类的癌细胞
wtf？
p社玩家狂喜
以 工 代 赈
巴 巴 罗 萨
来了来了，我把鸡笼带过来了
我现在宣布这个评论区叫做特朗普评论区
？？？？？？
喜欢骁话一下和懂点儿啥hhh
以战养战的代表国家
20万了
来了鸭。
完成国策：爆兵爆装备
梭哈
两百多航母
秀啊
切尔诺贝利
架不住兵多啊
乌拉~
老美吃全球的红利
1942好看，但是太惨了
这穷人惨中国大部分人在21世纪才能享用。。。
老赌怪了
苦大了
大炮一响黄金万两？
一五计划哈哈
乌拉！
所以美国才喜欢在境外不断地挑起战争
真苦
生动形象
特高压
？？？
5G
五年计划
真的是，，差别太大了
新能源汽车
前期溃败也不是斯大林的锅啊
巴巴罗萨
好多p社玩家
主要他们不在主战场 盟国还是不一样的
？？？？
？？？？
高铁物流
？？？
↑非洲那会还正被维西法国，意大利，德国，自由法国，英国殖民着呢
工业转移
以史为镜
大发了一笔战争财
这也太恐怖了
17%？？？
打的也是一团糟，美苏也有介入，但明显没他们那么多罢了
美国地缘位置非常好
精苏狂喜
消防栓借个邻居灭火
大 雷 雨
改造的航母上百
这是在洗地么？
我们当年哪怕只再多点钢铁，也不至于打的这么惨
开始的时候发战争财
病毒可不会接收俘虏`
芜湖，起飞
德国根本没有想过持久战，还想着威廉二世年底击败法国那一套
战争动员拉满
朱可夫
未曾设想的道路
20W
↑你够了！
摩托化，阿三警觉
苏联纵深很深，有更多的反应时间
那时候的美国确实够厉害
日本又在赌
您不是星期六的么？
27说的是舰队航母
领导一个师作战的是中尉
德国组织能力强？那他们求贵族干嘛
苏联在本土打的，基建，政策都受了很大影响
这次一定
五年计划发展中国家的法宝
精苏狂喜
我们一周少吃一周肉就离谱
战舰世界CG出品
我们什么时候能有美国那样的国力
日本人是来帮助美国再次伟大的吗？
巴 巴 罗 萨
钢铁洪流hhh
起飞
激 情 燃 烧 的 岁 月
小一点的护航航母一星期一艘（大多数是改装出来的）
二战后的美国太可怕了
日本当时咋想的，太狂热了
让他们吃吃非洲的观音土饼干
说实话，以前苏联我是真的崇拜
慈父模式
工业国和农业国
谁再说苏联靠人海战术打败的德国鬼子，我打死他
66666
1942不敢看，看一次哭一次
歌照唱舞照跳
？？？？？
日裔美国人除外
精苏狂喜
高产似那啥
来了来了
西伯利亚大开发（确信
又有小鬼抬杠
苏芬战争确实打得稀烂
所以我们不可以小看今天的美国
柯立芝繁荣
优秀
苏联是十年计划吧
热乎
来了，来了！
当时美国GDP世界第一，中国才多少，这不能比
斯大林上台时好像是少数派
资本主义穷日子
红色伟人
???
…………
老公老公
老资本家就是矫情
233333
有钱人就是矫情
嚄
大炮一响，黄金万两
人类一败涂地……
绝对数量
运输船改造，轻型航母
？？？？？
6666666
美苏联合
呵呵
忘记标题
巴巴罗萨
斯大林接手时苏联还是农业国，离去时已经是工业国了，他确实为苏联做了不少
日本如果不偷袭珍珠港，他们后期还难打
已经20万了
可以念T    念te你把三四也念成俄文？
造航母这么快的吗？
去列宁格勒就知道多惨了
票证制度是保证物资分配的，不是公知们黑的那样。
山 本 五 十 六
亲苏落泪亲苏落泪
美昭烈帝 富兰克林罗斯福（滑稽）
？？？？？？？？？？？？？？？？？？？
一周六天肉可还行
集中力量办大事
学会了我的运营，剩下的就是F2A了。
还好我技高一筹.JPG
胡子没刮干净
巴不得美利坚感觉死
转移国内矛盾
？？？
1942年的河南大旱
？？？？
唯有昭和 才能救国 天闹黑卡板载
？？？？？？？？？
一半gdp？可怕
但是还不算发达国家
？？？
德三不至于看不到苏联的工业实力，但是它还是想玩闪击
苏联的卫国战争就是人堆出来的
敢情他们天天吃肉嗷
USA Virus
？？？？
可怕
不止2800万
中途岛
帅
巴 巴 罗 萨
军队组织力度不行是因为将领被杀了大半···
计划经济？
???????????????????????????
钢丝玩家
？？？？？
为啥我的档都是苏联开局反推德国
指正口音的没必要
精苏狂喜
？？？？？
苏美
真  苦  啊
女权狂喜
弗莱彻:下饺子？那说的岂不就是。。。埃塞克斯:没错就是我
？？？
母姨模式
我大东北也是这样的
逐渐忘记标题
买武器买出经验了
那时候还有失业率？全都扔上前线去
我好几天没肉吃
什么叫超级大国啊（战术后仰）
20万了
来了来了
但病毒来自美国
女权起飞
基辅会战
禁酒
肥了肥了
14745人正在看 666！
美国大兵生活好得很
？？？
注意是正航，一般国家yangdouyangb
高产似那啥
朱可夫
点
什么叫超级大国啊？
也有列宁模式
点
猫和老鼠是美国1939年拍摄的 想想屋内程设， 可怕！！！
阿 梅 利 卡 病 毒
单矿一波被十矿现暴兵打死了
哈哈哈哈哈哈哈哈哈哈哈哈
1942
牛批牛批啊
中途岛!
算上改造的我记得是100多艘
27是正规航母，护航航母是100多艘
？？？？？？？？？？？？？？
打仗不死人你想修仙
那个时候的航母跟现在不是一个概念
6666
暴兵
各位 我还是想开...数量
30万架飞机……
27？
你的运营在我面前不值一提
别说了我要去俄罗斯找老婆了
t34
塞尔维亚
两个五年计划使苏联成为欧洲第一大工业国。
他们的苦日子就是从新鲜的蔬菜肉食变成了肉罐头
钢铁洪流
库尔斯克会战
喜欢这个胸针
西   装   狂   魔
红军最强大
特你个头。。。有种34也念俄文。。
我的爷爷奶奶小时候超级苦，没东西吃，吃草籽书皮
比我吃得好！
可能今天打乱我们无数人生活节奏的事情，以后只不过是历史书上的只言片语
没办法，美国才是真正的地大物博
把苏联扔掉的人，都在家里数钱呢。只有被他们抛弃的人们承受一切痛苦
决战中途岛
来了
哈哈哈日本传统艺能了
骁哥是不是该刮胡子了
卧槽，美帝也发过粮票，奇怪的知识增加了
只要有手
梭哈
埃塞克斯级航空母舰，又称饺子级
但是公路不好
？？？？？？？？？
前面的，苏联五年计划有什么问题吗？
老公我来了
偷袭
高尔基都不认识了么
王 晓 你 好
养肥了军工业，结果军工业成为了隐患
美国的女权运动就是二战后逐渐兴起的
渐渐忘记了标题
二战的航母放到现在基本没啥技术含量
饺子级航妈（笑）
???
老大哥在看着你
我哭了
精苏震怒
来了
记得历史老师说美国发战争财
同时苏联的男女比例失衡
所以说科技胜利牛逼嘛
东西两大洋，南北无强敌，地广人稀资源丰富，真·天选之地啊！
小问号你是否有很多朋友？？？
20w啦
什么特不特的，都对好吧，自己看看局座的视频去，
完全搞不懂赫鲁晓夫和戈尔巴乔夫这种人是怎么上台的
当时的航空母舰和现在不一样，垃圾的很
这就是战争财啊，太容易赚了
当时的航母和飞机和现在比差远了，不要用现在的认知看过去
？？？
++++++++++
千里送GDP
就是靠卖军火发财
苦日子
饭圈弹幕请勿影响他人观看体验
还热着
精德落泪
钢铁洪流
忒34
好苦啊
？？不是啃树皮吗
精德泪目
饺子级
牛逼
乌拉
舒服咧
精德落泪
战时经济政策
？？？
招核
？？？？？？？？
最苦的日子都有火腿和猪肉罐头吃，万恶的资本主义。
新鲜
一九四二的前二十分钟在我村拍摄地
新西装
愤怒的葡萄
在绝对的实力面前，一切谋略不值一提。
"王骁,我来围观你的直播啦,为你点赞!"
？？？？？？？？？？
企业企业
差点被这憨憨打死了，还好我技高一筹
苏卡捕猎
列子
1942真的是比任何灾难片都更震撼更悲惨
.
????
因为美国本土根本没有受到战争
我是王骁粉！
巴巴罗萨
王骁好帅
王骁好帅
上万人看居然没弹幕。。。
喀 秋 莎
老公我来了
日本内阁不傻，对于日本和美国来说太平洋上早晚有一战，那么日本只有选择自己还没有被中国战场大量消耗的时候和美国打一架
转  移  矛  盾
苏联工业已经超过德国四倍
sodayo
当年的美帝是真能把全球来一起A了。
爆兵
没在美国本土打，美国太爽了
这……
27艘主战航母，还有上百艘护航航母。。。
看过，感触极深
装箱货运船，铺上钢板就可以变成航母。英国二战的时候就这样搞过。
二战航母跟现在的不是一类东西
1942太惨了
中国人民那是真苦啊
15天!
15天!
川普病毒
淦
好看
越打越有钱
草
太恐怖了
27艘是大型航母，埃塞克斯级的那种，还有100多艘护航航母
苦得只能吃肉了
以战养战
美国又双叒叕熔断了
牛掰
硬实力碾压
。。。。。
大炮一响，黄金万两
苏联太大了
美国就是靠战争发展经济
美国震怒
哦，对了，在此之前法国又投降了。
100多，那个是货轮改的轻型，和正规差很多
wtf???
暴兵
27艘还特么是重母，算上轻母200+，
别忘了那1000➕的弗莱彻
66666
我怀疑你在暗示什么~嘿嘿嘿
c
有了这位爷的运营剩下就是a了
护航航母上百
如果不存在产能过剩，中国也可以
量变是可以引发质变的啊
你的运营让我感动可笑
钢铁洪流
中国有三线建设
如法
你的运营让我感到可笑
主不在乎
凛冬将至
你们细听，有个背景音乐
不仅有吃的，还有肉，我们直接屁都没有。。。
真的好苦 好穷啊
苏军的钢铁洪流是跟你闹着玩的？
背后就是莫斯科
工业和农业的区别
什么叫国际大国啊（战术后仰）
逐渐忘记标题
喂喂喂  跑题  跑题
诸君  赌 国 运 ！
逐渐忘记标题
来了来了
转移矛盾
昨天刚在知乎看了类似的问题，今天就又有了
幸好苏联解体了
德国工业到二战后期才转入战时生产模式，先前都还是8小时制
是美帝
集中力量办大事
te34
高效率
可惜了列宁早逝
建议清洗一下国内二鬼子
连长 我看见克林姆林宫的红星了
原来我每天吃的是穷人餐
