最棒的TODAY啊！
"LiSA这个艺名，2011年就开始用了,本名是织部里沙"
最初说Lisa就是喊这位啊，N多经典日漫曲好么
啊啊啊啊啊啊啊啊
感谢黄字字幕君，么么哒
胖了
感谢底下白字双语字幕大神施工
说抢拍的绝对没听过全曲
舞美于我定了轻的。
我是裙子！
来过了来过了！！！
哈哈哈哈
我敢保证白字幕君跟不上了哈哈哈哈哈
先听拍子再说，或跳舞的
牛逼牛逼
又卤了一锅薏米
感谢白色字幕君
感谢空耳君
好中二啊哈哈哈哈哈哈
阿里嘎多
这个裙子好仙啊 结果唱那么燃的歌哈哈哈
一波打来里脊肉
一多，稀泥，拿来栗
感谢字幕君
感觉架子鼓好像地球之癌
字幕戴高
她那一颗牙不会很难受吗
空耳太强了
猪油骨 拿来卤
字幕君辛苦了
三连有了
啊啊啊啊啊啊啊啊啊啊啊
下方翻译全场最佳↓↓↓
不过我煮了袋速食面
葫芦娃来带娃
LisaLisaLisaLisa
好强啊
弹幕不要停…
泪目
好强
射个米，卤鸡拿来杀了蛋
一多，洗了，呃嘎了伊
啊不对不对，是LiSA哒！
挨一咚摸他来卤
哈哈哈哈哈哈哈哈哈
赞赞赞
这真是那个秋天的回忆杀
感谢下方字幕君
鸡皮疙瘩
谁给你
这个陆毅没有洗蛋
我等鬼杀队永垂不朽，只至鬼死身灭之日
唱的我起鸡皮疙瘩，卧槽厉害
完结撒花
你又忘洗蛋
感谢字幕君
字幕优秀
表白底部字幕君！！
姐姐好帅
这太稳了吧！
握草这是现场版？
瞬间进入状态呀
穿最仙的衣服，唱最野的歌
本来就是原唱啊
感谢二次元钢琴家们的实时翻译
白色弹幕好棒
送了个罗密欧
字幕太强，我还是选择透明吧
真的肺活量惊呆我了！！
都是他蝶
太稳了
这也太牛了吧！
鸡皮疙瘩
弹幕真的有毒
看着都感觉嗓子疼
五买一我 图那西蝶
LiSA厉害
吾妹与我，定了亲的
下方字幕真的好强啊
出发吧苏到我了
字幕君辛苦了
空耳nb
控场，台风太强了
表白字幕君
嗨起来
魔鬼们辛苦啦
牛批
感谢字母[doge]
啊啊啊啊啊啊啊啊啊啊
字幕君nb！
字幕君太棒了
鸡皮疙瘩啊啊啊啊啊 太稳了
啊
666666
美食番
鸡皮疙瘩
别说了，我爱老织
稳的一腿
魔鬼吧哈哈哈
猪油骨准备
乐队好强啊
穿仙女服蹦迪
字幕君nb
下面的字幕是神仙！！！！
太稳了
啊啊啊啊啊啊
地下的是弹幕吗？我傻了
字幕君爱了
现场绝了
感谢字幕君
那个眼神awsl
爱了，表白字幕君
穿最仙的裙子，唱最野的歌
感谢字幕君！！！
弹幕鬼才！
"hime（公主）, 一喏，咔泽又哭"
优秀的弹幕
你们再这样我都会唱了
感谢下方字幕君
夸夸字幕君!!!
帅炸
空耳好评哈哈哈哈
这里唱的快了一点吧 明显不是假唱
好好听啊
好好听v我丢
字幕简直要把人笑死
也不知道为何 中国最多的都是苦情歌
弹幕君np
准备
鬼滅之刃……
现场好强啊！
稳就是假唱?
这姐姐太帅了
字幕君nb
字幕君辛苦
感谢字幕君
这现场，酸了酸了
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
完 全 一 致
太厉害了
XYX退出直播间
日本假唱不犯法 但歌手均以假唱為恥 最多半開麥 (包含當紅偶像)
LiSA的现场真的稳
虚晃一枪
魔鬼们辛苦了
字幕赛高
好棒！！！！
表白字幕君
猪油骨
煮了袋
吾妹与我
的拉希德
兰博尼
啊啊啊啊眼神杀我
我不行了
感谢字幕君
日本假唱不是犯法吗
不过我，煮了袋，速食面
四袋一米都不够俺卤
帅
感谢字幕君
鸡皮疙瘩
没看过鬼刃，直接把老子听哭了
飒
字幕君牛皮的呀
是这味儿
燃爆啊啊啊啊
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
感谢字幕君
ohhhhhhhhhhh
鸡皮疙瘩
爷爷～
咩咩~
感谢下方字幕君。辛苦
好燃啊
帅
字幕君辛苦，空耳君辛苦
老织NB
那个陆毅没有洗了蛋
完了，，被洗脑了
菠萝拿来开刀
弹幕牛逼笑死我了
嗯
好像
强啊
啊啊啊啊啊啊啊最后太帅了！
画质好评！！
穿最仙的裙，唱最野的歌
 都是他爹
猪油骨，拿来卤
葫芦娃来带娃
感谢字幕君
字幕君np
感谢字幕君
稳
太稳了
优质
字幕君牛批
哈哈
表白字幕君
眼神啊啊啊啊啊啊啊啊啊啊
拿来撸
厉害厉害
牛批
不是弹幕，是自动的
表白字幕君
寮30的是魔鬼吗？
一开口就起鸡皮疙瘩
我觉得空耳挺好玩的，全程都在看。哈哈哈
穿最仙的衣服，唱最野的歌
1 \t 1
字慕君辛苦了
笑得好甜
辛苦字幕菌
一群魔鬼
啊啊啊摄影师聚焦聚焦！！
开弹幕才有
头之呼吸-第一式-头锥
才发现是野生字幕组
字幕君太牛了
空耳牛批哈哈哈哈哈
啊啊啊啊啊啊啊啊
JJ
感谢下方字幕组
感谢下方字幕组
哈哈哈哈感谢野生字幕
表白弹幕君
美丽
我想起了最后列车一幕
啊啊啊啊啊啊啊
感谢下端的字幕君
世界两大神秘组织，日本宅男团，中国女粉团
帅帅帅帅帅帅！！！！！！！
很牛逼
几盆鸡心打开
啊啊啊啊啊开口跪
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
牛逼
可以啊
表白字幕君
赛哭的黑鸡呀
感谢野生字幕君
表白字幕！
紫藤花众将再次绽放，蝴蝶亦必破茧重生
紫藤花众将再次绽放，蝴蝶亦必破茧重生
字幕辛苦了
好棒啊啊啊啊
感谢字幕君
弹幕nb
不过我煮了袋速食面
指指点点
指点江山
空耳牛皮
谢谢，有被爽到
进度条！！！！！
字幕君nb
送了你两袋馍~
太好听了吧
凯萨哪里有卖馍
好听啊！！
嗯？
色狼都该杀
感谢下方字幕君！！
woc！！！
四大姨，五斤大米少了点
弹幕笑死，顺便给个好评
这个转身我完了
下面的弹幕字幕太感谢了～
帅！！
上面字幕才强
感谢野生字幕君
听了两遍
因为日本人都不想长大
真稳哦
嫖之呼吸，壹之型，这次一定
??
翻译好评
ohhhhhhhhhhhhhhhhhh
爱了爱了！
感谢上下字幕组
表白字幕
多谢底下啊字幕君
哭了哭了哭了 泪目！
感谢下方字幕君
天哪，开口跪，超好听
好强，都困了给我整醒
nb
诚哥处刑曲那个别走
衣服好看
魔鬼吧
自古弹幕出人才
逸材の花より 挑み続け咲いた一輪が美しい
比起生来美丽的花，不断挑战绽放的那一朵更美
实时弹幕是什么意思啊
aswl
哪儿来的字幕啊
哈哈哈哈哈哈哈
感谢字幕君
字幕君太强了
这个现场太稳了
莱克打哪没吃饭
 hi阿瓦酥
她好帅5555
下方字幕君爱你
感谢字幕
啊啊啊啊有内味儿了!
感谢字幕君
这是哪里？
不是唱快了 是CD版的那个这一段节奏比人声大一点 但是live版 人声这段要更突出一点 错觉而已
字幕到底在哪里啊，我怎么看不到
咩～
太好听了
感谢字幕君！棒棒哒！！！
啊啊啊我的鬼灭之刃啊啊啊啊
这个字幕好像是。。自动生成的。。。
没看动漫的我表示我要冲个会员先
！！！
这衣服可真美
真的唱得太好了
感谢空耳君
再来亿遍
好燃好燃好燃
这个眼神手势歌声啊啊啊啊啊
字幕君！
去看看漫画
鸭脑袋那个笑死
i了i了呀！
感谢野生字幕君
太强了握草
爱了
辛苦了，字幕君
太牛逼了吧
保护
吾妹与我
眼神杀我！！！！
来吃猪骨面
感谢野生字幕君
感谢字幕组
tanzhit
牛壁字幕君
水面康娜看不见阿坤
我想，和你，摇滚来的
黑妹，一闹，贪吃猪骨
他来，看我，拿金果喂
..88
字幕nb
绝了
很多歌 演唱会版的 会略有不同 
燃爆的看下面野生字幕君，学歌的看上面美食君
666
每日亿次
黄字好评
天辣现场真的稳好棒
下面的字幕就是，太棒了
牛逼
太感动了
感谢字幕君
鸭脑袋，等于鸭头？哈哈哈
感谢字幕君
随时他们的精神面貌吧~
zz那个停一下
亚脑袋
爱了爱了
空耳好强
你又忘洗蛋，但不过我煮了代速食面
感谢字幕君
xswl
吾妹与我，都拉稀得
感谢野生字幕君
啊啊啊啊啊啊啊啊啊
感谢下方字幕君和上方空耳字幕君
字幕君辛苦了
只能跪下
我们青岛，在大蛤蜊呀卤碗蓝绿嘎啦
爱你 字幕君
鸡鸭吻要笑死
所有设备全部启动启动
感谢字幕君
我的鸡皮，妈啊
字幕辛苦了
牛
这段solo简直了，乐队神仙打架
感谢字幕
字幕君nb啊
都是他爹
表白字幕君
赛高！
表白字幕君
字幕爱了
空耳组准备
猪油骨
字幕君辛苦了
字幕君辛苦了
第一个想去看现场的人！！！
谢谢字幕君
字幕君好厉害
Who
爱了爱了
字幕君辛苦了
2333
感谢字幕君
的拉希德
空耳君辛苦啦
nb！！！！！
字幕君辛苦
厉害
开头见
表白空耳君
感谢下方字幕组
感谢下方字幕组
我开始方了
lisalisa
前方高能预警！！！
字幕君辛苦
感谢字幕君！
我爱这个疯女人
感谢字幕君
聽久了發現和ｃｄ還是有區別，氣沒有很長
感谢字幕君
杀我杀我
感谢字幕君
字幕君辛苦了
字幕君好强ovo
感谢字幕君
见过最霸气也是最喜欢的女歌手
赛狗
黄色字幕君nb
有本事别甩左手
起鸡皮了
快绑住她的手 这样她就不会唱歌了
哪里都有魔鬼
是抢拍了
弹幕鬼才
字幕君牛逼
感谢字幕君！
妩媚与我，都拉希德
宅男的力量
你忘了洗蛋
字幕君np
我也想坚强啊
对啊，底部弹幕君真的超可爱的，当然啦也超强！
好听好听
猪肉骨，拿来卤
哈哈哈哈哈哈哈哈哈哈哈哈
字幕君nb
妈呀太好听了！
感谢字幕君
卡在了奇怪的地方
感谢字幕组！！！
麻烦她就是原唱好嘛
菠萝拿来沙雕
魔鬼们不能停会儿么（doge）
啊啊啊啊啊啊啊啊
阿里嘎多
梅菜撸腰
一开口就老CD了
太强了
字幕君辛苦啦
猪肉骨
空耳你够了，是想笑死我吗？
老字幕君了
他来看我买的猪油骨拿来卤了辣
谁咖喱
感谢字幕君
好
裂开
太强了叭
啊啊啊啊阿！
现场这么厉害
感谢字幕君！
感谢字幕君
没错啊 这里本来就是反拍啊
字幕君就牛逼，用爱发电
穿最仙的裙子，造最野的现场
awsl
感谢所有弹幕君！
穿最仙的裙子，造最野的现场
表白字幕君
再来亿遍
说节奏不对的，你是真土啊，喊麦听多了？
啊啊啊啊棒！
速食面
色狼都该杀
楼下字幕君辛苦了
啊啊啊
有谁和我一样，全程只对字幕。hhhhhhhhhh
666666
好帅(✪▽✪)
感谢字幕
感谢字幕君
哈哈哈哈哈哈
底部字幕君太厉害了
这句出来 哭辽
为了表现出起伏 偷一下拍 那是技术
没有字幕啊
感谢字幕君！
不过我
感谢字幕君
亿遍答应我就亿遍
感谢字幕君
感谢字幕君，感谢魔鬼们
表白字幕君↓
感谢字幕
感谢空耳君和字幕君
感谢字幕君
感谢字幕君
感谢字幕君
感谢字幕君
哇擦，稳！
我已经出不去了
听得激动哭了
哇！
字幕君太好啦
猪油骨
d
现场live 跟录音室是差很多的，听了现场再来这里BB  这很牛逼了好么还在bb
感谢字幕君
辛苦了字幕君空耳君
太强了
卧槽这姐姐我好爱
字幕君辛苦了
帅惨了
日本的演唱会氛围
666
字幕君辛苦！
雷之呼吸
字幕君辛苦了。
速食面请准备
感谢字幕
丢垃圾袋
表白表白君
JPGD
库里无辜躺枪哈哈
鸭脑袋
感谢字幕君
感谢野生字幕君
好帅！！！！
๑乛◡乛๑卡在了奇怪的地方
稳
这空耳我裂开来
我死了
ohhhhhhhhhhhhhhhhhh
鸡皮疙瘩受不了了
稳得一批
感谢上下字幕君哈哈哈
不过我，煮了袋 
我操牛逼开口跪
吹爆鬼灭
赛高
感谢字幕君
穿最仙的裙，唱最燃的歌
好了，A起来
不过我，煮了袋，速食面
绝了！！！！
火了火了
头皮发麻
太强了！
才想起来她也唱过fate里的歌！
谢谢字幕君哦哦哦！
字幕君牛！！！
感谢字幕君和空耳君
感谢弹幕君
66666
空耳牛逼
太稳了吧现场！！！
素素面
感谢字幕君
感谢字幕君
感谢字幕君
我也想去现场
感谢字幕菌
啊啊啊啊啊啊
原来是这个Lisa
我都不敢在下面打字了 
这也太稳了吧
手里握着鸭脑袋
字幕君在哪里？
赛高尼嗨铁鸭子哒
要笑死在弹幕了…
字幕爱了
感谢字幕君
这就是又仙又野？
感谢字幕君～～太nb了
啊啊啊啊啊啊啊
演唱会→红白歌词的对飙٩(๑^o^๑)۶
字幕赛高
停止你们的空耳行为
感谢字幕君
好稳！！牛逼
感谢野生字幕君
鸭蛋的_
没抢拍，这歌故意的
鸡皮疙瘩
LiSA牛逼！！！
感谢字幕君，和空耳君
肺柱
感谢字幕君！！
Ohhhh
感谢字幕
头皮发麻
字幕君辛苦了
感谢空耳君和字幕君
红字好好笑
鸡皮疙瘩瞬间起来
开头见
感谢字幕君
LiSA冲！
咩~~~
现在满脑子的鬼灭画面，
跪谢字幕君
这也太稳了
感谢字幕君！
空耳年年有，今年特别多
感谢字幕君
穿裙子蹦迪
感谢字幕君
感谢字幕君
好 厉害 啊！
不过我，煮了袋，速食面
每日亿遍
感谢字幕君
感谢字幕君
感谢字幕君
大爱
这个眼神！！
NB
几包鸡心打开
鸡皮疙瘩
感谢字幕君施工
字幕君辛苦了！感谢！
感谢字幕菌
表白字幕君
我想去日本
感谢字幕君
牛逼字幕菌
鸡皮疙瘩都起来了
字幕君辛苦了
感谢字幕君
上面的别闹，学学下面的白字大佬
这空耳牛皮
战士们 起立~~~~~~~~~~~
紅蓮の心臓に根を生やし
表白字幕君
感谢字幕君！
双厨狂喜
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
绝了
爱了爱了
姐姐好飒！！！！！
感谢字幕君！！！
谢谢字幕君
听着这歌有画面了
牛逼牛逼牛逼
感谢野生字幕君
666
啊6啊
爷青结
咩～～～～～～～～咩～～～～～～～
哇
这是哪一场
感谢字幕组！
一模一样
爆炸了
Lisa
感谢字幕组！
绝了
妈耶
感谢字幕君
我满脑子都是中文谐音
字幕君辛苦了
感谢楼下白字
翻译注入了灵魂
速食面
偶偶偶
僕が連れて進めえー
字幕君威武
太可爱了
感谢字幕君
再来一碗
得拉稀得~~~~~~~
色拉你懒得挪
刚买的大米有点闷
靠半夜给我唱精神了
都是他爹
打蜡咋弄卡那里猪油骨拿来卤了啦
感谢字幕君
表白字幕君
感谢字幕君
鸡皮疙瘩
感谢字幕君
多谢字幕君
666a
号稳啊
太帅了
太帅了吧！！！
感谢字幕君
这现场牛逼了！卧槽
赛高
感谢字幕君。
燃
哈哈迷雾杀手
请收下我的膝盖
几包鸡心打开
不过我，煮了袋，速食面
看把你
卡那猪给拿来打
陆毅又没有洗蛋
猪油骨，拿来卤
我妹与我，都拉稀的
感谢字幕君
日之呼吸
感谢字幕君
感谢字幕君
感谢字幕君
感谢字幕组
感谢
感谢字幕君
空耳辛苦了h h h h h h h
开口跪
感想字幕君
葫芦娃来带娃
头皮发麻卧槽
弹幕要笑死我了
gnxiezimujun
太强了
我也想变色
感谢字幕君
拿西米哦～
鸭脑袋
真好听太棒了
感谢字母
等动漫的我
感谢字幕君
表白字幕！
感谢字幕君
感谢字幕君啊啊啊啊~\(≧▽≦)/~
谢谢字幕君
这也太棒了吧
感谢字幕君
又是魔曲一首
字幕爱了
好燃！
好元气啊
字幕牛逼
オリーに
感谢字幕君
感谢字幕君
空耳字幕感谢
感谢字幕君
给字幕君点赞
感谢字幕君
感谢字幕君
感谢字幕君
感谢字幕君
前方高能！！！！
白嫖失败
字幕君牛逼！
叔叔咩
都是他爹
我妹与我，都拉稀得
感谢野生字幕君
灶门炭治郎
感谢字幕君
字幕君！！
字母君棒棒哒～
感谢字幕君
嗷嗷嗷嗷嗷嗷嗷嗷！！！！
感谢字幕君
感谢字幕君
逍遥法外
弹幕护体
开头见兄弟们
谢谢字幕！
开头见
这现场 太猛了吧
感谢字幕君
感谢字幕君
字幕流弊
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
鸡皮疙瘩
字幕君辛苦啦
NB！
绝了绝了
这字幕666
啊啊啊啊啊啊啊啊啊啊我死了
字幕君辛苦了
水调割头
这live真的无敌
感谢字幕君～也谢谢空耳君给我们带来的快乐（ ’ - ’ * )
燃
哈哈哈哈哈
表白字幕君
感谢字幕君
野，野生字幕？？？厉害了
表白字幕君
再来亿遍
蟹蟹字幕君
可锅巴卤过了头
速食面
纳豆得磨
煮了带速食面
你又忘洗蛋~~
辛苦字幕君
感谢字幕组
字幕君流弊
感谢字幕君！
她怎么做到的，这么仙的衣服，这么飒的演出，太帅了
唱功了得
感谢字幕君
字幕君牛批
把所有的情感都化为力量吧！！！！！
鸡皮疙瘩！
感谢字幕君
感谢下方字幕组
感谢字幕君
啊啊啊啊啊啊啊啊啊啊
卧槽，这个鼓手我爱了
太飒了姐姐
我靠一秒进入状态啊
好飒一女的
水之呼吸 拾之型 生生流转
可娃爹给了诺娃
朵玛雷哪里一卖馍
那西米呦
一袋米很利落
可锅巴卤够够了
Tell me why Tell me why Tell me why  Tell me why
几盆鸡心打开
感谢字幕君
魔鬼无处不在
感谢字幕君
感谢字幕君
开口跪啊啊啊啊啊啊
感谢字幕君
2020-6-6
感谢字幕君
太帅了
穿最仙的衣  蹦最野的迪
感谢字幕君
感谢字幕君
我爱了这个小姐姐
纳豆我的 梅菜卤腰
感谢字幕君
LiSA我的！
LiSA我的！
字幕君，牛批
日之呼吸 一之型 圆舞
爱你Lisa
感谢字幕君
这就去看19级封神之战
老织还是那么顶！！！
感谢字幕君
我快笑死了
感谢野生字幕君
LiSA还是那么飒
有点东西
感谢字幕君
啊啊啊啊啊啊啊啊啊
感谢字幕君
几袋米都不够俺撸
订了亲的
感谢字幕君
字幕君牛逼哦、
原来字幕是弹幕，牛笔
前方高能预警
lisa
滑稽
感谢字幕君
最强现场，透过屏幕的感染力
速食面！！！
摇滚仙女
谢谢底部字幕！
白嫖失败
感谢字幕君
字幕牛批66666
爱了，啊啊啊啊
一摸一样我的妈 太强了
感谢字幕君
字幕君辛苦啦
欢迎回来！
猪油骨，拿来卤
牛批牛批
字幕君nb，up牛比
好美啊
猪油骨 拿来卤
感谢字幕君
感谢字幕君
i了i了，现场唱都还是那么好听
永爱字幕君
太好听了趴
66人再看
感谢野生字幕君
我先来，穿最仙的衣服，唱最野的歌
lisa太可了！！
感谢字幕君
感谢字幕君
感谢字幕君
字幕君好评
苏油骨，拿来卤，你有我洗蛋不苦我，组了袋，速素面
我爱这段的bass！！！！啊啊啊啊
我手机也震动
战歌
连我的iphone都跟着在颤抖
感谢字幕君
感谢字幕君
感谢字幕君
感谢字幕君
感谢字幕君
giao！！！啊啊啊啊啊啊
可以点开弹幕给字幕君点个赞
感谢字幕君
感谢字幕君
感谢字幕君。
感谢字幕君
开饭！
这里原谱就是这样的，不是临场快了
爱了
为什么手机在震动
真的稳
魔鬼们上班
字幕君专业！
感谢字幕君
感谢字幕君
感谢字幕
爱了爱了
感谢字幕君。
开头见
鼓手我爱了
感谢字幕君
感谢字幕君
感谢字幕君
乐队阵容也好稳
感谢字幕君
说真的，录音棚里她都是一遍过吧
日之呼吸，元舞
感谢字幕君和空耳君
谢谢字幕君
最飒的姐姐做最帅的动作穿最仙的裙子唱最野的歌
爱了爱了
感谢字幕君
等我带个耳机先
lisa姐
感谢弹幕君
二倍速新世界
感谢字幕君
感谢字幕君
手机震得好有频率
白嫖失败
字幕君我爱你
感谢字幕君
手机随着音乐震动是B站推出“动感视频”功能
可以在播放设置中选择打开/关闭播放震动
自李贞贤和滨崎步之后第一次看这么燃的现场
感谢字幕君
抱歉，不知道什么时候开始，看到鬼灭就想到猪肉骨。。。
自己震了起来
字幕君辛苦了
这一模一样啊我的天
表白字幕君
字幕组你牛逼
字幕君我爱你
感谢字幕君
牙齿咋回事
感谢字幕君！！！
说抢拍的装高手？
字幕君辛苦了
