啊啊啊啊啊，毛毛我来啦
毕业了，是总盼望着，来了却惆怅
这里真的 鸡皮疙瘩
好听！
汇入人海，各自精彩！❤️
毛不易    毛不易   毛不易！
那就这样出发叭吧，虽迷茫确坚定！
跃入人海
好难受。明天和生活。
跃入人海
跃入人海，各有风雨灿烂
跃入人海，风雨无阻
生活有好多心酸和无奈啊
我想他们了
老套娃了。哈哈哈哈。
毛不易老师唱得好好听
好感动，想那个时候的我们。
好可爱
那就这样出发
表白毛不易丫
好听好听
各有风雨灿烂
毕业是新的人生旅程开始，加油！
小他，好久不见
毕业了就像走进了茫茫人海
风催着我们出的
开始循环听《入海》。
成长会回答梦想！❤️
说起毕业就很难受
好感动
一切都是最好的安排。
一首歌..一个夏天
剑未佩妥，出门已是江湖
没有面对面说再见的机会
祝前程似锦一路繁花
我们还在吗
好听
成长会回答梦想
真实
 跃入人海，各有风雨灿烂。
太感动了，毕业快乐
毛毛好喜欢合唱环节啊
毛毛声音好温暖啊
泪目
好听
我们一定要顶峰相见
好好听～
毕业之后，这群人就再也聚不齐了。
不知不觉又一年毕业季了，想想去年我还在准备答辩，时间过得真快
又是一年盛夏
啊啊啊啊啊啊啊啊啊
哎 不舍得毕业
毛毛啊！！！
这几个镜头摇晃的好心酸啊，时间会回答成长
好适合合唱
谁说平凡不好呢
既然如此，奋力一次
毕业，离我好远了
想哭
毕业啦
毛不易！
入海在座各位大部分是海平面下，后浪才不是大多数人！
合唱果然还是更给人 温暖力量感
想哭
毕业后很多人都这么倒霉吗哈哈哈
青春岁月
我爱你
毕业快乐
所以也许不急着找到答案吧
时间会回答成长
毕业季快乐
好好听
时间会回答成长，加油吧
想到毕业的时候了
要加油啊各位
我不想毕业QAQ
每个人在每一刻都在成长。
太感动了
后浪
眼泪出来了，怎么回事
这块好听
泪目了
跃入人海，做一朵奔涌的浪花，太真实了
那就这样出发，加油
我们的模样就是生活留给我们的印记
温暖啊
这笨手笨脚的模样和我好像
好听
哇
回不去的青春
毕业后的我会何去何从在哪里奔跑呢
依然是那个温柔的毛不易。
已经是人海的浪花了
喜欢这一段
开口跪了。
啊啊啊啊啊毛毛
感心动耳。
时间会回答成长，成长会回答梦想。一切都是有付出就会有回报的。
听着听着就哭了
时间真的可以吗
时间会回答成长
毛BE唱法。
人海茫茫，寻找自己
走入人海的酸甜苦辣
笑着流泪
青春万岁。
我的妈呀开口跪
当时恋恋不忘，现在各自安好
今年真的很独特，大概会有各种遗憾吧...还是希望大家，毕业快乐！
房间的凌乱好真实
想到了自己毕业那会
嘿！bro!
好感人
这个MV拍的挺好
好久没回学校了
感同身受
是啊，这个时候的我们都处于身份转换的迷茫阶段，希望越来越好。加油。
泪目
祝大家可以过上自己想要的生活
来听了
加油
今天520
还挺好听
好真实
70后表示看到了青春的好多瞬间
我哭的好伤心
好听
不错
加油啊大家！人山人海中你是最棒的！
面包和理想
好听
入海
那一生只有一次却没珍惜的盛夏
小人哥哥？
又是一年毕业季
好有节奏
声音真好听，祝毕业的大家都前程似锦
我真的想知道答案
前面的MV里给自己打MV广告。怎么了 （81语气
毕业聚会就是你笑着喝完这瓶啤酒说：“以后无论如何也要再聚在一起”可是却再也聚不齐了。
没保存
今年的毕业生真的好难 希望你们未来都要更幸运
其实读书还是最快乐最简单的时光
再见吧
要哭了(＞＜)
一起跃入人海
这几句太好听了！毛不易是神仙吗
毛不易毛不易毛不易毛不易毛不易毛不易毛不易毛不易
泪目
毕业了，对于一些人，学生时代也永别了。
毕业快乐
一起做一朵奔涌的浪花吧！
MV里的男生一直都是同一个吗？我重度脸盲
人海茫茫，愿你我皆不忘如夏花般绚烂
毕业时，我是全宿舍最后一个走
每个人都是奔涌浪花
毕业快乐，祝大家前程似锦
毕业季，不知道自己想干什么，最迷茫
说出了毕业者的迷茫和渺小
没想到再也见不到
太好哭了
这里绝了
跃入人海，各有风雨灿烂
越听越好听
来了来了，表白你啊毛毛。
支持毛毛！！
哭了
毛不易的声音代入感太强了
520
好听！
今年都是云毕业，好遗憾
祝各位前程风雨灿烂！
歌好，唱的好，mv拍的也好，希望毕业的学子们一切顺利
可以去做演员了
我哭了呢
泪目
毕业快乐
毕业了所有的苦和泪只能自己吞下去
啊，我不想毕业，不想跃入人海
那就这样出发，接受生活的安排
毕业真的难受
毕业快乐
做一朵奔涌的后浪
泪目
生活不易，愿每一个未来都充满光明
太好听了
毕业之后都好好生活吧
好听好听
哭唧唧
真情实感地哭了
毕业快乐，前程似锦。
步入社会，还能保持自我吗
江湖会回答河流
我TM化了
每一个衔接，每一个破碎，都让人心碎
送给今年毕业生的礼物 毕业快乐
毕业快乐
这个mv哭了
好好听啊
给人力量
这句真的泪目
毛不易的气音好美啊，叙述感太强了
跃入人海里，汇入人流里
我以为我手机没电了
520
开口be 不愧是你
我靠这里爆哭
今年的云毕业，让大家永久难忘吧
时间会回答成长
不想分开啊 咋办
充满了故事感的声音
跃入人海，各有风雨灿烂
我们走在一起，又四散天涯，时间会给我们一切
我们都只是一朵浪花
祝毕业生们各自精彩
这是我们的生活的模样啊
毛毛的歌声好有共情能力
备好纸巾
好熟悉的问候啊，我毕业那天也听司机这么问
毛不易太棒了
有些问题还不需要回答。
今年毕业季注定和往年不同
好好听啊
顶真的修辞，用得真好
啊啊啊啊，我要毕业了，好舍不得，但是必须要勇敢阿
跃入人海 各有风雨灿烂
加油吧朋友们，各自生活，各自精彩
毕业快乐
梦想
还有首位呼应啊
太好哭了
一年后我也要大学毕业了
河流会回答浪潮。
毛不易啊啊啊
前程似锦
白嫖失败
梦想会回答生活
毕业那天大家都嬉笑如平常，可是心里知道我们怎么也回不去了。
啊啊啊啊啊啊啊啊啊，毛不易我爱你啊
毛不易！！！
时间会回答成长
入海，真的就是毕业后汇入人海，寻找自己
成长回回答梦想
这歌mv我有点泪目
！！！热乎的
一人粉饰n角啊
毕业季快乐
我的妈，也太好哭了吧
 跃入人海，各有风雨灿烂。
做奔涌的浪花吧
哈哈哈哈想看跳舞
这个到底是什么动物
真的好贴切
成长会回答梦想
但是要拍mv哇
跃入人海，真实又残忍
每一个平凡的我们啊
特殊的毕业年，这个礼物很温暖
mv好棒
每次路过小学、初中、高中，都有些感慨，时间过得真快啊
一起跃入人海，做一朵奔涌的浪花。人海里的每一朵浪花，都有自己最美好的模样
希望大家的梦想都有归宿
这些是不是毛毛刚毕业那会说的迷茫
不愧毛be
生活真的好难
希望我们永远有机会做自己喜欢的事
毕业快乐
毛不易的声音真的要人命
各自美好各自精彩
我们花时间成长，成长也会给我们的梦想相等的答复。
这不就是刚入职的我吗
人生匆匆，谁都得活
这是毛毛给我的520礼物嘛？
好温柔的嗓音啊
来了来了
德国boy
平凡人的生活
希望生活的回答中，我们的模样变化不大。
听的我想哭
跃入人海
鸡皮疙瘩起来了
这个地方好感人！
这些都是已经入海的人们
回到了毕业时候
毕业快乐，希望前方永远都有光亮照耀着你们
有个好的答案
好听
大家毕业快乐啊
祝2020届学子毕业快乐
加油加油
希望大家都能过上自己想要的生活
毕业快乐
已经很幸运了。
毕业快乐
真的太现实了，想哭
好多问题，值得人生一个个回答
一起做奔涌的浪花！！
百态人生
看到了自己三年后的场景
太温柔了叭
祝大家跃入人海，各有灿烂
太好哭了
我今年终于被风催着进入人海，成为一朵踉踉跄跄的浪花
祝大家毕业快乐
毛不易温暖声音上线
想和舍友们聚聚了
老王我爱你
祝毕业的大家未来前程似锦
毛老师我爱你
这里哭了
真的好想哭
好有磁性的嗓音
跃入人海，各有风雨灿烂
跃入人海，做一朵奔涌的浪花
啊啊啊转场衔接拍的太棒了
毕业快乐，祝大家前程似锦
毕业快乐
因为遇见你，我的世界才有了颜色
好想哭
好想哭
毕业快乐
祝大家毕业快乐
毕业快乐
祝大家都能找到心中的答案
伤感的毕业季
泪目
哇，好哭
制作精良。
学生时期最美好了，以后也要加油啊！
毕业快乐(✪▽✪)
成为自己想成为的人
眼酸了
毕业即分手
生活是默默的回答
开口泪目
好好听好好听
能不能不走啊!
跃入人海，我们做一朵奔涌的浪花
终于等到
远方的路，我会怎么走，一路上又有谁
奔涌的浪花
好温柔哇
歌词写得太好了
催泪
成为自己想成为的人
跃入人海，各有风雨灿烂
梦想 生活 谁说不是这样呢
转场棒！
毕业快乐啊
成长会回答梦想
奋斗吧！
加油，毕业的你们
这首将会成为了班级合唱金曲
做一朵浪花，绽放美丽
各自安好
同一个人
我来了，快毕业的我，听完想哭
毕业季快乐
让我们勇敢做一朵浪花
祝我能找到个养活自己的工作
歌词好棒！
愿我们每天都有满满的勇气向前走，向前走
跃入人海，各有风雨灿烂。
也不知道还能何时再见了
时间会回答成长 成长会回答梦想梦想会回答生活 生活回答你我的模样
毕业季了
好害怕毕业啊
就这样出发吧！
毕业快乐
要毕业了，要各奔东西了，各自灿烂
不想走
再见吧，匆忙的人呐
毛不易啊啊啊啊啊啊啊啊啊！！！
好温柔
演员可以
来了来了
毕业快乐！！！！
我舒服了
来喽！！！
平凡的我们啊
啊啊啊毛不易声音共情好强，听着不觉泪目
不想毕业
毕业就意味着再见，可能有些人一辈子都不会再见到了
跃入人海，各自风雨灿烂
毕业……
盛夏的毛不易
是啊，大家工作找怎么样了
我不想毕业
毛毛
泪目
时间会回答梦想
好感动
即将入海
就要跃入人海了，祝我毕业快乐，祝大家都顺利
今年毕业有点想哭
泪目了
毛不易的嗓音太适合这种调调了 我一个爆哭
啊啊啊啊啊啊啊
像我这样迷茫的人，像我这样寻找的人。
做一朵奔涌的浪花
我还没准备好跃入人海
我不走了，多美好的回答
毕业快乐。
啊好不舍得
再来亿遍
来了来了
好真实
来了来了！！！
跃入人海，做一朵奔涌的浪花
初听不知曲中意，在听已是曲终人
毕业快乐
哭了
又是一年毕业季
不知道自己该去哪里
毛毛
毛毛气声越来越好了
无论怎样，都要努力呀
MV好好真的
后浪是经过大海的波涛而产生的
mv专场蛮有意思的
当初毕业的时候，在车上哭了一路
来了来了
毕业快乐
祝各自分离，请安好啊
好好珍惜学生时代吧
跃入人海，各自灿烂
拍的好好
我们不要放弃
好催泪啊
很喜欢
那就这样出发，出发吧
跃入人海，各有灿烂风雨
历经磨难后是万千花开
跃入人海，各自灿烂。
做一朵奔涌的浪花
都不容易啊
还以为我手机没电
撒花
来惹！！！
做一朵奔涌的浪花
对毕业的期待和向往都被磨平了
这里太好哭了
我们都是一朵奔涌的浪花
各色的生活
配合著毛毛的聲音，這歌也太太好哭了吧
做一朵奔勇的浪花
拍mv那个笑到我了
谁不是在努力生活呢
可能毕业之后同学还是能见，可是我们却再也不是学生了了
时间会回答成长
面包是生活支撑
520快乐太漂亮了
毛毛毛毛毛毛毛毛毛毛！
哭死我了
不想分开，却很无奈
好好听啊
今年毕业一直就是感觉缺点什么
太好哭了
想念我的室友了
加油
一起跃入人海，做一朵奔涌的浪花
祝大家毕业快乐，感谢毛不易唱
一起跃入大海
从此就是江湖见了
杭师大调查问卷填完了吗
匆匆忙忙的人啊，愿能各自安好
入人海茫茫 听潮起潮落 爱毛毛
加油吧！
那我感谢我自己吧，谢谢我疯狂成长的四年
来了来了，毕业四年我觉得还是那个少年
毛毛一下子就唱进我心里了
毛老师！！！
词曲老师都好棒，好听
跃入人海 祝我们都前程似锦
毕业快乐！
哇哇哇我的歌单名字就叫入海！
毕业快乐。
时间会回答成长，慢慢成长
再见了
毛毛爱你啊！
年轻就是面对生活的沮丧时，还能抬起头
生活回答你我的模样
毕业快乐
很感动
这可能就是我们自己
毛毛
好听好听好听
不管以后遇到什么，都要积极生活啊
终究还是要长大
开口跪...
构思好棒！
好催泪啊
跃入人海
做一朵奔涌的浪花！！
生活回答你我的模样
毕业快乐
太好听了
一起跃入人海
这就是生活吧
妈耶，鸡皮疙瘩起来了
时间会回答成长
这才是真正的后浪的模样
时间会回答很多问题
这个mv拍的真好
再来一次
毛不易
520
自己也是今年毕业
我会变成曾经最讨厌的模样吗
好听
毕业快乐！！！！！
毕业的人们啊，毕业快乐，前程似锦。
老同学
毕业季
毕业歌泪目预警
剪辑不错，衔接恰当
毕业快乐
我们会在各地奔波，也许会很迷茫，但一切的努力都会回报
前程似锦！
确实这几位男主角，我怎么看不太清楚呢
要毕业了
啊啊啊鸡皮疙瘩
平凡且伟大
好听
汇入人海，各自翻腾。
毛不易爱你爱你
祝大家毕业快了
来了来了！
我好想她们
有太多疑问，没有回答
我们会越来越好
刚踏入社会那时候可难了
果然是毛be
我来了！
都会好的
转场做的好棒啊
一起跃入人海
难过
哭T﹏T
祝福2020毕业的学生们
跃入人海没有谁是容易的
谢谢毛老师
开头见
泪目
愿我们能成为想要成为的人
好真实
时间会回答一切
还是温柔的毛不易
住每个人都好好的
mv好棒
开口跪
再见吧
毕业快乐
谢谢你的毕业歌，虽然有遗憾
做一朵奔腾的浪花！！
毕业快乐
勿忘初心，在人海中奋斗吧
毕业快乐 ，前程似锦！
跃入人海
这才是后浪真实的模样
520
毕业快乐
转场好棒
好温柔
向着海的方向！
哭了 想起去年考研失败时
开口来给我哭
毕业后，是匆忙了很多
毕业倒计时中
大家开头见
好听
我喜欢这段!
和老朋友的联系少了，但感情依旧
再见，什么时候真的能再见呢
大学也没有恋爱哭了
好想回到校园，把那些人那些事再认真体会一遍
毛老师的歌还是一如既往的温柔哭了
要努力吖
加油！
毛老师的声音，就像毕业的拥抱一样
这宿舍很真实
毕业的同学们加油哇
有些问题一辈子也没有标准答案
入海后不要忘记奔涌。
诶大早上的骗我眼泪
哈哈哈哈哈哈哈哈
声音好暖啊
哭死了！！
MV可以啊
毕业典礼
表白毛毛520
吉林毕业生 告诉你现在直接网上毕业
好感动
没有毕业照的我看到这个不行了
毕业快乐呀
每一个问题，都好难回答啊
汗毛竖起来了
毕业快乐！
入海
谁不是 ，没入人海
我来啦
毕业快乐
520
开头见
祝我们都好
热乎
还以为我自己没电了，吓死
毕业离别很匆忙，不知道大家是否安好
太有现实代入感了
我起鸡皮疙瘩了
跃入人海 也要做精彩的自己
毕业快乐
跃入人海
毕业快乐
时间会回答成长
白嫖失败
毕业快乐呀
你我的模样
各行各业
越入人海
祝好
祝大家前程似锦 一帆风顺
如果生活能这样
好棒啊
前程似锦
再一遍，毛不易的声音永远能让我心底一震
生活回答你我模样
跃入人海
毛毛老师，还没听，但是表白您
去年毕业也没有散伙饭和毕业旅行(T＿T)
520快乐
毕业快乐
毕业快乐
来了来了
啊啊啊啊啊啊啊啊
前程似锦吧，那就
盛夏再入海
棒棒哒
一开口就鸡皮疙瘩
时间会时间会回答成长
这个MV拍得很好啊
本以为毕业好几年了，不会有所触动。毛毛的声音一出，就回到了那年那个盛夏
哭了
那就后会有期吧
白嫖失败
出发了
希望各自安好
毕业快乐
毕业快乐哦
未来会给你答案的
202要记得我哦
开口跪
来了来了
做一朵奔涌的浪花
毕业快乐
mv好看
！！！新歌来啦
想哭，想念你们
自命不凡，却只能在生活里平凡
前程似锦，毕业快乐
这些转场都做的好好呀
泪目
加油 努力向前继续生活吧
毕业快乐呀
毛毛！
来了来了
害，反正也没对象，校招一场也没去，怎么说呢，考研加油
没有对象，没有粉丝分手
唉要毕业了
祝大家毕业快乐，前程似锦
好好听哇。
毕业快乐！旧的结束，新的开始。
高中毕业那天没敢进寝室
看的头皮发麻
又想笑又忍不住想哭
可时光啊，不听话总催着人长大。这下一站到下一站旅途总是停不下。
祝每个人都有美好的未来
这个mv挺好的
时间会有答案吗
泪目
好兄弟。。。
毛不易！！
泪目
毛不易的声音还是那么有故事
毛不易520
每一个你的模样都是每一个我的模样
泪目
毕业了
生活回答你我的模样
我来了
后浪
mv太棒了
毕业快乐！
毛毛，做你嘴下那颗痣应该好幸福，因为天天听你唱歌
太好哭了
未来的我会是怎样
毛毛排面！！
毕业快乐，希望大家都能有机会和对方好好告别。
想起了毕业那年的时候
后浪推前浪一浪高过一浪
来了
毕业快乐
毕业生们，都好啊！
毛毛毛毛毛毛毛毛
各自风雨   灿烂
听哭了   毕业快乐
毕业快乐
年纪大了看不得这样的mv
这两句像盛夏
简直量身定做
毛毛新歌，好听~~~
毕业快乐
这演技太棒了！！！
都会成为更好的人
哭了
2020的毕业生们辛苦了！
又是一年盛夏
毕业快乐
跃入人海，各有风雨灿烂
毕业快乐~
一步之遥！？
毛不易啊 每次歌都是惊喜
一切安好江湖再见
毕业快乐
泪目
我的妈呀，太好听了吧
毕业快乐(✪▽✪)
祝福你我
妈呀我又不毕业但是看的我好想哭
泪流满面
来了来了
毕业快乐
演员演得不错
来了
开口脆
我要毕业了啊…
祝福
何廖侣匀，是你吗
一起跃入人海
太催泪了
毕业快乐
毕业回家的我，只觉得行李好重
这个太揪心了
这段好棒
一样匆忙的人啊
今年毕业了，有点迷茫
不愧是毛be    520都要来个分手
好好听
声音里有故事
入海加后浪
什么?这是梯哀泣冠军三号位小何哥哥何雍正inflame么
你能不能不走
太好哭了
生活回答你我的模样
一起跃入人海
做一朵奔涌的浪花
很久之后我们忽然想起， 那个时候自己度过了一段很好很好的时光。 ​​​
弦乐好好听
毛不易!
呜呜X﹏X
最后一年的夏天，我会怎么度过啊
祝我们前程似锦！
跃入人海 我们就是后浪呀
未来可期
有点感动啊
520
目前大一的我听着泪目啊，大学四年一定要变成河流，奔向社会的大海
一起跃入人海，做一朵奔涌的浪花。
跃入人海，各自灿烂
开放式结局
还是那个温柔有故事的毛不易
何廖侣匀着的太惊喜了，和以前创造营变化好大
表白小破站吧 跃入人海不惧未来
泪目
毕业生太难受了
太棒了
哭了
是同一个 何廖吕匀
我们毕业了，万岁
毕业了，大学结束了，祝我们前程似锦
太好听了嘤嘤嘤
再来亿遍
此刻正在前往高铁站的我
泪目
感谢
我以为手机名单
泪目啊！
爱
我养你啊
泪目
毕业快乐
毕业啦
平凡和伟大
泪目
祝大家前程似锦，一生幸福
做一朵美丽的浪花
泪目
后浪
有被感动到 谢谢毛老师唱这首歌❤️
考试加油
一切都会好的
这段编曲是有一步之遥么
毕业快乐
我们都会成为最好的人
我们都会越来越好
毛be
怀恋去年那个夏天怀恋去年那个夏天
很有感触
献给每一个毕业的人。
毕业是新的开始，要一直骄傲的往前走呀
祝，前程似锦。
这里瞬间泪目
又燃又感动
我们都会很好很好
一起跃入人海
这里又起鸡皮疙瘩了
跃入人海，各有风雨灿烂
毕业快乐
毛毛终于发新歌啦，支持支持
何江海？
夏天是分离的季节
再来亿遍
毕业好多年了火速赶来支持毛不易新歌
鸡皮疙瘩出来了
鸡皮疙瘩啊啊
愿大家做一朵快乐的后浪
帅哥美女
开口就是画面了
泪目
感觉这段能配上无问
你酸到我眼睛了
入海做后浪
泪目了
汇入人海，各有风雨灿烂
唉加油
毕业2年了
好想回到校园
520
毕业快乐
小何哥哥？狗头
泪目预警
我爱你啊啊啊啊啊啊啊啊啊
泪目
开口脆
今年特殊的云毕业
祝人们幸福
太好听了
鸡皮疙瘩也起来了
再见了，和我一样匆忙的人，其实可能以后也不会再见了
大家都要前途似锦啊
太现实了，这生活会不会有点难
时间会回答成长，成长会回答梦想
毛be
好听棒棒哒
毕业快乐
祝福
哥哥的唱功真的进步了好多，越来越游刃有余了
我爱毛不易阿
好好呀
加油
汇入人流
希望三年后我能找到满意的工作
生而为人，谁又不平凡呢，过好自己生活的人，谁又不伟大呢！
会找到自己的答案的
我还没准备好长大
毕业快乐，毛毛温情祝毕业
好听
真的超想哭，毛毛的歌简直了
告别校园后继续努力生活！
太好听了
今年真是不平凡的毕业，毕业快乐。
毕业快乐
好伤心哦
泪目
泪目
表白
纵身，跃入人间的海洋
哈哈哈哈哈哈哈
毕业好久了，可是还是会看的泪目。每一个后浪你们辛苦了
我太爱毛毛了
再来亿遍
大家毕业快乐。
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
等等今天是520啊
不愧是毛be
巨星！巨星！
mv戳到。跃入人海，
毕业好难
今年的毕业没有毕业典礼
泪目
我爱你 虽然没机会告诉你
 。
记得顶tag
为梦想出发
今年毕业的我听着真的很有触动
跃入人海，各自灿烂
这个歌声配着剧情，把许多青涩，许多成长一一道来，泪目！
开口就有那感觉了
毛be老师
maoano
这些问题太真实了！
宿舍不再有欢笑了
我一个大一的，给听哭了
小何!MV是何廖侣匀拍的啊！小何太棒了！
毕业快乐
我还以为我手机没电了
再来
时间过得真快
这一段镜头绝了！
人生有梦，各自精彩
即将毕业的人希望可以从这首歌里寻找到力量和安慰，而已经毕业的人们可以从这首歌里寻找回忆，体会往事，说了这么多，真的好想哭
泪目
毕业快乐
谁的青春不迷茫
各有风雨灿烂
一遍又一遍
第四遍了
不想毕业
毕业加油
师哥好久不见
这个地方鼻子一酸
也不知道还能否相遇 就祝各位 前程似锦吧
毕业生听哭了
大一的别走，一起
毕业快乐
何雍正
入海 毛不易毕业
不想毕业
 跃入人海，各有风雨灿烂。
 跃入人海，各有风雨灿烂。
哈哈还哈
后浪入海，江湖再见
鸡皮疙瘩
毛不易！！
毕业快乐啊！
好听的
mv拍的好好
啊啊啊啊啊啊啊啊啊啊开口脆
好难啊
希望大家毕业了也可以一直快乐
超级棒啊
程序员。。
哭死了
转调好评
上线时间早了
毕业快乐
太想哭了
演员演的好好啊
开学快乐，实习快乐，毕业快乐
在海边的我，也不知道将会跃入哪片海洋
咋感觉b站在下一盘大棋
跃入人海，风雨灿烂。
夏天也来了
第一遍黑屏听的
520表白毛老师
哇哦
都要认真生活啊
留名
海就是社会吗
立个flag绝对不哭
毕业快乐，愿归来时仍是少年
好听好听
可以...再重来一次吗
做一朵奔流的浪花
祝我们前程似锦
不要泯然众人啊
我想你们啦
这里好难受
再拼一次记得
毕业两年了，当时在去火车站的车上哭了，没忍住
毕业快乐啊
那些人们也会想我吗
229牛逼
毕业快乐
又是一年盛夏，又是一年毕业季。
这一站到下一站旅途总是停不下
后浪
人生有梦，各自精彩！
扎心
只要你愿意 你就可以成为你想成为的人
MV拍的好好
毛老师是最棒的！！
16级山科大毕业生
巨星不易
毕业生的我 看哭了
毕业快乐
毕业快乐
毕业快乐
毕业快乐
真棒！
泪目
毛毛加油！
怎么感觉台词有点搞笑
毕业分手季
