卧槽，复活了
也就是说其实部队不会通知军属是吗？
别提集结号了，配不上
推荐电视剧<七十七封阵亡通知书>
钓位
轨道！！！
BGM点赞
我
好多在外面安家的当时
佩服你辣条
我是怀化中方的
好有意义
好感动
这也太好运了
已经哭了
善后工作做的不行啊
谢谢您！
难受
去那里的派出所咨询
太伟大了
up有心了！感谢！
真好
好想哭
这爷爷记忆力真好
对我们来说是故事，对爷爷来说是回忆
这句话有一种时代的跨度感
在我看来林俊杰不如他
不亏是我关注的up，我真厉害
泪目
买点礼物进去
已经开始哭了
人生第一币交了
乡音
沧海桑田
已三连
瞬间泪崩，谢谢英雄
我哭了
伟大的铁原阻击战
真的好有意义
胃切了还能长，就是受罪啊
这太巧了呀！！！
冥冥之中自有天意
同志
我觉得国家应该牵头公益组织弄一次，毕竟在祀与戎
老爷爷耳明目聪真好
辣条出息了！
感动
好久不见
我想我爷爷了。。。
湖南人报到
冲锋！
家乡
士兵突击
眼泪止不住了
加点热度啊
其实也挺好的，人家卖说明不会好好保存，卖出去了 买家肯定会好好保存
历史啊  哎
好好好
我们湖南的吗怀化
啊
铁原阻击战的烈士！！！！！
魂归故里，致敬！
哭
想哭
感激先烈有他们才有我们
致敬英雄
谢谢你们
我们那边去了十几个回来两个
感动
泪目了
1
我外公外婆家隔壁镇
好像这一刻，天地就是要安排周爷爷在这里，等一个人送来少时故人飘渺的讯息
今天特意回来，看看有没有上热门！
怀化人报道
热泪盈眶，瞬间破防了。
好神奇
三连
是在想铁原一定要守住和新中国今后美好未来
投币了
哭了哭了
好样的，兄弟
泪目了
有点感动
同志
这就是我关注辣条的原因，有意义
冥冥之中自有天意！不信不行。
致敬
怀化芷江也是著名的红色旅游景点哦，鼎鼎大名的芷江受降纪念碑记忆着我们先辈的血与汗！英雄永垂不朽！
这个爷爷82了记忆力还这么好
只能说我是一边看一边哭了
出售？
爷爷好惊讶
应该跟我爷爷都是一批的，我爷爷回来了，只是耳朵被炸聋了一只，坐标山东聊城
你已经很好了
致敬！
有点像邵阳那边的话了，不像怀化话
没错，果在湖南话里面很多是指角，果落果落就是角落
我沅陵那边好多老人普通话都不行的，这老爷爷普通话还是可以的啊
这木头房子，我外公家还是
既然有文件为啥家里不知道呢
好穷，才20余石谷子
怀化人感谢
看哭了 致敬先烈！
但这种东西，中国人一般不都会选择保存下来看以后有没有机会交还给烈士亲友吗
安徽省出发的？
好有意义
看到泸阳惊呆了
又有多少没有留下照片的先辈们
已三连
二院用农保方便
哭了
我们欠这些人太多了
四子去，一子归
我已泪流满面了
牺牲了家里人不知道？？？？？
可能根本来不及思考就战死疆场了
牺牲了不知道？
独立团！
泪目了
人民和党永远记得你
太有意义了
关注了！
英雄回家
我爸有个书名叫田春
老人家记性太好了吧
哇好有意义啊
蚌埠住了
我哭死！
你终于更新了！！！
哭了
你们能不能别在这里吵啊？专心看不行吗
大家可以淘宝搜“关爱老兵”公益店，可以捐款给一些老兵
感谢辣条为烈士做的这一切湖南人更加感谢
泪目
泪目稀里哗啦了要
当真是冥冥之中自有天定，烈士应该很想家了吧
对烈士来说是他们的生命对他们家人来说是无限的思念
谁是最可爱的人
一路都是这么巧那一定是烈士指路他想家了
投币了
祝老爷子长命百岁
我们不仅仅欠了一句谢谢一外，不知道该说些什么呜呜呜呜
我军不需要像集结号那样骗战士拖后
那还有空想这？
泪目
三连了
云南也读guo
没啥本事，只能投两个币了
怎么都牺牲了家里还不知道
泪目
我军没有集结号
当日真是风云际会
当年周爷爷还年幼，都记得这么清楚，说明此事对他触动很大啊
铁原磐石
我们部队的，前辈同志
怀化人路过
穿着谈吐，老干部了
我要这三连有何用？
再晚就找不到了
这么久没更新，原来是做这件事去了。
唉这句话好想哭 宁愿是在其他地方安家了
谢谢你up
这种家人不晓得肯定津贴都没发了
我是怀化人，都听得懂
和我现在是一样的年纪，听到这句话泪水就控制不住
代英雄归家
投币比点赞多  
后代条件还不错，也能瞑目了
天呐这个话听得好想哭
致敬先烈！
谢谢你
币给你，非常谢谢你
感动得哭
冥冥之中一下就找对了
好久不看辣条了，这一期辣条回到了他原来的水平，并超越了原来的格局
啊啊那个。
西南官话，角读guo
哭死
是牺牲了的是烈士是英雄
谢谢up
三连起来！
这个爷爷好精神
我们方言也是角-果，三角（果）形
我老家
很多红军都是孤身一人
其实我感觉可以直接去找怀化的政府工作人员那里查询这地儿以前在哪里
集结号就是个垃圾，别用里面的画面来形容现在辣条做的事
还有人记得这位战士！
独立团
怎么才能上热门
上面的，有没有可能，是辣条买下来，然后归辣条所有后，退出了流通
而且辣条手里的很明显不是原件啊，
很明显是影印版的
致敬！！！
已投币
怀化老乡，致敬先烈！
怀化南，我回家常在这坐车
666
孔夫子旧书网
这样的视频就应该币比赞还多
热度这么快就没了吗？
这视频都不能上百万播放？？？
可以去当地图书馆查县志
现在这个浮躁的社会，像辣条这样用爱发电做这种带有温度的视频的真是没几个了
'
致敬！！！
感谢辣条做出的一切
看哭了，爷爷这句话
这就是缘分
冥冥之中注定了
这个爷爷年轻的时候一定很聪明
去过这个地方
你已经做了很有意义的事了
怀化老乡，致敬先烈！
以前交通通讯都不发达，又是战乱年代，有什么好责怪部队没通知到位的？
家书抵万金
青山不改，绿水长流
谢谢你
泪目
我们回家
这不投币 赶紧投啊 兄弟们
背后的汽车站去凤凰古城一个小时！
泪目了
湖南怀化市，没听过怀化县
怀化人，谢谢你
没音信
致敬
文案牛
我靠，小子转型成功啊
致敬
两个时代灵魂的拥抱与指引 我们带你看见
比肩神明
你替他回来了
辣条牛逼
谢谢
哎
血肉换和平
宇宙中心怀化
这个文件送到当地博物馆吧，作为永久爱国主义教育展品
泪目
我也有这件米妮的衣服…
感觉这老爷爷以前是知识分子
感动啊
泪目
冥冥之中自有指引
有老人在真好
泪目了
哇
@共青团中央
短枪，说明是个干部
时间真的无情，还好有心人。不刻意不煽情的叙述让我泪流满面。
怀化县我老家隔壁
解放军用自己的生命换来了后辈的好生活
我要这币何用
支持，我们今天的幸福生活都是先辈用生命，用血换来的。啊，想哭
三连啊！
这块，我们也说这个是这块
up是安徽的！我也是安徽的
孔夫子旧书网
这必须两币支持一下
死在战场上家里人都不知道
还真像林俊杰
冥冥之中
我家哈哈哈 加油啊
在这附近几乎都姓田 因为我就是的哈哈
怀化田姓，应该是麻阳那边
卢洋现在属于我们中方县
怀化市中方县人报到
亲切的乡音！！
为什么有文件却没人通知牺牲的事情？是怕赔抚恤金？
回归
这字也太好看了吧
很有意义
还有12个去的0归的
致敬，烈士
我老家
狼牙山五壮士不就是？
多年未联系这种情况下应该都有心理准备了
租了个黑车
BMG好评！！！
好难过
《士兵突击》
哎
辣条可以的
一键三连了
居然重新上热门了
我家老房子也是这样！
跟隆回话一样
他还没忘，一开口，我鼻子就一酸
先烈回眸应笑慰，擎旗自有后来人
不交易又怎能流传
致敬
这两个币给你回个本
怀化人民
怀化人路过
三连了
冲锋号是催泪弹………
一定要看下去，你会回来感谢我的
这句话真的令人感慨
辣条哥好样的
哭死我了
武装部失职
没什么好说的，直接2个币
老爷爷好热情
致敬
82了还这么牛
麻了，三联保不住了
致敬
我外公和二爷爷去了
怀化县？！！
woc，我就是下坪的
冥冥之中自有天意
哭死了
为什么用繁体字？因为是70年前啊，你这不搞笑吗？
你这个经历拍成电影也不错，穿插老人的回忆，田春山的个人经历，绝对是一个好电影​
辣条好厉害
功名半纸，风雪千山
掏出路亚甩几杆
致敬英雄
让烈士回家
这真的冥冥之中自有定数啊
请问这里的背景音乐是什么？
当地政府知道的话肯定会安排
好家伙，这不是康别人之慨吗？
好样的
含着眼泪看
有意义。投币
致敬
弹幕护体
致敬
泪目
铁原！
为什么只能投两个币┭┮﹏┭┮
独立团！
说不定你就是他转世的
卧槽，你是我第一个三连！！！
比肩
神
读过书
真好 有认识的人还在
真正的大义
天啦！泪目！
都是好人？抹黑？
小十几岁
中方县在怀化都属于比较落后的地方了，这种木房子还挺多，都是就地取材的
140师，跟李延年一个师的，参加的也是51年夏、秋季防御作战
一些事特别是这种有深刻记忆的比如枪能给他带来深刻记忆
怀化县？那不是我老家吗？
47军东野十纵
没消息的太多了，我爷爷的爸爸在他很小时就被国党壮丁抓走了，至今无讯
为什么不是繁体？简体要在几十年后才改的
怀化人表示感谢
坏了家里有人还以为活着呢
谢谢您
回来一个还去世了..
给爷火
很美
没确认牺牲的话家属一直没享受到待遇的
集结号怎么不是好电影了
致敬！
铁原！究竟埋了多少优秀的先辈啊TT
泪目了啊
真的是冥冥之中啊
再说一遍，集结号是资本故意歪曲我军的！
哇安徽人
我不去官方捐为啥要去一个没资质的淘宝捐钱
致敬先烈！
功德无量
《错位时空》
致敬
8万点赞十万币
天啊好沉重
致敬
历史一下子回归现实，也是泯泯中自有天意啊
字爱了
田纯山
是不甘
投币比点赞多！开心！
冥冥之中
冥冥之中
致敬
田明建
我给你投两个币
我也是安徽的
爷爷和我爷爷好像
冥冥之中自有天意
致敬
不是
乱世英雄救我们，盛世我们尊重英雄！
怀化土匪多
芷江机场
怀化是个好地方
怀化人都挺长寿的
那时候怀化是真穷，活不下去了
很荣幸可以这样认识他们
太有意义了
这是我唯一一个遇到投币超过点赞的视频！！（它值得）
安徽老表牛皮
终于上热门了啊
天呐 水库比房子高！？
耐心看完 很有意义！
63军
不辣的口音
唉
原来怀化那个时候还是县
百姓血脉都和国家相连。那个年代英雄辈出，无名英雄更多。
致敬
家被修水库了？
你币有了
应该年龄比较长的都知道
这个爷爷应该知道一些
以前的人懂得真多，全靠记忆，不像我们现在，或许隔壁邻居的爷爷奶奶叫什么或许都不知道
怀化，很不错
致敬
你币有了
有意义，做好事有好报
简体字是新中国成立后才运用的，之前都是繁体字
搜狗百科有资料。
声音呢
致敬英雄
不知道他安家了没 我眼泪真的要流下了
不是不想回来，是因为回不来了啊
庐阳啊，现在中方县
泪目
止不住泪流
同志！
很感动，冥冥之中，很沉重
身上湿透了啊
爷爷记忆好好
前面的别瞎粉好不好？集结号怎么了？老兵故事宣传问题？
前面弹幕说反了，湖南把‘角’说国的音
致敬
这让我想起了七十七封阵亡通知书
怀化人泪目
同志
投两币回血
老乡啊！
我怀化人
安江人安江话
呜呜
致敬先辈
都是真实的
村口贵人指路
不辣的口音
后来人在做，前辈也在看
82，想到了我奶奶，也是82，可惜听力不好，聊天很麻烦
都是为了我们牺牲的
致敬先烈
想哭
我不能旁观历史，只能回望历史
！
致敬！
沉重
欢迎收看硬币比赞多系列
你这话说的就不对，别人老爷爷这么大年纪起码是经历过战争那个时代的了怎么可能会忘记这种事？
泪目
義哉！
湖南英雄省
。。我怀化的。。
所以你投自制
泪目
泪崩
纯
泪崩了
很有意义
3个月不更新 88
七十年还记得
寻找薇薇安
怀化市新晃县报道
投币了
哇，82还在耕作，老当益壮啊
地方部队
田纯山
那叫耳聪目明
乡下人根本不懂这些照片可以卖钱
很有意义
这就是原件
我要这币有何用
很有意义
M
很遗憾以这种方式认识你
传销发源地
你币有了
直接讲完，这个视频太棒了！
啥也不说了兄弟三连了
他还没有音讯来
英灵的指引
你三连有了
致敬
哭了
郑州
太浪漫了
up可以顺便到张家界走一走
看得我心里难受
已三连
素材对币有
不注意也能看
口罩带反了
半个世纪过去了，曾经的老乡还不知道烈士牺牲的消息，泪目！
致敬
想起王菲的《如愿》
烈士估计比爷爷大一点
很有意义，支持你，致敬先辈
很有意义
唉，估计家里都不知道
这太有意义了，兄弟们
冥冥之中的安排
英雄回家了
那一辈人都有深深地情感记忆
冥冥之中
英雄流了血，不让英雄再流泪
致敬！英雄缅怀先烈，，
这也太巧了！！！
我家
辣条应该是找了工作所以更新时间少
怀化人民欢迎你
诶
建议小破站多做一些这种“烈士回家”的节目
终于热门了
我也是怀化人
安徽的？
冥冥中注定
神州打钱（dog
需要路费吗，我给你500，别嫌少就当油费，
老人家也是一段历史
我是怀化人！
真的很有意义起码让家里人知道烈士的归宿 应该也是烈士的遗愿了吧
天呐，七月23我生日
431221.谢谢您
百大up主做不到的事被你做到了
我也关注了
硬币投完了，以后来补三连！谢谢up！
我的眼泪真的止不住
要找个当地人 翻译才行，很多老人不会普通话
说实话 去闲鱼搜一下这个
老头来顶
感觉心情好复杂 要是家里人觉得在远处安家了或许更宽慰些
铁原阻击战！
这个爷爷小烈士们15岁左右
独立团？386旅的？
家里人估计希望是在某个地方安家了
致敬
那也得买啊，你不花钱那不是假仁义嘛
天啊，和战士同龄的爷爷
致敬
所以烈士的这种资料怎么会没有到家人手上，还被贩卖了？？？
，我湖南的，我们村抗日的一个没回来
突然想到《寻梦环游记》请记住我，这位爷爷一直铭记着他
小十几岁
致敬！
铁原阻击战打的太惨了
给点钱也没事，如果不给钱被毁了或者不愿拿出来更不好。不一定每个人都有良心
盒尼玛
看到自己市的故事
不是不回来，是回不来了
致敬
我也是安徽的耶
有幸了，致敬先烈，必须点赞。
家里人都不知道，国家都没安顿？
这老大爷一把年纪，耳不聋眼不花能下地，体格真好
有心了
我们现在的生活都是农民劳动捐躯换来的，谁欺负农民就是背叛中国人民
支持
必须三连
想想这都是他们用鲜血换来的和平
致敬
邵阳人表示听得懂
不多说，给两个币支持一下
致敬烈士
同志
这个同志听的我想哭
你赞有了
看哭了
记忆力真好
好心疼呜呜呜
三连了，一早上看着热泪盈眶
你币有了
太苦了。。
这一刻，那个人不是历史，呜呜呜
这个字可是手写的
安徽怀化各上n分
应该是对祖国的骄傲罢
致敬
致敬
诶，你不丢电脑了吗
去台湾了
第一次在B站上看到怀化
老人记以前的事更清晰 
先三联了
铁原....
不能白嫖，一键三连！
游击队——>地方武装/独立团——>野战军
这也出售？？？
国家有处理好英雄的善后吗？
战争面前，为国做出重大牺牲的家庭，社会保障和抚恤金到了吗？为什么房屋这么破旧不堪？
字应该是登记的人写的
泣不成声啊
致敬
可恶白嫖失败
好家伙泸阳
我的外公也去世了
哇，82记忆力这么好
好家伙 下坪 我爸以前在那上班
以前就是繁体字，90年代前都是繁体
老爷爷其实在尽力说普通话了
为什么不回来了呢，因为我要杀死我们的敌人！
应该是想着多杀几个敌人罢
命运这词真的有时候非常玄妙
老爷爷尽力在说普通话吗哈哈哈
老家！
好家伙到我家乡了
到我妈妈家里
我也是怀化人！
82岁的是40年生人，比烈士小了大概16岁
没想到这一别竟成了永别
致敬英雄
老家都有好些去打仗都没找到的
问君能有几多愁？恰似孟州污水向东流！
跟我姥姥家的老房子真相，我姥姥重庆的
up用心了！
投币了
怀化人表示感谢
传播下，很好的事
致敬
致敬
好熟悉的乡音
有心了
太棒了
好人呐
是9岁那年看着他离乡参军的
爷爷比先辈小16岁
湖南话
！我正在去怀化南的路上！
毛笔字
我是怀化
我也是中方镇的
想一想，为什么82还在辛苦劳作。
泪目啊。  还好遇到老爷爷
那个年代不是人人都有通讯设备
我生日也是7-23
7.23我生日
第一次 白嫖失败
这不投币想啥呢？！？！
果洛～角落，湖北南部也这样
到我家了
铁原！！！！！！
已经泪目
唉
这口音太熟悉了
从这个见面就开始哭
点赞，感谢
是家呜呜呜呜
时间……
这么多年了还记得
叔叔记忆力好好
70年，老爷爷还能记得它长什么样子
呜呜呜呜
辣条很棒！
有心了 辣条！
泪目
致敬
我们家读角也是GUO
z
啊，好难受。
侦察营尖兵
我是不是看到怀化了
敬仰
老人家往往对往事有着惊人的记忆力
果在安徽安庆这边也是角的
82，好幸运，冥冥之中自有天意
我的天
为啥没人管呢，真让烈士寒心
这个举动我三连了
你看这投币数和点赞数，就能知道中国人民心中大义长存
我也怀化人
同志
怀化泸阳报道
爷爷普通话也说得好好
感动
看过一次……
真是……
致敬
是生是死，自己家人不知道。哎～
啊……
82还在种地
老爷爷太好了
白嫖失败
先辈可以闭眼了。
铁原~~~难以想象的一场阻击战
荣归故里
致敬
我来说一句怀化那边姓田确实很多
人民没有忘记。也不能忘记。
士兵突击bgm
你币有了
你现在做的不就是对社会有极大帮助的事吗？
这个币今天看来是省不了了
致敬
在线2000+不错啊
这么有心的up上哪找！？
好快
兄弟们致敬！
不，你替英雄回来已经很伟大了
敬佩！
谢谢你
致敬！
泪
神奇的缘分
想哭
真的是冥冥之中的缘分啊
舌尖的满分文案
看哭
三连支持
泪目了
好感人
基本找不到了
太过分了！竟然拿来卖！！！
太过分了，竟然拿来卖！！！！
因为以前通讯交通都不方便的
正能量
致敬
善
天哪
82岁还在劳作并不是贫穷什么的，只是单纯的闲不下来，我爷爷奶奶就是
好样的
三连给你
太有意义了，很多人都会为你骄傲
果洛头＝角落里
三连了
怀化靖州报道！感谢UP
爷爷脸上还有年轻的样子，好像我一个朋友
什么叫没安顿。。。烈士万千，所以某一家属的安顿情况才不会出名罢了
卡卡果果（角）
up愿意拍这个视频出来已经是很好的了
人民英雄永垂不朽！
我就是怀化的
独立团？问问李云龙啊！
我老家怀化的
必须给你3连
泸阳还在哦
关注并三连
以前坐7路车可以从市区到泸阳，当时的7路车是怀化公交较快的
英雄
鹤城区石门乡的我快哭了，英雄回家了
投币，伟大的人
生平百般行，半句话功名
听到这句他在其他地方安家了吗直接泪目啊
我靠在线3000+了
感动
总有人活的很高尚，也总有人高尚的活着，只要还剩一个高尚的人我就不是异类！
格局打开了
投币，祝烈士早日回家
我靠，什么时候
居然认识
我们所看到的历史只是他人的生活而已
经过“沟通”啥意思，没给钱？抢了？
好好好好好好好
47，140，向我原部队先辈老兵敬礼
这老人记性真好，七十余载还记得这个名字
你的2个币有了
不晓得牺牲没有，泪目了
有意义
烈士多了去了，统一祭拜，不能搞特殊
铁原……
小22岁
感谢你的义举！
永远铭记英雄
这字还是毛笔字，细毛笔的一手好字，大概现在会写的都不多了
一件三联了   泪目了
有点感动，小伙子你真不错！
投币回血
老乡啊
集结号的原型故事，1999年央视的《东方时空》就播过原型故事，找自己部队的那人叫常孟兰
当年送文书的人也太不负责任了！
铁原绞肉机
82，老当益壮啊
致敬
待我回家，代我回家，带我回家
现在点赞投币一样了，15.7万
字写在左边大概率就是左边这位
@地球百科君
我要这硬币有何用
三联
致敬
一下就找到了?
致敬
致敬先辈
就为这个我给你三连了
过了几十年还记得这么清楚……
致敬
卧槽  一下就找到了
2015级怀化学院毕业生路过
有些人本不该被忘记
同志！
三连了
怀化鸭霸王
这文案真的不错
卧槽。怀化
就是因为下地劳作所以82岁还身子骨很硬朗
我也有
致敬
致敬
看哭了呜呜呜呜
感动
忍不住眼泪
狙击战啊
怀化！
82，当年十几岁，说不定都见过
致敬
铁原阻击战太惨烈了
其实到这一步说实话应该走。家人情愿不知道牺牲
少年郎，你成功的夺走了我的三连
致敬
致敬！
加油！
致敬！英雄！
人民英雄永垂不朽！
太好了
宝藏UP，果断特别关注！
我也是怀化人
好熟悉的口音
麻阳人也听得懂
致敬
安徽人感到了自豪
太感动
名扬千里之外，吾乃田姓
买这个的可能是想蹭什么荣誉吧
吾自自豪
白嫖失败
沧海一粟
冥冥之中啊
侦察兵都不是善茬
卧槽，怀化
三连了！！！
怀化农村好多木头房子
英雄长眠
千里送信
如今社会得来不易
怀化！
太有意义了
下车后的第一个就是认识的人！又何尝不是魂归来兮！
这八十二的老爷子，记忆真好
！
湖南乡下面全是这种房子h h h
天哪，还有人记得，眼泪哗哗流
好古朴的房子
以前的年代太苦了，人往外走很难联系到了
同志，这个称呼，隔了七十年，他听了会感动吧
天呐
不知道他在其他地方安家了吗
好美啊中国乡村
烂瓦房一间
顶起来，这样的先辈不能就此埋没
不是老一辈人他们记忆好，而是那段历史忘不掉
怀化人路过
致敬！
冲锋号一响，美国兵吓破胆
白嫖怪
铁原！
英雄
湖南我的家乡
像极了铁原
他还记得
他想得到
兄弟，有心了
就是啊！不可以交易！
前面的问为什么干农活，因为这是岁数大的农民的天性，闲不得。而不是你想的什么乱七八糟的
湖南人民感谢你
投币了，有意义的事
自己找咋的个找法
还真有人啊
伟大
这都是毛笔字写的
怀化鹤城区表示感谢
投币支持一下
致敬
致敬
牺牲前内心必定是对国家未来无比的坚信！以及必胜意志的坚韧！
给up点赞
致敬
文案超级感人！真实历史的重量
熟悉的家乡话
好青年，有大义
江西也这样讲
还挺好奇的，出售这张照片的卖主是怎么得到的、为什么售卖。
致敬
这个为什么要卖啊
都给我点赞
王牌军的战士
大义
为啥我听得懂爷爷的话 我武汉这边的
致敬
致敬
啊，红字让我瞬间破防
致敬
铁原阻击战
怀化人投币感谢
致敬
你币有了
致敬
这个我必须要给三连
进来做客，右手边竹房是我家。现在床上刷up视频呢
再过一些年，相关的人也老了，过世了……
你出发的那一刻，三连奉上
好想我爷爷
三连了
致敬
去村委会
家乡口音
我去我们湖南的！
致敬
人民永远怀念民族的脊梁
第四千条弹幕，敬伟大的田春山先生！
邵阳泪目
攒！
真的有心了
这不投币对不起自己的心
是信念!!
是信念
致敬
泪奔T﹏T
致敬
致敬
.我的部队，还是本家。。。
额。。。
铁元牛逼
直接联系当地武装部和电视台 他们会帮忙的
真的希望田春山同志只是离开了，没有牺牲
致敬！人民英雄永垂不朽！
有情怀
我要这币有何用！！！！！！
如果田爷爷没有牺牲的话，可能也就八十多岁了
乡音！我哭了，好久没回家了
都没有人送个消息…这种牺牲
这个口音好熟悉呀
赞
怀化人谢谢你
不应该成为交易的商品，应该成为赚钱流量的工具
格局
