哇
战歌起
我靠刚才那个姐姐好帅
绝了啊啊啊
姐姐好飒
再来一遍
再来一遍！！！！
太棒了
梦开始
前方高能抬腿
SHAB
嗯红色的弹幕
再来亿变
哇靠Nike哥好帅好痞
比博燃
比博燃
记住这个胖小哥↓
！！！！一打开就看到了，没想到b站也有！！
这个声音太棒了！！！！
啊啊啊啊啊！！梦开始的地方
该死两个怒音了
超级喜欢这一点！
献出心脏
犹记得第一次看这个视频就被吸引了，他们合唱的好多都超级棒！！！！
胸锤了
啊啊啊啊我的爱啊！
mo
为什么让默当c
小姐姐叫 Rachael Peel​ ！！！
小姐姐叫 Rachael Peel​ ！！！
小姐姐叫 Rachael Peel​ ！！！
好好听啊
默滚
这个帅
b站之前是不是有人发过这个视频啊，我记忆里我好像在哪看过
小胖准备开大
旁边女王音小姐姐！
好漂亮的小女孩
中间女王音小姐姐！
九头蛇万岁
承包这个脸上有闪电的妹妹！
请记住这个
小胖：别急，这个只是被动，还没放大
自由美利坚，热血每一天
三连补上！
believer
头皮发麻
哇她嗓音好好听
不好意思，小胖现在才来
喜欢这个妹妹
梦开始的地方
歪嘴战神要出现了。。。
我爱死右边女王音小姐姐了！！！！
鸡皮疙瘩
这个是小姐姐叫Rachel Peel
歪嘴战神
败家之眼
成年人如果这样多好，
刚刚那个女生的太好听了
PAIN！！！
老公
梦开始的地方
PAIN！～
声音好像Jackson
PAIN！！！
我的
PAIN！！！！
我的我的
PAIN！！！
帅哥我爱你！
PAIN！！！
PAIN！！！！
卧槽这个黑人小姐姐唱的好绝！！！
好绝！
ohhhhhhhhh
梦开始的地方
最喜欢这个版本了
好喜欢中间这个小姐姐！！！
PAIN~~
Cxz
出不去了
爆燃！
BELIEVER！BELIEVER！
梦开始的地方！
李白
pain
梦开始的地方
入坑曲
姐啥呀！人家比你小很多，各位就不要装嫩了
99999
好听！
虽然看过，但给官方也来个三连刷刷热度！
有点像杰克辣舞。。
c位气场好绝！！
好听
小胖yyds
官方发的为什么不火！
战歌
感觉男的更有带感
太帅了！
每个人都很自信
镇站之王，弹幕恭迎
耐克嘴，傲娇姐
绿头带小胖子好像在划水
有张力  
喜欢最左边的小姐姐
歪嘴战神
歪嘴战神
√√√√√√√√√√√√√
皮夹克可太有感觉了
对面有个笨李白
梦开始的地方！！！！！
画质感觉没有之前搬运的好呢
The shy?
梦开始的地方
丽萝
这个pain在我心上放了个巨大的烟花
绝了
都好棒啊啊啊！！先表白一波耐克嘴小哥
一袋米扛几楼
再来一遍！！！
他们英语好好啊
终于来B站了是吧
左一小朋友好酷！！！！
他们好自由
配！！
自由自在的快乐放松
啊啊啊啊啊啊太帅啦！！！
这个笑！！！帅得不谈！！
啊啊啊等到了！！！！！
承包一下小哥的音色
耐克嘴小哥！
好像剪辑的和以前转载过来的不一样
擦终于找到了，之前在网易云上看的something just like this就喜欢上这支合唱团了
梦开始的地方
梦开始的地方
承包指挥大叔！
我也！好帅啊
给我动力熬夜通宵做实验的歌
沃
梦开始的地方！
小胖蓄力中
入坑曲～
这翻译太厉害了
为官方补充弹幕
这首终于被搬到b站拉！
没有震撼的感觉，有点拉夸
前方注入灵魂
前方灵魂高歌
小胖蓄力50%
妈妈我恋爱了
爱了爱了，这个姐姐好棒啊
前方核能
Free
这化妆…
官方！
啊啊啊姐姐我的
15个小时我可以！
感觉这个耐克嘴小哥和“马可”这种名字角色很搭哈哈哈哈
马可你好
卧槽，one voice 官方号
歪嘴呢
妙法莲华
后面好彩妹，全程大白牙
注意肉色衣服的这个小胖
笨李白，开始吧
没人夸一下伴舞小姐姐吗？？？？柔韧度好好
笨李白
笨李白
官方！！！
再说一遍，这是官方官方，之前看过的是搬运的
因为是黄种人
鸡皮疙瘩都起来
未成年职业选手禁止参赛
梦开始的地方
耐克嘴啊啊啊啊
哦，对面有个李白
梦开始的地方
热乎
TheShy？
这个姐姐看起来好坏好喜欢啊啊啊
比博燃
这指挥怎么有点像马东锡啊。。。
jackylove
黑怕
b站早就有了啊…几千万播放量了都…
闪电妹妹！
pain
俺也一样
为什么我感觉有一个孩子像是丑爷和小丑女的孩子！！！（ohhhhhh）
九头蛇万岁
好像黑影
这个小姐姐好好看
声音真翠
好喜欢这个小哥
233333爱了
再刷一遍，好听，好爽
耐克嘴
这些小孩都太特么邪性了！
我好少发现女的黑人歌星？为啥
屏幕前有一只乌鸦，她自信的张开了嘴巴
爱了这个拽姐
梦开始的地方！
听到这样的歌曲，心中都激荡起一阵澎湃的潮涌——唱的太好了
官方！
王炸！！
伢伢？↓
封面一脸惊吓（什
喜欢！！！
耐克嘴小哥啊
绝批害怕
前面别走 我也想起Glee了
鸡皮疙瘩起来了我的天
也太帅了
自信的女孩最美！
好听到要爆炸了 
哈哈哈
U
当年中国的非主流 都去电子厂做流水线了
鸡皮疙瘩
dna动了
终于等到官方版！
！
好像林俊杰啊
怎么回事，一上来就开始起鸡皮疙瘩
我的妈啊啊啊啊姐姐好飒啊啊啊
对面有个 对面有个李白 笨李白
1.5倍新世界大门
鸡皮疙瘩！！！！！！
the shy
好像鬼妈妈里那个小男孩
去零元抢购？
梦开始的地方
介哥们唱多了会不会把嘴唱歪了
小胖放大了
原版
PAIN!!!
这个翻译挺好
李白
李白
✓✓✓
哦李白
这里的舞蹈好sia！！
这个小姐姐貌似已经退出合唱团了
梦开始的地方
全程鸡皮疙瘩都起了
我想要音源
再来一遍
关晓彤？
这一声独唱的believer真的起鸡皮疙瘩！！！
这个
20个小时
庾澄庆？
鸡皮疙瘩瞬间起，太震撼了
火钳刘明
鸡皮疙瘩
2018年的夏天
英语说得真好
哈哈哈哈哈哈哈哈耐克嘴可还行
小胖的怒音帅哇
勒罩
好拽
太好听了
佩恩的锅
帅!!!!!!!!!!!!!!!
这音色好牛
徐峥
爱了
绝了
我去幸运儿，绝了哈哈
出息了
欢迎归来
直击灵魂
对面有个对面有个李白？笨李白！
对面有个对面有个李白！笨李白！
耐克哥
华为，其中一员？
梦开始的地方
期待已久
浑身起鸡皮疙瘩
声色清澈
大家好，我是梦龙，这个视频我看了
歪嘴战神
每天一遍，防止抑郁。
哪里找到这么多英语好的小朋友
小胖在等CD
这个和声！！！！
鸡皮疙瘩
哇！！！！
终于等到你！
鸡皮疙瘩起，不自觉想哭
歪嘴龙王？
笨李白！
为啥脸上要涂奇奇怪怪的符号
生命美丽在不屈
最征服我的还是歌词或者说翻译
对面有个，对面有个李白，笨李白！
你们让我交出今天第一个三连，佩服
鸿星尔克嘴
梦开始的地方
哇哇哇这个小姐姐的音色好喜欢！！！
好帅
小姐姐我可以！！！！！
合唱好好听！
棒啊
好帅啊！！！！！！
官方这个清晰度还没别家的好
西柚
believer
歪嘴战神
对面有个李白，李白，笨李白
让我独享经验
小歪嘴儿
味道，哈哈
小胖呢
龙王？？
他们英语好好
不是很早就上传了吗，怎么显示才昨天？
这个黄衣服小姐姐好爱！太帅了这个嗓音
你们？pain？是不是太早了
好多萌娃
不知道为啥总觉得这位小哥长得像王学圻老师ﾍ(･_|
被包围
这个亮片好酷
1.25很不错
总感觉这声音味道应该在重一点
..
鸡皮疙瘩直接上天
别提明星
wow~
豉油～豉油
呃呃啊啊这个小朋友真的好牛！！！
承包女神
呜呜这个小朋友声音好好听
那个嘴的小哥哥翻译名叫乔西
好棒
官方授权
投币
衣服要炸了学校的样子
绝了绝了
一副要炸了学校的样子
每期必投币
欢迎回来
太牛啦
薛里薛气的doge
这个指挥有点像陈海，真的
这个指挥有点像陈海
厉害
小胖蓄力中
racha pee
入站了？
梦开始的地方
之前看的是搬运，这个是官方
一键三连就对了
这个连读veins oh帅炸我脑袋
火钳刘明
无脑循环已开启
耐克嘴小哥叫Josh喔
爱死这个妞了
他们到底要走到哪里去
棒
我直接三连
娃娃一样
麦姐？
好听
这个以前是不是发过…………
为什么感觉这么像珊莎
耐克嘴
嘴角上扬
他们英语可真好啊
梦龙！！！！！！！！
前方高能！！！！！！！
耐克嘴小哥
鸡皮疙瘩一地
说来也奇怪 这歌为什么我听的脑袋瓜子一直在起鸡皮的感觉 好厉害
孩子们太牛了
妈妈问我为什么跪着看视频
入坑神曲
梦开始的地方！
王继超
牛牛牛
这是儿童?
姜承録少年时期作品
刚放入住b站
嘿，你对面有个对面有个李白，笨李白
耐克嘴
........
唉对面有个对面有个李白笨李白
黑妞唱歌气场很足
鸡皮疙瘩
好耶
太燃了
三连再看
the shy 早期作品
前方高能
佩恩
笨李白
嗨~对面有个，对面有个李白，笨李白
✓
退出应该是年纪过了18了吧，毕竟是儿童合唱团
小胖要来了！
！！！
笨李白？
哇哦哇哦
超棒
太好听了
梦开始的地方
谌吉奥
好厉害啊
好厉害啊！
当时循环了好多遍
太酷了，是我喜欢的风格
欧美音乐还是有一套的
鸡皮疙瘩起来了
歪嘴龍王
哇！后面那个小朋友就是个黑色精灵！
是这首认识他们的
niubi
太好了
绝对三连
这个小哥声音好帅
梦开始的地方
看人家这孩子  英语真好
嘿，对面有个李白有个李白
入坑视频！
回归
今天挺伤心的，谢谢这首歌。
无语
歪嘴战神
1.25食用最佳
好听
啊啊啊啊这个我最喜欢了！！！！
诶～笨李白
注入灵魂！！！
高音这俩小姑娘好像上过他们国家达人秀
海燕
怒音的小姑娘上过达人秀
独唱这个上过达人秀
鸡皮疙瘩！！！
梦开始的地方
超级好听
cool！！！
走廊真长
梦开始的地方
他好帅！
太棒了！
舞者也行厉害
梦开始的地方
才火？？！
中规中矩
梦开始的地方
小胖蓄力中
前方高能！！！
想起摇滚校园了
笨李白 笨李白
入坑曲
这个黑人姐姐声线好有感觉
奇拉比早期作品
天灵盖。。。起飞！！！
这条路很长吧
这tm八岁
6666
入坑的视频！
梦开始的地方
入坑曲！
哪来的鸡皮疙瘩…为啥那么多人喜欢夸张…
歪嘴
这tm是八岁？
指挥是徐峥嘛？
指挥是徐峥嘛？
比利王
记住这个粉衣小胖，一会儿超神了
粉衣小胖即将超神
自信的人永远最美
小胖要超神了
林俊杰hhh
火星？
他好帅！！！
女孩子居多
感觉音色不够韧度
对对对对前面的真的感觉好sia
一直首页推荐
第一个三连，心悦诚服
下次记得唱完结尾大合照一下，让我们认识一下你们哦
小朋友唱的好，继续加油
献出心脏！
......。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。
黑豹
不会是摇滚校园的演员吧！给特写的都特别像
突然赛博朋克了
佩恩
the shy
梦开始的地方！
the shy
这是107遍了
我的我的！！！
歪嘴战神（狗头）
嘿！对面有个对面有个李白！！
对面有个对面有个李白笨李白
ohhhhhh
再来一遍
我爱了
对面有个，对面有个，李白！笨李白！
千亿兆级的调音师
尽然看哭了
笨李白 
the shy?
记住这个粉色衣服的小胖
这嘴歪的就离谱
右边那个小姐姐好漂酿
这个小姐姐全场最佳
这个小姐姐莫名有点帅
这句绝了
歌是好歌，实在讽刺！
小胖蓄力90%
注入灵魂
前方核能
注入灵魂
好奇李伟的那段要咋唱
YYDS
小伙长腮了
这个姐声音太绝
再来亿遍
现在josh已经变得越来越帅啦 超话会搬运小哥的ins
小朋友英语真好
希尔！！！！
抖音上的那些谐音梗真的一点都不好玩
好听
有个小女孩摸鱼哈哈哈哈哈
外国的歌词都想小学生写的
梦开始的地方
小胖太棒了吧！
梦开始的地方！
woc！我什么时候起的鸡皮疙瘩
想哭
他们唱得疯狂动物城主题曲也特别好
shy哥
下午一跳
他们英语真好啊
为什么我记的去年就看到过这个视频？？？
高能预警
姐姐好a
心脏撒撒给油
你管这叫儿童?
髭毛乍鬼
耐克嘴小哥哥！！！！
耐克嘴小哥哥！！！
啊，隔壁有个李白，笨李白
我的鸡皮子一阵一阵的起
是官方吗
妈见打
我們的合唱團呢
好家伙耐克嘴
超愛這個姐姐
真的每一次听到鸡皮疙瘩都会起
好听呀
粉衣小胖：cd冷却中
对面有个对面有个李白！笨李白！
他们英语真好
小胖：我的CD还在冷却，这个只是个被动。
小胖：CD已经好了，我只在蓄力中
地球百子
李白
我币跑了
，，
，，，
，，，
再来一遍
梦开始的地方！
幸运儿哈哈哈哈哈哈哈哈哈哈哈哈
为什么要化妆
亿遍！！！
再来一遍
PAIN！
记住这个小胖子
陈新仔
哈哈哈
你好
看右边那个粉头发的精神小伙
爽
这是成人借助孩子的口说出成人的想法，这就是消费孩子
对面有个对面有个李白～个李白
燃爆了
李白 李白
起鸡皮疙瘩了
啊啊啊啊我最开始入坑就是这个！
光明之眼
为啥退出
开头见
头皮发麻
和声老师幸苦了
歪嘴
裸眼三d牛逼
开头见
这小男孩儿太有范儿了
支持官方！
凹
她像我的一个女同学
记住粉衣小胖
啊啊啊好喜欢这个妹妹！！
前方高能！！！
Ohh这个小姐姐超有那种感觉
再来亿遍！！！
薛之谦？
起鸡皮疙瘩了
对面有个李白，笨李白
哇全程鸡皮疙瘩，还有点感动
必须投币呀
入坑曲
想到了V字仇杀队
这是多老的视频了
believer
让我想起一个姑娘，让我嘴角上扬，旁边却是下滑的泪水~
终于！！！
耐克小哥
大丹点了一个赞
歪嘴哥哥
爆燃
这姐姐有点像迪丽热巴
好帅
666666
每天两遍，舒服
你们中文好好
嘿！对面有个对面有个，李白，笨李白
想哭，不知道为啥
为啥中国没有这样的团队，中国挫挫
这是儿童？
Believer
差点沉重感。
看得我上个网课热血沸腾
那个单唱believer的女孩子的声音好好听啊
嘿，对面有个对面有个笨李白，笨李白
这就是别人家的孩子……
耐克嘴小哥哥
这一片帅哥
太绝了
啊啊啊啊啊啊
好有张力
空降00:00
啊啊啊耐克哥
耐克哥！！！！
笨李白
说真的我第一眼看见她觉得她像关晓彤
鸡皮疙瘩
总监？？
这是写给中国人民的歌吗？
全身发麻
三刷
omg 鸡皮疙瘩
崇洋媚外
小胖：技能冷却中
请收下我的膝盖
为啥嘴是歪的
梦开始的地方
注入灵魂
指挥老师的绿丝巾太好看了，求同款
看！看对面有个对面，有个李白！笨李白！
全程鸡皮疙瘩
英文发音真标准
头皮发麻！！
救命鸡皮疙瘩起来了
王继超？
哈哈哈哈哈哈像幸运儿+1
太绝了！！！
呸
这不是好早以前的吗？
笨labai
笨李白
欢迎回来
永远的神
再来亿遍
大爱大爱
 耐克嘴好帅
双胞胎？
太绝了呜呜呜
听几遍还是会有鸡皮疙瘩！
小哥真的好帅！
鸡皮疙瘩起一身
美女姐姐！！！
太绝了啊啊啊啊啊啊
小胖好厉害！！！
好喜欢右边的那个小姐姐！！！
搞不懂有啥好听的
三连了
我好爱这个小姐姐
这个重新上传？？？
前方高能
笨李白！
姐姐！
入坑曲！！！
我记得好像收藏过，那是人家搬运的嘛
嘿！你看对面有个，对面有个李白，笨李白
小哥哥超可爱
鸡皮疙瘩，卧槽
就想起你们的祖先，凯尔特人
记住这个小胖子
再来亿遍
烫舌头
听歌还快进有问题吧？
爱了，爱了
汗毛直竖
迈克嘴把我笑死
笨李白～
再来亿变
鸡皮疙瘩我的天
我记得之前上过一次
这俩仔仔！！！
ban李白ban李白ban李白
太棒了！
好帅！！！！！！
爱了爱了 这个合唱团好棒
卧槽，这小兄弟看着像Theshy
总监
好喜欢右边的姐姐……
外国人眼里标准的亚洲女形象，看的我想死
这个漂亮的小姐姐在某方面像我姑姑
再来亿遍
什么时候我的英文有这么好就好了
666+
 歪嘴小哥哥。
pain
网易上早就有了
全是帅哥美女
燃起来了！
小胖哥是我的
有一个黑的。差点没把他当做人。
我贡献了十次播放量
前方高能
前方惊现总监
总监
中文翻译才是精华
不粘锅
不粘锅
歪嘴战神
她们英语怎么那么好啊
最喜欢这首！
三分钟内我要知道她的全部资料。
耐克嘴小哥
上头了
。。2019年就有了，，这是重复的。。
。。UP主是盗版吧。。
给我听哭了
每个人都是主角
真好听
美式耷拉脸
自信的人最美
这个不是很早就有吗？
卧槽 NB NB阿小胖
欢迎回来
牛逼
QUQ
入坑曲
爱死这个小姐姐啦！！！
夸这中文词
胖哥等会超神
太棒了好好听
太棒了
这个中间位置的小姐姐太绝了
感觉这个pain不太行，不够重，没原版内味
闪电妹妹好好看
陈新仔，哈哈哈哈哈哈
我的！！！！
哇，这个声音，我好爱
提前王者小胖
单曲这个版本好久了
咒术师
花花绿绿装饰 我有点接受不了 歌确实不错
笨李白
你对面有你对面有个李白
笨李白 
出息了！！！！！！
我好喜欢这个和刺客信条剪的视频
白嫖失败
梦开始的地方
好好听
！！当年的入坑曲！
民族大融合啊
主场优势
姐姐！！
还是梦龙唱的好听
哇 这个也太好听了
每个人拉出来都超强
卧槽
看完我激动地一脚踢开耕田的老牛，自己耕了两亩地
√
右边这个姐姐好美我的天呐！
幸运儿皮肤
再来亿遍
为啥我总感觉这个男孩嘴斜的
比博燃
比博燃
卢姥爷
芜湖，活生生的官方
听多少遍都会起鸡皮疙瘩
为啥都打扮成街头混混的样子
御姐气场十足
DNA在动
这个小哥哥我i了
耐克嘴小哥
欢迎从片尾回来
最喜欢这个小姐姐
感觉女的唱的更带感
666
皆主角
嘴歪
√√√√√√√√√√√√
√√√√√√√√√√√
再来一遍
√√√√√√√√√√√√√√
喜欢这个小胖！！
超喜欢小胖
√√√√√√√√√√√√√√√
小胖
√√√√√√√√√√√
√√√√√√√√√√√√√√√
小胖子蓄力中
小胖小胖小胖小胖小胖小胖小胖小胖小胖
又开始刷一遍。
英语说的真好
MAGA believer？ 呵呵
梦开始的地方，官方再来一次
美宣真有一套
主角团
梦开始的地方
比博燃
起立
嘿，对面有个对面有个李白，笨李白
嘿，对面有个对面有个李白，笨李白
嘿，对面有个对面有个李白，笨李白
朱政宇NB
朱政宇NB
zzyyyds
绝了
就我觉得指挥官是沈腾？
我的！！！！
幸运儿的要笑死我了哈哈哈哈
好帅，
嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿
徐峥是你吗？
我在等耐克嘴小哥哥、耐克嘴小哥哥
好听
闪电妹妹的声音好喜欢
集合了所有人种？
这太强了
少年王力宏
她们好自信
卧槽，你跟我说这是儿童
才发现李白这个梗好像过去好久了
拔刀吧诸君，她是我的（doge）
入坑神曲
关晓彤的大草
前面因为是黄种人，这跟种族无关吧？
梦开始的地方！！！
新时代，新青年杀马特
每个人唱这首歌的表情动作让人相信她们就如歌词般
ceo
发育的真好
好听啊啊啊啊啊
丸子头小妹妹好可爱啊啊啊
幸运儿可太秀了
鸡皮疙瘩起来了
梦开始的地方
不管你你就废了
每一个孩子演唱时都很有自信，都有自己是主唱的感觉
想起了摇滚校园
每个年龄段都有，凑在一起就是牛逼的不可思议
中间这个好像绵羊料理呀
好帅啊！
记住，此片没有中国人。
每次听都起一身鸡皮疙瘩
眼斜嘴歪
孩子们好可爱啊
喜欢这哥们儿的声音！
这个叫高抬腿还是一字马的，好厉害啊
这个是入坑视频，太爱你们了，真的非常棒！
一首歌    我都循环一天了
耐克嘴，哈哈哈
起鸡皮疙瘩了
开头这个小姐姐是谁啊，太耐看了
好喜欢那个小姐姐啊！！！
火钳刘明
first thing first
笨李白
?这个不是早就发过了？
内马尔
他们英语真好
眼镜链接
小狗进场了，物资被秒了
小虎亮tp了，
6啊
佩恩
对面有个李白原来在这
卧槽卧槽
字幕真
佩恩！！！！！
爵士啦啦！
幸运儿哈哈哈一模一样
嘴不歪不会唱歌系列
嘿，对面有个对面有个李白，嘿李白
地球百子那位别跑，戳我笑点了
✓来了
小胖爱了爱了
鸡皮疙瘩起来了我的天
鸡皮疙瘩
歪嘴战神
我盖上了被子
歪嘴战神
前方高能预警
低中高三个嗓音频段都有哎
听哭了可还行
太喜欢了
好霸气啊啊这个声音
8.0新世界8.0新世界
太酷了
再来亿遍。
感恩感恩
官方？
草姐姐的音色我死了
鸡皮疙瘩梅开二度
小红莓的嗓音
英语八级
英语真好
这个小姐姐长在我的审美上了
美女姐姐
歌词翻译太棒了
鸡皮疙瘩掉了一起又冒出来
李白
鸡皮疙瘩啊啊
啊啊啊啊
歌词太棒了
灵魂来了！！
老美的MV都有包容性平等啊  实际啊。。。。
单曲循环
我们有青春，我们要燃烧
粉衣小弟弟要放大招了一会
激动激动！！！！
他们英语挺好的
都好棒啊
李白～
唱的挺好  接受不了幼儿这种妆容  看着别扭
1.25倍新世界
麦外敷
csgo总监
歪嘴战神
个个都像叛逆少年
节奏感十足
pain
好厉害啊
梦开始的地方
好糊啊
太绝了
姜承録早期作品
陈新仔？
总监？？？
omg梦龙真是我最喜欢的组合
绿色衣服的真的是儿童吗？
cool
妈妈头皮麻了
简易大家看下肤色
有佩恩的事儿？
汗毛直立
√
夏雨？
三观跟着五官走
这个像庾澄庆的人是谁
听的起鸡皮疙瘩了
太好听了
听到这个歌我就想到了小丑女
入坑了
DJ舞曲音乐电影音乐和歌曲瓜AERYJ
很有力量！
经典
梦开始的地方
好朋克风
说幸运儿的是魔鬼吗哈哈哈哈
我TM记得我收藏过的啊，，，
承包
鸡皮疙瘩起一身
入坑曲
发现新大陆！
勾嘴龙王√
这个小姐姐女王音的感觉！
这些不美国达人秀那个节目的小孩子嘛
太帅了
赞
歪嘴战神参上
梦开始的地方，真正开始喜欢的那地
英语唱的太好了
bravo
对这小姐姐有点霸气呀
化妆师是中国人
"oh, my!"
一定要打扮成这样子么...
飒
鸡皮疙瘩
他们英语好好啊笑死
幼儿园
梦开始的地方
我只能说一群天使～
这个小哥哥痞帅痞帅的我好可
记小胖子干毛？
欢迎回来
梦开始的地方
这是赫敏吗
看这皮衣莫名想起老黄哈哈哈
梦开始的地方
这不是总监
梦开始的地方！
pain！！！
这个小姐姐好可爱
牛皮
啊啊啊啊啊啊
这是个性吗
歪嘴战神
幸运儿 笑叉劈了
超喜欢这首
哈林？
每天一遍
z
啊啊啊这个高抬腿踢到我心口上了！！
再来亿遍
这是筷子兄弟那人吗
这人不是筷子兄弟吗
ohhhh
国内合唱团都不喜欢这样编排，其实这样合唱给人感觉才是最棒的
全程鸡皮疙瘩
梦开始的地方
比利王
火钳刘明
纹身
這高音！！
这个我去年有在快手上看过。
好听
这是个我一直都听的童声版的
歪嘴战神
川宝小胖
290人
笨李白
绝了
真厉害
阵容好大
她的声音好好听 
