来辣
没有美颜的时候大聪明最美
不手拿麦克就好了 戴耳朵上 手势还好看
边边这次不再呀
带鱼妹妹
这个运镜的毙了吧
真的好好听啊，循环了好多遍
这个镜头拍得……
因为疫情，那俩没来，老旦的声音没听到，太遗憾了
举手投足都是戏，一颦一笑皆为情
阴间运镜
中了驸马的公子忘了曾经的戏子
确实好听
上岸
这个声音好温柔
爱了爱了
专业了，，，
老旦因为疫情没去可惜
老旦的声音更惊艳
摄影师有意思，我拿脚都不会这么拍！
沒有一键三连啊
发扬光大！
话筒好碍事
我爱这词
林妹妹好看
中间这个一开口一身鸡皮疙瘩
如果戏曲能这么活下去，能活下去就好
林妹妹
700+
听着真舒服
看论文看暴躁了，来B站冷静下
这个版本没听过
哇
团扇遮掩话筒怎么样？
这个镜头 还是妖精表情控制更专业
排面！
这是唐装吗？
啊啊啊啊啊啊啊啊啊
这是谁拍的？出来挨打。就不能好好拍吗？
是我钟意的up主啊啊啊啊啊
头皮发麻！
吐词清晰
舞台上小脸占优势
再来一遍
循环听了
这个摄像真的是迷啊，完全看不见脸
剧场不能搞个耳麦么 拿个话筒好出戏啊
浑身抖机灵
这运镜有点迷啊，这啥玩意 啊
也算是了得了为啥以前有钱的主，都愿意听小曲
晨晨好好听！！
刘海很重要
好听啊
叶子这小眼神真迷离啊
这不必须3连？
摄像来我们厂子上班吧别耽误人了
阳间镜头
真不错
啊啊啊啊啊啊啊啊啊啊
打call
团中央好评
少了个老旦
还有个青衣
寄！
温馨提示：4：3更有味道哦
色艺双绝啊
穿红披风的是谁？抱歉我脸盲
可爱晨的戏腔感觉更有味道
运镜好迷啊
这镜头？
李佳琦
好听
1000+分之一
千人在看！卧槽牛掰
到现在也看不到一个演员正面镜头，摄影出来受死
穿透力！！
朱砂痣(佳音同志）~
老旦呢？
一键三连哈哈
BV1dL411M7Se
416
效果欠一点，感觉三位小姑娘没有放开
边老板呢
梅派青衣的腔调真是落落大方
老旦呢？
我要这币有何用，投了投了
中间那个是谁
绝了
脸盲好可怜，我分不清谁是谁，我感觉运镜也有锅
镜头呢？？？？？
好爱晨晨
如闻仙乐耳暂明
一键三连
快醒醒 你的帝王体验卡到期了！
听了几年的戏，真的觉得这种戏腔难听
娶妻当娶可爱晨
运镜啥阿
必须三连！！！！！！！
好听又好看
老旦呢
你永远可以相信国粹
这样的音乐可以让国粹流行化发展  多好
太太好听了
绝了
妈呀，太好听了
摄像在干嘛鸭！！我要看漂亮妹妹们！
我三弟呢？
痴情一人
那个运镜不好
官方啊
这种画面用手持麦克风真的好吗？
虽然不太应景，是对口型么？
我边老板呢
央视的运镜太差劲了
爱了爱了
右边的叶聪明是梅派青衣吧
这视角迷
这是全素颜吗？
我已经循环播放一年了
好听
好听
中华传统文化不要太优秀
真的开口跪！
梅派小姐姐滴手指好好看
好听
佳人配才子，佳人配才子啊
高雅艺术
迷之运镜
大聪明长了一点肉肉
摄影师出去罚站
摄影和编导真是垃圾啊~~
排面
边老板请假了么
我的老旦呢？
边老板呢
老旦呢
你可以永远相信国粹
好好听
三大将
边边呢
再来亿遍
什么鬼运镜
边边呢？
拿摄像机的大哥可以转行了
想看古代的小说了
哇塞，好好听！
哇，真的好听！！
大聪明，大聪明
太好听了趴
很喜欢
这个运镜
导播脑子有坑 镜头各种切换 
是416吗？
唱的确实好听，但感觉像假唱
DNA动了
团不欺我
带上瓜子去听戏
666
不是真唱  应该提前录的  
国粹加油
大聪明智慧的眼神
哇牛牛牛
啊啊啊这是怎么唱出来的啊！！！！
太美了！！！！！！！
416上央视了！？
摄像焦点到底在哪里？
老拍后背是啥意思？
这个UP是真的共青团？
人齐就更好了
真心哥不请自来
惊艳！！！
为啥没有正脸
我试一下
不错啊
这里为什么不给个正面镜头呀呜呜
最后一幕缺了一个人
听了专业的，原唱都不愿意听了
镜头这么远是怕我美色沉迷吗
可爱晨啊啊啊
边婷婷呢！！！！！！！！！！
边婷婷呢！！！！！！！！！！
边婷婷呢！！！！！！！！！！
主机加了柔焦镜一类的东西
我叶大聪明好好看
伤了个戏子 疯了个状元
摄影老师不敢直视
那么，什么时候上春晚呢
十几遍都不腻，大聪明真美，歌真好听
没滤镜的吧
那个在央视
这镜头就离谱
这不比什么和风高级多了？
原来误会了，但我愿HE
摄影师你可以去电子厂上班了
缺了边边和小淅鹅好可惜啊..
做这类视频严谨点  那个工字云什么鬼 中国没有自己的云吗  还发出来
最右真大家闺秀本秀
哇哇哇哦哦哦
好家伙，好听的头皮发麻
这摄像和运镜就离谱。
国粹发新芽、一颦一笑的中国蕴……
耳麦效果没有手麦好
边老板呢？
男版利胜唱的不错
五刷
才子佳人
黛玉妹妹
这啥嘛摄像
每一个的声音都很好听啊
晨晨！
老旦呢
运镜也太哈哈哈哈
好听好听
麦克风要是隐藏的就好了
摄影拍的好啊！以后别拍了
我是来看背景的吗？
？？？？
好听，太美了吧
国粹才是最吊的
好好听啊!
听的落泪，经典。
这摄影师…这拍的…明明挺好看的
老旦呢
余音绕梁
边老板！
还是喜欢大聪明
是老旦，哥们
太好听了
好听
摄影拍了个寂寞
建议上春晚
爱了爱了！
座机拍的?
这个运镜
哇，关注好久416了，终于有排面了
好听
彩！
话筒去死
绝了
这个鼓点，我的手机在震
手麻
为啥沉迷于后脑勺
当家老旦不在少点味道
边老板 因为疫情来不了
听着真舒服
爱了
以前就觉得好听，现在专业有全首歌了
这个嗓子 我找不到形容词形容它的美了
本来感动着呢，一句天灵盖起飞把我整喷了
没老旦，遗憾
导播拉去打靶吧
2000+！！！！
这个摄像真的拉去打靶
鸡皮疙瘩啊
手指特好看
416女团
416女团[喜欢][喜欢][喜欢][支持][支持][支持]​
好喜欢可爱晨！
三个旦角唱得不错但那是少了老旦和青云声音起伏略微单调了一点
你怎么不站月球上拍呢
麻了麻了
90万播放
我好像懂摄影想拍个什么东西出来，但是看了画面又不太懂…
摄影师出来挨打
1000+
还模糊
这才是底蕴！！
什么阴间镜头真的煞风景
老旦咋不见了
哇
很难不交出两币
秒杀大量流量歌手
“李嘉琦：？？？？” doge
是不是小妖精啊！
为什么不拍正脸？拍正脸不犯法啊
好听得感觉手机都在震动诶
妈呀，唱出泪了
话筒 为什么不能设计一下  影响画面
麻了，我网不行，为了4k把这个看完得烧我两百多兆流量
可爱晨真的棒！太甜啦！
团团万岁
可爱姐姐！
空降00:00
朱鹮大宝贝
一键三连
小妖精不错
此曲只应天上有
三连了
喜欢右边那个小妹妹
要是小边也在就好了
这摄影到底在干嘛
搁这么远做什么！气气！
！！！！！
头皮发麻
循环1天一夜了
老旦那个妹妹唱的最好呢
上春晚吧
这是什么镜头？
运镜运得很好，下次别运了
犹如清澈的潭湖水 泛起了阵阵涟漪
好美
太多远景了，想看仔细些
国粹真是这样唱的？
少了老旦的中气感觉不足哇
没开美艳也如此美艳
妖精真的太好看了
厉害厉害啊
这个小姐姐好好听
真不戳哇
我爱中国共青团
我觉得运镜朦朦胧胧，挺有美感的啊
这导播该换行业了。哈哈哈哈
排面啊？妖精！
可爱晨！
开口跪
I了I了
好听
导演炒了吧
华夏之美，蛮夷之辈怎懂
感谢感谢感谢传承我们国家的传统文化 
真不戳
有一丝许嵩的味道
作曲作词有一丝许嵩的味道
作词作曲有一丝许嵩的味道
这摄影把我整笑了
这打光，这运镜，垃圾
边老板去哪里了
没有边老板就没那味儿了
还有两个嘞
可爱晨，可爱晨，给个眼睛特写啊
绝美
运镜运的很好，下次不许运了
我天
扛住央视相机...我赞爆
我爱416
三弟呢
老旦和程派去哪啦～
这是拿座机拍的嘛
痴汉视角
下次请怼脸拍 谢谢
太好听了
运镜是只有一米高吗？？？？
好美
黛玉宝钗和李纨
这摄影是个啥画质？
我好喜欢！！氛围也很和谐，c位大家轮着坐，而不是争来争去
好歌，好摄影？
春晚预定
感谢指挥部，空降成功！
头皮发麻＋1
边老板没上吗
少了老声有点遗憾啊
导播注意进厂时机
网易云没声源了。听着听着就没了
好听死了呜呜呜快传到听歌平台吧，呜呜呜哭死
蕴灵储秀，螓首蛾眉，顾盼生姿，音飞云外
麦克风太出戏珂
路人听了不愿意走了
好好听啊
这摄像转行吧，这行不适合你！
摄像扣工资
哈哈哈腿好长
仿的月亮门吗
出息了
再来亿遍！
勾魂摄魄
再来一遍
那几句，鸡皮疙瘩发麻
我都给关注了
上春晚
听出鸡皮疙瘩了，简直是天籁。
导演注意进厂时机！导演注意进厂时机
渣男
华流才是最吊的
21.11.30晚上七点五十八都通的1000+兄弟们好
可以去看看咱古代的诗词歌赋啊
21.11.30晚上七点五十八都通的1000+兄弟们好
这靡靡之音！！我要是皇上我也不上朝
耳朵已融化
戏腔真的好听啊！！
这谁拍的，就不能清楚点
朱鹮，爱你
我就说嘛，原来是她们啊
所以摄影，背影就那么有吸引力吗
摄像生怕我们看清了正脸
花旦，梅派青衣，荀派都有，我的老旦程派青衣呢
边老板了？
好听
摄影会不会拍，不会拍去和小孩一桌
好听
老旦没来啊
是不是少个人？
我循环啦
一来就三连
东方美学天花板
好听
共青团推416啦
你永远可以相信国粹
白嫖失败。
摄像师吃撑了？
太好听了
我就听不来hpop
再来一遍
kksk
团团推的这个真绝了
聪明
看到史姐姐的虞姬了
这是什么水平的摄像
喜欢
这摄影运镜无力吐槽啊！！
再来亿遍
大聪明这眼神
确实1000加
洞房花烛夜，金榜题名时
左边好点啊
负心女
好漂亮
可爱晨现代装更美
真不错
好绝！！
这镜头和拍摄角度，我是坐在犄角旮旯里偷看的吗？
我也忽然好想哭啊
运镜太好了，下次别整了
啊啊啊啊啊啊啊！！终于！！！出息了我们宝藏女团
唱戏妖精！妖精中的战斗精！
原来你会拍正面啊。
老旦呢？？？！？！
我的手机为什么震动了？
团团一定是被妖精迷惑了！
老旦呢
1000+小破站人还是多啊
好好听！！！
如听仙乐耳暂明
好美。。。这声音盖了！！！
1000+
好喜欢左1！！
这镜头是不是没擦干净啊？全是油
金榜提名时 洞房花烛夜 他乡遇故知 久旱逢甘霖
开头也就听了七八遍
好听！！！！
哪里有摄像?这不是抓拍吗?
我又看到林妹妹了
可以哒可以哒
拿着话筒也太违和了 
这个拍摄…………
摄影师埋了吧
应该带耳机式话筒的
大聪明
哇塞！
国粹好听
这个摄像我好难受好难受啊啊啊！！！
太好听了
我喜欢！
爱了爱了
捉到团团
终于等到排面了。416，未来可期。
必须澄清，这跟唱戏没半毛线关系，离真正的戏还差很远，标题党所谓国粹真实误人子弟啊，混淆视听啊。好歹你唱一段京剧，结果也没有
想在春晚上看到你们！！！
太好听了
喜欢中间那个
来人，把摄影师拖出去砍了
喜欢
摄像不行啊
是四只小仙女！！爱了爱了！
这摄像还不如416自己的
哇真的是我关注的那几个小姐妹耶
我喜欢她的眼睛
老旦没来太可惜了
人在异地
卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽
好绝
好听
传统文化不可丢
人不齐感觉没那味了！
三弟呢 
大家闺秀
最矮那个是家妻
这个点还有人在看？
人齐再来一次
欢迎回来
边大哥呢
啊啊，为什么不一直怼脸拍啊
开局一声
咱们开头见
声音太好听了
下次一定
张飞姐姐不在？
哎呀我去大聪明
祖先们玩的都太高端了
开口跪
说看不清的，要的就是这个画面感，没看前面有一个布挡着呢？
爱了爱了
这首曲子得翘着二郎腿，叩着手指听
太美了
中间的是谁呀
每日一遍
运得我急死了
上春晚 绝对王炸
为啥手机跟着一起抖
爱了爱了真好听
昨天看了模糊版，今天开高清版
大数据记住我
这摄像可以上春晚了
边老板没来么
收音太绝了
戏腔确实无解
再来一遍！
哈哈，晨妹的下巴肉肉的，好可爱
如听仙乐耳暂明
专业人员禁止出战！
够了，看不到脸就叭叭叭？又不是没漏脸
摄像师拖出去把
为什么会听到泪流满面
头皮发麻
想要纯音乐版的
好听哭了
此曲只应天上有
乖了个乖，太美了
这运镜我上我也行
敢不敢多点特写……摄像拍的什么鬼
这种文字优美，唱出来更觉好听
拍的很好，下次别拍了
运镜有毒吧
喜欢喜欢喜欢
咋没有边老板和小淅儿 程派青衣YYDS
头皮发麻
啊啊啊爱死戏腔了
真的超级超级超级好听呐！！！！！！！
我要当君王~
好悲伤的故事啊想起了我卑微的舔狗往事
没有边老板，感觉少了什么
最讨厌这种要死一样的歌，不是舞蹈
好听
好好听啊
416太强了
好听
太好听了
6666
大聪明舞台最魅
好听好听好听好听好听好听好听好听
我的手机怎么震动了？
第一次被国粹美哭了
没有边老板，少点意思
太赞了，年轻人也爱唱戏了。
我去，天籁啊
这拍摄的还有很大进步空间
这都是什么死亡角度
0.75倍速
运镜的能不能拍近点啊？晃来晃去的头晕
这摄像真的很降低谁请客0
太秀了
老旦
他乡遇故知
摄影师是怕我们去抢人么，不给正面
其实我感觉这一段不要配话筒。几个女生跳舞更好看。
非要这么远吗
右边的叫什么名字
这是AI运镜吗？智能摄影？技术不怎么熟练就不要用了，最好人工。
小妖精又磨人了！
416强啊
太好听了太好听了太好听了
听得我一直哆嗦起鸡皮疙瘩
卧槽卧槽卧槽卧槽
我也不懂这个背影有啥可拍的，这个镜头是来凑时长的嘛
戏曲改进一下太好听了，传统瑰宝
上春晚
三位仙女姐姐
如听仙乐耳暂明
程派呢？
京剧是不是不能用普通话唱？
鼻子一酸，我天，怎么要哭了
kksk!
摄像老师
听了2天了
好听的头皮都酥了
不带老旦玩？？
中国文化博大精深
我的天这真的是人唱出来的吗
拍的很好，下次换个人拍吧
忍不住跟着，到我这儿就变成哼(ˉ(∞)ˉ)唧~~~
舒服
好听
李佳琦？
啊啊啊
太好听啦
歌词也好美呀
什么诡异角度
好听
李佳琦？？？？？
哇塞中间这个好绝
我竟然流泪了
shsh
F
华流才是最吊的
真的好像倪妮！！！！
这长得也太像倪妮了！
居然是团团发的
起鸡皮疙瘩
心都化了
如听仙乐耳暂明
那五个给央视点名的女孩子
呜呜呜这得挨多少打才能成角呀，呜呜呜
好听
 出口真国粹！！
文艺复兴
我手机怎么震动了
完了，有画面了，一个没良心的秀才
不是五个小姐姐嘛
排面
太棒啦
我爱中国共青团
好力害
太好听了
头皮发麻
戏子的手指，个个成精，哈哈
416出道！
这是什么鬼的视角啊？
我点颗烟
国粹牛批
戏曲也挺卷的
什么运镜
爱了爱了
真的开口跪了哇哇哇
牛牛牛
开口跪
请收下我的膝盖
单曲循环一下午
大聪明背影，婀娜多姿，还有点点～
摄像水平太差了吧
四姐妹吗？
咦，老旦姐姐不在哦
还听什么洛天依？
镜头给的真烂
还有两个人呢
中间那个荀派的好听
牛呀
起鸡皮疙瘩了
真的听得想哭
余音绕梁
为什么人不全呢？
牛逼
我要我的张飞兄弟
上春晚
她超有林黛玉气质
这个运镜离这么远，又转来转去是为营造点我不能理解的空灵感？
十遍不够哇
不愧是官方
镜头终于擦了？
天灵盖自动起飞啊～～～
来人把她们三的手给绑了 看还不会唱了
一键三连！
妖精旁边配棵树  节目组果然好懂
开口就是王炸
2000+
前面的中间那个不是小淅儿 是妖精
手机震动了
就爱古风 哈哈哈 
循环播放第N遍
投币，投币 ！
好听！！！
排面
1000+绝了
狗仔视角
鸡皮疙瘩起一地！
这什么阴间摄像。。
小淅儿  边老板 期待合体
可爱，妖精，大聪明这是台面了
哇！！支持小姐姐
唱的太好听了！
我快晕了
老旦怎么没来？好喜欢她的戏腔
汉服真好看
大数据记住我！
建议摄像师自挂东南枝
少了两个最有穿透力和辨识度的。听的很一般
小小蜉蝣撼大树，悠悠岁月败美人，光华穷少年意气，迟暮胜不败英雄。农人久旱逢甘霖，书生金榜题名时，盛年洞房花烛夜，暮年他乡遇故知。
这个声音好听
厉害
2000+好家伙
细节，可爱晨一直掌着道具，等大聪明下来！！！！！！！！
惊艳
摄像运镜人员可以挂东南枝了
爱了爱了
好听
开幕雷击
卧槽
妖精！
好听！！！！！！
这一句太绝了
wow 还有震动感
听着舒服
这是没对上焦?我的天啊
绿地又生红粉舞，蓝天频听亮喉吟
我爱啦！
摄像拍的不错，下次别拍了
边老板呢
好东西
听着好想哭啊
这时候正脸啊
真的好听
真的好棒！！！
听过
这才是真正的好东西
还差个边老板
什么剧
听哭了
这摄影好啊，
愣着干什么，投币啊
嬛嬛
可爱晨在b站是up主吗？唱的真好
2000+
转音太好听了啊啊啊啊
排面
为什么手机在跟着震动呢！！！
青衣和老旦没在，小可惜
摄像很烂
享受
刚刚不都一千吗
是不是少了一个人？
上春晚！！！
不是5个人的吗？怎么剩3人了，这个曲子缺了什么
开口脆
好听
想哭难受 在这里
声音太美了
边老板咧
不是五个人吗
已经出的小说画面感了
边老板呢
牛蛙牛蛙，爱了，好李浩
怎么感觉摄像还有点抖
我记得还有唱老旦的姑娘
啊啊啊啊啊啊啊～妖精
妖精
c位好像倪妮
歌好听，制作有待提高，少了一个人
这个宿舍那几个女生吗？
太好听了
爱了爱了，再来亿遍
我说是谁们呢！
好听好听
古人说，人生四大喜事不过，久旱逢甘霖，他乡遇故知，洞房花烛夜，金榜题名时！
救命 鸡皮疙瘩一身
她们好有感觉
入坑
这啥运镜啊，绝了
好听啊
其实想问，这个是中国风还是啥剧风
李逵呢？
张飞呢
但是耳麦收音没手持好
陈望  
可爱晨这一段唱的太好听了，循环好几十次了！
这才是春晚应该有的节目
大聪明！！
确实好听
哇好听
是那个锅盖头的416工程吗？
老旦小可爱呢
好听
确实惊艳，声音很好听
好想要这个音频喔，在哪里能下载呀，太好听了
好干净的声音呜呜
我的鸡皮疙瘩
这才是品质。
哇。柔哭了
我终于明白，郭思皓为什么喜欢听戏了。
我手机震动了
拉胯拍摄
少了我边老板，还是缺点味道
DNA动了
太好听了，听得我想去打这个摄像师
听他们的腔调啊，这个多好听
好仙
太美了太好听了
下次一定
.
棒棒哒
好
就三个吗？老旦呢？
不是我说，这个镜头是不是太远了一点。
我想崽了这个摄影师
唱的真好听
妖精这温柔的声音，太喜欢了。
好是好，欣赏不了
好听的我起鸡皮疙瘩
好听！太好听了
0.75对味
好好听好好听
好心疼的发际线……
这是什么死亡角度啊
我一听戏腔就好想哭
大聪明不怯场了，赞
蟑螂视角
感觉妖精和聪明的音色有点像
太牛逼了
我还等着老旦呢
唱的这么好拍的什么玩意 
晨，我好爱
手机都在抖
曲调低回婉转，太好听了
我要这币有何用
好听啊
听完膝盖一软
太强了
戏外也有情痴
好听的鼻子酸了
嘛玩意
感觉是剪辑的锅
团队5人呐
想看另两位姐姐
张飞呢
！！！！！！！！！！
爱了爱了，再来亿遍
大聪明也太美了吧..
大片
值得每天上班写报告时候单曲洗脑循环
摄影师和导播可以拖出去斩了吧！
这角度是拍三尊大佛吗
不错
这运镜令人深思
好漂亮呜呜呜
哎，边老板呢？
是我关注的几个女生
好喜欢右1
唱的好好听啊啊啊啊啊！！！多拍点
文艺复兴
建议出重制版
