有 来 有 回
就和蹦极台差不多。。。在下面觉得不高，上去腿都软了
排面
这为什么不叫毕导来，他从某种程度上来说也是跳水的
1000+出来聊天
恭喜！
恭喜
德国人也从4岁开始踢足球了0.0
梦幻联动
终于更新了
菲律宾炸鱼队从这个角度看就很牛逼了
霞姐：很难练（但是我行）
看见弹幕说毕导我笑啦哈哈哈
我怕你们下去炸鱼
不知道全妹妹现在在哪
菲律宾猴子：你说的太对了
卧槽
水深5米！！
节目效果
恐高去世
恭喜恭喜
怎么难的反而更好
？
这已经很牛了吧
真裂开
恭喜
更害怕了hhh
吓死了
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
跳楼啊
救命好吓人
垃圾馊粽污染水源
走上去才能感受高度
危
恭喜
52
飞天凌空
梦幻联动
恭喜
恭喜
技术好好。
你在这扯犊子呢
记住这个自信的眼神
记住这个自信的演什么
《有来有回》
哈哈哈哈他犹豫了
今天挑战的是哪一个强者
哈哈哈双出狂喜
卧槽
恭喜
排面
准确的来说10m是四层楼高
感觉已经很厉害了
不让氪金玩自己的鸟
恭喜
一样哈哈哈
菲律宾：这我熟啊！
OHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH
OHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH
OHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH
记住你自己收的话
敷衍
恭喜
来早了
恭喜
我也是
怎么没找吕小军跳水
诚哥有进步啊
东方体育中心啊啊啊我前几天在！
？？？
恭喜
郭晶晶yyds
我们先从十米开始好吧
狗刨式会吗（doge）
更新啦！
不是4连吗
看不出来
裂开来
跳啊
哈哈哈哈哈哈
确实
我舌头对水过敏
恭喜
我泡肿后也能浮上来
狗刨式
我是上海人？
？？？？？？？？？
跳水只能睁开眼睛 好心疼
吴姐在旁边笑而不语
救命 腿软
恭喜
恭喜
恭喜♪٩(囍)و♪
菲律宾梦之队可太疼了，泪目
菲律宾选手辛苦了
哈哈，地铁下一站东方体育中心
左边的是谁！！！
一摸一样hhh
菲律宾哈哈哈哈哈哈好
9172弹幕
溺水可没那么快能浮上来，结合现在的气温估计至少几天才有尸体上浮
恭喜
喝够了就能浮上来了
好牛啊
怎么就不去告诉摄影全红婵呢？没有水花录出来是怎样了解下
优雅永不过时
原来菲律宾跳水队是在用生命表演
恭喜
牛
好嫩的jiojio
恭喜恭喜
宝贝，欢迎你的到来
恭喜！
不行不行我也恐高症看不了这些
太优雅了
假的，节目效果
效果做足
恭喜
泳池起跳都挺疼的了
吴教练好
推下去，我马上一键三连
诚哥自觉翻译hhh
啊吗粽开始节目效果
有多高啊
恭喜
好优雅
恭喜！
我怎么觉得是克服恐惧，别脚软掉下去
诚哥你还记得你之前吗hhhhh
恭喜
也就10米
标准动作
狗刨会吗？
牛逼
哈哈哈哈哈哈哈哈哈哈
排面
哇，这个慢速可以
真就硬搞节目效果（doge
刘谦：虚假的强者
我的心凉了半截
学跳水找我罗啊
恭喜！
恭喜
高斯：我跳过楼
考研
大连人不会游泳表示很慌啊
恭喜
哇哦
恭喜！
哈哈哈哈
梦幻联动
恭喜
笑死
翘毛不错
给救生员说准备个大网捞起来
噢……对比实验！
amz：挣点奶粉钱不至于把命搭上吧？
这样也很危险的，三米平拍下去弄不好也会受伤
B站网页版更新了好帅气
哦!诚哥变勇了啊
老公是gay
wow腹肌
恭喜
恭喜！！！
卡萨
卡萨
哈哈哈哈哈哈哈哈哈
害怕了哈哈哈哈哈哈哈
开始搞节目效果了嗷
恭喜！
哈哈哈哈哈哈哈哈阿吗粽
哈哈哈
泳池很大看着还好
我们只会看水花
曼德拉草笑死我了，斯普芳特教授应该给你加十分
梦幻联动
我有恐高症啊
工具人
论跳水还得看内马尔
恭喜
狗刨
这就是梦之跳水队的本来面目吗
《也就那样》》
节目效果
就真梦幻联动呗
好牛啊
三厨狂喜
这画质 我都认不出来是啊马总 看了半天
憨豆先生诚不欺我
就是核心没绷紧
对，教官都连连“惊叹”
阿亮是你吗
感官高度应该是十米高加水深加心理恐惧
之前在菲律宾跳的海10米，看来海水不是禁止不动的，还好，不然就要出人命了
恭喜！
多松？？
不一定
记住他俩现在的自信
卧槽
诚哥这会儿很厉害的样子2333
断崖下的水也不是这个水
我就从岸边跳下去平铺水面就剧痛，10米掌握不好可能会受重伤。
那个诚他好帅
向前翻腾一周半屈体103B
tim的这个高速摄影机150多万…
郎才女貌
阿妈粽头好大
左边怎么突然出现一位超级帅哥
追名逐利阿妈粽
恭喜！
妈妈我上电视啦
小朋友腿好直
外行就看水花哈哈
恭喜
恭喜啊
哈哈哈哈哈
军神表示上次上去十米台直接吓尿了
《因为我拿着相机》
恭喜
哈哈，已经不会说话 了
别随地大小便就行（bushi
不一定
双厨狂喜
这种天气不冷吗
吴敏霞 越看越好看
恭喜
还记得有这个账号哦？
天呐 太不容易了
记住这句话
跳楼模拟器
所以全红婵真的牛啊
恭喜
1000+
OHHHHHH
ohhhhhhh
恭喜！
卧槽害怕害怕害怕
恭喜
恭喜
恭喜！
我家那边就有特别多小孩练游泳
有点好奇这些个跳板平常怎么做清洁（
（ 难  说 ）
你先去看一下 潜台词 : 吓跑了今天下午就没事了
跳水运动员都有点驼背吗
水深五米都忘了吗？
有脚就行 （狗头保命）
这个我小学一年级的时候随便玩
却唯独电竞运动员被卡死在18
卧槽直直的一根棍子！！！
我就跳过五米的，把我大腿拍红了
恭喜恭喜
害怕
我觉得我不行
我家就五楼，那10米不就差不多从我家跳下去了
奥运会不如全运会
内行看门道
恭喜
恭喜
恭喜
羊水也算？
哈哈哈哈哈哈哈
段宇
4岁？？？？？？？
哈哈哈哈哈哈哈
应激反应
可是霞姐怀孕了诶
《害，也就那样吧》
这里就要@菲律宾跳水队了
恭喜
排面！
狗刨会吗
恭喜恭喜
哈哈哈哈哈
曼德拉草哈哈哈哈
那就是看技术咯
RED就掉下去了
恭喜恭喜
这小碎步 哈哈哈哈哈
《也就那样吧》
吕小军十米吓得腿都软了哈哈哈哈
三喜联动
诚哥！
三厨狂喜
排面！！！！！
霞姐粉丝在此！
我好怕啊！！！
恭喜
恭喜恭喜
恭喜
恐高
哈哈哈哈，懒羊羊的落叶式跳水
恭喜恭喜恭喜
恭喜！！太棒啦
我以为是毕导
居然用这个来水时长！？
狗刨
@憨豆先生
专业人士看动作，非专业人士看水花
专业人士看动作，非专业人士看水花
哇小朋友身上的肌肉
又一个奥运冠军即将诞生
woc
恭喜
排面
双厨狂喜
毕导那个笑到我了
所以电视剧从断崖掉到水里还活着是骗人是
这俩已婚男的好帅
下个周二我就要去条五米的跳台了
恭喜！！！
让你跳，做个对比（doge）
泡浮囊了
这是二胎嘛？
没有技术会受伤的
诚哥:过来人
我会狗刨
恭喜
我的妈那全红婵是天选怪物吗？
一闪而过的全妹！！！，
恭喜
又美又飒
梦幻联动啊啊啊
哈哈哈哈哈哈哈哈哈哈哈
哇！
10米台，又有诚哥，所以这次诚哥跳十米台还债？
恭喜(*^_^*)
呆毛好评
恭喜
11年世锦赛的时候在这里当过志愿者
菲律宾运动员没有什么条件训练
我也是
跳台十米水深五米不就是五层楼高
恭喜
吕小军快乐台
我靠
因为不存在这种情况
能浮上来，就是时间比较久
诚哥练出来了
jio软
比菲律宾运动员
恭喜
追名逐利阿妈粽
三层楼顶，那就是站在四楼
我去过三米深的泳池
划重点，也就那样
栩栩如生
菲律宾炸鱼
狗刨
优雅
《也就那样吧》
2米的是浴缸吧
我依稀记得我小时候也这么想的，结果站在5米台完全没勇气跳下来
憨豆先生诚不欺我
好漂亮！
看见先3连
\
有一说一，比菲律宾国家队跳的好。
wow
参观完了，可以溜了
我裂开了
郭晶晶阔太
能找到郭晶晶才牛逼，豪门阔太。
诚哥满眼都是霞姐，发光了
到底三层还是五层
拉克丝都没你俩拉
amazon
今天开始恐高
恭喜
我默默闭上了腿
什么蛙泳，就说狗刨多好
因为舌头正在准备跳水运动所以打结了
祝幸福
跳下去
恭喜
阿菲运动员：就是玩儿
在青岛潜艇学院的游泳馆游过，7.4m深的池子，10m台
gm进水，压力
5米就有够刺激的了，10米再加上水深，TM直接跳楼了
我刚刚才关注的吴姐，妈呀，什么缘分
我真的怕出事哈哈哈
艾特毕导
倒也不一定
恭喜！
恭喜
说的对泡浮囊了也就面朝下浮上来了
全红婵：？？？
教练:见过拉的，没见过这么拉的
你们只看水花吗？为啥我在盯别的部位?
恭喜！
哇
恭喜
小壆跳过3米板，现在估计不敢了
诚哥你之前也这样哈哈哈
霞姐怀孕，那是不是诚哥来跳？哈哈哈
被蛇女大了
恭喜
《我们没有什么追分经验》
这个真的难，
我霞姐啊啊啊啊啊！
段宇拿过冠军吧，以前国家队的，不知道哪一站的
这是段宇吧
这个是李启荣吧唧
恭喜
掌敏洁，世界杯、亚运会双人冠军
意思是每一步都难
妈呀 霞姐好年轻好美
右下方那个冷白皮的不会是范逸吧？
恭喜
啊啊啊啊梦幻联动呀！
终于更新了
恐高的人自己都不知道，上去后才会懂
王哥空降哪里
菲律宾强啊
让我重新定义了“基本”二字
"我竟然不害怕耶,是因为水光折射的视错吗？"
菲律宾是三米板吧
砸 瓦鲁多
俺也一样
恭喜！！
恭喜
ll
恭喜恭喜
恭喜恭喜
排面啊
你在大海里游过啊青岛人！不要给我们青岛银丢银！
恭喜
闭嘴吧你
哇哇哇
串味了
《摔 下 来》
最大的头衔是B站著名up主（doge）
《我裂开》
不许看表情！！！一会人家伤心了哈哈哈哈哈哈
nb
！！！漂亮！
辛苦啦辛苦啦！！！！！
我……我舌头已经跳下去了
魔法哈哈哈哈哈哈哈哈
恭喜呀！！！！霞姐辛苦啦～
kasa？？
毕导：想象自己是一坨便便
这个镜头厉害了！！！！
《菲律宾选手视角》
恭喜！！！
眼镜男的嘴巴
追名逐利阿妈粽
排面
恭喜
跳水王-小米mix4
俺也一样
布鲁诺·布加拉提
恭喜
恭喜
恭喜
走两步，不怕走两步
恭喜恭喜！！！
我也
嘿嘿
恭喜
拿的是gopro10
恭喜
我会狗刨
恭喜
恭喜
恭喜
诚哥果然是要站上10米台的男人，三米板不算什么
其实吧，我们都知道
相当于用手掌合并，手腕破水的张力嘛？
哈哈哈哈哈哈哈哈哈哈哈哈好哈哈哈哈哈
相当于5个G的过载，会晕了去
要不要取下麦克风，他可能不防水
恭喜恭喜
你来，跳一个试试呗，记得压水花哦
THE WORLD
你这样岂不是曝光国家机密
。。。。。
浮起来的确定不是尸x吗？
这算是出卖我们的商业机密么
恭喜恭喜
天
霞姐腿好白
哇塞
恭喜
哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈
吞没猛然昌
下一次花样游泳好不好
没事，s不了，水有缓冲力
惊呆了
恭喜
我连狗刨都不会。。
哈哈哈哈哈哈哈哈哈哈哈哈
就     那     样
不 一 定
诚哥快乐了哈哈哈
离谱
太搞笑了
《也就那样，不高》
恭喜
真有这感觉，我也出现过
恭喜
恭喜
恭喜
恭喜!!!!
其实是越低越难跳的
恭喜
难说
2米的池子？澡堂子泡澡算么
卧槽
肉松？？？
跳台2：报告！这个已经动不了了！
跳台：报告！我感受到了他腿抖！
你悠着点说，你说出的话就是泳池里的水收不回来的昂
排面
就问你念这段话的时候你嘴抖不抖！
恭喜！
直接裂开
恭喜
恭喜
梦回摩天轮
未来之星！
恭喜
只会狗刨
恭喜恭喜
恭喜
跟我一样
别看黄字，点我的↓
恭喜恭喜
真.没什么难度
菲律宾：我熟这个
恭喜
排面
看出来了！！！恭喜霞姐！！
哇塞
哇塞
来，走两步
亿年一更
节目效果 有来有回
三米很高啦
真就在我家附近
哼，又搞节目效果
求个乒乓球!!!
蛙泳比狗刨简单的呀
双厨狂喜！！！！双厨狂喜！！！！
就在我家附近啊
牛皮
你们在看啥
我也是哈哈哈
恭喜恭喜
这是三胎了啊
amz头怎么像特效
10分钟肯定是浮不上来的，最快也要3天...
什么时候挑战一下于谦...
高节目效果
@军神的是魔鬼吗哈哈哈哈哈
恭喜
冷知识：下一个是谁第一季中瑞哥靠行走完成游泳项目
恭喜
谁知道上一期在哪？！
恭喜！
这是多少帧的啊
恭喜！
菲律宾选手：我们感觉还好
哈哈哈哈哈哈
恭喜
憨豆快乐台
浮上来
果然不管跳成怎么样都是值得尊敬的
“他觉得跳得不好又回来了！”
之前平地入水国家队的像海豚一样，没有水溅起来
上海跳水队真的牛
10米也就3层多吧
恭喜
10米真的很高，看得发怵
一个纯手艺，一个钞能力
恭喜
笑死了
草，lingling们
恭喜！
也就那样
双厨狂喜啊
恭喜
恭喜
我也只会蛙泳
恭喜
哈哈哈哈哈哈哈哈哈哈
gopro醒目
笑死，我也只会最简单的蛙泳
哇！东方体育中心！
恭喜
关于啊吗粽的游泳水平，详情请见《下一个是谁》
全红婵16冠军了
拉了拉了
挑战自己
未来之星
赞
看得出你俩很冷
诚哥好像也被这么迫害过
身材太好了我哭
恭喜！！！
恭喜
恭喜
诚哥十米跳了吗
对于一些国家，这已经是全国冠军的水平了
你们是不是下一次要和张继科打球了（doge）
菲律宾炸鱼队
那菲律宾队身体素质挺抗打的啊
我就是五岁开始训练的
菲律宾笑死哈哈哈哈哈哈哈哈哈哈哈
菲律宾炸鱼队
恭喜
恭喜恭喜 祝健康成长~
恭喜！
梦幻联动
恭喜
别介绍了！就说无敌就完事了！无敌！NB！
挖去！4000多人跟我一起看
裂开
恭喜
好像啊
排面
恭喜
原来这么危险啊
wawa
我也是
xdm，按住左键有惊喜
好耶
请大家记住他说的
恭喜
我想起了倒霉熊
相当于四楼了
东方洗浴中心（无端
我从游泳池边上都不敢跳
好漂亮！！！！！
排面
恭喜
恭喜
恭喜恭喜
恭喜
此时我的视角却在右下方
别手一松，相机可掉了
我也一样。
恭喜
恭喜
是给郭晶晶捧哏的吴敏霞吗（doge）
使内
dilidili
倒放挑战
建议直接倒放挑战
公费私用了属于是
牛
这笔直了啊
能不能找菲律宾选手表演一下
所以菲律宾队很勇
还好当时没在泳池乱跳
想起了rm
原来菲律宾那个人很疼啊
恭喜恭喜
菲律宾跳水队：也就那样吧，习惯了都
啊嘛粽在模仿tim说话
新加坡选手好疼
前面毕导压水花那个笑死我了
吃饭呢不要刷毕导压水花
十倍速哈哈哈哈
太牛了
阿妈粽，，，， 你就是假面骑士
恭喜
焯
你就是冠军！！！！！！
差不多四楼跳下来的感觉
我可能3米已经吓死了
哈哈哈哈哈哈
经典只会蛙泳
吓着教练了
红红火火恍恍惚惚
hhhhh
哈哈哈哈哈·
我可以！
恭喜恭喜
双厨狂喜
恭喜
哈哈哈哈哈哈哈哈哈哈或
哈哈哈哈哈哈
懒羊羊是跳伞好吧
恭喜
霞姐好漂亮
恭喜
你们好牛逼
见面必说Hello
恭喜恭喜
细心研究过菲律宾**队的各个视频
可以的
记住现在他俩的自信
憨豆
狗刨。
只会狗刨
↑跳水辅导
不会
王嘉尔去过我家
不会也能浮起来，只是早晚的区别
诚哥想起来第一次上板的自己了吗
这些镜头太棒了
《也就那样》
惊呆了：指没见过这么拉的
瑞哥牛逼
《一个只会蛙泳的青岛人》
都已经结巴了
啊吗粽没和霞姐握到手哈哈哈
恭喜！！！！
这个角度好像在跪着啊哈哈哈哈
诚哥现在很6了 上次去的时候也仿佛动不了
绝绝粽
恭喜
哇！！！！！
视频拍不出10米高度效果的
资源很强，但是纯拼设备
好牛啊
哈哈哈哈哈哈哈
梦回变形兄弟摩天轮那一期
恭喜
恐高患者已经开始害怕了
xnsnsjsnsksmdphp dp
jdjsnyeipeisjsn
哈哈哈哈哈
哈哈哈哈哈哈哈哈哈
我就是跳台上跳下来平拍在水面的那个，疼死我了
两个男的长得好像啊
谷阿莫那期。大军脖子裂了
左边大哥好可怜
双厨狂喜！！！！
压水核心技术 伸手指
恭喜恭喜
你俩是来辅助胎教随喜的是吧
拍死你
我一直在想为什么要喷水，终于明白了
恭喜恭喜
憨豆快乐板
那还怎么拍
绝大多数游泳的都只会王氏
只会狗刨
恭喜
恭喜恭喜
哈哈哈哈哈哈哈
5G
《比较基本》
哈哈哈怂货
诚哥经历过三米台后已经不怕了哈哈哈
你倒是走啊
这不是什么刻意打脸，这就是单纯整个活………
比较基本的。。。
我就记得阿妈粽一直惦记吃饭来着（doge）
讲个笑话，电竞18岁才能青训
哇，这个镜头好棒
哈哈哈哈哈哈哈哈哈
“也就那样”
恭喜
致敬
浮不上来，最后一期
梦幻联动
跳过7米的，真的高
恭喜恭喜！
浮是会浮，多久浮就不一定了
这孩子腿好直好匀称
爆笑了 太像了！！！！！
你后面翘起来的头发抢镜头
卧槽卧槽卧槽
想起谷阿莫之前拍无保护把朋友脖子摔碎了
恭喜
哈哈哈哈哈哈哈，那就要看浮上来是死是活了
排面
哈哈哈哈哈开始笑了
《相当于》我还是第一次听说这么形容年龄的
汤姆劈大树
恭喜！
 还等什么呢推他下去啊［doge］
菲律宾队现在想起来超勇
掉        下         去
恭喜！
哈哈哈哈哈哈哈
我槽，排面！
呆毛崛起
不要问兄弟们赶紧点赞
维斯塔潘被老汉撞有51倍
恐高的人真的会这样
这个衣服显肚子
我的吨位和技术下去泳池至少一半的水没了
petrifiy！
learnway
卧槽
全红婵妹妹是十米台吧好像
霞姐腿好白
霞姐好漂亮啊
这个也是世界冠军啊
谷阿莫那个跳水的视频 小伙伴颈椎骨都摔碎了
浮上来是一定的，就是……
好厉害…
Tim总是弄个阿童木发型
恭喜啊啊啊
传说中的定鸡术再现江湖？？！
没必要嘲讽菲律宾，中国的世界冠军也炸鱼
我的话，蹦，等人捞
恭喜
恭喜
TIM尾巴翘起来了
四连冠四连冠！！！
恭喜！！！！
恭喜!
恭喜！！
那是体操
对是这样的
菲律宾的跳水队辛苦了
我舌头恐高
你说的可能是浴缸
外行看水花，内行看身体动作
恭喜
菲律宾那个是几米啊
找各行各业的精英碰瓷
恭喜恭喜
恭喜
骑虎难下
恭喜
红婵是真的笔直
ohhhhhhhhh
？？是不是玩不起？？（doge）
世另我
刘谦：拍的很好，下次不要再拍了
恭喜
103B
101B
腿夹不住，可能就尿出来了~
我也能浮上来啊，这有什么（doge）
恭喜
恭喜
呦呵诚哥出息了
恭喜
Tim是阿童木化身
恭喜
恭喜恭喜
狗刨
开始请神
笑死
还要加上amz身高哈哈哈哈哈哈
天啊。。。。我想到全红婵。。。。
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
我也是。高处就不敢动
救命她老公眼神好宠啊！！
追名逐利啊吗粽
睡毛好评
《也就那样》
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
涨姿势了
《也就那样》
好好看的腿
没事，过两天也能浮上来
水像一朵花包裹住
哦哟，诚哥进步飞快啊
已经比诚哥强很多了2333
我也想起了可爱的憨豆豆
恭喜
老熟人了(doge)
恐高吓死人
笑裂哈哈哈哈哈哈哈
哈哈哈哈哈哈
cool
之前再泰国玩游艇，从上面往下跳，直接平拍海面，真晕。
跳不好容易内伤，比如到水面的时候，你是趴着的姿态的话。
恭喜
腰更直了耶
恭喜
恭喜
恭喜
哇 
恭喜！！1
相机保护
是狗刨把
最佳几期怎么卡了
恭喜
三米一般人都敢跳，五米开始是真的恐怖
笑死我了
可以走了啊哈哈哈哈
也就那样
恭喜恭喜
恭喜
《刹不住了》
哈哈哈哈哈哈哈哈哈红红火火恍恍惚惚
卧槽
这么讲的话，那我就真的佩服菲律宾跳水队啦
.....
哈哈哈哈哈
全身紧绷大概就是这种感觉
《没多高》
恭喜恭喜！
《有来有回》
汤姆：这个我熟
汤姆：这个我熟
汤姆：这个我熟
好高好高
恭喜！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈
我会狗刨
粽哥，你怎么了
哈哈哈哈哈哈哈哈
排面
加勒比海盗是吧
菲律宾别走
很美
海盗走板桥？
恭喜
TOM行为
砸瓦鲁多
好帅
张力知道吗，张力我同学
恭喜
HD~eiii嘿嘿
能不能别说炸鱼了你去跳能比人家好？
3层楼吧。。
追名逐利啊嘛粽
节目效果
针吴?
恭喜
我也是哈哈哈啊哈
弹幕呢
诚哥这会儿不在跳板上说话就是硬气
裆鸡立断
中国队牛！！！
美
节目效果拉满
jiuming
恭喜恭喜
尬住了
大佬们跳的时候都只有脚尖踩在跳板边
海盗船场景
这种高速摄像机对竞技运动来说算是标配吧
那不就是狗刨
卧槽，吴敏霞
恭喜！！
66666
诚哥明显不放心
噢噢噢噢噢噢
迟早是要浮上来嘛
有来有回？
感谢
好恐怖
3m就感觉不行了
这，这难道可以《水，水撕鬼子》
C罗申请出战
我罗擅长的领域
恭喜
恭喜
《没多高》
恭喜
恭喜
天啊 这是一个游泳池
颤抖的声音
感谢水花
他甚至不敢转身
恭喜
哇！！！恭喜！！！！！
恭喜
哦豁！！双厨狂喜！
全红婵？
卧槽！！！
菲律宾跳水队：嗯！确实
原来如此
也就那样吧
主要是下不来
好像有点往他右边弯
恭喜~~~
被封印了
《基本》
总有一天会浮上来的
舌头恐高
吴敏霞怀着孩子呢
发生什么事了
菲律宾的运动员都进过医院？
看视频我敢跳
恭喜恭喜
第一步 把冰箱门打开
普通妇女吴敏霞
恭喜
暂停看表情
恭喜！
我真的很想试一试
Tim的手是真好看
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
《青岛男孩》
狗刨勉强
？？？
恭喜
三厨狂喜
恭喜
我们没有 我们一直都是领跑的不存在前面分数高的（doge）
《也就那样》
佩服菲律宾
币有了
我在游泳池的一米跳台跳水，拍的我脸疼而且胸部和肚子都红了一片
憨豆先生
动啊！铁奥！你为什么不动啊！
郭晶晶双料五连冠被吃了？
讲真整个身体摔水面上跟跳楼可能差不太多
这么可怕
我舌头恐高
跟我一样
《也就那样》
什么赌博默示录
哈哈哈哈哈哈
恭喜
