阿瑞真的宝藏
HuangFuRem 一只不像老师的小怀怀 化学超人
学过石油得语文老师
HuangFuRem 一只不像老师的小怀怀 化学超人 化学老师李政
黄夫人
HuangFuRem 一只不像老师的小怀怀 化学超人 化学老师李政 汗水土生
HuangFuRem 一只不像老师的小怀怀 化学超人 化学老师李政 汗水丑生 李林生物
国师！！！
这个真的牛！关注了好久！去！
化学up次石也可！！
HuangFuRem 一只不像老师的小怀怀 化学超人 化学老师李政 汗水丑生 李林生物 历史老师定哥
HuangFuRem 一只不像老师的小怀怀 化学超人 化学老师李政 汗水丑生 李林生物 历史老师定哥 地理安莹
yyda！
YYDS
佟大大！！！
YYDS
买课真的物超所值
ttmgsttr
一数
树林
兔老爹
全是我关注的
Yyds
树林
可恶啊，没关注up的我居然还而外查了被骗了doge
羊羊！！
地理看爆爆啊
全体起立！
这个还是老教材，政治新版改了很多，不太适用新教材的
一数二奇三兔四德五安六定
终于有学习方法推荐了！！！爱框框！！！
兔老爹！！！
汉水丑生真的牛
于总CEO！！！！！！！！
德叔污的一批
我鹏哥呢？
全体起立！！
物理界最好的段子手睿叔，强烈推荐
兔老爹！
一树
树林
一生
一数！
必须是我夫人
昂克
博叔呢？
对对对！！！
听夫人课准没错
哈哈哈哈笑死夹带私货
涂山苏苏
全体起立，宋老师是我的救星
全体起立！
我我我
汤家凤、张宇、李永乐、刘晓燕、肖荣秀
陶大！！！！！！！！！！！
黄夫人
大猛子
笑死了夹带私货
这次一定
这次一定
free英语
树林同学
不知红绡数
下次，，
全体起立，宋老师排面
我的宝藏
一数！树林同学
高数叔
树成林
为什么我高中的时候不玩B站啊！！！
YYDS
全体起立
匪子学姐！
陶大
李林生物
彭大大与ett
德叔德叔!
b站的地理up主还是太少了
这次一定
数学宋浩老师，强推，拯救了我的大学数学！
你怎么睡得着的！
我老公啊啊啊啊！
地理还有吗，其实安迎有些新高考不适应了
您是偷看我的关注了吗！
初中物理也推荐橙子数理化，讲的是基础和拔高题要点
奇哥万岁！！
y y d s
可惜是老教材
匪子牛啊！
众所周知，宋老师是全国大学生统一数学老师[doge]
一数相信我
一数英语兔排面走起
koi我爱
一数！！！救我命
啊啊啊我关注了他
我们一哥真的绝了！
力推佟大大！！！
陶大！
瑞思拜牛逼！
我的宝藏老师！
我爱morty！
哈哈哈哈哈夹带私货
学霸题数正方体
！！！！五匪子的作文技巧和阅读技巧特别有用！
为啥没有医学
黄夫人黄夫人！
宋浩真不大行
兔老爹！！！！！
genji
外国的有没有推荐，我认真的，ic纯数应用数学系大一，学得快吐了
图穷匕见是吧！
套娃是吧
一数一数
全体起立
FREE高考英语 陶大大
图穷匕见
复联3是陶大翻的
德叔
陶大，佟大大
黄夫人场面
啊啊啊啊佟大
free高考英语
y'y'd's
啊啊啊啊我男神！
羊羊地理啊啊啊
唉，在我最迷茫的时候，却没人推荐这些好老师
黄夫人
点名表扬
段sir牛逼
兔兔！
浩爹！！！！！！！
我当年上高中的时候咋都不知这些人呢
颉斌斌
安迎老师!!!
化学强烈推荐 鱼缸边的猫！
其他学科不了解，石油老师可能不利于优生。
兔爹排面！！！！
一数!
全国大学生的希望
夹带私货是吧
兔老爹！
取景框看世界
肖云飞！
全体起立！！！！！！
英语兔不适合应试教育啊。。。
c
全体起立
好的
当你第一次开始学它，你会看到满眼的叉叉
兔兔
化学必须 babychem
数学微课帮，景城大同
全体起立
凌晨四点钟还有一百位兄弟在看
哇！凯子巨人！我的数学引路人啊！
扎心了
一数YYDS！
我我我
一数牛逼
段妈
超级喜欢图提
石油
奇哥
一数！
给佟硕姐姐打call！！！
政哥冲冲冲！！！
确实
！！
地理老师萝卜头儿，每天一道高考题，讲得不错
定哥！
咋了哥！
英语兔！
huangfuren！
夫人！
有被冒犯到！！
大学生
石油
不好!!要被卷了
我推我自己
英语兔
说一般的sx
genji！
物理还有睿叔呀
一哥！
宋浩
我我我我我我我我
永远的神
哈哈哈哈
于总于总于总于总于总于总于总于总于总于总于总!
翁恺，矿爷何在
翁恺，矿爷何在
Morty绝！
我去搜了一下，你猜怎么着
morty
oeasy老师也推荐呀
都是一哥！
赖世雄
啊哈哈哈！支持支持！！！
夫人色
点赞啦别伤心了嘿嘿
数学还有坑神！但是面向群体是冲高分和竞赛的！
下次一定
这里推荐一手昂克英语君讲英语能力提升方法论很棒
小怀怀特别耐心！哈哈哈，但是我更喜欢夫人
这里推荐一手昂克英语君讲英语能力提升方法论很棒
德叔真的超级好，还会回私信，真的超级暖
宋浩就算了吧，听他罗里吧嗦想睡觉，大学生哪有那么多时间听他唠嗑
英语推荐。。。我可以推荐我女神吗。。。
我已经学完了！但是如果只是为了考试过，绝大多数学校都可以听武汉某高校李传国老师的习题课
佟硕
宋浩老师！必须排面！！！
幻夜梦屿
这次一定！
夫人！！！
哈哈哈哈哈哈哈哈哈哈哈
永远滴神
瑞思拜排面！
夫人！！！！！！！
黄夫人！！！
yyda
一数，石油
这次一定
宋浩就是我微积分的救星
中学生走了
YYDS
YYDS  YYDS  YYDD  黄夫人真的是宝藏up主
前面的我也是哈哈哈
国师！！！
一数
全体起立
一数
奇哥！
.我爱妈妈！！
阿瑞我滴超人！！！
那一点老师怎么样
关注了关注了哈哈
黄夫人
允文君是真的牛逼
编程除了那两个培训机构外，再推荐一下@鱼C-小甲鱼  和微软员工@Micro_Frank
一数排面!
英语兔!
夫人
咋了爹！
英语兔！！！！
一数
猿辅导认识的，哔站关注
宋浩！！！！
yybs
数学微课帮
这次一定
啊啊啊啊啊啊段妈排面
匪子！！
允文君  真的不错
这不得一键三连
YYDS
安迎老师真的牛逼！！！
啊啊啊啊啊啊啊啊好喜欢她
英语兔哈哈哈牛逼
全体起立！
有多少人是因为兔老师的声音入坑的？
哈哈哈哈哈哈哈哈哈哈哈哈哈推荐自己 
化学真的好缺资源啊
Nickcen英语课堂真的很好！！！！！！
中文系五匪子！
这次一定
宋浩！！！
兔兔值得！
永远的神！！！
有研究生吗？
《论我推荐我自己这事》
夹带私货是吧
宋浩已经关注了
我就知道奇哥！
这个棒棒棒棒棒！！！
俺并非成绩平平，而是一塌糊涂！
一数老粉哭了
为什么没有文综啊
为什么没有理综啊
Yyds
好家伙最后发现是他自己哈哈
神
全体起立！！
这是我们学校的老师
全体起立！！
自夸
很早就关注up主了！！
黄夫人！！
数学强推@夏老师的数学课 ！！！
小良民！！！YYDS！！！！
政治讲师泡泡阳也很好！课讲的真的很奈斯 而且很清楚考点
数学强推@夏老师的数学课 ！！！
这是高中还是初中的
物理没有小良民我表示不服
安迎老师yybs。
WULI-TV更适合进阶
小良民那里感觉是讲的最深刻的
一化真的顶！！！！！
数学强推@夏老师的数学课 ！！！
数学强推@夏老师的数学课 ！！！
物理大帝黄夫人
这个UP主挖坑不太行，填坑第一名
物理大帝
安娜分享酱
看看这个视频我竟然想重新来过初高中
安娜分享酱
安娜分享酱
都关注了哈哈哈哈
于总ceo
哈哈哈哈哈哈哈哈哈关注关注
黄夫人！！
我推我自己
这次一定
我推我自己
考研数学李林：？
谢谢！
咋子哥
！
aaa一哥
nb
汉水丑生老师！！！！！！！！！
已被安利!
顶一个
我爱morty！！！
夫人！！！我爱夫人！！！
      这个超棒的
一哥排面有！！
宋浩老师
大学物理有救了
YYDS
黄夫人强烈推荐！！！！！
Yyds英语全网最绝
我初中我初中我也要推荐
啊这…
wuli杨老师
一数！！！
太强大了，感谢UP主，
我考概率一周前p都不会，花了两三天看他的课，很好笑很清楚
黑马和尚硅谷
永远滴神
一数每天看
黄夫人YYDS
一数！
关注了宋老师
。
狂神呢
佟硕
在这里住up主，好人一生平安
哈哈哈哈哈哈哈
YYDS
乐乐课堂
YYDS
兔哥排面！！！！
嘿嘿嘿嘿永远滴神
huangfuren!!!!!!
我爱夫人!   !
踢踢母鸡
段妈！！！
宋老师！我那会全靠你了
生物万猛！！！！
啊啊啊啊啊啊我女神！！！
这个我高中的时候就关注了
生物我只认乐乐课堂
不错我高中的时候关注过
我不学数学
一数
排面
数学阿不
全体起立
昨天刚买完他的课
一哥YYDS
pink老师
奇哥，黄夫人！
瞧不起幼儿园是吧？举办了
梨米特考研数学
一数！！
我爱兔老师
已三连
树林同学，高三我看他真的真的会不焦虑很有用
阿瑞真的很不错！！！！！
树林同学很棒的好吧
一生
杨波
马上高考了，我才看到这些，麻了
索引up
宋浩！！！！！
全体起立
兔兔！！！！！
英语兔YY ds
取景框看世界
一数!!!
全体起立
石油
初中生
一数YYDS
匪子姐是我最最租喜欢哒
竟然都是我关注的，激动
好耶！
为什么没有黄夫人？！
我不允许有人没听过小良民的动量！！！
但凡我中学的时候遇到以上数学up主，我也不至于为数学头秃了
一数
YYDS！！！！！！！！
踢踢母鸡等于死兀兀啊啊啊
化超！！
李沐
强推
英语的平行世界
y y d s
政哥!
英语兔绝绝子
sunny高分化学！！！
好！很有精神！！！
一数
一数好耶！
都关注了。。。
黄夫人啊啊啊
这波广告很强势
辍学生
宇宙的尽头是宋浩！！！！
排面 
一数
化学超人！
夫人永远滴神
黄夫人
翁恺
小学生
我
一数！！
张英波，好看不火的省重点教师
YYDS!!!!
佟硕！！！
我都关注了，我眼光不错～
刘文超vin
陶爹呜呜呜呜呜呜呜
呜呜呜呜爱心王
吃过石油的语文老师
收藏了，给我一年级的儿子以后用
怎么搜不到呀
安森垚
宋浩！！！！！！
YYDS
奇哥！！！！！！！
她真的很厉害！
这次一定
地理安迎老师！
陶大大
我也是 全关注
宋浩
佟大大!!!!!
哈哈哈哈哈我推荐我自己
夫人夫人
一数英语兔
五匪子是我的人间大爱
我都关注了
Hudson
幻哥
YYDS
树林同学！
哈哈哈哈哈哈
英语还推荐一个up：烤鸭英语
博叔呢
宋浩老师排面整起来！
一树！
哈哈哈哈 黄夫人“速度在绕弯”“加速度在绕弯弯”
mortymorty！！！
一数哈哈哈
看过欸
定哥我高中历史老师啊啊啊啊
我要这币有何用？
滴答课堂也不错！
这次一定
YYDS
陈筱
YYDS
koi大大
定哥！
宋浩男神啊啊啊
安爹
夫人！！！
是我了
视频观看难度max
化学超人永远的神！
奇哥牛逼
全体起立!!!
有日语吗？
这个声音把我劝退了
genji真的超级好！
koi大大！！！
一哥永远的神
酸酸
黄夫人真的就是相见恨晚
英语兔！！！！！
一化儿！！！！！
uuds
数学148
一数
打开我对英语的第二印象的男人 英语说的也很好听
有一定基础的话推荐wuli小良民
英语兔
请收下我的膝盖
按错了！
"请问BGM是什么,想起二仙桥大爷了"
确
一数！！！！！
尚硅谷！
java看过一些视频，最推荐动力节点老杜讲的java
YYDS
YYDS
奇哥排面！
哈哈哈哈哈哈哈
黄夫人是真牛逼
树林！
一数
黄夫人A啊啊啊啊啊
政治看泡泡阳！
平行世界
啊啊啊一数
排面我平行哥
大专生
五匪子！！！高考前看了她好多视频
安迎参与了编写教材！！
老王老师
确实，哈哈哈
啊啊啊啊啊啊陶大
啊啊啊啊啊夫人
hua
！！！！！！
懂王1！！！
陶大！！！！！！！！！！！
夫人耶！！！！！！
物理为啥没有睿叔！！！！
政哥！！！！！
汉水丑生！！！啊啊啊啊啊啊
一数一数！！！
上班族
温文尔雅的奇哥
YYDS
段妈muamuamua
你怎么睡得着的！
英语兔
英语兔！
为何我高考的时候没遇见B站啊
哈哈哈才发现就是up
Yyds
2077
夫人
会放羊的教书匠
政哥！
上课睡觉觉，下课看浩浩！！！
幻幻
一生儿
全体起立！
我六级就是跟着他过的！
哈哈哈哈哈哈
在下年龄是比大学生还大的中学生
全是我的宝藏
全体起立！！！！！
排面！！！
宋浩的只能应付考试
一数！
奇哥！！！！
小良民！！！
对对对，超级好
宋浩老师!!!
羊驼家的公子
大学医学呢？！
宋浩排面！！！！
哈哈哈哈哈哈哈哈哈哈哈我推荐我自己可还行
英语怎么没有大爷
先收藏
奇哥
奇哥
YYDS
我学英语就是考兴趣，
Yyds
一数
黄夫人绝了！
我
宋浩！！！
Morty！！！！
Morty老师最近在搞三十天恋爱计划哈哈哈哈全网相亲笑死我了
Morty老师给你排面！！！
爱段妈呜呜呜
英语的平行世界
国师墙裂推荐！无敌！
！！！！！
段妈！！！
！！！
段妈！！！
muamuamua！！
1000+
自我嘉奖
黄夫人排面
陈老师敲黑板！！
夫人
小浩浩！我男神！
哈哈哈哈哈哈
一哥排面
佟老师！！！
安老师！！！
安胖儿！！！
这次一定
兔老爹排面！！！！！！！！！
兔老爹！！
呦西，去收藏夹里吃灰吧
好！
黄夫人！！！！！！！
.
YYDS！！！！
穷图匕见了属于是。doge
@于总CEO，TMD粉丝数完全配不上实力
TuesMagique！！！！
哈哈哈哈哈哈哈
黄夫人
黄夫人真的很nice好嘛！
艺术
定哥！！！我爱了把知识体系做的很细致
兔哥nb
一数
一数我
宋浩！！！
竟然有五匪子！！！
看完阿瑞的视频六级过了
李说地理
奇哥排面！
哈哈哈哈
了
康胖学吧
夫人！！！！！！
哈哈哈哈哈夫人帅死了
心不畏死 踏屍前行 英语强推FREE高考英语
英语兔
允文君好耶
作为定哥的学生表示很荣幸
瑞思拜冲冲冲
陶然老师！！！
黄夫人！
 YYDS
谁讲哲学比较好呢？
小喵老师，必须有!
yysd
武忠祥
温文尔雅奇哥
黄夫人！！！！
啊啊啊啊啊是黄夫人！！！
这次一定！
自我推荐
奇哥
必须YYDS
Yyds
去我的收藏夹里吃灰吧
yyda
物理HuangFuRen
汉水丑生老师！！！！
国师YY ds
一数一数!
YYDS
德叔
奇哥奇哥！！
佟硕！！！
佟硕！！！
这次一定
一数！！！
koi！！！！啊啊啊这么小众的都被发现了
点开几秒钟，刚放进收藏夹吃灰，突然意识到…………
我居然是成绩平平的用户？？
狂阿弥
ViVi可爱多
他好帅
讲真这个比一数还牛啊
我超爱他的笔记
黄夫人！
永远滴神
一生是我老婆！！！！！！
佟大大还是ETT
Yyds
全体起立
我我我我我我
兔爹排面
兔哥
等等！！我的陈老师呢？？？？（陈老师敲黑板）
！！！！！
哈哈哈哈哈哈哈哈
幼儿园
@koi大大
历史定哥
有山先生，哈哈
黄夫人！！！！！
一数和黄夫人
定哥！
黄夫人！！
YYDS
YYDS
感謝
很好！！
一数NB
奇哥的方法没有用
好可惜我高一的时候不知道这些博主，到了高三才知道（时间都不够了，没办法全部看完）
居然不给自己投币
夫人！！！
夫人排面
一化
huangfuren帅哥物理老师！！！
奇哥排面！！！
中学生
YYDS
爱
宋浩老师必须排面！！！
一数YYDS
石油人！！
夫人
段妈段妈
陶大YYDS
Yyds 
奇哥排面！！！！！！
超人牛逼！！！
老公!!!!
奇哥一哥
！！！！！！！！！陶大YYDS！！！！！！！！！！
允文君真的牛，讲的很好，很容易理解。
宋浩YYDS
自学成才
一数！！
数分高代没有吗
我看瑞思拜过了六级！！！
白嫖失败，这币就给你了
嗯嗯嗯
xwl给我入驻b站！！！
佟大大还是ett
我去，力量哥
瑞思拜！！！！
段王
取景框看世界，相见恨晚啊
一哥牌面！！！
框框！！框框！！！
一哥！！！！！！！
哈哈哈哈哈哈哈
啊啊啊啊啊五匪子
奇哥奇哥奇哥啊啊啊啊啊
奇哥值得！！
黄夫人
安老师牛逼！
初中化学可以去看清越！！
波波老师
一哥真的太温柔了
佟大大声音太甜了！
数学的话梨米特讲得也不错
我爱这个女人！
夫人排面！！！
陶大！！！
段妈！
高中
段王爷！！！！！！！
夫人！！！！！
夫人夫人！！
奇哥！！！！
前方高能预警
定哥！
永远的神
我的一哥！！！
yysd
一数！！！！！！！！
一数真的高质量！
YYDS
哈哈哈哈哈哈哈我！
YYDS
奇哥nb
yyda
生物“现象环生”啊！我超爱！
政治推荐个“教政治的的小张老师”！
佟大yydd
这我都关注了 哈哈
“温文尔雅”的奇哥，刚看完直播就来看这视频了
好的这就去关注［狗头］
黄夫人排面！
我
化学超人！所有关于中考的都看了
都关注了耶我天
我推荐我自己
一化也是不错的
一数
我的夫人！！！！！
我最开始就关注的安迎老师啊啊啊啊
一数！！！！
夫人我我我我我我！
超爱段妈！！！
一数一数一数
正经
图穷匕见
奇哥奇哥奇哥！！！！
夫人！！
我的妈啊我在看诶
兔！
奇哥！
我真的真的太需要太需要太感谢你这期视频了！！！
准备关注发现早已关注哈哈哈
全体起立！！！
乐乐课堂！！！必须拥有姓名
一哥一哥一哥一哥！
夫人真的讲得好
夫人不仅帅还幽默
这次一定
一数
Yyds
兔老蝶！
数学没有夏老师，野榜
有经济学的吗，要考试了，孩子真的无了QAQ
哈哈哈
来补课了
高中数学李尚泽的课真心不错的
黄夫人
高中数学推荐宝藏老师李尚泽
我爱黄夫人！！！
匪子！
高东辉我的神
树林同学！！！他真的改变的我很多
奇哥排面！！！
！宝藏！
佟硕我老婆！！
YYDs
国家伟老师
我爱一数！！！！！！！！！！！！！！！！！！！！！！！
数学强推@夏老师的数学课 ！！！
夫人！！YYDS
超人！
汉水丑生老师排面！
我要是有钱该多好。就能给up主大大的惊喜
多少钱都不能代表我的心
爱你爱你爱你爱你爱你爱你爱你爱你爱你爱你爱你爱你爱你爱你爱你爱你爱你
氛子地理研究所也不错
啊 确实
夫人！
黄夫人排面
还记得黄夫人教的巧记公式I=nvse
黄夫人y y d s
都是我看过的
下次坯定
所以为什么会在高考前60几天才看到这个
划重点了这是
莫提
YYDS
YYDS
一数！！！！
给兔老爹打call
飞哥高考政治
政哥真的牛逼，我化学全靠的他
一中的老师！！！
夫人的粉丝都看上夫人了（doge），太有魅力
宋浩！！！！！！！！
树林同学让我们在评论区相遇哈哈哈
国老师！！！
一哥！！！！
为什么我高三还有两个月高考才知道 哭死
石油人！！！！！！
哈哈哈，为什么一说到大学就没人了
一数！！
英语兔真的可以!!!这两天疯狂补课ing…
刚从踢踢母鸡那课过来哈哈哈哈
顶尖物理教师
确实
段妈！！
化学课我彭老师
一数
黄夫人大爱了
！！！！！！
24届推荐一生儿
huangfuren!!!!!!!!!!!!!!!!!
化超！！！！！
一哥一哥T_T
允文君！
显哥！！
哇这个我有关注的
夫人呜呜呜呜呜呜呜哇哇哇
每一科都有我看的老师，这个推荐视频真的很好，语文奇哥真的是很好，去套路化啊，真得很好，
一数
可恶啊我的一数。。。
空卡
一数
国老师
小学的不来一波吗？
up好懂我 刚刚关注了好几个
安迎老师
宇哥
一化真的好啊
慨哥
佟老师！！！！
奇哥排面！
土木工程看哪个
夹带私货！
油兔
这次一定
啊啊啊啊必须宋浩老师啊！！！
佟大大！！！！！！！！！！！！！！！！！
doyoudo
一数
戴耳机吓得我脑子嗡的一下
凯子巨人永远的神
好诶！
一数！！！
！！！！！
我奇牛逼 卖石油的奇上课特别有特点感觉，会是一个责任心满满的老师男的欧
佟大大也超好！
啊啊啊啊啊啊，我的佟大大！！！
黑马确定不是在打广告
小浩浩排名
一数真的好
全面知识 需要一个公基的马克老师
地理还有羊羊啊
我是大学专业物理啊喂
全体起立
全体起立！！！！
Yyds
排面
kangpang也可以
一数！
我的佟大大
一数！
b站辅导员
都关注了
我我我
黄夫人必须有排面！
没有毕导吗【doge
dc008
黄夫人！
黄夫人！！！！！！！！！！！！爱
瑞斯拜排面
超爱定哥！！！！
这次一定
我为什么上学的时候不知道看…
 YYDS
奇哥！
一数
兔老爹强啊！！！
还有步玎
一数NB!!!
二二酸酸！！！！
我爱宋浩
步玎高数课程我化三天看考了90分
有山先生呢？
黄夫人
夫人排面
高数步玎
步玎！！！！
这次一定
我爱夫人
必须nb
步玎步玎！！！！！！
数学微课帮也很好的w
王婆卖瓜
哈哈哈哈
Yyds
黄夫人
一数！！！
石油！！！
杨真直！
奇哥！！！
哈哈哈哈哈哈哈
笑死我了
黄夫人
奇哥超牛!
看了步玎的高数有人专升本了 ！！！！
！ ！
夫人！
李林！
步玎！！！！
奇哥排面！！
直接百词斩
还有步玎
步玎
步玎！！！
奇哥温文尔雅
YYDS
一数!
老厉害了
佟大大
买噶一数我的爱人
好家伙1000+
心一学长
小怀怀！！！！！！！！！
没有允文君我是真的会被退学的啊
一月多少钱！
一哥我爱你
夫人！
佟大大还是ett
huangfuren
全体起立
Morty ！！！
这次一定
一数
刚想搜这个阿婆主，原来就是你
一生拜托！！1喵喵老师太可爱了！1
我炒1000+(((o(*°▽°*)o)))
高东辉和刘廷阁！！
kk学姐
为什么高中没有发现这些东西
宋浩老师！！！！！
宋浩排面呀
一数！
Yyds
YJango
Morty！！！！！
不得不说，学过石油的奇哥确实不错
好活
黄夫人YYDS
没咋了牌面！！
有新教材的咩
我妈
宝藏！
超级棒的
我爱他
又是一个收藏大于点赞的良心视频
两个都关注了！！
牛啊
给夫人排面
瑞思拜排面
汉水丑生排面
宋浩老师
中学生
这个up讲的作文好好
黄夫人
这个浙江新教材着实让人为难
奇哥排面！！！
大象化学老师真的非常好。
黄夫人！！！！我的神！！！
化超牛逼！！！！！！
自夸是吧
！！！五匪子！
一数！
怎么没有高数
黄夫人是神！！
兔子排面
宋浩！！！！
石油老师
段妈！！我的宝藏呜呜呜
奇哥我的神！！！
给段妈打call
羊羊的地理教室!
黄夫人！！
黄夫人王者  王者
一数！
宋浩老师！！
我老公！！！！！！！
我老公！！！！！！！
我老公！！！！！！！
奇哥
刘老刘老刘老！！！！！
一数
兔兔声音超好听！！！
牛逼
一数
拍面
兔老爹YYDS
奇哥nb！！！
《铠之巨人》
雅思有没有指路？
硬核学长2077
我的夫人(●—●)
定哥！
居然没有jyy吗
Huangfuren！
黄夫人啊啊啊
全体起立
黄夫人
一数排面！！！！！
一数
黄夫人
满不懂，猴博士
树成林
强推树林同学啊啊啊！！！！！！！！！！
 黄夫人！！！
夫人！
推荐田翰博老师！！！！！
允文君的确厉害，考研普通物理全靠他的视频
这次一定
五匪子！！！！！！！！！
踢踢母鸡等于死派派啊啊啊
退了，我连大学都考不上有可能
一数排面！
石油！（不是）
对对对！！！
陈筱化学快去看！！
奇哥!!
我真信了
啊啊匪子姐！
期末图书馆抬眼望去十个人有八个都在看宋浩老师
啊啊啊啊她真的很不错
宋浩，我他妈吹爆！大学数学全是他教的
！
喜欢政治的政治老师！
下次一定
树林同学！！！
关注了么么
一数牛逼
一化
永远滴神！！！！
黄夫人
黄夫人
《成绩平平》
夫人！！！！
兔兔兔兔！！
YYDS
全体起立
社畜
定哥！
哈哈，可以 YYDS
黄夫人
你怎么全部挖出来了啊我的宝藏！（狗头）
全有哈哈哈
一哥我爱你！！！
l am a fool
投币了投币了，框框加油
哈哈哈哈
最基础的还是推荐jackmiao
超人YYDS！！！
自卖自夸
必须！！
提前宋浩
有没有0基础开始学的
没人？
huangfuren!!!
夫人讲的好人还帅
我的小郭老师呢
我是瑞思拜
YYDS
YYDS
YYDS
化学老施（bushi）
一哥排面
安老师排面！老爱了
YYDS
幻夜梦屿
陶大牌面！！！
政哥！！！
哈哈哈哈哈哈
嘿嘿
都有诶
黄夫人！  一数！
一千人多啊woc
化学超人
我靠，底下是进度条，牛逼
奇哥排面
咋子哥
哈哈哈哈哈哈哈
黄夫人排面
哈哈哈哈哈哈，直接好家伙
夫人！
“下次一定”
芜湖
宋浩
一哥
此时无声胜有声
红红火火恍恍惚惚，已关注
宋浩！！
绝对是一数
直接无脑跟武忠祥
黄夫人和一数
与佟同行，硕果累累!
一数我男神
夫人夫人我男神！！！！
汤家凤
黄夫人
这不就是你
黄夫人YYDS
毕导/基德
恐怖收藏量
对对对黄夫人吹爆
一数
新教材同学必听FredTao高考政治！
陶大！！！！！！！！！
高中物理推荐夏梦迪！！夏总就是物理网课届的神！！！
YYDS
罗翔老师
下次一定
奇哥
我想知道离高考还剩五十多天了，真的还有机会看网课吗，有时间看吗，学校的任务已经很多了了
没有中科大少年班我不是很认可
bilibili
哈哈哈哈哈哈
二二酸酸
yes！
YYDS
一数永远的神
黄夫人！！！
爱了
化学老师李政
奇哥！！！
学java看韩顺平
？？？？？？？？？？？？？？？？？
为koi老师打call 真的很良心!!!
YYDS
一数
koi你是我的神！30多提到80多
还有杨亮老师
地理老师小马也很行
黄夫人排面！
物理居然没陈老师我不服
Morty！！！
GIS呜呜呜
一数啊啊啊啊啊啊
哈哈哈哈哈
小怀怀！！！！！！
兔老爹！！
中大学生诱捕器（doge）
嘿嘿。。
小怀怀！
y y d s
杰哥
零基础java强烈推荐韩顺平
段妈超爱
弹幕好多
英语兔！
小郎啊为什么没有小郎真的好评
