妈妈～
涂脸这个其实是遮暇，遮住眼下的皮肤暗沉和黑眼圈
哇
因为怕眼妆把底妆弄脏所以后化底妆
妈妈！
这不是up原来眼睛吗，up是外国人啦
这个bgm我听着就想落泪
神他妈睫毛在挨打哈哈哈哈哈哈哈哈哈哈哈哈哈
UP主本身有不好看的点么
太好看了
伊莎贝拉之歌永远滴神
先扔出去然后倒放
扔出去倒放
绿色的原瞳色也太好看了
卧槽？？？
up主爱尔兰人？
这瞳色是人家本来的眼睛颜色……
我靠手勾发？
这是真眼珠（绝了 像玻璃珠一样太好看了
这是倒放吧
这个不是美瞳，眼睛本来就这个颜色
先画眼妆，再画底妆，不会让妆面看起来脏脏的。
皮肤巨好，素颜就太美了
眼睛好好看
这头发是怎么回事
天啊，好像娃娃在化妆
倒放
这不像美瞳啊，外国up吧
一模一样
up本身的皮肤比粉底液白。。。
音乐一响我又开始起鸡皮疙瘩
妈妈！
妈妈啊——！
皮肤太好了，像模型
这就是本色
我也是 我也以为已经上底妆了
这皮肤太好了吧
好美…！
这个眼线液笔看着就窒息
我想问这个bgm
日常妆也会有一簇簇的下眼睫毛，算常见的
重力在左边，屏幕是竖的，加上倒放
好美
我男生，在想手不稳插到眼睛该有多疼hhh
倒放
我也喜欢先化眉毛眼妆再上底妆
原来还有这种东西
面不改色，厉害。
已经像了
这鼻子我能看一整天
遮不住的绿眸 也太美了
OMG
卧槽
是外国人啊
前面的难道不知道原生瞳有绿色的事情吗？？？？？？
这皮肤我的妈
妈妈
这个眼线液笔看着就难用，但up真真是妙手回春
牛批…画出了我想象中现实版妈妈
自行车
又想哭了
妈妈！！
美得想哭
妈妈不是敌人...
妈妈妈妈妈妈
妈妈！
好活！
妈耶
紫色美瞳
妈妈
其实 她也是个悲惨的角色
妈妈妈妈
妈妈！
画皮了
妈妈
omg
外国人，这是她的原本瞳色啊
才发现背景音乐是伊丽莎白之歌！！
战锤巨人
这皮肤太好了吧
妈耶，皮肤好好
听取妈声一片
妈沫！！！
眼睛很好看
白人
妈妈！！
传说中的金发碧眼
妈妈！
伊丽莎白的退群吧
真假难辨
卧槽！！
睫毛自己飞上去了
绿色眼睛真好看
！
太稳
原来眼睫毛这样画啊
我的天，这么服帖
原来皮肤太好
原本就好好看！
你们觉得她需要化妆吗
额，我以为她是动画，所以说她需要化妆吗
我去
等等，这是真人！
想集资给她换眼线笔的程度
好自然啊
这个头发真的很像建模
惊了
我尼玛
在逃公主！
妈妈
妈妈！！！
天天天天啊
有点像白娘子
眼睛好美
有感觉了
？？？？救命劳斯好强
绿色瞳孔在欧洲也是很少见的，
好漂亮!
卧槽？
居然有比up更白的粉底液呜呜呜呜
好漂亮
这美瞳一看就很痛
感觉这是up眼睛原色
兄弟背景音乐反应半天名还整错了hhhh
我去
妈——妈——！
妈妈
滑片好厉害
建议想看的看漫画，漫画吹爆
妈妈!
干净利落
皮肤太好了
这皮肤绝了
卧槽 太还原了吧
妈妈！
皮肤太好了吧
天赋型选手
原瞳色绿色！卧槽
这眼线液笔感觉好难用
改变眼型吧
飞过去的应该是倒放吧
后上粉底？
Up好美
我就觉着黑眼睛黑头发好看
好白啊
所以说瞳孔本来是绿色嘛……
像娃娃一样
我一个男的为什么看了这么久
卧槽？
妈耶
我欧洲同学就是这个颜色 
太像了
妈妈！
unny的遮瑕巨暗沉
这个美瞳
非常像我年轻时
最后一根睫毛是画上去的
这里好像麦麦啊
真的像贝儿！
伊丽莎白退群那个笑死我了哈哈哈哈哈哈
这个up是国外的嘛
梅开二度
贝儿公主？
up居然比粉底液白
宝，换个眼线笔吧
这手太稳了 给我十年也练不成
这眼珠子真好看
卧槽
先上眼影后粉底，是为了保持妆面的干净
妈妈！
开心不我有麻麻
眼睛好漂亮
这个瞳色好美！！！！
妈妈妈妈
哇天哪
连着睫毛一起涂了
已经开始美得不像真人了
绿瞳带点蓝也太好看了吧
化妆品壳子都好好看
妈妈
天呐
鼻子好好看
我最喜欢的瞳色！！绿色
可怕
效果有了
神奇的化妆术
哇哇哇
效果非常像
这皮肤多少钱，买了
妈妈
眼睛超好看
妈妈！
是伊莎贝拉之歌啦！！！伊丽莎白是别的剧组的了！
笑到+1
草！这盒正好是怀表形状 刀死我了
一模一样！
妈！！！
皮肤太好了
太美了
天呐是真人！！
卧槽这原来是真人？！？
妈妈妈妈妈妈妈妈
可以问到BGM吗
好美
妈耶这个BGM破防了
妈妈
跟人偶似的
瞳色好美
吓到我了赔钱
卧槽
妈妈
母亲节特典
伊丽莎白hhhh
这底子也太好了
bgm是什么啊啊啊啊
求bgm
眼球也太干净了吧
锤妹
哦卡桑
卧槽
太好看了
绝了
妈妈！！！
洋娃娃！好看！真人版！
化妆和油画一个道理
我棕色的瞳孔是不是比较不好看
榜一NB!
！？太厉害了
好温柔啊
从漫画里走出来的姐姐吧
卧槽！
妈妈妈妈妈妈妈妈妈妈
挖槽啊
打破次元壁
妈妈
牛逼
皮肤也太好了！！！
牛牛牛
这洁白无暇的皮肤，哇
我第一次见画完比原画还好看的！好厉害
妈妈!
年轻的母亲
妈妈
开始了开始了
像在看妈妈早起化妆
这是绿色虹膜不是绿色瞳孔哟
妈沫
卧槽
睫毛挨打笑吐了
妈妈救命
妈妈
我的天，我还以为是假人
哇
币有了
up太美了
这瞳色太好看了吧
原来瞳色太漂亮了
卧槽
太漂亮了
手好稳哦
卧槽
注入灵魂
这个比伊莎贝拉好看呀
这皮肤也太好了
皮肤绝了
发际线好厉害
妈妈！！！
卧槽
因为人家是白种人啊
红色怎么说
太美了！
我也以为之前上过底…
原来这跟眼线是这作用
皮肤好好啊
好丝滑我带半天带不进去
皮肤还特别好！
up好像是外国的呢
妈妈！
就像假人
羡慕眉毛是浅色
惊险
这两年看到最完美的cos
这个眼线
妈咪
这是人吗
听取妈声一片
媽媽！！
卧槽
はは
卧槽
太像了吧
瞳孔黑边一下子就有动漫感了
妈妈母亲节快乐，快来吃我吧~
啊，怎么做到的啊
怎么画都美
妈妈！
眼睛里面有宝石
都已经长成这样了，居然还有人挑刺
这个bgm让我鸡皮疙瘩起来立刻泪目
太厉害
好美
妈！
有些人不知道可以不攻击嘛？？
这不是建模嘛我丢，我以为是建模
还得戴假的？
这女人好像真心想教会我们……
眼睛颜色太漂亮了
woc
真人是真的牛批
孝心变质
这皮肤也太好了吧！！！！！！！！！！
不是cg
这是美瞳
呜呜呜这个姐姐是真的厉害，cos什么都好还原
bgm叫啥？
你不化妆就已经是了
神态模仿好厉害
皮肤好好
我觉得不需要粉底 呜呜呜
只要化妆化的魔，美丽妈妈变老婆
妈妈母亲节快乐
瞳孔颜色好漂亮！
我愿称之为魔法
妈妈你为什么要生下我啊?
原瞳孔真的好绝 宝石绿 外国人也好少见的
太好看了
太牛了
(⊙o⊙)哇
这是什么神仙up
孩子们好！我是你们的爸爸
啊惊讶？？？？？？？？
我爱
画皮人 
本来就白，羡慕了
好干净
手好稳
这个遮瑕氧化特别快
妈妈！
洋娃娃呜呜呜
皮肤慕了慕了
这是仙女吧(ಥ_ಥ)
这些化妆品看起来好难用
皮肤太太太太好啦
路转粉
妈妈
bgm是什么
好干的粉底
WOW.
麻鸭 这手也太稳了
好还原！
虹膜才有颜色 瞳孔是中间黑的点
近看粉都能迷了你的眼
皮肤太好了吧
第一季真的好看
这皮肤好绝
妈妈
妈妈
老婆
这眼睛杀我！！！太漂亮了！
卧槽
妈妈！
绿色瞳孔
爱尔兰人，绿色瞳孔太明显了
这种皮肤竟然是真实存在的
卧槽！妈
いつまでもママのエマだよー
她戴的时候竟然不流泪
这脸也太小了
皮肤绝了
原本就好看
妈妈！
这脸型也太好了
妈妈
好用心的cos
这些道具是一次性的？
哇
完美世界
原来外国人也用双眼皮贴！(
太美了吧
美妆博主也已经这么卷了吗
还可以最后上底妆？
BGM就是伊莎贝拉的角色曲呀
妈妈！
卡密
有点魔性
！！！！
老铁们把专业打在公屏上
这是遮瑕…而且粉底液不是完全的白啊
朋友们这才是粉底
这皮肤羡慕
妈妈
锤妹嘿嘿
《战锤巨人》
妈妈母亲节快乐
指甲好好看
这才是美瞳
高手的世界不存在难用
原本的瞳色也太好看了
姐姐能不能出个出个野原美伢的啊哈哈哈哈哈
瞳色好漂亮呀
伊莎贝拉在化妆的感觉
妈妈咪妈妈
手太稳了
妈妈？
卧槽
皮肤太好了
这是生化危机农村里那个贵妇吗
这粉底用跟不用有啥区别哈哈哈哈哈哈哈
宁静
妈妈
你们在教up做事？
我以为是带了美瞳
哇哦
天秀
是百岁山嘛？
瞳色好好看啊！！
这是真实存在的吗 太美了吧
有感觉了，好美
卧槽
手好稳
这是魔法吧（）
前面的，这个眼线笔虽然看着就不好用，但是它黑，效果强，妆才像
伊莎贝拉之歌
妈妈！
麻麻！
真有人长这样
如此丝滑
天生丽质
光是看这眼睛就绝了!
伊莎贝拉！
伊丽莎白别的剧组笑死
妈妈！
但凡我画眼线手能稳点
好强
我以为是战锤巨人
哇眼睛的颜色就是绿色
这眼睛是认真的吗，太好看了吧！
百岁山
妈妈！
太烧钱了
妈妈！！(震声)
哇，，，绿瞳孔好美
unny遮瑕种草了
眼睛长得很像
我也觉得这个看着就贼难用
不是美瞳好吧 谁戴一副美瞳前还要刻意带另一副?up眼睛本来就是绿的
瞳孔绿色就不得了了 看到的东西都绿了
带的这么方便吗，我每次要怼半小时
扔出去不会碎吗哈哈哈
补土
这也太优秀了！！！！！
太稳了
眼瞳就是绿色啊！
难用但是颜色很深
外国人是先化妆后上粉底
注入灵魂
妈妈妈妈妈
妈妈！！！
bgm是约定的梦幻岛的插曲
太帅了
厉害
厉害
妈妈
妈沫
这一套得多少钱
前面羡慕眉毛浅色，现在tb买一个染膏自己弄也可以变浅
妈妈
卧槽
妈咪！
美瞳的笑死了，人家up是外国人
哈哈哈战锤
好看
卧槽
妈妈
好绝！
第一次看化妆过程也觉得赏心悦目
老天爷赏饭吃吗
妈妈！！！！！
难道你们不知道美瞳吗
厉害
卧槽
直接投币！
离谱！！！
哇
哦嘎桑
稳
UNNY遮瑕氧化很快……非常浮粉orz虽然遮瑕力也是真强
还以为一开始就戴了美瞳，眼睛好漂亮
前面说美瞳的还准备说带了两个了不？
呜呜皮肤好好啊
绝了
天呐，真的好像娃娃
妈妈
出货了，各位孩子们。
妈妈你真好看！！
这盒子也太好看了吧！！
好看的粉底
毛毛虫
up是国外哒，这是她本来的瞳色
哇哇
眼珠子好好看
妈妈
天啊
皮肤好好
脸好小
膜拜
漂亮
漂亮
漂亮
妈妈
卧槽
发际线是啥情况有人能给科普一下吗
皮肤太好了吧
这个太nb
伊丽莎白笑死
！
堪称无敌
这皮肤有必要遮瑕吗？
up主，你长得很好看啊！！！！！！！！！！！！！！
皮肤好好啊
青绿色的瞳孔！好漂亮！！
bgm就是约定的梦幻岛的歌啊
年轻时的妈妈！
眼睛好好看我丢
人才
眼睛好好看
都给爷关注！
我想知道双眼皮贴是哪个牌子，粘的好牢固
卧槽这原本就长的好神仙
好吃吗
这遮瑕巨难用，别买
这不是美瞳 美瞳一眼就看出来了
终于等到你
握草妈妈好美
这个贴法！学到了学到了
呦  哥几学
bgm是什么
真眼珠子啊？？我震惊
义母e吐息
绝了
这个皮肤上啥粉底。。上了个寂寞
皮肤能这样也是很罕见的Z
妈沫
好孝
妈妈!
太棒的皮肤好看
好漂亮的眼珠子
好美啊
绝了
就离谱
眼白真白
拉拉戴巴
这手
好漂亮的眼睛
你还用什么底妆！！！！
虽然但是unny的遮瑕真的很容易暗沉啊啊啊啊啊
BGM:伊莎贝拉之歌
卧槽
指甲也好看！
妈妈
妈妈
小手一抖~
本来就是个外国人
卧槽！妈妈
这个叫眼线液，小白不建议尝试
画皮
这个发缝，绝了
瞳色太漂亮了啊啊
不是美瞳啦，就是原本的瞳色
伊丽莎白哈哈哈哈哈哈哈
哇！！！！
妈妈!
妈咪！！！！
太厉害了
救命啊 这长相是真实存在的吗
好厉害呀
慕了up主
这底子叫不错?！这是超级好吧
滑片啊！！
卧槽！！
好看！
好漂亮啊啊啊啊啊
这一看就不是美瞳啊，人家up本来就是外国人吧
妈妈
虹膜才有颜色的等等我 不管什么人种 瞳孔都是黑色
这皮肤我羡慕的口水都要流出来了
她这是，要教我们？
这个应该是真实瞳孔，慕了
伊丽莎白之歌哈哈哈
好像在给娃娃化妆一样好精致
皮膚超級好 好羨慕
资生堂火烈鸟都有这种蘸取式眼线液，不容易晕
绝了！
小姐姐是人间芭比啊！
遮瑕效果也太好了吧
这个皮肤好得不需要粉底了吧
我一个男的看到现在
妈
神仙操作啊
专业
妈妈
草这个bgm鸡皮疙瘩起来了
她好白呀
妈妈妈妈妈妈妈妈！
我以为绿眼是美瞳
皮肤真好
一看就是原本的瞳色啊
童话里的人物哎
不带美瞳更美
直接拍番
天啊 原来是素颜啊
这化妆品是怎么甩的。。。。
完美，滋給
逐渐离谱
飞过来
瞳色好美
卧槽，穿越次元！
这是人间存在的吗，卧槽，好美
好美呀
顺便把眼睫毛也画了。
up是外国人啊......人家本来的瞳色
我愿称之为神
高等精灵
绝了
我做梦都不敢长这样！太美了吧呜呜呜
这个镜头真的就是一个娃娃呀
我愿称之为魔法
有些欧洲人是这种眼睛
问怎么接到的，首先排除倒放
伊丽莎白哈哈哈哈哈哈哈
妈妈
太还原了！！！！
不行
画到眼里咋办
画到眼里咋办
这个就是妈妈啊，超级像
妈妈！
那个世界好像真实存在了一样！
居然！我也以为
这就是仙女的配制吧
好白
表情好厉害
感觉像动漫人物在化妆
这皮肤是真的好啊
太羡慕这皮肤了
这是怎么做到的啊
卧槽
这是人能长出来的脸吗
人家底子就好
妈妈
可以
卧槽
好家伙，都不用上粉底
应该是倒放吧
说美瞳的但凡看看简介和up主页
太美啦
以后都是人造美女了么
绿色眼瞳好美
好漂亮！！！！
这指甲也太好看了
伊莎贝拉哈哈哈哈哈哈哈
差不多都是韩妆和泰妆
嘛嘛
紫眸眼睛还是绿芯！！！好美的眼睛
妈妈!
妈妈！
好像动漫里面的人物
皮肤太好了姐姐！！
本身眼睛就好好看
卧槽
老婆老婆
这样的眼睛很好画
眼睛的颜色太好看了呜呜
战锤巨人
卧槽素颜
皮肤可真好
前面说倒放的笑死我
妈妈！
天呐
妈妈
a。
有点像人了
我的天
妈妈妈妈！！！！！！！！
妈！
太像了
呜呜呜
天哪好美绿眼睛
卧槽
太厉害了
绝了！！！！
这皮肤也太好了ಠ_ರೃ...
这个我有
这才是真正的美女啊
卧槽。。
妈妈！
妈妈！！
完全不需要底妆
这是怎么做到的。。
妈妈！！！！
绿色那么美的眼睛？？！
哦对比指甲可以看出，贴脸镜头美颜严重
美颜了美颜了，对比一下指甲呀
不是中国人吧
这个眼珠颜色好看死了
说不是倒放的，你是老实人
皮肤好好啊
皮肤好好
Its nice
妈妈
妈妈妈妈！
卧槽NB！！！！
这么白，不需要粉底了都
厚礼谢
着实离谱，不投币说不过去
bgm好像夜航星
妈妈杀我
玛德绝了
太美了
这是一双适合搞美术的手
妈沫！
妈妈！
救命
《i love，your mum》
比妈妈还好看
画八字眉
这化妆的和接化妆品的不是一双手啊
伊莎贝拉之歌
这里看喝动漫一样
皮肤好好
太像了
妈妈！！
卡分
哇擦
hi 妈
化妆术
妈妈
不行我现在一听这个音乐就想哭
太像了吧
拍得太细致太舒服了
绝
卧槽这个盘我有
是倒放吧 扔下去的 maybe
孝心质变
眼睛真的好漂亮！！
感觉好难用 
妈妈！
我以为绿色是美瞳
我以为做的动漫人物呢。。
发际线像是植发的，天然不会这样
姐姐换相机了
bgm伊莎贝拉的歌
有颜色的是虹膜…………瞳孔是中间的黑点
简直就是艺术品
长得就很妈妈
这个眼线液笔也太难用了叭
肤色好白，好美啊啊啊
呜呜呜呜
好厉害
比粉底还白自然很羡慕
孝心变质 哈哈哈
这个指甲也超级美好吗
这绿眼居然不是美瞳！我的天美爆了！！！
天呐天呐我震惊的不会说话了
!妈妈
妈妈妈妈
卧槽
这手也太稳了
什么飞过来，是丢出去，剪辑时倒放
妈妈
绿眼睛让我想到了魔卡樱
啊收表那个动作也太像了！！！
画皮
瞳色太絕了吧！眼白也好乾淨呀
怎么能顺利的接住的
精致到像二次元我靠！！！！！
因为要活下去
求bgm啊啊啊！
我天
这不上粉底液毫无问题
篡夺者艾伦耶格尔，你还有什么遗言要说吗？
她比二次元漂亮
眼睑作画
直接喊妈
哇
好家伙
妈妈妈妈妈妈妈妈
绝了，太美了
好家伙
绿色的是虹膜，中间黑色才是瞳孔。生物老师气笑了
妈妈！！！
看女人化妆看到感动，可以
沧州你画完的这个妆总感觉慎得慌
约定的梦幻岛呀，，，
白到我把屏幕调暗了，不然刺眼
来了来了，开始有那味le！
不是接住是倒放啦
这个遮瑕效果还不错但是很容易氧化暗沉
哇 这眼睛 绝了
开始抷腻子
这画眉技术我酸了
嗯？我一画必晕
眼神好棒!!
怎么先画眼妆再抹底妆吗，好考验技术得操作
妈妈！！
妈妈v
天！！！
哦天
论：聊斋画皮的预测准不准
妈妈妈妈妈妈
这皮肤也太好了
后上底妆，厉害，不会碰到吗
天呐第一眼看我还是在我还以为在动漫里面的
太美了
打腻子
木有眉毛
妈妈！！！
我一个钢铁直男竟然在看化妆
卧槽
发际线啊
脸好小啊
这是个人？
这发际线
戴的是娃娃头套吗
娘
俄罗斯人？
这不是化妆，这是绘画
原本的眼睛颜色太美了吧
脸好小啊
有美颜的……不是说皮肤天生就这样……（褒义）
神仙姐姐
请收下我的膝盖
阿？绿色不是美瞳阿。。
怎么做到头发和皮肤分界线这么分明的呢
离谱
祢豆子感觉
倒放剪进去的吧
我有这个眼影
好美啊！
瞳色太好看了吧！
这个怀表好好看
怎么做到不弄坏双眼皮贴的
这个眼线液笔一般人控制不了
这难用的眼线液也能画睫毛真的是技术好了
皮肤太好了
这眼影粉质真好
这个素颜绝了
原来童话里形容的公主是真实存在的
绿眼睛像是精灵一样美
背后发凉。。
卧槽
进击的巨人吗？
妈妈 okokok
画的好干净
头发好怪啊
受不了了
皮肤太好了吧！！！！
皮肤真的好好啊啊啊啊啊啊啊啊
我的双眼皮就是这样的
倒放啊
上腻子
我不是为了学化妆的 纯粹就是进来羡慕嫉妒的
战锤，哈哈
皮肤好白净，好羡慕
这玩意怎么取出来
卧槽
卧槽
应该是手勾发
我靠
啊啊啊啊啊啊～～～
此手指应天上有
眼睛好好看
接东西是倒放吧
瞳孔肯定是黑的啊！！虹膜是有好多颜色的
妈呀！好美
因为有时候眼影啊眉粉啊会有细粉落在脸上，最后上粉底液比较好
……人家就是白种人啊，手当然白了？？有啥好怀疑的
"应该有红发人血统，眼骨像爱尔兰人,"
像红发族群眉骨，苏格兰或者爱尔兰血统
妈妈！！
那是虹膜兄弟们
虹膜是环形的有色的瞳孔就是个孔
模糊了空间界限啊……
太美了
妈咪
像从画里走出来的
绝了
看到了吗，这才是美瞳
up太美了呜呜呜……
好精致呀
倒放呗
妈妈
卧槽
卧槽
妈妈！！！！！
我靠
啊啊啊，眼睛好漂亮！
真漂亮
有那味儿了
天，好白
妈妈，梦幻，岛
卧槽
up主是外国人吧 简介都写的英文
妈妈
这个瞳色也太好看了
卧槽
卧槽
有蒂法的cos妆么？
！手好好看！！
好看得离谱
绝绝子
妈妈！！
我一个男的搁着看什么。。。
第一季真的是好作品呜呜呜
天，这先天条件也太好了！！！
卧槽！！！
野原美伢+1
好像！！！
活人？活人！！
我的妈呀
妈妈
这个怀表我居然有
哦 妈妈!
伊莎贝拉的歌
一模一样
这个女生五官好正啊
我老婆
我想
卧槽
绿色瞳孔！
太厉害了
妈妈
老婆
天，我梦想拥有的绿眼睛
麻麻
不可能！
卧槽！
好技术好技术！
卧槽
绝了
眼睛的颜色也太好看了吧
卧槽，妈妈啊！
妈妈！
手不动，是怎么做到扔那么远的
妈妈我爱你!
我靠。。这样我就不跑了
妈妈
皮肤也太好了乌乌乌乌
我靠
这脸zuo
出现了！凡尔赛眼线法！
一切都是伊丽莎白的选择
眼睛真的太好看了
妈妈？
这眼周皮肤太好了
妈妈
厉害了
这是倒放
遮暇在眼下三角区当提亮，五官会更立体
前面的遮暇作用不是只遮暇。。更主要的是提亮面中部，这样会更立体
画迷毛了
卧槽
虽然看不懂都抹了些什么，但是真的很有意思
娃娃一样
楼上给我笑死
怎么能不眨眼呢
这眼线液超级不好卸
老天
是竖着拍落下去，旋转90度，再倒放
眼前真的好好看，羡慕到哭出来
卧槽
我家猫的眼睛一样的颜色
这个发际线
卧槽
妈呀
妈妈.
眼睛好漂亮
这皮肤也太好了！！
？？？？
专业
妈妈！
爱了爱了
把手给我吧~
把皮给我吧~
像娃娃~
绿色的眼睛
救命这个肤质太好了
bgm好像是伊莎贝拉之歌
她應該是有塗一層隔離再上遮瑕的 不過底子是真的好
妈妈
好家伙，突然动漫起来
这不能离近了看
卧槽
这么多层不拔干么
像动漫人物在仿妆，真是打破次元壁
卧槽！
孝心变质
绿色眼睛
卧槽
我还以为是娃娃，我的天！！
化妆品好惨哈哈哈哈每样修
化妆品好惨哈哈哈每样都要被丢出去
啊啊啊好看!
战锤
妈妈！
什么剧啊？
妈妈呀！活的！
好看！！！
我一个女的都心动了
妈妈！
这个发际线是真的吗
这是外国的美女啊？哇塞太好看了
怎么这遮瑕一整还变黑了呢，遮瑕都比人家皮肤黑，好羡慕这皮肤
五官立体
好怕你直接杵过来
生物老师狂怒
好像
？？？？开局那个难道就是她化好的样子？
厉害了呀这个。就好像动漫里的人出来了
妈妈
这个音乐有一种在玩奇迹暖暖的感觉
这叫易容术
白种人啊你们在说啥？
我爱绿眼睛！！！！太美力！up主化妆技术绝了！！！！
好美啊
眉毛划掉不是更省事？
妈妈
真的是很好看了
丢出去后倒放
BGM是妈妈哼的歌：《イザベラの呗》
感觉妈妈在化妆呜呜呜
就离谱
妈咪！
妈妈！
妈妈
妈妈
长得美，皮肤也这么好，慕了慕了
妈沐儿！快叫妈沐儿！
这不是化妆，这是绘画！
让我们一起倒放吧？
看呆了 本来在吃零食都停止了咀嚼
太专业了好喜欢！！！虽然我根本不可能学会！表白up！
不能出汗
皮肤细到看不到毛孔，慕了慕了
扔在垫子上
妈妈
妈妈！
我靠
真实存在的吗
我的天
天老爷！！！！
绝绝子
厉害
这个皮肤
直接化成动漫人物了
进入二次元了
up手好漂亮呀
真的温柔到想哭
好像娃娃
妈妈
不暗沉?
从里面走出来的吧！
请把专业扣在公屏上
妈妈妈妈！
长得太美了
妈妈
我爱你
我不行了，氩气
妈妈！
啊啊啊啊啊啊啊啊啊
妈妈
约定的梦幻岛BGM是伊莎贝拉之歌
这就离谱
啊啊啊
妈妈
妈妈！
卧槽
卧槽
好美！！！好厉害
眼睛的颜色也太好看了吧\(//∇//)\
背景音乐很好听
是戴了美瞳
都不眨眼
皮肤也太好了吧
美甲也好看！！是我心动的款
诶一
太好看了
哇塞，好厉害
别看了，这是我妈妈(狗头保命)
有内味了
好好看
这绿眼珠子不好看吗……
画这个有个严格的要求
看外国化妆的好像都是先化眼妆在上粉底
什么人都有的好吧
这还看不出来是外国人吗???本来眼就是绿的
好像角色在化妆
《妈声一片》
这就叫点睛之笔
妈妈！！！
眼睛是绿色的呢
这个怀表眼影也太好看了！！！
太神了！！
妈沫～ci饭啦
自由落体运动，倒放，旋转九十度变成横屏
妈妈啊啊
这个美瞳绝
我还以为绿色的是美瞳
up好看啊啊啊啊
都叫妈妈？好吧，我只能叫老婆了
妈妈
我直接自信 “嗨 妈妈”
这个眼睛！！！！！像翡翠一样好看呃呃呃呃呃
眼睛生的好看
双层睫毛
原本就好看
妈妈！
妈妈！
握草
我永远爱伊莎贝拉！！！！！！！！！！
画这么细节，卸妆好卸吗？
如果能普通的爱上你们就好了
妈妈
绿眼竟然不是美瞳我天好美
她眼睛好好看啊啊啊啊
我是说绿色的
好喜欢
芭比娃娃本娃了
喇叭啊
妈妈
注入灵魂
这皮肤是真实的吗
美到离谱
妈妈
手稳
这皮肤也太好了
妈妈
瞳孔地震
皮肤好好啊
妈妈
Epic
?别知道个美瞳就万事皆美瞳，带了十多年美瞳负责任说这是真眼
很好奇，美瞳要怎么取出来
麻麻！！！！！
妈
妈妈
妈妈！
所以手不动是怎么扔出去的！！
不怕画到眼睛吗QAQ
up自带绿眼？
好好看的眼睛啊
啊啊啊啊啊啊啊啊啊我死了
厉害
这是本来眼珠？
专业
膜拜
爱啦
mua美女
妈妈
妈妈
原来真的有人是绿眼瞳
老婆
不夹直接涂么
前面的美瞳用夹子或者手取出来带了美瞳眼睛是不会有眨眼反射的
卧槽
妈妈！
我的老天爷！！
卧槽卧槽
歪国人吧
绿色眼睛好绝，还以为是美瞳，妈耶，小姐姐也太好看了
妈妈
六二二
老婆
老婆
伊莎贝拉之歌
太美了啊
瞳孔还是虹膜很重要吗 知道说啥就行了呗
我差点美喷出来
全体起立
妈妈
