马茵 兵长！！
应该删除了一部分弹幕后边高级弹幕那一段
献出心脏
贵族战车
本能本能本能本能本能本能本能本能本能本能本能本能本能
哎呀
挥刀有人也有神，舞剑只认我桐人
燃烧吧，中二病之魂
大爱刀剑
牛逼
我会保护你
罪恶王冠不配拥有姓名嘛
杰诺斯！！！
看个视屏给我卡成PPT
很帅的台词
月牙天冲
BGM快跑
地球，由我来守护!地球，由我来守护!
十香啊啊啊
剑来！
本能
众所周知，血不是红色的
花最多的预算，放最炫的技能，挨最毒的打
我死神还是帅呀
神裂
一刀修罗
白一护声音真是好听
索隆呢索隆呢索隆呢索隆呢
带红A玩的都是好人啊啊啊啊啊！！！！
王来承认，王来允许，王来背负这个世界
切嗣啊啊啊啊
切嗣老哥稳啊
月牙天冲
本能哒！
本能
前方高能
前方高能
前方高能！
信徒在此
本能本能本能本能本能本能本能本能本能本能本能本能本能本能本能本能本能
斩瞳啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
最爱斩瞳，斩瞳赛高
有斩瞳，我啥也不说了
野良神！！！！
高级弹幕，hh
王来承认，王来允许，王来背负整个世界！
啊啊啊啊啊
哇，好高级的弹幕。
王来断手，王来送头，王来愉悦整个地球
献出心脏
斩
菊花盾
斟茶兵
本能
帅帅帅
牛逼牛逼
本能本能本能本能本能本能本能本能本能本能本能本能本能本能本能本能本能本能本能本能本能本能本能本能本能本能本能本能
6
好可怕
我tm真没见过这样的弹幕，太np了
我上了 蓝染
天地乖离开辟之星
神代利世
名字
答案，本能
？？？
一刀修罗
我来了！-wl
利世！
哈
没有以剑制剑，吾等大义毫无阴霾？？？
哦哦哦哦哦
没绿藻头，差评
看大家的弹幕，应该是高级弹幕被清了
恶鬼缠身
牛逼
卧槽，这高级弹幕
长见识了
游戏开始了
卍解！
我的妈耶，我因为弹幕卡退了两次
 弹幕飞起来。
666
吹爆全员
覆炽天七重圆盾!
"[""0.247"",""0.069"",""1-1"",""6"","" 最后的"",""90"",""80"",""0.393"",""0.459"",""1900"",0,1,""SimHei"",0]"
"[""0.392"",""0.762"",""1-1"",""6"",""最后的"",""90"",""80"",""0.393"",""0.459"",""1900"",0,1,""SimHei"",0]"
"[""0"",""0"",""1-1"",4.5,""高级弹幕君施工完毕 明娜撒哟啦啦"",""21"",""70"",""0"",""0"",500,0,1,""FangSong"",1]"
"[""0.1"",0,""1-1"",4.5,""高级弹幕施工完毕 明娜撒哟拉拉"",0,0,""0.1"",0,500,0,1,""SimHei"",1]"
献出心脏
我秃了也强了
，
本能本能本能本能本能本能
本能
剑骨头
本能
你这什么弹幕，这么高级
最爱狗哥的耍枪，很帅
我手在时，也是这么玩
我老婆玛茵
苹果毫无压力
逆袭
死神
一克锁
？在？我手机坏了你们谁赔？
操作铠甲（恶鬼缠身）
没人看到红丸
穿刺死荆之枪！
爱了爱了
啊啊啊啊啊啊啊啊。
无限的月牙天冲
本能
我的中二之魂再次觉醒
一天涨了7万的播放。。。。
雪器
这是什么鬼弹
没有未来的未来不是我想要的
葬送
为兵长献出心脏！！！
为利威尔兵长献出心脏！
弹幕666
十香
空白永不败北
大号的时候看，一会就完事了
吾王你在哪？！
插眼
。。。。
东京喰种！！！
这是什么弹幕
冲冲冲
帝具
吾王美如画
弹幕6
大狗
本能
本能da
～～～
咒器！
死神！
本能哒
灵能百分百啊啊，花泽辉气
葬送
本能本能本能本能本能本能本能！！！
献出心脏！
我家利世
孔雀东南飞
啊啊啊啊闪闪我的！！！
弹幕之王
帅帅气
怎么没弹幕
耳机党已阵亡
厉害
啊啊啊啊巨人全员！！
我死神！！
耳机党快跑
有钱人。。
酷炫霸气叼炸天
每日必看
高级
弹幕清了
本能本能本能本能本能本能本能本能本能本能本能本能本能本能本能本能本能本能本能本能本能本能本能本能本能本能本能
Bgm听了一遍又一遍，谁能告诉我名字
为利威尔兵长献出心脏！！
为利威尔兵长献出心脏！！
为利威尔兵长献出心脏！！
还不够还不够
山治山治山治山治山治山治山治山治山治山治山治山治山治山治
高级弹幕太棒了
耳机炸了
注意关弹幕
卍解！！！
斩
当我拔出第二把剑的时候，我就是最强的
啊啊啊
你币有了
再来亿遍！
一库走
燃烧吧！我的中二病
666
可惜没欧叔
弹幕怎么弄，秀炸了
卡成PPT
哥自助餐
啊
牛逼
up主居然同意高级弹幕吗
为兵长献出心脏！
十香
大狗红A
弹幕太恐怖。
啊啊啊啊啊啊啊啊啊啊啊
恶鬼缠身
帅炸
信徒在此
神裂应该要剧场版太空那一刀啊
我没救了
贵族战车
月牙天冲
