晕晕 好甜
这里没看懂哪里尴尬了，因为熊抖？
小轩这里演技炸裂，表现的真好
啊啊啊啊
燕子，你要幸福，幸福啊
结尾笑死我了
哈哈哈哈
高斯（幻视）
BGM:Reality
曲对币有
哈哈哈哈哈哈哈
初吻
真不会真的染了吧
哈哈哈哈哈哈
步惊云！
好烦啊你们！磕哭我了
甜死我吧你俩
哈哈哈哈哈哈哈哈哈
赛博朋克
分手的时候嘴硬太真实了鹅鹅鹅
我去
哈哈哈哈哈哈哈
看了三遍
今天刚分手了看到这没绷住
这个真的很甜
哈哈哈出不去了
再见
《我现在跟她求婚她都能答应》
求婚啊，就现在！
救！我最近就染了这个！
接下来请看浪漫但是不太多
哈哈哈哈哈哈哈
我在喝甜汤啊喂！我的鼻子！！！
好甜啊
哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
什么苏菲玛索
ohno为啥我刚刚差点哭了
阿朱
小黑紫
省流：甜
步惊云（）
这不是步惊云吗
甜甜甜
哇塞！
居然是荧光的
呃呃楼上那个呃......
"feminist,女权主义者。[T恤上的]"
小黄人变身之现实版
哈～～～～～～
我卡了
还不错啊
woc
游乐娃子
说实话，这脸型，这头型，这妆容。让我想到的是美杜莎。
啊啊啊啊啊啊啊太甜了
我上一个视频就是长隆
我上个视频就是长隆
哇啊啊啊啊啊啊
可恶
歩惊云
车没油了是吧？
小黑紫
我忘带钥匙了
车坏了怎么回去
reality
有没有人觉得很像牛小玲
甜到流油（doge）
哈莱王后?
肚池眼！！小轩
可恶！！！
好甜啊！！！！！
我真的觉得路过的人盯着按按摩椅的都很不礼貌。。
像海绵宝宝似的
确实有点尴尬hhhhhhhhh救命
步惊云妹妹多一点
笑死几年前的舞台嗑到现在（）
我被甜哭了，回来发个弹幕，呜呜呜
哈哈哈哈哈
甜甜的恋爱什么时候轮到我
好像刘敏涛啊
好甜
回不去（物理）
经典
不在一起 我第一个不服
整理
整理一下发型其实还是很酷很好看的吧！
丸子头拿捏了
绝世好剑！
好甜啊啊啊啊啊啊啊
他真的 我哭死
基佬紫
居然有点想哭
有栖川树璃
椿老师的勾梆子皇后
回不去了（物理）
《还没分手up主区》
奶奶好
雅典女神是吧
很甜这集
下血本啊
这期真的有被甜到
母子头
痛，太痛了
dreams ～  are my reality ～
步惊云
卧槽真像
牛顿
最后那段的情绪变化比现在好多演员都演得好
+3
这演技！！！！
好甜!
姨
别说小轩这里真的挺好看的，平时沙雕视频重点在梗上就没这感觉了hhh
哈哈哈哈哈哈哈哈哈
刘敏涛哈哈哈哈哈哈哈哈哈哈
张小丽救命
没带钥匙吧
难道不是步惊云吗？
bgm啥啊
呜呜呜呜
巴啦啦小魔轩
封面步惊云
演的太好了
不会真的是在一起200天了吧
好甜
头发在发光诶！！
哈～～～
这个布灵布灵的颜色
《夜间视角》
步惊云
好甜啊！！！！！
沃日这个好撩啊
！我以为我电话响了 吓我一跳！！
哈哈哈哈哈哈哈哈哈哈哈哈哈
bgm炸出来的
你懂我的表情这么骄傲的吗
我超，你就是大名鼎鼎的V吧
不敢动
好甜
甜死了
金泫雅和张贤胜 我的草马夫妇呜呜呜
讲真，我是这个发色
卧槽！阳光姐妹淘
我哭了
感动
钥匙掉车里吗
就。。。挺显白居然
我想起凌肖也说过这话（
步惊云吗哈哈哈哈哈
石矶娘娘
哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈
惊现草马cp！！！！
胡图图的妈妈
初
好甜啊！
步惊云？
好甜啊！！！！！！！
他两虽然傻傻的憨憨的，但是甜啊
两个人就是doublela
起步就是总监，这也太他妈真实了吧，哈哈哈哈哈哈
静妃
哈哈哈哈哈哈哈哈哈哈哈哈哈
罗芭
哈哈哈哈哈
步惊云！
我现在跟她求婚她都能答应！！
假面骑士天帝？
一个人是trouble，两个人是double。
哈哈哈哈哈
每周必看
果然难忘
步惊云！
恋爱还是得看别人谈
是的，超级尴尬
bilibili
new rules
有甜到
这个紫发看久了觉得还可以
现在我跟她求婚她都能同意
trouble maker！
有一瞬间我以为他是步惊云
哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈
哈哈哈
居然被甜到了
爱莉的发型哈哈哈
刚刚被感动到，长隆头发掉色属实没忍住哈哈哈哈哈哈哈
磕到了
游乐丸子
我凑，我为什么要点开这个视频，我要去服一袋稳心颗粒
讨厌！好甜哦
好甜
是不是没油了哈哈哈哈哈哈哈
《高山流水遇知音》
本来要感动哭来着一下子又笑死我哈哈哈
泪目
好甜
音石名
甜！！！！
明楼，你跪下，姐求你个事。
蛋黄派（幻视）
好甜啊
初吻！
哈哈哈哈哈哈哈
好！甜！
甜甜甜
“哈莱皇后”
古拉啦黑暗之神？
共紫头
小黑子。
初吻
甜哭了
刘敏涛
好甜啊！
不是步惊云吗
每天甜到
甜死了
哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈
阳光姐妹淘
阳光姐妹淘
《高斯》
省流：吃饱了
还挺好看！！
小黑紫
高斯？（bushi）
从未关注，从未错过
好甜啊啊啊
省流：头发掉色shai
图图妈
卧槽？！
分手应该体面，谁都不用说抱歉～
哈哈哈哈哈哈哈哈
步耕耘
好甜
啊啊啊我怎么被感动了
《小黑紫！》
啊啊啊啊啊啊啊好甜
小黑子
啊啊啊啊啊啊
好甜好甜
他好会啊
刘敏涛
哈哈哈哈哈哈哈
啊啊啊啊啊啊啊
绝配！！
啊啊啊啊啊是初吻的片段！
哈哈哈哈哈 我卡住了
真的很尴尬
我把步惊云全部点了一遍赞哈哈哈哈
哈哈哈
好甜
长隆好浪漫
我们起步就是总监
苏菲玛索是吧
初吻哇哇哇
步惊云
我还以为是阿真
省流，嗝
活吧
尿毒症
尿毒症
败家紫
真的好看
步惊云是你吗？
啊啊啊啊啊风的季节！，，，，，，，，，，，， ，，，，，，，，，，，，，，，，，，，，，
很可爱唉喂！！
……
这也太白了吧
啊啊啊啊啊啊啊啊啊
我的错觉吗？！怎么越来越甜了
其实男生还挺好看
哈啊～
《trouble maker》
鲨鱼是吧
可这是有线耳机啊
好甜！
确实挺美
图图妈
卡兹？
萌学院的电话亭？
石矶娘娘
《还没分手区up主》
但这种椅子很舒服
高斯
小月
靠 前男友曾经也这样给我戴耳机 放的也是这首歌
可惜少了颗痣，莫得灵魂
牛顿！！！
大耳朵图图的妈妈
大耳朵图图的妈妈
好甜！
《欻波》
卧槽，全身一麻
《情头》
卡兹
哈哈哈哈哈哈哈
葛城美里
twistzz
图图妈
步惊云
真情头
好像最后那个电影的反派皇后
步惊云雨么你何润东的师妹！
因为她在自己抖，沙发抖和自己抖不一样
trouble：麻烦
《蝴蝶忍》
彭昱畅（幻视）
步惊云
哈哈哈
好甜啊
oh～oh～oh～trouble trouble trouble
《你没了》
高斯goh（幻视）
哈
总监你不得去major找
求BGM
求这一段BGM
一个人trouble两个人double
救命这一段真的笑喷了
图图妈
步惊云
车没油了吧
两个人不是teoube  Q？
女。
刘敏涛（幻视）
没电了
高斯（确信
我去高斯
好可爱
trouble maker
省流：咸的
《还没分手区up主》
他长的好像张伟
你妈啊我都泪目了！！！！
哈哈哈哈哈哈真实
宋居寒。。。
省流：感动，但不太敢动
哈哈哈哈哈哈
黑魔仙女王
真的是黑魔仙女王
这个发型让我想起了巴啦啦里面的一个黑魔仙女王
长隆这里低头是帅的！
猜没油了
你不要过来呀！
我甚至为了看这个头按了暂停
看到这儿可以不用往下看 (确信这是最美的地方 )
蝴蝶忍
所以真的是200天吗
《初吻》hhhhhhh
车坏了吧
高斯？！
好甜啊呜呜呜
什么意思啊这里谁来给我解释一下？？！！
好甜啊呜呜呜
《妹妹说紫色很有韵味》
海思克技术脸
还得是原道
我看的是 巴拉巴拉
过期糖最好磕啦呜呜呜呜呜
《风云雄霸天下》
呜呜呜小轩哭了T﹏T
因为是咸芝士
刘敏涛笑死我了哈哈哈哈哈哈哈哈哈哈哈哈哈
刘敏涛哈哈哈哈哈哈哈
演技真好，这眼中带泪的
翻斗花园张小丽
……
初恋！！！！
眼泪都快出来了给我憋回去了
刘敏涛
m
葛城美里
说高斯的那个你别走哈哈哈
初吻的情节！
省流：没分手
真情头
我都不想劝了，她们还没分手？
1
但是这个发色真的显白啊哈哈哈哈哈哈
我去
好甜
我的草马啊啊啊啊！
这TM跟我们数学老师一模一样
累！
哈啊～
你不要过来了啦
怎么才200天。。。
好活，看完了，有创意
这不图图妈嘛
《还没分手区up主》
图图妈妈
围裙阿姨
这个衣服专门扣个洞漏肚脐眼吗
步惊云
哈哈哈哈哈哈哈哈哈哈
外星人耳机
俩个trouble那不就是troublemaker么哈哈哈哈
步惊云
步惊云
脑电波链接上了
我不敢动
不快乐紫薯精VS快乐紫薯精
步惊云是你吗
小黑紫
那男的我第一眼差点看成王宝强
张小丽哈哈哈
黑魔仙小月
美里
新概念情头
""
