danmu1
贡献一个弹幕
罗汉加油
注入灵魂
摸摸摸
由于弹幕过多，删除了吧
弹幕？
弹幕被清了，不开心
??
242
弹幕弹幕！！
注入灵魂
/mute all
你还有脸说
？？？？？
注入灵魂
弹幕清过了  上次根本看不清
起凡于禁
？？？
。。。。。。。。。。。。。。。。。
刷起来
我是弹幕
你关弹幕了
罗汉变长了。。。
起凡群雄逐鹿 十v十 我左慈张角怂成罗汉
注入灵魂
红色的是什么
太牛了
得奖了清除了以前的记忆罗汉你变了
我的名字叫贪婪
凎
283？
弹幕删了吗
于禁都被删了
300多刀？
/mute all
放过他俩吧
？？？
淦
。
行窃预兆没了啊
发育到对面高地
。
群雄逐鹿
人渣巨人
完美契合
我是万万没想到
日炎神教再临峡谷？
以前于禁魏国往家背后C出去直接到上路
我最喜欢玩于禁，小的时候
弹幕呢
还有这种操作？
66666
让子弹掉
没想到啊
行窃预兆没了
这尼玛老实啥呀
注入灵魂
6-4-10排位胜利报道
感谢罗汉真的脏
/mute all
？？？？？
更 更……更新了
脏心烂肺
我发弹幕咋不显示
行窃预兆也被你打没了
。
注入灵魂
上帝去世了
人渣巨人
嘴型完美
行窃预兆没了
弹幕呢？？？？
许褚！！！
起凡打多了吧兄弟
6666
oligei
哈哈哈哈
人渣巨人
弹幕好少啊
弹幕
熔渣
日炎神教回来了？
粉胖，小丑祖师爷
wc
弹幕呢？
弹幕加油。
起凡群雄于禁
粉胖
注入灵魂
块补充弹幕
霸屏！
名字呢
弹幕没了？
行窃预兆没了
催更
弹幕都去哪了
？？？？？
弹幕呢？
完结撒花
这胖几是北美第一小丑
熔渣巨人
参见祖师爷
参见祖师爷
参见祖师爷
祖师爷！
请问一下这是什么电影
注入灵魂
小丑贼强。
？？？？？？？？？
dan m
4399？
行窃预兆没了
摸摸摸
上帝的心态发生了一些变化
一发入魂
弹幕清了？？？
。
这个是完结了吗？
淦
注入灵魂
哈哈哈
是挺短的
弹幕呢？？？
弹幕呢
握草，牛壁
注入灵魂
阿然哈哈哈哈喜欢他
？？？？？？？
PGONE
PGONE
让子弹飞，民国三部曲之二
。
弹幕呢
人渣巨人
是的我心态变了
弹幕太多给删了？
算了，弹幕删了我们再给他组织起来
你是不是想peach然后自己放屁
弹幕呢？？？
弹幕都给我出来
弹幕太多被清？
！
6
???
连万年没人理的小丑都被削了，罗汉是真的狠
？？
你再说一遍呗
摸摸摸
嗨呀，弹幕被清了=！！！
?
?????
太溜了
让子弹飞
你们玩小丑的心都脏
弹幕呢？
哈哈哈
弹幕呢
开启孤儿模式
？？？？？？？？？？
诶罗汉你不是看不懂英文吗为什么要屏蔽他们
力丸？
？？
栽种
注入灵魂
你也想开花
惊现快乐↓
hhhhhh
hhhhhhhhh
以前于禁第一次改的时候，卧槽  真的无敌  C过去 三四刀一个
pgone
muteall
666wc
开金矿
没想到
玩小丑的心人都脏
跪着把钱陪咯
老实人，如果小丑是心脏，那么你就是脏心烂肺
牛逼
我TM曹丕神E怕过谁
罗韩牛b
上帝的心态发生了变化
行窃预兆没了
让子弹飞 10年的电影
没了。
弹幕mute了
行窃预兆没了
注入灵魂
起凡已经凉了
再来一遍
5/5回来复习
老实人？
P G o n e
开口脆
在这停顿
人渣人柱力
差点忘记
+
恭喜你，行窃预兆删了
鄙人，P～～G～～O~n~e!!!!!!!!!
？？？？？
弹幕被清了
哈哈哈哈
暴击没了 ad加成削弱了 所以是增强ap削弱ad
哈哈哈，躺枪
群雄涿鹿？？？
。。。。
？？？？没弹幕
happyyasuoeeeeeeeee
老识？
注入灵魂
666
这台词才是这视频的精髓，哈哈哈
日炎神教
线上跪着
注入灵魂
注入灵魂
就是怕你偷对面野，没游戏体验
背刺暴击必须要在q的隐身时间才可以
灵活
人渣巨人
pg one
祖安人
???
阳炎神教？？？
毛子
/mute all
+-
弹幕被清了
罗汉罗汉
哈哈哈哈
明目张胆高地断兵，还悄悄发育
进度条惊了
祖传异能
摸摸摸
六——子——
什么弹幕清了，狗比艾瑞克?
这虚化很细节啊23333
注入灵魂
行窃预兆没了
脏心烂肺
阿然
注入灵魂
山上跪着挣钱
hahahaha
111
记住在这一套路中这一步尤其重要
让子弹飞
上帝心态发生了一些变化
祖师爷
地  狱  火  炼  金
？？？？？
现在12月26新小丑还没上线国服
0/10前来报到
小刀喇屁股 开开眼
注入灵魂
？？？？？
日炎神教？
哈哈哈哈
又老有色。
cn otto
哦哦，不好意思，行窃预兆删了。
上帝的心态发生了一些变化。
炼金：我到对面高地发育
这胖子北美第一ap小丑，俗称祖师爷
什么电影
什么电影
@觅渡
？？？？？？？？？
哈哈哈哈哈哈哈哈哈哈
弹幕呢
这两个警察已经笑了一年了
注入灵魂
伤害加成巨底，我现在也就玩AP了，难玩
辅助也有了
让子弹飞
偷偷发育  张扬滴不要
尬
。。。
破釜沉舟
弹幕呢？
弹幕不清了 是历史弹幕 可以自己去翻
？？
你管他叫不太长？
pgnoe！永不灭！
行窃预兆么得了
/mute all
悄悄发育？？？？
弹幕
弹幕
弹幕？
在?为什么是剑魔王
阿然哈哈哈哈哈
老bug了
去高地开矿不会被骂么
脏心烂肺
为啥
？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？
有的
弹幕呢
pgone
PG One
脏心烂肺
脏心烂肺
刀妹在起舞
刀妹在起舞
给行窃预兆上香
本人无疑
23333333
233333
来点弹幕
金矿
，，
哇哦
哈哈哈哈哈哈哈哈
666
alize
让子弹飞
世界第一AP小丑粉胖
\于禁
人呢
打飞你的医保卡
弹幕呢
这电影叫爱的供养
乐乐
摸摸摸
烂心烂肺
不在
注入灵魂注入灵魂
卧槽？
让子弹飞！！！！
在
弹幕在这！
改回来了？我又能玩了
催更
催更咯。催更咯
饶了这俩警察吧 笑一年了
饶了这俩警察吧 笑一年了
让子弹飞啊
。。。。。
让子弹飞
哈哈哈哈
日炎的小件
弹幕？？
2
哈哈哈
？？？？？？？？？？？？？？？？？
？？？
盲僧 瑞文 奥拉夫 烬 亚索 盖伦
不太长？罗汉怕是对长度的理解有问题
没弹幕？
nb
。。
6倍快乐！
ad们退出了直播间
？？？？
以前于禁强
文哲
弹幕呢
好一个不太长
不愧是你
30分钟300刀的打野马不要了吗
6666666
不太长不太长
盲猜对线上帝
柯p
补弹幕
/mute all
啊，还有可能是，你发现美测里面国人不少233
这TM是八岁？？ 没人信 我都不信
弹幕清过了
线上表示口吐芬芳
让子弹飞
人渣巨人
好短啊
熔岩惩戒
哈哈
我笑了
人才
鸭腿饭没了
？？？？？？
下次一定
祖师爷啊！
？这么疼，尼玛祖师爷睡觉都能笑醒
???
弹幕弹幕
？？？？？
丛刃不是更香吗
饶了这俩警察吧 笑一年了
参见祖师爷
快乐
快乐
注入灵魂
注入灵魂
我在那喝水呢，吓我一跳，水撒一裤子
？？？？？？？？？？？
行窃预兆么得了
哈哈哈哈哈哈哈
3-12来复习
去脏美服，干的漂亮
哈哈哈哈哈
行窃预兆
摸摸摸
老实人
副市长之力
人渣巨人
让子弹飞
哈哈哈哈哈哈
别揍亚索了，太惨了
上敌方高地悄悄发育
9-2-14前来报道
淦
破釜沉舟pgone！
#后台播放
这不是北美第一小丑吗？
史诗级加强，策划最近喜欢玩小丑？
4399?
于禁
哈哈哈我转正了
happy yasuo
带一手行窃预兆
上香
力丸
这是我没想到的
注入灵魂
起凡哈哈
有人吗
有人吗？？？？？？？？？？？？
这台词功力太强了
快乐之王？中文诶
怪物猎人?
可以可以，不长不长
remake
一点都不长
注入灵魂
happy yasuoeee啊哈哈哈哈
这是什么电影
那线上的人清我野咋办
但是暴击也没了
pink world
6
？？？
于禁
破釜沉舟
pgone
这电影叫啥
PGONE
pinkward
qwq
弹幕呢
哈哈哈哈想不到
我喜欢发育
带盒炼金
140
happy yasuo eeeee
注入灵魂
注入灵魂
i
传统艺能
电影：让子弹飞
让子弹飞
鄙人
pgone
pgone
让献祭飞
行窃预兆么得了
弹幕被刷新了，正常，太多就这样
左下角瞩目，happyyasuo
我觉得原版的也很强了啊
口水给笑出来
17分钟！
@金贡
把行窃预兆玩没了。。。。。。
开花
玩小丑的心都脏
组队打爆医保卡（1/8）
组队打爆医保卡（2/8）
组队打爆医保卡（3/8）
组队打爆医保卡（4/8）
组队打爆医保卡（5/8）
那为什么不用丛刃呢
让罗汉飞
我快笑死了
pink word
注入灵魂
下路金矿它不香吗？
哈哈哈哈
哈哈哈
带暮刃啊
注入灵魂
教主回来了？
是不太长，没有以前那个钢筋铁骨老妇女长
我记得啥时候于禁刚进游戏超地图外面放位移可以到地图另一半
我就是想发一条弹幕没别的意思
魂
妙啊
高地悄悄发育
我把刹车踩断都没想到
刹车踩断都没想到
我是把刹车踩断都没想到
没想到吧
注入灵魂
祖师爷牛皮
66
66
粉胖
上帝上头了
我确认一下我开了弹幕
我想看粉胖笑的样子
开门见山
？
哈哈哈哈
倍数不能做加减...数学老师看了得吐血
宁又笑了
嗯？？？
MMP
传统四部
被我铁男打废了
妙啊
你好长啊啊啊啊啊。。。。
注入灵魂
注入灵魂
我关了弹幕！？？？？
行窃预兆上香
弹幕太多了，被清过一次了
高产似
注入灵魂
淦
?
新东方烹饪学院
?
从来不写情歌虽然儿时也喜欢暗号
性格一直是有话明说，吐字锋利能划出弹道
PG One
玩小丑的心人都脏
？？，
班比的人渣
高小凤
哈哈哈哈哈哈哈这个图惊了
。
额
让子弹飞
地段
上香
这都发育到高地了
1112233
前几个月看弹幕挺多的呀，被清空了吗？
黑暗中的利刺 于禁称号
哈哈哈哈哈哈
就这？好笑吗？
哈哈哈哈
粉胖nb
乡村老尸
nb
熔渣吧
6666
/mute  all
无限火力还没选到
看得来文名字
师爷屁股在树上不疼
？？？
HappyYaSuo eeeee
注入灵魂
犇犇犇犇犇犇犇犇犇犇
emmm
毫无PS痕迹
？？？？
让子弹飞一会
哈哈哈哈
哈哈哈哈
打野刀又改了 哈哈哈哈
打野刀又改了 哈哈哈哈
打野刀又改了
弹幕来了
注入灵魂
行窃预兆没了
错错错
？？？？？？？？？
不得了不得了，一模一样，我特喵的得鼓鼓掌
注入灵魂
提前颜色瓢
人渣巨人
终极蛇皮上帝视角之天底下就没有我治不好的痔疮之兄弟其利断金之炼金听了想打人之新版小丑最强套路
弹幕呢 搞什么
pgone
弹幕呢
这嘴型还对上了
？？？？？？/
妙啊
666
凎
。
我兄弟二级来中路gank，十八级走的
小丑
这盖伦
让子弹飞
反反复复
发发发66666666
弹幕？
手动@觅渡
@毛子_Reckless
破釜沉舟
刹车片坏了
这名字真短
让子弹飞
淦
丛刀打一下开大
很喜欢 666
我回来了对面剑圣以及诺手手段极其残忍
大打野刀现在也有惩罚了
于禁没了现在
罗汉长了
注入灵魂
行窃欲兆被掐
Happy  Yasuo
真的牛
哈哈哈
wdnmd
牛逼
行窃玉罩
HappyYaSuo eeeee
颜色颜色
摸摸摸
日炎神教
注入灵魂
入坑
我想康罗汉玩脏套路时队友的发言
躺着把钱送了
注入灵魂
哈哈哈哈
+
？？？？？？？？？？？？？？？？
.
哈哈哈
说得好
为了防止上单脏野
注入灵魂
6/0
666
快乐之王?
。
2025前来考古
？？？？？？？？？？？
遇到上帝怎么办啊
喜欢发育的theshy和罗汉
注入灵魂
深井冰
注入灵魂
n
传统手艺
不太长(确信)
差点一口气憋死
一寸长一寸强
y
哈哈哈哈哈哈
注入灵魂
狗币艾瑞克
没想到吧
嗯？
秒了
妙啊妙啊
可也
哈哈哈
莫得了～
莫得了～
现在打野线上惩罚加强了。。。
让子弹飞
取名鬼才
悄悄？
人渣巨人
我淦
疯狂背刺
炼金这个英雄才是真的下作哈哈哈哈
下次一定
下次一定啊
下次一定
回来补习一下
/mute all
纠错：Yàng Yàng大国
注入灵魂
有点东西
注入灵魂
注入灵魂
辉耀德鲁伊……
让子弹飞
注入灵魂
淦
淦
/mute all
23333
老实人？不是人吧
被动也改了
注入灵魂
觅渡呢？？？？
这个是pink  word 北美第一小丑，ap上单小丑的创始人
这个是pink   word，ap上单小丑的创始人，北美第一小丑
觅渡是模仿pink  word的打法
哈哈哈哈哈哈哈哈哈哈哈
行窃预兆没了
没想到吧
以前不是暴击吗
行窃预兆没了…
你是个锤子的老实人哦
单机游戏
弹幕怎么少了
都禁言了。
让老子飞
行窃预兆没了
???
1-21-3回来复习
。。。。
我已经看到了结局
火钳刘明
上帝的心态发生了亿点变化
好长
淦
SA?
小刀拉屁股。开开眼！
家
行窃预兆摸没得啦
鄙人 PG 万！
还好还好，听你说完我想睡了。
上帝来了
有dota内味了
没想到吧
注入灵魂
就是没闪咯
233333
参见祖师爷
注入灵魂
淦
弹幕呢
恭喜你
可不可以禁言十个啊哈哈
6666666666666666666
前方高能预警
前方高能预警
6666666666666666
前来还愿
？？？
注入灵魂
哈哈哈哈
？
电影：让子弹飞
哈哈哈哈哈
秀
哈哈哈哈哈哈哈哈
啊啊哈哈哈哈哈哈哈哈哈
明着争抢
66666666
666
硬核
我来挖坟的
自家打野等级感人
万万没想到
老版本的日炎不是唯一被动可以叠加，就有了日炎教主小丑，加上分身十二个日炎   还肉的一批
小丑玩家很无辜
吼吼吼吼吼吼吼吼吼吼吼吼吼吼吼吼吼吼吼
弹幕太多会清零一波。。。然后一直循环。。。
但是该脏的一个都没少
不是有那个打野规则吗，现在没了？
pw从s3开始我就看他了，老地图和boxboxsolo，然后box被乱秀
淦
哈哈哈哈哈哈哈哈哈哈哈
哈哈
终极蛇皮上帝视角之天底下就没有我治不好的痔疮之兄弟其利断金之炼金听了想打人之新版小丑最强套路
23333333
放屁
哈哈哈
阿然
日炎教主法力无边
wdnmd
行窃预兆没了
那么请问 到底是谁玩打野脏兵了（狗头）
这个娜美皮肤好看！
峡谷老农
666
摸摸摸
我真的烦死小丑这个英雄了
你行窃预兆
注入灵魂
注入灵魂
哈哈哈
66666
666
在线上混着打野
淦
注入灵魂
终极蛇皮上帝视角之天底下就没有我治不好的痔疮之兄弟其利断金之炼金听了想打人之新版小丑最强套路
莫           得          了
团伙作案
哈哈(ಡωಡ)hiahiahia阔以阔以
pg1？？？？？？？？？？？？？？？？
淦
我卡了吗 怎么没有弹幕
建议出个冰心
在30%一下才可以，无敌什么无敌
丛刃更舒服
行窃预兆没了
？？？
哈哈
以前就有斩杀，可以去查，真的
哈哈
快拿好自己的医保卡
人渣巨人
注入灵魂
行窃预兆没了。。。。
注入灵魂
xinz
注入灵魂
注入灵魂
不太长？？
nb
没了没了
注入灵魂
哈哈没弹幕
还不是你自己搞的
把野怪拉线上打
不是有斩杀效果，是恢复了
妙啊
注入灵魂
秒啊
弹幕呢？
？
跟老版的战争热诚一样
哈哈哈哈哈哈
才认出来是葛优
鬼才导演姜文的让子弹飞
？？？？
暂停学表情
？？？？？？？？？？？？？？
正片开始
玩小丑的人心都脏
觅渡觅渡？？
这盖伦我头笑没了
小刀喇屁股，给你开开眼
钉钉时代
funny mud pee
4399醒目
终极蛇皮上帝视角之天底下就没有我治不好的痔疮之兄弟其利断金之炼金听了想打人之新版小丑最强套路
.....
没人吗
没有冷却时间，但也没有暴击了
上-----------------------------帝-------------------------------------
好一个不太长
正片结束
nb
mm
莫得了~~
打野该脏还得脏
针对宝剑躺枪
毫无违和感
六六
马黛教你做人
666666
注入灵魂
人言否？
人渣巨人
考古，挖坟
注入灵魂
快乐风男EEE
弹幕
行窃没了
人渣巨人
wdnmd
666
主任灵魂
行窃没了
莫得了
暂停成功
暂停成功
上香
不行的两个人不叠加伤害
。
人渣巨人
66666
摸了
九折九折
出现了肉装小丑
人渣巨人
终极蛇皮上帝视角之天底下就没有我治不好的痔疮之兄弟其利断金之炼金听了想打人之新版小丑最强套路
？？？？？？？？？
百万配音
注入灵魂
牛 皮
越听肚子笑得越疼
之前一直是上单猛男，现在玩宣传6的一批
/mute all
这句话把我笑到了
张麻子
23333
给对面抬棺
???？？？？？？？
这么长？
？
弹幕呢
现在有人吗，有人发个啊
有人吗，发个啊
Happy yasuo
老  实  人
。
@觅渡
章鱼妈：嘿嘿
2020/4/28小丑削了
终极蛇皮上帝视角之天底下就没有我治不好的痔疮之兄弟其利断金之炼金听了想打人之新版小丑最强套路
终极蛇皮上帝视角之天底下就没有我治不好的痔疮之兄弟其利断金之炼金听了想打人之新版小丑最强套路
终极蛇皮上帝视角之天底下就没有我治不好的痔疮之兄弟其利断金之炼金听了想打人之新版小丑最强套路
我是万万没想到
估计就是看你和张嘉文才改的
注入灵魂
谁
终极蛇皮上帝视角之天底下就没有我治不好的痔疮之兄弟其利断金之炼金听了想打人之新版小丑最强套路
j
再来亿遍
哈哈哈哈哈哈哈哈
嘤嘤嘤
就这男枪都要K 兵。哪怕只有三金币，怎么说
绝了
莫得了
熟悉的开始
于禁 魏国BUG瞬上还有人记得吗？
淦。你管这叫耿直？
淦
注入灵魂
莫~得~了~
1/8回来报到
没想到吧
摸摸摸磨没了
心脏
不太长
注入灵魂
搞老外？
注入灵魂
哎 罗汉你不是看不懂英文吗 何必要屏蔽他们呢
奇怪的没想到增加了
再来亿遍
WDNMD
子弹飞这一段太深刻
密度和着胖子没法比好不好
啊
弹幕坏了吗
起凡  于禁？
三国争霸  于禁
把我炸出来了      CEWD
于禁
上路   姜维vs于禁
问题是人家没做加减啊，3*2=？
说一直都有的，你是云玩家？
币比赞多系列？
手动艾特觅渡
手动艾特觅渡
灵性
从小师姐过来，重新看一遍
渡子哥不播了QAQ
行窃手游有
莫~得~了~
融渣巨人
山里跪着[2333]
线上打野[doge]
线上打野[doge]
/mute all
这把对面谁谁手段比较残忍
不太长？
???????/
又想住了几个魔
币比赞多系列
这到底算是削弱还是增强？感觉应该是加强吧
让子弹飞
.
人渣巨人
哈哈哈
哈哈哈哈哈哈哈哈哈哈哈
丛刃同理
/mute all
/mute all
哈啊哈哈哈哈哈
口意~
白银排位赢了
注入灵魂
没想到没想到
注入灵魂
注入灵魂
好活
？？？
/mute all
注入灵魂
世界第一小丑
日炎神教教主重出江湖
让医保卡飞
罗汉解说
罗汉解说
人渣巨人
小丑玩家表示又被冒犯到
游戏特色
不太长
？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？
打野  1块钱不是钱吗
哈哈哈
人渣巨人
终极蛇皮上帝视角之天底下就没有我治不好的痔疮之兄弟其利断金之炼金听了想打人之新版小丑最强套路
终极蛇皮上帝视角之天底下就没有我治不好的痔疮之兄弟其利断金之炼金听了想打人之新版小丑最强套路
终极蛇皮上帝视角之天底下就没有我治不好的痔疮之兄弟其利断金之炼金听了想打人之新版小丑最强套路
终极蛇皮上帝视角之天底下就没有我治不好的痔疮之兄弟其利断金之炼金听了想打人之新版小丑最强套路
终极蛇皮上帝视角之天底下就没有我治不好的痔疮之兄弟其利断金之炼金听了想打人之新版小丑最强套路
终极蛇皮上帝视角之天底下就没有我治不好的痔疮之兄弟其利断金之炼金听了想打人之新版小丑最强套路
终极蛇皮上帝视角之天底下就没有我治不好的痔疮之兄弟其利断金之炼金听了想打人之新版小丑最强套路
终极蛇皮上帝视角之天底下就没有我治不好的痔疮之兄弟其利断金之炼金听了想打人之新版小丑最强套路
打野凭实力脏的兵，为什么不给钱
6666
2020 8 1 前来考古
8月4日考古
终极蛇皮上帝视角之天底下就没有我治不好的痔疮之兄弟其利断金之炼金听了想打人之新版小丑最强套路
哈哈恍恍惚惚
工具人兄弟
？？？
注入灵魂
PG  one！！！
？？？？？？？？？？
注入灵魂
？？？？？？？
没了啊！！！
可能是被国服人骂的
脏心烂肺
祸害外国人去了
祖师爷
孟获
没了
注入灵魂
粉胖！
？？？？？？
4
莫得了~~
终极蛇皮上帝视角之天底下就没有我治不好的痔疮之兄弟齐心齐力断金之炼金听了想打人之新版本小丑最强套路
把线上对手当野打
zjw
TMD，把行窃预兆玩没的男人
阿拉蕾
注入灵魂
上面的你不对劲
没视频的第n个月
别艾特觅渡了，论时间祖师爷不知比他早了多少，而且祖师爷玩的都是大师王者局
没了
你更加脏心烂肺
？？？？
终极蛇皮上帝视角之天底下就没有我治不好的痔疮之兄弟齐心协力其利断金之炼金听了想打人之新版小丑最强套路
阿然很努力
老实人
终极蛇皮上帝视角之天底下就没有我治不好的痔疮之兄弟其利断金之炼金听了想打人之新版小丑最强套路
终极蛇皮上帝视角之天底下就没有我治不好的痔疮之兄弟其利断金之炼金听了想打人之新版小丑最强套路
终极蛇皮上帝视角之天底下就没有我治不好的痔疮之兄弟其利断金之炼金听了想打人之新版小丑最强套路
终极蛇皮上帝视角之天底下就没有我治不好的痔疮之兄弟其利断金之炼金听了想打人之新版小丑最强套路
终极蛇皮上帝视角之天底下就没有我治不好的痔疮之兄弟其利断金之炼金听了想打人之新版小丑最强套路
终极蛇皮上帝视角之天底下就没有我治不好的痔疮之兄弟其利断金之炼金听了想打人之新版小丑最强套路
终极蛇皮上帝视角之天底下就没有我治不好的痔疮之兄弟其利断金之炼金听了想打人之新版小丑最强套路
终极蛇皮上帝视角之天底下就没有我治不好的痔疮之兄弟其利断金之炼金听了想打人之新版小丑最强套路
终极蛇皮上帝视角之天底下就没有我治不好的痔疮之兄弟其利断金之炼金听了想打人之新版小丑最强套路
终极蛇皮上帝视角之天底下就没有我治不好的痔疮之兄弟其利断金之炼金听了想打人之新版小丑最强套路
终极蛇皮上帝视角之天底下就没有我治不好的痔疮之兄弟其利断金之炼金听了想打人之新版小丑最强套路
终极蛇皮上帝视角之天底下就没有我治不好的痔疮之兄弟其利断金之炼金听了想打人之新版小丑最强套路
终极蛇皮上帝视角之天底下就没有我治不好的痔疮之兄弟其利断金之炼金听了想打人之新版小丑最强套路
终极蛇皮上帝视角之天底下就没有我治不好的痔疮之兄弟其利断金之炼金听了想打人之新版小丑最强套路
山里跪着
老番重温
让子弹飞？
是
KKK滴好哦饿了咯
我是万万没想到
？盒子早就是aoe了。。。啥版本这是
捞        尸       人
现在打野刀都没啊哈哈哈
没想到
终极蛇皮上帝视角之天底下就没有我治不好的痔疮之兄弟齐心之炼金听了想打人之新版小丑最强套路
草
考波古
不讲武德
这是被削的最狠的英雄  和小丑比刀妹就是个的der
哈哈哈哈哈哈哈哈哈哈
有道理
注入灵魂
NB
鬼才
阳光大男孩
远古版本日炎小丑
听听你说的，这是人话
终极蛇皮上帝视角之天底下就没有我治不好的痔疮之兄弟其利断金之炼金听了想打人之新版小丑最强套路
设计师懂游戏？哈哈
神话装备时代，日炎神教又出现了
觅渡表示这我熟
么得行窃预兆了
  .
0.
注入灵魂
注入灵魂
3
汝闻此是人言否？
.
穆特阿拉蕾
粉胖就是小丑祖师爷
背刺是额外伤害，q之后那下背后攻击才是暴击
不叠加伤害但是两个人都会造成伤害啊
全是中国人
和气发财
半夜笑出猪叫
弹幕呢
+-
Dzg阳光大男孩
我也可以发顶部弹幕了
喇
】、
mute all
去山上跪着要饭哈哈哈哈
现在连打野刀都没了
哈哈哈
哈哈哈
哈哈哈哈哈哈
现在已经没有打野刀了
终极蛇皮上帝视角之天底下就没有我治不好的痔疮之兄弟其利断金之炼金听了想打人之新版小丑最强套路
现在刷不动了
终极蛇皮上帝视角之天底下就没有我治不好的痔疮之兄弟其利断金之炼金听了想打人之新版小丑最强套路
注入灵魂
注入灵魂
行窃预兆还有吗？
财富自由
以前是暴击，无限火力ad小丑一刀一个，现在没了
盒子控制时间短了 打野效率高了 盒子恐惧时间减少了一半多
盒子攻击力也比以前低不少 单体的话
线上打野
阿然
我也可以了
刀塔
真香
申遗
同归于禁？
哈哈哈哈
**退钱
人渣巨人
.
申遗！申遗！
申遗！申遗！
大杀特杀
@觅渡（doge）
让子弹飞
注入灵魂
钢琴住了几个妖，邮箱住了几个魔
熔渣啊，不出日炎的吗
《老实人》
没有贬低谁的意思 但是讲个笑话 粉胖玩大师王者局 觅渡不玩高端局
那是于禁出生往右边地图边水沟里c 能飞到上路森林那里
线上跪着
狮子狗：wdnmd
呢，a
起凡三国争霸 于禁
我中路曹丕贼6
哈哈哈哈
200+
行窃预兆回来了
老丝!
老丝!是你老丝!
你家打野怕是再也不想跟你在一边
你禁打野一个人就够了
2021年八月刷到19的视频是什么鬼
打野刀都没了
终极蛇皮上帝视角之天底下就没有我治不好的痔疮之兄弟其利断金之炼金听了想打人之新版小丑最强套路
终极蛇皮上帝视角之天底下就没有我治不好的痔疮之兄弟其利断金之炼金听了想打人之新版小丑最强套路
终极蛇皮上帝视角之天底下就没有我治不好的痔疮之兄弟其利断金之炼金听了想打人之新版小丑最强套路
终极蛇皮上帝视角之天底下就没有我治不好的痔疮之兄弟其利断金之炼金听了想打人之新版小丑最强套路
终极蛇皮上帝视角之天底下就没有我治不好的痔疮之兄弟其利断金之炼金听了想打人之新版小丑最强套路
Happy Yasuo EEEEEEE
打爆你的医保卡
/mute all
德莱文是中国人。。
求BGM
+++++++++++++++++++++++++++++++++++++++++++++++++++++
L老天有眼
《不 太 长》
哈哈哈
@觅渡
盖大将军不应该套在被动位上吗？
终极蛇皮上帝视角之天底下就没有我治不好的痔疮之兄弟其利断金之炼金听了想打人之新版小丑最强套路
快照机制还行
降维打击啊
终极蛇皮上帝视角之天底下就没有我治不好的痔疮之兄弟其利断金之炼金听了想打人之新版小丑最强套路
终极蛇皮上帝视角之天底下就没有我治不好的痔疮之兄弟其利断金之炼金听了想打人之新版小丑最强套路
终极蛇皮上帝视角之天底下就没有我治不好的痔疮之兄弟其利断金之炼金听了想打人之新版小丑最强套路
这19年的视频，都要22年了  还有10个人看
2021年冬至前来考古
29人就离谱
上线后去打野
....................................................................................................
’
；吗，e
看完开头还以为结束了。
再看一遍
哈哈哈啊哈哈哈哈哈
终极蛇皮上帝视角之天底下就没有我治不好的痔疮之兄弟其利断金之炼金听了想打人之新版小丑最强套路
怕不是中国服务器美国分服
于禁远古版本贼强
