还热乎着
邹玉还是忘不了你，想念在高三的时候，你在隔壁班每次晚自习下课在走廊偷偷看你，祝你新婚快乐
我不相信爱情了
yyf
我爱你WQ
我爱你WQ
臭阿逸我喜欢你！
刘畅。。。
我爱你啊❤️李颖
我爱你鑫鑫
还单身的我也来一波…………未来的那个他我等你昂！
婷，我喜欢你
王鑫我想跟你在一起
瑞克
战争机器
我宣你 czp
sxy我喜欢你，我不后悔
王桥
姜梦婷我爱你
我曾经爱你lhl
我爱的人在哪？
李志柯 我喜欢你
陈晓晴我爱你，我想你了
hww
ps，love you
我好难过没有爱的人了
华晨宇我爱你
保罗！！！
我喜欢你
看完了这么多弹幕，我可能是唯一的一个loser单身狗
我爱你，敬聪
喜欢你
王晖君
张世钜我爱你啊
我不知道自己还能不能遇见很喜欢的人了
张明达爱你
我是懦夫
我爱你，小鹿
魏丽娟  我喜欢你
恋恋笔记本
练凯龙我喜欢你
高考完了我就去找你，别跑了跑不掉的
泪目
李翔宇      
爱是一道光
翁晓蕾我爱你
朱诗雨我爱你！
我依旧爱你，HSY
我是懦夫
张飒我爱你
LMZ我喜欢你！
钟玲
啊啊啊啊像恋爱了
大家不要信，都是骗人的
我爱你，馨
奥利给！！！
没有一个人去爱，我不配进来
洪玮我真的好想你
洪玮我爱你，王鹏飞留名
洪玮，爱你是我一直深信不疑的事
韦文翰
满屏狗粮
真的第一次心动，cy
黄淑怡我爱你，我们要永远在一起好吗？
祖国我爱你
我跟你走，LMX
爱。。都是有故事的人。
溜了溜了
sxy，我发誓 永远爱你
我爱你啊hdn，知不知道
胡世宇我喜欢你
廖鹏飞别走……
张逸凡你是我这辈子见过最自信的男生
于大雯我喜欢你呀
于雯我喜欢你呀！！！于雯我喜欢你呀！！！于雯我喜欢你呀！！！于雯我喜欢你呀！！！于雯我喜欢你呀！！！于雯我喜欢你呀！！！于雯我喜欢你呀！！！于雯我喜欢你呀！！！于雯我喜欢你呀！！！于雯我喜欢你呀！！！
蔡沁含我喜欢你
于雯 陈达喜欢你呀
鐘意陳曼麗❤️❤️
love is love
Love is love
前期小学生表白墙
我爱你三千遍
王睿麟我喜欢你
刘玉，我爱你
八重樱我爱你
我喜欢你
我喜欢你，刘迪
  sgz❤️
我爱你
我等你，好不好，我一直等你
Java我爱你
饱了饱了
待会谁看到自己女朋友的名字就有意思了
欧皓辰，我宣你
刘晨我爱你U
孙志炜，我很想你。
zx 想你了
杨俊锋
俞嘉慧我爱你
dyw真的喜欢你
我爱你胜过曾经爱过的任何人浩哥
刘静莹我一直喜欢你的啊
我喜欢一个不可能在一起的人
喜欢你，像风走了几万里
L还喜欢你
我们身边一切都会变好
段乐源喜欢王尽瑕胜过他一整个青春的英雄联盟，也可以称之为英瑕联盟
我爱我自己
我居然流口水了
为notebooks 疯狂打call
阿甘！！！！！！！！！！！！
我。。都是你的
李艳艳，我爱你
猪皮喜欢一一
范禹男俺喜欢！！！
任晓轩 想你回来
左晓昱我爱你鸭！！！！！！！！！！！
李栋旭我爱你
萱萱我喜欢你，留名皓然萱萱我喜欢你，留名皓然萱萱我喜欢你，留名皓然
张柽瑞我不知道我喜不喜欢你
爱你三千遍
陈 子 瑄 我 爱 你♡♡
hxy，我喜欢你
孔会玲，我喜欢你
没有喜欢的人，好孤独
吴奎我喜欢你
吴奎我喜欢你
吴奎我喜欢你
啊 善逸我爱
giao
李桂华，我喜欢你，但是我太懦弱了
陈科研我超级喜欢你呀 想娶你的那种喜欢
爱你康菲～
挡字幕的？
1111
我爱你，但与你无关
我是吴嘉毅，我永远喜欢蔡诗涵 
现实中唯唯诺诺，弹幕上猛烈输出
张重阳  我爱你
我是白敬亭谁爱我
我没忘记你，曾美婷。
我爱你，别这样对我好吗
我爱你赵宁
詹玮丹！我爱你胜过世上的一切！
我爱你 詹玮丹
我爱你，胜于今朝，匿于明朝
赵曼琦我爱你
真好 你们都有爱的人
我爱你
她是真的漂亮
Aragorn
王一博loves战
yl我爱你
朱彩玲我喜欢你
lzy 我爱你
乱世佳人
孙玉硕我喜欢你
I LOVE YOU YYJ
懦夫
我讨厌这个季节   因为我脆弱了
吴优我喜欢你啊！
我爱你们
gf
嗝~
彼得帕克！
我爱你，虽然也不知道你是谁
郑先生，我最近遇到一个无论什么地方都跟你很相似的人，可那不是你。
我爱你啊季书羽♡
张艺兴我爱你
我爱你中国
我喜欢你，无关性别
献上我最美好的祝福
刘杨，我喜欢你，跟我在一起，好吗
希望你能看到 伍晋贤我喜欢你啊。
结束了
这是什么剧的呀
李任菲我要守护你一辈子
李任菲我要守护你一辈子
刘秦汐呀
汤思怡我爱你，等你一个回头
挡字幕的给爷爬！
范敬柔我喜欢你！
Iloveyouido
错过了你，抱歉
何宣霖我爱你
主人，我想永远和您在一起
李馨 我爱你
Kelvin 你要幸福呐
Kelvin 我爱你
未来的你，我等你
skj我喜欢你
杨依我爱你
王佳斐俺喜欢
我爱你
啊啊啊柯腾
我爱你张xy
蔡琦我爱你蔡琦我爱你蔡琦我爱你蔡琦我爱你蔡琦我爱你蔡琦我爱你
蔡琦我爱你
刘宝茵我喜欢你
刘湘媛我喜欢你
刘小豪
李鑫飞我爱你李鑫飞我爱你李鑫飞我爱你
欧皓辰
王培林你个大臭猪！
我爱你胜过世间一切美好
永远相信爱情
sa，我真的喜欢你
孙瑜我好想你
我爱你我的臭猪
收到喜欢的姑娘送的礼物，超级开心，开心的一天，可惜约饭再次失败
没有喜欢的人的小姐姐可以喜欢我
张庭瑜我爱你好几年了
ZZZZZZZZZZGGGGGGGGGGXXXXXXXXXX我爱你
我爱你张文聪
hyg我想你了
前方大型懦夫表白现场
jhl我也喜欢你，我要睡觉了。
《大鱼》
王欣华 希望有一天我可以跟你在一起 来证明我是真的喜欢你 来补偿我所做的一切
赵振翔
瞬间泪目
黄云芝我一辈子爱你！
wdnmd
这个杀手不太冷
王晓，我眼里都是你。
祝有情人终成眷属
陈玥婷，嫁给我！
沛林，我爱你
粗俗小说
郝晨阳我会等你的
傲慢与偏见！！
cyy cnm！
刘蔓蒂我喜欢你
当我放手的时候是那么倔强，失去后才懂的，你对我的宽容却成为我轻浮的资本，对不起！
我也爱你啊，yhj
我爱星星
王青青，我杨志杉爱你
看饿了
xixi我爱你 爱惨你了
吴娇华，我爱你啊
怎么
刘伊灿我喜欢你我喜欢你
邓佳星我喜欢你邓佳星我喜欢你邓佳星我喜欢你邓佳星我喜欢你邓佳星我喜欢你邓佳星我喜欢你邓佳星我喜欢你邓佳星我喜欢你邓佳星我喜欢你邓佳星我喜欢你邓佳星我喜欢你
刘扬慧，我喜欢你，但我放的下
zyc我喜欢你
祖国我爱你
喜欢过很多人，真不是我见一个爱一个，是她们每次都让我以为她就是唯一，结果残忍走掉。所以现在，我不会爱了，不知道爱是什么
ILU Emma
我爱你，张建雯
lyx我希望能和你在一起
猫文！我真的好喜欢你啊！
咱俩不能在一起了老子也爱你张佳颖
you had me at “hello”
李鑫雨我爱你呀
谭心玥我爱你
甄瑞广 我要发在你旁边！！！
伊伟杰我爱你
伊伟杰我爱你啊啊啊啊啊啊啊啊
周海玲我爱你
张于婷 ，谢谢你 出现在我生命里
徐梦蝶，我喜欢你
you had me at hello❤️
刘慧雯我好喜欢你
任丽莎我爱你
苍井空我爱你
很遗憾，我的未来不会再有你，也很感激你温暖的手，以及那句“我们好好的”
罗丹我喜欢你
XJJ我爱你
邵艳琦我喜欢你！
石余楠，我喜欢你，我比任何人都喜欢你
李慧
MRY我爱你
陈宇琪我爱你
翟丹宁 我喜欢你 真的非常非常非常喜欢
马东儿我喜欢你
王瑜秦我爱你
yqf虽然我知道你看不见这个视频，但是我还是想说我在最美好的时候遇见你，我是真的用心喜欢你
I love you
余奕萱，俺杨宗喜欢上了饭堂阿姨 你，给我爬！！！
想失恋也没有目标
爱你哦
韩宝我超喜欢你
ypy我爱你
刘硕我想和你在一起
李毅荣我喜欢你
刘玉新 跨年见 我爱你
我想给你最好的生活
zl我想见你
朱乐，我想见你啊！
韩玉兰，我喜欢你
里面有一幕那个男生好像戳爷啊！谁知道那部电影叫啥名字！！！
愿有情人终成眷属
瓦增存  我爱你(ღ♡‿♡ღ)
彭秋莲，我爱你
希希，能在最好的时候遇见你，是我三生有幸，——郑郑
不想了
我真心爱你，院儿
没有人放我名字
时宇我在、
zhy我爱你
全盈欣我爱你
致保罗沃克
致保罗沃克
桶桶
真羡慕你们都有喜欢的人
小莲，我喜欢你
无论有没有来世 能不能重来 我爱你 陈剑豪
我爱你咸阳
one day
王静我想和你在一起
邢福槟你什么时候回来找我
哎 刚分手看到这个
韩赫我爱你
王江菁我爱你
cbb i love u
Ling当初炙热的心以拔凉
啊啊啊啊啊啊啊啊啊啊啊啊澳毛与偏见！！！！！！！！！！！！！！
Rakkauser
杨颖我爱你
李现我爱你
i miss you Mr Yang 
还没遇到你，提前说爱你。
LKX我爱你 但是我失去你了
徐嘉培我永远永远爱你。
现在的爱不值钱了，随意的很
雪，我爱你
我想谈恋爱了
弹幕里都是懦夫吗，搁着表白有什么用？
贺紫莹 我爱你
我爱龙忻妍
龙忻妍 我爱你胜过爱我自己
我喜欢也喜欢我的人快来吧
杨澄易我爱你
我哭了
ZHY我爱你～～
wst我爱你！！
嘉宁我爱你
我爱你中国我爱你中国我爱你中国
我怎么还没有遇到你
激动的心颤抖的手  为啥我是单身狗
李瑞娜我爱你  only  you
i always wil
姜聪呀呀，希望你能记住我
爱你  唐莉
懦夫墙
我爱你 乡
真的很喜欢你 梓瑶
我爱你，我的南小南
只有润晓知道我喜欢你 梓瑶  你可能永远也不知道  我有多自卑  我真的很喜欢你啊
黄思创我爱你
我爱你褚益含
许依姮我喜欢你
Mr.han  我爱你
我爱你
汪汪汪~汪汪
方杏我爱你
王晓晓我爱你
哇，速度与激七情啊
你是我最珍贵的宝藏，我爱你杨瑜！！！❤❤
别在这浪费时间了快去表白吧
潘静怡我爱你
我爱你杨瑜！！
我爱你
zyy我喜欢你
我爱你 我爱你 我爱你，丘铭秋
这辈子我去过的地方不多，但已有幸看到最美的风景，是你！我的小可爱杨瑜
我真的很喜欢你
我喜欢你李美珠
you had me at hello
何昊我耐你锁定朝晖中学908班
再也不敢喜欢
何昊我耐你，我贼稀罕你
唐颖我爱你 我想跟你在一起
顺心我爱你，我在等你
十一年了，林娜我爱你，永远！即使一直孤单下去
谢佳怡，我爱你❤️
钱包子，我想跟你在一起
柴彬鑫我余生就活着仨字儿了！！！
jgd我喜欢你
王鑫雅，王鑫雅，我爱你❤️❤️❤️
李佳洁，我爱死你
我爱你、
sx我喜欢你
陈佳鑫，我喜欢你!我们要永远在一起!
谭英杰。love     you
我喜欢你蒋承林
陈佳鑫，我喜欢你!我们永远在一起!
陈佳鑫，我喜欢你!我们永远在一起!
陈佳鑫，我喜欢你!我们永远在一起!
杨幂我爱你
遇见你，我多少适应了这个世界
阿中哥哥我爱你
Always.
好像书桓
林凤美，我喜欢你
我爱你！！！小如宝贝！！！
江依琳我爱你
光头强，猪猪喜欢你
我喜欢我自己
因为值得
王岳，我后悔丢下你了
但有些爱，不能说
我想每个早晨都看到你
闻玺晶我爱你啊！！！！！！！！
祝大家，能跟喜欢的人永远在一起
谭心怡，我依然还爱你
何俊强我爱你
大家都要幸福啊
黄培云我喜欢你，你能不能回来。能不能等我。
汪诗韵我爱你宝贝
我爱你 白馨月
我爱你  安霞
刘子洋我爱你
我喜欢你 未来的妻子
我会一直等你的永远
王书涵，我爱你，往后余生请多指教！
刘诗怡要永远在一起
你是年少的欢喜
杨 我爱你
我最好的桐桐，跟我走吧，走吧～我爱你呀
云安love u
刘琳我爱你
LZQ我爱你
杀狗了
囍
李宗禧我还喜欢你
"之前一直不知道为什么我那么急切的想进入你的生活,我木讷的一次又一次的将之表达为我想你"
"现在我终于知道,你就是我的余生,我想尽快开始. 格格,我爱你"
轩轩我晓得你在看
星爷 至尊宝 我爱你
张甜 我爱你
段老师你好甜❤️
我在作死？
看不下去 了 再见
???我喜欢你
莉莉绝美啊！！！！！！！！
yyq我喜欢你
看不下去了
lyx我永远爱你！
朱晓铃我真的好喜欢你
王尧我喜欢你，我想和你在一起
I came here tonight because when you realize you wanna spend the rest of your life with somebody.
I came here tonight because when you realize you wanna spend the rest of your life with somebody.
我想和你在一起周源源
向欣，我爱你
是柏丁源啊
王美坤我爱你哟！
姓吴的我爱你
单身的我看的津津有味
好了你币有了，老婆去哪儿领
我爱鲁，肉丝
又梦到了，该放弃了
念念不忘必有回响
我爱你，是多么多么多么多么的爱，我嘴笨不会哄你开心
吴磊我爱你
魏清艺我喜欢你，永远
爱情。是真的存在吗
爱情，是真的存在吗
喜欢你超过一切 所以永远也不会放弃
You had me at “hello”
夏明亮我爱你
为什么我还在这里
刘璐恺我爱你！
我养你啊  没有吗
王耀我喜欢你
柠檬了
哼
王怡含我爱你啊
遇见你是我的运气，狗子
薛志颖  我爱你！！！
董芝言，我想和你一直走下去
李书怡我还爱你
钱昕沂我永远喜欢你~！❤
沈文君，我想你了。
白仲豪我喜欢你呀
袁媛，我爱你，从第一眼见到开始就爱上了
zxy 对不起  谢谢你
罗胜男  爱过你 是我这辈子最正确的决定
念念我爱你哦
樊丽娟我爱你！
念念我爱你哦
爱我家宛儿～
马佳琪，我中意你
喜欢你
江慧怡 我养你啊
江慧怡我爱你一辈子
lql我真的很想和你彼此了解然后更进一步
我爱你
吴恬  我稀罕你
吴恬 我喜欢你啊
吴恬 我好喜欢你
念念不忘，必有回响
我爱你
我爱你赵希
陈丽我爱你
张萌我还爱你
祝语涵这是我最后一次爱你了
赵彩茹，我喜欢你
张毓峰我喜欢你
lyh，爱你至深！！
徐芹芹 我爱你
我爱你，
等等，我为什么看这个
看到爱乐之城我落泪了(*꒦ິ⌓꒦ີ)
吴坷轩我要一直跟你在一起呀
就没有人喜欢我吗
喜欢上你，很难再喜欢上其他人了，我爱你陈惠倩
王平平是憨憨
我爱你 可是我连在这儿对你表白的勇气也没有了
我怕你不喜欢我
余琛，我爱你❤️
余琛，你可不可以不要喜欢上别人，等一会儿我，我能做到的
希望不变
张腾月撒浪嘿呦
我爱chc！
没有喜欢的人
杨婉婷，你好；杨婉婷，再见。
再见
我爱你李博雯
张佳一 我永远爱你
i love u
yyyyyyyyyyyyyyyyyyy我爱你
于迎迎我好爱你
朱文怡，我好想你
我爱你的一百种表达方式:你说留下黄昏的画面，我说留下你发朋友圈的画面
lf我喜欢你，不能说爱，就是喜欢，很喜欢很喜欢
宋雨鑫我爱你
洛奇
我爱你黄培霞❤️
亲爱的我在等你呀
刘依然我爱你！
我不爱你了LY
我好想你啊
我好想和你在一起…颜晨雨
看到小新 全民情敌
我的心跳从未如此之快
宋芹芹我爱你
孙梦雅我喜欢你
我喜欢谁呢
我爱你啊，吴彤雨
懦夫表白墙
张妩婷我爱你
张苗雪，我喜欢你
我应该祝福，而不是念念不忘
我喜欢你卢欣雨
我爱你，by
对不起，王馨蕾，我爱你
张星 我爱你！！！！
SA
徐昕我爱你
李茂龙 我爱你
我是懦夫，分手一个多月，江雨洁我还是爱你，
世御我爱你，你爱我一次好不好
费雯丽
陈欣熠我爱你
王屁王我喜欢你 想和你一直在一起
我爱钱
戚佳治 我爱你
戚佳治我爱你
祝有情人终成眷属
可是我还挺喜欢这只猪的
我爱你，荣豆豆！i love you rongdoudou！
我爱你，荣豆豆！i love you rongdoudou！
我爱你，荣豆豆！i love you rongdoudou！
小仙，我喜欢你
cnm.
啊啊啊啊啊
但愿会找到爱的人
我爱我自己
耿cc
吴磊我爱你
袁宝姗 我喜欢你 宣你吖
明知道他看不见，却连他的名字也不敢说
Lqc   love you for ever
阿甘！
myx我喜欢你
张柠檬同学请做我女朋友
张喵喵同学我特别喜欢你！
i love you 张喵喵同学
这里绝了
陈志强我爱你啊
。。。。。。。。。。。。。。。
维维我喜欢你
怂
李樊我好喜欢你哦
李樊，我很难喜欢别人了
lf
李樊我喜欢你
cjy我爱你
马特我爱你
射手樊
射手樊我喜欢你
射手樊我喜欢你啊！
李樊我喜欢你啊
李樊我要离开了但我还是喜欢你
李樊你这个坏男人
李樊李樊李樊我喜欢你
李樊李樊我喜欢你不能跟你在一起我也喜欢你
情不知所起，一往而深李樊你知道吗
弹幕刷李樊希望你能看到
李樊出现在我眼前好吗
李樊你看到了吗
我很喜欢你，非常喜欢你，我想跟你在一起，李樊
我会用余生等你李樊
樊樊樊樊樊
LYCWAN
I WANT YOU JIAYI
今天突然遇到你
张馨月我喜欢你
表NM的白在这，NC
射手樊我喜欢你
感动～
唐淇玲我们结婚吧！
我爱你吕鸿雁
周松松我爱你
我爱你慧双
其实我也想拥有爱
欧阳丹霓我喜欢你
这辈子想和你一起走
孙蕾我爱你
我想和你在一起mh
我爱你陈倩文
陈倩文我爱你
我爱你，王珺
刘达 我真的真的真的好喜欢你
我哭了
二合一
黄丽，虽然你拒绝了我，但我还是会想你!
老子喜欢的女人叫林金秋
我这个单身狗看的好酸啊。
汪怡鸣老子爱你❤
我爱你小猪妹
我爱你小猪妹
卢纪文我爱你
尉靖苡我爱你
英俊我能遇见你我很幸运
孙翔匀什么时候可以跟我说会考加油
李莎莎我要和你在一起
我爱你萌萌老婆
我爱你萌萌老婆❤️❤️
憨憨 我想每个清晨翻身就能吻到你
羡慕了
陈梦迪，我喜欢你
姜思齐 我永远爱你
紫元遇见你是一生中最幸运的事
白槿，我会变得更好，然后再次和你重逢
我爱你沛哥
祖国我爱你
ysf，感谢遇见你
蒋子涵  我爱你 一直都爱
我爱你吗 我爱
酸了
你是我的小公主
庄晓雨！！！老娘要永远和你在一起！！！！！！！！！
庄晓雨，我爱你
孙施瑶   我爱你
陈雅琪，我，，，，爱你。
我喜欢你 却不敢打出名字 怕你看见
我看到我的名字了，我叫lf
张思钰好喜欢你呀
单身狗看得很开心
陈晓彤我贼稀罕你！
我也爱你，虽然我不知道你是谁
小玮宝我爱你❤️
小玮宝我爱你❤️
WZQ我爱你
翁清源我算是喜欢你四个月了我怂比你知道吗
特日格乐我爱你
朱笑天你还愿意等我吗
爷酸了
to me you are prefect
I love you 
甜甜啊
滕天琪，我喜欢你，可是我真的没有勇气了
滕天琪，我爱你
我喜欢你团子
陈榕美我爱你
蓝东方，我爱你
黄瑄我爱你
祝你幸福
江湖夜雨，你我不必君子一诺。
你故意忘掉或者没放在心上，我默默喜欢就好
戴恩，我爱你，大一下期我一定会变优秀。
陆雨璇我爱你
我想你
我就想问一句，爱的那么深为了什么？何必呢？
林茜我爱你
林茜我爱你
我爱你，程晓斐！！！！
等你啊，斐
我来了。
我中意你邓浈莹
爱过
周家俊
慕雅琪我喜欢你
慕雅琪我喜欢你~
雪，我爱你，永远，遇见你真好
遇见我喜欢 且喜欢我的人
我爱你靳彤
或许我终其一生而不得
我会一直喜欢你哦
菜虚鲲我爱你
鲁睿
cyy我喜欢你
覃丽琪我爱你
刘冰玉我爱你呀
杨明月，我真的真的很喜欢你，真的很喜欢你
吕痒痒，我爱你~
我想和你在一起，瑶
我想和你在一起，瑶
孔艺格我爱你
陈鑫婧lloveyou
吴嘉嘉老子爱你
忘不了
陆伍怡我稀罕你
咋都是男的表白
我爱你们的女朋友
喜欢你朱恒彦
LYF
祖国我爱你！
我还是喜欢你赵俊宇
薛易肃我爱你
you had me at hello
李樊啊
李樊，你还记得我吗
李樊❤
李樊今天早点睡哦，晚安❤
樊❤
zdr你再不行动就追不上我了，因为我会变得越来越优秀
陈昕我爱你！！！
宋恩创❤张思懿
张思懿我爱你❤
张思懿我爱你❤  9012-12-13宋恩创留
王雨琪我喜欢你这辈子我都不会再喜欢别人了
聂勇鹏我喜欢你
聂勇鹏我好喜欢你
sxr我喜欢你
阿呆，爱你
我的大叔，你的猪想你了，很想很想
YZZ
和自己最爱的人接吻一定很棒
韩涛，我真的好喜欢你
韩涛，我好喜欢你
张小姐，我想我终于记起那个曾经为你奋不顾身的自己了
没人了？
刘雨蓉，我爱你
I love you
朱小炀你要娶我呀
杨丰瑞，见到你的每一刻，我都在心动
yxy
黄思颖我爱你
九儿，我爱你
果然心动的人再次遇见也还是会心动
张悦，我爱你
郭昌玲我好爱你
郭昌玲我好爱你
秦羽，我喜欢你
赫敏赫敏罗恩罗恩!
lhy我喜欢你
小涵颖
黄俊龙爱你哦
黄俊龙要一直一直和我在一起
祝有情人终成眷属
啊  保罗啊啊啊啊啊
潘柳妃，我们会好好的
陈思宇我真的很喜欢很喜欢你啊！
陈雨鑫我想你了
朱宋睻我爱你
李欣妍我喜欢你
晓玲 小衣永远爱你❤
我喜欢你誉誉
我甚至在这里都不敢说出来
现在开始只爱我自己
我爱你，时一
你（李）是我一生只会遇见一次的惊喜（京锡）
刘知锦，我喜欢你
我不想和你分手，我要爱你一辈子
我爱你登~
我爱你，欢
Y^2X，姐姐好像喜欢你呢(ﾟOﾟ)。
许仲昊我喜欢你
fxq
fx
徐斌斌我爱你
住天下有情人终成眷属
