姐姐太好看了
出一期女儿国国王吧！！！！！！！！
红楼梦！！！
沙里哇沙里哇
我最爱白毛老鼠精！！
狐王的女儿找个什么帅气小妖精不好，非要找大叔给人当妾
绝了
七仙女？？？
哇
这剧照为何这么高清
看看现在放的电视剧是些什么鬼
性仙好看
虽然是复刻，但看着很漂亮的份上，点赞投币了
我印象最深刻的杏仙！
先赞后看
看看现在和之前服化道的对比，退化了三十年不止
杨洁导演牛逼
原版
有，同龄人
妈呀！这么多都这么像
！
实在是妖，弄的我的心扑通扑通的跳
360p绝了，和原版一个调调的
猴哥
牛牛牛！
黄圣依
喜欢喜欢！
你们那是没遇到B站的唐僧
好耶
红楼梦！
肚脐眼不会吐丝，差评（doge
杏仙美
个个经典
愿意愿意！
就这化妆水平，比现在好多电视剧强的多。
雨润红姿娇。
这画质以为是真的
玉兔和杏仙特别好。
我他妈直接三连加关注。
不是人都是妖，神圣不是人是妖，妖就是妖。
西游记的化妆也就比现在的古装剧好十万八千里。
花仙
up神态气质都好棒呀
这个超级像
懂了，现在就去重温西游记！
也就衣服像
本来就长得像杏仙，气质也像
同求红楼梦！！！
都好美，杏眼桃腮，脸颊弧度圆润
牛夫人
铁扇和杏先都是修仙的，但没飞升就算妖吧
画质一模一样
还是喜欢这样的质感，特别讨厌现在惨白的滤镜
三连了 
无底洞
小姐姐能让嗓音正常点儿么？
這個太像了
這個畫質一模一樣
手滑了…
好像啊
太美了
好像
好细心
好棒！
绝了绝了
这个好像！
太厉害了
好用心
太绝啦
眼妆精致
给我火！
牛逼了
小时候不明白为什么妖精都那么美
 哈哈哈哈哈哈哈
我是唐僧遇上第一个我就不走了
就是瘦了点
这是，up出的仿？
三连了
这张有点像刘宇宁
几十年了，都没2拍，真的是没法2拍
衣服真好看
太用心三连啦
赞！红楼梦必须安排了
孔雀公主呢？
以前的妆和服饰都好看
爷最喜欢蜘蛛精
一听这熟悉的开场，立马热血沸腾
小时候妈妈说西游记是三个人演的，那是候还是小朋友的我就想三个人是怎么摞起来演的，难不成是互相踩着，现在想想真好笑
来抓我呀
好看
牛夫人
唐僧好吃又好玩
牛逼
沙里瓦
竟然一看就知道是哪个妖精
全都要
朵朵太蛊了
好美！！！！
好喜欢蜘蛛精
姐姐好美我好爱！！！
绝了绝了
好像年轻的沈腾
杏仙好美啊
真的好用心
热乎热乎
杏仙是吧
你币有了！
杏仙好像
这个绝了
你也只顧看猴了嗎
11111
文具盒和書本上的貼畫
白骨精
看着像棉花糖  哈哈
什么女妖精～明明都是女菩萨
连画质都复刻。。。
偷吃如来灯油的鼠精
是谁送你来到我身边
金鼻白毛
确实经典  小时候反复看
女儿国国王呢，
喜欢这个
可以拍个上海滩咩
西游记太绝了没有一个重复的造型
眼神到位
何止道具，眼神演技一流
我都开始怀疑西游记是你一人演完的
再来一遍
潘金莲………
我捱不过三集
投币了！UP主辛苦
直接爱住了
太厉害了啊，这…梦回童年
万人血书求红楼！
胸甲还原度很高
厉害厉害，投币支持
喜欢
见过
其实这是只公狐狸
从哪里找的服装和道具，厉害了
这画质，有那味儿了
用心了
肚脐呢？
地涌
嚯，费钱呀
yyds
这个太像了！！！！
喜欢！！！
老板  哈哈
 好牛蛙！
非常喜欢！
？藏狐
啊，我以为都是原版呢，这是cos吗？
姐姐当演员肯定也很厉害
以前都被猴子吸引注意力了
很好呀
点错了
这个大蛛女和唐僧好像呀
女王？
啊 原来她和唐僧洞房是为了吸元气啊
shengyin声音好哑了
DNA动了
杏仙！！！！！！！！！
汪师傅很有高僧气质
你币有了
小时候光顾着看猴哥了
红楼梦!
大制作
牛
太用心了！
这个狐狸精确实很像了！
铁扇公主
了不起了不起！！！
金鼻白毛老鼠超美
玉面狐狸精这个装有点像热依扎了
杏仙这个味儿对了，画质好评
喜欢狐狸！
你看看，那个年代的美人都没的各有特色，现在的网红千篇一律根本没有可比性！
真的不容易
老板西游记演员基本都是有演员背景的，所以举手投足都有戏
这个像
啊啊啊啊啊啊，我最爱的老鼠精！
！！！！哇塞
热门了，我是首页来的
撇开其他的，我永远爱猴哥
要是我是唐僧这经不取了
这个最像
更喜欢女儿国
老鼠精并不妖，她模仿的观音
沙里挖
女儿国的女皇呢。。
可以做演员
西游记套装明信片，了解一下
嫦娥呢
画质360是真的绝
最喜欢这个了！
半截观音（锦毛鼠）
恋爱的感觉
这个真的好像啊，这是本人吧
原版杏仙姐姐最好看了
这渣像素，哈哈哈哈
取经太难了，我是女的都扛不住
广场舞制服
牛夫人
小甜甜
我还想求个高像素版，看来没戏了
致敬
太用心了，这得准备多久
吼，哈！
当初怎么就只记得看猴
虽然说不是一模一样，但是那种味道对了
啊惊到我了好像
等的就是这个
太棒啦！！！！！！
360p
卧槽好美
这个真的一模一样
阿婆666 啊
拍的太好了
谁敢信小白龙就是江别鹤呢
爱了爱了
想看红楼梦金陵十二钗！
师傅太难了
你币有了，玉兔精我的爱
白鼠精真的太美了！！！
秀珠的哥哥，白雄起
小牛夫人
哈哈哈哈哈
朵朵是感冒了吗？嗓子哑哑的，要照顾好自己呀～
这指甲绝
好像这个
小嫂嫂
漂亮
给点特效吧给孩子
嫦娥
好温柔呜呜呜
徐少华太帅了！！！
莎莉哇
哇  气质都变了
对不起点了
点错了对不起
你好美哦！
红楼梦!
一模一样
泼猴误我
氛围太像了
真的好绝!
好漂亮
宁是孙猴子会七十二变？
我没有币了嘤嘤嘤
太棒了吧
杨洁导演居然是四川南充营山?
致敬
摇滚女郎
找齐七颗可以召唤神龙
米妮
想看复刻男妖。
老婆罗门了
喜欢
好用心
我喜欢这个公主
好像我的妈
投币
太像了
这手势绝了
哈哈哈哈哈哈哈哈哈哈
现在的电视剧能不能拍这种质感啊！！！
好漂亮
哇哇哇哇哇
超级喜欢
漂亮
朵朵好美
小三竟是我自己！
鸟花套 好评
太厉害啦 永远爱多多
朵朵太棒了
我最爱杏仙！！！
李沁？？？？？？
好漂亮！！！！！！！！！！！！
啊～～～我杀我杀我杀了我杀了我
这个最像
什么是古典美人！！！！（后仰
玉面狐狸是真像
所以，我绿我自己
看到这里我才明白这不是原版，是Cosplay
我绿我自己
啊啊啊，点错了
这个一模一样
超棒
超喜欢
好美
白骨精呢
这个牛
老牛了
扮的老鼠和蝎子龙公主玉兔都差太多了
小甜甜超级像的
说实话吧，除了孔雀，我就不记得其他女妖精的长相
这些道具服太走心了
关注了关注了
投币了投币了
徐少华最好看
拍的太逼真了
服装设计太好看了
太好了看了
这个精真漂亮
喜欢
这个画面太好看了
哇哇
哇哇哇
紫霞仙子
爱了爱了
超级好看
就是一个人，不是原版
漂亮的公主
朵朵爱你哦
热门了
小姐姐太优秀啦
舞天姬
up主你也很棒，辛苦啦
此处需要啥里瓦！
哪来的bgm
哪来的bgm
牛！！！！！
怎么感觉长得都一样
战歌起！！！
真的很用心了
真好看
好看好看
哇，杏仙
好高清
好漂亮啊
升华了属于是
哇哦
怀疑唐僧不正常
有心了
女菩萨，喝茶吗？
美
我脸盲，难道这都是一个人扮演的吗？
漂亮
用心了
这个像
太像了这个
玉兔精最美
美美
漂亮
真好看
喜欢
喜欢
喜欢
先赞再看！
还取什么经，让我死在温柔乡
嫂嫂
杏仙真的好像啊
锦毛鼠
西游记的服装真的是太美了，至今无剧超越
一毛一样
Up太棒了吧
杏花仙!
那可不，你一定像我一样只注意猴子去了。
这个好像！！！
这个
太牛了
红楼梦！！！
啊 ～啊啊啊啊啊啊啊，沙里瓦，沙里瓦
我应该用360看
我没有硬币了！嘤嘤嘤
唐僧当年到底是怎么抵抗住的
这是蝎子精吧
哇
可以可以
小姐姐好用心
女儿国国王
致敬老一辈艺术家
三连了
战歌起！
好美
致敬
那可不，以前净看猴去了啊
红楼梦安排起来
喜欢
哇好用心 我还以为是加的滤镜
爱了三连加关注
看到现在才明白是同一个人
真好看
你币有了
那时候的美人各有千秋
女菩萨
女菩萨
蝎子精最强女妖
我经不住啊
！！！！！为什么每个都这么还原
我狂吃三大碗
这是一个人演的？
初中时有幸在家乡陕西铜川玉华宫见过几位老师 愿这些老艺术家们都能身体康健！！
舔鼠
什么女妖精  都是女菩萨！
好厉害！！！
铁扇公主好屏评
表情到位
太用心了呜呜呜！
龙女和杏仙超像
绝美啊！
原来都是一个人。。。那么美
DNA动了
【请选择您的角色】
超级棒
这个头发帘好像啊，哈哈
六小龄童一手好牌打的西烂
这画质也绝了
小白龙好帅
卧槽
这绝了
现在的古装剧真心偷懒
妈呀，绝美
怎么可以吃兔兔？兔兔这么可爱
声音好温柔啊
首页通知书
好厉害
娶了就是十倍快乐
我全都要！
我觉得以前的服装和妆容真的好看
一度听评书觉得智化应该张这个样子
这个好漂亮
这个好美！！
好活当赏
地仙、魔王就可以谈恋爱，结婚？修道不是要清心寡欲的吗？
杏仙
我以为真的是西游记里的妖精呢，还纳闷不太像啊
有心了
用心了
喵喵喵？我没见过还是我忘了？
红楼梦也只有一台摄像机
我的女王陛下呢
我不管我要看女妖精
这经  我不取了！！！
玉兔！！
喜欢喜欢
我以为这是剪辑出来的。。。
没想到是阿婆主
刚发现是一个人!是我眼瞎吗？？？
美后呢？
这个低眉好好看！
好家伙
蝎子精好勇哈哈哈
嫂嫂
好温柔呜呜呜呜呜呜呜
"""能灭火"""
那种妩媚得眼神 不对  你得太清纯
最帅唐僧徐少华
我可不是娇滴滴的女王
致敬
小白兔
火钳刘明
当时年幼不知事，只慕唐僧师徒情
我死了
铁扇公主是地仙
哇哦
土灵珠？
大蛛扮演者名字和我同学前俩字一样哈哈
让我来！！！！
第一个不就是，眼神？？？
美的各有特色 不像现在复制粘贴
红楼梦！
洪荒猛兽玉兔
一模一样
经典的魅力呀
喜欢
看到现在才发现原来都是一个人扮的，好厉害
首页
我要七个
狐狸玉兔最美
天花板
这个一模一样
年少不知妖精美
朵朵真的太棒了
三连了
都没注意，小时候都看猴去了
红楼梦有吗
小孩子才做选择，我都要
三连了
这里好像李沁
红楼梦安排
牛啊
佟湘玉他爸
七个蜘蛛精都可以
那个狐狸好像
太用心了，一键三连。
经典到底是经典
眼泪下来了
这好像啊
三连！三连！三连！
感觉Up长得就和杏仙有点像
up主有心了
羡慕朵朵的未来老公
我怕2333
每个都好像啊～
嫂嫂美如画
当初叫人家小甜甜，现在叫嫂嫂
红楼梦红楼梦
不愿意
刚刚那个怪怪的，这个很像
哇这个像！
woc！好像！
看三遍了
小甜甜
致敬铁扇公主，带病为后代留下经典
绝了
好家伙，地仙铁扇成妖了？
细节
我天，太牛了
55555，收了我把
你捣年糕的锤子呢？
绝了，up发个投票吧，红楼梦可定第一
泼猴误我
点错了点错了
我不取经了，请吃掉我吧
原来的电视剧是美女演妖精， 现在的电视剧是妖精演美女。
当年西游记这么多惊艳的女妖精我不看，光冲猴儿和猪去了
希望你把四大名著都来一遍，期待水浒传
走了啊？走好
啊这太厉害了，服装不止像，连这个画质都感觉是以前的那种[星星眼]
建议加上原版的对比[藏狐]
请选择你的英雄
我是一个糖尿病患者。 我常备的胰岛素只够看姐姐两眼
《西游女妖评鉴指南》[藏狐]
《西游女妖评鉴指南》[藏狐]
服化道都超级用心啊！！！
小姐姐，好温柔啊！
特效满分
这个唐僧颜值最高！
好多美 女
黑狐精
蝎子精
蝎子精
地涌夫人半截观音
求红楼梦
小三儿还那么理直气壮
怎么就一个
小甜甜
好看!
我就是喜欢妖怪
为什么我看成了盼大佐
很有意义的主题！经典确实值得大家关注
哈哈哈哈哈
哇塞 我不喜欢玉面狐狸了
西域奇葩莎莉翁
1.2w收藏是认真的吗  兄弟们
笑死
美女姐姐跟我贴贴
杏仙
哭了，满满的回忆啊
好
沙里瓦
西游记哪有什么版权
超级漂亮
这样视频颜色就很复古，连比例都复古
3连关注了
嫂嫂
三太子绿了
致敬
DNA动了
喜欢！！！！！！！
哪吒他妹妹？
厉害啊
好温柔的语调啊啊啊啊啊
我要这硬币有何用
这个不换个BGM吗
蓝上了
都是满满的回忆
美死了
这个服化道秒杀当今绝大部分烂剧
我选错了！！我喜欢的！！
我爸最喜欢杏仙的欢乐就在今朝了
爱你哟么么哒
牛啊！！
太像了！！！
喜欢，已经三连
悬丝诊脉
三连
一键三连不过分吧各位！！！
哈哈莎莉哇莎莉哇
哇，好好看
这位好看
要不要来个87版红楼梦呀？
见过
准确说这是玉兔变的公主
别@了，今天我就是猪刚鬣
嫂嫂
这角色up最符合
白 给 精
小白龙前女友
眼神比玉鼠精纯良多了
我超
之前看剧净看猴了
女儿国王呢
6666666
玉兔精绝美
都是同一个演的
干净又卫生
杨春霞老师的造型
我靠燃起来了！！！童年经典无人能敌
人家已经是仙了
好家伙
气质拿捏住了
这个可以
桃李芳菲，梨花俏
这回要整七套衣服吗？
明明是白老鼠
李玲玉李玲玉
以前的演员美的各有千秋，现在的明星丑的千奇百怪
赞给你了
小时候录像厅见过
币也给你，眉目神情像极了
嫂嫂快张嘴
好家伙，我以为评论区玩梗
我吃我吃
这最像！我天呐
像真像
太好看了
朱广权（bushi）
这还是哪吒他爹的干女儿
美！
我要这三连有何用
点错了，哎
听听当年的台词！这才叫功底！
原来是复刻啊，笑死我了，以为自己脸盲
这个像
都好漂亮
喜欢
DNA动了
点错了！
致敬
666哇
气质不像
少拿原片糊弄我
点错了，喜欢的！！！！！
有内味儿了
我就说怎么是一个人
厉害了。
这个最像
画质牛p
她只要是模仿东方典雅类的都很像，血脉传承
这个是地仙、本来就是人
我还是喜欢老鼠精
老版红楼梦
好好看呀
握草点错了，赶紧三连
期待孔雀啊
老鼠精
这磁带应该比你大
铁扇公主不能算妖吧
什么鲤鱼精，这是龙女，应该也不算妖吧
哈哈哈哈哈好认真地还原
这个配音真的很好听
锦帽老鼠也好漂亮的
除了牛逼，不知道说什么了
消音了但没有完全消音
是~谁~~~~~~~
黑狐？陈老狗
爷青回#
老婆
白骨夫人啊
铁扇公主可是正了八经的地仙
这不是文远吗？
我去，侧脸好像！！绝了
大威天龙
点错了
迟师傅最帅
罗刹女算妖，毗蓝婆菩萨就是得道的罗刹女，而且后来铁扇公主也得道了
致敬
这个狐狸精有点意思
太牛了！
唐僧怎么走的动的
求女儿国国王
这地仙
哇哦
唐僧:都说我招人喜欢，其实只有女儿国国王条件还行，其他都是妖怪
这个是黑狐狸变得
李沁好像她
服化道满分
超级美
嫂嫂 武松有话要说!
这个就绝了
我记得女儿国国王是颜值天花板
老牛齐人之福
棒
好美
好美啊
哈哈哈 全员美人
好美
。。。。。。。。我以为是原版
妈耶，这个好像
up主好漂亮！
关注了，用心的up
侧脸有感觉
徐少华 颜值好高
砂砾哇
最爱猴子六老师哈哈哈哈
现在摄像机多了，拍的却差劲
女儿国国王最好看
哇哇哇
怎么都那么像啊
天地银行行长呢
画质感人
好看
以前光看猴了，哪会注意女妖精啊
il
这个狐狸精像
我女王呢
白马是马，驸马也是马
小时候光顾着看猴了
铁扇公主不算妖精吧
是复刻女妖们！！！女王不是女妖啊！！！！
呼！哈！呼！哈！是谁～
有心了
画质很还原了
小甜甜
点错了
嫂嫂！
叫我女王大人
用心了
画面真的有那个味道
光顾着看猴了。
