有你们在！
最早的一次
狮的肯定
雾山五行慢慢来，但一定要来啊
哈哈哈哈哈哈哈
狗哥好帅！
你给我画一二！
干得漂亮哈哈哈
狗哥声音好听啊啊啊啊啊
坏人
人家带音响。你他么带乐器
不能不给鸽子们一个弹幕
泪目
这明明是狗哥，狮子哪敢跟鸡哥这么闹（doge）
生活本来不就是这样
哈哈哈哈哈哈
泪目
柿子声音好听嗷啊啊啊啊啊
诶嘿
最近好高产
摄像的是杜宾
“刀”=现实，又有谁理解不了呢
可恶，差点哭了
草
我才关注你你就给我来个停更。。。
泪目
彳亍！
国漫之光《三体》要上映，加油
狮子声音这么好听么
熊吉？
哈哈哈哈哈哈
熊吉???和喵美的泳衣。。。
5000＋
送刀子来了
雀得游戏
高产！！！
狮子:可他妈装一次x了
狗哥的声音好温柔一点都不像混混​
突发恶疾
ohhhhhhhhh
笑吐了
前排˶⍤⃝˶꒳ᵒ꒳ᵎᵎᵎ
心脏骤停
突然高产了是怎么一回事
国创加油！
。。。？？
心脏骤停
大猛子！
笑死
哈哈哈哈
13分钟
泪目，
笑着笑着就哭了
泪目
泪目
愿生活可不需这样
星有野是东北人呢
狗哥声音好软！！！！！！！！
三体
细节拉满
泪目
飞机耳了都
剃刀党（滑稽）
国漫崛起
时光代理人！
泪目
大猛子
《三体项目组》
《生活本来不就是这样》
淦
哈哈哈
牌面啊
哈哈哈哈哈哈
人口贩卖了属于是
好家伙！
这手是豹子的吧
《无需多言，等你》
yeeeeeees
粉丝的支持就是对创作者最大的鼓励
泪目了
14分钟，我出息了
母狮子呢
烫烫烫
坏人挂脸上哈哈哈哈哈
三体！
淦 感情刚到位
我收藏的一个混剪啊啊啊！！
门没关
哈哈哈哈
艺画：论刀还是我熟
哈哈哈哈这两只
排面！
xswl
哈哈哈哈哈哈
去做三体了哇
哈哈哈哈哈哈哈
16分钟
行啊寄刀片
这亲切大碴子味儿
这不去催跟一下刺客伍六七大电影
哈哈哈哈哈哈哈哈
哈哈哈哈哈哈
有内味了
哈哈哈哈哈哈哈哈哈哈或或
狗哥地位上升啊
我差点就感动了，焯！
画师，制作组，配音，工作室都辛苦了！
一个悲伤的故事↓
？
热乎
人人都是大猛子
卧槽
klkl
哈哈哈哈哈
热乎乎啊啊啊
《剃刀党三兄弟》
666
浑身刺挠  相当难受
泪目
细节！
牛，三体终于要出了？！
时光带刀人
浑身刺挠
…….我真的泪水就在眼眶，给憋回去了
他看着我的目光不再凌厉 ，而是多了几分温柔与同情
意思是停更三年？
活化
还有一二是十分不如意
泪目
啊
真·坏人写脸上
心脏骤停
哈哈哈哈哈哈
真·坏人写脸上
还有熊吉
真·坏人写脸上
加油
母狮子！！！
真·坏人写脸上
加油
大猛子
真·坏人写脸上
红红火火恍恍惚惚
好前！！
芜湖
出息了！！
真·坏人写脸上
19分钟
烫嘴
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
随手关门
林魂导演那句请珍惜每个坚守动画的人，我一直记着
时光代理人！！！
来自狮子的肯定
最近速度有点快啊
第一次这么早
真·坏人写脸上
19min
WC三体项目组！
《   耶   狮   》
漏气
19分钟！
还好没看小说，不然看动漫就没意思了
草
手插皮里的屑狮子↓
好耶！
梦幻联动
来了
坏人哈哈哈哈
《 有 点 事 》 。。。
坏人写在脸上
动漫路真的很难走
这是艺画鸽天？
这个音乐，ptsd了。。。
是鸡哥的话狮子连反抗都不敢有（鸡哥yyds）
泪目
wc
干得漂亮
前面的BGM确实是惊涛落日
我永远相信国创动漫。也相信国漫制作人。但我不相信资本会为了观众。
22分钟
突然高产
这都能刀
neng死他哈哈哈哈哈哈哈哈！！
注入林魂！
芜湖
第一次这么前
好耶
23分钟！！
呼呼呼～烫烫烫
《不用当人》
我永远相信国创动漫，也相信动漫制作人。但是不相信资本会好好的对待观众。
泪目了
突然高产
哈哈哈哈哈哈哈哈哈哈
催更催更
哇
狗子好帅啊
卧槽了
焦头烂狮
干巴爹哟
哈哈哈哈哈哈哈哈哈哈哈哈
我了个大草！！
完了！进了几只鸽子.....
哪有人把坏人写在脸上的啊
哈哈.主办都是鸽子
一集时光得三集两不疑才能缓过来
牛逼！刀死他！两败俱伤在所不惜！
满脸写着现实与无奈
热乎
酸奶！！！
好耶
力工
？？？？？？
伤感
卧槽 燃起来了
!!!!!!!!!!!!!!!!!!!!
别走丢啦！
致敬每一个动画人，动漫人  国产永不凋零
场景带刀
高产似母猪
20分钟热乎
27分钟热一下还能吃
泪目
《雀 德 游 戏》
这辈子不打算更了似吧
苦练kingtut，这就是街舞
呜呜呜呜爷青回啊xdm
你知道这个手势包含多少意义吗？
卧槽！
贩卖人口
三体拍面排面
心梗BGM
戛然而止的BGM
母狮子呢
雾山五行
加油！
哈哈哈哈哈哈哈哈
泪目
bgm开始
30分钟!
三体！焯！
害这是妹有马
三体三体
我要看鸡哥
哈哈哈哈哈哈哈哈
唢呐灵魂
好
好家伙！！！
星有野，卒！
还有灵笼，别放过灵笼
三十分钟
确实不像没事的样子
时光代刀人要被制裁了？！
突然高产
《不     行》
好家伙
狗哥的声音?
6666
啊？三体开始策划了？！
跪求这一段的bgm！！！！
《因为你，我相信》
像极了我搓澡够不着背
哈哈哈哈哈哈
熊吉？
卧槽槽槽槽槽槽槽槽槽槽
bgm是啥啊
焯，三体！
好家伙，33分钟
哈哈哈哈哈哈干得漂亮
5000+
所以停更是真的吗
黑白
hhhhhhhhhhhhhhhhhhhhhhh
币投早了！
2333
哈哈哈哈哈哈哈哈说得好！
哈哈哈哈哈哈哈哈哈
直接tm首页通知书
火化？。？！！（狗头）
34分钟
热乎
哈哈哈哈狮哥xswl
火van！
《生死离别才是最大看点，你到底懂不懂观众啊》
看我发现了什么？
艺画开天的三体？
泪目
坏人就离谱
行 一方有难八方支援
角色的离去，最先哭的一定是作者
这BGM心脏骤停
《灵感》
但，生活不该是这样
泪目
35分钟！
没戏了，不会更新了doge
TM干的漂亮
35分钟
真实了，其实最怕的不是自己觉得画的不好，而是怕观众觉得不好，呜呜呜。
你tm 更新快点就行了
雾山不行
哈哈
代理人！！
哈哈哈哈哈哈哈
36分钟 热乎
熊吉？
生活可以不必这样
兔子脸太没威慑性，只能把坏人写脸上了
36热乎
这是《雾山五行》
三体年年出
啊啊啊啊啊加油！做自己！！！
狮子不得在门口转弯哭成狗吗？？？
呢古贝塔
热乎的
《Underground》
熊吉又双叒叕穿兔美的泳衣
哈哈哈哈我鼻涕都出来了呜呜
加油!
纯纯牛马＋力工
38！
我看着咋像狗哥呢
致敬每一个辛苦动画人！
突然高产
高产异常
首页通知书
哈哈哈哈
好家伙，官宣了
38，还能热热
哈哈哈哈哈哈笑死我了自带BGM
牛的啊
焯！
  。。
哈哈哈哈哈
不三连，天理不容
太好啦，感动ing
熊吉！！！！！！
鸽子
泪目了啊这
超
哈哈哈哈哈哈哈哈
外包去咯
师爷毫无地位
你给我画!等第二季呢
太帅了
懂了，狮子是大猛子配音
笑死了
泪目
37分钟还烫嘴
泪目
已经开始头疼了
C
泪目
不多说了，星有野牛逼
哈哈哈哈哈哈哈
热乎的
《有点事》
哈哈哈哈哈
43分钟，还算热乎的
有一个在跳开场舞
有点逝
哈哈哈哈哈哈哈哈哈
包身工
鸡哥同意吗？
心脏骤停
人人都是大猛a子
这不是狮子？
母狮子呢
他们都是咕咕咕吗？啊？哈哈哈哈哈哈哈
出了口恶气
苦难不可避 但是从不是必须
求ngm
求bgm
他这身你信吗
快了，好耶
热乎
艺画开天？？？
想办法鸽？
我相信国创动画会再次伟大
别弹了
生活不该是这样
？想屁吃呢
狮哥声音意外的好听啊
这BGM是红警三日冕mod组的，是个非常棒的mod！
哈哈哈哈哈哈哈
这……
火 花~
怎么还是鸽子
时光带刀人
47分钟还没凉！
热乎
提前泪目
菊花宝典，，，绝了
47分钟
三连求三体！
众生皆鸽
为什么全是鸽子人！
老板里面请~
前进四！
好耶
哈哈哈哈哈
哈哈哈哈
逐渐暴躁
卧槽！BGM惊涛落日！
突然高产
卧槽
她 
时光代理人！！！
高产啊
热乎
卧槽！加油！！！
高产啊啊啊啊
我丢！三体！！
我要看狮姐
泪目了家人们
排面
加油！
害有点蕾姆
@罗小黑@风灵玉秀
我抄！！！
46分钟！！！！！
星有野是我发现的宝藏
好嘞，哥
哈哈哈哈哈
请把门带上，记得要轻
哇！！！星野哥最近好高产！
为什么不是鸡哥
狼哥
笑死我了 委屈但下次还敢
泪目
哈哈哈哈
这一期一个人说的话都他妈赶上之前所有得劲
真的吗！
这可不一定
一生只卖一堆人
宫崎骏：能画画，不画滚
杀人还要诛心，我的《我的三体》啊
有生之年
猛男撒娇
求混剪出处
好耶！（指三体）
就这场景，我看着野哥画了两天
国漫加油！
笛子：就这？
666
我信！
哦吼  加油
哈哈哈兔子是因为不像坏人所以带的面具嘛
我相信你，不相信国创，只相信好作品，不相信国创大概念
哈哈哈哈哈哈哈哈
哈哈哈
三体啊!各位是三体!!星有野去更三体了!!!!!
脱发！！！！
突然高产
加油！
狗子声音好好听呜呜呜
郭盛老师：……
bgm有那味了
牛逼
卧槽卧槽卧槽
DNA动了
惊涛落日！！！
This Is Sparta！
我鸡哥呢？
碗上夏林面馆细节
一小时一小时一小时！！！！
哈哈哈哈哈哈
好
你懂不懂流量密码啊，母狮子呢
哈哈哈哈哈哈哈，有病
一小时2万赞
Bgm惊涛落日
国漫加油
有事（生理上）
哈哈哈哈哈哈哈哈哈哈
烫手的！
hhhh
好像禽兽朋友里面的鸽子啊（死亡笔记那一集）
妈耶
有生之年！
本来也不是人啊（doge）
卧槽！！！
Op
多看空我
惊了，怎么不鸽了
坏人
豆豆奶茶
豆豆奶茶
不行!
哈哈哈哈哈
三体
一个小时，还热乎！
有点想哭
泪目
好真实
还我野兔子
加油
高产似母猪
漫画家真的不容易，有的时候累到死还是不过
三体！！
泪目
我靠！排面！
牛皮啊
老鸽子了
三体明年有了吗！
埃及手
雾山五行更新了？
泪目
脱发！！！！
刀子人
哈哈哈哈哈哈哈哈
哇三体诶！加油！
不行啊狮子的配音，该溜子的形象出不来啊doge
哎呀妈呀妈呀
呼
三体要紧！
.++
啊23333333吃饭笑喷了
这就是你说的有点事？你是不是把兔子打了？从实招来！
干得漂亮！！
完犊子了三体。。。都得到什么时候了
中国原创动漫离不开星有野啊
加油
刚来，请问是高产up吗
点赞兄弟们
bgm？
可别让李导知道哈哈哈哈哈
排面
刀有啥不好看的，多来点，生活哪有那么多美好
一小时
加油！
芜湖起飞
哈哈哈哈，笑的找不到头了
心脏骤停
鸡哥？
鸡哥不善言辞
卧槽声音真好听
好耶！！
两个币太少了！我要投100个
泪目了
唢呐一响，国漫无敌
三体！！！
这不是酸奶吗
hhhhhh
前方高能
《有点逝》
这狮子是海皇嘛哈哈哈
芜湖
母狮子呢？？？
三体动漫是艺画开天做的
By order of the peaky blinders！
笑死了！！！！！！！！！！！
By order of the peaky blinders！
《有点事》
《有点逝》
这也开刀是吧
三连了
唢呐yyds
艺画：没我事就好哈哈，吓死了
哇，更了
8000+就离谱
雾山五行？
干得漂亮
我去！！！
带货的带货，扯淡的扯淡
很简单，只要你快更
前方大型抢救现场
好好好好好好好
好哇
加油啊啊啊啊啊！！！！！！！期待拉满！！！
没有勇气转发分享的我，就多发几条弹幕巴
观众想看偏偏封杀什么
国漫加油，国漫崛起！
因为咕咕咕
-
Bgm:pray
反而哪些低级的早教片播的最多
牛逼牛逼牛逼
一小时，还热乎着
卧槽，大佬啊
把泪目打在公屏上
但凡剧情动动脑子，经费多一点给原画编剧
走心了
热热乎乎
只要国漫初心不改，我永远愿意相信它
谢谢阿，帮我做了我一直想做的事
干的漂亮
高度支持
全tm给流量明星是像摆烂不成？
能死他
哈哈哈哈哈哈
牛逼
激动
生活本不应该这样
可恶
坐等野兔子的新作品
格局
哈哈哈
三体动画化？还是《我的三体》程心？
涩起来了
先三连再看
加油！！！！！！！！
ohhhhhhhhhhhhhhhhhhhhh
支持国创
谢谢 已经把膈应传染给我了
hhh 就冲这个三连了
三体难呐，主要是预期高
你要不要吧
等你
泪目
麦当登上彩虹海
高产了？？？
可是
玩明白了啊
有点像全职猎人蚂蚁篇的那个小豹子
刀死他
但凡把娱乐圈的百分之一经费给动画，国漫能是这个德行？
唯如意楼
狮子才是星有野本人的声音
《微 叉 儿》
好！！等你
心脏骤停
笑死我了
芜湖
这。。。
操 一句话给爷说哭了
又特么刀子
火化！！！
都多长时间了，我以为三体不做了呢
又特么刀？
恭喜我狗哥出场！！！
国漫加油加油加油！我会一直爱你的！
啊啊啊啊啊啊啊啊啊啊啊啊啊啊，狮子！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
动画人感觉很贴切，分镜和现实一样
加油
加油
泪目
双厨狂喜
元龙2啊 解神者啊让我发现，苍蝇会过去，把它搞坏，很难保持乐观态度
母狮子呢
欢迎回来
国漫加油！
加油加油！！
拉姆
这个地方应该把他的头发去掉
三连了
我要看母狮子
日冕：？
哈哈哈哈
突发恶疾
卧槽？！
哈哈哈哈哈哈哈哈哈
《有点逝》
画埃及手就离谱
真的假的?
是不是星有野工作室要倒闭（doge）
卧槽
焯
加油！
艺画鸽子
更快点
艺画开天
鸡哥表示 我给你脸啦 
明白了！
bgm  PRAY
一个小时!
bgm pray
加油
bgm pray
母狮子呢？
生活本来就不该这样
一二呢，吐出来！
晚了呀
鸡哥呢
哈哈哈哈哈哈哈哈哈
心肺骤停
好
三体？
上面白字我昨晚关注今天停更
1小时
等三体上线了那都明年的事情了不可能是后年大后年的事情，三体我知道的要制作的话可能要耗的时间很长很长
人 口 贩 卖
豆豆奶茶和夏林面馆，挺细节的
再来亿遍！
本来也就不是人啊
所以这是艺画天开公司？
泪目
《膈应》
哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈
啥？！停更3个T的片子？
哈哈哈哈哈哈哈哈哈哈
有生之年！
干得漂亮，干得漂亮，大快人心
关门啊喂！
什么原因啊
哈哈哈哈哈哈哈哈哈
哭了
wcwcwc
哈哈哈哈哈哈
泪目了
排面了奥
加油
打上火浣
雾山五行
泪目泪目，等第二季，继续被刀
有点逝
！！！！
这是鸡哥的手？！
什么牛马
哈哈哈自己做bgm
辛苦了
ohhhhhhhhhhh
哈哈哈哈哈哈哈
泪目了家人们
啊！
火化
星有野被征用了呗意思是
？
还我眼泪
真长啊 卧槽
刀片，哈哈哈
见封进
卧槽，行
握草
我超
一小时一小时
哇
寄刀片
痞子直呼爷青回
惊了
《我真不行》
啊啊啊啊啊啊啊啊啊啊啊啊
哦哈哈哈哈哈哈哈哈哈
这跳的是白金disco吗？
好早
泪目
瑞思拜
哈哈哈哈哈
哈哈哈哈哈哈哈笑死我了
三体~
哈哈哈哈哈哈
我投币键不见了
哈哈哈哈哈哈哈
哈哈哈哈哈哈
泪目
哈哈哈哈哈
国漫加油！！！！！nmd
好家伙这是直接关门啊
《鹅 城》
泪目就离谱
ccc，三体啊啊啊啊啊
所以意思是星有野要去整三体啦？！
为啥只能投两个币
等你！
哈哈哈哈哈哈
加油
《动画人永不为奴》
泪目
就非得头皮发麻
双厨狂喜
某幻！！！！！！！！
格局
烫死了
焯！
你搁这还刀！这也刀？？！
哈哈哈哈哈哈哈哈哈哈或
泪目了
这也开刀？
正道的光
暗示点赞（
泪目
在这你也刀是吧？
好家伙
包身工
给我刀了他
排面啊
干的漂亮
哈哈哈哈哈哈哈
这还是章回体啊
哈哈哈哈
艺画咕天吗
高产！！真的假的！如果被胁迫赶稿你就眨眨眼！我们就不管了哈哈哈哈
对不起，我可以给好评，但是刀片还是要寄。
催更灵笼
哲学了起来怎么回事
狗哥这声音真的好温柔
一天一更？
心脏骤停
弹幕
这么扶再不行那就别特么怕被骂
卧槽，加油啊
9000＋你们好
我居然赶上了！！！
类目
那是熊吉吗
确实有事
焯
突 发 恶 疾
哈哈哈哈哈
我浑身痒痒
一小时热乎
哈哈哈哈哈哈哈哈哈哈哈哈哈
弹琴的是母狮子？
我的三连键呢！
好酷的声音
一小时
我的三连键呢！
可...它们的确不是人啊
狮哥声音好好听
加油加油加油
这个ok好性感啊
哈哈哈哈哈哈哈哈
火罐
ohhhhhhhhhhhhhhh
好家伙去画三体了？
被狮子笑死哈哈哈哈
嗯？？？（东北音）
鸽
卧槽
哈哈哈眼泪活生生憋回去了
心脏骤停
泪目
哈哈哈
6666666
哈哈哈哈
日冕的惊涛落日！！！！
憋大招了属于是
狗哥斯哈！
赞！！！
唢呐一啼，国漫无敌
狮子哥666
bgm：惊涛落日！（红警日冕mod原创歌曲）
1h
卧槽！！！好好好好好好好好好
算了。。。不打了，赶紧画！
哈哈哈哈已经开始笑了
无情的工具人
辛苦啦！
这一刻的狮子好帅啊
哈哈哈哈哈哈哈哈笑不活了家人们
加油！
艺术来源于生活。
鸡哥不好么
哈哈哈哈哈哈哈哈哈哈哈
红红火火恍恍惚惚或或或或hhh
期待！
先脱水是吧
生活不就本来这样
《你给我别弹了》
泪目
哈哈哈哈哈
雾山五行yyds
1小时，还热乎着呢
就是他！快，快！！狮哥刀他！！！
泪目泪目
狗哥还是你行
？？？？？
刀了他！！！
心脏骤停
可以了，炸毛就很像
这个大拇指真的，比得过一切
哈哈哈哈哈哈哈哈哈哈
力工
很好，我的那份也一起吧！
陆光：我是不是给你笑脸给多了
66666
我去
等你上线啊加油！！！
这也能刀？？？
等下，又刀我！？亲自上场刀我？！？
两个币给国漫说
快乐牌刀片
这也刀??
等你！
有你的快递（你需要哭宝贝）
这不是那个二狗么
tutting！！！
哭了泪目
一小时
nice兄弟干得好
但有时候，生活不应该是这样
干得漂亮
狮子哥点赞
致敬
Tx先死
哇  梦幻联动 
国漫加油！！！！
哈哈哈哈
带资进组了
我tm……能不能别放bgm？
纯纯力工
??????心脏骤停
BGM好听诶
心脏骤停
hhhhhhhhhhhhhhh哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈！！！
逐渐峰化
你
泪目
哈哈哈哈哈哈哈哈李导是你吗
哈哈哈哈哈哈哈哈哈哈哈哈
欢迎收看时光代刀人
好棒好棒好棒！！！！！！
这里用的还是时光的bfn
哈哈哈啊哈哈哈哈哈
加油加油
时光的bgm！yyds！
《谋  权  篡  位》
哈哈哈哈
1小时
陆光：“我是不是给你实验太（给实验）多了。”
动画制作真的不容易！
泪目！
卧槽！
加油加油
哈哈哈哈哈哈哈哈哈哈哈哈李导知道你这么干吗
泪目 你币有了
火划！
鸡哥呢
带刀人！！！！！
“快了”
快个p李导我不信你doge
纯纯力工纯纯牛马大猛子
三体
笑死我hhhhhhhhhh
高产似那啥
关门啊喂
一小时！！
艺画开天
都塌麻只看火影的吗？不能借鉴（抄袭）一下别的打斗动画？
泪目
哈哈哈哈漂亮
没鸡哥不看！
干的漂亮！
好家伙
两个小时，完啦
太形象生动了
能不能顺手给艺画开天也刀了
火化！！！！
芜湖！！！
哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈
排面！
哈哈哈哈，玛德，眼泪快掉了硬生生让我给别回去了
刀了刀了
动画人真的辛苦了
干的漂亮
关门啊喂！
8000+
哈哈哈哈哈哈哈哈哈哈哈
心脏骤停
哈哈哈哈哈哈哈
泪目
拿摄影机的是鸡哥嘛
bgm是哈
哈哈哈哈哈哈哈哈
2小时
泪目
泪目    
酸奶
啊啊啊啊啊啊啊啊   奥利给
哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈
干的漂亮
哈哈哈哈哈哈
7000+!!!!!!!!
草
把老子感动还回来！！混蛋！！
2333
听到这个不bgm就开始痛
这他妈是狮子哥
狮子帅死了
土木人熬
热知识：艺画负责三体动画版
狗哥好可爱
蕾姆
头皮发麻
真实，天天早上起床到晚上凌晨
湿气
心脏骤停
牛皮糖！
好好努力啊，全村的希望
@jsc
这里可以寂寞吗
有点逝
BGM排面
狮子摇
唢呐注入灵魂
吊袜！
hhhhh
卧槽
行
咔酷依～
排面～
说的太对了哈哈哈哈哈哈哈哈哈
999的刀钱我已经付了，什么时候灵笼出第二季
哈哈
把爷的币全拿走！！！
坏人：俩原生的，一伪装的
我的妈耶
先点赞
哈哈哈哈哈哈哈哈哈说得好
.00/
再投币
时光刀人就是欠刀
心脏骤停
哈哈哈哈哈哈
好耶！
加油，关注了
哈哈哈！
狗哥不愧是你
还有一二呢
突然明白了什么ohhhhhhhhhhhhhhhhhhhh
不值几个钱……
整
哈哈哈哈哈哈哈哈哈哈哈哈
配对成功
后面那是Figo_oFu吗，哈哈
埃及手握草
联动，芜湖
OHHH
啥时候故事交代到新冠时期
可恶，给他装到了
国产文创这个环境，相信？不做出成绩只能自欺欺人
让腾讯滚蛋
加油！
加油
6000+在看？？
泪目了家人们
封面劝退
灵笼是神
牛逼糖
时光刀子人
大猛子
泪目
全村人的希望
好，没问题！！！
.avi机位
啥第二季
现在也刀我，开口就是刀呜呜呜呜呜呜
hhhhhhhhhhhhh
时光代理人bgm
做了我想做的事
刺挠
你做的就信
泪目
毛病
全是线索
2小时
看住孩子！！！！！
艺画开天：你念我身份证得了
火化！！！
面馆！！
呱唧呱唧
艺画开天！
所以都是鸽子？
后面那个是时光的手舞！
惊涛落日
好家伙 日冕
夏林面馆！！
我鸡哥呢？
熊吉君！！！！
好
豆豆奶茶！
泪目
‘’
豆豆！
小潮？
这就是你黔驴技穷的原因？？信你个鬼！！
艺术来源于生活
哈哈哈哈哈哈哈哈嗝，你给我憋弹了哈哈哈
雷姆
！！！
有点逝
我三好像是明年（22年）更来着
干得漂亮
突然高产
（走）
鸡哥？？？？
加油加油
眼泪戛然而止
火化化化
狗哥你为什么还在这啊？！
泪目
人口贩卖
致敬
哈哈哈哈哈哈哈
反复观看
啊，我生日当天
出戏
牛逼
熊吉
没有一二，十分的不如意
哈哈哈哈哈哈哈哈哈哈哈哈哈
牛皮糖！
我超
国漫加油
《包身工》
OK
神游咕咕
泪目
哈哈哈哈哈哈哈哈耳朵
这是上次直播间里，找动画的星没野和熊吉
哈哈哈哈哈哈哈
有点逝
干得漂亮
泪目
星哥大气！！！
鸡哥呢
卧槽
握草，这剧情有时光代理人那味了
6000＋
哈哈哈哈哈哈哈哈
你好像有那个大冰……
这是合文俊吗
哈哈哈哈哈哈
我鸡哥呢
牛逼
生活本不该这样……
东北老乡！
东北狮
牛逼！！！
好家伙
这么高产？
陆光：“我是不是给你笑脸给多了？”
干得漂亮
奥力给
漂亮
哈哈哈哈哈哈哈
2333
艾特大猛子
哈哈哈哈
这不是我时光代刀人吗
66666666
星游记2哪时候出！！！
泪目
哈哈哈哈哈哈哈突发恶疾
时光代理人！！！
66666666
泪目
南极贱畜
泪目
哈哈哈哈哈
哈哈哈哈哈哈哈哈
来了来了！
惊涛落日
本来不知道为什么听着音乐已经不自觉的哭了，结果一声“别弹”，一下笑尿了
加油
灵笼！催！
我凑，这表情画的太形象生动了吧。
还有星游记电影加星游记第二季我相信国漫支持的点赞
不容易呀，泪目
这........兜儿
ohhh
日冕的bgm
钢琴哑巴哈
好家伙
尴尬病犯了，哈哈哈
燃丫的
woc
好家伙
加油！
好耶
哈哈哈哈哈哈
哈哈哈哈哈哈哈哈
做自己
牌面呀
泪目
好家伙
鸡哥不露面还想要币？
有生之年系列
喔嚯，高产
把坏人写在脸上
牛逼
惊涛落日yyds
信你妈
干得好
打蚊子（指脏东西）
现在是北京时间14点整
哈哈哈哈哈哈哈哈哈哈哈
原来是狗哥再拍！
大哥仗义
哈哈哈
3个小时四五十万播放量就离谱
我哭着就笑了，耶狮是什么鬼
祖传BGM
这唢呐，疯了
《快了》
卧槽 大新闻
哈哈哈哈哈哈哈哈
心脏骤停
哈哈哈哈哈哈哈哈哈哈哈
这哥们儿的埃及手比划的行啊
感觉不太容易啊
我想
狮子声音好温柔好man
