刚刚？
11分钟！
完了 复盘完了我还是记不清
十一分钟还是热乎的
空降成功
笑起来好可爱
您来了
12分钟
热乎的
耶！热乎的！
热乎的
来了
平安降落
弹幕这么少，我以为我没开
超前！！！
13分钟热乎！！！
12
新鲜！
来了
安医生的朋友小金？
十四分钟
这个周更的挺早！
十四分钟热乎
我好速度，十四分钟
来啦
高刑警胖了
来了！
安医生
啊哈
善良男孩是安医生 因为他说不能对伤口视而不见啊
空投5：00
雪宝儿我爱你
热乎啊啊啊
这个不是他弟弟？
5:00
操操操操操操终于来了！！！！！！！
好长
睫毛精啊！
第10221
变态猎杀变态？那安医生是在猎杀变态？
来了
来了！
我觉得这集最精彩
热乎的片片！
我妹想到的安医生死的这么彻底骨灰都给他扬了
16分钟
热乎的
空降成功
热乎的
16分钟我来了
终于等到你，17分钟热乎的
安医生？
 ？？？
这应该是医生吧
有人！！！！我也怕！！！！
这小孩应该是安医生
善良男孩好像安医生
热乎
好贴心
爷来了
这小男孩不是新出现的 在之前和老师对话说老师烦的剧情里最后凝视走廊的时候有出现过
啊啊啊啊！
来啦！！
大家记得三连啊
这个小孩这么淡定地给他包扎伤口，也不简单啊
三连了
弹幕弹幕
你是神？？？？。。。。
来了！
你是谁？？？
热乎
19分很热乎！
热乎的
好长的前提
第一第一
老张是谁来着？
来了来了
医生？
太热乎了
老张是谁？
热乎
21分钟  热乎啊
牛！
这个孩子前面出现过
来了来了！
这里到底谁是80啊
热乎的
热乎的
这个应该是安医生吧
蹲一天了
这不会是安医生叭
我来啦
啊
讲得好清楚 i了
热乎！！
关上了24分钟的大门
热乎的
23分钟！！！！我出息了
空降成功
等了好久
我去 这么早
啊这
这个海报可太好看了
0
热乎！
热乎的
是医生吧，虽然医生对这些东西冷漠，但是他不会故意去做这些事
来了
没人觉得高刑警很像管泽元吗
早早早！
妈呀 这小男孩的衣服跟我的一模一样
承包空屏
正片开始
好前排！
热乎
终于来了
来了来了！
感觉像降落伞
27分钟热乎热乎
想你了
芜湖，热乎的！！！
片片太强惹！！！！
先把币投了，晚上回去看
来了来了
来了来了
这小孩安医生吧
29分钟，我还早呀！
来了来了，期待
来了来了
热乎热乎！
5199赞 8061人正在看 就离谱
承包空瓶
29分钟
好帅
热乎的
空降5：00
我刚刚看完上一期突然发现又更新啦
严谨
不觉得变态基因就已经挺科幻？
安医生好惨
赶上了
\
进度条感人
草，这个小男孩的脑子不会换给了阿伞吧？
贴心
热乎
跳过重温剧情空降5:03
我这么早吗
小白nb
不会有排斥反应吗？
空降 5:00
连起来 催更
热乎
善良男孩小白吧
热乎
我觉得这个小孩是安医生
热乎
来了来了来了
烫熟了
来了
热乎
直接上手拿啊，手太稳了
我太爱安医生了
热乎的
5:00
热乎热乎
第二个海报的小白和安医生有点像了
终于等到你！
你敢更新再慢点吗
空降5：00
小白有点像袁伟豪啊
37分钟！
热乎
wow
来了来了
眼睛好像阿伞
193\
好家伙
来了来了
小白帅的
安医生太惨啦
来了
热乎的
脑花本花
哟西，有始有终
热乎的
这长得太像阿伞了吧
所以变态男孩开始假装自己是善良的？
亲切
热乎着
来了来了
空间成功
来了
奶奶！
来了
还是温的
来啦
冲 不怕
44分钟，耶耶耶耶
空降成功
小白
热乎的！！
包扎肯定是安医生啊
勇闯无人区
、
9348人正在看？
你终于来了
热乎
！终于更新了
三连再看
热乎！
小白本体善良，移植脑后成为善恶混合体？？
50分钟
焱哥
来啦来啦，热乎的，先三连在看
热乎
先赞后看
新鲜！
快快快
终于来了
没死怎么移植…活拆吗卧槽
新鲜出炉
前排前排
你再不更新就真的已经忘了前10集的内容。
卧槽活体移植
哦哦哦
一小时凉了
暂且按下不表
呜呜呜安医生啊
刚蹲下
太自私了
亲切
58分钟以前
5：00
56分钟！！！
5:00
不是呀，一个是医生另一个是律师呀
？？？
芜湖，热乎的
芜湖，冲冲
5:00
空降成功
先点赞..
5:00
估计改变了心态
倒是也没有那么亲切啦
好家伙，韩国全国就死了俩人是么……哈哈哈
NB
靳东
热乎
大脑不会有排异
靳东
奶奶的胸针。。。怎么骂人呢
空降成功
拿的应该是头骨吧
热乎
片片是可以让我没看视频就投币的人
已经晕了
刺激刺激
律师是另一个有变态基因，看剧情就知道，律师都是小孩子了，小民哥老婆还没生
有个心愿，今年送肝帝上百大，这次一定
空降成功
阿伞严谨
热乎乎
芜湖
热乎的
医生是冷漠的小孩，性格一模一样
一小时！
空降5:00
什么变态基因原罪论，本来就很离谱好吗？
空降5:00
这是降落伞？
老张也是刑警，他的2个儿女被小民哥绑了，一个车祸，一个至今不知(疑似崔记者)
还有一个变态是p.o
来啦！！
热乎的
好耶！
空降成功
小变态哈哈哈哈哈
来了来了
阿这
你们都好快哦
医生啊，是医生吧
真是太亲切了
这么看小白在海报里面发型变成了安医生的发型了
先点赞！
一波三连，抬走你
我的妈呀
这剧也太费小男孩儿了
安医生骨灰都被扬了 实惨
小白好帅啊啊啊啊
我来了
来了来了
这个小男孩在教室出现过
大脑真的能移植吗
来啦
感觉这个包扎的是安医生，怪物小孩是小白……
活拆也太残忍了
来啦
空降成功
丝滑！
、
热乎
小白：我的身体里有着谁
；
现在是啥都能磕吗？？？
下饭了下饭了
第10w
亲儿子啊
终于等到你
来了来了
我猜在小白家的花坛那里
成功空间
成功空降
贴心
弹幕呢
热乎
来啦辛苦了
成医生
热乎
律师有变态基因，那他爸爸也应该有啊
10万冲冲冲
我就不该吃饭！
别怕啊，忘了自己重头看
热乎
哇哇
不给自己生小变态笑死我了
c
片片我爱你，请不要停下来啊！！
亲.....切？？
一万人再看！
水时长嫌疑up！
第三个有变态基因的是这个律师吧？
开头就说了这是未来
一小时！
这个海报80看着好像大成子
严谨
新鲜
牛啊
来了来了我来了啊啊啊
我好快
哇一万多人一起看小片片
10287人正在看
来了下饭！！！！！
5:00
疑似水时长（狗头）
阿拉斯加全是肝，片片说片必须看
5:00
呀呀呀
这是小金
晕了晕了，0.5看吧
空降5：00
赶上了赶上了
来了
终于来喽
水了5分钟时间？？？
空降成功
来了来了
拔了氧气不是很快就死了吗
哇哇哇，终于更了
不能说没有只能说排异反应不强劫
来了来了
一小时！
来了
小天使啊
杀疯了！
水时长
谈恋爱等于生孩子
什么金拉夫
这孩子有没有可能是阿伞
+
RNG给爷冲！
我晕了
曾骄阳卧槽
两个小男孩都能磕，磕昏头了吧
笑的时候吐舌头了，应该是小白
.
可以去韩剧TV看花絮，可有意思了。
热乎的热乎的
安医生
查崔记者的小孩有没有变态基因就完了
来了
空降05:00
热乎热乎
空降成功谢谢官方指挥部
这不是弟弟吗？继父的孩子呀？
《亲切》
高刑警这个眼神有点憨是怎么回事哈哈哈哈哈
棒子的思维
嚯嚯
来啦来啦
卧槽！！！！！
高情商 回顾一下内容   低情商 又在海视频
热乎
如果安医生是那个天才，那真的太憋屈了，我气死了
我最快的时候！！！
为什么我感觉阿伞也有问题
太流水了，看完电视剧都知道​
热乎
支线太多就有点乱了，有点追不动了
安医生砸小白的脑袋是不是怕脑袋会继续被猎头者移植到别人身上
热乎
水了五分钟（doge）
过年了
热乎乎
右手受伤，是不是意味着可能左手拿刀 所以是左撇子？
热乎的
每次窥探必投币
热乎的
安医生吧？
两小时
粉字是腐癌吗，两男的有点互动就是cp了吗？
？？？？？？
，热乎
又被你水了5分钟
有没有可能没换脑，只是小白的心理被暗示了，变态的基因就被触发了？
会不会善良小孩最后成了变态，变态小孩最后成了善良的人？
热乎的
？
来了
安医生
有点像阿伞？（小男孩的长相）
空降成功
点赞点赞啊兄弟们
空降
来啦来啦
安医生
我没太明白换脑手术和支持率有啥关系
我要再听一遍捋一捋
来了来了
空降 05：00
万人同看，出息了
蛋黄派？！
热乎
老张就是抓到猎头者的那个刑警
蛋黄派！？
热乎的！！！
下饭
第三个有变态基因的不是律师  年龄不符
哇塞太惊喜了
善良的男孩是小白，她的妈妈是那个怀孕的护士，爸爸是救人出了车祸
来了来了
冲
后羿表示很淦
来了来了！！！
水时长
小白的形象好像安医生
片片太可以了，原片只更一集居然解说时长不减
已经忘了
想念安医生的第二天
空降成功
阿伞？
5：00
强烈建议去看原片！！！！！
感觉像降落伞
小白好帅啊
13926个再看
热乎
终于更新！
真多变态啊
没事我记不住的
安医生会不会没死
今天中午还在想片片快更新了吧。果然
怎么没人怀疑刘教授呢 假死啊
安医生感觉真的太惨了QAQ
终于等到你
我淦，到底还有多少集
bilibili
空降5:00
bilibili
来了
来了
小白好像之前医生的穿衣打扮
空降了
没有排异就离谱哈哈哈
一双儿女？
弹幕弹幕
正在吃饭
说明了小男孩是医生
来了来了
小白是白的不用洗白，起名是有逻辑的
盖亚!
新鲜的
好晕
来了来了！
5:00
热乎
李易峰演得不错
将头发梳成大人模样
另一个up主看出来了，不影响
怎么我两小时才看见
杀兔子的是安医生
新鲜的
辛苦了
666
小变态
绕晕了谁是谁的谁
来啦来啦
1w多人再看
在
包扎！这是安医生小时候吧！
时间线提示好评
好家伙14477再看
拉跨了
兩個都是左撇子
第一集也有这个小男孩
热乎的
kkk
你币没了
这是水时长
兔子 冤啊
小的是医生大的是80
两张海报，小白在变，高刑警一直憨憨的感觉
没人？
热乎的！
天使
不生小变态
这睫毛
还换了安医生的发型~
《善良的》
来了来了！！！
空军在此
说一个是律师的建议重新看一遍
那可是他自己的儿子？？？？
这个男孩也不正常
我      是      伞兵
支持率和焕脑手术的关系？？？？？？？？？？？？？？？
伞兵一号
我怎么忘记了崔记者生了孩子
《（疑似）》
啊啊啊啊啊啊啊啊啊啊啊来了来了
来了来了
来了
这句话听着有点怪，但又没错
ohhhhhhhhhhhhhhhhhh！
片，我等你等得好苦
我滴妈
建议开两倍速
磕到了
弹幕呢？？
阿伞吗？
每集都追的我 还是要重看一遍 剧情太复杂了
大鹏？？
烫手!
外卖刚到，我来啦啦啦啦
。
热乎
降落伞
来慢了
热乎
来了来了
就这个封面，小白不简单了
盲猜后来的小孩是小白
变态基因就是Xyy染色体 传男不传女
冷了
。。
太惨了
来辣
不是心得之前出现过
………………
來了
说明应该不是他的儿子
80就是郑正直，正直的韩语发音类似80
以前治疗疯子不久有摘除脑前叶的嘛  不过会变成傻子
空降5：00
热乎的
空降05:00
空降成功
晕了，再来一遍
安医生惨什么，七宗罪杀人案凶手肯定是他啊……
越来越成耀汉化了
这不是小白阿姨给小白的照片上的那个男孩吗
5：00
我就预感更新了
终于来了
估计小白才是她的儿子，几个变态小孩调换了环境。支持率只是导演用来放给观众看的
欣慰男主事受表彰的好市民，明面上又因为追查杀人犯而受重伤
水时长？
点赞真猛
热乎
3小时
空降成功
催更
don哥
终于等来了
空降成功
沉默的羔羊
空降成功
新孩子盲猜是安医生
空降成功
眼睛好像阿伞
你在水时长
安医生脑子是不是换给小白了。。。。
那么像那个医生哈o
来了来了，新鲜的新鲜的
跳转05:00
兔子：好像我的伤口更大吧
太贴心惹
小白：郑正直，安医生：成尧韩，猎头朴jiao郡的儿子
来了来了来了！
来了来了！
空降失败
16201同时观看
疑似
阿伞
活体移植？除非医生不是亲生，小白才是亲生？
刑警的儿子，没有女儿，女儿没死
昇基昇基昇基
我猜小个子男孩是死去的安医生
盲猜降落伞
66666
我怀疑刘教授是另一个狼
5：00
安医生可能是好人天才，从小对解剖感兴趣。但是小白其实是天生的变态，只是活的环境比较温暖
高刑警演技炸裂！
这是他之前那个家庭的弟弟吧
这段高刑警的演技太强了
anquanluodi
杀疯了
律师那
三连
刚补完上一期的我来了
韩剧里的小孩说话也是韩剧味哈哈哈
内鬼！
我来啦我来啦我带着小板凳来啦
芜湖，来了来了
好帅啊
来了
整个寝室都在追，就我在片片这里开了天眼
小白长得越来越像安医生了
安医生居然就这么死了无语
4小时
这么说来，其实小民没有变态基因，也就是不存在遗传
热乎的！
跪求最后的音乐
有点像严良
请不要停下来
热乎
一万六千一起看
终于
小白就是巴临
我来了我来了
？？
来啦来啦
疑 似 善 良
来了
芜湖！！！
好家伙一万五千人正在观看
前摇也太长长长长长长长了
醫學奇跡
才过半啊？
来了来了
刚入坑的请从头看
疑似，哈哈哈
空降5:00
成功着陆
安医生又帅又可怜
反击片
像阿伞+1
惊了，一万三千人同时观看
额
好乱的关系网
终于来了！？！
来了
这个包扎的小孩是安医生吧！！！
以后不敢直视猎头了
5:00
血脑屏障
瑟瑟发抖
热乎的
七宗罪?
bgm是轮到你了吗……
帅啊
我喜欢变态两个字
片片好贴心啊，还有前情提要回顾。辛苦啦
这包扎的我笑了
将头发梳成大人模样
空降部队
辛苦了
0.
这个小男孩好可爱www
今天居然比培根早，哈哈哈哈
空降5：00
这个小男孩出现过
来咯
来了
来了
你终于更了
你太短了
肯定乱 5分钟讲将近10个小时的剧情  可以去看看原片
等到了等到了
啊啊啊啊啊啊终于
才一半
这因果有什么联系吗，请猎头这出山是啥操作？说的一点都不清楚。
13735个人同时在线
眼神好像安医生
来了
没看过前面的基本不知道片片在说什么
王主任和按医生长得好像
我再重温下
05：00
来啦来啦
来了来了
善良男孩好像安医生啊
我也晕了
放弃刘老师看片片
亲切？
哦豁
来了
怀疑安医生是教授的变态杀手猎手，追查到小白并想动私刑灭口
凑个热闹
小白活下来了还失忆，教授就让他接替安医生的工作
感同身受正解
我只希望是部带悬疑的恋爱剧，奉伊的爱情还有机会吗
他好像阿伞
空降成功
空降成功
来了来了
空降05:00
热乎！
开始填坑阶段？
小金？
草 一万多人正在看
出息了
我都不知道在说什么了，好乱
欧耶
没明白的去看下原片或者仔细研究下前面的解说
来了
肝肝肝
不能停
来了来了
安医生也太帅了
空降5:00
回忆了了前面片段，正片我来了
热乎热乎热乎
水 时 长
终于来了
片片不久之前
回忆太长了啊？？？
aaa
卧槽！太变态了叭！
不是新的哦第一集就在学校出现过注视着在勋
冲冲冲！！
斯文败类
什么“刚好”？是故意弄死的
作案天才哈哈哈哈
一个个都是疯子
·
空降成功
睫毛精！
‘
有血脑屏障没有免疫细胞所以没有排异反应的，理论上只要能让大脑供血就能移植。
来了来了
盲猜刘教授没死！！
来了来了！！！
好诶更新了啊啊啊啊啊啊啊啊啊啊啊！！！！！！！！！
出了
先点赞
炸鱼来了
水片长~~~~~
热乎的啊啊啊啊啊啊
二阶段了
终于等到你！！！
片片解说《怪物》吧
舒服
犬夜叉和杀生丸？？？？？
啊伞？
老金木了
安医生？
2077！
长得像阿伞啊
我们武治好可怜
安——医——生——
看了片片的讲解剧都不追了
哈哈哈曾骄阳那个，我第一眼看说这么眼熟呢哈哈哈哈哈
杀人的是小白，善良的是安医生，他帮助了小白
以前出现过
可以移植但是不允许研究
出现过
小白小时候
热乎的
空降5:00
先投币再看
来了！
来了
热乎
對應片片
来了
安医生不会一直在杀变态吧
5:00
啊啊啊啊
万人在看？！
来啦
小白是市民眼中惩恶扬善的英雄，救活小白＝领导的好印象
封面我以为是蛋黄派
声音有点难受。。鼻子不透气的感觉
11008人正在看！
没死也可以拆 飞越疯人院了解一下
1w多盆友你们好
芜湖
不是新的，第一集就出现过
帅
图二好像卜凡？
安医生
配乐！！！
越狱背景音吗？？？！！！！
大脑怎么可能移植 电视剧设定罢了 大脑怎么缝合？又不是CPU有针脚的
小伞
好家伙
爱你哦 唔。
阿伞
片片太贴心啦
我到现在都不知道怎么包扎伤口 尴尬
建议直接生物90分
空降：5.00
ohhhhhhh
九万了
不是新男孩
5:00
正在看
安医生能不能复活一下！！！
冲啊
花开两朵，各表一枝
等到了等到了哈哈哈
准备打脸 小白原本是好的
这个角度高刑警好像沙溢啊.... 
别疑似了 这集太明显了
曹俊琦，不要看了
你看到皮眼里了  小白才是凶手你都看不出
""";"
空降5：00
冷了
小白变小黑
来了来了
来了啊啊啊啊啊啊啊啊啊
新鲜的
ma！介不是熊二嘛
我觉得小白是真凶，安医生应该是不想杀人的变态基因，然后安医生死了。
这个角度 李胜基看起来好像卜凡啊
来了来了！！
芜湖 来了来了
热乎的
空降成功
空降 5：00
来了来了
医生小哥哥啊啊啊啊啊
不会是阿伞吧！
前十集到后面 我已经乱了
小白名字叫郑正直！
空降成功
善良男孩笑起来像安医生
严谨
po
律师爸爸没有变态基因吗？
出现吧，周二
讲的非常好
杀兔子的是安医生，另外一个是小白
有点像bang
空降成功
5：00
我来晚了
来了
从少年长相上看，灰小孩像小白，黄小孩像安医生。
所以学会了伪装
医生
解说的好乱，还要不停地回看
终于！！！！！！
我觉得是安医生自己的决定
ghhhh
这明显安医生啊 太像了
艾滋等着你！
这次开倍速开0.75
空降05:00 
空降05:00
死了怎么移植
混时间
+
oyo喔喔我哦哦哦我默默＃墨墨哇喔哇喔哦哟哟哦哟模
不是新出现的，我觉得脸熟，查验了第一集，这个男孩出现了！！！！
小白发型变了 不知道是符合人物性格的改变还是设定里发型区分好人坏人
卧槽
真爽啊
终于等到了！
1201人..
空降成功
善良的男人是安医生吧
安医生吗！小天使呜呜
nna的J干嘛，Us。
他俩不会换脑了吧
盲猜安医生没死
终于更了
有骨头做个Dna这么难？
烂了
烂了
好巧啊
还有高刑警是一种像是惊讶的眼神看的
就等你呢
剧里说是亲儿子，但是真的是亲儿子吗？如果换过呢
不管会不会出现长大后的角色，这个角色肯定影响了变态小孩的行为
好耶
你说出来了
准时查看
空降
律师的变态基因从哪里遗传的
感谢指挥部
你是谁啊?
再看一遍
空降成功
律师呀。
3.
重温才捋明白
安医生这也太惨了
开头是越狱bgm啊
空降成功
刺激
小白气质变了以后变帅了
我觉得不害怕才奇怪
是故意送人头！！！医生本来没死！
是故意送人头，医生本来没死！！！
5：00
片片的讲解是不错的，有逻辑
用两种假设去看小白就行了
5：00
小白和安医生
5:00
空降成功
时长感人！！！！！
感谢指挥部
这个小男孩好可爱啊
看我发现了什么！
低情商：水时间
解说得很清楚啊?看不明白前面还有好几期视频解说的
剧情不错，就是这个鸟语让人无语
空降05:00
这就是真实的
只要把兔子吃了就不算残忍了
来了
你终于来了
来啦来啦！！！
挺像阿伞的
、+
看一下原剧说的就是排除免疫排斥了
他长得好像阿伞
赌一手空降伞
说不定小明哥之前就怀疑过医生是不是自己的儿子啊反正当时两个人都不行了做一下基因检测好简单的
午时已到！
这小孩好像阿伞
来了，来了
说解说乱的，不会先看原剧再来看吗？
一直在等
1.5倍片片以前的速度
空降
234
"                ,    ,,,,,,,,, ，"
弹幕呢？
变态基因不一定是遗传
安医生吗？
这个黄衣服是那个政客的儿子吧！
安医生吗
来啦来啦
来了
你们猜那个是安医生
我倒觉得刘教授假死
弹幕护体
???
......
不是和基因有关吗，这设定又变成前额叶了?
芜湖
变态基因是基因突变导致的大脑问题
来了来了
成医生确实有个好朋友
来啦来啦
doinb
空降5:00
哈！哈！哈！哈不枉我等了那么多期小白终于变态啦！！
小白终于变态了哈哈哈哈哈哈
这里海报中有两个小男孩在对视，会不会是小时候的小白和安医生
小天！
安医生不一定是他亲儿子
空降5:00
不是医生就是阿伞
移花接木
别看我，我怕被暗杀
不用回顾，没看过的先去看前面的不就好了
阿伞
我猜，包扎的小孩说小白，因为他会装...
医生没死，是被牺牲了
扔进河里的不一定是人吧
这两个人是同谋
太贴心了！
讲的挺清楚的，
空降5:00
是七美德
来了
不是稀有基因吗？怎么生一个遗传一个……
第11和12集不是花絮吗？
悬疑剧活生生掰成了科幻剧
包扎的应该是小白吧，怪物男孩想成为这样的人所以长大后当了医生
金木剧本
阿伞
2900人正在看
关键，这个恶魔基因本身就有很离谱
世界上最离谱的悬疑剧情，大脑移植
来了来了！
空降成功
怪物男孩长得就更像小白
来啦来啦
来了
安医生的发型欸
你做了大脑手术只能说明你是脑科的神  主宰你大爷的人类
'
不给自己生小变，哈哈哈哈哈
安医生？
清晰清晰
终于来了
编剧你作文离题了
358
好家伙，前情回顾了5分钟
我又来了
来了
专杀变态、
呜呜呜安医生
先水个5分钟
p
一分钟都不错过！
5:00
笑脸是小白，所以怪物男孩是安医生，从人设上和符合。
lao下
空降成功
+++++++++
嘤嘤嘤嘤，俺的安医生
《剧里的脑科专家》严谨
我会报警，我不想和杀人犯一起生活
小警察？
我觉得猎头有问题，把头拿走又不是活体，怎么证明大脑移植成功，难不成还能复活人头。
po啊
我怎么感觉像阿伞
3722人正在看
5:00
5:00
5: 00
我去，听你说了这么多，我终于明白，这剧跟我无缘，听都听不懂
去看原剧吧，必看解说得劲多了
天将竹马
芜湖！
来了
包扎伤口的这个小男孩是安医生吧
安医生？
帅哥实惨
律师呢
已经忘光了，谢谢
感谢空降
空降成功
这是安医生的感觉
这里感觉包扎的是小白呢
空降 05:00 
费孩子
我来啦！
这话很像医生啊！包扎
空降05：00
好看
我就记得 这个人死了，怀疑主角杀的，不是，又死人了，怀疑，又不是，无限套娃
空降5:00
刚看完12集
进入源世界
这个小男孩第一集出现过啊
昇基啊
这个怪物男孩太好看了吧
a
a
这个才是安医生吧
他们两个认识的 如果家里的小孩照片是这样留下的呢？
x乔杉？？？
刚刚入坑直接看11集吗？
律师是令一个有变态基因孩子，前面的朋友再去理一理
变态基因也不一定是遗传的啊
跳转5:00
老早就觉得她是老张女儿了 不简单了
空降5：00
催更
感谢指挥部
dionb？？？？
空降成功
不是新的，之前记忆里有他
黑化了
来啦
阿伞吧，很像啊
啊啊啊啊啊李昇基演技绝了！疯狂爆灯！
这有点像po
伞
这个换脑的剧情感觉是真的拉胯
来了
这个剧情好烂
5:00
就冲个这个前情提要的细节也要点个赞
猎首
韩  国  喰  种
泥淖（nao）
我来啦
好贴心啊~
《亲切》
冷了
空降05：00
变态基因也可以是基因突变来的
666
麻辣香锅
阿伞一样的发行
真的，已经晕了
崔记者多少有点毛病
人好少
这个小男孩是不是P.O.演的那个啊
好像阿伞233
空降5:00
小民哥
刘教授
刘教授的妹妹被杀
活人作为试验品
猎头者
还有四天就定稿了
拳击馆馆长
七宗罪，欲望、愤怒、
安医生死亡
安医生扔进河里的尸体
高神父的项链
律师
武力值，对呀，换脑，身材力量不会变
大脑移植手术，诶什么
所以这是安医生吗
npc
322
天
pl
既然变态基因可以被检测出来，那直接测一下崔记者的孩子不就行了？
“剧里的脑科专家”HHH
+
就不能给我高刑警找身漂亮衣服？？
李昇基男神
i
越狱
安医生的造型
是3个
基因也未必表达啊
所以小白看到崔记者心动，是因为安医生喜欢崔记者？
来了
啊啊啊还是觉得安医生是好的
啊啊啊啊啊啊啊啊啊啊T^T我的安医生
yah！思密达！思密达
这长的好像安医生啊
05：00
5:00
666
就是80啊，冰箱上有照片！
来了来了来了
进度条暴露了一切
今年最喜欢的剧，可我的爱情已经剧终了
第12出了
这是他弟
小变态哈哈哈
这是医生吧555555
这还不清楚啊
讲得很棒
安医生？
空降5: 00
小男孩学会了伪装，应该是小白。大的才是安医生
轮到你了 解谜篇
崔PD
崔PD长的真的好像孙艺珍啊！！！
夺笋呐
头盔
空降05:00
晕了的去看片片之前解说的就好了
非常清楚了
医生吧
这里简单来说就是崔记者是老张以为已经死亡的女儿，但当年发现的人是小律师杀的
他开始模仿行为了？
 05：00
05：00
05:00
849再看
圣母小白
错错错
小白小时候向上帝许愿 不要变成变态   然而上帝没回应  所以小白杀了人就要鄙视上帝
空降5：00
从山河令过来戒断了
两个孩子中的一个不是小白，二是律师
亲切
弹幕呢
空降5:00
这小男孩长得像阿伞
空降5：00
WTF
WTF
弹幕呢
空降5：00
空降成功
晕了，我有这个一样的蓝黄条纹衬衫
精准降落
这小男孩好可爱长得好像zxt
前情提示就好长
po小天使吧
本来变态基因这一说就胡扯，用不着你们现在抖机灵讲科学
这套衣服不就是成耀汉的衣服吗？
这个新的小男孩好像是姨妈拿给小白的童年照，前面贴在冰箱上过
催更，，
睫毛精妈呀
5:00 
好家伙 从这里开始发现 我要从第1期重新看
我是律师~
空降05：00
感觉像是生在温暖家庭的变态基因孩子小白
感觉怪物男孩是天才安医生，解剖兔子是对医学感兴趣，性格冷淡是因为家庭因素影响
《刚  好》
空降05:00
没人嘛ml
没有排异就是小民哥牛的原因呀
5.00
5:00
催更最新
这个小男孩会不会是是阿伞
5:00
怪物男孩是安医生的可能性比较大，性格上很接近，冷漠对世界充满敌意但本性不坏。
空降5：00
.
05:00
哈哈哈哈说像po的，怕不是因为他俩都肉肉的
可怜的安医生
包扎的小孩子不会就是是安医生吧
【神】
空降
5：00
这部韩剧打码打得太厉害了，什么都看不到
安医生——
催更！！片片！12-13集！
长得好像阿伞哈哈哈
这个是啊伞
安医生好可怜
安医生？
空降5：00
崔更催更
催更催更
好帅
空降05：00
空降05:00
催更
空降05:00
弹幕护体
卧槽，后面还有多少集呀
还不更新啊
开天眼可还行
催更
还没更新，让我看看是不是点赞不够
但片片的时长一直都很长，很良心了
太复杂了
5:00
哭了25年别人闺女的坟
包扎小男孩是安医生吗？
空降5：00
安医生吧
这是安
越狱
正片 5：00
正片05：00
变态基因突变
空降5:00
没看过汉尼拔之前，觉得窥探好变态；看了汉尼拔之后，感觉窥探已经很照顾观众了哈哈哈哈哈哈
空降成功
这种基因估计隐性aa？律师父母Aa这样？
搜嘎
我居然有这个小男孩的同款衣服！
5:00
空降5:00
花之杀人魔复活了23333
5：00
十集以后开始更好看了
小狗狗
昇基好帅呜呜
