女神变丑记
再见了
爱死这个bgm我的童年回来了呜呜呜呜
退化吧
我一直以为天女兽究极体是神圣天女兽
鸭骨架卤熟
这不是第四部的战狼兽吗
从猫变成人从人变成狗
你还想让它拖啥，这进化完不都脱了么
你还想让它拖啥，这进化完不都脱了么
你还想让它拖啥，这进化完不都脱了么
你还想让它拖啥，这进化完不都脱了么
突然好2啊
这改成高达算了
太2了，一直净化
逐渐人形化
非要不穿衣服，受不了
"这两个老头哪找来的群演,快让他们下去吃盒饭"
这是老鼠吧
太一基？
羁绊体
？？？
慈悲形态
应该是原始形态
快退化
只看过最有情怀的第一部
应该是野狼兽和火神兽
随着那列火车再见
亚古兽 勇气之绊 / 加布兽 友情之绊
不是古代，求求你们别云了
慈悲三刀
泪目，爷青回
泪目
？
天使之翼
嗯？暗示可以骑？
进化的好丑啊
慈悲形态
亚古兽进化！
说好的座天使呢
停下来啊
你们老婆变狗了
童年
童年
就是这个感觉！
究极战斗暴龙兽 究极钢铁加鲁鲁兽
我记得是远古战斗暴龙兽和钢铁加鲁鲁来着
只要有钱赚，永远有新的
战斗暴龙兽像铁血战士
帅
太tm好看了
看完了，可最后进化连名字都没有
机械体变成了人形态
你退化吧
钢铁加鲁鲁终于能站着了
4好看？人变兽才不是数码暴龙，数码暴龙就是要有搭档才有味道
大姐姐兽
全体究极
我一直也是拒绝的
小光长大无法接受
这里是数码宝贝tri
这个是新出的数码宝贝里面的
有那味了！
快停下
机甲进化
？
帅
抛弃人形兽化爆发战斗力
来了来了战斗暴龙兽！！！
慈悲形态！！
可能是最后的绝唱
哭了 还我亚古兽
究极退化
完美独角兽加掉毛敢达
这哪里慈悲了
毕竟素娜是所有伙伴中除阿助外最年长最成熟的了吧，可以算是最接近大人的了
以前没看过这么多究极体
可我们总是要长大啊
共工，祝融
快按B停止进化呀
垃圾tri
这个进化，数码四：内行
粉色哈士奇
人变猫科了
哈士奇走开丫
打工人哭了
嘴吞大炮啊～
最强
这不是古代种吧？这是羁绊进化
变人脸是万万没想到的
感觉就是我们已经逝去的青春
战斗暴龙兽天下第一
大哥，你是真的不怕律师函。你这都敢发让人家怎么卖电影票
美女变成这样？
替身
Tri
这也太像火影了
味对了
这不是拓也吗
可以去看为了童年  但是看完铁定失望
打住！
从人变成狗。。。
我记得还有狮身人面兽吧
兄贵
全体起立
诸葛亮挖掘机究极进化！
这感觉，太爽了。
王子战法
爷青回
no~
这里不跃迁进化差点意思
青春啊
v仔兽➕虫虫兽=帝王龙甲兽
爱了爱了
迪迦
这真比博人传燃
性启蒙啊
电影干嘛不是这个音乐啊
我老婆
No!
神圣天女兽
鸡皮疙瘩起来了
这是这次新电影里的新形态，突兀的很
这不就是第四部武装进化吗
合体合体
泪目
暴龙兽最强！
不是嘉儿吗。。
这才是原版啊！
爷青回
啊啊啊啊啊啊啊，老婆别走
还是帅
天使组还是别究极体了
。。。。惹
剧场版？！！
好感动！！
又像火影了，你民工漫宇宙起源？
战斗的是我 不是你
说大叔的不先看看自己几岁了
你们看的都是日语版吗为啥我这小城市电影院放的是中配
哈士奇的别走
这啥？
战斗暴龙兽最帅
我汗毛起了
爷青结，天女兽返祖了
亚古兽究极进化，战斗暴龙兽
掉毛高达？
三相之力
呜呜呜
不要啊
鸡皮圪塔
正牌主角排名单独进化
音乐响起 头皮发麻。真香
混进去了一个
新剧场没出现是个遗憾
爱了爱了！就是这个！
不要啊
电影没这个，挺遗憾的，只有开始才有
？？？？？？？？
？？？？？？？
加鲁鲁没拍面啊
哈哈
第一代被选召的孩子是最强的！！！
六合一
那两个应该是古代暴龙兽和古代加鲁鲁兽
你不要过来啊
神圣天女兽也不行啊……
前面的，座天使兽和炽天使兽是四代的
阿和的声优太出戏了，团长
可惜电影里面没怎么放brave跟butterfly
还有这种事？干他丫的！
一晃自己已经30多岁了，泪目
还有这种事？
喔巴哆啦A梦
这BGM犯规   呜呜呜呜呜呜呜呜呜呜呜呜
数码四的进化方式
没有这BGM总觉得少了点什么 有的话爷青回
花仙兽我老婆
我接受不了
战神！  电影没有就离谱！
钢铁加鲁鲁
停下来
奥米
我擦 还不如不进化天女兽多美啊 幼时女神级别
不知不觉我已经22了
垃圾tri.
兽人？
头皮发麻
这15周年版的进化
我只看了第一部 我只觉得第一部经典后面没看 没意思
天女兽是究极退化
不要再继续了！
泪目
不要！
停下来！！！
爷青回
舒服
进化成人形态了
说游戏的，建议去玩游戏，别在这当小白
按B暫停
战斗暴龙和钢铁加鲁鲁
金金邦。
所以素娜才是他们中岁数最大的？
已退出群聊
淦！
淦
我不能接受
从亚古兽进化的回去看看一代动画，进化动画里是从亚古兽一瞬间完成所有进化变成究极体的。并不是直接由亚古兽进化
NO
好看是一辈子的事，没必要再进化了
花里胡哨
战斗暴龙兽！！！
爱死天女兽了
给我变回去
？？？
战斗暴龙兽天下第一
这是杠精好吧
。。
泪目
我要看究极进化！！！
？？？？？？？？
不要圣龙兽，tri腊鸡腊鸡大腊鸡
可以原片没用这个bgm
电影没战斗暴龙兽，哭了
阿和好帅的！！！从小帅到大
听到这BGM眼泪都要冲出来了
一代最强！
胎记
不是白奥吗
完全变成人了
逃不过古代巨人模式
赶紧给爷退化啊啊啊啊老婆
快停下来！！
兽人加鲁鲁最最最最帅
BGM犯规了！
天使兽真的帅
90后小时候看的 如今长大的90后看长大的被选召的孩子感慨良多
在变了 在变了
变牙签刀了
最新剧场版的
两个天使不如不进化
泪目
爷青回
情兽
手是不是反了
fire！
无情 辣手摧花
经典
是不是少了一只？
90后真的老了
究极v龙兽nb
很可爱呀
不要啊
np
别！！！
就这？
舒服了
还是别进化了
哭死了哭死了哭死了
我老婆
？？？？？？？
爷青回啊啊
人形化
爷青回
永远的比多兽
老婆没了
请女王鞭笞我
慈 悲
这是古代dmzh
奥米茄兽
这是古代战斗暴龙兽和古代加鲁鲁兽
最后的进化！！！！
啊！！这小孩长这么大了么，帅哥你谁
爷青回
这个是tri吧 全终极进化
鸡皮疙瘩
缓缓打出一个？
不要啊！
这界新人好强啊
淦
你老婆是雄性天女兽
放屁，天女兽是我的
反正都和古代暴龙兽古代加鲁鲁兽有关系
天女兽是我的在座各位没意见吧
我鸡皮疙瘩全起来了
爷青回，你币有了
我靠究极进化的太好看了，兽控狂喜
中二
泪目
初代龙神号
迪路兽，求求你别进化了
淦
人化之术？
要碎了
不该是亚古兽究极进化战斗暴龙兽吗？
好好的数码宝贝，变成杂交兽…
泪目
丑
菜鸡
合体?
使徒？？？？EVA？？？？
比丘兽先消失的，唉
只要我快进，你永远都是天女兽
这是最后的进化里电影里的最后一波进化，消耗最后剩余的相处时光完成进化，打败了厄俄斯兽，然后亚古和加布兽消失了
我要看花仙兽，丁香也行
很有精神
吃瘪天使？不如不进化还强一点....
冲冲冲
不，这是退化
最喜欢甲骨兽
一狗 亚麻头
就是配音好像不对
圣龙兽？神圣天女兽不香么--
快看你老婆变成狗了
蛙 好看
不要进化啊
奥叔的腰是最细的
名字叫什么？
老婆兽
？？？？？？？？？？？？？
电影版刚刚出来这里就上了？
芜湖:?？
反派:太慢了，给我打
就是这个味
透!
前方高能
芜湖
芜湖，起飞
这是最终勇气形态
跟十斗士没关系
新剧场版的新形态
出手办必买
童年
物理慈悲23333333
噗
BGM一出泪目
情趣内衣兽ಠ_ಠ
这是超古代数码宝贝
童年!
是迪迦
对对对我看电影的时候就觉得应该有这个
全员进化!
我超喜欢第一部，对我来说，数码宝贝只有一部
八门遁甲
青回!
爆甲了？独角兽进化？
迪迦
把老婆还我
不要啊。
爱了
当年的感动跟现在差远了
炽天使我裂了，还我天女兽
？
草
不是国语没内味
圣龙兽要不你还是退化吧
大叔。。
不要不要不要！停下
小时候最喜欢的数码宝贝
进化完一集都过了
不是少了，迪路兽已经是成年体了啊，不用进化成年体了
钢铁憨憨兽
快停下啊！！！！
巨牙海民
这是tri的
BBBBBBBBBBBBBBB
不你不想进化
亚咩咯
爷童回
天使兽还是那么帅
变成人哩
好好一个天女兽，又变成兽形了
爷童回
原来我已经长大了
淦
钢铁加鲁鲁兽
对了对了
万人血书究极退化然后究极进化成座天使兽
？？？！
tri里面的
你们都错了，是铁憨憨兽
住手，不要啊…
淦
那玩意哪里像龙了
超喜欢天女兽
看到这里想起来，素娜消失是因为她的比丘兽也没了
鸡皮疙瘩瞬间起来
好丑
喜欢战暴
不要变了啊
奥米茄兽
花仙子
没有过程好无聊的
羁绊体
昨晚看电影最后这里哭的太惨了
爷青回
小时候逼我狗计划的动漫，泪目。
剧透？
紧盯天女兽
天女兽丁字裤
爷童回
粉色的二哈
真的编剧没有心
最后素娜的机器是灰色的了，她是第一个失去的
电影放过两次这个bgm了，肯定就不用了啊，虽然我也想听，整个电影院，大部分男的在擦眼睛
零胜率兽——
给我变回去，淦
不过看着还行
勇气之绊，羁绊进化
还好我暂停了，要不然你又变成狗了
脚离地，飞升天国
这样才想哭啊！！！！
这好像第四部
我尼玛！
哈哈哈
八嘎
大美铝！
不需要进化了！
霸气！
这是最新的剧场版里的最后的进化
鸡皮疙瘩
这里并没有合体，别什么第四部了，这就是最新的剧场版，才上映四天的
这一部狮子兽死了没有
哭死了
是迪迦
yamato
游戏里是究极天女兽
迪路兽是犬科，官方说的
eva？
太好哭了……我的青春随着太一和阿和的长大也一同逝去了……
show me your brave heart！
？？？
神圣天使兽最强
刻在dna里的bgm
啊啊啊啊哭成泪人啊啊啊啊啊
爺青回
猫猫兽呢？
誰不想要戰鬥暴龍獸
这是新的进化，两只都是究极体，分别叫亚古兽勇气之绊和加布兽友情之绊
这是我最后的波纹了
你老婆再进化是个兽
给大爷哭
亚灭咯！！！
不要阿
爷青结
不知道不要乱科普说是什么古代体神话体，两只都还是究极体不过是新的形态
基拉大和
光是大古！
性感
这是跨物种进化
麻的哭哭
盖亚能量炮
啊这啊这
哈哈哈哈哈
这bgm！！！爷青回
泪目
？？？？？
啊这啊这
音乐一起就想哭
你不要
我老婆
20周年电影
老婆兽
。。。
鸡皮疙瘩
？？？？？？？？？？？
哭了哭了
钢铁加鲁鲁带了个头盔？
奥米加兽！
这是数码宝贝tri
？？？？
刚看完从电影院出来
哭了 我们都长大了 你们过得好吗
压码头
泪哭了
鸡皮疙瘩起来了，感动
把我的青春还给我
爱了爱了
我鼻子酸了
哭了哭了
泪目，致敬童年
爷青回
天狗兽
？。。。别！！！
这不是四代装甲么
吹哨子那里就是回不去的童年
爆口
啊啊啊好帅！
菜鸡
哈哈哈哈哈
？？。
别啊别啊
上帝是基佬
美女变猩猩？
战斗暴龙兽最帅
爷童回
2代暴龙机
草
啥呀
币给你，币给你，拿走拿走拿走拿走
沃日，还我初恋
野狼兽和火神兽？
哆啦A梦
兽化了
111
直接无限月读，马达拉直呼内行
战斗暴龙兽真的帅哭我，可惜电影里没有
没有合体，人在肩膀上呢………
泪目了
可曾听闻混沌使魔兽
天女兽呢
天女兽呢
呜呜呜呜我的花仙兽
电影院还不如这。我md
哇
鸡皮疙瘩起来了
这个音乐才是回忆
鸡皮疙瘩
我尼玛泪崩了
爱了呀
这个bgm才是童年
最后这段去电影院看差点没绷住
操
剧场版最后的进化
boss挺突然的就倒了？？？？
爷童辉
天女很美啊
爷童回
奥米茄永远的神啊
全身鸡皮疙瘩。
变回去！
花仙兽！
战暴帅炸！
二代不喜欢
总感觉像是番长形态
爷青回
恶
熟悉的声音
您是返祖了么？
你不要过来啊
有些东西留个念想就行了 后面的不会再看了
起立了
整个影院就五人，这是属于我们的童年
神圣天女兽呢？怎么是兽形态？导演滚出来！
去文峰看电影的人都好少
BGM犯规了
爷青回
泪目啊
战歌起
物理超度
掉毛哈哈哈哈哈哈哈
TRI有点拉胯 全靠bgm硬撑
不！快停止你愚蠢的行为！
献祭人类
天女兽超进化粉红哈士奇兽
还记得加布兽把自己的皮毛脱下来给大和穿
是你！粉红哈士奇！
大
慈（刺）
给老子退回去
前方高能
来啦
悲
天女兽女神啊
枪剑士？？？？？？
天女兽为什么不进化成座天使兽
天女兽美如画
泪目
JOJO兽
还是不当人了嘛
别进货
你们的老婆大
腿麻了QAQ
不要啊
bug兽
草
你这是退化啊
这才是正确的打开方式
三代就已经合体 
爷爆哭
泪哭
双重bgm
静音都能脑补bgm 
爷童回
天使究极反而弱了
最后这段太扯了
不！！！！！！！！！！！！！
大古大兽一拳的事
粉红哈士奇
这是天平座那部分吧
不要停下来
美美好美啊
草
退化了吧
那道光
诶，这就是炒冷饭，我看到看不下去了
啊！爷青回啊！
上吧 丧尸暴龙兽
这个就是四代的进化方式
按b终止进化
粉红哈士奇
弹幕护体
快停下来 球你了  呀买楼
tri的
爷青回
爷青回
海象神拳！
泪目！
就是这个bgm为什么原版不是啊
说二的没人逼着你看，可以划出去
我永远爱数码宝贝
不是啊…这个是这几天电影的大结局啊…这是最后的进化
尼玛的，真的哭了
鸡皮疙瘩飞了
最后了就
哭了
老婆变狗了
不要啊
一群lsp了
泪目泪目
不好意思你们的老婆变成狗了
第四部
话说我的养兽机呢
奥米加兽——慈悲形态
爷青回
泪目
迪迦
前面说丑的你有没有去电影院看过
从美女进化成了野兽，进化个毛线啊
啥是gay——那撸多
鸡皮疙瘩起来了
刚看完重启
这个BGM不行
不是的 
我的童年
电影太难看了，难受
等等
这个是剧场版
到现在都不知道歌词的意思，但是旋律一直忘不掉
太一家氪了金
只看第一季
跟年纪没关系，素娜早熟
老婆兽
这BGM一出，起鸡皮疙瘩了
刚看完
全体究极进化
铠甲合体
最帅还是狮子兽
最后的进化
战斗暴龙兽
啊？？？哪来的：！昨天才看了
我哭了
哈哈哈哈哈
很好很有精神
老婆兽
光叔
用什么tir的进化，差评
这个声音一开始 汗毛直竖
阿咧啊咧啊
这个是合体进化啊
dadi
天女兽
爷青回  泪目
爷的青春才不会就此结束呢，也还有重启
导演：卡！
三觉？
这是tri
盖亚能量单  给我轰
天使兽和天女兽
你胖了迪路兽
不不不
爷青回
我在电影院特别期待这一段用这个BGM
味儿对了
我多啦A梦
这两只什么名都不知道。
天女兽求求你别进化了，好吗？…
勇气羁绊，友情羁绊，形态
基情四射
替身攻击！！！
这BGM一响，直接起飞
胎记
哈哈哈哈
给爷变回去
电影院没BGM不然准哭
亚古兽
瞬间   我全身发麻
这恐龙怎么能直立行走了
卡！停！
弹幕真是能云。。。没看过就没看过，不要瞎误导
这么花里胡哨？
爷青回
长大了？他长大了
奥米茄
般配
菜鸡
这哪门子 光叔唱的
快给我变
说到底就是想要这点东西
粉红哈士奇
高达？？？？？
爷青回
泪目
在哭了在哭了
粉红哈士奇
亚美路！
还有这种事？
这个有两个分支一个是走天使天女一个是神龙兽赫圣龙兽
感谢童年有你
爷青回
再见了
告别童年
他是真的陪伴了我的一生
战斗暴龙兽帅
鸡皮疙瘩
电影院里为撒不是这个bgm
九零后：这也是我的童年！
啊泪目
卧槽就是这个味。甘感谢
爷青回
电影里
泪目
爷青回
？？？？？？？
我们总在长大，但他们永远是我们心中不变的期望
哇哇哇哇哇哇哇
锤子第四部形态。。
这不是老状态吗
这是第四代类似于火神兽的进化？
爷青回
感动(ಥ_ಥ)
……
啊啊啊啊啊啊啊啊
天女兽爱了
这不是合体进化，就是一种新的进化！
战斗暴龙兽
直接超进化
我恐高啊啊啊啊啊啊
爷青回！
童年变质兽
二哈兽
不要
？？？？？？
老婆兽变狗
回来了 都回来了
这才是最强
不要啊
嘉儿的天女兽究极进化是圣龙兽，不是座天使兽
不要圣龙要神圣天女(座天使兽)
太一与他的好基友
我觉得我的电影票买亏了
泪目
哭了哭了
哇哇哇
哭了
全身鸡皮疙瘩
furry狂喜！！！
武装进化
压灭咯，停下
科教兴国
我来组成腿部，我来组成头部……
哈哈哈哈
童年的bgm
天女蛮大的
我好喜欢天女兽
AT立场展开
讲道理感觉这两只真的不如奥米茄帅
天使兽逆向进化第一兽
爷青回
梦回当年
爷青回
03.49暂停成功
有内味了
还是喜欢丧尸暴龙兽
这不这不是银狼兽？扫描进化？
爷青回
这是tri吧
亚古兽排面
红莲骑士
爷青回
泪目泪目
以前电视TV版可没这么多究极体，只有钢铁暴龙和钢铁加鲁鲁，还有无限地带里的炽天使
就这？
全体起立
这音乐一起，立马泪目
淦，咋变丑了
没这bgm就没有灵魂
这不是和田光司唱的
第三部好像
???????????
融合怪
爷青回
爷青回
爷青回
昨天看电影差点就哭了。还好我是，莫得感情的安杜路
第三部才是合体进化
泪目
按道理应该给仙女兽配两个形态，加一个人形态
泪目
回去啊
666
？？？？？？？
哭了
泪目
爷青回
排面
童年啊啊啊
哈哈哈哈哈哈哈哈哈哈
凤凰兽有点丑
好大
战斗暴龙兽
退化了！退化了啊！
犯规
天女兽牌面
好像回到了三年级放学后的晚上
牌面
还有这种好事？
战斗暴龙兽牛逼
长大了，失去了勇气，还失去了友谊，只能在一边喝酒消愁
变成狗了
这种是第三部究极进化模式啊
老婆兽
就是少了这个
说光叔的退群吧
show meyour bata
再变了 慈悲
兽人
¿
排面
好中二 我喜欢！！我的童年！
草，一股子jo味
兄贵兽的你够了哈哈哈
魅魔变邪犬
我咋记着不是这么变身的呢
电影版巴多拉兽没有出现。
光叔一路走好
狗子兽
加鲁鲁兽多帅啊，我当时最喜欢他了
排面
雷姆
老泪纵横
变回去！！！你别进化了！
泪目啊啊啊啊啊啊啊啊啊啊啊啊
别云了，三代的主角合体进化被你们吃了吗
看哭的也太假了吧，真不咋地
其实最新的电影就是在表达曾经的孩子们该长大了，青春已经结束了。
爷青回
哇怀念
泪目
爷的天女兽，冲鸭
天女兽是我的
爷青回。
最后战斗感觉差点意思
等等看有没有BD完整版
大地渐渐苏醒
很多著作都是返祖才是最强的，默认了吧
不要啊
红莲骑士和这个都很好看
火力覆盖
？
？？？？？
啊啊啊啊啊啊啊
熟悉的bgm
鸡皮疙瘩起一身
爷青结
全体起立
爷青回
4还是5的转移进化？
爷青回hh
帅爆了
爷少回。。
爷青回
爷青回
迪路兽
尖尖碰碰拳
腿也太长了吧
爷青灰
贼丑，电影院看都把我惊呆了
好家伙我直接好家伙
爷青回
灼热的把多拉兽
战斗暴龙兽
钢铁加鲁鲁
开幕菜鸡
我咋记得战斗暴龙兽是亚古兽究极进化的啊？
你的科技挂已到帐
我小时候的女神！！
爷青回
进化的bgm不是光叔唱的啊。。。
淦
这地方，音乐响起的时候，我流泪了
说丑的dn滚去追你的哥哥
