哪吒闹海的哪吒真是太好看了
爷青回
众神归位，华夏盛会～！
！！！沉香
不是很接地气，至少我没感受到奥运精神。
爷青回
上海美术，还有个《邋遢大王》
黑猫警长！！
爷青回
啊啊啊啊啊每个都是童年回忆!
啊啊啊啊啊啊啊啊，好喜欢
中国东京奥会官方 yyds
卧槽联动中的联动
遭不住遭不住
可爱的小哪吒
爷青回 我的葫芦娃
这个壁纸必须给我！
可是南方人没有冰雪
每个角色都还是当年那个样子！我真的爱了！
爷青回
都是经典啊
孩儿们，操练起来！
耳机党狂喜！
泪目了家人们
爷！青！回！
好可爱！！！
强烈建议戴上耳机！
全都是上美厂的？
爷青回
上美杀疯了
这配音满是童年熟悉的味道
dna歪了
爷童回！
阿凡提？
雪猴子
阿凡提！
太会了吧！
我猴哥
官方号不该如此，应当三连给予
鸡皮疙瘩起了，爱了爱了
爷青回
为什么是三亿
太棒！！！！
爷青回
官方整活儿
九色鹿！
好棒
爷青回
我的天呐
雪孩子好可爱啊啊啊啊
看到没头脑和不高兴了
好，今晚去吃个冰淇淋
爷青回
得令
就离谱
想哭
爷青回！
爷青回
看的好想哭啊
冲冲冲
爷童回
槽，区区抽筋之仇
众神归位了是吧
爷青回
好家伙!我都看过!!
爷青回
对手：你们不要过来啊！
儍叉
南方人泪目
爷童回
爷青回
。。。、
爷青回
爷童回
爷青回
葫芦娃少一个，哪吒有俩，邋遢大王也有俩，优秀如我~01：18
爷青回
中国牛b
泪目
爷青回
爷青回
好活儿～～～～～
比博然
九色鹿！！妈妈！！
爷青回
牛逼，真的泪目!
爷青回！
雪如意！这个配音时我熟悉的！！！
九色鹿啊！是我的艺术启蒙和人格启蒙
爷青回
爷青回
黑猫警长
不得不说这个画风还是那么惹人爱
冰雪奇缘？
雪王
爷青回
这些人物我全认识啊
莫名感动
筋都滑没了
黑猫警长！！！！
泪目了卧槽
爷青回
中！
哇哦～
爷青回
爷青回
爷青回
得令!
爷青回
王子小馒头子淏请战
梦幻联动
磕到了哈哈哈哈哈哈哈哈哈
爷青回
奥运变成诸神黄昏了？（doge）
爷青回
敖丙：爷筋回
全是上海美术电影制片厂的动画经典角色
好家伙!我都看过!!
爷青回
鸡皮疙瘩
爷青回
爷青回
哈哈哈哈，爷青回
这你妈不破个400万 
我阿凡提哪去了？
九色鹿！
葫芦娃啊
也是00后的回忆
左边第三个是阿凡提吗！？
好的大圣！
舒克和贝塔！！！！
国漫联盟
九色鹿！！
这才是真正的国漫
今日重唤孙大圣
有点儿意思
阿凡提！没头脑和不高兴！
爷青回
泪目了
牛
九色鹿！！！
爷青回
没有黑风婆吗
浑身鸡皮疙瘩
爷青回
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
得令
渔童
哇塞，突觉大气，
爷童回
哈哈哈
爷青回
爷青回
双人滑哈哈哈哈
猴雪奇缘
耳机给你打开新大门
爷请回
fresh
爷青回
天书奇谭！！！
中国童画联盟YYDS
双声道！
爷青回
阿凡达
爷青回啊！
得令！
啊，好可爱啊
爷青回
我怎么觉得这个在之前看过
三个和尚！没头脑和不高兴！阿凡提！九色鹿！
全体起立！
黑猫警长！！！！！
爷青回
笑死了，区区杀身之仇
这个画风……DNA在线蹦迪
阿凡提啊啊啊啊！
没有蜜雪冰城，差评（doge）
得令！
爷青回
爷青回
爷童回
这声音好熟悉！！！
把东京奥运会开幕式按在地上疯狂摩擦
宝可梦
看到渔童了！！！！！
