焯
四厨狂喜
哇库哇库
优雅的~
三厨警告
JOJO过家家
JOJO过家家
啊啊啊啊？？？
酱紫剪？
一个是霰弹枪，一个是阳电子炮
剪得很好下次不要再剪了
酱紫剪？
考哥：我带你们打
双厨狂喜（
恒河里
⌓‿⌓
普通的一拳
震撼人心的剪辑
日常！
酱紫剪？
我靠  体会到次子看到这个表情的愤怒了
白马定叫他有来无回
救命 三厨
酱紫剪？
酱紫剪
首页通知书
哈哈哈哈哈哈
2000+陪我
三厨狂喜
6
酱紫剪?
姜子健？
阿尼亚是戴拿！戴拿！
我在放音乐，下意识以为我的音乐响了....
三厨狂喜
老板今天是被暗杀的
酱紫剪？
哈哈哈哈哈哈哈哈
埃尔文:？
酱剪？？？
好家伙，DNA错乱
⌓‿⌓​
好好好
蚌埠住了
火钳刘明
梦幻联动
我就知道哈哈哈哈
梦幻联动！！
DNA混乱
酱紫间？
这是艺术
酱紫剪？
我的DNA已经完全错乱了
基因突变了属于是
酱紫剪？
所以到底谁亲了黄昏
⌓‿⌓​
点明主旨
火钳刘明
变声期
酱紫剪
既来之，休走之
⌓‿⌓​
团长！！
天上的卡兹不说话
哈哈哈哈哈
hhhhh
双厨狂喜
瓦库瓦库
利威尔:你刚才玩的很开心啊
2000+不会吧！NB优雅，实在是太优雅了
确定不是白金之星扔伊奇?
难得剪辑带天空之城玩
哈哈哈
救命
⌓‿⌓​
未曾想到的六花出现了
LOSER！！！！！！
这样剪
实在优雅
哈哈哈服了
火钳刘明
火钳刘明
哇酷哇酷
酱样紫减？
DNA错乱了
三厨狂喜
酱紫剪
黄昏吉良吉影说成立
优雅
⌓‿⌓​
酱紫剪？
hhhhhh
毫无违和感
是替身！
逐渐忘记原本的模样
kksk
jojo！！
真离谱啊！
哈哈哈哈哈哈
酱紫剪
酱紫剪
酱紫剪？
木大!
双厨狂喜！哇酷哇酷！
火钳刘明
白马？定叫他有来无回！
离谱到家了救命
双厨狂喜（？
塔塔开！
酱紫剪?
酱紫剪？
帅
我是来听歌的
这都几厨狂喜了
哪个人才教你剪辑的（doge
优雅！实在是太优雅了！！！
酱紫剪？
酱紫剪？
笑死我了
过分优雅
会剪以后多剪点！
我DNA动了
优雅！实在是太优雅了！！
靠，一模一样
e
你币有了
up真是个鬼才，第几次见这样风格的混剪
DNA错乱
酱紫剪？
再来一遍！
基因重组
要素过多
DNA混乱了
光之巨人
哈哈哈哈哈哈哈哈
酱紫剪？
三厨狂喜
欧拉
白马？定叫他有来无回
优雅！！！
四厨狂喜
哈哈哈哈哈哈哈哈哈哈
十冷
大姨妈
1000+
DNA重组手术开始
还是这么爱棒球啊，日本
白马，定叫他有来无回
还都是爆炸就很合理
驱魔仪式，哈哈哈
阿尼亚这表情好滑稽啊
要素过多
一个up转场做好了真的会很酷
离谱
白马？
天空之城
酱紫剪？
荤素搭配 看着不累 
哪个二臂教你的
鬼才
好怪，再看一遍
今天的老板是被约尔戳心窝子戳死的ƪ(˘⌣˘)ʃ优雅
约尔，你还是猴巨啊！
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
⌓‿⌓
阿斯塔特吧……
草
酱紫剪！？
酱紫剪？流批
木大木大木大木大木大木大木大木大木大木大木大木大木大木大木大木大木大木大木大木大木大
这样剪?
我就知道
猩猩点灯 草 
梦幻联动
兵长诱捕器
友友可不兴这么剪啊
《jo 碟 过 家 家》
丝滑
真有这么丝滑吗
我就知道
毁灭吧，我累了[doge ]
我只教一次，看好了阿尼亚，巨人之力是这样用的1
盖——亚——
币有了！哈哈哈哈哈嗝
妙啊
要素过多
阿尼亚喊神父出来吸纯氧
火钳刘明
水滴！攻击物是水滴！
⌓‿⌓
四厨原地升天
尿素过多导致DNA错乱
厚礼蟹，wdf
2000+
阿尼亚是戴拿～～
我约了索马里开啰大
此时老板又死了一次
.+6.6
.3
卧槽两千+
loser
今天的老板是这样死的…
剪的很好，下次不要在剪了
今日不做人（1/1）
万物皆可jojo
哈哈哈，看看阿尼亚的表情
观看两千加。。。。。。
火钳刘明
八爷！
好活
等风来
画风转的真慢
哇酷哇酷
作者…到底是谁教你这么剪辑的
新来b站的番都要经过jojo的洗礼
害怕
kksk
师傅，你是做什么工作的
我们师徒三人对上你们师徒三人
看成了“约你，我只教一次”。想了下约你还需要教
人才
剪的真好，下次别剪了
我不得不赞一下了
多厨狂喜
⌓‿⌓​
天空之城好评！！
王的礼炮
综漫世界
友友可不兴这么剪啊
米津玄师啊
快乐的小波子的预言成真了
？？？？？？？？？？
戴拿：这个我熟
+
jojo
三厨狂喜
阿尼亚是戴拿～～
BGM:loser
6666
我就知道
566666
染色体结构变异
众所周知，粉色头发的都是同一个人
酱紫剪哦
这下DNA错乱了捏
DNA相似
裂开
哈哈哈哈哈
文化已侵袭 不会忘记这个国家
瓜神宕机
酱紫剪？
傻畐傻畐我是个傻畐，傻畐傻畐我是个傻畐，你就是歌姬
无我出力，怎会连胜
DNA乱了
爆炸就是艺术
毫无违和感
那么这又是谁的记忆呢？我不知道
2022了，还有人记得十冷
wit你还是忘不了他
我的妈呀，大脑紊乱了，炸了
救命
居然有红猪！
八爷的歌
究极丝滑
前面三国杀的，等我
BGM :《Winner 》
好剪
草
草
呵呵
要素过多
剪辑鬼才
哈哈哈哈
要素过多哈哈哈哈，我好兴奋
币有了
loser
疯狂卡点是吧
一千人正在观看
6666
白马?定叫他有来无回！
jojo：出场费结一下
什么地狱笑话
安妮亚想要这个人当母亲
燃爆了，都是什么动漫啊
谁让你这延吉的啊
奥雷给
啊哈哈哈哈
杰哈
啊下吧
《尿素过多》
安妮亚骑戴拿，骑戴拿
谁叫你这么剪的
你不要过来啊～
我还以为要把阿尼亚投出去
属实是优雅全明星了
tql
这是哪一段
《恐怖之森》
交织的dna
莱纳~
呃呃呃
酱紫剪?
艾伦：为了自由
火钳刘明虽迟但到
真的会笑
白马，定叫他有来无回
厉害
酱紫剪？
huijia
乐
你不要过来啊
！
哪吒
老板危
逆天
酱紫剪
写漏了个天空之城
我也没阻止你当狗啊。
哈哈哈哈哈
剪的很好，下次别剪了
酱剪？
《优雅》
酱紫剪？
火钳刘明
剪的很好，下次别剪了
基因突变
酱紫剪？
我好恨只能投两个币
剪的很好 下次不许再剪了 
剪辑鬼才
三厨狂喜
酱紫剪
少拿原片骗我
JZJ?
全日本统一
三厨狂喜
既来之，休走之
十冷，你币有了
看好了阿尼亚，巨人之力是这样用的
团长！！！！
有意思hhh
你不要过来啊
六花！六花！
dna乱了，岂可修！
哈哈哈哈哈哈
哈哈哈哈哈什么鬼
曲对币有
奇式延拓
要素过多
猩猩点灯，照亮我的家门
《迷茫加倍》
？
我就知道有人整这个！
没有凤凰院凶真我不是很认可（doge）
双厨狂喜!!!
我约了索马里去开罗哒！
哈哈哈乱入
好看
这就是B站介质原因吗
酱紫剪
dna打结
这也能剪？？？？？？
酱紫剪？
dna混乱
jojo
要素过多
谁教你的哈哈哈哈
谁教你这么剪的
阿尼亚：can can need
nb
穿星之掷
？？？n厨猝不及防
原唱：米津玄师  原告：米津玄师
66
巨人过家家
酱紫剪？
哈哈哈哈
哈哈哈哈哈哈
⌓‿⌓​
谁教这么剪的
6666666
酱紫剪？
nanoda！
艺术就是派大星。
火钳刘明
jojo!!!!!!!!!!!!!
好活  当赏
好像白金之星扔那个狗
上面在误导人，BGM明明叫《loster》
拿个手榴弹拔栓当戒指哈哈哈哈哈哈哈
天空之城！！！
白马……
这是一场试炼！！！！！
戴拿！！！！！
最喜欢的一集
要素过多
这么剪……真是太棒了！
变态的想法
天空之城
太会剪了
币有了
阿尼亚：我啊，以前可是很强的
酱紫剪
？
要素过多
？什么东西啊
基因重组
哼！白马?定叫他有来无回!
双厨狂喜
？
曲对有币
1000多人
哈哈哈哈哈哈哈
谁教你这么剪的？？？
1000人
瞧把阿尼亚吓得
布嘎！
哈哈哈哈哈
乱了！乱了！全乱了！
我是真的会笑死
谁教你这么剪的?
四厨升天
要素过多
亂了！！
白金之星(错乱)
哈哈哈哈，这tm啥啊
哈哈哈哈这个剪辑
中二病！
酱子剪？……?
酱紫剪？
剪得很好，下次继续
哈哈哈哈哈一闪而过的mio酱！！
阿尼亚是戴拿！戴拿！
牙通牙？
DNA乱了
真.邪门
猜中了
杰哥不要啦
我要做垃圾！（误
这个转场，闪了老子的腰
优雅 优雅实在是太优雅了
烂活三连了
我都不知道放哪个收藏夹了
《我在此宣布，没错，这就是原版》
整个晋西北乱成了一锅粥
白马？哼，定叫他有来无回！
米的曲对，币定有
竟然如此优雅~
他果然忘不了巨人啊
梦幻联动
哈哈哈
酱紫剪
要素过多
dio
人行道不是很宽吗？（doge）
哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈
哪个二臂教你这么剪的 
好活
你把什么东西剪在一起了啊啊啊啊啊
还得是你
草
摸一袋摸一袋
要素过多，多厨狂喜，我的DNA已经扭成麻花了
出金了！！！！！
酱紫剪？
DNA打结系列
要素过多
哪个二壁教你这样剪的？？？
是老爹吗
是替身攻击
还是jojo更有意思
感觉突然就燃起来了
⌓‿⌓
⌓‿⌓  ⌓‿⌓  ⌓‿⌓
DNA全乱了。
扔出来个地鸣
厉害厉害
双厨狂喜
初吻对象是jiojio
这个视频每多一个赞请踢我一脚
草
这里黄昏问你是在哪学的，阿尼亚说动画，所以他看的是...
你确定这不是白金之星的投法？
要素过多
我舅超勇的好吧！
曲对币有
火钳刘明
双厨狂喜
原告：米津玄师
欧拉欧拉欧拉欧拉
欧拉欧拉欧拉欧拉欧拉欧拉欧拉欧拉欧拉欧拉欧拉欧拉欧拉欧拉欧拉
?????????????????????
剪得不错，下次不要剪了
彻底乱套了
逆天
哈哈哈哈
DNA混乱
这是个什么杂碎
DNA杂交＋染色体易位
？？？？？？？
毫无关联但是好有道理
力速双A弱女子（确信）
《我的DNA不可能这么错乱》
？？？？？？
一个字“绝
黑帮摇
剪辑可以接地气但不能接地府（dog）
你不要过来啊
乐死了这个镜头
救命
尿素过多
谁叫你这么剪辑，太有才了。
儿童启蒙
太太是强化系的，强化系头脑简单
三厨狂喜
hhhhhhh
双厨狂喜
妙啊~
约尔我老婆！！！
⌓‿⌓
剪的很好，下次别这样了
我裂开了
哼！白马?定叫他有来无回!
太太
⌓‿⌓​
⌓‿⌓​
⌓‿⌓​
白金之星投掷伊奇
我就说为什么感觉有点像什么东西
既来之，休走之！
白马？哼！定叫他有来无回！
从未设想的道路
up主：我只教一次，看好了，视频是这样剪的
二花！
十冷！
霸权还是忘不掉巨人【doge】
忽然感觉忘了原作是啥了
黄金精神
毫无违和感。
是漆黑意志！！（）
河底的刀哥想妈妈
DNA重组
剪的好，下次不许剪了
剪的好，下次不许剪了
双厨狂喜
我已经反应不过来哪部是哪部了
白金之星，欧啦
酱剪？？？？
酱子剪？
重拳出击！！！！！！！
？？？
N厨狂喜
哈哈哈哈哈个
阿尼亚  替身名：辣妹  力速双a
这里看成三爷
《自由组合》
不要啊昏哥
每日不做人
要素过多！！
是在优雅
淦
不要啦
没有什么BGM的点是黑帮摇踩不上的
优雅至极
完全合理没毛病
极度生草
河里的刀哥想妈妈
剪辑鬼才         你币有了
⌓‿⌓​        ⌓‿⌓​      ⌓‿⌓​
十冷！
这样子剪？
此处为什么没有埼玉老师！
好像
这不是火之神审阅吗
火钳刘明
《进击的巨人》！
好活
死者是我迪亚波罗哒
哈哈哈哈优雅
dna融合进化
基因重组
bgm  hop
穆斯卡大佐好评，明梗天空之城
要素过多！
怪怪的
dio说话停了一下正好卡点
《地球上投
BGM，Loser
原告：八爷
记着投币啊啊啊啊啊
太会了太会了
要数过多
loser
优雅！实在是太优雅了！！！
DIO
热血间谍
袜裤袜裤
天上的卡兹不说话
哇酷哇酷
酱紫剪？
太华丽了
哇，八爷的loser
有没有一种可能，两位画师都是参考的专业运动员的姿势画的？？？
剪的很好，下次不准这么剪了
优雅
哇哦哇哦哇哦
谁教你剪的
哈哈哈
bgm好评
这一击贯穿星辰
猩猩点灯
哈哈
尿素过多
⌓‿⌓​⌓‿⌓​⌓‿⌓​⌓‿⌓​⌓‿⌓​⌓‿⌓​⌓‿⌓​⌓‿⌓​⌓‿⌓​⌓‿⌓​⌓‿⌓​⌓‿⌓​⌓‿⌓​⌓‿⌓​⌓‿⌓​⌓‿⌓​⌓‿⌓​
对人诚恳，做事负责，多结善缘，自然多得人的帮助
好怪啊，再看一遍
下次一定，下次一定
见jo投
等一下这黑帮瑶为什么跟米红的这歌那么配呢？
DNA错乱
？？
？？？？？？
动作指导：泽村荣纯
无线连接
万物皆可jojo
这啥啊
这集你在哪里看的，第几集？
八爷！！
撒鼻息内
⌓‿⌓​
oh no好混乱
一直在笑停不了
KOnodio哒！
优雅，太优雅了
空耳笑死我
CO[NH2]2
画风一变
间谍过jojo
剪的太好了下次不要再剪了
好活当赏
winner笑死我了
神了
谢谢作者，现在基因库里就剩一条基因了，全踏娘的连一块了
剪的很好下次不要再剪了
杰哥不要啦！
鬼才
好看不火系列\(//∇//)\
834人？
这期太爽了
阿尼亚放弃思考
好吧，开到她眼睛冒火，我TM以为她开癫了...
天空之城!
原告（米津玄师）
loser！
超電磁砲（確信）
我的DNA乱中有序
火钳刘明
哈哈哈哈哈哈哈
优雅，实在是太优雅了！！
原告米津玄师
说实话，我感觉更像白金之星
子安你不做人了。
福杰哥
星星一条！
丝滑
要素过多
真的三厨狂喜
我终于Lv3了
毫不违和感。
谁教你这样剪视频的！
逐渐忘记三部番分别是啥内容了……
此时这球达到了第三宇宙速度（doge）
为啥有点像钻A
双厨师
摄影师你过来
酱紫剪
 竟然还有人记得十万个冷笑话
无缝…
使徒是吧？
⌓‿⌓​
酱紫剪？？？？
要素过多
每周必看
⌓‿⌓
能看懂这个视频的人成分实在是太复杂了
毫无违和感
太过于丝滑啦
哪个二臂教你这么剪的
所以小孩子不要看JOJO
优雅，真的是太优雅了！
你币有了
谁叫你这么剪辑的
巨人yyds
酱子剪？
虎躯一震
要素过多
我DNA乱了
群星璀璨
up主视频剪的也太好了吧，你出生的时候脐带是自己剪的吗？
不加jojo就没jo小鬼的流量是吧
酱紫剪？
酱紫剪？
好热闹
请收下我最后一个币吧
泪目 居然还有人记得冈部伦太郎/doge
很好很有精神
我是谁？我在哪？
jo厨狂喜
好乖啊再看一遍
老李！整个晋西北乱成了一锅粥了！
酱紫剪？
⌓‿⌓
开炮！！！！！！！！！
日常！
乱了，乱了，全乱了
草
lemon
谁让你这么剪的
????
《黄  力  元  投  球》
酱紫剪?
剪的真好
慕斯卡
慕斯卡
慕斯卡
变声期
他是怎么做到画风突变的
猩猩点灯
哪个二臂教你这么剪视频的?
酱紫剪？
过分优雅
天空之城！
哈哈哈哈哈哈你币有了
我有理由相信他认识兽之巨人。
优雅！实在是太优雅了！
优雅！实在是太优雅了！
优雅！实在是太优雅了！
阿尼的戒指呢？
卡兹~
好了 我双厨了哈哈哈哈哈
老——弟——
巨人過家家
傑哥過家家。
JOJO過家家傑哥過家家巨人過家家何為一體的神作優雅實在太優雅了
   77
基因重组
哈哈哈哈哈
？
完美的黄金回旋
厉害
jojo3白金扔伊奇也是这个动作哈哈哈
DNA混沌
怎么说呢，这是三厨狂喜
嗷不对，看到JOJO发现是四厨狂喜
。。。酱紫剪
全员恶人
西八，我DNA乱了又要重组了。
优雅，太生草了
bilibili I’m home 
这声音异常的符合怎么办
酱紫剪？
DNA全乱了
这样剪？
看好了!!!!
哪个二壁教他这样剪的
要素过多
你好会
已经开始笑了
BJM是啥
？？？？
酱紫剪
画风突变
阿尼亚是大拿，大拿
我要这币有何用
巨人永远的神
巨人过jiou伟
继续继续
继续继续
要素过多
226
学废了
做的真好下次不要这样做了
进击的“约尔”(◐‿◑)﻿
某拿也教过
草
基因变异
曲对币有
冈伦排面
间谍过JOJO
每周必看
布嘎
欧拉！
⌓‿⌓​
1
牛
《光粒打击》
每周必看
⌓‿⌓
好动感
剪得很好，下次不要了
剪的真好，下次别剪了
44超音魔球
一球打穿城墙
呜哇
埃尔文：？？
DNA错乱
¿
绝了
三厨狂喜
BGM
哈哈哈哈哈哈
基因突变
霸权社还是忘不了巨人
整活
草
我约了索马里去开罗大！！！
有才
这是DNA的律动啊（癫狂）
优雅
不是同一部，猩猩和点灯是《进击的巨人》
优雅太优雅了！
大姨媽！大姨媽！
⌓‿⌓​
⌓‿⌓
无缝衔接
太优雅了
DNA错乱
哈哈哈哈哈哈哈哈
另外99人好啊
15000个泡泡
谁教你这么剪得
天空之城
DIO!
**谁教你这么剪的（doge）
jojo一拳
⌓‿⌓​
来喝脊随液吧
减的很好，下次不要减了
老板不是可以杀完这家人啊 。
铁御相信我
⌓‿⌓​
优雅の吉吉
wdf
逐渐离谱
哈哈哈哈哈
口类瓦
146个人
酱紫剪
酱紫剪？
？？？？？？？
？？？？？？？
火钳刘明
火钳刘明
ko no dio da
你这么会剪？
我已经忘了这都是什么了，杰哥过家家？还是阿尼亚的奇幻冒险？
马林艾斯：这我可太熟了
优雅，太优雅了
《八爷的幸福生活》
要素过多
火钳刘明
进击的约尔
谁教你这么剪的
好耶
睡觉叫你这样剪的
堪比洲际导弹
酱紫剪
每周必看
我靠，梦幻联动
希卡利（空耳）
joser
bgm用的好
⌓‿⌓
优雅优雅
白马？定叫他有去无回！
在来一遍
nb
卡兹在天上能碰见艾尼路吧
曲对币有！！！！
⌓‿⌓
不能说很像但是不的不说一模一样
中二病！
剪得很好，下次别剪了
《    虚    实    结    合    》
剪得可真不错
剪的很好，下次不许
鬼才剪辑，哈哈哈
⌓‿⌓
哈哈哈哈哈哈
巨人？
.
间谍的奇妙冒险之真的很离谱
酱紫剪？
谁叫你剪这么好的
优雅，太优雅了
梦幻联动
【黄金回旋】
⌓‿⌓
一眼万年
《开盖有奖》
JOJO过家家
⌓‿⌓⌓‿⌓⌓‿⌓⌓‿⌓⌓‿⌓
八爷，你币有了(可惜我没了)
LOSER好评
酱紫剪？？？？？？
够标准
这一击撕破黑暗
原告：米津玄师
我不做人了！jojo!
分镜太强了
三...三厨狂喜？！
谁教你这么剪得，再接再厉
真-你舅宠她爸
巨人过家家hhhhh
N厨狂喜
哈哈哈哈
DNA狂喜
优雅的巨人
火力少年王都没你红红火火恍恍惚惚。。。。
地上的刀哥想妈妈
谁叫你这样剪的
优秀
水滴！攻击物是水滴！
直接扇脸
三厨狂喜
。
白马？哼，定叫他有来无回
我的DNA断了
剪得好下次别剪了
DNA错乱有致
《梦幻联动》
啊？？？？？？？？
Ko no dio da 
⌓‿⌓
哈哈哈哈哈
bilibili
就离谱
可恶啊，要变不回去啦！！
这是，，，神驱化剑？
梦幻联动
酱紫剪？
每周必看
哈哈哈哈
哈哈哈哈
哈哈哈哈哈哈哈哈哈
梦幻联动
咖喱棒
开局三厨狂喜
球是这样投的
酱紫剪辑 ？？？？？？？？？
光粒打击（确信）
《全冥猩阵容》
白金之星
谁教你这么剪得？？？？
戴娜那个是魔鬼
超 电 磁 炮
完美连接
剪的不错 下次不许再剪了
教父亲
所以我不做人啦，JOJO！
DNA混乱
塔塔开
白金之星
BGM八爷的好听
我回不去了你知不知道！
jojo过家家
666
离谱起来
你有币了
Loser！你必有了。
DNA乱窜
螺旋升天
＠_＠？我电话来了
哦啦！
这是我最后的硬币了，收下吧，up主！
间谍的奇妙冒险
我听见了大-姨-妈
剪得不错，以后别减了
杰哥不要啦嘿嘿
要素过多
眼前一黑
双厨狂喜!
俗称：跳大神
那尤里是艾伦耶格尔了
剪的很好，下次不要剪了
四厨狂喜
酱紫剪？
前面那个水滴的，笑死我了
丝滑
剪的很好下次不要再剪了
666
我约了索巴里去开罗大！！！
爷的DNA碎了
白马？定叫他有来无回！
不错
DNA乱了
嗯
万厨狂喜
酱子剪？
好活当赏
谢谢，刚才试了一下，人在去医院的路上
双厨狂喜
三廚狂喜
八爺
卧槽米津玄师
四厨狂喜
哈哈哈哈哈哈
哈哈哈哈
现在知道什么是染色体畸变了吗
酱紫剪
我不当人了
酱紫剪？
kao，怎么随便什么视频都是jo厨
酱紫剪？
DNA打成了麻花。
谁教你这么剪的？
尿素过多
酱紫剪》？
剪的好下次别剪了
。。。。迪奥
Wryyyyyyyyyyyyyyy——————
欧啦！！！！！
是谁教会这家伙剪辑的
你以为糸守是怎么没的
⌓‿⌓​
塔塔开
基因重组是吧
祝我考上三中重点
dna错乱
没有凤凰院凶真我不是很认可（doge）
没有凤凰院凶真我不是很认可（doge）
看巨人的和看间谍的都沉默了
JOJO过家家
好活当赏
优雅，太优雅了
八爷！
三厨狂喜
bgm真不错
纳兰迦单杀老板
说，是谁教你剪的
火钳刘名
《真相大白》
火钳刘明
优雅，太优雅了
JoJo化
DNA混乱
别骂了别骂了
每周必看
⌓‿⌓​
神他妈winner
就酱紫剪？？
白马？定叫他有来无回
NND，不要乱改DNA啊！（doge）
有jiojio不对劲赶紧跑
卡点了
优雅，太优雅了！
"JOJO，人的能力是有极限的。我从短暂的人生当中学到一件事......越是玩弄计谋,就越会发现人类的能力是有极限的......除非超越人类。我不做人了，JOJO"
不愧是DIO！居然做出我们都不敢做的事情！
一时不知道该放哪个文件夹……
jo里jo气
酱紫剪？
洗脑了
双。。。。。三厨狂喜
这才是正片
白马？哼！定叫他有来无回！
酱紫剪
要素过多
白嫖失败
酱紫剪?
KONo DIO da！！！！
要素过多
UP既然这么会剪，想必出生时脐带也是自己剪的吧（doge）
塔塔开
战术抬眼镜
优雅，太优雅了！
酱紫剪？
“曲”对币有
多厨狂喜
还得是你啊
酱紫剪？
要素过多了
白马？哼！定叫他有来无回！！
你币有了
火钳刘明
火钳刘明
哪个二臂教你这么剪的
这也算是梦幻联动了吗
典
优雅你m优雅
哈哈哈哈哈
⌓‿⌓
让我看看
考古了
欧拉！！！！！！
卧来洼猛钙捞亚卖录早  JOJO！！
哈哈哈
DNA错乱
好活
酱紫剪
酱紫剪？
鬼才，哪位大神教你这么剪的
还以为是ikun呢
我靠，一模一样
酱紫剪？
阿尼亚好兴奋
酱紫剪？
？？？？
今日之事，皆是吾之功劳
间谍的奇妙冒险
一
要素过多
⌓‿⌓​
⌓‿⌓​
优雅，优雅
开屏辱韩
缘一:你把生命当生命了
糟糕，上当了！
看这震惊绝望的眼神
中二病排面！！
酱紫剪？
着实优雅
What up
_人就像垃圾一样
完蛋，DNA打成中国结了
哈哈哈哈哈
没有黑帮摇踩不上的点
牛批！
⌓‿⌓​
谈笑间，老板又死了一次
一期视频，老板死了三次
梦幻联动？？？？？！！！
双厨狂喜
酱紫剪？？
酱紫剪？!？
草了 怎么还有天空之城
酱子剪？
同源染色体交叉互换
三厨狂喜
好活当赏
哼！白马？定叫他有去无回
酱紫剪？？
天上的卡兹不说话
⌓‿⌓​
剪得好，下次不许剪了
间谍的奇妙之旅和JOJO过家家
一
《合情合理》
《毫无违和》
卧槽天空之城！！！
好有梗
妥妥的有毒。。。。
哈哈哈哈哈哈哈笑了
JOJO过家家
蓄意轰拳
天上的卡兹不说话，水里的刀哥想妈妈
优雅，太优雅了
白金之星扔伊奇
这
《全员恶玉》
up脐带也是自己剪的吧
约尔我啊以前可是兽之巨人
⌓‿⌓
酱紫剪
太优雅了
⌓‿⌓
此球贯穿星辰！（乱入）
原告:米津玄师
《 进击的巨人》
不行不行  错乱了
啦啦～啦啦啦啦
啦啦～的lalalala
JOJO乱入
变声期
天空之城？
这画面和BGM……多厨狂喜
白马？哼！定叫他有来无回！
优雅！实在是太优雅了！
酱紫剪？
火钳刘明
我约了索马里去开罗哒――
世界名画
四厨狂喜
优雅，太优雅了
《W I N N E R》
毫无违和感。
哈哈哈
芜湖
离谱
兽之巨人
酱紫剪？
我是ikun
剪得很好，……
基因工程没错了
jo燃混剪
封面梦幻联动？
墨茶打复活赛打赢了？
JOJO过家家
利歪：你教的？
进击的约尔
次一一子一一一！！！
火钳刘明
阿尼亚是戴拿！戴拿！
DNA直接打成中国结
剪的很好，下次再也不要剪了！！！
双厨狂喜
双厨狂喜
双厨狂喜
你币有了
燃起来了！！
酱紫剪？
jojo我不做人了
哪个二臂教你这么剪辑的
变58人了
又变57了
N厨狂喜
正上方烤鸡要没喽——
jo级联动
