1播放！！！！
什么粉？
液氮做冰激凌口感超好
来，黄帝蟹，给他整个活
这放外面不得9999一道菜
1919810秒（即答）
你莫不是在消遣洒家 
《  脑  洞  大  开  》
《不 太 熟》
小螃蟹：我觉得我还能抢救一下
笑死我了
快跑不对劲
你知道为什么要反复提及81691秒吗（doge）
卧槽，还是活的
高嘌呤  痛风日日见
30岁还是__ __就能当魔法师
背上一个胖娃娃
人话:22个小时多
没有白葡萄酒的同学可以用水晶葡萄代替
前面说开店的，要真回长沙开，必须去支持一波
提前 不要洗锅
物理冷静
生物地理会考的小伙伴们都加油呀！
哈哈哈哈
盘可以一直摆他的
生地会考加油！！！
至少那个直接拔蟹腿的也是活的。。
难不成这冰淇淋还有肉味吗？
盲猜不要刷盘子
啊彭好用心，每次视频精彩的地方都放在5:20
没有干冰的同学可以用二手烟代替
阿彭家缺扫地的吗
蚌埠人：快来住
什么馅挂炒饭？
1688都算便宜了，如果一整只得话
不对劲
。。。怎么都开始这么说了
战歌起
每日一焦化层1/1
6000＋
这场景怎么使我莫名的感到熟悉？（4：44那里）
警觉
鲨鱼美食！！！！！！！！！！！！！
活生生冻成冰疙瘩啊？
加入刷锅水
因为隔夜饭不容易粘锅 容易炒出颗粒感
已三连
《论美食区up主集体井喷这件事》
助力每个不知死活的梦想
谁能告诉我1:38那开始的bgm，谢谢
格兰杰吗？
好好吃的感觉！
Nun aber Tempo!
心疼螃蟹一秒
掀起你的红盖头
物化生的不知死活，加油
直接来吧 别说这么多
不好！
548美元？？？
好自觉的螃蟹
能不卷吗
币：你清高，你用我的钱来买食材
用简单的食材作高难度的菜，还吃不胖的
好家伙，活蟹瞬间变冻蟹
封面像大司马怎么回事
不对劲
为什么它活着但是红的啊！
焦化层
6000人诶
6000+人给我出来 
助力每一个不知死活的梦想 
快跑
退！退！退！
不要洗铁板
没有干冰的同学可以用液氮代替
螃蟹：别看长得不好看，脑袋里装的是米饭！
哇哦哦哦
好涩（bushi）
不要洗铁板
省流∶最后有广告
店员:你是故意找茬是不是 
小姐姐好好看
天天什么？？？
6000+
大可不必
隔夜饭水分蒸发了很多炒的饭能一粒一粒打散
我的大电！
.
我只会白嫖（doge）
我爱了，这个摆盘
？
失踪人口
不对劲
轻轻敲醒沉睡的心灵
天花板区up主
掉下去就神作了。
泪目
澳元，总的来说乘以5差不多就是RMB
曲对币有
币有了币有了 
618
吃甜冰淇淋的和辣冰淇淋的都沉默了
你最后要死没有广告我就三连
不對勁 XDM 快跑
葡萄酒：俺的镜头回来啦
aini爱你
座头鲸
离谱
爷爷，你关注的up 主更新了！！！！！
泪目
某种蘑菇~
你在乎这个？
进度条警告
美乐宗肯尼迪来咯
满清十大酷刑也不过如此
掀起你的头盖骨~
能用二锅头代替嘛
五卷 对了就去看书
捞饭诶
终于更新了
乐.jpg
会考加油
《早起人类试图驯服皇帝蟹珍贵录像》
619的阿鹏看不上
畅～～～～～～快
泪目了，加油啊！煮饭的大哥哥！
升华了！
天津中考加油
拼多多已经给你打钱了
湖南口音
去对比有
16888不过分
这一份不得卖个十块(doge)
6000人
114514秒
好残忍 它还活着！！！
你不冷么？他们是夏天，咱这是冬天啊
海怪
话说 你们那不是冬季嘛彭
不洗锅预定
不是114514秒我不是很认可
简单的食材
不对劲
奇迹啊 阿彭更新了
看上去好香。
感觉好乱啊
痛风天花板
大卸八块
超频蟹脚
2万+
我都喜欢
@汉尼拔
要开也是去大城市
靠我们这明明是冬天
胃痛警告！
小姐姐一脸懵逼
扇贝
花甲
曲对币有
不是吧6000多人！
牙齿：痛，太痛了
曲对币有
998交个朋友
炒饭！！！！！！！！！
《冰与火之舞》
6009＋
吃不饱
奥特曼：我倒了
看到焦化层没，不要洗锅
是我，是我告诉阿彭的
不能再同意，吃不了夹生米
店员：你是来消遣洒家的吗
澳洲现在不是冬天嘛。我要冷死了
不行了我想用这个爱你做短信提示铃声
因为有一个人裂开了（doge
80 80 80
哈哈哈哈哈哈哈哈哈哈
《买一个冰激淋不要冰激淋》
好好吃的样子
更加吃不起
对对对，他要是回长沙开店，我马上请假回长沙~~
bilibili I’m home!
UP是米其林厨师吗
啊啊啊要掉了啊
bilibili I’m home!
简单的咸甜口（
bilibili I’m home!
狠人，悉尼是冬天呀
bilibili I’m home!
阿彭:肥鸭还有我没做过的菜？不可能，绝对不可能！
好吃凶
看焦不洗
现在是6000+
炼金:所以爱会消失对吗
6月15日8:58-6千多个人在干嘛呢
618反向打折的
厚  礼  蟹
你在澳洲也是夏天吗
五卷 输了投币（错乱）
开颅手术
老男孩工坊
《每天一个喷射小技巧》
拉吉拼多多
跟鲸鱼比确实是小海鲜
未成年螃蟹请在父母陪同下观看
路脸了！
这里不挂个问号在上面阿
我轰散你们这些螃蟹吔——
阴间食物
胖娃娃：“我谢谢你啊阿彭！”
7000+，就离谱
又饿了，热量超标
.
螃蟹：赛高你high铁鸭子哒！
正常说时间这么难吗
8000+
曲对币有
摆盘不同，但其实是同一个东西的三道菜
刚哄完猫下一个镜头，我还以为他把猫放进去了。
像提取RNA一样。。
快炫我嘴里
中考加油NB666
我先来，不要洗铁板
在吗？请问亲可以做一份阿彭天花板吗，看着好像吃
真-一口
减3000
有请下一位受害者
背后背着一个胖娃娃
离阿鹏最近的一次
正片开始
我不信，除非你请我去你家吃饭
蟹肉，它糊了（doge）
我先来，曲对币有
《隔蟹饭》
我记得肥鸭餐厅老板好像叫赫斯顿来着
114514秒
80 80 80
干冰也没有怎么办
曲对币有
猫:今晚你别想睡
7000
前面的，我也生物地理会考（）
前面会考的就不用许愿了，闭眼过
7000+
升仙啦！？！
是不是类似咸蛋黄甜品？
不对劲，快撤！
三连啦
乐
猫猫：我真的会谢
7000+
优雅！
如果你突然打了个喷嚏，那一定是我在骂你
又不是给我吃，支持干什么，都进你肚子了
一只要4K
114514
冰与火？安迷修的冷热流？
7000+
哎你个头
退退退退退
金枪鱼
7000+
不对劲
投币了
未成年螃蟹请在大人陪同下观看
没币了，不用问
经度差不多的，现在就差俩小时
日常三连
取名天花板
直接买ice cream cone
怎么还没下雨？
没有干冰的同学可以用自己快速呼出的CO2代替[狗头]
盲猜不要洗锅
Nama：终于放过我了
终于等到你更新了也
澳 洲 汉 尼 拔
它还在动
螃蟹：你清高，你了不起！
想看你做人肉
又来
澳洲现在不是冬天吗
螃蟹嘴还动了一下
没有干冰的同学可以用彬彬来代替（doge
封面雪
咸味冰激凌！
螃蟹：大哥我全家都在这里了
没有干冰和液氮的可以去北极或南极代替。
占戈哥欠走己
加油
鸽了那么久结果这么短，这个阿彭就是逊了
赛~~~罗~~~~
泪目
摆盘后就是我吃不起的样子。哦，摆盘前也是。
加油
bangbuzule蚌埠住了
退！退！退！
低情商:米饭刺身
bilibili I’m home!
好想吃到！！！
阿鹏露脸啦
简单
天气我一生推之
冰与火-指冰岛
7000+都出来
大型杀蟹分尸现场
天花板区up主
问：冰岛为什么被称为冰火两重天？（4分）
中考考好
看着很爽啊
他可以一直摆盘的
已三连
好奇怪，过度烹饪
只要阿彭发的都很喜欢
螃蟹：你是不是觉得你很幽默？
。。。。。
现在 22：04
汉尼拔直呼内行
太行了
我好想吃啊
痛失韩国市场。
大型分尸现场
爱你~
会考加油！
曲对币有
火腿：这辈子值了
最佳食材：液氮
这个炒饭无敌香了
物理冷静
赛兔子！！！
7000+
警觉
助力每一个梦想
7000+
前面的，南北半球时间相同，季节不同。。
店员:你是故意找茬是不是 
t'oy'
我去
就火腿肠酱油炒饭呗
自动脑补猫娘
乾隆白菜
不对劲
炫我嘴里！
给白傻子买瓜子去
失踪人口回归！
杀  蟹  烹  尸
肥鸭菜单-1
阿彭瓢的好！
我想吃！
不要洗，预定 
《  啃  鸡  腿  》
溺水三天，只露一秃瓢[doge]
提前不要洗烤盘
公费吃喝
不懂就问 他是米其林厨师吗
阿彭视频先三连后观看，养成习惯
喵～～～～
起锅烧油
叶乔，我爱你
我只看到了你太富有了
没有bgm？
你得多趁钱才能这么造哇
7000+人出来！
拿捏呢
7000+给我出来
老爹要和你斗斗法
巨款
小姐姐好好看
拉与稀之歌
黑暗料理
7000+
投币了！呜呜太辛苦了
《小海鲜》
轻轻敲碎沉睡的心灵
分子料理？
海鲜吃的就是鲜，这么做挺好的螃蟹糟蹋了
你那边不是冬天吗
腌海雀
我投币还不行么哈哈哈
麦当劳下个季度甜筒
开颅手术是吧
中考加油！
哎呀呀 好残忍啊
服务生小姐姐要化身可达鸭了（笑死
白天刷不出来系列
你是马老师吗
大白鲨
雷姆雷姆
你还是炒花甲螺吧
都想看，UP做自己就好
阿彭好久不见了！
有点意思
不要洗铁板
美食区都接了拼多多广告吗
火腿肠：这辈子值了！
阿彭自己也要记得快乐啊
这个菜也太抽象蟹味雪糕加夹生炒饭
咸甜口
哇
螃蟹味道全损
你喜欢做什么都行
看看
摆他可以一直盘的
成本回收了是吧？
为了升级，就成全你了
阿姨压一压（大雾
通风餐
湖南人
8000+人了
注意细节！这里阿彭用的是拼多多后面会考到！
”
81691
你还真指望我会做啊？
7000+
碎尸现场
来了来了
？？？
美食博主家里真的什么都有呢。
看到这里直接给币
7000+
做实验呢你
可能是中国人真的是受不了夹生米
太黑暗了
 退退退
来了来了
三连了
什么都搞一点。。。
都是小布尔乔亚才能负担得起的啊
痛风汤
糟蹋蟹肉啊
咸味冰淇淋
好残忍，可是他真的好香啊～
打成浆糊的蟹肉没有灵魂
雨说超长定语
7000+
雨说超长定语
失踪人口回归
不对劲
宝哥？
厉害了
7000+都在干嘛
夹生饭
曲对！！
啊彭我的超人！
像长沙普通话 人在NZ?
谢谢啊彭
懂了这就去喝海水
我想吃蛋炒饭(doge
coles有cone卖的
来不及去超市买冰淇淋筒了，哈哈哈哈哈
好残忍
谁知道我看了几遍这个小姐姐的表情
皇帝炒饭？
不要洗锅预定
好喜欢！！！是慢节奏，真的好喜欢慢节奏战歌（不是
123
沉   默  的   羔   羊
你们好
螃蟹：你清高
好家伙，并夕夕给了多少钱
卧槽，kitchenaid
《小螃蟹》
250一斤？
简单来几次吧
阿彭也希望你健康快乐
《请 勿 洗 手》
这么厉害得练习两年半了吧
分尸现场
619？我生日
也没有干冰的可以用液氮代替
1w+
小亮，给大家整个活！
这真的能吃吗？
脑洞：你螃蟹吗
痛风预订
不对劲
“全国联保”
战歌起
这样大寒，女生吃不得
《小螃蟹》
肯尼迪快乐蟹
我是没有帝王蟹
哎！你tm劈我百香果是吧！
胡萝卜掉外面了
老婆饼不要饼谢谢
好好吃
此刻寂灭之时
他摆盘一直可以的
尼斯湖水怪
曲对币有
6000+人出来
你是故意找茬是不是啊
懂了，拼多多搜索
没有皇帝蟹呢
这个bgm叫什么，好喜欢
你们好
螃蟹：听这bgm我不是正片啊
省流：不要洗锅
我流口水了
大闸蟹
12138
提前不要洗铁板
卧槽什么玩意，快拿走！
感觉不怎么妙
都给我彭投完币再看
阿彭加油，奧力給
来个福建人吧
胡萝卜：啊，我掉了
大哥嫖的好
还差个胖娃娃没进锅
澳元换算过来是2600左右，4k那个离谱了
海带紫菜
海带
爱你爱你!!!
皇帝蟹国内500多一斤
我先撤了xdm，后面要来81691了
好想吃
你那不应该是冬天吗？（doge）
好残忍，掰开就算了还要外加80+80+80......
曲对币有
哈哈哈优秀
汉尼拔是吧
5000+，00:25
深海看吐了
澳洲也是夏日吗？
一直两k多
动作指导：汉尼拔
不行了不行了，深夜不能看你的
6666666
你三连有了
螃蟹配水果。。。这吃法。
我想考上天美拜托了
太卷了
赛罗！！！
礼貌螃蟹：你吗？
BGM 爱能做到的还有什么呢
大家，晚上好
up是打算教我做？
这就是米其林三星大厨的摆盘吗？
助力每一个梦想
退！退！退！
暗藏私货
能不能复刻下因纽特认得基维亚克
店员的灵魂歪头哈哈哈
up是不是把澳洲买下来了？
woc、颗粒分明。。
太残暴了(孙红雷)
汤姆的配方
蟹老板
螃蟹:你是不是觉得自己很幽默？
百香果味（即答）
又不是我吃
OK，那我就只点个赞吧
《小螃蟹》
《小螃蟹》
案发现场
来个ice cream 不要ice只要cream
鲜饭水分多
大结局了？
快跑！！！！
盲猜noma
这是要去买左旋了吗
3連奉上！阿彭加油了！堅持才是最難的！
想想就吐了
喜欢阿鹏～
姐姐尊的尊的好piu亮
上面的，我在
炫我嘴里
最后一句话把攒取消了
Hal
给你给你
痛风天花板
这么便宜呀。。。我看国内8斤的都5000出头了
澳洲不是冬天？
晚上看痛苦
彭设备可以学一学隔壁麟先生
这什么阴间配方
不是说壳上面有硬毛吗
2000！！！！！？
Bgm起
我大叫一声老公
你手在扇什么？是冰淇淋烫嘴嘛？
你需要个邻居
沉默的皇帝蟹
花花世界我一人干翻
白天搜不到晚上跑不掉
赛 罗 ! ! ! ! ! ! !
好家伙我化学实验都没这么浓缩过
每日致癌
投
小姑娘表示我就放假打个工还有这种客人？
为什么没有掉地上
这道菜不得要个998
阿彭瘦了（doge）是不是太久不拍视频饿瘦了
苍～～快～～
我又没吃到
他太棒了
阿彭的厨艺不炫技太可惜了，令我长见识
天花板天花板
B
RA加油！
cone
c
还以为是广告
不我都吃不起~我不快乐
我很佩服第一个吃螃蟹的人【doge】
南无阿弥陀佛
美食区也越来越卷了
有一位孕妇
你就说你要cone！
《一点点》火腿
他可以一直不洗的
抹香鲸能做吗
跟咸蛋黄味应该没区别
114514秒
蟹六跪而二螯，非蛇鳝之穴无可寄托者，用心躁也
剩下的2999瓢给我
必须投币传下去
要素察觉
1000+就离谱
66666
4474788
螃蟹：我裂开
曲对币有
菲娅梅塔？
霍愣机
曲来了
焚尸现场
清理作案痕迹
为后文打下铺垫
太上老君炼丹现场
摆盘就摆盘，为什么要上魔法？
米其林餐厅主厨当场失业
赛——罗——
1000+人！
进度条暗示了什么
妈妈，你关注的up主终于跟新啦！
脑袋里全是大米
太牛了
腥味
开始了开始了
拼多多有的是甜筒卖啊
《简单的食材》
《咸蛋黄味》
湖南人特有的计时方式
液氮拍扫描电镜的有吗？
正片开始！
类目
残忍啊
投币回费
水母  含水量百分之九十五看他怎么做
谢谢你，我们很开心
突然泪目
奢~~~侈~~~
反过来就是19618不对劲
中午再垫吧个胖娃娃
这应该是我在B站看过最不卖相的皇帝蟹吃法
猫：你清高！你了不起！
翻车也不承认
天天吃痛风套餐真是勇
米其林6星大厨
赛-----罗-------
瓢得好！瓢得好！
服务员：你是不是有那个什么大病
邻居拿起来电话
可卡巴托亚
你TM劈我百香果是吧
甜党和咸党都沉默了
《浅  尝》
含氮量极高
ji
漏了一个胡萝卜
提前不要洗锅
特级大冤种？
看着非常好，就是吃不到。
看了眼进度条，我放心了
不吃
洞哥直呼内行
我要看up跳爱你！！！
传下去，阿彭他火了
谢谢
鸡？荔枝
这炒饭也太顶了吧
不要洗锅！！
礼貌：你猫吗？
自己腌自己
我自己腌自己
秒啊妙啊·`~~~~~~
转瞬即逝
给了
哇哦
漂亮小姐姐！
回长沙开店咯
《小海鲜》
我最大的梦想就是吃一顿阿彭做的菜
合着洗锅水呗
退退退退退
不要洗锅（1/1）
我超，冰
《 进 去 玩 玩 》
曲对币有
曲对币有！！
你恰的要我投币？
王心凌阿彭
肥鸭都被薅秃了
