我第一
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
NB
没玩过
ohhhhhhhh
？？？？？？？？？？？？？？？？？？？？
正片
正片开始
先赞后看，已成习惯
当然TM错了！你手残玩个屁的魂斗罗！
正片开始
2017年？
东方
有意思
就是费眼睛
合金弹头6直呼内行
真有你的啊，科乐美
我自己还一台NDSL
??????????????????????????????????
成合金弹头了
xswl
zpks
无可复加
厂长，简单模式可还行？？
正片开始
热乎
像极了东方红魔乡
此处应该是2007年吧
13400正在看是真的牛啊
哇洛克人ZX
想玩可以买一部3ds，或者手机，电脑上都有模拟器下载
25分钟
???????????????????????
？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？
NDS上有个哆啦A梦绿巨人的游戏，那个港真不错
这是什么虎狼之词？
2017？？？这么新
游戏的弹药是不是太大了一些
13725人！！！
loveplus
？？？？？？
童年对象
？？？？？？？？？？？？？？？？？？？
love!
玩过，很不错的游戏。
这音效太经典了
红魔乡
不会真有人不能一只眼睛看上面一只看下面吧，不会吧
虎狼之词
666
lsp限定机
？？？
拉个修塔
暴雪直呼内行
大爱厂长
@东方红魔乡
爱相随
一直也好移植，画面扩大变宽，显示细节多就好了
有的up好久不见了
？？？？？？？？？
车车好快的车车
666
中间的盲区很难受
这boss是这么打的？
困难版本难到变态，尼玛最后一关还只能困难解锁，wwww
哥们儿
在看的扣个一
爱相随！
逆转裁判就能呀
鸡震炮
热乎
nds
有 有Java移植版！！！当年因为文章错误把游戏咖啡馆弄黄了
刻在DNA里的音效
爷青回
也不是，洛克人zero不就移植了
第一次知道
支持支持
困难模式这东西移动速度加倍，攻速加倍，下面石头能被打开，小兵会开枪，且人手2条命
热乎
这按键小的离谱
厂长落泪
洛克人zx降临！！！！小时候超爱啊！！
来太早了
嗯这个准备移植到手机上，正好是个竖屏
合金弹头嘛
有Java版
宁宁
说Java的，这里说的是官方移植
超级热乎
扣了美？
？。
konmai
？？
正片，开始
这不就是手机竖屏游戏了么
？？？
正片开始
简单模式吃一发直接给2级武器，困难和普通是吃1个解锁，吃两个满级
有一说一 我倒是觉得这很难受玩儿着
我手残玩简单难度有错吗？
额
？？？？？？？
敖敖：什么叫做机能限制啊？
@美末2
其实就是竖屏而已
这话说的，这还留着以后的周年庆呢
？？？
对，很讨厌盲区
看我刷出来了什么？？
]
fk Konami
厂长是为了便于拍到上下屏  采用这手法吧
？？？？？？？？？？？？？？？？？？？？？？？？？？
正片开始
@东方红魔乡
我玩过
舍长震怒
宁宁姐我老婆
玩过
来了来了
ohhhhhhhhhhhhhhhh
来了来了
竖屏的横版游戏，屏幕分开
14448
不能拿起来玩吗，这样感觉很累啊
？？？？？
我永远喜欢阳子
来了
36分钟
哥们？
完美移植手机上
nb
卧槽，合金弹头！
.+-
那上屏有啥用
这个版本我居然玩过
@东方红魔乡
来了
其实就是单屏 划分到俩屏幕……
有点意思啊这游戏
3DS，YES！
射马的科乐美
爷青回
冷饭之王
哈哈
噢噢噢噢哦哦哦哦哦哦哦哦哦哦哦哦！！！！！！！！！！！！！！！！！！
冲压
热乎！！
牛批
能吹会射？？？？？？？？？？
双屏真的累
我他吗真高兴
拉个肖
Nb
？？？？？？？？？
但你眼光放远，这就是把横向画面裁掉一半
宁宁姐
？？？？？？？？？？？？？
666
恶魔城
养肥再看
F**k Konami
66666
保安，保安！！！
哦哈哈哈哈或或或或或或！！！
想要直升机配合作战还是玩合金装备吧
哈哈哈哈哈哈哈哈哈哈
1111
哥们准备
热乎
姐崎宁宁
正片开始
?%?？？？
东方红魔乡
看着难受
说牛的属实云，ds很多游戏都能这样双屏互动的好吗
爷青回！
有请哥们
我没开弹幕？前排？哦，那没事了
这是片头动画，相当于mp4，画面当然不错。。
2333
? ? ? ? ?
?????????????????????????
简单：非硬核玩家吗？考虑一下这个新兵营吧
感觉不对
？？？？
鞭尸
你不对劲！
正片开始
40min就这么多人吗
2017 ads?
还好我还有吉他英雄的nds哭了
中间盲区可以让人裂开
中间这样不是少一块么
青回
东方红魔乡
那时候科乐美还行
是监禁吗？
这都能碰到舍长粉丝
正常：锁定上膛，士兵，这虽然叫做正常，但绝对不是郊游野餐（那么轻松）
因为是双屏吧，大概。
欧呦
？？？？？？？？？？？
做成单屏画面精度会下降
简单没有最后一关
不是zxa(即zx降临)，是zx
困难：自认2D动作游戏大师？别想了，你不是。
哈哈哈哈
游戏的弹药威力是不是太大了一些 吃一发就逆天了
这个我玩过欸
爷青回
然而旧事这个双屏导致4是魂斗罗中最难得一作。
f，，，，k
洛克人
有些密码看似已经忘了，其实还在默默更新
真有你的呀 可乐妹
东方PROJECT
注意看生命数
45分钟，可恶
科婊赶紧跪了算了，玷污经典
wocao
哥们儿
东方红魔乡
从小玩到大，通关50多次
？？？？？
选简单难度还想见到大小姐？
哪个晓得
都说竖屏的能不能考虑一下年代和制作啊？
东方红魔乡
宁宁姐！
不是，那么大直接变骨头了，浪费啊
@东方红魔乡
突然发现玩过这一代
运用自如
？？？？？
少玩了5块钱
人家夸游戏一下就说别人云？
外包的
？？？？？？？？？？？？
哈哈哈哈哈哈哈哈哈
nds
？？？？？？
怎么说着说着开车了？
？？？？？？
反而觉得扭
】
怀念用nds玩口袋妖怪的日子
这个我玩儿过!特别爽！
有点别扭
java版的魂斗罗4也确实是KONAMI移植的
仔细想想，这弄成一个竖屏也没有违和感......双屏其实没啥意义
完全不知道魂斗罗4.。。。
合金弹头
天降正义！
13500万人和我看啊
通关无数遍了，神作
这和竖屏没啥区别啊
你不对劲
绝了
07年啊，哪来的竖屏
？？？？
魂斗罗4(ง ˙o˙)ว
GTA5
工具人石锤
ohhhhhhhhhh
宁宁！！！！！！！！！
爱相随
有java版
哦哦哦
啊这，很多ds游戏都是这样的啊
拉哥吓德
？？？？？？？？？？？？？？？
爱相随
我可
东方红魔乡？
嘿嘿嘿
哈哈哈
你将不再是工具 而是人如其人
bgm很赞
爱相随！！！！
Fxxk konami
？？？？？？
⊙▽⊙
哈哈哈哈
？？？？？
和你一样
我头晕了
友情破灭关
来了
当年和同学玩很久
玩着再难受。也比对着手机屏幕搓着玩手感好。
前面的~这是ZX!
别扭
三连再看，已成习惯
呜呜呜我的恶魔城
敖
你不对劲
热乎
铁血军团确实难，但是小时候不知道，还是硬通了
07
？？？？？？？？？？？？？？
这破路也能飙车？
正片开始
所以本质上就是一款竖屏游戏呗
这个可以用bug一枪秒杀
？？？？？？
魂斗罗4属实太棒了，当年天天玩，通了七八遍
？？？？？？？？？
OHHHHHHHH
？？？？？？？……？
来了来了
妹子画的确实好看
氪了没
芜湖热的！
游戏王永远20周年
？？？？？？？
我最爱的恶魔城
？？（？）
我要报警了
他们手里只有键盘没有脑子 别说了
正片开始
磕了没
东城绫吗
两粘后
牛牛牛
我的nds怎么没有左上角那三个标
洛克人！
？？？？？
哭了
看简介
欢乐云游
洛克人zx
眼睛看不过来了
不就是竖屏魂斗罗吗
卧槽，太内行了
东方红魔乡
我在诺基亚塞班上玩过
洛克人x8也是
ohhhhhhhhhhhhhhhhhhhh
不愧是konmai
合金弹头6也是
当年在网吧下载的rom
哈哈哈哈哈哈哈哈哈哈啊哈
合金弹头6
这是双屏 而不是一个竖屏分成两块
？？？？？？？？？
正好手机竖屏玩
ohhhhhhhhhhhh
666666
NDS
正片开始
机阵炮
这里塞班机的通关动画是直接往右边大坑里跳下去的
ds当年还是很神的
牛蛋
开口脆
凌子！！！！！
东方红魔乡直呼内行
合金弹头
没想到啊科乐美，国米版权没了
wdnmd
??????
666666
可惜我当年只通了一次，太累了
爱花我老婆
电脑玩NDS 3DS游戏很别扭
正片开始
技术不够不配看结局
科乐美铁猪
经典开场
66666
你们没见过nds？就是这样的啊
敖厂长，开直播
恶魔城还是要看赤痕
？？？
？？？？？？？？？
？
Java版不是正版
666
3ds才是王道
因为双屏吧
没人气？
O
额，把横屏游戏变成竖屏。。。
画面也很舒服阿
dns？
这游戏我还玩过的，里边还有贼大的虫，好像
美妙世界
？？？？？？？？？？？？？？？？
一小时
合金弹头6行为
诺拉和时间工房，个人最喜欢的NDS游戏
我去
确实这一作对双屏应用得很充分
充分利用双屏还得看塞尔达
卧槽，666
可乐妹
见nds进
美妙世界是真的把两个屏幕发挥极致
你现在是真的想，觉得一般，你想想你2007年玩的都是啥。。
宁宁❤
这个我以前在诺基亚玩过诶
扣了没
新魂斗罗也有这个设定
NDS有很多都是这样的吧……中间隔断的盲区会导致游玩体验需要习惯一会
好燃的BGM回来了！！！
来喽来喽来喽
z版
nds
？？？？？？？？？？？？？？？？？
11156同志好
来了
？？？？？？？？？？？
原始人
66666666
热乎的
大家早
东方直呼内行！
能不提盗版吗？
三连在看，已成习惯
这移植手机简直绝佳啊
这个简单，我只玩简单难度就行了
真有你的
不对劲
魂斗罗力量好玩
嚯~~~~
那本质不还是单屏游戏 为什么没法移植？？
这左手操作可还行
woo.厉害
@东方红魔乡
你封面就暴露了哈哈哈
¿
2007年有智能机吗
可以移植到手机上，竖屏玩
？？？？？？
4，100%全通
哥们准备
没事啊
10年后 再拿出来卖
fxxking konami
真正有意义的工具人
来晚了
居然看到了洛克人zx
???
啊姐崎宁宁，我老婆
：？？？？？？？
说竖屏的，请你给我找一款竖屏游戏机（手机不算，没有手柄）
上吹下射
说洛克人zero移植的，那个本来是gba游戏
说白了，异型分辨率。就像游戏机房的那种竖屏
nds我最喜欢的游戏时《幽灵欺诈》
这2个屏为什么不粘在一起
这个玩儿过，还可以本地双人联机
不知道为什么寂静岭没打包买一下
很简单啊。。就算hard也是
¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ 
哎哟，好玩
正片开始
？？？？？你有问题
11247个兄弟还好吗
武田弘光那个别走！
哈哈，红魔乡
??????????????
》？？？？
？？？？？？？？？？？？？？？？？
热乎
07年应该在玩PSP，可能是真三，可是是实况
我记得玩简单通不了关
我可以一命通关
不是HARD没有真结局 @女神侧身像
魂斗罗4双重灵魂
会不会看不过来
6666
Konmai
??????
正片开始
2017？
早玩过了。刚开始还有点意思，玩久了上下屏转来转去眼就累
666
？？？
？？？
哈哈哈哈
哈哈哈哈哈哈哈哈
吹过个屁，本来就是介绍，你懂我们不懂好吗？
？？？？？？
正片开始
哥们的吗
刚发一个小时就有键盘侠我真是服了
工具依然是工具
?
07年玩cf233
？？？？？？？？？？？？
暗 示 自 己
哇。厉害
NTR
？？？？？？？？？
啊这
对啊。。只是竖屏，并没有发挥下屏的机能，目前看并没特别牛
是洛克人zxa！我的童年回来了
哈哈哈哈哈哈哈哈哈哈
三连走起
？？？？？？？？？？？？？？？？？
来了
可以啊
10863人可还行
正片开始
雷顿教授
2007吧
ds
暴雪直呼内行
洛克人！
我玩过诶
？？？？？？？？？
科乐美
去年就买了
爱相随
来了
你不对劲
？？
哥们上线
爷青回
高产
游戏的弹药威力是不是太大了
热乎
哈哈哈哈哈哈
来了
？？？？？？？？？？？？
强啊
？？？
哈哈哈哈哈
哈哈哈哈哈哈
哇
？
寂静岭呢？
hhhhhhhhh
很多游戏都是这样啊
那为什么不移植3ds呢
fk konami
我还是白色的吧
外包吧
哥们儿
啊love plus1!!!
来了来了
我老婆
什么都往DNA里刻
我玩过诶
合金弹头
钩锁
ohhhhhhhhhhhhhhh
这看着多乱啊
头回这么早
？？？？？？？
？？？？？？？？？？？？？？
我去，这个方法我当年还真没想到过
强行珍藏
？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？
热的！？
洛克人zx
啦啦啦
工具人是人不是工具
厂长开车
任天堂的版权吧
红魔乡直呼内行
上下屏难搞
开始
精彩！
66666666
这是07年的游戏，智能手机都不普及的年代，只有任天堂有这样的创意
发育了？？
拉些
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
牛啊
hhhhh
请珍惜你的账号
←我07年玩的是孤岛危机和使命召唤4
握草
？？？？？？？？？？？？？？
这个大边框。。感觉就是厂家将就的做法 不明白这样有什么好吹的
????????????????????????????????????????????????????????
？？？？？？？？？？？？
2007啊厂长
东方，easy只能打到五面
科乐美让他们留一点面子给世人吧
虎狼之词
想玩
无语
？？？？？？？？？？？？？？？????
哈哈哈 工具机
卧槽哈哈哈哈哈哈哈
当年NDS 绝队事最好玩的游戏机 就是很爱坏
逆转裁判就很好地利用了双屏特性233
zx！
这也太雷了
这玩的也太累了
这不就是中间少块屏幕吗
终于到正片了
来了
原来那个是铁血军团啊，我小时候用我妈诺基亚打的，有一关可以刷命
？？？？？？？？？？？？？？？？？？
敖厂长录一期 nds 版的超级马里奥兄弟吧！
哈哈哈哈
其实这样看久了很不舒服的
就是费眼睛
正片开始
洛克人！！！
模拟器
倒挂的扶她？
这游戏移植到手机上岂不刚好
高屏战士
哥们
这小boss是载具可以乘坐的
太田顺也表示很赞
2007
999永远滴神
？？？？
正片开始
爱花？武田说他熟
nds？一代神机！
挺鸡肋
点赞再看，以成习惯
来了
啥？
你不对劲
洛克人zx！！！
fkonami
牛
东方啊~~新一作
和你一样
这款真的厉害啊
爱相随
热乎
ZX！！！童年回来了
合金弹头5？
？？？？？？
两小时，还能热一热
卧槽洛克人ZX爷青回
工具人无法呼吸
2333333
龙珠有很多游戏啊
44
好丽友，好有趣
hhhhhhhh
ohhhhh
热乎
Konami是我最近看不起的游戏公司
正片开始
冲冲冲
？？？？？？？？？？？？？？？？？
？？？
东方红魔乡
？？？？？？？？？？
电音BGM带感
盲猜一波三星
双屏最喜欢能看小地图这一点，迷路星人狂喜
东方红魔乡直呼内行
洛克人zx通关了
zx爱了
好热
模拟器游戏体验》实机哈哈哈
说上面屏幕没卵用的建议了解下nds这个机器再来
你为什么机器上贴着我老婆？
这个玩过，真的好玩
电子游戏哪有柏青哥香
玩过
？？？？？？？？
我好像在手机上玩过盗版的
ydhsi
有点意思
看着难受，机子的硬伤
激震炮plus
背后是哥们吗
同样是IP看成UP~
我玩3ds的时候怎没这种游戏
先投币再看视频
来辣
失踪人口回归
可以
6666666
虽然很有创意，但是竖着看屏幕，太不符合人体工程学了~~有时候根本看不过来
贴纸的是再讲冷笑话吗？这是限定机
正片开始
不是很懂，那这样双屏有什么意义？中间还缺一块
正品开始
2333
？？？？
哈哈哈哈
小早川天下第一
啊！就是三这个版本找了好久
@东方红魔乡
有的up看起来还活着，其实他已经
热乎
？？？？？？？？？
我居然玩过
铁血，我觉得蛮简单的
？？？？？
哈哈哈哈哈哈哈哈哈
在这停顿
移植手机让你们白嫖?做梦
魂斗罗4Java上的是不是正版？
合金弹头???
泪目
热乎热乎
这也太capcom了吧
2017？？
比如葫芦娃
@东方@合金弹头6
工具人。还是工具人
铁血军团真不错
Java上一样
难道还有距离影响伤害？？？？？
我居然玩过
？
？？？？？？？？？？
啊啊啊
请珍惜你的账号
这就是直接把一个屏幕分成两块显示而已。。。
这一个屏幕能做到的事情为啥要用两个屏幕
有哥们吗
？？？？？？？？？
还能连WiFi？？
卧槽
玩过!
？？？？？？
23333
热乎的
？？？？？？？？？？？？
07年
老二次元了
我
来了来了
比如仙剑奇侠传
笑了，07年智能机都没有，这难道不牛批？
合金弹头
卧槽，
f**k konami
sadas
我吊
哈！
洛克人zx！！ohhhhhhh
说手机的是不是不知道那个时候手机还在翻盖
科乐美那没事了
恶魔城
红魔乡
热乎的
爷青回
？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？
正片开始
Fuxk konami!
热乎了1
热乎的
？？？？？？？？？？？？？？？？？？
nds的魂斗罗难度挺高的
？？？？？？？
这个小时后在手机上玩过
23333
NDSi啊
66666
？？？？？？？？？
卧槽
明显就是东城绫
传统艺能
当年的科纳米还是挺良心的
？？？？？？？？？？？？？？？？？
？？？？？？
卧槽
武田弘光，永远滴神
？？？？？？？？？？？？？？？？？？？？？？？？
红魔乡行为，
？？？？？？？？
热乎
我手残我玩简单难度有错吗？
以后折叠屏量手机产岂不是可以经典重现
3ds?
我晕了
？？？
？？？？？？？
？？？？？？？？
洛克人！！！
？？？？！！！我靠？！
科乐美真有你的
WOW 奥僧
心中随着音乐在唱：上上下下左左右右BABA
正片开始
法克科乐美！
桂正和
兄弟
哥们上线
醒我的天
哥们准备上线
说高产的，哪里高了？
?????????????
哈哈哈哈哈哈哈哈哈哈哈哈哈
魂斗罗4灵魂精分
评论区第1121条评论。
ohhhhhhhhhhhhhhh
红魔乡落泪
烫烫
！！！
我要通关了
萌男落泪
这作真的是当之无愧的4，遗憾手残，一直只能玩到第二关
666666
魂斗罗寺
这代有黑人角色
哇靠，第一次知道
这对手上应该写几个字，敖厂长
？？？？
传统艺能
法克，科乐美
@上海爱丽丝幻乐团
标题写的是07厂长说错了
恶魔城苍月十字架把触屏给弄到了完美
热乎
保安呢？保安在哪里？
热乎
哈哈哈哈
NDS模拟器：你说啥？
正片开始
糊（fu）
洛克人！！
zxa
恶魔城
？？？
恶魔城
分成两块很简单吗
恶魔城和魂斗罗
哦哦哦爱想随
fk knm
铁血军团感觉很简单
？？？？？？？？？？？？
握草
？？？？？？
下屏是触摸屏啊
洛克人！
勇闯无人区
卧槽
握草
可乐妹真有你的
爱相随
？？？？？？？？？？？？
这么上上下下的看还挺累的
正片开始
刻在DNA里的音效
2017?
做成手机竖屏的，你考虑过怎么操作么？没有按键摇杆玩个蛇
好难受 玩着
我居然不知道！
不错的游戏。
666
洛克人！！！！！！！！
充分利用了空间啊
合金弹头既视感
恶魔城？？？？？
车车好快的车车
。。。你这是学国内盗版商吧
？？？？？？？？？？
不就是个竖屏游戏……
老工具人了
跟着厂长开眼界
玩过，快玩游戏里有
就这?
第一次发这种颜色？？？？？
正片开始
？？？？？
说移植手机的，手机竖屏还有地方摁按键吗？？？
我通了3次
2017年发售？我2010年就通关了
正品
正片开始
？？？？？？？？？？？？
前面说苍月发挥双屏的是在开玩笑吗
苍月那处决设定跟nt一样好吧
。。。这在当年还是震撼的，不要用现在的眼光看好吗
噔噔铛 噔噔铛~铛噔唥噔铛噔唥噔唥噔
其实就是一个屏幕
？？？
忍犬难度
(我的鬼子学院)
玩过JAVA版
洪荒帝国守卫军
这东西不贵要啥哥们
Fxck KONAMI
厂长承认自己手残
失踪人口回归
我直接选择最高难度（简单，在最上面）
NDS？
FK KONAMI
绝活
柏青哥大厂
留着以后还能拿出来再鞭一次
啦些
？？？？？？？
还有人记得灵光守护者吗…
nds掌机比较特殊吧
这nds没摇杆？
我在ndsl玩过哈哈哈哈
在IQUEDS上通关过
铁血军团最好玩啊但是
竖屏不香吗？
我的NDSL还有这款游戏，哈哈哈
哥们呢
有java版
？？？？？？？？？？？？？？
