来咯
成龙历险记哈哈哈哈
大大呱！
这守望先锋那种?
哈哈包包
好耶
见证历史！
这是爷?
居然是16+
勇闯无人区
好耶
舰长？
好酷啊我疯了
好耶
2.10 娘化迪卢克(雾
有熊！
乖乖站好♂
这真的是射击游戏吗？
《勇闯无人区》（暂时）
不愧是16+
见证历史
真不错！
Bgm还是没有失望
一眼崩坏3.5
帅
这两个应该就是玩家了
见证历史
白毛男主诶
禁止见证
熟悉的二选一dog
挡着电视啦哈哈哈
见证历史
花花耶
直接16+
靖妖倮舞
梦的开始
见证历史的时刻！！
巴萨卡（
回合制还是即时制啊
发生什么事了
米哈游牛逼
好可爱啊，一蹦一蹦的音效
好诶！
乖乖站好♂
建议改成18+
好哎包包
好耶
我要更多情报！
帅啊
见证历史
粉毛我要
老米又换画风是吧？
崩崩崩？
感觉是实机演示
希儿？
这姑娘好帅
见证历史！
福瑞！
阵营我去
什么毛子打法
新的黑暗降临了
文字是混搭的么
第七翼动是吧
男主好帅我可以！！
16+？
好耶！
包包！！！
蓝毛白毛粉毛
是fa玲！！
渲染又进步了
deep dark fantasy
见证历史
男主hO
感觉引擎像UE的
这0.0我是一秒也待不下去了
包包
会动！！！
帅！
有一点绯红结系的既视感…
好耶
好耶
机能风！！米哈游我爱死你啦呜呜呜
又是哥哥妹妹二选一
嗯？
终于等到了
这位好帅
见证历史
见证历史诞生
爷真可爱
zzz
铁道我就不玩了，怕绝0误会
！！卧槽！
弹幕嗷嗷涨
16+
主角帅的
见证历史
60帧真爽
好耶好耶
6.8万。。。。。。。。
好帅，福瑞控狂喜
唉，除了配音都是惊喜，配音太耳熟了
是新游戏
希望双端互通
千劫（幻视）
见证历史
靖妖傩舞
菊千代？
芜湖，好耶！！！
巴萨卡！
露西亚•鸦羽
66666
好耶
花铃！
留爪
这个就是我老婆了
乖乖站好♂
真不错
卡列尼娜•辉晓
可莉cv嘛
兽人！
这两个爷都太好看了吧
见证
见证历史
好耶！！！！！
可以啊，新的风格很戳我
魈！？
卧槽卧槽卧槽
快点端上来罢
好P5的音乐
好耶！
女神异闻录4？
MOBA？？？？
千劫本人（doge
新吉祥物
崩三试验田（bushi）
好耶
Z！
尸鬼电锯()
来了
赶紧出，爷要跳转世界了
大家好，今天我生日，可以给我个祝福吗？
这画风我爱了
见证历史
子音咩？
米哈游牛逼！
大家都猜错了，不是tps是act
见证历史
太炫酷啦
有男的有什么问题吗？
这个我喜
速度与亲情（
furry狂喜
pve联机嘛
见证历史
猫娘！！！！
好耶
离谱
我喜欢这个，这是我老婆
zzzzzz
好家伙
啥时候出个18+
这什么电子丘丘人
靖妖傩舞
见证历史
见证！
身高还原
见证！
mhy！！你果然没让我失望！！新的世界
见证历史
16+
以剑为誓
留下足迹
居然是赛博朋克风
樱花·散！
全场就一个人有枪的射击游戏
真的好喜欢音乐风格 喜欢啊啊啊给我内侧资格！！！！！
好帅啊
TM熊的力量！
所以这到底是什么类型的游戏？
舰长（幻听
见证历史
就是pc手机都可以玩
迪奥娜特调！
男主女主双主角啊
莱尔？？
动捕：大伟哥 doge
包包
oh，yeah～
好耶
MHY渲染一直很厉害 只不过原神画风不太容易看出来 崩三就很明显了
帅
罐头终于变了，还去染了发（）
见证历史！
见证历史
帅炸了
NBNBNB
花玲
这次我要选男的！
真带劲
我都等不急了，快点端上来罢
你不要过来啊！过来就打死你！
一样的类型吗
这段BGM让我想起P5的阁楼
动作类游戏哦
见证历史
预选女主
见证历史
好像阿尔法突袭啊
绝绝子
见证历史
赛博大伟哥
好耶好耶！！！
啊，新的爷
多阵营吗
历史见证者
花铃？
男主
亚索：嗖类呀卡通？
有欧美风
历史？
成龙历险记。
罐头好吊！
这个帅炸了
太帅了
见证历史
我看到辛焱了？
见证历史
感觉不如蹦蹦蹦
喜欢这个武道熊师
明天可以公测吗
米哈游越来越好了
很期待
出番剧就好了
我超福瑞
粉毛妹妹好帅，我可以是女铜
见证历史
见证历史
我超！
成龙历险记
舰长:我啥时候变兔子了
见证历史
端游，不知道配置能不能玩
还有一件事（）
芜湖
男女主都好看，已经开始纠结了
组合技！
见证历史
A爷
好好好好好
见证历史
火子哥笑死我了
见证历史
散了散了，等2年
bgm神了
花玲
爷好可爱
磁暴铲？
啊咧
哪个是爷
新风格！好！
见证历史
见证历史
爷好美
大大呱
历史见证
舰长？
星爵！！！！
好耶
帅呀
乖乖站好♂
玩法估计崩三
红荒里的rx机器人？
诺艾尔？
好诶
这个是花玲配的？
好耶
一股子彭导味
见证历史
水熊…?
好耶
这个打击感有点爽的
多阵营这是
这个音乐哈哈 成龙
声音听得都很熟悉
好耶
好耶！！
梅比乌斯（幻视）
男主有点帅
好可爱
RPG游戏吧应该
好耶
老婆！！！！！！！！！！！！！！！！！！！！！！！！！福瑞！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
见证历史
迪奥娜
包包
死神
见证历史
靖妖傩舞！！
音乐是神！
20分钟，24万播放量
成龙历险记（雾）
包包？
帅爆了，期待
见证历史
超！爷好帅！爷好美！
见证历史
这个风格太喜欢了！
感觉没有进步
靖妖傩舞！
熊哥！！！！好家伙我爱了
furry
刘海会动！！！
见证历史
女主这个N的发卡  不会是小N配音吧
磁爆       铲！
男主好帅啊
乖乖站好♂
再来好几遍
漫游枪手好耶
我靠 coco！！！！
崩坏4
好带感的音乐啊
米哈游祖传光污染，上头！
男主好帅！！！！！
终于不是大头画风了
男主好好看啊啊
腿环勒肉，我太可怜
主角不会就是这个qq人法师啊
舰长？？
tnnd，出啊！为什么不出啊！
帅
fa玲！！！！！
《决战高铁站》
潮得飞起
新刀子
见证历史
太Q弹了
这玩意是爷？
我不到啊
明白了这是二次元版侠盗飞车
好帅
就后面的标志是他们不同的队伍特有标志
真tm酷炫
这也太tm螺旋爆炸帅了！
这里bgm说不定是主界面bgm
furry狂喜
爷好帅
见证历史
好耶！
哇哦哇哦
只有mhy 才能打败mhy
见证历史！！！
这不战神无双吗？！
帅~
好耶
卧槽，包
英韩呢、》？
靖妖傩舞！
今石和曜哥味儿拉满
恶龙咆哮
好耶
是爷！！！
好耶
见证历史
已有的事，后必再有，已行的事，后必再行(
黑皮猫娘！！！！！！！！！
见证历史
见证历史
多来点白毛好么 啊啊啊
bgm爆炸
爱了
这画风！是我喜欢的！
见证历史
见证历史
见证历史
音乐杀疯了
开头到现在看，感觉他们像是兄妹
见证历史
见证历史
姥
食灵零
芜湖
《舰长》
好耶
感觉不如，那没事了
纳豆拌饭！
莓   良   心
见证历史
死神
爷！
ZZZ!!!!
红叶，耶耶耶耶
德莉莎（不是）
期待！！！
见证历史
好耶
mhy经典女演员
你永远可以相信美工
16+？
好欸
请选择你的角色
好酷！
他吉祥物做的一直可以的
好耶
花玲！
见证！
好耶
店长
见证历史
是act！！不是射击游戏
好耶
黑猫我老婆
这个复古风！！！我心动了
见证历史
这个好帅
这个喜欢
回合制？
见证历史见证历史
见证历史
好喜欢这个风格啊
黑暗降临
好耶
帅
包包
亓才子
你可以永远相信米哈游
罐头！！！
act吧应该
无声铃鹿是你吗
这这这。。。
见证历史
这段bgm好听，带感
帅炸了
这段有点p5的感觉，我好喜欢
劫哥？
见证历史
感觉很街机
守望先锋类？
见证历史
好耶
见证历史
靖妖傩舞
是罐头
fa玲味儿太浓了哈哈哈哈
这次我还选男主
tnnd你为什么不出动画
救命那个男的好帅，女的也真的好好看啊啊啊
见证历史
见证历史
所以是啥类型的游戏啊
ggo
++++++++++++++
我要玩熊
16＋是吧？
好期待啊
香菱？
好耶
火火火火火
好棒
超限手机！
见证历史
上头
见证历史
米哈游的技术力肉眼可见地增长
红毛红瞳加眼罩！XP爆了！！
见证历史！
火子哥？
本舰长，啊不，本店长觉得不用跑
爷好帅啊，新的身体
这里的感觉像连携奥义
见证历史
爱了~
爷好好看啊啊啊啊啊啊啊啊啊
姐姐，您是司波深雪还是化野红绪？
见证历史
只能说，绝绝子
可可爱爱的爷
我喜欢这个戴面具的
爷的后宫
爷真可爱
剑光如我，斩尽牛杂(doge)
卧槽，福瑞！我可太行了！
减震历史
很潮啊
这破电视该修一修了
这不风舞星吗？
好耶
有噬魂师那味道
爷真帅
黑暗再临
好耶
帅
是你 千劫
癫火王?
16+
16+？？？好！
船新光影，特效
见证历史
见证历史
见证历史
帅
黑暗降临
预告这么欢快，那剧情未来一定很刀
见证历史
好耶
后面的队伍没配音
诺艾尔啊
我一刻也不想等了！！!
见证历史
喜迎新老婆
痛失韩国市场（doge）
凹凸世界✺◟(∗❛ัᴗ❛ั∗)◞✺
我爱了
见证历史
是你！小八！
16
【元才子】
花铃哈哈哈
环球中心？？？
熊大是你吗熊大
啊好可爱
疾走居合!
大大呱！
见证历史
包包，是包包
好带感
千劫（确信）
哇哦
见证历史
期待
起飞
熊大你在干什么啊熊大
感觉比较接近动画风格，表情也很好
店长
德丽傻
好耶
好耶！！
我爹的咖啡少糖
见证历史
帅！！！！！！！！
卧槽这段！！我升华了家人们！！
魈厨狂喜
5555555我要被米哈游全家桶支配了
狐耳猫耳杀我
爷真帅！！
我看上他了
哈哈，想起动图表情包了
刚那个角色有点像男版jko啊
巴萨卡！
人狠话不多
黑暗延续……
粉毛太好康了
这不开两个号
对不起了，这次我选男主！他好可爱！
长大之后的罐头
环球中心？
见证历史
16+海星
男主太戳我啦
这PV我是一刻也等不了了
语音指导：半泽直树
这下真抄袭崩坏三啦
前方香菱
福瑞狂喜
帅！
我也是见证历史的人了！！！
路人戴口罩好评防止5G传染
帅呀
经典漫游抢手
卧槽
好耶，是花玲老师
爷真帅
2.6长草计划正式破产
卧槽雨天氛围的这技术力
黑暗二次降临
半 泽 直 树
这怪长得有点像QQ人呀
男主好帅
好耶
那是日本鬼不是傩舞不要搞混啊
好耶
好耶
火子哥你怎么在这啊？
冲鸭
跟崩三的差别就是多了男角色
武道熊师
巴萨卡！
我觉得我又可以了
福瑞控狂喜
快公测！！！！！！
花玲
男主外套周边，快生产
这个是爷哈哈哈哈↓
哈哈哈哈哈哈哈哈哈哈哈
男主好帅
好喜欢这个风格！！！
火火火火火火火火火
看来这就是爷新的身体了
tm熊的力量！
龟龟？
见门卫室历史
为什么不问问神奇海螺呢
店长
爷真可爱
这2.6我是一刻也待不下去了
好看！！！
16加会不会有
好耶
我也来个，见证历史
剑圣Q了三个丝血
见证历史
哭了
《速度与亲情》
荧妹你又来了
BGM帅啊
又是一堆新老婆
是你包包，这熟悉的声音
好帅
黑暗升华
这预告意思是会有较多的动画演出吗？
男女主吗
有种看90年代动画的感觉
特斯拉
爷好帅
王牌战士2怎么办？我还在等
原神我一刻都呆不下去了
崩坏三，你已经不是次世代手游了
好耶！！！！
好耶！！！是包包
这让我想起了枪神纪
16+好耶
zzzzzzzzzzzzzzzzzzz
火子哥？火神
太帅了！！！！
很嘻哈
斯国一
见证历史
这个bgm太喜欢了
diediedie
Cool!
die die die
第6遍
第7遍
女神异闻录
好耶
米哈游的美术真厉害
火子哥
那个绿毛双马尾戳到我XP了
想玩
大大呱～
剑光如我，斩尽芜杂！（）
这声音好像安博的配音的演员
劫哥！
这提瓦特我是一刻都待不下去了
请收下我的膝盖
啊这水，啊这雨
没有人能躲过我的子弹
overwatch
原神？真的不熟
bgm杀疯了
罐头  是你吗
见证历史
爷真可爱
美妙世界？
这兔子看着真好rua
这变奏太绝了！气氛一下就变温馨了
绝了
太潮了
兔子会不会是我们!?
好耶!
推荐没大会员的去游戏官网看pv，帧数和码率肉眼可见的不同
这个蓝色的出了抽爆
这提瓦特我是一刻都待不下去了
黑暗降临
迪奥娜新艾利都分娜
爷真美
感觉像P5？
这风格好帅，我好爱
男子美
花铃！
y1s1，有acr那味了
furry控狂喜
见证历史
是特斯拉博士的cv嘛
红头罩？
劫哥
我要玩！！
卧槽
音乐杀疯了
一个人刷了几十上百条见证历史，大家举报下
见证历史
不会是mmo吧？
根据调查问卷，是肉鸽加动作。类似崩坏往日书
菊千代
靖妖傩舞
这提瓦特是一秒钟都待不下去了（bushi）
16+
靖妖傩舞
黑暗降临
是喜欢的画风
御三家
TM熊的力量！！！！！！
里哥
为什么好像听到了一斗大招的那句“鬼域狂欢”
两个人都好爱，纠结啊啊啊
好耶！
黑暗降临
见证历史
7
封印者？
是你，大伟
老婆
。。。。。。后退了
WHAT'S GONNA CHANGE
死神
是狐狸吗？耳朵看着像狼
0？！
出动漫！懂？
黑暗降临
好耶
等狐狸第一天
这是米哈游？？？
哎？我的白毛福瑞去哪了？
这个蹬腿也太流畅了
弹丸论破+女神异闻录
跟崩坏有点像啊。
你可以永远相信米哈游的BGM
一天都待不下去了靴靴
coco直呼内行！
女主好棒！
潮到我风湿
这是鬼！青鬼！什么蓝精灵！
毛妹
见证历史，我要做开服玩家
这么大？
绝对绝望少女？
可莉？
菊千代！！！（bushi）
我不到啊
乖乖站好♂
风格有突破！
女仆耸立在。。。不好意思走错片场了
又做了个崩3？
呜呜猫猫狐狸
爷真好看
太——丝——滑——辣——
3d DNF（雾）
索尔的打火机后继有人了
吗耶！
见证历史
丝滑
太帅了！！
好耶
是包包吗！！
基萨的刺轮
各位适度玩梗哦
荒瀧天下第一斗！
赛博QQ人
黑暗降临！
黑暗降临
黑暗降临
这女仆好可爱啊
这段音乐好lofi 舒适
没有人能躲过我的子弹
我倒忽然希望事款pvp
大
我倒希望是款喷射那样的pvp
巴萨卡
好耶
一片光明
黑暗降临
还没一个顺眼的 这风格不喜欢
射击游戏只是猜测，官方没说，别随便听个人说就信了
熊大（不是）
绝宝！！！！！
聚合体？？
p5的感觉
这风格好帅
爷这回要玩男号！
配乐好像成龙历险记
dio
等不及了，赶紧内测吧
科技宅拯救世界
奶香的一刀
是qi才子
选角色
特写好多，希望打架时候不会影响节奏
舰长、列车长、店长，下一个是什么长
迪奥娜
黑色嘟嘟可
哇
喜欢这个兽人！
完了，我沦陷了
冰系yyds
赛博朋克魈
喵喵喵？
罐头，你在干什么！？！
有点P5的BGM的味道
再来一遍
女神异闻录
hso
手游电脑端双平台。
米氏不对称
厉害了
有没有可能，玩家是通过这个电视进入游戏的
我现在才知道，我的xp居然是武装熊
包包包包
无主的感觉
为什么看到这里我就已经期待的不得了了
赛博朋克＋肉鸽act
猫这个扭的动作不是那个表情么
卷起来
有老攻！！！
hohooooo
火子哥是你吗
米哈游和大疆一样！狠起来自己干自己
好啊
《等狐狸》
迪奥娜？
好耶
好大
白狼哥哥！
男主好帅！
米哈游牛逼！
怎么有种成龙历险记的味道
太强了
酷诶
米哈游牛逼
没有原神有吸引了
靖妖傩舞！无能！无用！这里！
八重樱
猫化辛焱（）
喜欢的画风
好耶
乖乖站好♂
哈哈哈好
剩下的应该都是没配音的
哇全新风格
就不
芽衣
好酷啊
我原神和崩坏的钱没白氪
意思是说一次上场俩角色？
怎么有成龙历险记的感觉了
这红色系的小妹我想起了白夜极光里的角色
终于16加
好流畅的模型
快出
好喜欢这种分阵营的
大姨妈吗
彭导？
典典？
这提瓦特我是一秒也待不下去了
好耶
16+
好耶
 此刻，寂灭之时
黑暗降临
Die，die，die！
被游戏耽误的动画公司
崩3同一个类型？
一起看电影吧
和崩坏三类型上有区别么？这是要卷死自己，不给同行活路啊？
见证历史
乌克兰：？
Z!
看起来可以
好耶
生存的重压！
好耶
如果还是二选一，我还是选女的！hhh
熊可爱
风格不一样但是画风还是那味（没有绝区零玩我好伤心）
16+  少些宝妈打扰
能不能明天就公测！！！！啊啊啊啊啊啊啊啊！
见证历史
这次还会有米哈游知名女演们吗
好耶
约战?
？这枪hellsing味
好大
回合制
火神降临！
舰长
好耶
疾风之刃？？
这个真滴像小里
包小柒
芭蕉扇？
爷是店长
好帅
哼！！！
1.5W观看你们怎么闲嘛
目黑将司是吧
这个狼好帅
剑狙可以有呀
哇哦！
各位舰民好
等狐狸
好耶
黑暗降临
好
额……信息有点少。
这个我喜欢
留下足迹
《早期千劫战斗珍贵视频》
16+好
壮熊熊，帅狗狗，啊啊啊啊，我苦茶子飞了
真的帅 赶紧出吧 MHY！等不及了
好耶
绝了
黑暗降临
JACK O POSE
魈-绝区零限定（身高还原）
新圣洛都（幻视）
爷真帅
猫猫！！呜呜呜
超级期待！！！！！
MAKEBOLUO
狼人居然没有演示
16+++++++++++++++++++++++++++++++++++++++++++++++++++++++
兔兔伯爵，你怎么了
見證歷史
好耶
改成番剧绝对能火
熊哥！熊哥！
对某塔赶尽杀绝
像PVP游戏
矮子专业户是你吧
追着某塔砍 斩尽杀绝
朝凪（
我的肝隐隐作痛
看着没啥意思
雷切
见证历史
圆锯糊脸
想玩
说回合制的不要传谣了，就是ACT
可恶，不知道选男还是选女
我超，好爽啊
菊千代
等一下16+？doge
好耶！！！！
好耶
所以说是个什么类型的游戏呢？
这完全就是在教幻塔做赛博朋克
爷终于有爷的产业了，不过好像只是店长啊
好耶
两个小队有竞争关系吗
芭芭拉小姐，是你吗，我是罗伯特先生啊
我现在就要玩绝零区！
没有绝零区玩我要死了
好耶
店长
这画风我爱了
福瑞！！！
受不了！！
感谢我妈
卡列？？？是你吗
啥时候公测
嘟嘟可大魔王！
P5的爵士乐
我超白虎哥真好看
猜猜御三家是谁
球这里bgm
路人全戴着口罩
这休伯利安我是一秒都待不下去了
婷婷姐！！！！
熊熊
是磁暴铲
这不去做电影我不是很认可
wowwowowow
这里有一种忍者神龟的感觉
爷的新身体
好耶
QQ弹
我的宝宝
自己跟自己内卷
！！！
多娜多娜？
只是这个风格和崩坏三太像了
这个熊我好喜欢！！！
见证历史，黑暗降临
生了
罐头
经典御三家：双枪，重炮，太刀
koa
端游吧、
好耶
成都市环球中心
好耶
不敬仙师
黑丝，嘿嘿
日语版非常棒！
好耶
米哈游从来没让我失望过 除了原石补偿
包包
真不错
见证历史
好耶
黑暗降临
这不比dnf好玩啊
卡列老师是你吗
熊熊！！
逆神巫女（doge）
好他妈帅
16+
这个狼好帅呀！！！
乖乖♂站好
好耶！！！
全体起立
哥哥妹妹该选谁呢（滑稽）
这肯定是回合制
太爽了吧
男女主都好喜欢怎么办怎么选
品种丰富
兔兔伯爵
配音都是老熟人了
这个粉头发的婆娘好戳我xp！！！
乖乖站好！
这么多z还能在北约上线吗（doge
守望先锋的味道
塔塔公测了（错乱）
蓝精灵你好
牛逼
再，再看一遍
花玲是你吗花玲
都是老熟人捏
和战双蛮像的
日配面具哥有味了
这2.6我一秒都待不下去了
这，难道又是一对兄妹？！
亓（qi)  才(cai)  孑(jie)
one more thing
卧槽冰属性刀光！
这两位该不会开局全有吧？
好耶
有点像罪恶装备
御三家有四个不是很正常吗
前有月轮脚
亓才孑
亓才孑
女主这里表情好丰富啊，还抿了一下嘴
再说怕你使瑟瑟发抖。
可爱
好耶
冲
闪避接连携？
见证历史
别引战啊 各位 
蹦蹦炸弹！（bushi）
什么时候18+
可恶，没有男主特写镜头！
决定了男女号双开
TM 熊的力量！
不服跑个绝区零
乖乖♂站好
好帅
还有乳yao真棒
下个游戏是18+了吧？
我坦白了我喜欢双马尾！！
狂暴女仆？？
看着太棒了！没有绝区零玩我真的很伤心
我现在就要玩绝区零
16+
这里致敬p5
劫哥
女主也太可爱了吧
回合是星穹铁道，绝区零是动作游戏，已经写官网上了
fa0毫无疑问
头型像香菱眼睛像烟绯（
德莉莎
P5回归泪目了
张口闭眼
鲨鱼牙！
好耶
开电锯卧槽
勒肉！
（幽灵鲨）
乖乖站好♂
女主又是包包吗？好像啊
这bgm太对了
女仆好耶！
终于16+了 妖魔退散！！！
好耶！
这个姐姐我好爱啊啊啊啊
心动了
Q弹
花玲！
这不是成龙历险记的变奏op？
16+，我希望能肝爆，因为太多想抽的
啊啊啊好想玩啊
德丽莎同款语音
16+！！！
kinsen
这画风我喜欢
好耶
劫哥
哇，帅
这个bgm真的会爱
帅死我了
16+++
666
好耶，16+
这个姐姐真的好帅啊啊啊啊
逐火之蛾
哦呦！小帅狼！
好舒服
唔哈唔哈！！！激动！！
原神我一刻都呆不下去了
好耶16＋
绿毛女仆！！！！
16+
帕朵菲利斯！
这兔子也太可爱了
舰长（幻听）
太失望了，国内除了米哈游一个能打的都没有
这bgm有女神异闻录的感觉了
幻塔慌得一批....
可莉就决定用你了doge
靖妖傩舞！
真相了，抄袭崩崩崩没跑了（战术后仰）
这个风格让我想起炎炎消防队
漫游枪手
trigger
山
贝斯 贝斯 贝斯
准备开两个号（
终于不是回合制了！
这原神我是一秒也待不下去
决定了，要女主
是你！Dio    娜
是你！Dio    娜
16+！！
这是，，能联机？
卧槽16＋
成龙历险记？
乖乖站好♂
舰长
16+
突然想到七日之都（？）
什么泽丽
布洛尼亚?
米家的小女儿终于学会说话了，没白关注
"16+,好耶！"
好耶
锅巴喷火
包包！是你吗！
呦西！花玲姐！
有一种，古赛博朋克味
老电视，拍一拍就好了
bgm太酷了
是你！甘雨！
细…细胞人？
喵喵喵
那个红毛有点像原宝里的123【
猫猫迪奥娜
狐狸好像赤城
预约了国际服
喔！是新风格！
16+！
不会是塔防吧
好耶，是新游
新风格！！！好耶！！！我喜欢！
好耶！！！！！！！
祖传丝袜不对称
兄弟，你什么帕瓦
呵
亓才孑
又是这一类阿
所以说到底是什么游戏类型啊
二次元的不良少年
震离 出鞘
男主好帅
好酷！
好流畅
coco
16+?！真的假的！！！
杀红了眼
男角色好少啊。。。
好耶
白祈重工YYDS！
就凭这刀 我要定了
靖妖傩舞
零死角
晃得头晕
这是香菱和锅巴吗
我卷我自己
无主之地的渲染风格？
黯色空壳-破阵（不是
亓才孑
这技术力也太高了
手机内存容量不够了，崩3、原神你们其中一个自觉退组吧
好酷！
肝隐隐作痛
男的好帅，我肯定选他
爷真帅
狼没有演示555
好帅！！
速度与亲情O(∩_∩)O
黑皮小猫耶！
这不是狗塔的狗吗？！
超姐！！
18+
莉奥娜
WC，16+！
I’m home 
米哈游又在抄袭mhy（狗头），你看多像丘丘人
这边红毛的BGM也太好听了
可玩笑我还是选女主
我要内测
我听到花玲的声音了
合击绝技诶
16+
战双3.0？？？？
喜欢Z是吧？俄罗斯特供？
画大饼？
花玲！
《成龙历险记》
好耶是fa玲
站瘸子滚站瘸子滚站瘸子滚站瘸子滚站瘸子滚站瘸子滚站瘸子滚站瘸子滚
看我发现了什么
这还当啥旅行者，我去当店长了
花玲
如果不是手动操作我又不下载
乖乖♂站好
祖传长短袜
绯红结系？？？？
克拉拉哭（）
确实帅
速度与亲情
花玲！太有辨识度了
崩崩崩是吧
觉醒了的卢仙哈哈
中间没脖子的那个是爷(
靖妖傩舞！
包包！
1
表现力真好
啊！好可怕啊！！！（乱抡）
好性感
感觉不如原神[dog]
tx游戏倒闭之时
我感觉我已经变成了米哈游的形状了
舰长（幻听
双枪会给出答案
我就是风暴！
老爹还没有说（）
崩4？
标配男女主
花玲！！！
争取来个18+
成龙历险记（幻听）
魈！
16+nice
武汉站？
都是熟悉cv们！！
泽丽？！！！
唉快把我的钱拿去
Z代表胜利！(
没人？
是小N吗？
天火自裁：？？？
丘丘人
好耶
haoye
大数据有我
每天三遍，崩三再见
秀太！
我甚至已经选好了角色
画风好棒！
天父
又是单机动作类手游？？？
安柏（幻视）
幻塔10连没了
这不是绿色的丘丘人吗
啊啊啊啊是p5的调子雷姆了
希望云·绝区零能同步上线
男主这么帅！
不知道为啥这双枪给我感觉会是的一斗2号
太黑暗了太黑暗了
zzzz
不要刀子！！！拒绝刀子！！！！！
我选这个大的
大大呱大大呱
和阴阳师联动吧，这个风格我好爱
好帅好帅
莫名像星爵
女主好像香菱
我所有方面宣布，这个不知道是店长还是舰长的东西是我的了
可莉？？
冰夜叉！（虽然面具上写着风
tm熊的力量！！！！
好耶
艾丽妮（
盲猜包包，感觉像诺艾尔一点
我要看100遍啊，100遍
恐怖的观看量
企业文化
好耶
我感觉玩家是那只兔子哈哈
星穹铁道都还没上线！！
成龙历险记主题曲
我想去对面开机甲行嘛？
战双帕弥什
一瞬间我还以为是P5。
图腾卡鲁
这头熊好憨憨啊，爷爱了
我的朋友佩德罗
上架必氪，懂?
牛逼！
女仆我的老婆啊啊啊
这个店长感觉地位有望超过派萌doge
啊抱歉并不是，其实崩坏4是原神的废案。
卧槽还有beat switch
冲冲冲
机械qq人
看到雷刀，有阴影，我的刻晴啊
蹦蹦蹦蹦
443的人们好
感覺很好玩誒
哇哇哇这个狐耳拿太刀的我好喜欢，我要这个！！！！
花铃?
乆乆乆乆乆乆乆乆乆
有本事发新游戏，没本事更新原神吗，哼
建模不在我xp，等轨道吧
新的画风!
还帅啊
好帅啊
新游这么多，崩二还会更吗
这……自己卷自己？
居然还有组合计
崩坏学园全新DLC重制版
Z！
我超，大哥！
女仆卡哇伊
咋没有帅哥
2030之前能出就好
好耶
BMG超神了
发玲猫猫
怪力女仆
很爱
Z！
女主好可爱
快点出把
锅巴，喷火
原神你别打电话给我了，我怕绝区零误会（）
乖♂乖♂站好
这难道是感染崩坏能了的丘丘人？
太炫了！
完啦 崩三和原神再加上星穹铁道还带个绝区零 内存不够用啦
啊~XP已经变成米哈游的形状了呢~
好耶，快进到实机演示
又是一款音游
这不做进后崩坏书里，真是可惜了
花玲！！
这是家政组吗，一个执事一个女仆
画风的爽感让我想起了罪恶装备。
速度与亲情笑死
米爹你终于学聪明了！！！
熟悉的引擎
古铁是吧
16+
太帅了！！！！！！！
哇偶 是猫耳娘
是高铁站吗？错乱
德里砂
要命，这个bum！！！太嗨了！！！
卧槽，好帅
这不是武汉火车站吗doge
速度也亲情 哈哈哈哈哈哈
班爷？
正所谓爱情就像一把电锯……
诺艾尔（）
