才发现第一
混账！你留了什么东西！
《不知悔改》《好了伤疤忘了痛》
美人鱼
哈哈哈哈哈哈茄茄好可爱
狂扁小朋友做的那个火拳哈哈哈
嗨害嗨
难绷
懂了，这是mugen
梅开二度
down
史蒂夫的声音？
火影的山椒鱼是吧
激光雨（鱼）大声！
《哈哈》
show you who’s the boss of this gym ♂
大人，时代变了
试试钢管舞吧
4399双刃战士里的boss
塔塔开！！！
bo5!!!
233
一尾：我同意
又是这句话
《八之助》
这玩意儿还能联机的?
两厨狂喜
好家伙，还是联机游戏？
王嘉尔！！！双厨狂喜！！！！！
《玩部格斗游戏不是简简单单》
是生猛不是生鲜啊喂！
AI启动，代号千星
好耶
高产番茄！！
bug神
番茄突然高产？！
梅 开 二 度
《它的血量也有3000非常耐揍》
这也是一个大蛏王
《章鱼博士》
黑帮火拼（
草
双刃战士（bushi
梅开二度
知不知道八神家血皮是不能留的
两边都玩赖的是吧
诡异的光！哈哈哈
再次《下一个是谁》
玩赖的是吧
《下一个是谁》
你这翻滚没无敌帧吗？doge
敢挂二哥电话 记大过
海里的那种生猛是吧
咒刃是吧
梦幻联动！！！
七枷社02里打人机岩浆拳贼好用
太能搞活了
阿老八宵夜
草
章鱼博士plus
六神都来了，草泥马会远吗
？卢娜是你么
原版啥样子，我已经忘了
《章鱼博士》
《卢娜》
精准打鸡
只要能到达那个地方……
开始整活
哈哈哈哈哈哈哈哈哈
哈哈哈哈哈
突然dubstep
不能跳？
八神对六神，优势在我
来！小亮给他整个活！草！走！忽略！ጿ ኈ ቼ ዽ ጿ
回 归 性 原 理
啊啊♂
体能天花板（无限翻滚）
来！小亮给他整个活！草！走！忽略！ጿ ኈ ቼ ዽ ጿ
生猛海鲜
所以，为啥是裆部接子弹
八神綠了!! (物理上的hhh
猪突猛进
好哥哥
《嘿↓嘿↑》（耳边莫名循环播放）
有味道了
《巨人的统治》
哈哈哈呵呵哈哈哈
全明星
《母哥》
记住这个上上下下左左右右
这什么章鱼博士
《哈↓哈↑》
做成个直死机（doge）
？
梅开二度
火影忍者x独行侠 合作？
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈(凶猛
爷青回
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
强强联手
场景没做限制
《老茄之称呼的改变》
生蚝的走姿
《生猛海鲜》的生猛是吧
火影忍者手游的木人
《诡异的光》
我已经开始笑了
他有5000滴血，很耐揍
8...86
深圳问玄文化
他的血量也有3000，非常耐揍
？？？？？
怎么会有人想和游戏设计者玩啊，对，我说的是英雄联盟
哦！这可恶的python
 天 才 战 术 家
火神哈哈哈
《漂亮》
B站二弟（doge)
但凡跳入接近一下
您的文件已过期
燃起来了
FTG基本功不扎实啊，这地面飞行道具还是好躲的（doge'）
《生            鲜》
？
威猛先生（bushi）
AE86？
求和
《半斤对八两》
我是老六～～～～～～
試試就逝世
《让人小鹿乱撞》
《下一个番茄》
老師你確定這不是蛆嗎hhh
皇室幽魂
下一个是谁？
反复去世
簡簡單單 = 漸漸彈彈
《猎奇游戏》
《   反   复   去   世   》
《好哥哥》
众所周知，这是一款做菜游戏
塔达林的高阶坚果——阿拉纳克
此处BGM：Megalo Box
哈哈哈哈哈哈哈哈哈哈哈哈
“番”开二度
谁才是1谁才是0(doge
克苏鲁矿工
六神老香了
草！走！忽略！ጿ ኈ ቼ ዽ ጿ
《下一个是谁》
这TM不是狂扁小朋友里的煤气罐吗？
东京吃货是吧
八宝，你在打哪里啊？
双刃战士里的boss!
你跟我玩全明星大乱斗呢.？？？
yo～ feeling like巴比龙
你看它是不是跟 “～” 一样？？？
Dio（幻听）
哈哈哈哈哈哈哈h
花露水碰火不会爆炸吗
福岛来的
DlO
茄哥高产！(不是
？
复旦之光
又更了！！
木大木大木大木大木大木大木大木大木大木大木大木大木大木大木大木大木大木大
这是什么鬼畜设定
来，小亮，整个活
草！走！忽略！ጿ ኈ ቼ ዽ ጿ
还要宣告一下是吧
茄哥高产！
嗯？不应该是父子局吗？（doge）
真树千手是吧
饥        荒
今晚八点，拳皇等你
鱼之男
《Cmd受到伤害》
福岛斗鱼
锁住了
这玩意儿(不是)能出到第二部我是妹想到的
射雕英雄传
梅开二度
就哈哈哈哈哈
极限反杀
《一决雌雄》
QAQ!!!!!!
木大木大木木大木大木大
DNA乱了
我真的十分担心居住在上海up的精神状况
鱼：我老家日本的，怎么滴吧
《倒下的是谁》
拉达冈就是玛丽卡
2.6万
不长记性
《c—moon》
16发神圣凶弹•神诛杀
家乡の鱼
时代变了
章鱼博士
这里八十
您做的是mugen吗
甚至更猛
真七可以用手电筒吗
梦幻联动！！！
16
《祖    国    鱼》
高杰的六皇
福岛鱼
盘丝洞的蜘蛛精？！！
偶啦偶啦欧拉欧拉欧拉欧拉欧拉欧拉欧拉。。。。。
hhh
摸老师是指摸鱼事务所吗
不长记性
两天双更，茄茄变了
脱壳忍者是吧
我们开始怀疑在上海隔离up主的精神状态
《下次不要做了》
笑死
吴倩莲
你可真是个逻辑鬼才
《梅开二度》
恐龙快打？？？
t e s t a m e n t
《老茄》
《大人，时代变了》
封面：炮皇（doge
我真的很担心现在在上海的up的精神状况，甚至都有自我折磨的倾向
龙马：哈哈，你也有今天啊特码头
生猛海鲜
《摸 式 霸 凌》
嗨害嗨，八神来了嗷！
我语文老师教我只可以用一个问号
六神就过分了
《打Boss卡僵直时的你》
番茄居然还敢做木糖玩的游戏！！！勇者！！！
是生草吧！
不知火舞呢？
要写服务器吗？
嗨害嗨
哈哈哈
有亿点怪
xswl
双刃战士boss是吧
没有无敌帧的木糖是屑（
六神喷多了
鸽了两个月终于更新了!!!
哈哈哈哈
我何德何能 承受双更
《好像是生猛吧》
电 眼 壁 人 啊
拉克希尔仪式
为什么不能玩现成的doge
MUGEN?
mugen?
咱俩各论各的
gay夫图片
疯狂唤醒我的DNA哈哈哈
你，来拳皇，我等你！(三言两语)
梅开二度
这不是显得您打的准吗！
D锥打碟！
Six god
，
哇！茄驴更新！
天  裁  的  战  术
简简单单想吃猪肉4个字，不仅表达了对游戏中猪的不满，更表现了现实中在上海被隔离的痛苦，泪目
言出随法
爷爷！
取材于高考题
丝血反杀
碰瓷大师
脑子嗡嗡的
啊弄吧休诶
yee yee yee
终于更新了
时代变了，大人
来早了
以撒的结合
2.9
@逍遥米饭
我靠   要毁童年了
摸鱼事务所？？
ゴゴゴゴゴゴゴゴゴゴ
鬼蝉是吧（doge）
《功夫再高，也怕激光》（doge）
手摇哈密瓜（抱歉走错了）
两个高矮胖瘦不一的up主齐聚拳皇挑战（bushi
里 技
草
行走的贴图没改哈哈哈
《电眼逼人》
van！
你搁这儿耍猴呢（doge）
6
不在家，不做游戏
下一个是谁！！！！
《人》
这不显得您枪法准嘛
是血皮！
同款键盘
《拳皇.rar》
没有人能在我的游戏中打败我（雾）
《好哥哥》
摸鱼粉开始跳戏
《我 的 血 量 是 大 优 的》
塔塔开
受日本核废水影响
全明星大乱斗
《 持 续 伤 害 》
木天糖全明星
梅开二度
《电眼逼人》
《八神大战花露水》
我昨晚喷过花露水！
不是我寻思着是番茄绿的木糖吧…
梅 开 二 度
《主 场 对 决》
《激光眼》
火（箭筒）神
这不比八神帅（doge）
威猛先生
《它的血量也有三千，非常地耐打》
上海蚊子很多吧
《生 猛 海 鲜》（doge）
java？
刚刚
哈哈哈哈哈哈哈哈哈哈
《奇怪的比喻增加了》
非常核理
拳 皇 1 6(
伊藤润二的鱼是吧
有生之年
下！一！个!是!谁!
Dio（幻听）
下一个是谁！
不在家不吃中饭
恒多次
六神花露水哈哈哈
风云再起
《嘴平伊之庵》
不残血不会打
《完 全 没 有 压 力》
不长记性
《逝世加枪版本》
爷爷！你生前关注的up主更新辣！
电眼逼人深海鱼
《静         音》
阿里阿里阿里阿里阿里阿里阿里阿里阿里阿里阿里阿里阿里阿里阿里阿里阿里
《真·嘴炮》
懂了，雷鸣仙
他的血量也有3000，非常耐揍(
召唤巨大喷流！
卡卡
他试图教会我们。。。
BGM不是megalo box？？？
bgm:Megalobox
这是生鲜
五禽戏
《合 金 拳 皇》
这是什么游戏？
茄哥经典让二追二
哈哈嗨！
《火 箭 筒》
各位看官，看罐！（doge）
这不显得您枪法准嘛
这其实是一部现实魔幻主义巨作
 结合结尾分析一下此时上上下下左左右右作用
看官：嗯？你叫我？
旗鼓相当的对手
《不讲武德的扔煤气罐》
哈哈哈哈哈哈哈哈哈哈
《鱼之男处刑曲》
技能名建议改为：《大变活猪》（doge）
半径20米的花露水水花
生猛海鲜
哈哈哈哈八神绿了
mugen（bushi
《养 猪 大 户》
快上卢卡尔用激光对射！！
《依 然 很 霸 气》
哈哈哈
卢卡尔
跟作者打游戏哈哈
这里bgm出自装甲重拳
蛆的行走
奇行种
《真实的物理引擎》（doge）
《蛏王》doge
32000人正享受着国宴
BUG做起来完全没有压力
伊藤润二
8号打假赛！！！
所以你俩是配音区up
上次不还是这个b吗
哈哈哈哈哈
哭！哭大声点！（bushi）
bgm:meglabox
《原 力 攻 击》
笑死了
花露水
笑死我了，那个猪
草！走！忽略！ጿ ኈ ቼ ዽ ጿ
哈哈哈哈哈six god
不讲武德
？
3.3万+人快出来
主  场  优  势
哦~章鱼博士是吧
《爷关更》
哇哦
离谱。
sans是吧？
？
然后就造出了一堆bug
《梅原大摸》
大人 时代变了！
同款键盘哈哈
《他的血量也有三千，非常耐揍》
《炸 番 茄》（doge）
什么mugen
草！走，忽略！
3.6W+++++++++++++++
我忽然发现，这鱼射中的位置是不是有些奇怪啊【doge】
梦幻联动！
木大木大木大木大木大木大木大木大木大木大木大木大木大木大木大木大
它连长毛绿腿都有了，会发激光也不是什么新鲜事吧
摸：我没做联机呀
你搁这搓澡呢？
八神绿了可还行
放mugen里这种奇奇怪怪的东西神打底（doge
ゴゴゴ
刚刚
顶好
ゴゴゴゴ
biu～～
玩拳皇的和不玩拳皇的都沉默了
ゴゴ
AUV
《老茄》
《 言简意赅》
鸡你太美（bushi）
ゴゴゴゴゴゴゴゴゴゴ
哈哈哈哈哈哈哈哈哈
啊啊啊啊我的草薙你在干什么！！！
《老茄》
《科幻大片》
失踪人口回归
上上下下左左右右baba
长脚鱼？伊藤润二熟啊
什么，运动员要挑战裁判了？
《合金弹头》
记大过！！！！！
记住这个上上下下左左右右
骷髅女孩现状
突然高产
巴比龙！（bushi）
《一键岚之山》
阿姨压一压～
牛
狂 扁 小 朋 友 2
只要能到达那个地方＝＝☞
duel！
这个游戏最大的看点——反杀
哈哈哈哈哈哈
啊这
《他的血量也有三千，非常的抗揍》
记大过（doge）
感觉可以把马里奥 愤怒的小鸟什么的也加进来做一个拳皇合集
无限压起身
《磕碍》
好耶
三年时辰一到请M先生回归龙位
当你知道一个技能没有CD而且很厉害的时候，
无限连X2
你敢跟制造者打架
有点凉了
优       势     在      我
生猛海鲜
《稍微》
瞧瞧你都留了些什么啊
DUEL
DUEL
B站一哥被猪拱的生活不能自理
《原形毕露》
无限连哈哈哈哈
砸瓦鲁多！ 木大！木大！
木糖全明星
哈哈哈哈哈哈哈哈
哈哈哈哈
报告老板是吧
大蛇薙，现代版
《诡异的光》
猝不及防（不是）
hhhhhhhhhhhhh
哈哈哈哈哈哈笑不活了
天降正义！
凹！跑！厨！
富营养的恐鱼
丝血反杀！！
Megalobox
哈哈哈哈哈哈哈
果然
《逝用》
《输（失败）出（出局）》
好了伤疤忘了疼
生擒的走姿
猿形毕露
？伊之助？
半径20米的花露水！！！！！！！！！！！！！！！！！！！！！！！！！！
我是老六~~~~
《平 行 世 界》
啊老八宵夜！
提尔…
六神花露水！？
高产
木大木大木大木大木大！
？下一个是谁！
终于更新了
wc
章鱼矿工？
鬼灭哈哈哈
太好了，终于更新了！
无限连
智能机器人
3.7万+就离谱  就14分钟
没有设计受身
正常
《蛋蛋的忧伤》
打砖块，球改成小鹿
接机代码量一共多大
有个角色叫大恶魔，越打越大就跟这个似的
绿宝石水花
前面的黄金矿工不会是铺垫吧
《上海的冬天...不对已经入春了》
不要给八神留血皮
《猪猪女孩》
真六神
真吾偷了打火机草薙就只能用煤气罐了是吧
《生猛海鲜》
这里是什么BGM好燃啊
紧跟时事
尤莉直呼内行
草
这是生鲜，不是生猛啊喂
《可爱》
恒核力
高产番茄
吸取教训
突然高产
冰火人：就是那个好像我也是双人游戏
"wc,看到这以为我自己手机有电话"
《章鱼博士沈默不语，思考为什么自己不会这招》
上单长手打短手现状
鱼“眼里还闪着一丝诡异的光”
论番茄对哥哥的执念
我一时分不清这是游戏还是后期贴图
《下一个是谁》
只要能到达那个地方！
因为它是高考卷里诡异的光的鱼
草！走！忽略！ጿ ኈ ቼ ዽ ጿ
对二哥不敬，记大过！！！（doge
花少北：这个我熟
除了背景换了一下—好像剧情似曾相识……
当你发现一个简单又强力的技能↓
《自寻死路》
这分明是从医学书上抠下来的
《 完全没有压力  》
瓶皇，够威猛吧
八宝 你的第一款语音智能游戏
八 神 养 猪 场
《下一个是谁》
两个人同时都在解说哈哈哈哈哈
《梅开二度》
摸老师哈哈哈哈
柱间？
6666
匍匐前进
哈哈哈哈
翻滚没有无敌还有啥用啊
激 光 鱼
狂 扁 小 拳 皇
《言出法随》
《电眼逼人》
梦幻联动！！！
我好早！！！
你个老六
梅开二度
看看谁才是真正的高阶领主
为啥不给这个鱼装上那个巨人腿呢
原形毕露哈哈哈哈哈哈哈哈
草薙京你怎么了啊？草薙京
激光鱼 
哈哈哈
上半身只是装饰物，上面的大人物是不会懂的
鱼:我是大海的，日本海域的
《 学 了 十 年 代 码 写 的 》
《人工智能》
SIX GOD!!!
原来是来自日本的啊
好家伙，奇行种
捕鸟神曲？
茄老师的声音。。。。。。。。。
哇我两个特关又联动啦！！！
这样会教坏小孩子的喂！
嗨害嗨
3.4w＋
《毫不逊色》
六个高矮胖瘦的up主……不好意思走错了
鬼步
跨 物 种 对 决
承包空屏
章鱼博士是吧
拳皇经典丝血反杀，锁血战术
普猪攻击
瓶子？
《你是在什么位置发射激光啊喂》
BO5是吧哈哈哈
开大啊！
瓶子君152：？
镭射眼！出现了！
我差点以为要响起普通的disco了
你的甲方
节目效果拉满
福岛变异鱼
AP八神
嗨害！
都有腿了还计较啥啊（doge
赛博朋克2077
yee
《44M》
射鸡英雄传
是你吗，泡泡枪？（
嗨害嗨
《生          猛》
《月步》
这受伤判定怎么自带踩点功能2333
3.2万人和我一起看就是说我霸气了！哈哈
无限扫地
狂扁小朋友：就你踏马偷我罐子是吧！
什么mugen()
猿    形    毕    露
空屏
直奔主题
《巴比隆》
3.2万，优秀啊
《生鲜》
懂了，日本鱼
总感觉有阴谋，不会又要猝不及防吧
老抽花露水
《紧跟时事》
《瞷間撣單》
猝不及防（不是）
这就是不残血不会玩吧
2333
恐鱼
阿姨压一压~
因为是元气骑士进口的激光鱼（
我以为是吐口水（）
欧拉欧拉欧拉欧拉欧拉欧拉欧拉欧拉欧拉欧拉欧拉欧拉欧拉欧拉欧拉欧拉欧拉欧拉
你好高产！！！！请保持这个更新速度！
《言出法随》
梅开二度
老八：咔
草
汤达人（不是
承包空屏
是大鱼吃小猪（bushi
嗨害嗨！八神！大招！
六个高矮胖瘦的up主 不好意思走错了
《旗鼓相当的对手》
福岛核桃鱼
好耶！高产茄
M木糖M明星大乱斗！！
《成功》
。。。
想玩！！！！！！！！！
我是老六
2.9万了
草哈哈哈哈哈哈
下一个是你哈哈哈哈哈哈
《谁是哥谁是弟》
大哈鱼（无端联想）
核废水里的鱼变异应该很正常吧
那为什么不玩原版
霸占空屏
人工治能（doge）
《倒立》
摸：我雷诺索马里去开罗哒！
梦    幻    联    动
2.7万人快来啊
只要能到达那个地方！
哈哈哈波动狗
优势在我
逐渐魔化
练习时长两年半的八神
兽之呼吸
猜到了哈哈哈哈哈
一招鲜
我在想，玩家怎么能打的赢策划呢
哈哈哈哈哈哈哈哈
无限连是吧
《电眼逼人》
氪癌
中标
鬼灭之刃，哈哈哈哈，猪猪
超大巨:甲沟炎越来越严重了，火烧火燎的疼
不会受身的后果
《鸡胱》
传下去，木糖对B站二哥大不敬/doge
笑不活了哈哈哈哈系统解剖学既视感
哈哈哈哈哈哈
哈哈！！！！
日本鱼（
"""UnityCrashHandler64"""
生猛没看出来，倒是有点像生鲜
六神：我弯了（doge）
bo5
请联系上下文，分析此处煤气罐罐的作用（3分）
家乡の小曲
只要能到达那个地方
《正常的对吧》
八豚
只要能到达那个地方......
扎不得德勒
压起身了
我是金泽润
僵王博士既视感
下一个是谁
《巧妙》
刚刚！！！
梅开二度
不能自理
茄茄为了让摸摸他赢主动送，他真的我哭死
番茄好了伤疤忘了疼
152还能怎么威猛呀
哈哈哈哈哈
白六是你吗hhhhh
只要能到达那个地方
《正常》
王嘉尔:？？？？
《你打我呀》
哎做个游戏不简简单单代码随便打吗
《诡异的光》
扭曲
威猛先生花露水
好家伙
哈哈哈哈哈哈
哈哈哈哈哈哈哈哈
下一个是谁
草
好狗的六神
也就六分钟就这么多弹幕
炸到裆了⊙_⊙
《贱贱眈眈》
《生猛》
好快
哈哈哈哈哈
2.2万！！！
哈哈哈哈
2.4W
对二哥不敬，木棉 哦不木锦记大过（
猪会追地很正常对吧（）
伸 蜢 的六 神（doge）
哈哈哈哈哈哈
哈哈哈哈哈哈哈
《记大过》
《史上最强bug制造者》
"《""拳""  皇》(指铁拳火箭筒)"
？！！
2.7w
Mugen预定
绿宝石水花
绿宝石飞溅！！！
《电眼逼人》
《生猛的走姿》
弟中弟
不忘初心
哈哈哈哈哈哈哈哈哈哈或
《福岛快乐鱼》
梦幻联动again!
这就去买
笑死
《它的血量也有3000，非常的耐揍》
6666
靠这是要做MUGEN的京233吗
Jackson虽迟但到
不是生猛，是生草
哈哈哈哈哈
亿点
有人吗
草！走！忽略！ጿ ኈ ቼ ዽ ጿ
真·肌肉男
旗鼓相当的对手
六神花露水……绷不住了哈哈哈哈哈哈哈哈哈哈
威猛先生
六神
《可癌》
木大木大木大木大木大木大木大木大木大木大！！
草！走！忽略！ጿ ኈ ቼ ዽ ጿ
哈哈哈哈哈哈哈哈哈哈老六
哈哈哈哈
水之呼吸  二之型  水车！
牛逼！
现    代    化    拳    皇
V a n ♂
《哥》
《逐渐脱离原版》
承包空屏（
哥弟局
草哈哈哈哈哈哈
《生 鲜》
生蛆
好像骷髅女孩的双重灵哈哈哈哈
血皮战神
格局打开
用威猛先生装六神
八神对六神，优势在我！
《简简单单》《上上下下》
这是《拳皇》？
哈哈哈哈哈哈哈哈哈哈哈哈
づづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづづ
威猛先生！
出息了
笑拉了
阿瓦达意大利炮（bushi）
超 级 系  机 器 人
好耶
新概念生猛
狂扁小朋友！
我不知道生猛不生猛，但是诡异游戏称得上的(
《生蜢》
生鲜~
老木糖哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
《伸 蜢》
《优势在我》
生猛海鲜的生猛
拳皇2022
右边派大星。
搁这卡bug呢
《神之手》
丝血反杀
言出法随
成mugen了
………
哈哈！
《简简单单》
hi 小爱同学
来早了
选择了弹幕最多的玩法
先让我起来！！！！
？
神特么六神哈哈哈哈哈哈
《  生鲜》
黄金矿工无敌版
。。。
好家伙
下一个是谁bushi
《联系上文》
《正常》
梦幻联动
生猛海鲜
他的血量也有3000，非常耐揍
哈哈哈哈哈怎么是植物大战僵尸里种植物的音效
《难忘》
1.4万多
医学生表示很熟悉
《正常的》
《六神牌牙膏》
还蛮食用的
三星卡莎？
合金拳皇
这么露面了发的
想到4399里的一个小游戏的BOSS
高产
爷爷，你关注的更新UP了
高产！
人好少
？
喔喔哦喔，没人
搁这碰瓷呢
刚刚！
《碰瓷》
《取名大师》
《可爱》
八神，时代变了！
我起呗， 太可爱了
好家伙，自己掉血
这叫蛆
我服了这个老六
生猛海鲜
《生 蜢》
？
超界者
划过去了一个什么奇怪的东西
《以 头 呛 地 尔》
草
无駄！无駄！无駄！无駄！无駄！无駄！无駄！
为什么我想到了愤怒的小鸟（错乱）
哈哈哈哈哈哈哈哈哈哈
小猪？
威♂猛
逐渐离谱
炫酷
素材要学会循环利用
《狂扁八神》
《可爱》
你个老六
离大谱
猪拱地
八神：我在
rpj？？？
我都忘记了原版
意外的很帅呢（
老茄
《下蛋》
亦敌亦我
《 轮 指 》
哈都king
大蛇算个der啊
老甲方了
草
搓澡？
我我我！
章  鱼  博  士
逐渐mugen
《可 碍》
《威萌》
《完全没有压力》
双厨狂喜！
高产番茄
不懂就问 这是牛蛙吗
《毫不逊色》
东京喰种是吧
好家伙
嘿嘿嘿
高产
奇异博士
冒个泡
新的受害者出现了
《不会太难》
木糖更新啦！！！！！！！！老祖宗！！！！
？？？？？？？？？？？
当你看到我你就不是第一轮
《反复去世》
妈妈我出息了！！
章鱼博士属于是
隔山打牛（意味深
离了大普
《富有生命的煤气罐》
这矿工有点小帅！
替身（bushi
我直接蒙了家人们
祸害无数游戏
蜘蛛侠（雾
老木糖用尽了毕生所学
哈哈哈哈哈哈哈哈哈哈哈
还哈哈哈哈哈哈哈哈哈哈哈哈哈哈
硬直过长
np
bug
日更
1分鐘
好家伙
《亿点多》
《有点多》
《语音智能》
当你看到我的时候你就不是第一了
二师兄出现
《狂扁八神庵》
持续伤害
1000人出来吧
好耶
《摸老师》
我靠
好
烫的
11
好烫
梅开二度
妈妈我出息了！！！
看到我你就不是第一了
身份自由切换
嘿，来早了
很简单是吧
最强游戏bug设计师
我没开弹幕吗？？？
替身
好热好热
刚刚
耶
哦～～
1min
刚刚
梦幻联动
上海的冬天没有雪和冰雹
刚刚！
来早了？
刚刚！！
刚打开B站 好巧！
好耶
突然更新
bug:一播放33赞（bushi）
梅开二度
刚刚
刚刚！
刚刚
《废话》
高产似那啥
好烫啊
双厨狂喜
看见我你就不是第一
好耶
刚刚
111113
我这也是1播放
芜湖！！
？
刚刚
梅开二度
六爷
《我真的很关心网友的精神状态》
这不显得您枪法准嘛？
《简简单单》
空屏是我的啦！
《科技游戏》
猪的战术一直为人们成功地运用着
章—鱼—博—士 ——
Hhhhh
《鬼畜全明星 游戏版》
《稍微》
奈落落成了奈落罐
我叫你哥，你叫我爸
什么凹比
《富有生命的煤气罐》
下一个是谁
