刚刚刚刚刚刚！
我的树苗滤镜都被他作没了
哇我好早啊
哈哈哈哈哈鹿人我超喜欢你的勇敢
早
周生如故！！！！鹿人什么时候出视频！！！
断欲  王欲阉
深表赞同！！
哈哈哈哈哈哈
求求杨洋多接古装剧吧呜呜
我天七点半 鹿宝注意身体啊
你去他家给他种一棵，钱算我的
小南辰王我是真的喜欢，还有陆大人
内娱伏地魔?AKA汤姆.里德尔.提不得?
任嘉伦啊啊啊啊啊
你又打我的小谢了
第一次这么早
我不反对他们都好丑，可是你确定你又能比他们多几分，没别的意思，哈哈，狗咬狗而已了
喜欢毛茸茸的小南辰王
粉黑一张图
粉丝急了
关键人家还素颜拍戏 现在很多粉厚的真的吓人
国超古装真的行！
好早！
哈哈哈哈哈哈哈哈哈哈
还真像三星堆那个面具哈哈哈
好男儿志在四方——
呕呕呕呕呕
弹幕呢，挡起来啊，原片没人挡一挡啊/捂脸
我好早哦
我出息了
虾子
这里吹爆大宋少年志的王宽
大早上的。。
早上好
好熟练啊
求生欲哈哈哈哈
真早
熟练的让人心疼
为天盛打call
哈哈哈哈哈哈哈哈
老公老公
这就是反派啊
早
给周生如故排面!!
早呀
早
……
说你呢肖战
啊啊啊啊啊啊啊啊啊啊任嘉伦
是你吗，中国boy超级大星星
打 马 好 评
哈哈哈哈哈哈哈哈哈哈
好早！
转换太快，惊了一下
大早上的哈哈哈哈哈
啊啊啊啊啊啊啊
金瀚古装不好看，时装戏好看。
我心中的段誉绝对是顶顶的大帅哥啊，这人脸怎么这么大，敢演段誉啊
白澍不丑，但是扮相和气质还有表演方式，算是全方位拉垮
打码好评
没想到吧这么早我就开始刷b站了
谁又不是呢，现在的古装都不敢看我真是吐了
早
我的审美可没降级，别瞎说
woc就是他。琉璃里的腾蛇不错。吴邪直接tm演砸了……段誉更是看都看不下去 救命。
早晨
@琅琊榜
哈哈哈
酸菜鱼肯定在
二号机！
excuse me，我刚刚没看到他眼睛啊
空降01:39
早上好！
7：55
任嘉伦古装真的一把子爱了
这该死的求生欲哈哈哈
小谢！好帅！
"琅琊榜那个,确实,细节太戳我了"
我的古装美男是郑少秋的楚留香，苗侨伟的杨康，吴岱融的花无缺
别侮辱老师，他不配
早上好
不说红楼梦级别的老剧，甄嬛琅琊榜也有礼仪老师呀
早安！
这不是女生吗，很英气啊
最爱的二号机
前面的你是没救了
我的眼镜
好早啊
等等这难道是腾蛇那个
啊啊啊啊这个好看
新版的这个天龙八部，只是看了介绍片段，雷炸了啊，从演员到导演，都让人yue
开始垒城墙
早早早
确实安静无声
！！！周生辰！！！
更可能是，全部
一大早就i让我激动
求生欲极强
俺也一样
2号机模仿1号机——么得灵魂
因为你说的就是对的，他们就受不了
哈哈哈哈哈哈哈哈
二号机，嗨！老公！
刚才呢个好像云南虫谷的水猴子
你好早
这好像是个妹妹
这什么破文笔
早鸭
我建议医院挂个号
早上好！！
周生如故剧情一堆Bug
yue了
啊啊啊啊啊排面
看到了顾南衣？
哟，你又出现了
林志颖是真帅，只要是个帅哥角色他就能上
表白二号机
何家劲！！！！！童年男神！
Ohhhhhhhhh
应激应该是
天盛长歌
说真的我觉得腾蛇演的不错
提名某九漏鱼
我了个去！这BGM是打算把我们送走吗
早早早早早
太早了
面前这个是百里屠苏小演员
哈哈哈哈哈我的妈这真是“回眸一笑百花杀”
好早啊 
有事，我害怕
这个人起码还算礼貌不像刚才那个很没素质
早上好
好早
段誉再怎么说也是大理世子
他们长得好像啊
谢柠檬！
早！
小南辰王真的好看!
白豆腐！
"这些流量没学识没气质没演技,就算真好看也是油腻"
人家三星堆面具也是很好看的，是他们不配合三星面具相提并论
早
古装剧中的胡歌真的是帅！
排面！周生如故！！
早上好！
早上好！
花无缺我的童年男神！
如果是搞笑角色还是不错的
霍建华古装真的帅
白白
早上好
我觉得样子还行，演技灾难
哈哈哈哈哈前面曾毅笑死我了
哈哈哈
何家劲！
掘塞
早早早!!!
鸭子，不拉高亮度都看不见
陕西人哈
天盛长歌真的被完美低估低评价的好剧
還有屁股下巴
这个镜头有什么好慢放的
不愧是你
45分   上班真早
这个真的恶心到我了！演的吴邪！呸，演的段誉！yue……吐了不好意思
倒数五个数！！！
早上好！！
看的我眉头一皱
早上好
长的可以但演的不搭
你过来呀
二号出征，寸草不生
早
求生欲
虽迟但到
特优声dna
说你呢肖战
张嘴一笑，吓我一跳
早上好
陈浩民版的最好
早上好
原著描写词汇匮乏
哈哈哈哈哈哈
他 下巴上有个腚！
噢噢噢噢哦
突然觉得许凯能吊打他们
今天好早哇
伏地魔罪不至此
天盛长歌！！！
真会扣帽子啊
好耶二号机！
666666
这么早
我们的童年呀天龙八部
早上好
打卡
起不起球~去
等等，难道不应该是好美，真的好美嘛
胡歌！！！
鹿人放心飞，出事自己背
早上好
小破歌真的好好看
因为说实话了
倒数五个数
日哦
沈腾：好像有人在模仿我
干的漂亮！2号机实乃鹿人战斗力天花板！
第一次那么早
痛失韩国市场
男罗云熙女刘诗诗是我觉得仪态很好的了
小谢！
早上好
好！
丑
早上好
哈哈哈哈哈哈哈哈哈不愧是你
大家早
好早
屁股下巴
神:开除神籍，打入地府
早上吼
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
焦恩俊童年男神
这求生欲跟周深有的一拼，哈哈
前面特优的别跑哈哈哈哈哈哈
啊还真有猴啊？
陳星旭把李承鄞演的滿好的
这么早，也太早了吧，我这么早就开始看路人了
xz biss
陈坤不娘呀
求生欲直接拉满
他好像那个土味蜥蜴男啊哈哈哈哈哈
霍建华古装真的好绝！！！
真的好好笑啊
阿凡达穿越了
小谢！！！
早上好
霍建华真的梦中仙侠脸
任嘉伦也就和现在这些人比可以
我笑了
不——要——
好嘞，这就把老版天龙八部再看一遍
早哈哈哈哈哈
太对了
因为太怕痛了所以点满防御力
我不行，所以我不上，他不行，为啥不能下来
这也太早了吧 
开学前最后一次
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
王宽那个，我太喜欢了，真的帅
早
哈哈哈哈哈哈，笑死
这么早么
好烫好烫
二号机！！好久不见
焦恩俊！1202年还能看见他太好了
哈哈哈哈哈哈哈
啊啊啊啊啊二号机
哈哈哈哈哈
救命
早早早
服化道以及历史考究才能看出来深度
沈腾老师这波稳赢
完了完了，骂到根了
感觉长得还可以 演技太尬了
哈哈哈哈哈哈哈哈哈哈哈哈爽
这个人脸上怎么只有嘴
业界模范琅琊榜
求生欲哈哈哈哈
有些真不适合古装啊
二号机我喜欢
琅琊榜，长安十二时辰
斗地主，抢地主
谢谢弹幕帮我挡住脸
弹幕护眼！！！！！
你过来啊！
白古，焦恩俊
早上好
这求生欲是，你是周深的粉丝吗（手动狗头）
金瀚本来就不帅，居然还敢演古装，大胆啊
黄色歌词离谱
早上好
早上好
不愧是你二号机
无中生友
早啊
可惜了彭小苒 女鹅55555
古装美男最好有混血感
早上好
真怕他跪下
看原片感觉金瀚这个还凑合哈哈哈哈
啊！我的眼睛
卧槽刚躺着的是谁！！！！惊艳我了
早
哈哈哈哈哈哈，满满的求生欲
倒数五个数虽迟但到
因为资本口味重
哈哈哈哈哈哈
吹爆天盛长歌
对不起，下次还敢
手动点赞一波
哈哈哈哈哈哈
秦昊哈哈哈哈哈哈哈哈哈哈
他想跳江南style吗
周生如故！
二号机老公～～～～
DNA狂动
资源咖吧这
他们心虚，他们其实也觉得geigei不好看
天涯四美:钟汉良的顾惜朝，乔振宇的欧阳明日，严屹宽的李建成，霍建华的徐长卿。
我终于想起这个男的像什么了：鲇鱼
资源咖吧这
金瀚现代装也丑
早上好呀三代
他这免责好绿茶啊
哈哈哈哈哈哈早
刚刚我好想看到李菁了。。。
王宽永远滴神
胡歌！！！！
笑死
早上好
讲道理，吐槽你是帮你造梗
好早啊
好像林狗
这么早
仪态不行就是披皮古装剧
霍建华焦恩俊林志颖不得不说古装真的好看
惊呆了
要命
自己人 别放原片
这大屁股蹲
带资进组
小鱼儿与花无缺太好看了！我七八岁就看！
早上好
早上好
不至于丑……那不就是不美不帅么，公开承认
啊啊啊啊啊啊啊何家劲！！！！！
他不是吴邪！他是免责声明！
早上好
感谢打码
啊啊啊周生如故
我晒干了沉默~毁的很冲动~
吓到失声
周生如故！！！
绝了
这些看上去就舒服多了
哈哈哈哈哈哈哈哈哈
好早哈哈哈哈
是资本想把以前屯的货甩卖了吧。
腾蛇好感早就败完了。。
确实是丑
早
阿啊啊啊啊啊看到周生立刻三连
华哥 古装滴神！
接下来是古装美男模板
太早了
逍遥哥哥
BGM好评
不要放原片啊啊啊
钟汉良的追命！
早上好
不愧是你
黑魔仙
二号机！！！
woc
名场面尿地板放出来啊
他比较狮虎验现代剧，古偶算了真不好看
且服化道一言难尽
二号机老公！
自信点他现代装也丑
这个形容张卫健啊应该是
仪态仪态
早
何家劲是我9岁到10岁看包青天时想嫁的人啊！
腾蛇明明挺好的啊
肖战，废虾，说你们呢，还我评论。
救命哈哈哈哈哈哈
丑逼任嘉伦
天盛长歌真的太良心了
哈哈哈哈哈这求生欲
个人觉得焦恩俊的古装形象真的是帅的一批啊
杨丽（不敢直呼圣名）的粉丝 被 杨丽的粉丝冲了
是真的丑
小南辰王！！！！
给周生如故排面！！！
谢谢打码
yue
吴邪还不够讨喜吗
怎么又是他！！！
溢出屏幕的求生欲
早上好
这~虽然是很惨，但是我想笑
感觉有点傻，是我的错觉吗
阮经天还好吧
张卫健！！！！！！！！！！
早上好吖
哈哈哈哈，是我爱的鹿人！
我的妈呀 为啥都这样啊 我真的吓到了
我滴个乖乖
出息了
哈哈哈哈哈哈
好早啊
他只能演腾蛇那种角色
没有了世俗的欲望
这个好像马云
废人（1/1）
早上好
你不要过来啊啊啊
真，早上好
别这样，伏地魔好歹年轻时巨帅，有些人是根本没帅过
爱死鹿人
早早早。
从燃烧吧少年就一眼喜欢他，没想到再次出圈是因为这个……好心疼
太有道理
哈哈哈哈哈哈二号机我爱你勇哇
救命
我的眼睛！！！！
《琅琊榜》！
介是嘛呀
哈哈哈
不愧是你
回我段誉！！！！！！！！！！
FBI WARNING
这是丐帮的吧。。
腾蛇还是好看的…
肖战，肖战肖战肖战肖战肖战说你呢！
哈哈哈
三星堆描述太贴切了
早上好！！
你好早
你朋友害挺多doge
好早啊
严谨
乌  鸦  坐  飞  机
这不是角色不讨喜吧，那么多段誉就他最恶心
金瀚现代戏也很丑
王大锤
天盛长歌意难平啊！
早上好xdm
那什么，有点像大哈鱼
《小姑娘》
求生欲爆棚
你别过来
杜淳演过西门庆
《人间绝色》
要命
沈腾老师
早
林志颖版段誉绝了！！！还有小乖的花无缺！！！
早～
气质这块真心受不了
演员没有演技的应该容貌焦虑
2号机2号机~~
鹿人的声音太好听了
鹿人的求生欲啊
不许叫他吴邪
周生如故太绝了！！！
哈哈哈哈哈哈哈哈哈哈哈哈哈
他的粉丝应该是同款丑人才能同病相怜
猫皇?
哈哈哈哈哈哈哈哈哈
啊啊啊陈坤！
别放原片
这盾至少4000血
小白嘿嘿嘿
你币有了
我的眼睛啊啊啊啊啊
对对对！
文化人
有一说一里德尔本人还是个小帅哥，详情请看密室篇，不要和这些外瓜裂枣比较
太虐了，我没敢看
早起的鸟儿
？什么文笔啊，好玛丽苏啊
很难不认可！
啊！！！是霍建华
这里看着好像还行。。可是气质演技和服化道。。
段誉人设多多多讨喜啊
他不是出轨了嘛居然没糊又来拍电视剧
真好 一个都没看过
肖战！烦死他家的粉丝了
啊啊啊啊啊啊不要放原片
保护
嗯，他是丑的把人都吓死了，也是安静。
早上呢
UP，他们又没读过书，你说这个他们听不懂
资本塞人
早上好
早上好
啊啊啊啊啊周生如故超级好看周生如故周生如故周生如故周生如故
如果不说是绝世美男都不会这么气
都送瞬时阿瓦达啃大瓜大礼包
前面说任嘉伦古装丑的是有什么毛病
马云
笑死我了
“可她是你的妻子啊”doge
身姿都没有
哈哈哈就是你
哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈
感谢打码 你币有了
别再我看那个鲶鱼精了救命
徐长卿！！！！！！
徐长卿真的白月光
啊 我的眼睛
老公早上好
打码好评哈哈哈哈哈哈哈
那金瀚也善良一点，别演古偶了
这个其实长得还行，但是真不至于倾国倾城（而且倾国倾城不是用来形容女孩子的吗）
真的很……啊
救命，我妈还在天天追
张东升哈哈
说到礼就好笑了，别说古偶了，哪个古装剧人物之间不是直呼名字
猴哥
他能让人们发出低低的笑声
张卫健！
胡歌胡歌，啊啊啊啊啊啊啊老胡
毒   液
早就想吐槽这点了，up说的好
周生如故！！！小南辰王！！
我觉得他有点像傻不拉叽的小乞丐
DNA动了
拿了那么多钱还侮辱人的眼睛
张卫健
但是，之前看他的燃烧吧少年是真的帅
张卫健好喜欢（我知道现在这个画面不是）
我的眼睛
哈哈哈哈哈漂亮！
厂花最美
你不要过来啊！！
辱伏地魔了
你就宠她吧
琅琊榜的礼仪，绝
《清水出糊蓉》
没有经典初见王语嫣撒尿戏吗
哈哈哈啊哈哈哈哈
哈哈哈哈
在这时它撒尿了哈哈哈哈哈
不至于丑 在娱乐圈混的下去吗
这人要吃了我
有头发的张卫健！！！
我也觉得很丑
哈哈哈哈哈哈哈，蚌埠住了
救命啊
苍了个天， 他这太恶心了吧
霍建华古装太帅了
666666
早上好
周生如故不错
三星堆独家出品
但是扮相还是可以  就是这个演技 。。。
打码好评
你不要过来啊
yue
这不是老番茄吗
确实！！
一摸一样三星堆
？这好看个屁啊
沈腾年轻时都比他帅
全体起立！
俺也一样
我需要弹幕遮眼睛……
降维打击
居然还是屁股下巴
天盛长歌！！！
满满的求生欲
这里后面的是工作人员?
哈哈哈哈哈哈哈
二号机！！
ou
555周生如故
救命！屁股下巴救命啊
我猜啊捧小鲜花很多钱和资料源丑一点的就能省点钱
这个求生欲拉满了
肯定不算丑啊！但肯定也有人觉得不帅的！
陈浩民真的经典呀
……
就是丑
鹿宝放心飞，出事自己背
青年申公豹
hhhhh
因为它们也知道那些人没啥好的，敏感自卑呗
这嘴我都怕隔着屏幕咬我
宽哥古装超帅
哇 还是二号机最帅
好绝
越看越像三星堆hahaha
果然粉丝最会利用规则反过来扣帽子
dbq鹿人，在吃饭先退出去了
啊哈哈哈哈哈
哈哈哈哈哈哈
乌合之众
周生如故太好看了！
求生欲极强
我真的吐了，白瞎了彭晓冉
救命啊。。。。
太丑拉
这哥们能不笑了吗
这个真的，，，
二号机～
周生！！！！！！
捏蚂血压高了
白豆腐真的帅！！
因为踩到痛处了
何家劲真的超帅啊啊啊啊啊啊啊
哈哈哈哈哈哈哈哈哈哈哈
早上好
w一b
不愧是你
经典你行你上哈哈哈
抱歉任嘉伦我真get不到。。
yue
我胡！！，！
因为她们giegie都是伏地魔啊：）一群乌姆里奇
求生欲极强
这么看，温客行的体态是真的漂亮
早上好早上好
杜淳的西门庆 还是可以的
笑死
别吧，Tom起码年轻的时候很帅。
霍建华真的绝啊
我想起了那个《平平无奇》
不愧是你，哈哈哈哈
礼貌:伏地魔你吗
胡歌胡歌胡歌（男粉男粉）
DNA动了
二号机：一号机爪巴
保护
8对
对
肖战带头
燃少时挺好看的，现在就……
自己人别放原片！
谢霆锋！！！！
已经失语了
我不理解
段誉不够讨喜么
琅琊榜里霓凰认出林殊前后行的礼不一样！
周生如故！我的王和十一啊！
天盛长歌狠狠爱了
太帅了以前的，流口水
鹤唳华亭很好看
胡歌！
啊这，鹿人勇敢飞，出事自己背
王宽太绝了
早上好
耳朵舒适了
你好勇我好爱！！！
黄轩古装也很可
大脸
两边还好吧，低成本小网剧
哈哈哈哈哈哈哈打码
嗯。。。不知道怎么吐槽了
打码好评
金瀚看过他演古偶的反派，反派倒是挺合适。。
周生如故！！！
霍建华！！
我眼里的古装最美是罗云熙的润玉！
哈哈哈
啊啊啊啊啊二号机！！！
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈
啊啊啊啊啊啊啊啊周生如故！！！我又想哭了
周生如故啊啊啊
小仵作男主人设超级有礼
还可以吧。有些感觉和林志颖挺像，特别是笑起来
打码好评！！！！！
谢谢他，我觉得前sj韩国人演的段誉能排倒数第二了
DNA动了
柠檬宝贝！！！！
两个都鼻子奇怪
吴博
锋！
核武器了属于是
声台形表一个都没过关
笑死我，根本就不知道他叫什么。
早上好
胡歌！！！！！！！
周生如故！
这一段也太养眼了叭反复观看
“我不行所以我不上，你上了就必须得行”
下巴咋了……怎么有种燃堂既视感
恶心啊
OK
任泉也可的
小傻
梨花暴雨
早上好！
Ohhhhhhhhhhhhh
2号机简直是声控的福音
女生的台词也很拉跨
不带我伏地魔哥哥，谢谢（不然啃大瓜！
老胡超帅
你要知道，这个段誉会陪伴你一生的演艺生涯，永远的一个污点啊
土豆打码好评，三连有了
吐槽的都是这个片段，哈哈哈哈哈哈哈
砸歪成这样
呜呜呜小谢小谢
谢霆锋YYDS
你不要过来啊！！！！
我之前看他演的邪气的反派还行，怎么现在这么丑
真特么要吐了 这拍出来吓人的
怎么看都是小痞子吧
這樣都不算特別好看 演電影的都還沒被舉出來
古偶古偶，你没古哪来的偶啊？！
胡歌！
有话好好说，别放原片
蚌埠住了
啊啊啊啊二号机
这我就想起了王宽
x那是吓得安静无声
别！
阿凡达
咦，我以为是恶搞的脸，没想到是真的
早上好
啊啊啊啊啊啊啊啊啊啊啊焦叔啊啊啊啊啊啊啊啊啊
两个版本都看过
啊~声音好好听，终于等到你了
你怎么回事儿，肖战哥哥不配拥有全名吗doge
你在讲这段话的时候我在想会不会有周生辰 果然啊
其实他腾蛇挺好看的（狗头保命）
是类吴邪
这个好像小夫
经典你行你上
焦恩俊古装是真的顶
这些是反派么？
超子哥拯救了my eyes
定位不清晰，丑角的脸揽了旦角的戏
眼睛有问题啊？这样都要舔?
丑男滚出荧屏 不然别的国家以为我们没人了 连演员都长这幅德行
哈哈哈哈哈例行求生欲
秦昊哈哈哈哈终究还是躲不过哈哈哈哈哈哈哈
我特别想知道这群古丑，现代装好看吗
呵呵的確是讓我們看的安。靜。無。聲
求生欲哈哈哈哈
好好演现代剧不好吗……
求生欲拉满
哈哈哈哈哈哈
神他妈三星堆哈哈哈哈
哈哈哈哈哈哈打玛好评
早上好呀
我去，这嘴牙
比起其他入围者 这个还可以…
这个五官还行，就是有点塑料感
这个两瓣下巴真的无法接受 楚乔传就丑出天际
好耶
伏地魔 : 別cue我他們不配!!
哈哈哈哈哈哈哈哈哈哈哈
救命啊要吃人了啊啊啊啊啊啊啊啊
许凯终于有人说了。
徐长卿真的超帅
还得是建华啊
11：11
去看焦恩俊演的二郎神
指导老师沈腾
啊啊啊啊啊啊天盛长歌
秦昊叔不应该在这
伏地魔风评被害
连及格线都没到哈哈哈哈哈哈
问题是他们…啊不，它们不做人啊
救命
早上好
哈哈哈，一号机竟然被逼走了
胡歌长得是真的好
早上好
谢霆锋啊啊啊啊啊啊
沈腾哈哈哈哈哈哈哈哈哈哈哈哈
我的眼睛
这是哪位
反派这样也很丑啊
天盛长歌啊啊啊啊啊
你说的那个朋友，是不是叫三代鹿人一号机(狗头
肖马赛克
陈坤啊啊啊啊啊
林志颖好帅
阿瓦达啃大瓜
爱了爱了
卧槽。。。。。这什么牛马啊。。。
哈哈哈哈哈哈哈哈哈哈
救命
哈哈哈哈哈哈哈
罗云熙看造型的
焦叔！好帅！
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈
未来可期=现在可有可无
段誉的贵气在八部里面都是数一数二的
妥妥一熊孩子
笑飞了
牛逼
金瀚沒帥過啊
前面两个段誉两发六脉神剑直接给送走谢谢
哈哈哈哈居然现在还有人说你行你上哈哈哈
闭嘴！他不是吴邪！！
扇巴掌这个镜头是目前为止最帅的两个人
论古装美男，谁能与古天乐争锋？
二号机！
二号机！
粉丝觉得虽不帅，但不至于丑，哈哈哈哈哈
学水产专业的不懂前面水产行为啥意思
这个人的眼睛太奇怪了
这里战术变声笑死我哈哈哈哈哈哈
这货演技差的一批
吴邪…
怎么感觉越看越像阿凡达
哦哦哦哦哦！天盛长歌！
金瀚这个笑起来好像刘华强啊救命
天盛长歌！！！！！！！！！！
四美四美
《安利小达人》
保护
虾の路
追细节的前提是大方向要正确
尿失禁
天盛长歌永远滴神
为什么这些B的嘴巴下巴一个比一个有戏？
哈哈哈哈哈哈
天盛长歌永远滴神！！！！
哈哈哈哈哈哈哈哈哈
平平无奇古天乐
哈哈哈哈哈周深式求生欲
坤哥呜呜呜呜
周生如！
直呼下饭
天龙八部其实拍的还可以，很多配角选角牛
"现代装也丑,就是丑"
哈哈哈哈救命
哈哈哈哈哈哈
不知道他哪里不丑
这里点名翟潇闻家粉丝
申公豹
这都是啥玩意啊，看的我近视都加重了
yue了
赞
任嘉伦演技不错，但也丑
秦老师还好啦！
那我表白老伏
张东升你怎么在这呢
这大眼睛真好看
哈哈哈哈哈哈哈
老公
还真就三星堆
哈哈哈哈哈哈
天盛长歌真的看出用心了
隔着屏幕都能感到满满的求生欲
最离谱的就是有人举报造谣
周生如故！！！！
打码好评
适合演林平之
他的面相很违和，就是三毛流浪记特意做的假鼻子
来人 放箭
因为zb害怕那些浓眉大眼的正派美男
哈哈哈，哔站的外来文化入侵结果
住口
我不行所以我没上，他不行所以他能不能滚下来
二号机！！
腾蛇的滤镜给干稀碎了。
周生辰排面
周生如故啊啊啊啊啊啊啊
别特么老师老师了……
双眼明亮如石头 
打码好评
防弹那一堆硬是被吹宇宙肾炎，南韩明星经常让我反思审美观
这真是太帅了呀！（doge）
真的受不了了！！！
不要放原片！
你不要过来啊！！！！！！！！！！！！！！！！！！！！
打码好评
徐长卿我最初的梦中情人
赵鸿飞
哈哈哈哈哈笑晕
无语，傻叉粉丝
滚动热评
冲着五个丑，我投币点赞了
《一些人的名字》
老板们喜欢
别说了，别说了，我的元忌
周生如故！
哈哈哈哈哈
不做个向左的专题吗
吃不下饭
这一段太可了，瞬间就理解了“古偶丑男”
胡歌胡歌胡歌
哈哈哈哈哈哈哈哈哈
沈腾老师飞下来那一幕都比他帅
啥玩意儿都老师了
擦，别放原片
哈哈哈哈哈哈哈
天盛长歌绝世好剧！强推
天盛长歌
他不是吴邪他不配
真叛逆，我喜欢。
别放原片
哈哈哈哈哈哈哈哈哈
啊啊啊啊周生如故
救命 橘子特效真的笑喷了
干杯
我们小十一拜师！
啊啊啊啊谢霆锋
笑疯了
打码好评
腾蛇真不错
	9命
比前面那个好一点
三星堆很形象了
对对对！！！礼仪仪态终于被提到啦
真阿格里
秦昊对比起来也就是有点老
可以说别人自负，直接说人丑太喷了吧……
他比邓伦还是好看一些的
这小东西长得路人都不如
打码好评
三星堆哈哈哈哈哈哈哈哈哈哈哈
周生如故！
什么鬼任嘉伦丑？这人真是应该去挂五官科
严宽陈坤胡歌！
长的其实还行，但是这个片段怎么在演傻子（林志颖版本的段誉yyds）
。。。。。
正生
李乘鄞你给我回来
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
五官没问题啊，就是不适合而已
新版段誉不丑，但是没有气质
白澍颜值可以的，演技不行，五官乱飞
以前看了觉得帅，和现在的货一对比，更帅了
以前段誉我可喜欢了
林绝绝绝！！！
其实跟脸关系不大，主要还是气质，古装尤其考验气质，这也不算容貌焦虑
乌鸦坐飞机哈哈哈哈哈哈哈哈
张智尧！！！
是小羊kiddo！
苏泊爱豆的笑容都没你的甜。
哈哈哈
水产行为
你别过来呀
尼玛放过劳资的段誉！！！
胡歌！！！
能不能不做丑男，太伤眼睛
是如雷的爆笑声吧
喜欢二号机 
这是谁啊，我的天
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈一
劝他们善良放过我的眼
瞧我刷到了啥
求求了，别放原片，救救我的眼睛
我的眼睛啊
腾蛇还是挺好看的 造型的重要性
好久不看剧，被你笑死我了哈哈，确实！
老公！！
好帅！
早上好家人们
求生欲拉满
还早
傻子一样
世界的参差
好早，在上早八
我爱二号机！
最近在重温天龙八部，陈浩民那时候真是段誉本誉，360度无死角
三星堆！！太同意了！！
好像马云啊，真帅！
严屹宽  焦恩俊 和古天乐！
从琅琊榜知道的男左前女右前，霓凰对林殊哥哥的女儿礼哭死我
他还是适合现代剧
求生欲
慢慢的求生欲
哈哈哈哈哈 这里真蚌埠住了
说得真好
妈妈我出息了！
我瞎了
他的下巴好奇怪
我真的是豹笑了
笑起来更丑…
天盛长歌！！
舒服了hhhh
放过谢霆锋吧 他被打了好几次巴掌了 脸都要肿了啊哈哈哈哈哈
老胡帅帅哒！
真就五官乱飞
他竟然有粉丝
天盛长歌真的香
没想到我在吐槽的视频里学三庭五眼
来来来我来说说为什么，因为现在化妆师造型师发型师，以前的只能靠本身的底子，现在底子一般可能就能看加分上去，比如华晨宇等等等
第一次知道免责的名字。
这人怎么有点像孙权
求生欲拉满
这个扮相我觉得还可以，就是演的夸张
周杰老师都比他周正
阿凡达
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
高空抛尸
吴邪他不配，滚
他也不配称老师，就叫金瀚水滴鱼吧
拉丝啦
超级爱二号机
对号入座
是穿着古装走在路上都会被看不下去的路人暴打的地步
你不要过来啊！！！
《我有一个朋友》
哈哈哈，虽迟必到
这就是爷期待了很久的古偶美男吗。。。。啥时候出的2。0？？！
早上好
二号机！！！
张卫健，张卫健
不愧是你
王宽
这个标题绝了哈哈哈哈
水军吧！不然就是一些nc粉
啊啊啊啊啊啊啊这是什么鬼
琉璃里真的挺好的，这里这个刘海
早
章鱼哥
啊啊啊啊苏有朋
早上好
啊啊啊啊啊啊我们的南辰王军！！
哈哈哈哈哈哈哈哈哈哈哈
她可是你妻子啊
