7分钟，我出息了
一起看的五十七位大家好呀
黄种人
说了是谢霆锋的黄种人
牛哔哔哔哔哔哔
牛壁～
德芙打钱
BGM是《黄种人》
你顺风给多少钱啊
顺丰打钱
燃起来了
黄种人
顺丰 打钱
妈妈妈妈，快看，这个肝上长了一个人！
不错啊
顺丰是不是要给广告费了
顺丰得按字收钱。
顺丰必须打钱
结合了它美国心的发言不就是西了？
顺丰广告实锤
奥利给
。。。。。。。
大佬好
这就很精妙了
顺丰打钱
三连了，投了2币
BGM谢霆锋黄种人
顺丰，快打钱
小鱼儿与花无缺
小鱼儿与花无缺的歌
我中通出三倍！
打了打了，顺丰打过钱来
《黄种人》
知道箱子不够吧
这细节，三连了三连了
斯高一
讲究
太牛了
牛掰
顺丰打钱
哈哈
纸吸管盒废纸箱
纸吸管和废纸箱
榫卯构件咋办？？
BGM不错
顺丰打钱
瓦楞纸做瓦，理所当然
谢霆锋唱的歌？？？？？
封顶封顶封顶
这顺丰的LOGO是画的
肯定是顺丰赞助的
细节拉满，顺风不打钱都说不过去
顺丰赞助
BGM:黄种人，谢霆锋
顺丰打钱
最后剩下剧名的剧   江玉燕故意留下的人
样式雷就传给你了
用纸箱做东西 真的会让手很干.....
BGM好评
纸箱要收钱
样式雷转世
金玉满堂啊喂，6月份刚看过
小鱼儿与花无缺
接着奏乐
这是什么bgm呀，真好听
投票引战大可不必
这两个箱子是新的，价值11元
《顺丰殿》
BGM！！！
好的顺风广告了
黄种人
故宫博物院院长前来邀请你
Bgm谢霆锋的黄种人
小鱼儿与花无缺
顺丰打钱
大佬牛批
NB
这是新纸箱好吧，顺丰3号箱3元一个
牛人
回南天怎么办？
顺丰还不打钱！！
十字重檐歇山顶
顺丰报销
你这没一个是旧的 这就过分了
以前古人真厉害
顺丰打钱 谢谢
顺丰打钱！！！！！
牛人
说，顺丰给了你多少钱
真是太厉害了
牛逼克斯啦
猝不及防的广告
问题来了，住在这里面怎么上楼？
你币有了
比1132万梦改的设计还要精致
瓦楞板还可以这么用
确实牛啊
牛皮
广告牛了
这广告好
没加国旗，小心【偷国人】偷视频
MC基因动了！
里面全是快递
解压神器
爷青回
帮扩：顺丰打钱！
故宫太和殿可以吗？最近刚想入艺模了
瓦楞
我的天这个工程量……太强了
就离谱
顺丰给了你多少钱 我四通一达也给你
谢霆锋！你币有了！
雕梁画栋
江玉燕传奇是真的草
不懂
我觉得这是清华建筑系毕业的
黄种人nb！
好漂亮
真的好牛
说实话，顺丰这不转发？免费的宣传
顺丰给了多少到底？
这可比乐高难多了
唱的站难听，都走音了
我小时候的梦想啊
瓦楞纸，绝了。
开门一看，顺丰。
现在搭的是圈梁
太牛逼了
纸扎店生意不好了开始直播了
反手就是投币！
顺丰打钱
顺丰打钱
因为BGM投币
BGM：黄种人（谢霆锋作曲）
细节拉满
三连三连
顺丰打残！
顺丰打残！
顺丰打残！
顺丰打残！
顺丰快打残！
小鱼儿！！！
谢霆锋 ！！！
扶墙看你
真闲
点赞
这怕不是什么废纸箱吧
国窖1573
黄种人
顺丰给你多少钱？我圆通翻倍
好牛好牛
手艺人和不努力的人。你们会选哪个？
厉害厉害
鹿鼎记
要多少钱才能买这么多东西的纸箱啊？
纸箱子哪里去了？小区大爷大妈接走了。。。特别抢手
陆小凤！
顺丰打钱！
离谱
有点像样式雷
顺丰打钱
实在是憋不住了，请允许我说一声“握草”
小鱼儿与花无缺
好有创意
厉害啊
样式雷！！！！！
Bgm是谢霆锋的黄种人吗
这个想法绝
顺丰，把广告费交一下
给跪了
你自己看看这河里吗，魔法了属于是
顺丰打钱！！！
那是合页？？？？？？
顺丰广告
这是瓦楞纸和瓦最接近的一次[嗑瓜子]
有没有人知道这货把梅丽号给烧了！
制作不易拍摄不易
总觉得bgm在仙剑里听过
瓦楞纸做瓦楞，没毛病
顺丰殿
参与？？？？？
投币了 
拼酷 已经报警了
顺丰  我的纸箱要涨价了 
神思者
打钱
顺丰打钱
顺丰必须打钱，不然不给三连（dog）
顺丰广告钱！！
这个顺丰地盘一点都不突兀
区区两币 不成敬意
顺风还不打钱，是讨骂吗？
顺丰加钱！
顺风立马开发同款图纸
基于顺风打造的故宫
您
顺丰打钱
哇塞
这细节，无敌
厉害
燃起来了
乐高那是祖宗玩剩下的
我的打包卖老板了
是不是要去顺丰买箱子
太牛了！
这是鲁班门徒啊！
讲究！
牛逼炸了！
你成功让我关注了你！
顺丰不打钱？
@顺丰
绝了
顺风出多少？我百世出双倍
妙啊啊
不用怀疑这就是
请用这个盒子给我寄螺蛳粉，螺丝粉归你。
已确认，是顺丰的广告！
绝
顺丰打钱
顺丰打钱
还缺俩宫女
细致
厉害
细节满满
哇⊙∀⊙！
顺丰打钱
？
牛逼牛逼
顺治咸丰，简称顺丰
很难不投币
牛逼
太厉害了
禁止在麻瓜面前使用魔法！
不懂就问，这是顺丰驿站吗（狗头）
这绝对是一双被神仙亲吻过的手！
顺丰打钱！
这双手就离谱
黄种人
中华传统 技艺精湛 
这歌好难听
卧槽
卧槽
卧槽
顺丰，520打钱
这盒子起码收费5元
寄快递找京东
我点赞了
提前您
《愉快的木造建筑》
这个人才23万粉就离谱！
顺丰眼光不错
bgm是市集
中式古建YYDS
设计图纸能发一下吗
顺丰给了多少
顺丰可以打钱了
我缺的是纸箱吗？不，我缺的是手
BGM是不是《黄种人》啊？
bgm是谢霆锋的歌
火钳刘明
这个容我弃权选则12
小鱼儿与花无缺
我也想尝试做，可是我不配我没这个手
重新定义「废弃」
（黄种人）-谢霆锋
这个烧了成本太大了，艺术品无价
卧槽卧槽
卧槽
你也就这里方便了这么一下下
怎么有一种我的世界既视感
顺丰打钱
这广告不错
顺丰太扎眼了
黄种人
太厉害啦
这是有吸铁石吗
此乃顺丰云殿
哇好聪明
顺丰打残。
中式古建YYDS
顺丰打钱！！
太牛了
复杂的中国人
复杂的中国人
斗拱
看到进度条，我傻了
细节好评
小鱼儿与花无缺
全都割圆弧，亿点点麻烦！
珍珠牛逼
此物只应天上有
白嫖失败
牛
妥妥的关注
顺丰打钱
这真大神
斗拱好评
顺丰打钱
顺丰给你多少，我京东出双倍
细节
顺丰，打钱
哇
燕皇传奇
明天手工课就做这个。。？
为什么要放日本的歌曲！
哥们，背景音乐用错了，咱中国没有么
得了灰指甲，一个传染俩
这是新箱子吧？？？就这精致程度还“废弃纸箱”，是有多浪费
太厉害
顺丰打钱
建议命名为：顺丰殿
顺丰打钱
牛逼
这不比乐高好看，可以模块化设置
看我一屁股坐塌
等我死了给我烧一座
地面也可以画上砖
这么多层
666
提供下图纸同尺寸 可以做个出来
花无缺与小鱼儿电视音乐
这个顺丰简直点睛之笔
卧槽
我可以不要快递，只要这个纸箱子吗
下次顺丰不用这个盒子给我寄快递我就换一家了
顺丰不打钱就是白嫖党
猝不及防
很明显顺丰已经打残了
漂亮，
手艺人
太强了
顺风打钱
顺丰赞助
顺丰打钱
中式古建YYDS
哇塞！震惊到了
中国古建YYDS
建筑大师
点错了选1
顺丰打钱
有刺客
顺丰打钱！
顺丰不打钱对不起你
大家好 国外小哥 一起看看 欢迎留言
瞳孔地震
样式雷！
牛逼
牛哇
好家伙
顺丰打钱
凉席没有了！
我超。。。
王多鱼：这项目我投了
古代人盖房子真讲究哪像现在
榫卯结构
“顺丰纸贵”
斗拱
斗栱 起承载作用，将最外层的桁檀heng tan挑出，使建筑出檐更加深远，形成壮美别致的造型
辉宏
好家伙
纸箱顺丰赞助
这个图纸那里。我也来干一票
废弃的吗？很怀疑
妙啊！
顺丰字最后真的不处理一下？
不上点色么
顺丰打钱
《幸存者名单》又叫《江玉燕传奇》
卖废品了
牛逼
顺丰打钱
也就是说房子真的是漏风的
雕虫小技（Doge）
顺丰打钱
心灵手巧
这bgm。。。DNA动了呀
顺丰打钱
这种纸箱很容易藏蟑螂卵
太厉害了
这绝对是恰顺风
刚才丰顶就感觉不对劲
我给你磕一个吧
巧夺天工？
冬暖夏凉的
顺丰绝逼花钱了
顺丰打钱
太牛逼了
样式雷
雕梁绣柱啊
顺丰全球总部大楼
禁止对魔法使用麻瓜
顺丰打钱
又一位大神
考虑一下买精湛的手（艺）吗
顺风打钱
牛啊
牛啊
到手里的箱子不应该烂了吗
顺丰打钱
顺丰打钱
满屏logo
你们真以为顺丰没打钱？？？？
顺丰打钱啊！
我缺的是手吗？我缺的是up主
顺丰打钱！
顺丰牛x
佩服up，更佩服古代建造故宫的匠人们
点错
收下我的膝盖
样式雷的传人么？
加亿点点细节
精准卡点，治愈强迫症
记得涂上防火层
自动飞上去的积木哪买的？
要数据干嘛？不会有人想复制一下吧？
找碴党傻了吧，挑毛病啊！
顺丰破产了
顺丰打钱
我喜欢灰色的大拇指
这bgm最早还是在欧阳震华演的电视剧里听的
这快递盒咋没一点压痕？
顺丰打钱
BGM：故宫
顺丰打了
我们的快递箱都被蹂躏过了，不平整的
干嘛参观我家
这个视频做得好舒服
好好看啊
亿点点细节
难怪有种纸板叫瓦楞纸 感情是用在这儿呀
好牛啊
顺风角楼
十字脊屋顶！
顺丰打钱！
硬核水印
制作辛苦了
真是加了亿点点细节
房顶喷漆
祖上是样式雷吧？
中式古建YYDS
哇，好美呀 
已然不知道角楼想什么样子了
接不起接不起
重檐庑殿歇山顶
这开门在恐惧着会不会出现个人头
感觉我的顺丰用的都是假纸箱
要求顺丰统一换成同款纸箱，不然不给运费
顺丰打钱
我无语了
顺丰打钱
哈哈哈
某快递公司有给你广告费吗
做这个手工得花多少时间啊！
太厉害了吧
黄种人走在马路上，天下知我不一样！
良辰吉日 封顶大吉
封顶大吉
哇喔
瓦楞纸包装
我要这硬币有何用
看看就好 
顺丰打钱！
顺丰打钱！
顺风楼
要用几个顺丰箱子
ohhhhhhhhhhh
求图纸
up主性格太好
up主真的是多才多艺啊
up主真的是多才多艺啊
封顶大吉
故宫，顺丰限定
这顺丰没打钱我是不信的
顺丰这波广告打的
太牛逼了！
牛啊牛啊
大姐
大雁塔
蟑螂窝了解下
太厉害了
顺丰打钱
再上点色就好了
顺丰报销
纸盒屋
安博里我博
想买一个送给我最“爱”的人
如果不是看见顺丰广告我就投了
这个窗户也太牛了吧
救命，真的好牛
震撼
顺风广告实锤了
这是雷氏家族发明的样式雷吧
顺风打钱
纸板要涨价
不要用日本人的音乐
顺丰打钱
顺丰结一下广告费
我缺的是纸箱吗！
绝了！！
美
顺丰的纸箱到的时候都挺新的我收到的
眼睛说我会了。手说别说话好好看
顺丰赞助
不是废弃的吗？
天呐，肝佬
我的妈呀
啊啊啊啊啊
小鱼儿与花无缺！
卧槽这是我没想到的
中国古建YYDS
顺丰打钱！
NB！！
OHHHHHHHHHHHHHHHHHHHHH
顺丰打钱
up主搞古建筑的吧
这歌跑调好厉害，听的难受
檐牙高啄
好厉害！
小鱼儿与花无缺
能工巧匠
顺丰打钱
顺丰发来贺电
用纸皮都这么复杂，可见我们古代工匠的伟大！！！
服了服了
我跟猪看到这个视频是一样的感受
技术活，当赏
啥也别说了唯一的一个币给你了
小鱼儿的bgm是吗
牛啊
顺丰打钱！！
厉害了
为高手点赞！
四出抱厦重檐歇山顶
咱丰顺馆三连了
赏
bgm：市集
传说中的切割咒与永久粘贴咒…
三連了!
哇哇哇!
絶了
好厲害!
妙啊
这么快是怕我学会？2慢速我都学废了
我一直不明白这首歌为什么会是古代武侠剧的片曲
天啊，这工程量
卧槽
顺丰打钱
顺风打钱
现代样式雷烫样
瓦楞层巧思巧用，工到奇成
看的我一愣一愣的
应该是顺丰给了钱的而且提供的更好的纸箱板平时的纸箱真没有这个质量
天呐天呐天呐
哈哈哈哈哈哈
顺丰打钱
还卡起点了！
好会利用啊
顺丰：以后的邮费都免了！
想买
顺丰广告无疑了（看破
瓦楞纸
艺术品啊
秒啊
受潮怎么办
我的快递箱到手后都是残缺不全的
音乐：市集……
太丝滑了吧
手真巧啊 细致入微
古代的建筑之美 技巧之精真让人叹为观止！
顺丰打钱
明显的激光切割痕迹
牛逼
顺丰总部
绝绝子
这么新的快递箱，二次利用比你这么拆了环保多了
好家伙
雷氏家族就是这样做的
先做好模子  然后让工匠去做
顺丰须弥座？
封顶
帅丰打钱
死后要烧的，请现在下单付款
n b
niubi
卧槽
顺丰打钱
顺丰打钱
真牛逼啊
牛
顺丰排面
白嫖失败
这bgm和我学校上课铃一模一样
顺丰殿
样式雷烫样
真“瓦”楞纸
牛逼
顺丰打钱
好细节啊，好看！
】、
说破大天也是激光切的
幼三国？？？
幼，幼，幼三国
不行了，看得我必须三连了
顺丰打了钱说一声，不然以后不发顺丰了
我懂了，是顺丰的广告
顺丰打钱
顺丰打钱，快点！
您
顺丰打钱
这八角楼防火不？
做施工图肯定很厉害
这得多熟悉古建筑，才能这么熟练的做
顺丰打钱
这首曲子是真的好听！！
牛逼
在古代你就是工部尚书啊
说浪费纸箱的，你一辈子都做不出来，酸啥呢？
卧槽牛啤
顺丰赶紧打钱啊！
熊 孩 子 狂 喜!!!!!
熊孩子:打火机呢?
顺丰包邮吗？？？？
