哈哈哈哈哈，
希望明年榜单上能有巡回检查组
棋魂啊，超级黑马
有钱啊，穿AF1
我心里的年度最佳！
国产李秉宪
整部剧是丁可配的乐
4倍速启动！
BGM《得到太阳》，好听
我知道“阴乐”就是从这个剧的弹幕
确实是这样- -
你总是能在大晚上给我一个惊喜
好长!
有  就是贾发
江阳
阴乐开具
不用了，谢谢
木鱼大江大河和风声也挺好看的
朝阳东升。本就是一类人
福山雅治
来来来
我起床铃声
隐秘而伟大
我的最爱，私心偏爱它
喝牛奶给我吓死
褚嬴！！
普普妹妹好可爱
棋魂排面！
想见你！！！！！！！！！！！
棋魂棋魂棋魂耶
大江大河 永远的神
我丢
哇 时长爱了
这个配乐真是绝了，没有想看第二遍的欲望
正常人谁写日记呀
张颂文牛逼
这时长！！！加上露脸的李沁，必须三连！！！
好冷
绿茶哈哈哈哈哈哈
我来看我的小光和小亮！
棋魂棋魂棋魂！！！yyds！！！！！
全是阴间配乐
张颂文老师！
想见你
沉默的真相真的今年的国产良心剧
想见你排面
《东京杀人事件》
不了不了
不了不了不了(●°u°●)​ 
好喜欢这个小女孩
紫金陈只有一个严良！一个高栋！
来了来了
送走了
这集题目苍蝇 印象太深了
就……挺秃然的
一切皆因普普提议
超好看
阴间配乐，听得太慎人了
棋魂！！！
听不得这歌
锦衣之下！！！
这开头曲（x_x；）
棋魂呜呜呜呜呜
隐秘的角落值得！！
苍蝇
哎呦你个小东C
原著坏小孩更恐怖
棋魂排面！！！胡先煦好棒！！！
视频做的真美！
我才不要和你做朋友！
巡回检查组
普普也不是什么好人
年度最佳+1
时长感人
我喜欢这个
为棋魂撑排面！
来了来了
不是故意的就不用道歉，好有道理
大江大河排面
喔
隐秘的角落
好家伙全看过
陆大人！！
您看我还有机会吗？
我偏偏走进了你的
就挺秃然的
棋魂牌面
沉默的真相！！！！啊啊啊啊
沉默的真相永远的神！！！
白宇！！！
害怕
我还是吓到了
笛卡尔老师（doge）
非静止画面
才注意到是AF1好贵的
哈哈哈哈哈哈哈哈
名场面
三叉戟啊
重启之极海听雷
十日游戏啊
我们的好演员不少，但是说到曾经买不起房的好演员，想起来富大龙和张颂文…（doge）真实力派
想要这个预设
进度条！！！
长夜难明（沉真原著）也有严良
《隐秘的角落》
18228
集数少，力求短小精悍
肝帝董佳宁？？
棋魂必须拥有姓名！！！
棋魂冲呀！！！！！！！！
吓我一跳
卧槽
18300人正在看
另外的18299个小伙伴们，你们好
给个机会
剧中
疯犬排面
剧中父亲知道真相后也没有戳穿，而是把自己缺失的爱补上了
再看一遍还是被吓到了
名场面
记录我在此看过
朱朝阳让我想起吴谢宇
来了来了
棋魂冲冲冲
隐秘而伟大
。。。
才发现进度条好长！
害怕
胡先煦妈妈来了
秦昊是不是因为这个没去演吴邪……
求这段bgm
棋魂！
我才发现一个多小时
沉真冲啊！
沉默的真相yyds
这时长，太香了
今年爱奇艺自制剧出的剧质量超好
摩天大楼
风犬少年的天空
三连再看
我发现这个相机我家有同款不过已经坏了……
想起了去年，心仪的失望电影（doge）
首页牌面
害怕
这小女孩儿也不简单
张颂文真的厉害
没有了
江阳值得
山海情强推，超级好看
呵～上来就这么猛
一小时已经2.4万了
我发现我看过好剧一大半
来啦
af1纯白低帮
张颂文今年有好几部作品要上线  敬请期待
我看看谁敢占张东升的便宜！
进度条好可怕
沉默的真相！！！！！
公开处刑
棋魂
大江大河全员演技在线，巨好看
阴间bam
棋魂我要吹爆！！
棋魂！！！！！
就，挺秃然的……
感觉这部剧是电视剧
感觉这部剧是未来电视剧的新纪元
绝对是隐秘的角落，朝阳东升啊！！！！
不是或许，你想出出不去啊！！！
来了
哈哈
沉默的真相
琉璃！！
啊啊啊啊陆大人
风犬排面
弹幕了
芊芊排面！！！！！！！
必须是大江大河2
有风犬不是很正常吗
沉默的真相冲鸭！
风犬！！
最强《大江大河2》
开幕雷击哈哈哈哈
猪皮发，我知道系你！
不了不了
徐佳莹！
c沉默的真相也好
棋魂！
1
张颂文老师排面！
小锦
艺术品
锦衣之下
三十而已！
鬼吹灯龙岭迷窟
隐秘的角落年度剧王  唯一入选国际剧集的国剧之光
木鱼好长啊
光嬴光排面！！
艺画开天直呼内行
琉璃琉璃琉璃
隐秘而伟大，吹爆！！！
这样挺好的
啊啊褚嬴！！！！
不愧是上忍
唐探汶颂，是你！
啊啊啊啊啊啊啊 荣梓杉
这集标题叫苍蝇，不仅碗里飞进了一只苍蝇，人的心里也飞进了一只苍蝇
棋魂！！！
心中最佳就是鬓边和沉默的真相
棋魂！！！
国产剧我只看正午阳光拍的
想见你！！！
棋魂
荣梓杉演技太好了 大家看番外篇了吗 直播啊！太牛了！
隐秘而伟大！！！
就像自己过了这个夏天
那是朱永平！！！不是什么永升
害怕
德华
荣梓杉十岁就在贾樟柯的山河故人里崭露头角了
鬓边不是海棠红阿
严良 紫金陈小说里的工具人
朝阳很令人心疼 那么优秀却不被爱
六元一斤虾
瞎说什么东西?
最喜欢隐秘的角落 很真实 很有特色的一部剧！
想见你yyds！
荣梓杉演得好好哦
鞋是男主父亲买的补偿用的好像
就是年度最佳 质感最佳
穿越火线
摩天大楼
害怕
这部剧全员都很给力！良心
你看我还有机会吗？（你想死吗）
隐秘的角落
bgm《得到太阳》
我已经气死了在这里
黑色的朱朝阳
哇喔
人间阴月
德叔
张老师太棒了！
pupu心机至少20岁
挺让人难受的，爸爸怀疑男主，还放了录音笔
想见你!
这里是在广西灵山的六峰山上拍的
某某记
猴鼎记？？？
来了
bgm好像是风犬的插曲
Nb
2077
大局不能杀你，我来杀
点赞 投币！啥也不说了
童谣真棒
棋魂棋魂
大江大河
大江大河2
张颂文老师该火
大家都不睡觉吗，凌晨一点有一万多人
想见你！！！
阴乐
这个配乐好阴间
没有穿越火线?
棋魂！！！
棋魂好评
只看沉默的真相
好吓人
大家好我是董家宁！
这段做的很赞
开屏暴击
棋魂排面！！！！
大江大河2刷一次
棋魂！！！永远的神！！！！
棋魂给爷冲！
阴间音乐
棋魂棋魂棋魂棋魂棋魂棋魂棋魂棋魂棋魂
棋魂棋魂棋魂棋魂棋魂棋魂棋魂棋魂棋魂
棋魂棋魂棋魂棋魂棋魂棋魂棋魂棋魂
出了15分钟老年朱朝阳番外篇，没看过同学快去看
阴间培养液
普普演技真好，真自然
开幕雷击
大江大河呐？
睡前读物
招魂曲
隐秘而伟大！！！
隐秘而伟大
隐秘而伟大
大江大河2
岳父！
我现在一听到小白船这首歌就起鸡皮疙瘩，谢谢你奥
棋魂棋魂我来啦！
沉默的真相 永远的神
开幕雷击
我被吓到了  赔钱
棋魂真香
沉真！！！！
这机器居然有翻转屏！！！
蓝蓝的天~
三叉戟
好美的画面
好诱人啊这一幕，这么多艳尸
想见你
实至名归难度最佳
我的天，时长！
怕怕
弹幕护体
大宋
大宋少年志
大宋少年志排面
风犬必须有！
原作里这个小孩不叫严良，原著里严良是张东升老师
我来了
琉璃
琉璃
琉璃
求BGM！！！
鸡皮疙瘩！
好剧我都看了哈哈哈哈哈
琉璃
隐秘的角落！！！！
阴间BGM
庆余年和隐秘的角落是我心中的神
BGM是《风犬少年的天空》插曲《得到太阳》
棋魂啊啊啊啊啊
隐秘的角落是我心中的第一
良心好剧  演技大赏
我丢！！！！
就很秃然
突然发现进度条惊人？！！！
求BGM
鬓边不是海棠红！！
感动
想哭
回忆啊
哭
 《我看，普普，才是最有心计的吧》
穿越火线
穿越火线！
棋魂真的好
沉默的真相！！！
啊啊啊啊 棋魂
密恐想吐
我是余欢水
棋魂！！！
棋魂我的泪！
辛苦了
头发本体
大江大河2算是2021的剧吧
隐秘而伟大
隐秘而伟大，必须有姓名
？？？？？？？？？？、
、、、、
BGM是什么啊，有大神知道嘛
沉默的真相来了！
大江大河2啊
隐秘的角落 隐秘而伟大
大江大江没有吗竟然
江阳！沉默的真相！
大江大河最强
江阳！沉默的真相
沉默的真相yyds！！！
隐秘的角落三刷了真的好看
鬓边不是海棠红！！！
《沉默的真相》确实很棒
我就问你看不起谁，才十万赞
隐秘的角落心中第一+1
大情妇呢
2020年度最棒的电视剧
想见你永远滴神
三个孩子都演的好
琉璃排面
确实全员实力派
想见你
这部剧让观众看到很多好演员
刘琳老师也很厉害的
排面排面
沉默的真相值得
真的很喜欢这部剧
棋魂，锦衣之下给我冲！！！！！
好像是anti的电子阴乐
大江大河应该算2021年的
细思极恐  这个电视剧
大晚上被吓到了
棋魂棋魂
棋魂棋魂棋魂
纸牌屋！
居然有琉璃！！
啊啊啊啊啊紧张
先赞再看
机会创造者哈哈哈哈哈
回头不小心让你摔下楼就也不用道歉了吧
我经常唱小白船，哈啊哈
没想到在这能看到毛骗
朱东永
开幕暴击
白嫖失败
大秦赋
高产似那啥
琉璃成毅我来了
琉璃司凤白月光
苍蝇
想见你！！！！
来了来了
害怕
前排提示，建议屏蔽“棋魂”、“光嬴”等词
最喜欢这部
iLidi
你看我还有机会吗
鬓边 确实挺好看的
2020最佳！
一部好的电视剧应该是男女老少都喜欢，而不是因为它有市场有热度
挺秃然的
阴间BGM
别唱了别唱了
棋魂！！
字幕暴露了
某些明星，还不如这些孩子
陆大人冲啊
不许这样对你张叔叔
阴月
这个超好看
陈芊芊排面!
来点阳间音乐
鬓边！
乘龙怪婿真的经典
但说实话还是有点拖沓，情感打了满分，还是沉默的真相好点
有一说一，我真的觉得普普不简单
普普真的不简单
朝阳东升，他们本来就是一样的人
录音笔有拉链声，后面老爹也知道是装的
一小时？？？
我心中最佳是摩天大楼，隐秘的角落和棋魂
我爱李沁
李梦好好看
棋魂！
棋魂！
棋魂啊啊啊啊啊
棋魂yyds
决定了等会早餐吃混沌
秃然的自我
棋魂，陈芊芊
大晚上吓到了 
凌晨5点还有两千多人一起看，绝了
一个小时
小破船永远的神
我们都有机会
棋魂
巡回检查组
导演以前搞乐队的
还真是
沉默的真相排面！
《阴乐》
张松文老师好温柔好牛逼的说
隐秘而伟大
原著更值得去看看
00000
终于等到了
鹿鼎记预订
黑化版余欢水
又被吓到了
衣禽兽，没有冠
来了来了
棋魂
山海情
阴乐
吓人
进度条感人
这里是老妈知道他撒谎了 但是自己儿子又不能不陪他圆的愤怒癫狂
普普是有心机，但是朱朝阳比她更甚
陈芊芊！
我好爱！我爱隐秘的角落！
琉璃琉璃琉璃琉璃琉璃琉璃琉璃
琉璃琉璃琉璃琉璃琉璃琉璃琉璃
琉璃琉璃琉璃琉璃琉璃琉璃琉璃
进度条感人
隐秘而伟大
改编比原著强化很多，戏剧性十足
阴乐
求BGM
提前为下一集木鱼水心工伤报销一个硬币。
你看我还有机会吗
没想到这么多人看棋魂
湛江人发来贺电
沉默的真相！
张颂文演得真的很不错，情绪非常到位
棋魂
棋魂！
沉默的真相和隐秘的角落 太好看了
已经怕了
2028年，我总共就看了2部日剧
沉默的真相
肖枫
你看我还有机会吗
阴间BGM
没有时代报告剧《在一起》吗？​
锦衣之下我快进看完了，我的天呐，到底是谁推荐我看的
鸡皮疙瘩瞬间起立
开幕阴间打击
伊能静
龙岭迷窟
开幕雷击
鬓边！
棋魂
棋魂！！锦衣之下！
《朝阳的特别暑假》
棋魂永远的神。
终极笔记
棋魂
棋魂棋魂
同款AF1
沉真沉真！
想见你真挺好看的
阴间BGM
BGM很瘆人
害怕
有机？有机不会
未来可期啊
卧槽，鸡皮疙瘩
沉默的真相！
。。
棋魂！！！
好家伙，纸牌屋
心肺骤停
俞亮时光排面！
江阳！
阴间
隐秘的角落真的很用心
想见你！！！！
小演员也真的演得很好
谢谢，木鱼的陪伴
我觉得她真的不简单
这歌让我一激灵
好家伙 ~！！！！！！！！！！！！
去看这部剧的b面解说，我有点睡不着觉
我来看看为啥又baby
名场面
诛他爸的心
阴乐
这阴间bgm
木鱼冲冲冲
阴乐起
隐秘的真相
棋魂跟沉默的真相！
棋魂排面！！
86西游记也是每集时长不一
我来了
江阳！！！！我爆哭
陈芊芊绝美！
棋魂，啊啊啊啊啊啊
一下夫妇永远都爱
危
阴间音乐
来了来了
棋魂
江检
nib
好吓人
朱朝阳好帅！
来啦
有机会有机会，都有机会！！！
庆余年
阴间配乐
大江大河2应该算2021的
陈芊芊！
棋魂
棋魂
开局王炸
最后把张东升杀了
风犬排面
秃然的自我可还行
琉璃
黑化版的余欢水可还行
十大只服-大江大河-流金岁月
时常爱了
时长爱了
就是因为这些原因，才不怎么看国产剧
乘龙怪婿排面！！！
就，挺秃然的
棋魂排面！！谢谢木鱼～
hhh阴乐
吹爆隐蔽的角落
想见你太绝了！
大江大河越来越假大空了
表白bgm和风犬
公开处刑
沉默的真相
不行，我得重新看一下
总算等到啦
8000人上班划水
危
都不是好人
时长感人
危
我正在喝牛奶我好慌
沉默的真相
风犬！！
沉默的真相
原著更精彩喔，推荐大家也去看看原著
锦衣可以
看见江阳就一身鸡皮疙瘩
严良全程傻黑甜
少年游之一寸相思也真的不错
通勤（摸鱼）
隐秘而伟大排面
沉默的真相！
啊 我看得时候完全没注意到时常诶
秃然的自我
其实朝阳妈演过朝阳后麻德妈
为贾发发弹幕！
这个歌一响起，我已经害怕了。
隐秘的角落冲冲冲
喜欢喜欢喜欢
3连再看
余欢水可以的
吹爆隐秘的角落
导演以前是搞音乐的
严良炎凉
给我才不要和你做朋友一票
棋魂
我不要听这阴间音乐
BGM
啊我的想见你！
丘处机啥意思？
你们听不懂 你问你们还要不要机会
哈哈哈
反正二老没机会了
丘处机
大江大河！
琉璃琉璃琉璃！！！！！！！！！！
9400多人了
你看我还有机会吗
这个是怪兽剪辑的内容
个人更偏向于，他是最冷静的那个，审时度势后，顺势而为。
当时看见这一幕真正体验了一把脊背发凉
隐秘的角落
当时看见这一幕真正体验了一把什么叫脊背发凉
琉璃
贾牙我知道是你
害怕
宋浩老师
害怕
棋魂！！
好一个黑化版余欢水！！！
害怕
棋魂！
隐秘而伟大也不错啊
有
张颂文老师是真的牛逼
其实他爸懂了
大江大河2
建议看看原著，更恐怖
棋魂
小胡啊棋魂
棋魂
人间阴乐
棋魂！！！
隐秘而伟大
沉默的真相
沉默的真相
也许这就是未来的我
沉默的真相
我丢
沉默的真相冲冲冲！
想见你yyds
棋魂
小朱才是小说中的心计最可怕的
想见你
哈哈哈哈哈
不应该是1001失望吗
沉默得真相~力推！良心剧！
叙事手法很像绝命毒师
大奖江河也是力推
余欢水！
前两天导演还直播了这个话剧，普普他们实锤死了
想见你！！！！！
你看我还有机会吗？
水心的配乐是真不错啊
喜欢
鸡皮疙瘩已经起了
棋魂
0204    冷血动物都给吓一跳
原著里朱朝阳才是最邪恶的大boss
你要赞要的太少了。说明本来就准备下周三更新
哎，算了吧
想你了姝姝～～
贾发
锦衣之下上星了
鬓边不是海棠红！
啊啊啊啊啊啊啊木鱼这里还能看到完美女孩杨幂！！！
鱼换水没黑化吗
这妻子一般啊
Woc!纸牌屋！！
陆大人排面锦衣之下
ddj
鬓边不是海棠红
我只看过庆余年emm
机会创造者哈哈哈哈
棋魂冲鸭
完美女孩真的不错
棋魂！
完美女孩！
终于敢要十万了
名机会
奥特曼，奥特曼
居然有穿越！！排面！！
沉默的真相！
锦衣之下
隐秘而伟大，也绝
害怕
朱朝阳父母都好可怕
沉默的真相！！！
庆余年!!!!
！！都是好剧
进度条
风犬！！！
沉默的真相
琉璃排面
庆余年！！！！
琉璃啊啊啊啊啊啊
琉璃冲
其实我觉得巡回检查组挺好看的
沉默的真相！棋魂！想见你！
大江大河
口型不对欸
棋魂
吹爆！！！！！！！！！！！！！！1
陆大人给爷冲！！
棋魂棋魂！！！！
想见你
哈哈哈，空卡
黑化版余欢水哈哈哈
普普不简单的等等我！！
这个时长牛
想见你
宫崎骏妹了
大制作
虎躯一震
幂幂
好想李老师啊
今年真的很多良心好剧，
¿
呃！吓得我咬的山药都掉了
《锦衣之下》
又被吓到了呜呜呜呜
张颂文演的太棒了
棋魂排面！！！！！！
沉默的真相排面！！！！
啊啊啊  有了琉璃
琉璃啊 
初遇！
不只是原著，电视剧里也是狠角色，不过表现得很隐晦
呜呜想见你
隐秘而伟大
琉璃！
bgm回来了
琉璃！
京城少女的梦陆绎大人
只看过想见你
贾牙
三十而已就算了
摩天大楼
提前害怕
年度最佳
我才不要和你做朋友呢
余欢水：你再骂
棋魂牛批！！！
锦衣之下锦衣之下锦衣之下锦衣之下锦衣之下锦衣之下
锦衣之下锦衣之下锦衣之下锦衣之下锦衣之下锦衣之下
锦衣之下
diyi
辛测评上线！！！！
害怕
有可能是剪掉了
哇，吃排骨！
有
这背景音乐
我觉得我看到了十年后我的发型
棋魂排面
所以原著叫坏小孩
进度条感人
坏比
我的年度隐秘第一！！！大江大河2第二！！沉默的真相第三！
进度条感人
词条少了一个：时间管理大师
害怕
想见你
冲这个时长也三连了
朱朝阳同款空军一号
锦衣之下！
没qqgy
1
没爱情公寓？
棋魂！！！
我还有机会吗？
大江大河2
恐怖的进度条
还有机会吗
棋魂！！
鬓边
李沁我老婆！
棋魂棋魂
摸鱼?===通勤?
棋魂啊
哈哈哈哈哈
庆余年太好看了呜呜呜
本来是冲着庆余年剧情来的结果喜欢上了李沁
噗噗真的太棒了
秃然
鬓边！！！
市场感人
时长感人
阴乐
严良算是善良的
棋魂啊
想见你排面！！！！！
我才不要和你做朋友呢 超级好看！
德花
看过十部
棋魂棋魂棋魂
琉璃!
喜欢水心的嗓音
沉默的真相！
想见你
献给童年
阴乐
害怕
吓我一跳
想见你！
长度感人
去年是华语电视剧大年，高分剧多得数不过来
机会创作者，我直接好家伙。
我真的太爱想见你了
江阳
这个背景音乐。。。
太牛了
注意朱朝阳低头看鞋的时间，可以证明他是黑化了
鸡皮疙瘩起来了
来了来了
朱晶晶危
我看到最后才知道人是朱朝阳杀的
十万瞧不起谁呢
棋魂排面！！
挖槽鸡皮疙瘩起来了
褚大人
这个就欺负人了，怎么很多人没有提到呢
阴间音乐
棋魂！！！
棋魂
相当于大刘的丁仪吗？
棋魂棋魂棋魂棋魂棋魂棋魂棋魂
棋魂棋魂棋魂棋魂棋魂棋魂
棋魂是真的好看！！！！！
棋魂被胡先煦圈粉了
去年网剧完爆院线+正剧
棋魂棋魂棋魂
这部剧没超原著 真相剧某种意义上超过了原著
穿火！！
沉默的真相
朱朝阳 是最坏的
阴阳师
把可能去掉 这部魔改得太多了 火归火 但是和原著比真的差不少
我们小棋魂啊啊
隐秘而伟大！
棋魂！！！！
锦衣之下！！！
紫金陈他爸直呼内涵 PS陈他爸也是卖水产的老板 也是离异不认儿子
棋魂！！！！
怪不得
想见你必须拥有姓名！！
我打开第一集发现有一个多小时我就退出去不看了。。。原来不是每一集都这么长啊
最爱大宋少年志
BGM:someone you loved
好阴乐
庆余年
为啥没有《安家》
大明风华
黑化版余欢水
是人是鬼都在秀，只有严良铁憨憨
这段BGM不是得到太阳吧？
隐秘而伟大
隐秘而伟大
害怕
不喜欢琉璃
我是余欢水
棋魂！！！！
棋魂排面
棋魂！韩沐伯！方绪！
我以我血荐轩辕
正经人谁写日记
想见你
BGM好评！
大江大河算给2021吧
你看我还有机会吗
陆大人排面！！
风犬少年的天空
传闻中的陈芊芊！
鬓边不是海棠红！！！
风犬！！！
吓人
秃然的自我
阴乐
h害怕
别别别
还有大江大河2
欸
欸
欸
从开门那一刻起就已经注定
好家伙
时间管理大师 朱朝阳
什么阴间bgm
想见你
锦衣之下排面
这部剧太好看了
隐秘+棋魂双担！今年是猕猴桃的胜利。
看猴
庆余年就因为某个演员我就没看了
心  脏   骤    停
风犬
吓人
shuai
这转场太酷了吧
锦衣之下
卧槽
这进度条可怕哈哈哈
陆大人陆大人排面！！！！
隐秘而伟大！？？
隐秘而伟大超级好看！！！！
音乐可以接地气但不能接地府啊淦
锦衣之下
鹿鼎记？
书里普普挺……
鸡皮疙瘩起来了
张东升
主角张东升
阴间阴间
有些强？太强了点吧
想问一下《叹息桥》能算吗？质量真的很高
琉璃
哈哈哈哈 诛心啊
卧槽哈哈哈
沉默的真相！！！！！
风犬
正经人谁TM写日记
德华
开幕雷击！求别放小白船！！！
哈哈
传闻中的陈芊芊！
我中午等到木鱼说隐秘的角落了QAQ
陈芊芊！
这个时长！
终极笔记
听见她说！！
啊啊啊啊啊不要唱不要唱啊
李子维进！想见你牛啤！
棋魂排面！！！
好家伙 秃然的自我
想见你！凤南小分队！
紫金陈二杀！
紫金陈牛逼
一直在想，普普真有弟弟么
秃然的自我哈哈哈哈哈哈
庆余年！！！！
庆余年
原著看了，改编的不错
隐秘而伟大
棋魂！！！！！！
斗罗大陆
你们看我还有机会吗
棋魂！
我应该百分之九十都看了。。。
空卡空卡空空卡
棋魂！棋魂
沉默的真相！
沉默的真相！
ww
前前前
《琉璃》
锦衣之下！
啊司凤璇玑！
锦衣！
虽然知道剧情但还是被吓了一跳
想见你！！
秦昊演技在线
我的想你就是这个
摩天大楼
我是文丑
啊 考研去了
棋魂！
草
棋魂棋魂
弹幕护体
想见你
棋魂排面
来了
沉默的真相
《棋魂》！
你看我还有机会吗
棋魂不错。。
怕怕
风犬少年的天空吹爆
沉默的真相有点压抑，不过年度最佳
隐秘而伟大！
又是这个阴乐
不道歉  ？ 你没机会了
来了来了
大江大河 推荐
纸牌屋厉害了
此时应该有 OLIO jianggo
祖传三十万
更喜欢原著
真相了
普普也是大佬
隐秘而伟大！
绿茶哈哈哈
山海情
风犬排面
沉默的真相
风犬！！！！
阴乐又来了
棋魂
看到棋魂要哭了
吓到了
棋魂棋魂
棋魂冲冲冲！！！！
棒棒棒
李斯，你咋秃头了
想见你
黑傻甜小严良
看进度条！
挺秃然的
把BGM给我掐了
没有
10万冲啊
这部剧很多细思极恐
棋魂
棋魂！
踩了别人的白鞋要道歉
穿越火线
沉默的真相
风犬牛牛牛
卧槽 严良不是沉默的真相的男主么
隐秘而伟大！风犬少年！
沉默的真相
棋魂真滴好看
沉默的真相永远的神
牌面
