弹幕你
还知道回来？
哈哈哈
泪目
fpx：ban管上校
封面像李哥
孝死了
这走位跟我一样
1483问题不大？
孝
吐痰
他们不离不弃的陪伴着IG走到了最后一秒！
离谱电竞
逆天
嘛意思弟弟/
7777777
哈哈哈哈
不撤了
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
帅
原来是你
0伟翔
春晚打饭
wink想赢是吧
这波牛吃塔兵操作好顶
edg全员感冒，不在状态
老病友了
假赛队！
谁火谁上
传下去，我翔哥是0
哈哈哈哈哈好开
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈 蚌埠住了
哈哈哈哈哈大校你别笑啊
救救救救救救救救救救救救救救救救救
假赛狗来了
逆天
孝死了
bo人归来
哈哈哈哈哈哈哈
好开！
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
孝
先进季后赛吧大哥
好补
我也刚拔掉
kod太好孝了
hhhhhhhhhhh
8个mvp
卧龙凤雏
凰粉快跑，跑！
。
fbx
博人来了
IG没了
哈哈哈哈哈哈
教科书般的塔刀！
哈哈哈
金圣！
一场比赛篇幅这么多，两队真是流量担当
蚌埠住了
就是没有硬币哥的zuoyi
哈哈哈
c，刚输JDG
孝孩游神
先不谈上路
宋江很稳定
有意思的来了，bo要上场了
哈皇的瞎子，把电宝踢进世界赛的
这里小学弟没打到脸其实哈哈哈哈哈
？？？？？？？？？？？？？？
确实，ad祭天法力无边
晴天打团真的强，弥补了tes上的些许不足
报！ig被jdg斩于马下
刚春丽官宣bo了
3:46表情包
哈哈哈
二太子不服
h'h'h
？？？？？
有个0炜翔
他太聪明了
逆天
柴西小心极杂
好开
好补刀hhh
你不许说他呜呜呜，他是我爹！
现在俩寄
1111111
无处不在的小明
哈哈哈哈哈哈哈哈哈
孝死了
报，IG被京东2:0轻松拿下
波波团战一换五哈哈哈哈还双关
孝
先不说中上，懂的都懂
好开
刚来，请问viper玩儿的阿克尚吗？
IG  JDG更精彩
哈哈哈哈哈哈哈哈哈哈
笑死我了
您别说了
哈哈哈哈哈哈哈哈哈
2200?
孝孩
假赛队
就今天这还有50%？
哈皇当年把edg踢进世界赛的好吗
哈哈哈哈kod
tsh回来200%进不去了
蚌埠住了
刚刚和京东 晒哥太强了  京东第六人
哈哈哈哈哈哈哈
让我康康
没办法，中上不粘锅
孝孩
就离谱，哈哈
太好孝了
‘’‘’lpkj'】‘’【poikj'【】、。， 你；】；；
下饭
逆大天
哈哈哈哈
哈哈哈哈哈哈哈哈哈哈
听到柴宝的声音就有那味
谦逊？6-0，去冰岛也是送，输谁也不能输RNG，这叫谦逊？
老婆
洪荒帝国守卫军
好补
逆大天
bo上一次我黑一场
怎么还有一个人头被按在地上
不死就可以了？wink他可是ADC啊！！！
输是真的输了 病也真的病了 直播时厂长说了都生病
√8
在你这边不是100%
蚌埠住了
孝孩游神
？？？？
在现场，印象深刻，手段极其残忍
？？？？？？？？？？？？？？？？
说的好
热乎
哈哈哈哈哈哈
就没有一个0吗
内战无敌
hhhhhhhhh
逆天
kid不是开赌场被抓了么？
棍子哥啥时候上场
建议引进icu
河南拔智齿
卧龙凤雏
zhuzhuzhuzhzuhza  hahahah
哈哈哈哈哈
专业的医生
???
来了来了
草
bo人
666666
好补
太难了
和哈哈哈哈哈哈哈哈哈
没毛病，春晚不就是让大家多吃几碗的么？一看就不看cctv
大聪明
big胆！
好开
哈哈哈哈哈哈哈哈哈哈哈哈
中单瞎子0作用上路对线之间爆炸？呵呵
不拔门牙？
哈哈哈哈秒寅水表苦海
？？？
哈哈哈哈哈
哈哈哈
哈哈哈哈
？？？？？？
这期太搞了
哈哈哈哈我他妈牛奶笑吐了
哈哈哈哈哈哈哈
逆天
哈哈哈哈哈哈
bo？吐了
这塔刀补得好啊
笑出自信
特战队。。。
有一吗
蚌埠住了
销户还活着呢？
终于更新了。。。。
孝
bo神归来了
好补
有悖孝道
有点帅啊
春季赛还不叫啊
太秀了
kod 孩孩可爱
哈哈哈哈哈孝死了
卧槽 好活
《你孝起来真好看》
哈哈哈哈哈哈哈哈哈
太秀了
别尬黑，钻一的韩一剪打不过王者不是很正常
恶心
老佛爷拿到尸体，白银都能打出MVP
好帅
好家伙，永劫无间
就硬吹
蚌埠住了
假赛队
蚌埠住了
有18年的味道了
顶碗人是吧
秽土转身
电竞清明
假赛队！！！
急了急了
这么巧的吗？
我去
哈哈哈哈哈
胡彦斌哈哈哈哈
孝孝孝孝孝孝孝孝孝孝孝孝孝孝孝孝
孝死我了
开水
蚌埠住了
哈哈哈哈哈哈哈哈
EDG全胜又有什么用呢，该拉还得拉
保护
癫疯对决
杭州这边公立医院拔智齿是真难抢到号
你这闪现过高地塔一喷四
海公公
海公公yyds
拔了三科
14天更，我还以为你们凉了
等下个版本的，让你哭
握草
好开
快乐嗷屁嗷
卧槽！
好开
0伟翔
对位MVP
电子龙？
谁是AD
先不说其他人
那也比你走一半跑去a眼的热晒强
神医，
不是他拖得是谁拖得?你韩国爹吗?
经典wink的锅，你韩国爹打的太棒了
巧了也是前天拔的
懂了柴西真金白银嘻嘻
大胆！
确实无聊
保护
好补！！！！！
玩德莱文大优没有人帮就离谱
好家伙 CCTV都敢开了
傅韵哲的欢乐水牛…………
我也是我也是
我直呼内行
假赛队，上野辅赶紧跑吧
佛爷暴打女儿
凤一其随
孝死了
脖子呢
叫人的猪不拱
bo人回来了
哈哈哈 和我一样
病友大战
还不错？
职业代练才是个4星凡骨（doge）
哈哈哈哈哈哈哈哈哈
哈哈哈
2.1万离大谱
哈哈哈哈哈哈
泪目
不看不是是吧怎么说还不错的啊？
哈哈哈哈哈哈哈哈哈哈哈哈哈
bo人，假赛队！
跟了
你孝起来真好看
3换15
小雪盲星太顶了
太好孝了
这期yygq拉满
阴天
离谱
hhhhhhhhhh
oulienoutang
这个角度有点像杰伦
对位mvp
哈哈哈
5970
5970不背锅是吧？
赵俊日蚌埠住了
世一摇罢了
2级打TA，6级单杀也叫抓出来的？马脸配？
孝死我了
好活
这声音是柴西西吗
孝孩游神
离谱电竞
二太子的盲僧是最猛的
产品以食物为准
adc：坏了，我成辅助了
来了来了
？？？
好补啊
好开
哈哈哈哈哈哈哈
产品以实物为准
快去请文森特教学
太好孝了
中路先不谈
我也上周拔的···
确实第一场wink打的不好，但ts不是两场都拉？
我都没说你
不许你说我爹！（doge）
ig圣经
KID头好大
the shy来全杀了
确实
好孝
进这个草 再进这个草
救命救命救命
0伟翔
好补
0伟翔笑死我了
wink虽然也不行，但对比之下还行
哈哈哈哈
蚌埠住了
内战幻神罢了 进了s赛也是被暴打
攻守2200h哈哈哈哈哈哈哈哈
蚌埠住了
#wink状态#
基本功扎实
中上先不谈
河南拔智齿
好孝
拱人的猪不叫快笑死了
有1吗
拱人的猪不叫哈哈哈哈
年年八强也比坐在家里强，比赛席永远高观赛席一等
猛1
先不提中上
说369的拉倒吧，春季赛刚被bin的卡密尔踢爆就给忘了？
好开
h哈哈
哈哈哈哈哈哈哈哈哈
神1
线下pk
终于更新了
哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈
7777777
就是个耍猴立人设的罢了
好开
含泪吃兵
电竞春晚还得看NaVi打小蜜蜂
这个动图好聪明啊
西部第三打第四
hhhhhhhhhhhhh
牛壁
前排提示，本期质量爆炸
孝孩孝孩孝孩孝孩孝孩孝孩孝孩孝孩孝孩孝孩孝孩孝孩孝孩孝孩孝孩孝孩孝孩孝孩
孝孩孝孩孝孩孝孩孝孩孝孩孝孩孝孩孝孩孝孩
逆天
柴西现在不喊the shy老公了是吧，笑死我了
0伟翔哈哈哈哈哈哈
救命哈哈哈哈哈哈哈哈哈
蚌埠住了
发廊妹罢了
先不谈中山野辅
太好孝了
是河南拔的么
哈哈哈
是神医ok？
哈哈哈哈
中路尽力了，上路被针对，打野逛街，ad的锅，辅助隐形
好家伙 搁这儿波波双关是吧
先不谈
今年依旧八强
.
九个盲僧一个球
世界赛给你整个大的
哄堂大笑了
0.
战神阿海！！！！！
别说了
黑丝我爱 丝
好补
先秒大佛！！！
内战幻神
逆天
真甜美的孝
好补
自己笑了可还行
保护
0.
0..00.0.
...
歪破脸上的aj印又多了一个
...
开水
那老婆脸更小了
10000
孝
哈哈哈哈哈哈哈哈哈哈哈好开
哈哈哈哈哈哈哈哈
选手海！
破案了
孝死我了
前面说抓出来的，那单杀是咋回事呀
嘎啦？
《先不谈中上野辅》
卧龙凤雏
偷梗电竞，你来了
天王山脚之战
暂停看卡牌效果
离谱
有一说一哈皇盲僧真的有东西
猛1战队
确实挺奇怪的 管泽元解说FPX都输了
有说有孝
翔哥 牛大了
我爹来全杀了
真孝顺啊
哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈h
现在的水已经不是我认识的水了
这期说实话，挺中肯的
与时共进了属于是
蚌埠住了
去好补
属实是逆天
大校解说的fpx比赛都输了
the shy 是他爹是吧
《还不错》
天海大师又名泡哥
黑洞！
保护
哈哈哈哈哈哈哈
哈哈哈哈哈哈
viper，我的德莱文king（诶嘿嘿嘿）
真的很离谱是真的很离谱
离谱
我这边也是50%
销户我的超人
就是没有doinb的zuoyi
晴转多云可还行
好开、
孝
一剪梅哈哈哈哈
我也想说，央视春晚绝了= =
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
管理学
wink春晚不是他最想赢？
回来了回来了
好补
蚌埠住了
8强活就来了
EDG懂得都懂
百分之五十。那不就是要么进，要么不进吗
哈哈哈哈哈
哈哈哈哈哈哈，蓄意轰拳
逆天
河道打拳
？？？？？？
我与泽元不共戴天！
我预习
哈哈哈哈，卧龙！
你孝起来真好看
s赛整大活，稳定8强
？
哈哈哈哈
嘛意思妹妹
卡莎：不好！我成辅助了！
哈哈哈哈哈哈哈哈
好开
哈哈哈哈哈哈
孝
勇敢牛牛 不怕困难！
大校快收了神通吧
哈哈哈哈
哈哈哈
人呢
辅  核
球球你别来了
别孝了
蚌埠住了
交闪早杀了，反映慢的大都躲不过了
jingyi是真滴帅
孝也不孝 不孝也孝
太好孝了
蚌埠住了
哈哈哈
别骂了别骂了
漂亮
好开
蚌埠住了
mid虎一直中规中矩，但top虎基本稳定carry还有不少高光时刻
好补
哈哈哈哈哈哈
好开
可惜就是没有zuoyi
现在IG已经接力edg的饭砵
现在IG已经接力了edg
中上野辅先不谈
还有云观众啊
提前锁定八强席位是吧
首先是
先不说中上
等个输谁都不能输rng
蚌埠住了
奶味蓝说感冒了
不愧是kod，太能孝了
？？？？？
bin的水平可以 但做人确实不行
xin现在是-100进不去
正常
哈哈哈哈哈
不错？？德莱文关键时候A兵 还连A两下
病房大乱斗
雀氏不咋好看啊无聊死了看的差点没睡着
科学
队友呢队友呢，救一下啊
听说是上bo上辅直接弃赛了？
好补
三个A带一！
哈哈哈哈
我不想见内战幻神了。。。我想要寡妇皮肤。。。
李坚盲猜你在看
《春碗》
好活！
别春晚了，真不熟
进度条就离谱
哈哈哈哈哈哈哈哈哈哈
这德莱文是我了。我能看出来
金融学碰不过管理学了属于是
哈哈哈哈哈
哈哈哈
？？？？真就没看比赛
大聪明
？
孙亚龙是阴阳怪气，kod是真的孝顺
哈哈哈哈哈好开
你咋不叫硬币跌呢
老uzi了哈哈哈哈哈哈哈
我也拔了
逆天！
好开
EDG就算了吧
先不说中上 Wink打的确实烂
你不许说他！他是我蝶！
中上先不谈
哈哈哈哈哈哈哈哈哈哈哈
热乎着呢
大聪明
太孝了
战绩不能代表一切，但是中上野这战绩可以埋了
我悟了！
别尬黑 我这也是50几率 进和不进
好家伙，永劫无间都
孝
先不谈中上路
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
保护
差在辅助
别别别
无聊...
好补
先不聊中上
能进季后赛救烧高香了
世一摇
逆天
收了神通吧
不错是对比来的，和韩一剪比确实不错
吗的
经典
有1吗
哈哈哈哈哈哈哈哈
含泪吃线
中上先不说 中上先不说 中上先不说 中上先不说 中上先不说
虎小将军
笑死
管狗滚
宋膑
孝孩游神
哈哈哈哈哈哈
讲道理，这塔刀有点牛逼的
哈哈哈哈
经典猪杂输了找借口
369武器被拉扯白a3 4下还算可以?
孝死了
孝孩游神
时光时光慢些吧，不要再让你变捞了
孝，，，，
我球球管泽元了千万别解说凤凰比赛球球了
宅急送
、】
你现在改节目风格原来是这样改的，不会真以为你思路跟大伙一样了吧
Wink这不送一个，给大哥们整的多没面子
太贵了，四颗花了两千多。下面八百，上面四百。
顶尖塔刀
shy小资急了
滔搏个人能力还不强？不强也赢了第一呢
有的刀必漏的没办法
冲
好补！
有啥用打外面打不过
重新定义还不错，你不说没事好吧非得给他洗？
卧槽6666
好开
有道理
蚌埠住了
8个兵补到7个真的牛
林炜翔基本功真的扎实
前几天我还真拔了
哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
好！
离fpx远点！！！
还有一个钻一
《神 秘 的 东 方 力 量》
hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
？？？这是EDG？
云人来了，猪狗大战就是猪狗大战，春晚就是ig打rng
看比赛的都知道xun将军一人带崩全场
那你用的什么看比赛  等你姜哥杀人呢 你搁那排眼
管大校PTSD
好孝
永劫无间  还有人不知道？？？
lovecamille
大哥
这两把都是theshy先摇的人
逆天
第一把那也是第三战犯
第一把先不聊
哈哈哈哈哈哈哈哈哈
你输过ig
哈哈哈哈基纽特战队
别刀了。这个表情我心都碎了
哪里有1？
怕你不知道提一嘴 360的贾克斯被bin0-9
有人急了
今早上刚拔完 开始疼了
韩服钻一剪刀妹
来了来了
绷不住了属于是
确实有人喜欢打无效输出但我不说是谁
哈哈哈哈哈哈 基纽特战队
逆大天
一剪梅
哎呀妈，牙好了呀
FPX跟大校犯冲
不愧是你啊管泽元
蚌埠住了
猪杂各种反串整活还不够么
Viper我滴超人
哈哈哈哈哈哈哈哈哈哈
百分之200
网红人气队
孝
大眉头是想要笑死我吗
保护
好补
保护
鸡杂急了
病情交流了属于是
放過凰仔求求了哈哈哈哈哈哈哈哈哈
看封面以为是韩哥
哈哈哈哈哈哈哈
过分了，这样说春晚
韩服钻一剪刀妹，俗称韩一剪
快乐嗷批嗷
永杰无间哈哈哈
绷不住了。。。。
他们也不是在北京呆着啊……
交流病情
暗示bo人
0煒翔
好开，闪现跟了
今年edg必夺冠！
JunJia就没玩过瞎子
确实
拉夫
xqd
算了吧
哈哈哈哈哈哈哈哈
中上算上，他 确实打的不错了
笑死
这塔刀赏心悦目
哈哈哈哈哈哈
大聪明
粉丝多是这样的
K语言不过关啊
太孝了
你也选择性眼瞎是吧，第一局不说
好补
孝孩
好家伙比我ad位置都能补
职业病了属于是
真是赏心悦目的塔刀，基本功太好了
牛蛙铁hz
百分之一亿都进不去
孝
好家伙这补刀
第一把犯病，第二把正常
然后是犯下离群之罪的wink
好家伙
东部第三争夺战
求求管大校放过我小凤凰
哈哈哈哈哈哈哈哈
求求管大校放过我小凤凰
ban大校！！！！！！！！！！！！！！
松哥肯定是看了你微笑时很美才不舒服的
草
老祖宗显灵啊
电子界
哈哈哈哈确实
sofm坑人真的狠
哈哈哈哈哈哈哈哈哈哈哈哈
《差不多》
7777777
聪明牛牛
确实，合理嗷
5小时有点余温
五小时 凉了
抛硬币是吧
v5老开水了。
ming在干嘛
好补！
所以首发打野777呢？
来啦
我不许你说他，他是我爹
孝孩
《哥哥真的很想赢啊》
病友交流
567
你会被举报的
过五关被斩五次是吧
第一把他也不是最烂的，大韩双c就真不背锅？
haro也可以的
看不起我牛蛙田鸡？
逆天
孝孩游神
这不时光回溯
韩一剪全称韩服钻一剪刀妹
？
？？？还不错？？？？
对线没赢啊
哈哈哈
icu乱斗
fpx加油 武运昌隆
TES哥打团经典冰换五
顶级牛头
逆大天
ts除了s8世界赛其他时候都是断手水平
你孝起来真好看
孝死了
3+6+3
孝死我了
热乎
蚌埠住了
说老实话，OMG今年状态真的好，但是靠谱为啥每次都不说说omg，老59e想要个说法。来点59e顶顶我xdm
鸡杂只知道韩国爹是这样的
好开
大韩双c永不背锅
大韩shuang
jiejie痘爆了擦的碘伏
2800
逆天
蚌埠
不懂就问，中上永不背锅不是IG常泰吗？wink在ig除了背锅需要他承担什么责任吗？
还敲钟就真把我笑晕了
edg不是韩国队伍？
先不谈上中野辅，我们来看看wink在干嘛
这也能洗wink？是他拖的？
好补
第一场还不错？
ts这么整节目效果了还不精彩？
保护
bin的青钢影太强了
hhhhhhhhhhhhhhhhhhhhhh
这波啊，这波是父亲教育女儿
先不谈两个韩国人嗷
孝
滔博哪里个人能力强了？
好开
以前看着像s总决赛，现在看着像训练赛
0伟翔哈哈哈哈哈
好开
短痛不如不痛hh
好开
痔疮  智齿  都是ZC
叫拉夫硬币爹得了
"7场只能输一场，下面要打JDG,TES,RA,WE去哪进季后赛？"
老内战幻神了
阿宾一打四不难吧
顶碗人是吧
哈哈哈哈哈
你信徒都死光了
卧龙凤雏争爸赛
哈哈哈哈哈哈
好家伙，真聪明
销户 我滴超人！！！
有1吗
@
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
孝孩
又浩克又浩克
哈哈哈哈哈哈哈哈哈哈哈
鲟将军重拳出击
10个人的胜利
就离谱
开孝开孝！！！
哈哈哈哈哈哈哈哈哈哈
我永远相信管理学
敏感
很难拔智齿
哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈
弹幕急了嘻嘻弹幕急了
23333333
孝孩
手忙脚乱
有1吗
"""}'"
一剪梅
'
好开
河南拔智齿
哈哈哈哈
所以到底挖掘机天赋征服者还是丛刃？
为了照顾0炜翔
所以到底挖掘机天赋征服者还是丛刃？
孝
第一把确实是AD的问题
这样比，好像确实我们lpl队内氛围比较好，一般都是输了一起扛，实话说，分锅一般都是粉丝
哈哈哈哈
好开
暴食之罪！
电竞年夜饭
逆天
闪现跟了
发廊妹罢了
断除急了
为什么翔哥是这样的
霸哥直呼内行
我猛1
四小时!
哈哈哈哈哈哈哈哈哈
蚌埠住了，太恶心了
是晴天的武器离谱
翔哥好补
这样看来iG最尽力的是孩神啊
不说说我爹
草丛送一波崩是打的不错是吧
逆大天了属于是
社死现场
RW牛逼
好孝
装糊涂的天才
热乎的
猪杂披着别队的皮反串，确实不狂
保护
热气腾腾
wink点否折磨队友，属实带恶人
woxiaole1
5小时
北京到西安高铁不才5个小时吗
果然是老大
那个刀，谁都拿不到的
好家伙
 可惜在ig，中国人就得背锅
好补
有1吗
只敢冲wink
两级反转了
有点嗯背锅的感觉了
逆天
皮肤选寡妇
这波开的猝不及防
谐音梗 扣钱
好家伙杀疯了哈哈哈
什么韩剪
第一场还不错？
偷门
偷
精什麽？
曾经我相信科学
对位MVP什么含金量？
永劫无间是真好玩
全员猛1
