看到我你就不是第一个了
只能说动画的原话和制作很严谨
快去写作业别看视频了
严谨
我想看天线宝宝的
放心，我一定投
听懂了没？没吧！管他呢，看就完了呗！
好家伙
币有了
土木人再次落泪
《很轻松》
2000多个人陪我看海绵宝宝的房子
我看不懂，但大受震撼
神秘博士狂喜
投了投了
不是车，是船（doge）
W我一直想在家盖个菠萝屋
算柴火间？
你才是硬核狠人
“土木专业”
好家伙
大别墅了
2000+   哈喽咯
3000+ 都不睡吗？
像
师傅别念了
懂了我变小了我家房子就变大了
神秘博士直呼内行
卧槽我也想要一个这样的图书馆
像手残联盟的logo
珍贵的宝箱
過於豪華
里面比外面大
是不是还有派大星的
学好数理化，走遍天下都不怕
我听不懂，但我觉得很厉害
一个菠萝的体积
酷啊
严谨
绝了
必须点赞
师傅别念了
啦啦啦
我听了 但没在听
三角形外接圆！
海绵宝宝可是为了打工，给老板发钱的人，
假装自己听懂了就是说
我懵了，wc
我看不懂但我大受震撼
三分钟我要这份菠萝屋的完整结构图
这哪里是菠萝 明明是我的新家
制作人：终于有人体会我设计的精心了(*^▽^*)
厉害！
up太强了…
怎么想到某个系列曲目的封面了呢（颜表立）
巧了俺也一样
俺也一样
万一每次画的不一样怎么办
没点数学知识都不能当up了哈哈
师傅别念了
重点：没有车
不不，你厉害你厉害
好家伙，一句也听不懂
等等，为什么健身房比卫生间大？？？看起来健身房更小啊！
保罗:……
海绵宝宝的房子还能变成种子大小，房顶甚至能站十个小海绵
噗!
制作组应该是先做了模型再画的
论一个人无聊的时候有多无聊
牛
币给你好吧
保罗:我不懂，但我大为震惊
《没有车的车库》
他这是把海绵宝宝看了多少遍呢？
我听不懂，但我大受震撼
豪宅
这我比数学课认真
你1米8了？？
我看不懂，但大受震撼
66666666
珍贵宝箱！
辛苦了 辛苦了 
有没有一种可能，就是作者都没想那么多，内部大小是根据剧情需要随便画的
2000人出来玩玩
你狠！你狠！
2000+离谱
孩子，这是病得治
真的牛逼你币有了
右下角有珍贵的宝箱！！（条件反射）
追番去了
卧槽……
忽略畸变用模型比对照片比较方便
牛
“很轻松”
很轻松
听着开心就好
前面说画的不一样的……画手吃太饱吗难道
算算派大星的房间和户型图呀诶
我想睡觉了
大受震撼
不明觉厉
人不如海绵
擦 你这个视频好难做
给了
作为一个画动画背景的表示。设定的时候肯定没有这么严谨，只要合理且随意就好哈哈哈哈
还使用面积了，问问公摊多大？
别说了币给你！！！
我懵了
我困了居然
好家伙海绵宝宝资深学者
不考虑到画场景的景深嘛？
好了，已经瞌睡了，晚安兄弟们
这个三连不给不行啊
赭石看了多少海绵宝宝啊！我除了第一部后面都没看了。。。
等等，让我往前拉拉。。。我有点迷糊了
这个射击
这是豪宅啊
这图书馆也太棒了！！！
不如海绵宝宝的 你就住几平米？
太强了
啊。。
真他娘的是个天才
要是用solidworks建个模就更厉害了~
噢，是谁住在深海的大菠萝里，海绵宝宝。方方黄黄又伸缩自如，海绵宝宝。
好牛
卧槽
up也太牛了吧
一顿操作猛如虎实际根本听不懂
有一集铅笔掉海里，铅笔也很大
跟不上了
牛哇
壕无人性，建不起
卧槽
太狠
一块海绵过的都比我好 
凌晨了还不睡
就离谱
牛逼了
参考系up主哈哈哈哈
你们好
超 从小就想住在深海的大菠萝里 我感觉我好像能实现这个梦想了（meiyou）
好活当赏
被念叨困了
？？？
我想理解，但我断线了
逐漸聽不懂
咱就说有没有人可以验证一下他算得对不对
我爱佩恩
好厉害
还有地下室
他在讲什么，好困
神秘博士的科技，里面比外面大
官方肯定没数据呀，要不“穿帮”画面怎么会那么多
假装听懂了
好家伙，厉害了
牛逼
你是看了多少海绵宝宝
不，这是凤梨（滑稽）
严谨
2.46了你们不睡觉吗…800多人
太强了up
魔鬼
好家伙，我直呼好家伙
原来你也玩原神
好家伙
懂了 屋子不行
一平米住的如此开心我很愿意
梦中情屋
数学上叫易得
海绵宝宝的钱包永远是个迷
海绵宝宝的钱包永远是个迷
???
你来计算我来三连好吧
作者喜欢数学了
我给，我给
严谨
我要去造一个
妈耶，这个up好强
派大星：老工具人了
看见up主这么努力所以这次我拒绝白嫖
论这个up有多闲
狂点FFFF
挺无聊的
变态（女生的我）
牛皮
还没我一半大
你币有了
数学苦手献上崇拜
我看这个就不会失眠了
这人肯定是数学
《好东西》
好的，我大脑说我困了
1000+
好，去海绵宝宝家不会迷路了
因为海绵宝宝永远拿不到驾照
佩恩 海绵宝宝也想感受痛苦吗
这特么的还不三联对得起章鱼哥吗？
从up主第一次数条纹那里开始，我就已经听不进去阿婆在说什么。
不
我是从这里开始听不进去的，你们呢？
俺也一样
真不敢相信，1000+的人在跟我一起看数学题［doge］
我听不懂，但大受震撼
白骨龙：我摊牌了，我偷了海绵宝宝的技术
UP主一定上了清华北大
欧氏几何大神了属于是
投了 投了
假设？？？？
我还以为这是被吊在屋顶上
震惊
这个房子感觉好棒
Nb
你币有了
梦中情屋
那这颗菠萝是不是挺大的
我的天呐，一个人住这么大个房子他能打扫过来吗，毕竟从来没看他请过保洁
1000+好家伙
塔迪斯石锤！！！！！！！！！
开始困了
大户人家
建筑系的听得津津有味
带薪蹲坑看海绵宝宝家哈哈哈
你也厉害
泡发了
你币有了，谁都拦不住
？
你当我数学老师吧，求求了
请给我一个菠萝
？
模拟人生搞起来
有漏洞，参考大力士海绵宝宝那集，珊迪从门可以看到健身器材
困了
我听不懂，也算不明白。但我大受震撼
1000+的人
更♂衣室
牛批
up辛苦了
1000+
把豪宅刷起来
好加厚
好家伙
动画制作人也没想到有人扣的这么清楚
我天
！！！！
你是说我手中的螺旋丸吗 
哈哈哈哈哈哈哈哈哈哈  
点击追番
等会儿买个菠萝
海绵宝宝也没几套衣服啊，居然那么多更衣室
我已经听不懂了 好像回到了高中数学课
2000+你们好！
2千多人同时观看。。。
羡慕
还要辣油啊？
建筑人落泪
666
2000+好家伙
卧槽
不错，下学期设计作业就画这个
好了，什么时候出模型？
好困
冒充伴郎伴娘
就不给
《大♂》
我看困了。。。。。
一颗菠萝那么大
我活的连块海绵都没有
不明觉厉
我活的连块海绵都没有
我活的连块海绵都没有
我活的连块海绵都没有
我活的连块海绵都没有
已经三连
1
这个梗其实是说派大星对封闭的空旷空间不适应吧
牛逼
从来没看过这个up视频，请问是物理教授吗
空降00:12
乱扔花生的人
逐渐变得像念经（bushi
感谢up主治好了我的失眠
安波里欧
神秘博士直呼内行（泰迪斯）
海绵宝宝家好豪华
测绘大师了属于是
00
@鸽子王嘿喵
我不懂但我大为震撼
我听不懂，但就是觉得你很厉害
哇塞
3000+正在
3000+
俺也一样
人生目标，建一个菠萝屋
什么什么 我就拿了个吃的跟不上了？！
厉害呀厉害
卧槽，这年轻人！
终于长起来了
海绵宝宝
我听不懂，但我大受震撼
为啥有3000+的人？
3000+就离谱
全是假设
他是海绵宝宝吗？
阿家
可以不可以来做一个房子呀
？
瞳孔地震！
吐槽
蟹堡王高工资实锤
海伦伯格：我画的时候都没想过
3000+
文科生开始摸鱼
《哈尔滨工业大学》
《午夜凶铃》
本文科生是从第二分钟直接移过来点赞的
3000+  点我
3000+，可真多
我不理解，但大为震惊
不干刑侦可惜了
师傅，你别念了
投了投了
3000+
呜呜呜我家好小QAQ
可以复刻了
哈哈哈哈，一米八
我数学课都没听这么认真
施工队！图纸有了！经费不是问题
这菠萝卖吗，我买了！！！
师傅，别念了
师父别念了
这可能就是叫计算大师
兄弟我怀疑你是北大出来的吧？
虽然啥也听不懂但是还是很想看
可是菠萝每层不一定都是等面积的正圆形吧
像极了数学老师上课的样子 
进条度不简单
这点击追番太烦了吗，还关不了
该不会，海绵宝宝也是照着这些数据做出来的吧那画面工作量真的好大
就离谱，还有cad
这菠萝有1.04m2
海绵宝宝：我家还蛮大的
好大的头
我要这币有何用
听不懂。
蚌埠住了
？？
5000+
好牛
好家伙
海绵宝宝那么小
动画片本来工作量就大
太细了
《细节狂魔》
牛啊
不可能，绝对不可能
hhhhhhhh
我或许会重复看好多遍
困了
贪财了呀，1颗币就够了
师傅别念了
5000＋
给你三连不亏吧
海绵宝宝画之前肯定是有结构图的
不知道5000人都在这看啥
催眠区阿婆主无误
牛
这up，，，，真疯了
？？？？？？？？
菠萝屋不是圆柱嗷
我为什么要看这个？
我去！
众所不知。。
不像（即答）
好家伙，梦中情屋
瞳孔地震
白嫖失败
有没有一种可能他们不是厘米是毫米
海绵宝宝驾照都没有，都有车库
你好像漏了一个，我记得他好像有个超大书房
我这是在上数学课
困了已经
5000+
卖二手房
房产中介
我已经开始晕了
雨
这户型风水咋样
牛哇
像我的蛋蛋
章鱼哥的房子从外面看上去更大（doge）
666
这比我画的图纸还规范。。。
卧槽硬核解题
我听不懂但我大受震撼
我的梦中情屋
有没有可能在派大星眼里这算小房子
梦中情屋
跪求我的世界安排一个
那个我困了，这节数学课我先趴了
是我听不懂的科目
你到底是在夸制作者厉害，还是你厉害（doge
好家伙，上数学课都没那么认真
怎么听出了一种刑侦纪录片的感觉
我听不懂，但我大为震撼
健身房边上那个可能是，海绵宝宝第11季中的更衣间
别念了，别念了
作者：我没想这么多
空间折射
找个初中老师的工作吧
你们有谁还是学生党的？
我要这硬币何用
打哈欠了
晚安
不在同一直线上的三个点确定一个圆
真不愧是你
好严谨，不会做动画之前就画好房子了吧
已经开始困了
逆天
先收藏，以后我也盖个菠萝屋，就照着up的视频来
好强啊
我一直以为图书室在地下
还想要两个！
但up也是个人才（确信）
想下次给的，耐不住太专业了
哈哈，捉水母那集出现了地下储藏室，这是直接少算了一层吗
作者：其实我也是发挥想象随便画的。没想到你这么认真！
远近不一样啊
up大学学的海绵宝宝专业
我想攒好多硬币所以我最近拒绝三连
海绵宝宝考不上驾照，要车库没有用，不过可以拿来当储藏室
疯了
我不李姐，为什么一个海绵住的都比我好
刚刚那段名是点赞
？
？
越听越无聊
我上课都没这么认真过
谢谢up，已经治好失眠了
小丑还是我自己
下次一定
初三上
你当我数学老师得了
原来是Tardis
小窝的壳才大
凤梨
谢谢您，准备找设计师建房子去了（bushi）
师父不要念了
牛的
不 他也没想到真的有人会算
太细了
这都能让你找到
放奖杯的杂物间呢
暂停慢慢看就懂了
我困了
工程人DNA动了
鱼类高质量男性
你是真的无聊，我服
你真的不是学工程的吗？
也许是在霍格沃茨那里学了空间魔法（doge）
2000+你们好
太牛了
牛蛙牛蛙
我听不懂但我甘拜下风
人才
我居然完全听不懂的情况下认认真真听到这里
你是个人才，我给你吧
开始困了
卧槽
带薪蹲坑看的那个，摄像头拆一下
当up主真是屈才了，世界研究院欢迎你
下课叫醒我
《都是闲的》
瞠目结舌
好家伙
好家伙
哈哈哈哈
海绵宝宝区up主是吧
我的天我的天
上次给了
up猪会不会无聊到数一下身上的毛毛啊
太强了
居然这么复杂
不愧是你啊
我听不懂，但大为震撼系列
你三连有了
Zzzz
哈哈哈哈哈哈
我为什么进来上数学课
火钳刘明
就离谱
三连有了啊
wc真肝啊
正在吃菠萝
大屋子不是花生的意思嘛
豪宅啊
派大星的家呢？
这也太豪宅了吧
听不懂 但大受震撼
工匠
我听的很认真，就像上数学课，怎么听都听不懂。
淦，数下来不会工伤吗
梦想情屋
2000+的朋友们好
你怎么确定它一定是圆的，万一里面是宇宙呢
我是扣“666”的咸鱼
你们的梦中情屋子与我无关，我只是在读你们的，弹幕罢了
看不懂
他秃了我哭了哈哈哈
操
晕了晕了
我听不懂，但是我大受震撼
动画区史上醉
好家伙
还特喵是个小别墅
2000＋好吧nb
现在16点41
好强
擦 大哥
好东西
2000+
换成人的话得多大
2000+的朋友们好
就是说老师好哈哈哈
不给你个赞都不好意思
空间异常
上次给了
这是个别墅！
建筑鬼材
文科生的痛
看困了
啊？？？？您
牛逼
我虽然在听，但是没有完全在听
我在等他说完，你呢
《车》
梦中情屋
 虽然你很认真，但还是白嫖如我
小蜗里的世界
他似乎在期望教会我
17:38  2000+的朋友们你们好
180刻入骨髓
答案：略。过程：略
梦中情屋
它是菠萝大小就相当于我家的厕所大小
没听懂
哈哈哈哈哈
开始困了
你好
豪华啊想要
200+
完蛋 以后有时间了根据up数据建个一比一模型
高丸吗
你继续，我在旁边说，就这就这啊（反正我不会）
更♂衣♂室
好家伙
我居然看完了
↑你连三平米的房子都住不起？
已经开始犯困了
弹幕不动了
我听不懂却大受震撼
666
懂了这就去买个菠萝
不不不  还是你厉害
不能让他吃饱
3000+
科学的计算真不错
合理
我已经开始听不懂了（怀疑人生）
3000多人一起羡慕
迷你
","
在动漫里找现实 
肝神！
海绵宝宝才10厘米，一楼就有一平米了
牛哇牛哇
章鱼哥头高从鼻子起算哈哈哈哈哈哈
听不懂，但大受震撼
上数学课似的
跳楼05:31
这就不是数学课吗
你赶紧仿造个菠萝屋
他在说中文吗？
先三连了，跪了
3000+你们好
梦中情屋
细节
3000+你们好
666
我听课都没这么认真
海底黑科技
哎？可蟹老板没给海绵宝宝发过工资啊……难道？海绵宝宝是蟹老板的老板……？
牛皮！！！！我服的
好家伙
燃起来了！
我三连了
太厉害了
狠人
我超
细太细了
我越来越蒙了
我听不懂
up主在说什么
币给你，太厉害了，人才啊
别被其它盗视频的骗了这up才真的
比我住得好
代入感很强，已经开始瞌睡了
好大的菠萝
你怎么知道我握着我的蛋？监视？
头开始疼了
3000加的人，你们好。
头好疼哦
绝了
3000+的朋友们好
来了来了
我靠
这也太厉害了吧
有没有可能是海绵宝宝变小了
这也太厉害了吧
好复杂
梦中情屋了
有上制图课那味了
3000+的朋友们好
结论:这个菠萝真大！
不明觉厉
听不懂了，先给你点个赞吧
前面的，这不光是数学题，更是一道制图题
妈妈，我的毕业设计都没有这么认真对待
我听不懂，但我大受震撼
我就知道大家都这么无聊
好家伙
观看人数3000+？？？
弹幕刷起来啊，家人们，好冷清啊
谁给我种个凤梨（不是
跟着海绵宝宝学数学
小蜗：我的眼睛就是尺
人真的不能吃太饱
我上班都没这么认真
你赞有了
太绝了
已经开始困了
好活
我开始困了
我只想知道着菠萝那里买
光头强家有多大
握草
3000＋，好家伙
3000+
就不给
好家伙差点没给我看睡着
3000+
突然困了。。。
袁隆平：果然还是吃太饱了【doge】
3000+牛啊
您真严谨，严谨的让人心疼
太牛了
师傅别念了
里面比外面大，这不过是时间领主的小把戏罢了
草原离离上谱
《很轻松》
已经困了
困了，卧槽
我也想要
原神后遗症
长按新纪元
真人牛逼。
3000+小伙伴们好
你不去当博士当都可惜了
北大教授需要你
完全没有听懂
我早就听不懂
你算是能去当博士了
虽然我听不懂，但我大受震撼
签到卡，滴~
给了给了
说了这么多，我一句也没听进去
你真的好闲啊
3000+
又回到了高中课堂
这应该是的凤梨屋
我在B站听up主说天书
大佬收下我的膝盖和硬币
此刻我打了个哈欠
专业
这得多严重的强迫症
这怕不是椭圆大别墅
哈哈哈哈门那里的墙怎么不断开
.........................................................
666
我听不懂(=_=)
太空狼人杀
已经忘记了
梦中情屋
我一直以为只有二楼哈哈哈哈
笑死
那按这数据拼接在一起的平面图也不是原形了
不是圆形了
我差点听懂了
《眼睛大小》
目前就到这里吧！大家晚安，睡觉啦！
津津有味的看着 
小蜗的外置写轮眼
迷之菠萝
我还以为说的是大痦子
画师：我就随便画画…………
独栋大别野
给给给！！！
你去当个建筑师吧，那里正好需要你。
别墅
卧槽
3000+人
其实不用这么麻烦，动画片里有一集可以看到菠萝是从船上掉下来的，比一比人的大小就知道了
（捉水母那集的秘密基地？）
真的牛逼
牛批
好了，我睡着了，谢谢
前面说困的站住
我觉得我是个菠萝
一个菠萝底面积1.04平方米？？？
好家伙
看你装逼
这房子太厉害了
牛蛙牛蛙
上了一节数学课
从他开始讲我就开始发呆了
NB
他真的在认真的计算
小城堡啊…
我知道你把海绵宝宝又刷了一遍不用说了
真的牛逼啊
无痕扩展咒了属于是
快十一点了
我困了
10万+啊，朋友
8000+
9000+
3000+
文科生不学数学？
作者很厉害，但up主你TM更厉害
我慕了呀
他好像还有个书房
我还在想谁是洪哥
图书馆不可能在地底下的
羡慕了 梦中情房
菠萝屋不是圆柱单切面是圆形有啥不懂的？自己买个菠萝切去
下一期 章鱼哥的家
卧槽
困了
开始放空了
nb
海绵宝宝永远也拿不到驾照！
梦中情屋
神秘博士可太懂了
说不定作者建过模呢
提醒那3000+的人点个赞就该睡觉了哦，快凌晨了
emo间
丧心病狂
？？？？这也太细了
哈哈哈哈哈哈
我懵了都
初中知识，说文科生的建议重开
如果那边连海绵宝宝都不知道那里有个房间
海绵宝宝都不知道他家有怎么大
作业还是太少
制作组好牛
3000+人…
有透视
别念了师傅
wa
0.75倍速再听一遍
去掉公摊之后的数字，真买得买“150平”
牛啊，这构造绝了
当时制片人也很厉害啊
里面比外面大！.jpg
看完了再给算个米奇妙妙屋吧
可以做一个3D模型吗
暗示三连
物理系up
像在上数学课我已经睡着了
《自动》
啊对对对
派大星:我成工具人了
好家伙
反正我晕了 
严谨
牛批
哭了
能算一下派大星的房子吗，而且有人说派大星那一层是他家的房顶
地大物博
我连上海的菠萝都买不起
对不起，我币用完了
泡胀了
这一整个流程都能出一道竞赛题了
2000+诶！
我现在2000+
“轻松”
你是真神
一顿几个梦想改造家
白嫖成功
这是座豪宅啊
我看的津津有味
两千人出来
up好nb
没车是因为海绵宝宝考不上驾照hhhh
咖喱星的科技 海绵宝宝其实是时间领主
困了谢谢
晚安玛卡巴卡
说明动画设定十分严谨
作者；我没想那么多
论这个up有多闲
我想在mc造一个
你可真牛（褒义）
1000+的人呢
我第一眼看成海绵宝宝有多大
1000+闲蛋别躲了
已经 理解不了啦、
1000+你们不困吗/
这就不看抖音的原因
我居然看完了，讲的就跟数学题一样
哈哈
师傅别念啦！
一米八的男生一定会把一米八挂嘴边（确信
太惊人了！牛！
心甘情愿投出两个圆圆的东西
太厉害了吧！
别念了师傅
这个三连给你也罢
我的眼睛就是尺
1000+人与我熬夜看房
听不懂 nb就完事了
现在是 凌晨两点 零8
我真的困了
别念了别念了
好像看了又好像没看，等一个结论吧
困死我了
突然感觉海绵宝宝好有钱
租房人羡慕了
实际上这个卧室的窗开的位置就不对劲了
作者一般只是考虑户型结构，最多也就只做到构图比例没问题，除非本身是建筑行业出身的
我感觉天台的面积应该没这么小，最好再参考别的场景重新算一算
师父别念了别念了
太强了，下次算一算派大星的家吧(滑稽)
毕竟比奇堡本身就不是一线城市，再加上这里处在市郊，而且又是2000年以前的房价所以不至于那么贵
因为这只是个搞笑动画，有时候为了平衡剧情略微夸张化设定很正常
这看着头秃的cad
我到现在没想明白我为什么会看到这里
卧槽
论人类闲下来会有多无聊
他没有驾照，所以只有自行车（）
困了
打两次哈欠了
和听数学课差不多
一个菠萝的大小
4点了还有727人在唉
好想要海绵宝宝的墙纸
小 零 食
好家伙
制作组肯定有实物模型的
看我从箱子里面开出个咖喱棒
奇怪的知识又增长了。
你六英寸就不要说出来丢人了…
我靠牛逼！！
这他妈是个豪宅
我一个人还没有一个海绵过的好-_-||
、 •᷄ࡇ•᷅ 
空间魔法（确信）
牛！！！！！
我摊牌了，我是时间领主doge
我不过敏只是穷
海绵宝宝：我的家还蛮大的，欢迎你们来我家玩
我活的不如海绵
海里泡发了
没有厕所啊
梦中情屋了属于是
海绵宝宝都卷死别人了
亅乀
？？？
海绵宝宝好像没有那个吧。
剩下的那1000+人快出来。
我给了
这次不白嫖了，三连~
他还看书？
来个强势diy大佬一比一复原
想看狼堡的
可怕的进度条
焯
问题是海绵宝宝一集一个设定，说不定条纹也天天换
？。。
谁能拒绝起床前看集海绵宝宝呢
约1米8？？？？
这设计的是个螺壳啊
好家伙，爱因斯坦都不敢这么干
关注了
好家伙这么好的房子哪里买
我这个学渣居然从头到尾的听你说完了
写着数学作业看着数学视频，好家伙，安眠药套餐
我坑，隐藏的大富豪
难道真的是原作细心设计过的！
尘歌壶
哈哈哈
我去，两千人在看。
给你给你全给你
师傅别念了
好棒的房子
我在听什么
牛批
慢点
艺术就是派大星！
草作者好严谨
我听不懂 但我大受震撼
跪着看完加一
我也想要菠萝屋TT
比一般人家豪华很多了
细节拉满 
2000+
学好数理化
装修区up集体退站
有毒
超纲了
反复鞭尸一众装修区up
很好，已经听睡着了
有公摊不
没有公摊剧情悬浮
我开始听天书了
设计师：我就随便画画，要不你来做？
牛
卧槽牛逼呀兄弟
这次一定
我一个学工程的竟然看懂了
严谨
你去看海绵宝宝第九季就知道有多大了 
牛啊
对啊  这海绵宝宝怎么可能说话呢
这有多闲，作者都服你
千花乱入
我也就1m95
二倍速是个好东西。
66666
真是大的妈妈开门的大到家的呀
我住得还不如一个菠萝
•᷄ࡇ•᷅
也有可能是公摊面积
越来越听不懂了
怪不得海绵宝宝画重金买菠萝屋
666666
楼梯画法错了（狗头）
须弥纳芥子，芥子藏须弥
跳楼0：00
跳楼00：00
3000+你们好
牛啊
师傅别念了
3000＋好家伙
应该考研了吧
牛逼
看不懂，但我大受震撼
UP真的闲的蛋疼，你蛋有了
看到这里我反手一个赞
想看狼堡
下一个更新派大星家到底有多大
制图nb
已经完全参悟了空间法则吗？
虽然我看不懂，但我大为震撼
这人呐，真是不能吃太饱(doge)
给了
阿婆空间几何满绩吧
大制作
up煮湖南人吧
我觉得我简直疯了……
不像
投币了投币了
sans
@其他博主造一个
好大
有没有一种可能，当时动画制作的时候也是这么做的
《死去的几何突然攻击我》
六啊
居然有4000多人和我一起看海绵宝宝家
4000＋
必须投币
完全可以做个3D结构出来了
众嗦粥汁，海绵宝宝没有船
严谨
怪不得海绵宝宝上班当玩似的，隐藏富翁啊
打了两次哈欠了
哇
我住的还不如一个菠萝
这个UP可能大概也许正在十四天？？
鸟巢
终于结论了嘛
梦中情屋
以后有钱了，就按这个图设计一栋房子，到时候投币回报
太合理了
我的房子还蛮大的
4000多人？？？
晚安
离谱
好棒
我也是
牛
为什么我听得很困？
有人是脑子完全跟上UP在说什么的嘛？
00：00
你专业的有点过头了
我记得有地下室
给了给了
