第一》？？？
左下角可以去阿卡贝拉
卧槽
明人不说暗话，拔剑吧
芜湖，美女我爱你(ɔˆ ³(ˆ⌣ˆc)
《业余》
我天，好强
好好听
no
河南拔智齿
？？？？？？？？？？？？？
哇哦！哇哦！！！
大哥，对不起，我的眼睛只看了右上角
这还叫业余？
热乎的
强
好家伙，左下角一看就是搞艺术的
别拿原声骗我
请把原声关了，谢谢
求生欲极强
NO！
刘欢老师？？？
这位大兄弟长得有点着急啊
很贴啊
绝美
牛壁！！
啊啊啊怎么可以有这么甜的声音
好强
朝烟太棒啦！！！！
呜呜呜真的好棒
果然手不动不会唱歌(doge)
挖槽
好牛
一个字 绝了
太厉害了 这唱功呐
针不戳！
小哥哥可可耐耐
牛牛牛
百大预定
男的声音像声卡？
呜呜呜这兄弟声音真的好爱啊啊啊啊啊
业余粉丝大哥开个号吧！
我酸了，吃醋了
哇哇哇哇
啊啊啊厉害厉害
太棒了！
神仙组合
我 你今天表白寒烟了没
牛皮
绝了
woc 杨过！！
哇啊啊啊好喜欢
在逃公主
你不要离屏幕那么近呀，你是在勾引我吗？
啊啊啊啊啊啊！！！！！！
哇唔
凡尔赛·烟:“业务，都是业余。”
？？？我配不上业务
裂开
热乎的！！！
hh
完蛋了 我的眼睛一直在左下角
哇啊啊啊啊啊牛逼
唱的好好呜呜
确定这不是原唱？
哇好好听啊
艺术
长得像钟奇
兄弟的嗓音好有磁性
握草握草握草！！！
白嫖失败
我投了，你们呢
妹妹声音太甜了吧~~~~~~~~~~
这么强的嘛
封面我以为是马玉米
刘欢老师
谁能拒绝一个声音像王子的小胖子呢
我要币何用
手工耿
哇我爱了呀
好棒好棒好棒
这是可爱版杨过吧 
《业余》
手工耿转行了吗
？？？？？
左下是过儿发型吗？
全程看大哥
这个男人真有趣
杨过吃什么吃这么胖
绝对不行！
挺好啊！
重新定义业余
好厉害呀妹妹
好家伙巴斯光年吗
都好厉害呀！
好家伙巴斯光年吗
左下角老哥笑得贼开心
我靠
业余
刘欢
卧槽
好家伙，从新定义业余
太棒了，唱的太棒了
我也很业余，说实话
业余，居然是业余，服服帖帖
热乎
又磕头
太好听
太谦虚了
绝绝子
爱了，声音好甜
太喜欢你了，可以结婚的那种，我真是个恶心人的人
这真的是完全业余的嘛……
这！这个男生也好强！！！
片尾曲
这玩意业余就离谱
NO！！！！！
好家伙 归海一刀是你吗？
两小时热乎热乎
重新定义“业余”
救命 开口跪
牛逼！
mayumi
没老哥看右上角，都在看左下角
黄大仙
粉丝大哥好猛
太好听了
说刘欢我出戏了
来了来了来了
粉丝大哥单飞吧。
好绝
羡慕了！
哇，真好
我不能接受
针不戳
再也不敢说自己业余了
打咩！
大哥声音太吸引我了
天啊，都好好听！！！！
up何方妖怪
好厉害啊啊啊啊
我全程看小哥哈哈哈哈
好牛好牛！！！
OHHHHHHHHHHHHHHHHHHHHHHHHHHH！！
牛
像我一个小外甥女 不过比她好看0.0
好棒
视线自从左下角出现就没离开过
粑粑初中生还行
可还行
这声音就离谱
左下角是，超高级校歌唱家？
水印挡了(ง ˙o˙)ว
可爱
宝贝姐姐爱你！！！！
你才初中 孤寡好啊
哈哈哈哈哈哈哈哈哈哈哈
厉害
猛男
woc
啊啊啊啊啊啊好好听
《业 余》
你币有了
额呜呜呜呜呜呜
长得和原片都好像
牛逼
你管这叫业余？
泰山？
这个男生嗓音真的温柔哇哇哇哇哇
太好听了，比原唱好
UP主的声音和安娜太像了好好听呜呜呜
吹爆
重新定义《业余》
业余好厉害
大哥这声音好浑厚
太好听了，简直跟原声一样
把业余打在公屏上
听哭了
左下用最凶的脸唱最童话的歌
业余哈哈
我死了
好好听！！！
让我想到了刘欢
WC
666666
这英语也好好
这叫业余？
天哪
复儿你唱的太好了，但是不可以对人家妹妹下手哟！！！
粑粑初中生哈哈哈哈哈
好好听呜呜呜
妹子，你看我彳亍吗
？
欢哥是你么
孤寡哈哈哈哈哈哈
开口跪
《业余》
ohhhhh
确实唱的好听
针不戳
《业余》
过儿
哈哈哈啊哈哈好牛啊
哇！这声线
顶顶顶顶
有一说一，左下角像杨过
厉害
这tm业余？
妙啊
评价别人外貌的求求你回去重念吧。
一点也不业余
???
刘欢青春版
求个粉丝群！！！群！
No
开口跪
好好听啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
我有这样的女儿就太好了
原声带吧
两个人都唱的太好了！
左下角太抢镜
！！
哈哈哈哈哈哈
太厉害了
一看发型就是专业的
太棒啦！
卧槽 刘欢老师
左下角确定不是社团老哥？
卧槽？
我的天那
wdnmd
给这男孩一个赞
好配的声音
6666
猛男
妈妈我恋爱了
太强了 继续加油嗷
再听一遍
这。。
door
牛批 !
♂door♂～～
业 余
这粉丝长的有点迪斯尼那味了
杨过
这是业余大学生？
快把手绑起来
开口跪
卧槽
国际脸
大哥好像豹子警官
好牛。。。。。
？业余？
杨过的发型啊，。。
哇哇哇哇哇
刘欢老师
这就是业余吗？
嗓子真好⊙▽⊙
两个人都好厉害呀！羡慕
绝了绝了绝了
这是什么神仙合作！！！
好听！
好好听！！！
好听！
扣诺 dio哒
好好听！！！！！
太牛逼了
猛男
卧槽
好好听！！！
猛男
业余？
这粉丝的发型好狂野
好神仙
太强了
天呐唱的太好了！
我天
月白正遍知
月光正遍知
好听
卡哇伊
《业余》
公主本人了
卧槽
爱了爱了呀
温馨提示：这男的是专业的，会女声
原声！一定是原声！
个性
建议小哥单独开号
手工耿是你吗
好嗓音
我敲绝绝子
我还真信了业余
卧槽
太强了吧
啊啊啊啊啊啊啊啊
真的不是原声嘛好强
esfan
66666
好听
太有迪士尼那味了！！
重新定义业余
业余
好厉害
妙啊
此刻我的内心：牛蛙！牛蛙！牛蛙！呱~呱~呱~
到底哪里业余
绝了绝了!!
好可爱
太强了
这就是搞艺术的大佬吗
强！
hhhhhhhhhh
卧槽
豹子警官哈哈哈哈哈哈哈哈哈
好棒！！！
拍钢板也太生草了↑
绝了 
？？？？？业余？？？？？？
no
你们这是放的原声吧太厉害了啊啊啊啊啊啊啊
卧槽卧槽
开挂举报
no
手工耿
？？？
ohhhhhhhhh
？？？原唱？
声音太棒了吧
在一起
业余？我连个业余的粉丝都不配了？！！！
强的很。
声音好搭
哈哈哈哈都好可爱啊
迷一样的up主，迷一样的唱功、迷一样的音质、看什么都很迷的我
太可爱了吧！
《业余》(●—●)
太稳了！！
妹妹好棒！
太厉害了
我也想业余一点
可爱
滚你的业余
像刘欢嘛
666
慕容云磊？
声音也是分人的，学不会也做不到
好听
厉害
哇这个男的声音绝了
两个人都超棒的！！
你管这叫业余？
你这叫业余，那我这叫啥？
太厉害啦！
看老哥发型是不是音乐学院出身啊
好町好町爱了爱了
妹妹太甜了
哈哈
我我我我
真的神仙和声
《业余》
你倒是磕头啊
？？？？？？？？？？？？？？？？？？？？？？？？？？？？
真的太强了
↑上面的老弹丸人了「doge」
绝了啊啊啊啊
怎么收的音
太好听了！
业余？？？
救命朝烟和粉丝都好强
老哥发型够狂放的
全程右下角的应该不止我一个吧
妹妹厉害啊，有感情有技术
好好听！！！
«业余»
未来可期小朝烟
我靠
请求成为业余人士
记住她的凡尔赛言语《业余》
爱了
这个小妹妹越看越耐看？握草？
《业余》
好可爱
手工耿
都好好听
小哥和妹妹我爱了！！！
太牛了
热门啦啦啦
断眉？
《业余》
棒
第三遍~
朝烟越来越棒了！
真的业余嘛？
牛逼啊啊啊
出道吧
兄弟nb
好好听啊woc
我来了
牛逼
业余
卧槽
企业级业余
好像老邪
强
牛批
业余？？？？/
开口跪了 好听
手工耿
卧槽
up主妹妹好可爱，像极了情窦初开的感觉
我们连业余都不配了(倒)
神仙呗
我跟你唱啊
业余我哭了
我也好想业余
牛逼
NO！！
全程再看这个男的
这哪里业余了哈哈哈哈哈哈哈哈哈哈
←巴斯光年
手不绑起来 不会唱歌
！up主声音真的好好听啊！！
业余[微笑]
感觉自己是fw了
这声音我爱了
卧槽
不要
这就是(业余)
都厉害都厉害！
下边那个像国人版雷神
这个发型好酷
啊啊啊啊啊啊啊好好听
啊啊啊啊啊啊好好听！
牛逼
牛啊羊啊要到哪里去啊
小刘亦菲
好好听
先 抑 后 扬
开口跪
哇塞
绝啦！
好听
学弟长的很像动漫里出来的角色！
来啦！来啦！
好好听
初中英语要有你这么好，就不至于挂科 
过儿牛比
记住这个业余
太牛了这是原唱吧好灵动好可爱
原声大碟www
好好听呀
厉害6666
慕容君？
好艺术
太强了太强了
这真第一次看到的时候我还真以为是一对儿呢
哇哇哇爱上了啊啊啊
啊啊啊啊啊啊！
！！！
哇啊啊啊
←司马懿
嘿
哇
DIO
妹妹好棒
业余
nb
刘欢老师……头发都一样
开口脆
好棒好棒!
刘欢
太好听了！
这老哥声音可以啊卧槽
美美哒
虽然这样说不好，但长得好像老邪啊，
老感觉左下角口和声音对不上
左下角兄弟。全程看着他
重新定义唱的不好
up真好看。。右上角的是谁，以为是手语老师  /dog
发型太狂野啦
这小哥好帅呀
好听
卧槽？
这是业余，那我是什么
我还以为是特效
手工耿唱歌了
你是tm唱男中音的
nb
真的好迪士尼
唱的太棒啦！
!!!!!
up  牛啊
关注了
我靠牛啊
简直原版！！！
！！
《业余》
这哥们牛呀
好好听
呜呜呜呜
声音好甜好甜
啊啊啊啊啊太好听啦！
真不是原声吗？
《业余》
这叫业余？？
男生很强啊
好听
你干嘛呀
！！！
NO！
超棒哒
《 业 余 》
强啊啊啊啊啊
卧槽
哈哈哈哈
为什么表情也这么专业
666
全程盯着左下角
《唱的不好》
牛啊
woc
再来亿遍
卧槽
卧槽
哈哈哈哈哈哈哈哈哈哈哈哈
rotk那个  认真的么
？？？？？？！？卧槽
我竟然全程在看那个男的
裂开
业余
超高校级的艺术家
热搜了
啊啊啊啊
唱的太好了
！！！！！！
mayumi
业余?
太好听了吧
好喜欢这种长相
哈哈，鬼知道我听了多少遍~
朝烟好可爱啊！
我不能接受
她說她是业余的，她可不是业余的啊
????
好好听啊
彳亍
业余
妹妹唱得不错
卧槽
这是什么神仙翻唱！！！
刘欢老师
好好听！！
你好mayumi
我只想说 up声音太好听了
厉害了
daiahua带双引号的业余
牛
你们对业余的定义偏差很大。这tm是原唱吧。
no
大哥好吊
卧槽！震惊！
卧槽啊
好听好听
我趣！好家伙
卧槽，卧槽
左下角小哥哥真可爱，右上角还有手语表演，真好
？？？
哇！
哇这个音色
太强啦
老邪那个，是真有点……
艺术家的发型
wc.太好汀了
我的耳朵怀孕了
业余……
up主可爱禁锢不住的手哈哈哈
迪士尼唱腔人设
我凑！好温柔的声音
业余？？
猛男
业余? 
卧槽这不是原声？
业余
唱的太好了
不行
不是吧  你们肯定放了原声碟 对吧！
好听
哇
WOW
牛逼
这是真的吗
牛的呀
三连了
啊啊啊啊啊啊啊啊
我连业余都不是
这“业余”得我听了惊掉下巴
卧槽
ohhhhhhhhhhhhh
请收下我的膝盖
NO
业余？
业余完美了 我直接好家伙
胸口再次内伤！
好听！
粉丝是学美声的吧
你是业余我是多余
再来亿遍
男生头像出来时候就很灵性，三连一次
好牛
卧槽，专业的
这个小哥哥长得好像周星驰电影里的九世恶人hh
《业余》
剃下胡子
小哥好有个性好酷
你币有了
天啦好好听
手工耿老师你的车不错
《业余》
一开口就很强
太好听了
就这还业余？？？
太好听了！！
厉害
男的声音好好啊
哇哦
未来可期
妹妹你太可爱了太甜了
全程左下角
《业   余》
妹妹迪士尼啊！！！
卧槽卧槽
小姐姐太棒了
卧槽
两人都唱的太好听了
卧槽，这是神仙啊
别拍了，别拍了
开口跪
卧槽
《业余》
你tm管这叫业余？
？？
《业余》
这太狠了
666
好棒！
？？？？
什么TM叫专业
第15次循环
看电影的时候最喜欢这首了
刘欢老师，你好！
卡在了奇怪的地方
白嫖失败
我靠
这也太棒了！
开口跪
刘欢青春版
粉丝太强了
《业余》
好好听啊啊啊啊
太爱了
音乐中学啊？？
woc
woc
《业务》
热搜警告！！！
《业余》
好牛
这男的真的顶
我也是粉丝！
业余
卧槽
好家伙业余
我靠
这老哥真的是业余的吗。。。。
？这不是原唱？
哇，太美了
美丽的歌声
哈哈哈
我还想听这种的
别拿原声骗我
哈哈哈哈哈哈哈哈哈哈哈
哇
哈哈哈哈哈哈哈哈
这TM8随
卧槽
男声女声都好棒好和谐啊！
杨过
姬无命
卧槽
好哒
业（zhuan)余(ye)
？？？
都是什么神仙
好汀！
啊啊啊啊啊啊啊妹妹好厉害奥
6666
快走
？？
[业  余]
好棒好棒
再来一遍
卧槽 牛啊牛啊
唱的不错
nbbbbbbbbbbbb
这小哥一看就是学美声的
WOC
牛逼
好听
？？？？
有些人眼里除了爱情没别的了，难道你和你父母也是?
热门！！！绝绝子！
！
业余
太好听了吧
《业余》
我还以为前面是配音 惊了
有业余……
考虑以后当个声优赚赚外快
唱的太好了啊啊啊性格长相也可爱
原声啊
这孩子才初中啊
右下真的在唱吗
这个哥哥居然还有点像那个人
太牛逼
好棒啊啊啊啊
谦虚了臭宝
pc首页通知书！！
好棒啊
牛
在一起
.
这个小哥好喜感
绝了呀
nb
好听
很厉害的感觉
？？？？？？
“业余”
厉害
好听鸭
好好听
好可爱
你好“业余”
好好听啊问问呜呜呜呜
音画不能说是相差无二，只能说是一模一样，不过我还是一人血书片头整活部分长一点
杨过?
业余
《业余》
《业余》
卧槽
老哥的声音还挺有特色的
好好听！
！！！
《业余》
起鸡皮疙瘩了
好好听
卧槽
好强
《业余》
业余…？
卧槽
好甜
唱得太好了
UP长得好像YYUT啊
真的真的很希望朝烟向更大的舞台发展啊！未来不局限于网络视频之中，非常渴望你实现专业舞台剧的梦想，爱你
太强了
哇哇哇
好厉害呀
胖虎
这么厉害
出了麦的声音稍微有点不匹配，一起合唱一定特别好听
《“粑粑”和“业余”》
这绝地
妹妹，学音乐剧吧
左下角巴斯光年啊
凡尔赛上线
这叫业余？
业余？？？？？
妹妹好可爱
卧槽，nb
no
牛逼
耿哥？
热搜恭喜！！
太牛了
神叼侠
厉害！
《业余》
开口跪
可爱
卧槽
吉安娜？
好强
业余?
这特么就叫专业
这是业余的？所以我没长嘴长得是进食器是么？！？
666
原声！！！
好喜欢妹妹的声音哦
再拍没了/doge
《业余》
《业务》？？
靠靠靠，我好爱
oh
好搭
我去大神
开口跪
噗哈哈哈哈哈这个小哥
原声在线啊666
好家伙真的是迪士尼公主的嗓音
迪士尼雇佣你了
no！
词穷了，只能卧槽卧槽卧槽，真好听
天籁
懂了，我没声带
大哥看着就是个艺术家
婉转悠扬
声色很棒
啊这
小哥贼像刘欢，一撮白毛更有那味
好强
绝了我靠
ohhhhhhhhhhhhhh
业余
手工耿？
美女我爱了
太好听了
你币有了
好动听～
正片结束
这和动漫角色好像啊
太好听了吧呜呜呜呜
《业余》
？？？
业余？？
我靠
杨过
按住手就不会唱了
彳亍
《真业余》
好听
业余
视觉冲击
草好好听
凡尔赛
艺术
好厉害
太业余了
重新定义业务
刘欢是你
果然很业余
《业余》
妙啊！！
野兽与公主
马玉米
no！！！
好好听啊宝
天哪
迪士尼找你了吗
哇塞
说吧，一口吃了多少迪士尼
业余
崽崽好像对粑粑有什么误解
你管这叫业余？
这发型，是杨过吗
胖子出道吧
厉害了
开幕雷击
看不过来了
我擦，牛逼
哇哇哇
一直看业余大学生的点一波
太好了
粑粑
太好听了你们两个啊啊啊
好汀好汀
牛逼
业余 我信了
甜！
开口跪
哇哦
我莫名觉得这男的唱歌好帅
好听
强
很强
业务
老哥吐字也很标准啊我的天
NO！
好好听
我去
？？？这不原声？？？太厉害了
《  业   余  》
这不是原声？
太牛了吧啊啊啊
刘源是你吗
这不刘源吗
第一句话理科关注
刘源是你吗
tm是业余？！
太可爱了妹妹呜呜呜
这次一定
初恋的感觉
？？？？
刘欢老师
业余？！！！！！！！！！！
业余
是不是对业余有什么错误认知
好家伙
业余就离谱
粉丝兄你不会是音乐系的吧。。
业余
嗯↑↓
囍
说杨过的笑死我了
职业选手禁止参赛
开口脆
哇好棒
这老哥，气息太稳了吧
好家伙，我直接好家伙
男生配合的真的挺好的
《业余》
开头的卑微三连呢!
好听！！！！
卧槽
卧槽 卧槽
卧槽
太迪士尼了吧
我趣！！！
这就是业余吗。
《业 余》
牛逼
我去
声线好合啊 好听
可恶，评论区找不到题目
确实业余啊
朝烟今天唱歌会绑手嘛
666
没想到手工耿唱歌这么可以
头皮发麻
等等这不是原声a
耳朵怀孕了
卧槽你管这个叫业余
可以的
这真的不是原声吗
这个door的尾音吹爆
手工耿是你吗
我爱业余
我知道的 业余的是我
好棒！
九世恶人
好可爱啊！！！！！！
业余
好厉害!!
声线很合啊
神tm的业余
业   余
我去
这男的不行让我来
绝绝子！！！！
业     余
太般配了
nb
我对业余有了全新的理解
凡尔赛大师
凡尔赛？
这太可爱太可爱了！！！！！
我对业余刷新了理解
这可太业余了
业    余
太好听了
牛批
啊啊啊好好听
太厉害啦
孤寡孤寡
绝
业务？？？
惊艳
两个人都好强！！
刘欢？
跪了
兄弟头发真多啊，分点吧
《粑 粑》+《业余》
卧龙凤雏
我突然觉得我好没用啊
哇啊啊啊啊啊啊啊啊啊啊啊
入戏了
卧槽
No！！！
白嫖失败
钟楼
三连警告
太强了
男生好强！！！
好厉害啊啊啊啊啊！！
妙
职业选手禁止参赛
我连业余都不配
我鸡皮疙瘩都起来了！
粑粑初中生爱了
奈何没文化，一句卧槽走天下
这个大学生真的刘欢
业 余
建议修改：重新定义业余
救命好好听
能有人按住UP的手吗
我次奥，化了
这句最好听了
业余？？？？？
两个人在合作一次吧！！！！！
开口以为是原版
《耙耙  业余》
这兄弟瘦下来绝对帅
好好听啊啊啊
好家伙，我差点错听成寡妇
业         余
牛逼
都好牛啊
帅死
甜甜的妹妹
……
wc
wow
离谱
《业余》
这个老哥发音太好听了
业余？？？
我以为是刘欢。。。
重新定义了 业余
长的还有点像动画片里的
我竟然觉得男生长的挺像的
好强
《业余》
我还是喜欢中文版:爱的门打开了
妹妹好可爱！
业余
《业余》
牛哇
（业余）
太牛了
我恋爱了
好棒！
手工耿的那个我直接好家伙
迪士尼在逃公主
初中生
好好听！！！！！
重新定义 业余
no！！！！！！！
好听好听啊
UP唱IU的歌吧！！！
手工耿是你吗
求音频啊啊啊，求求了
牛哇
厉害
好好听
雷神是你吗
哇哇惊了
再来亿遍
惊了
Hans : I was thinking the same thing.
Hans :Cuz like I've been searching my whole life to find my own place .
wow
司马懿。。。。
Anna&Hans :Love is an open door~~
男的音色太好了
Hans :With you ~
Hans :With you ~~
Hans : I mean it's crazy.
好棒
Anna :Sandwichs~
Anna :I've never met someone
Anna&Hans :Jinx !Jinx again !
？？？？？？？？？？？？？？？
Anna&Hans :Our mental synchronization~ Can have but one explanation~
Anna&Hans :You and I~ were just meant to be~
Anna :Say  goodbye ~
Hans :Say goodbye ~
好听
Anna&Hans :We don’t have to feel it any more~
我听了10遍了，不止
Anna &Hans :Life can be so much more~(这里烟烟口误啦
Anna:With you~
Hans:With you~
Anna:With you~~
Hans:With you ~~
Hans :Can I say something crazy? 
Anna :Can I say something even crazier?
Anna :Yes!
手打字幕君施工完毕~
什么时候去出道，别让我等了
老哥声音自带混响
这个手打歌词厉害了
手工耿的弟弟？
《会吸人的视频》
《业余》
up好甜
卧槽
啊好好听
哇！太棒了
原声啊！
再来一遍
哇
nb!
出音源吧，妹妹
妹子去学音乐剧吧真的
真业余！！！
66666
呜呜妹妹好甜好甜！
业余
你们哪个是初中生？
业余
每日一刷
业余？
业余重新定义
業餘...
刘欢老c，四你
他们算业余，那我……
好喜欢你wa呜呜呜，同样初中生好厉害
重新定义业余
《业余》
你说什么？奥利给初中生
奥利给初中生
奥利给初中生
太强了
《业余》
哇偶
别说刘欢还唱的可以
+
。。。。
业     余
卧槽
《业余》
HHHHHHHHH好听阿！！！！！！！
《业余》
凡尔赛文学大师
凡尔赛文学大师
啊啊啊啊
人间安娜
孤？
这这这这这这这这这这这这
i了
老哥上号做UP吧
？？？
满满的艺术细胞
《业余》
好家伙好家伙
有点厉害啊
《业余》
小伙伴！
！！！这个大学生好文艺啊一头长发我很喜欢
鸡皮疙瘩
劝学
《业余》
卧槽
《业余》
起鸡皮疙瘩了
别骂了别骂了（狗头）
牛皮
《业余》
郭麒麟的妹妹。
《业余》
卧槽
h
看了半天我想问你在和手工梗唱歌吗doge
业余？？？？
我喜欢这段的
哇哦！！
哇好棒！
业余
业余
很享受，唱的很好，配合很好
{业余}
卧槽爱了爱了
男生好像！！！！！
老哥好棒！！！
声线都好好
表白英文字幕
业 余
男方这个发型一看就有点东西(狗头)
ilidlild
男声女声都超好听
果断关注
羡慕小哥的声音
？？？？？？？
记住业余
你们是业余，我感觉我多余。
《亚佘》
太牛了！！！！
太厉害了，好听
妹妹很好看，大哥可以剪个头
重新定义业余
再来亿遍
太绝了
？？？？？？？？？？？？？？？
厉害
再来亿遍
耳朵怀孕了呀
大哥看着就满头的艺术气息
太棒了
太好了吧，要是发音在标准一丢丢就好了，但是瑕不掩瑜
两个人唱的好好听(//∇//)
太棒了吧吧吧吧吧
大学生好
《业余》
好听
啊 这叫业余啊
草，明天来补币
好牛壁啊啊啊啊啊
牛啊
厉害哦
来见亮了
刘欢老师还业余是吧
太强了！
《业余》
牛逼
牛哇
天！
{业余}
这个造型你跟我说业余？
重新定义业余
开口跪
表情到位
左下职业的？
能在合作一期？
业余？？
两个大佬，膜拜！
我人傻了
把公屏打在业余上
？？？？我惊了啊
高晓松做配音演员了吗
司马懿—————
真就离谱
哥们声线好啊
业余？
好像啊！
念秀，你怎么来唱歌了
害，这妞有啥好看呢，挺水的
np
好棒！
业余
绝了
真不错
啊啊啊啊啊好可爱
！
no
你们俩也太绝了吧！！！
走了
？？？？？？？
业 余
这是原唱吗！！！好好听啊啊啊啊啊啊啊
再来亿遍
做小饼干的那个吗？
蚂蚁
我以为是老邪？？？
牛逼啊
这特么叫业余???
唱的也太好了。。
《业余》
是我不配
一开口就是迪士尼的嗓音
太棒了
哈哈哈，声音不正常。多发育。前面的笑死我。
《业  余》
慕容？
左下九世恶人
????????????
好业余已经不业余了
好好听
《业余》
出道
白嫖失败
你们去迪斯尼吧求你们了
和声好好听啊！
卧槽
业余
看了第无数遍，救命太好听了吧
真的太棒了吧
《业余》
这可真业余啊
《业余》
男声好独特
这个老哥自带音响吗？
业  务
???
重新定义《业余》
哇哇哇！
虾仁猪心
一点点
牛逼牛逼牛逼
满分
大佬的造型可相当专业了。。。。
《业余》
认真听歌 评价别人外貌只会显得你没素质
《业余》
男生可以欸
哈哈哈哈哈
哇哇哇开口跪
好好听啊啊啊啊
up好厉害
这是原音吗
手工耿你别装了，我知道是你
重新了解了业余一词
风云婚后版？
“业务”
虽然感觉这样说有点刻板印象，但一看这个发型感觉就不业余！
mayumiL
"AMD,YES!……抱歉，走错片场了。"
？？？？
太好听了吧
可太业余了
？？？？
不要放原声好不好
牛
《业余》
小百灵鸟？？？
《业   余》
太业余了，业余到我了
《业余》
开口跪
大哥唱的我头皮发麻 太好听了
我是什么？？？？？？
可以干配音了啊
男生也好可爱
你管这个叫业余？！
杨过你胖了
真的越看越好看啊
我说看着有点眼熟 有点马玉米的感觉
这也太好听了
第不知道多少遍
原神不过如此
原声不过如此
业余
6666
卧槽
业余...
鬼王酒吞童子
左下角让我想到了杨过长胖了！！！！？？？？
我不配用业余一词
《业余》
这叫业余
太牛了！！！！！！！！！！！！！
《业余》
这个声音厉害了
卧槽
呜呜呜唱的贼棒
牛逼
《业余》
我不允许www
九世恶人？！
好像Mayumi
糟糕，币守不住了
y
我丢～
哇，果断关注
好好听！
?
安娜中国分娜
感谢字幕君！
都好听啊！
再来一次！！这个老哥好强啊
男的是原唱吧
牛蛙牛蛙
秀念
业 余
太感动了
牛逼
男生好有艺术感
是不是整形了
鸡皮疙瘩乖乖
这个发型不会是业余
你可以表演，你的动作蛮自然的
woc
牛逼啊，大佬
《业余》
好听好听
《业余》
哈哈哈哈哈哈
.
好家伙
妹妹好甜
司马懿发福了？
开口脆
好好听
司司马懿！
666
让人开口跪的《业余》
《业余》《不好》
no
这就是业余
35遍
男生也好听
66666
新概念业余
前面的等等我
好“业余”的哥哥啊
太棒了吧！！！
迪里迪气！
人看傻了
太好听了啊啊
业余？在下告辞了！
业余 她说的也没错啊
新概念业余
老天追着喂饭吃型
求个英文字幕
般配
救命啊太好听了呜呜呜呜
《业余》
粉了
ilil
都很厉害
都太强了
《职业业余》
声音可以
这个寝室太有代入感了
女版老邪
《业余》
左下角这长头发……
ohhhhhhh
厉害啊
啊啊啊啊好听！！！
手工耿？
天呐！！！
明天我一定好好学习晚安
啊啊啊啊两个好听
好听，up主好可爱！
哈哈哈哈哈哈哈哈哈可可爱爱
《业余》
厉害
这叫业余
草，NB
确定不是功夫足球魔鬼队的守门员?
Ohhhhhh
重新定义业余
大佬
在一起
在一起
