来了 第一
说实话没觉得那句话很刻意，我有时候和我八十几岁的奶奶对视时我也会有种时光飞逝的感觉，怎么说呢，我那时有泪点
花如美人
不冷吗
酒曲，是要酿桃花酒
好美的雾凇
弹幕呢
面料太薄，重叠剪效果更不好
我的  老婆
好热
打卡打卡
终于来了
这是要做桃花酿吗
二月到四月等你好久啦
龙泉驿区的桃花故里吗
十二分钟
来了
可以一叠叠在一起剪吧这也太麻烦了
很美呀
我忍不住打问号了。。。。。
这更像甜酒吧
姐姐好有耐心
自带渐变
啊啊啊啊啊啊啊阿，激动
这是什么？
还是热乎的
？！？！？！
龙泉驿
萝卜染色啊
美
来了来了
婆婆活过100岁
出息了，出息了
好看哎
手动酒窝，（滑稽）
太美了吧
人面桃花相映红
成都龙泉驿 哈哈哈哈
厉害了
舌尖上的李子柒
好多漂亮衣服
好像世外桃源！！！
来了来了
快来帮忙啊
来了
赶紧好久啊
沙棘！！！！~~~~~~~~~~
桃花坞里桃花庵，桃花庵住桃花仙。桃花仙人种桃树，又摘桃花换酒钱
妈呀
大片既视感
这个酒杯真是多功能啊，哈哈哈
酿酒的节奏
眉毛。。
这也太有耐心了吧
终于更新了
紫萝卜染粉色吗？
好美好美
仙境
14分钟呜呜呜
弹幕呢
前排前排
这才是仙女 
因为每一片花瓣都是不同的
吓死了，要是有风吹过来我都要哭了
终于等到你，第一
爱了
姐姐你好有耐心
桃胶！
人面桃花相映红
中国人最好
14分钟，我出息了
桃花酒
要染色吗？
龙泉驿呢
这哪个农村啊   真好
新鲜的子柒姐姐！
这是人间吗
有种郭襄的感觉
成都龙泉驿啊
十里桃花既视感
子柒最美啦！
天哪 太有耐心了
是我知道的那个龙泉驿吗？！
得多有耐心才能一瓣一瓣摘 仙女
人间四月芳菲尽，山寺桃花始盛开
我来了
桃胶？
啊啊啊啊啊更啦更啦
我在龙泉等你
啊啊啊啊啊啊
BB的园艺剪
只有在看子柒视频的时候才会忘记发弹幕
来看仙女
17分钟
十七分钟
来啦
真美
太好看了吧！
来了
这真的不是特效吗
啊去我家看桃花吗，呜呜呜我也想回家看桃花
想知道还有啥是姐姐不会的（doge）
太仙了
这也太好看了吧
等更新太难了
桃花酒么
又到了酿酒的时节
卧槽卧槽卧槽
晨光打钱
我会崩溃的，这么多小花瓣让我剪
来龙泉驿呀
想起密码了
哭了，终于等到你
好久不见姐姐
这就是仙女住的地方吗
老酒鬼了
好久不见
龙泉驿
仙起来了
我家就在龙泉驿
我也看出了子柒脸蛋粉粉的好好看！
这是做桃花糕了嘛
好久不见
桃花酒
十七分钟，一万多播放
终于等到你！
一阵风那个你是魔鬼吗
啊啊啊啊，我就在龙泉驿！
这是直接穿的睡裤哇
真•全才
真的超好看呀！！
来啦来啦
啊啊啊啊啊啊龙泉驿  前段时间才去过
好像变胖了点儿？
热乎的！
好美呀
桃胶！好东西
果然是个小酒鬼！
怪不得这么久才更
这套衣服好像桃花仙
婆婆在四川很多地方是奶奶的意思
居然更了！！！！
最近在吃桃胶
好好呀
要去成都吗
看的李子柒第一个视频就是桃花酒那期
子柒真的很勤劳
22分大门
终于来了，第一次这么早
突然变工科生
才4万播放量，我第一次那么靠前！
抱抱前面，你奶奶一定在天堂看着你的！
终于更新了
手帐er的日常
来了
失踪人口回来了
好美
赶上热乎的！！！
桃之夭夭 灼灼其华
人面桃花相映红
仙女终于跟新了，新鲜的23分钟
线上春游，我可真是太懒了
仙女姐姐终于来了！！！
龙泉驿？！
不会现场做衣服去玩吧
桃胶，可以有，哈哈
老婆我可以娶你吗
醪糟米酒
盲猜有桃花酥
差点忘了B站里还有个你
去龙泉驿走成华大道
做醪糟？
留个脚印！
全程美到爆炸
我也见不到奶奶了
渐已成仙
22分钟4万播放
看完了，香！
桃花其实比樱花好看多了
仙女姐姐
向仙女致敬！
花人一色
等一次更新好久啊
桃花饭吗
有点看大佬做通草花的味道
25分钟，出息！
这是什么人间仙境
妈呀，太美了
哇这身裙子好美！
老酒鬼了哈哈哈哈
白发戴花君莫笑，岁月从不败美人
电影质感
弹幕好聪明
哇
这是酒曲吗？
桃花仙人种桃树，又摘桃花换酒钱。
好厉害
美人
笑声好温暖
桃花酒
仙女
奶奶健健康康
赶紧去龙泉蹲点
好漂亮
一双做事的手
哇
我来早了
话说我们男宿舍门口有一棵桃花树 吉利
如果我画这么多 剪这么多 我肯定得疯掉
醪糟
？？？？？？？我就在龙泉驿！！！我人傻了啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊我为什么是个宅女啊啊啊
她来了她来了
是让人热泪盈眶的力量
热乎热乎热乎，啊啊啊啊，第一次啊
老酒鬼了
好美啊
像小孩似的，可
太美了
我的心是77的
没人的话，那我可就不客气了
来了来了
终于等到你
姐姐真的太可爱了
桃胶！
桃花米酒！
桃花酒
四季花常在
昨天刚看的，几天就更了
我上次去都开过了哈哈哈，错过了花期
桃花酿
月季应该也要开了，想看姐姐的花墙
终于发视频啦
好久不见
太美了太美了
花开花落花满天，终见子柒舞蹁跹！
真有耐心我的天。
太棒了！
哦哦哦猜到了
“酒窝”
来了来了
姐姐在干什么呀
婆婆身体健康
穿这么点不冷吗 视频越来越不自然
我服了
仙女本仙
等个片不容易
绢花吗？
太美了
手工大佬哈哈哈
甜菜
仙境就是这样的吧！
果然是小酒鬼哈哈！姐姐又要做酒了
桃花酿
子柒这身和风景好配
这里要是打个喷嚏
29分钟
这个会不会掉色呢？
小羊
又见桃花酒？
颜色漂亮
嗯？这是做啥
姐妹好有耐心啊
子柒每次摘花都要酿酒
我来了！
嘿 我来得好早
染色！！
姐姐终于更新了！
胭脂萝卜，我还以为要做菜呢，原来是当染料
干活比较容易热？
弹幕太多了
真爱了
失踪人口回归
哇，还有晕染的效果
桃园仙境
终于更新了
30分钟
失踪人口回归！
甜菜不是萝卜
真有耐心。。。
失踪人口回归！！好烫
我说弹幕这么少，原来才二十几分钟
甜菜根
好美
Tao桃花酿！！！！！！！！！！！！
龙泉桃花还没得你们那好看
绝了
姐姐．
想要同框杯具
桃花酿来了
桃花真的很适合插花瓶里边儿
雪山飞狐
雪满山中
       岁岁种桃树，开在断肠时
终于更新了
 太美啦
怎么不叫我
好美啊
手已经开始累了
前面的你有事做了想去做了就有耐心了
她应该不会做手术
三生三世十里桃花吗
出息了，32分钟
太美了
酿酒
是要植物染色吗？
失踪人口回归
真的很美
干活是不会冷的……
老酒鬼了
终于回来啦
桃花醪糟
后面会不会做桃花粥啊
我等的花儿都谢了
路边的野花你不要踩
山花烂漫
人间仙境
热乎
婆婆是美人嘻嘻
？？？？？？？
35分钟
白发戴花君莫笑
失踪人口回归
冷啊，多穿件衣服也好
美哭了
桃花仙子
希望婆婆身体健康 快快乐乐的
啊啊啊啊！！！！！！蹲到了
桃胶  之前小时候没人拿这玩意当宝贝
看到姐姐的棉拖孩了233
这是泥吗？
醪糟
来啦来啦
我来的正是时候
桃花坞？
子柒最爱的环节来了，酿酒
热乎的
热乎
终于更新啦
有，她不会嫁给我（别打脸）
也太好看了！
福态了
什么季节换什么花
终于等到你
我才去过那里，呜呜呜，离姐姐最近都一次
终于更新啦！！！！！！！
真的好妙啊
好看
承包空屏，姐姐好美
龙泉驿的水蜜桃好吃
看完了，太美了
爷关更
38分钟！！！！！
人面桃花相映红
为我是四川人而骄傲
做风筝？
7651正在观看
子柒的婆婆好幸福啊！
真的好有耐心
桃之夭夭，灼灼其华
哇热乎的
裙装终于又出现
失踪人口回归
第一第一
桃花酒！！！
人面桃花相映红
这干活也太利落了
我等过了整个三月的风
桃花酒？
来了
甜菜还是萝卜啊？
要到就是不同形态组合起来的美，一起剪的话就没那么好看了
我的天我就在龙泉！呜呜
心灵手巧的仙女
冰雪融化万物苏醒
担心被风吹走
人间仙境
龙泉驿打钱！
祝奶奶长命百岁
老来带花莫笑，岁月从不败美人
空屏满上
柒姐越来越美了
好美
奶奶健康啊
来了
俺来了
这画质我电脑屏保都没那么清晰
真就是啥也会
来了
啊啊啊啊啊啊啊阿，真新鲜
我就在龙泉驿区！！！
我已经代入感了，我累了
啊啊啊啊啊来龙泉玩儿呀
山桃烂漫
山寺桃花始盛开
哇！好认真的姐姐！太有耐心了
热乎
bgm好好听！
更了
打个喷嚏就好玩了
热乎
我服了
天，这皮肤好好，这画面好好看，白里透红
卧槽
4.6今天很不开心，但姐姐更视频了感觉世界又美好了
岁月从不败美人
李子柒是不是神仙下凡
辛夷花吧   姐姐家乡漫山遍野
做电极
听到我们龙泉了
子柒 越来越好看了
投币再看
失踪人口回归
啊啊啊啊啊啊啊啊啊太久不见啦！！！！！！！！
龙泉驿我的家
仙女姐姐啊啊啊
終於等到了
渐变跪了！！！
拍甜酒
这工作量。
好漂亮的地方
花堪折时直须折
军火库的笑死我了
啊啊啊啊啊啊啊好久不见！！
四十三分
桃林也太美丽了吧
好久不见
太有耐心了
……
44分钟！
姐姐好有耐心
呜呼 grmx
呀儿哟，享受
终于等到你！
桃花酿
果断投币
读书在龙泉驿哈哈哈
真的太强大了
再看亿遍
45分钟！
来了来了
嗷嗷嗷 俺在龙泉驿
什么时候做一个《酒鬼的一生》
仙子
更新了
桃之夭夭，灼灼其华
琉璃杯啊
天啊太美了
他还是那么喜欢用花做饭
终于等来了，欢喜
好久不见
太漂亮了吧
桃花酒~~~
此币不投，更待何时（doge
来了
姐姐，我有点想吃家乡的醪糟儿。你可以做吗？
人间四月芳菲尽，山寺桃花始盛开
这件衣服好好看
失踪人口回归
哇
桃花源里桃花仙
哇
终于更新了
好好看啊啊啊
别给隔壁学了去！
终于
我在龙泉驿啊
桃花坞下桃花仙
太美了
琉璃冰冻烧杯老贵了
婆婆寿比南山！
老酒鬼
祝奶奶万寿无疆
满山桃花杏花，只为你一人开放
终于更新了
都是自己一个人一点点建起来的啊，这仙境
这个颜色太好了
白发戴花君莫笑，岁月从不败美人
不会是烫花吧
啊啊啊啊欢迎回来！！！
甜菜根！！
烫手
总算更新了
太牛啦，看子柒的视频能让自己的心静下来
好久不见啊
看了看我手里的火龙果
已经这么暖和了吗
真的是烫花
加速了
桃花酿
泪目 好美好
姐姐 好想你
冷吗？
姐姐完全就是我向往的另一面 
这
太美了吧
好漂亮
酒鬼子柒
仙女啥时来过龙泉驿了？
来了
桃花依旧笑春风
终于等到你
等了好久啊
众所周知子柒是酒鬼
柒姐BGM呢？
好想自己的姥姥  如果她还在应该也像子柒的婆婆一样开心吧
热热热乎的
太治愈了
终于等到了！！！！
仙女
好像我奶奶
热乎的！
姐姐，把我的心也拿走吧！
不知道你有没有在看，我只愿79
向往的生活
卧槽好有耐心啊
更了更了
果不其然，酒鬼姐姐
桃花烫花发簪吧！一个簪娘的直觉
zhengzi饭
马得，也不知道便宜那个小妖精了！！！！
算了，学不会的
这景是真的吗，也太美了！！！！
我要这币有何用，不如投了它去
偷国见都没见过
啊啊啊啊
好美，想到小时候弄错的家了，好想它
好久不见
桃花酿！
以为要做绒花缠花了
十里桃林
仙女姐姐！！
梨花泽泽远山远
我来了
噢噢噢噢噢！还热乎
老婆老婆
修仙成功了
绝美
施法开始
白发戴花君莫笑，岁月从不败美人。
终于来了
成都信息工程大学龙泉校区
酒曲
工具杯
仙境和仙女
加颜料了，别太当真.
好美
富婆的衣柜
我很想你，奶奶，晚上让我梦到你，以前太小。现在长大了，我爱喝酒。。。喝酒就会看到你。
绝了
美到窒息
这个团队厉害啊
柒仙女
龙泉驿，离我老家近
不要在柒姐的视频里刷抄袭作品的名字好吗？
醪糟！？？
醪糟
来了来了
桃花酿？
哇
桃树浑身都是宝啊，招桃花还辟邪
这也太好看了
人间仙境
龙泉山桃花故里～
57分钟
手上茧好多
桃胶？
终于！
终于等到你
好久没看到你了
白首簪花君莫笑，别有天地非人间。
手上全是茧子
太强了
桃胶
姐姐！！！
密恐有点害怕
我的天，我就在龙泉驿，离桃花沟可近了
真的好美啊
成华大道
前排前排前排前排前排前排前排前排前排前排前排前排前排前排前排前排
这也太美了吧
柒柒好好啊
怎么这么美
啊姐姐更新了
盲猜桃花酒酿
愿这片仙境永存
这林子里好热闹啊，哈哈
这双手！爱了爱了！
那么多龙泉的啊 哈哈哈
妈耶这是仙女吃的饭吗
哇~~~
这就是仙境吗？
可爱的腮红
宝藏女孩无疑
仙女都是吃花的
桃花酿
我直接爱了
好美
天哪
来了
我在龙泉驿！！！！
姐姐很久才更一次，但是视频质量好高
天啊！
这句话泪目了
热乎滴
婆婆身体健康
啊啊啊啊
大片
太爱了！！！
学习累了，就放松一下
来了来了
好美
失踪人口回归
我尼玛吊炸天
你回来啦
建议子柒申请国家非物质文化遗人
美！
这是仙境吧
热乎
快截图！！！
22
桃花坞里桃花庵，桃花庵下桃花仙。桃花仙人种桃树，又折花枝当酒钱。
山上只有这一户人家吗
好可爱，好漂亮啊
仙境
终于等到
云梦师姐狂喜
姐姐什么时候去向往的生活吧
好漂亮
胭脂萝卜
好有耐心
来了来了来了来了
啊啊啊啊啊啊啊好久不见
失踪小仙女
啊啊啊啊终于等到你
很羡慕这边能留下漫山的桃花，我家房前的前几年因为不长桃子砍掉了。。
哇美腻
干活的手，很真实
偷国人狂怒
姐姐好美
我来早了？弹幕呢？？
爱老婆
老婆老婆我爱你
想外婆了
像我这种叠起来一块剪的人.....
来啦
终于更新了 哈哈哈
来了
奶奶长命百岁身体健康！
这身衣裳好看~
哇，新的
a老婆tufA
衣服好多
记得元尊里有个桃夭酿
桃花源
我就在龙泉！！
这是仙境嘛呜呜
棉裤
我在龙泉
哇，好久不见
子柒醉！！！
桃花酿
好美啊！！
一阵风吹来
李子柒，你还有多少惊喜是我不知道的
一小时
人面桃花相映红
龙泉驿！！！我就在这！
我一声老婆直接叫出来
我是阵风，谁在叫我
我滴个天
来了来了
姐姐好
我在龙泉等你
酒曲
好喜欢这种感觉啊
李子柒的插画技术很好啊
桃花酥
失踪人口回归
做成饭，桃花好像会闹肚子
抱抱前面奶奶走了的宝贝
插花
我在龙泉驿读的大学
热乎
okk
姐姐终于等到你了
好温馨 ！！
做假花
喝这个是不是会有桃花运鸭？
太美好了
这个侧脸 策划给我做成海报
好新鲜的花
是绢花吧
仙女的奶奶当然也是仙女
一小时，还算热乎
假花
来了来了
要染色了
去看看充国香桃林吧
美
绝了
我是你永远得不到的男人
真是太有耐心了
葬花侬
哇
终于更新了啊
坐地铁去呗？我在音乐广场等你们
奶奶身体健康
好多好看的衣服
姐姐又要酿酒了
想我奶奶了
MC诚不欺我
桃花娘在做桃花酿
我去
热乎的
绢花！看标题！
一小时
啊啊啊啊啊
嗷呜，龙泉驿
用大剪刀剪这种小东西手不酸吗（泪）
桃花酿
龙泉驿!子柒啥时候来的!我就在龙泉附近!
 成仙了
人比桃花粉
天哪，终于来了
折颜的桃花醉
清泉白饭桃花酒
天呐，好美啊
这是在哪里啊
时长感人
来了来了
来了
拔萝卜
呼~
盲猜米酒
花魂酿就桃花酒
真的好美～视频做的好棒
好漂亮
失踪人口回归
想我外婆了
姐姐更新啦啊啊啊啊啊
他还是那么可爱
是又要做衣服了吗？
电视看一遍，手机再刷一遍。随手奉上弹幕！
脸上粉嘟嘟的涂了腮红吗？
求此处的BGM
烫花？
啊啊啊啊姐姐终于回来了
来了
棉裤仙女？
所以几个月是为了片头萌芽花开
好久不见，甚是想念
哇塞这也太美了吧
一小时！
花魂酿就桃花酒，君识花香皆有缘。
失踪人口回归
这衣服穿的反差好大
祝奶奶万寿无疆
桃花源
我要喝花酒
视频质量又高了诶 
终于更新了！
浅浅本人
仙女姐姐！
太厉害了
仙女不打喷嚏
婆婆要健康快乐鸭
我就在龙泉居住
终于又见到姐姐了
多才多艺
多穿一点呀感觉有点冷
桃花坞里桃花庵
美
哇！！！龙泉驿！！我成都龙泉人哈哈哈哈
桃花酿？
桃花庵中桃花仙
白发戴花君莫笑岁月从不败美人
桃花酿
黄蓉在桃花岛
什么跟电视剧一样，比电视剧里都是桃林美多了好吧根本不能比
好厉害！！
啊啊啊啊啊啊姐姐来，我就在龙泉驿区
本龙泉人民惊了
桃花酿
来了
太美了
真是巧了，下午上英语课老师还在讲李子柒文化传播，晚上就更新了
祝奶奶长命百岁
这景好美
如果有一天我娶了你，
仙女采花
拖鞋
热乎！
还加了洛神花欸
健康长寿
出息了，一小时
好美啊！！！
仙女姐姐
这哪里密恐了我的天不要这么脆弱好不好，总会让人感到矫情
花仙子
好可爱和我一样哈哈哈哈
愿奶奶还有姥爷在天堂幸福且温暖
柒姐，我来了！
可爱
美
来我们这里了
好想去
婆婆身体健康！
我擦！居然是我家龙泉驿！
在这浮华的世界也能欣赏此等美好，多谢了
看姐姐的视频是真的治愈啊
我一个新都人都知道你们龙泉桃花出名，你本地人不知道？
祝奶奶长命百岁！
太厉害啦
桃花酒
bmg好好听
又折桃花换酒钱
好久好久不见
胭脂萝卜！！
哇！！！！！
人面桃花相映红
簪娘狂喜
发型好搭配好好看看
家人们想哭
手真巧啊
绝世仙女   盛世美颜   人面桃花相映红
姐姐 皮肤太好了吧
人间四月芳菲尽，山寺桃花石始盛开
娇姐！
bgm好评 姐姐好有耐心
我怎么感觉我看过这集啊。。。。
我天
来啦来啦
成都龙泉驿！
桃花不要花蕊，否则拉肚子
婆婆年轻的时候肯定也是非常美的
啊这！好美
天呐！！！
人面桃花
一个小时，超热乎
仙女配世源！
失踪人口回归
来的最早的一次
？弹幕呢
热乎
太厉害了
呜呜呜，我在犀浦！！！
植物染
天啦噜
学校就在龙泉哈哈哈哈哈哈
很美的春天
姐姐终于更新了！
奶奶一定长命百岁
来了！
酒曲
人间四月芳菲尽，山寺桃花始盛开。
好久不见甚是想念！
桃花酿
欢迎来龙泉
哦哦哦哦哦哦哦，好仙啊
强迫症福音
这美好的生活啊慕了慕了
哇咔咔
好可爱~
好有耐心
姐姐等你好久啦
桃花坞里桃花庵，桃花庵下桃花仙。桃花仙人种桃树，又折花枝当酒钱。
我天啊啊啊啊啊
失踪人口回归
来了
得想办法娶了这个女人
真的太有耐心
仙女姐姐
天呐 只
套靴出戏
这个能玩一整天
哈哈！我就说冷嘛
桃花酿 
哇！大户人家
太美了
汉服美
醪糟
龙泉驿？？
对折剪啊 柒柒
绝了
才女一枚小可爱
哇
先赞后看
终于来了
桃花醪糟
哇
剪的好好啊
龙泉本地人
好可爱
".,........wuyu"
冬去春来
酿米酒吗
甜酒
桃花酒？
怎么刚开始我的硬币就出手了呢
北美冬青 有钱
人面桃花相映红
武侠片嘛？还是实景拍摄
好看啊，仙女
树莓
好棒
罗北
好美啊
来啦
桃花开了好多
你看这花开得好好
拖孩
求BGM
多才多艺
1小时热热还能吃
绝美片头呀
好美
这身衣服，爱了爱了
红豆生南国，春来发几枝
这地方太美了
今年我也是错过了哈哈哈哈
美爆了
想看4k
绝了
在龙泉驿上班
这莫非是传说中的桃花酒吗
姐姐好漂亮
桃花酿
请多多这么穿！
太美了呜呜
丽水龙泉
浙江龙泉人
逆风如解意，容易莫摧残
好美的姐姐
军火库的，是要笑死我吗
龙泉驿！我家就在！！
哇～～～～～
龙泉驿！我家就在！！
这个是有手就能画吗
人间值得
来了来了
岁月从不败美人
桃花影落飞神剑，碧海潮生按玉箫
婆婆身体健康啊
四川的山大美啊
太美了
仙境么？
梅长苏？
手掌有层茧
哇啊啊
许个愿，希望自己能挺过这段工作时间的压力  还有肖宇梁你要好好的
好美
哇噻，子柒永远不会让你失望
多才多艺
祝奶奶长命百岁
失踪人口回归
失踪人口回归
人间四月芳菲尽，山寺桃花始盛开
上周在龙泉驿看桃花
来我大龙泉了吗
就在成都航院
传统工艺简化版
！！！！
打码防不要脸的偷国
司藤
落英缤纷
以为要做缠花了！！
白花戴花君莫笑，岁月从不败美人
画皮
山寺桃花始盛开
睡裤没错吧。哈哈
最喜欢看这类视频了
失踪人口回归啊啊啊
她冷了
这要是换我眼睛都瞎了，姐姐厉害
我的爱
好久不见啊啊啊
前面的，人家就算说了制作过程，你是能做还是咋的
看着心情好了很多！
，龙泉大把的桃花树，
肯定有桃胶
一个一个剪吗？？？！
桃花酿
被这满屏的弹幕吓到了
失踪人口回归
可惜只能投两个币
做缠花的淘宝店家路过。
白首带花君莫笑，岁月从不败美人
哇 终于更新啦
绝了
想哭，好想我的奶奶啊
砚台好漂亮
终于等到你
我家就在龙泉驿
来了来了
婆婆身体健康
挑花树下桃花酿，好酒美人任断肠
花开堪折直须折
zwqlzan
人面桃花相映红
吹一口（bushi 
纪录片画感
龙泉？
我滴妈好有耐心
死鬼，还知道回来啊
热乎的
她还是那么喜欢喝酒
等的花都谢了
失踪人口回归
本龙泉人惊了
好爱
太美了太美了
景美人更美
裙子也好美，人也好美
待到山花烂漫时，她在丛中笑
姐姐好美
岁月从不败美人，婆婆你是美人
仙女下凡
哇
婆婆是美人
大片既视感！！
花花 
又要酿酒了
好久不见！
啊啊啊啊啊啊
