歌好人也好
三无哥哥！
我爱三无！
三无哥哥！
三无哥哥
都升为妃
这谁当皇帝也挡不住啊
这么多人
小孩子才做选择，我全都要
三无！！！
以后广场里跳舞的就是这些个？
B不后悔看系列
三月月啊啊啊啊啊啊啊啊啊啊啊啊啊
都是我的嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻
我全要
awsl
紫颜晓丹傻傻分不清
三无哥哥！！
伢伢嘎嘎扣！
漂亮小姐姐都是别人家的
爱了爱了
啊啊啊才发现我的扇子和她们的一模一样！
手摆的好好看！！！！！
三无哥哥！
三无哥哥唱的好棒，小姐姐们跳的也好棒
晚衣！啊！
老张好温柔啊
晓丹
好耶好耶
嘎嘎扣
都是我的
吾与董贼何异
吾与董贼何异
三月月~
三无哥哥！
开头见
朕乏了
啊啊啊啊啊啊啊
男孩子要保护好自己
这还要选！全是额滴……
君王竟是我自己
三月月——！！！
嘉儿！
好多美人！
最后一排从右往左第二个是紫颜小仙女！！！
笑得好甜啊！
紫颜紫颜！！！
紫颜！紫颜！紫颜！
三无哥哥！！
三无！！！
伢伢C位！
好耶
退朝！
三无！！！！
好耶
晓丹美爆了
三无！！！
啊啊啊三无
China
接着舞
紫颜
伢伢！
三月月好会唱！！
三无哥哥！
我要打十个
晓丹小仙女！！！
三月月啊啊啊好好听
表白三无哥哥!!!
三月月！
三无哥哥！
漂漂亮亮的
晓丹 晓丹 晓丹
爷青回
是晓丹啊！
三无哥哥！
三无哥哥！！！
太美了
三月月月月可少女了（狗头）
三无哥哥yyds
好耶！三月月！
三无！！！
0.75无敌
三无哥哥！！！
我爱了
舞见你们抱走我要三无哥哥！
美女挺漂亮
三月月！
三月月！！！
从此君王不早朝
这都是我保华的女人
朕心甚悦
接着奏乐，接着舞
27tjhg536r4
这段原版的步子可不是这样的
三月月！
都是我的
老张好美呀
来了来了
弹幕不要挡住人，吾王的那个开到屏蔽10级了都去不掉
我家的姑娘
感谢字幕君
太漂亮了
小仙紫，我最爱你！！！
小仙丹
牙牙
小孩子才全都要
朕的爱妃！
朕要封尔等为妃。
老张！！！
要是我有马云的钱这些都是我老婆
我都不知道我看了多少遍了
歌好听！！
花月成双！
三月月太棒啦————
三月月————
歌太好听了！！
好看
感谢字幕菌~
第一次看，好喜欢这首歌
朕甚悦！！！
久莺久莺！
俏极稀饭泥焖
每日三遍
每日三遍
三月月
紫颜
都是朕的后宫佳丽
美欣
古风就是最厉害的！
去国怀乡
哇塞
66666666
紫颜紫颜紫颜紫颜紫颜紫颜紫颜
c位：伢伢
三月月！！！
c位腿超级好看
这长得都一样啊
我的，都是我的
弹幕们想要peach吗？
老夫的少女心
卡卡卡卡卡卡
都结婚了吗？
晚衣
我要晚衣
这个好好看！！ 绝了！！！
七仙女下凡
现在懂古代皇帝的乐趣了
awsl
全是花仙子
老婆我来了
卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡
紫嘉儿紫嘉儿紫嘉儿紫嘉儿紫嘉儿紫嘉儿紫嘉儿紫嘉儿紫嘉儿紫嘉儿紫嘉儿紫嘉儿紫嘉儿紫嘉儿紫嘉儿
千寒冰刀爱紫顏
好看
选妃时间到了
美帝有啥意思
我想回国啦
场景转换得好好
我来了
嘉儿嘉儿嘉儿好美
承包这个何妨呜呜呜 三无哥哥！
三无今天娶我了吗(๑>ᴗ<๑)
↓这个小姐姐是谁哇好美！！！
眼睛都看花了！个个都又乖还可爱
嘶～这个好有感觉，太可爱了
心情愉悦
紫颜太好看了
你们都抱走，三无留给我
三姐
双厨狂喜
芜湖
棒棒
好家伙
我只愛紫顏
15倍快乐啊
c位是伢伢哦
三月月!
封面我还以为S1感谢祭？？？
伢伢最美
唱歌的是三月月！！！！
吾佟！！
紫妍紫妍
爱妃们，接着奏接着舞
啊啊我死了
再来亿遍
后期们上啊，把身高拉一拉，头捏一捏
弱水三千，我全都要
满屏的老婆
她调戏我
小孩子才做选择，我全都要
摄影影视飓风
美
我都要，都是我的
哦
春天的样子啊
我直接安排
不愧是影视飓风摄影，牛逼
在？抽个美女！
紫嘉儿
接着奏乐 接着舞！
这么多就离谱！
紫颜紫颜紫颜紫颜紫颜紫颜紫颜紫颜紫颜紫紫颜紫颜紫颜紫颜紫颜紫颜紫颜紫颜紫颜紫颜紫颜紫颜紫颜紫颜紫颜紫颜紫颜紫颜紫颜
紫颜紫颜紫颜紫颜紫颜紫颜紫颜紫颜紫颜紫颜紫颜紫颜紫颜紫颜紫颜紫颜紫颜紫颜紫颜
伢伢我的
嘉儿
为三无哥哥爆灯呜呜呜
看到千岁了
三三
颀三仙女！！！
颀三三！！！
这届还是缺些仙气
啊啊啊吾佟！！！
吾佟！！！
今日曹丞相包场
全要
花开花落花相伴，美人一笑舞倾城
15老婆
伢不见了
伢腿最好看
紫颜
灯光好赞
明我就不上朝了
全是我老婆
0.75倍速感觉不一般
皇帝竟是我自己啊哈哈哈
晚衣！
在？抽个美女
好活当赏
gagako！
0.75倍速开始享受
仙女集合了
晓丹？
c位是伢伢
芜湖三无！
有没有哪个好心人告诉一下裙子是哪家的呀
当皇帝的感觉
啊吗粽c位
西门曹贼在此，尔等还不退散
来学穿搭的
伢伢牙白
老婆们
嘎嘎扣
好看
抱歉。 都是我的
下次一定
不爱江山爱美人啊
漂亮姐姐
复制粘贴的吗
c位最好看
确实有点像瑶的皮肤。而且还是一群。
来了来了
所谓后宫 就是如此
朕甚悦
狗子救我
终于明白了
一群老婆
都是我的
好油
上限商纣王
有点像瑶的皮肤
曹贼安敢如此
朕觉得不错
小孩子才做选择
美人如玉公子无双
紫嘉儿！
我的我的，都是我的
从此君王不早朝
养眼
太美了
爱了
我都要
我都要
老婆们
打包费5元
舞，接着舞
选妃了
我要去影视飓风工作
好好看
怪不得君王不早朝
来了来了
这腿好美 
好多春丽
2021
好耶
的旅途
君王不早朝
好多仙女姐姐
君王不早朝
当皇帝真好啊
许嵩直呼内行
终于知道为什么以前总是争帝位
还好脸盲不是我一个
晓丹，爱了爱了
我的老婆们！
朕有点忙
漠渣特，恭喜恭喜
伢伢！！
接着奏乐，接着舞
三无
嘉儿！！！
这衣服不错
三无
封面而来
都是朕的都是朕的
都是朕的
都是朕的
中国风！
朕全都要
好耶
每天上b站必看
感谢字幕君
伢伢真可耐！！
如花似玉
这衣服显矮
我要是当了王，比纣王还纣王
垂死病中惊坐起，君王竟是朕自己
我看还不行吗
看起来都是1米5，是摄像头还是场景的原因
好多阿姨
好
弱水三千，我全都要
好多妹妹
没心动 看完
再来亿遍
漠漠
再来亿遍
只不过在取悦我罢了
复制粘贴
太i了
谁家的姑娘
可以
就好看
把朕的牌子拿来
我都不认识
好康
哇，看到小仙女了
老婆
不愧是那个男人的作品
美！！！
这个姐姐好喜欢！！！
接着奏乐，接着舞
来了来了
nice
现在的女团：成群结队
我以为DNF了
币了币了。伢伢美美美
扶我起来，我还能行
看看
都一般，溜了
吾佟！
"給各位美女一个爱上我的机会,希望在跳舞的各位不要不知好歹"
跳的不整齐
妙啊
小学生才做选择题 我全都要
热乎
混入其中
好多蜘蛛精
本王全都要了
AWSL
金里脊？？
朕来了
我  全  都  要～～
爱了
c位牙
哎呀，看看就行了
老婆们
QAQ
为啥这编舞几乎没有队形变化啊
小姐姐
怎么这么不齐
爱了爱了
老婆们
不化妆更好，这种不自然
歌名是什么
裙子有点长了 差评
都是我的（狗头保命）
伢伢
这跳的也不齐啊
我终于明白纣王的处境
抱走伢伢
我全都要
这不是少年音么
紫嘉儿！
完全没记得歌词
三无哥哥！！！
美欣！！！
和寄明月太像了
美欣！！！
都好甜啊
美欣！！！
73737373
戏妆？？？？
各位老婆好
俉佟
我全都要
为啥要挑，全都是朕的
老夫全都要
再来一遍
有点像早安少女的樱花满开
好不齐啊
中间小姐姐最漂亮
都是小短腿。。。。
哇哇哇哇!!!
个个满脸通红
气质造型不符合，硬伤
终于知道为什么以前个个想当皇帝
我爱了
中间那个是?
一人一发
哇哇哇，我都爱咋办
要哪个好？
要哪个？
C位好看
伢伢排面
全是我老婆
百狼齐聚
晚衣好美
我爱伢伢！
李子柒
伢伢！！！
仙女窝
就这？
666
从此君王不早朝
快跑
这个编曲绝了啊啊啊
小孩子才选择
三十年后楼下广场不见不散
这是不齐舞团嘛
可以
仙女！
来了来了
歌？什么歌？
好好看！
这君王能早的了朝？
三哥，三哥
狗子救我
都没有记忆点 好家伙 
这个月不下床
好看好看
吾佟老师！！！！
好看好看
小孩子才做选择
Wang  WangWang  WangWangWang
Wang  WangWang  WangWangWang
这不比日韩那些好看?
都是我的
老婆婆婆婆婆婆婆婆婆
今晚不死不休
君王竟是我自己！？
啊啊啊啊
加入
老婆老婆老婆老婆老婆老婆老婆老婆
七岁
进站封面来的
伢伢
期待翻跳
再来一遍 奇妙无限
赞
表情管理
美兮
春到人间人似玉
有灯无月不娱人 有月无灯不算春
这个转换场景好看
美人如玉
知道为何君王不上早朝了吧
补充弹幕
来了
接着奏乐接着舞
BGM好啊
伢伢真棒！！！
后宫佳丽三千，全要
伢伢
为本王跳一曲高山流水
君不上早朝
卧槽
娘子
捏手（我 全 都 要 ！）
怎么有一点点像刘西瓜
针不戳
开屏封面来的
一堆老婆
三月月！！！
我不贪心，我就要一个
接着奏 乐接着舞
C位是谁啊求
千岁岁绝绝子！
我的妈
好可爱
爱了爱了
好看
都是腿精
好多老婆挑不过来了
全都要
C位是伢伢
牙牙真瘦
狗子救我
都是朕的美人
给娘娘们请安
嘶~以前的皇帝也是很不容易的
来了来了
从此君王不早朝
三哥唱的好
前方高能预警
老婆们
为什么我的眼里长满了腿
爱了爱了
为啥有这么可爱的女孩子
封面通知
伢伢
老婆都来啦 
啊啊啊啊啊啊啊啊
哇⊙∀⊙！好多腿
给币居然是我自己
挺好看
这腿...不蹬三轮  怪可惜的
这一群小短腿
༺❀☾【枫辰於理】献上应援字幕~☽❀༻
༺❀☾ 月光长 ☽❀༻
都变成小短腿了
༺❀☾ 花飘香 ☽❀༻
༺❀☾ 是人间 最值得模样 ☽❀༻
༺❀☾ 花月 与君声声唱 ☽❀༻
༺❀☾ 正成双 ☽❀༻
༺❀☾ 步摇晃 袖凝光 舞花月成双 ☽❀༻
༺❀☾ 珍藏每段好时光 不忘 ☽❀༻
༺❀☾ 花添香 彩满堂 捞月做陈酿 ☽❀༻
༺❀☾ 人间匆忙一趟 何妨恣意痴狂 ☽❀༻
༺❀☾ 酿得 岁月都珍藏 ☽❀༻
༺❀☾ 朗朗相望 花月成双 ☽❀༻
༺❀☾ 恰似花开一场胜琳琅 与君弄影邀月乘光 ☽❀༻
༺❀☾ 琴轻漾 鼓激荡 宫商悠长 声声入红妆 绕梁 ☽❀༻
༺❀☾ 浅街巷 深弄堂 长画廊 谁风舞衣袖扬 霓裳 ☽❀༻
༺❀☾ 月笼天街星桥 流照光万丈 ☽❀༻
༺❀☾ 恰似花开一场满庭芳 与君弄影邀月乘光 ☽❀༻
༺❀☾ 人间匆忙一趟 偶尔疏狂何妨 ☽❀༻
༺❀☾ 檐上光 窗下望 枕边藏 愿年年岁岁长 ☽❀༻
༺❀☾ 月满江楼星河 吹落流光长 ☽❀༻
༺❀☾ 千树含苞待放 灯花摇曳轩窗 ☽❀༻
༺❀☾ 风轻扬 柳梢荡 烛影晃 听谁家的姑娘 ☽❀༻
༺❀☾ 哼唱一曲 花月成双 ☽❀༻
༺❀☾ 早春忙 闹市攘 人来往 看家家喜洋洋 模样 ☽❀༻
c位那个小姐姐是谁呀？
从此君王不早朝
༺❀☾ 米正香 酒正烫 炉火正旺 暖得满厅堂 安康 ☽❀༻
左二出镜
有啥用，都是别人的老婆
都是仙女下凡，手里的币又保不住了
脸盲了
生育率解药
我全都要
要点脸吗？明明都是我老婆
这一天天的，又是美人又是好曲儿，朕倦了（doge）
老婆好美啊
呦西
老婆们
为什么她们长得都一样
白老师编舞
天堂吗？这里是
咏春？
伢伢c位？
晚衣太漂亮了
中间那个是我女朋友
晚衣老婆
看得我心痒痒 
蔡成的菜
好多老婆
卡卡老婆太漂亮了
花间酒，什么月，公子何不与我什么什么
鲤鱼王：水跃溅
阿姨？
七朵组合 的味道
我要打15个！
七朵那味
再来yi遍
姐妹花还行。
紫颜小仙紫
啊啊啊吾佟！
长长久久，莺莺依旧
我来了
三无！
全都要
三无哥哥！！！
三月月！！
年轻真好啊
你们数数这是不是刚好是我的后宫
汉服好看
三月月
捞陈杨？？老六有人捞你
看
没亲上
哇，都好好看
选谁好呢
跳来跳去就这些动作?共有种似曾相识的感觉
666666
傻傻分不清楚~~~
三无哥哥的声音？？
全是我的！
穿上古装，你们依然是金陵头牌
我的紫顏老婆太美了
哇
老张好美！！！
ang
张张！
老张好美！
老田！！！
都是我的
不整齐欸
三无三无
再来亿遍
麻烦打包带走
三月月wwww
三连了
这个好
首页
小姨子们，你们的姐姐呢
常得君王带笑看
请问主页封面是王纪超吗
晓丹小仙女！！！！
呃呃呃呃呃呃
好看
呃呃呃额额
走错了
呃呃呃呃呃呃
没人发弹幕吗？
我很佩服古代明君的自制力
呃呃呃额额
七只不知火？
好多包胎啊！
来看美女的
一群150的小短腿
为紫颜打call
给紫颜小仙子打call
组团了都
中间好像是伢伢
我只想说三无唱的好！！！
晓丹仙紫，傻傻分不清楚
你们是来听歌的吗？
后宫佳丽
李昊
可可爱爱
服装真棒（不是）
允许各位妾来好好陪朕
从此君王不早朝
三无哥哥！
平平无崎
封面也太美了
三无！！
伢伢伢伢伢伢伢伢伢伢伢伢伢伢伢伢伢伢伢伢伢伢伢伢伢伢伢伢伢伢伢伢伢伢伢伢伢伢伢伢伢伢伢伢伢伢伢
我 全 都 要
甜甜甜
可莉说：全都可以娶完！
老田一定很甜
好听好听
目不暇接啊
紫颜
紫颜yyds
楼下广场舞就这样的，快告诉我你家楼下在哪，我扛着火车去～(￣▽￣～)
真的都好好看
我和我的老婆们
晓丹
天南地北，紫颜最美！
随便给我一个不行吗
我居然脸盲了
我是来看小姐姐的！
怎么看上去都好矮
666
三月月唱得好好
国风最美
三月月啊
怎么看到了水手服的影子
赏心悦目
我全要(握拳)
好多腿
我饼叔后遗症了
嘉儿！！
紫颜宝贝
紫颜
。。。。
好活  当赏
同款扇子
全都要了
年轻真好
紫颜最美
朕今晚就翻你们牌子
中间的会甩扇子，哈哈哈
老婆
呀哟！全是妹妹
紫颜！！！
我当皇帝我也不上朝了，看跳舞不快乐吗
当皇帝可太快乐了
好多好多，我全要
三哥我爱你!!!
↓ 我 老 婆 们 ↓
紫妍！！！！！！！！！！！！！！！！！！！！！！！！！！1
全是我老婆
太瘦
我就认出老田和晓丹
众爱妃跳的不错，有赏
三月月
我只要紫颜
这里内置三连按钮阿鲤你可太会了！
妈妈我恋爱了
这两个我要了
佳丽三千，朕要这江山何用？
软软啊啊啊啊啊啊啊啊啊软软
鬼知道这几段我暂停了多少次
卡卡卡卡
全是小短腿
我说这声音怎么这么熟
真不戳
再来一遍
我全都要
本王全都要了
是伢伢耶
伢伢
马不录老师！
嘉儿姐姐yyds
花船头牌
伢伢
来了来了来了
我直接当场登基
硬糖少女吗，哈哈
吾佟吾佟！！
三无哥哥！！！
来了来了来了对不起来晚了
天哪也太美了吧！
妈呀全是花仙子，随便给我一个都满足了
不懂舞，但是歌还不错
wow～
全都要
紫颜紫颜！！
紫颜！！！
哇！漂亮！
哇喔
好耶
卡卡活了我的天！
第一眼看黄字 以为是和弦
我是来听和声的
我全都要
是三月月唱的
不齐
我永远喜欢三月月
郑莉文
三无哥哥唱的好好听呜呜呜
志豪yyds
岁岁！！！
嘉儿嘉儿！
和平暖暖
都是朕的！
小短腿妹妹
看到丰乐花归了
紫颜
卡卡，你的个人舞呢？
三哥！！
封面是紫颜？
仿佛又看到了七朵呀
一堆仙女
紫顏小仙紫最美了
大哥！！！！！！！
跳的一点也不齐
千年冰刀，只愛紫顏小仙紫，人間仙女
三无！！
三月月好甜呜呜呜呜
三月月！！！！！！
紫颜好美啊！
紫颜好
哈哦啊好好好好好哦啊hi啊
报告，仙女一共15位
还有145个小伙伴一起看
鼻血(￣ＴＴ￣)
谁慢了
节拍
我爱三无
伢伢伢伢
太棒了哇
岁岁我来了！
真不错
小孩子才会做选择！我全要！
好看
嘉儿
不选了，全都要
"感觉都免疫了,甚至都有种上去跳一段的想法"
今年的是古风啊
个子好像都不高的样子。
现在知道为啥古代君王爱看跳舞了
歌词好美
晓丹
紫颜紫颜紫颜紫颜紫颜紫颜
三月月！！！！
紫颜仙子爱了！！！！！
没找到兔爷
三无？！！！
紫颜
都是美女
紫嘉儿，
又一次
终于出息啦卡卡
老婆们真好看
开头见
千紫万颜，是我紫颜
朕的后宫。
千紫万颜，是我紫颜
我紫塞高
卡卡太美了！！！救命！！！！！！
西四西四！
仙女下凡 只为看三
伢伢
伢亻老师
宣判 /狗头
同款衣服
伢伢老师！！！
紫颜好美啊啊啊啊啊啊啊啊
好漂亮的小姐姐
4K的快乐
老张老张
随便抓一个带回家
长相一模一样
惊鸿一瞥，只为吾王！
不齐阿
老田！！！C位左边
7373
三三好甜
晓丹
卧槽
三哥
看见我的紫颜了啊啊啊
伢伢！
好康
我的老婆们真好看诶
伢伢！好棒！
i了i了
手的方向都不一样啊。。。
牙牙排面
紫颜晓丹！！！
我靠！三哥！！！
颀三！！！
小姐姐好好看
歌词全程押韵
wow
伢伢伢伢伢伢伢伢伢！
有点东西啊
谁能拒绝一群可爱会跳舞的妹纸呢
真甜
我全都要
漠漠也终于绿一次了
低价出售后宫团喽
卧槽
我来看看有没有人在装仙女
嘉儿嘉儿好美！
三无野
裙子太短会忽略脸
啊啊啊此间乐，不思蜀也
果然，还是国风漂亮
好多腿啊
从此君王不早朝，承欢侍宴无闲暇
好家伙，我直呼好家伙
定不负你们
三无哥哥！！！
三哥！！
三无哥哥！！！！
伢宝！
紫嘉儿紫嘉儿紫嘉儿紫嘉儿紫嘉儿紫嘉儿紫嘉儿紫嘉儿紫嘉儿
可以呢哇 这腿
太好听了
紫嘉儿紫嘉儿紫嘉儿紫嘉儿紫嘉儿
从此君王不早朝
美兮妙兮
来了
热乎的
这里中间的小姐姐没放开的感觉啊
！！！！！
伢伢真好看
卧槽！！！！！！！
老张前方高能！老张前方高能！
为老张打call
承包我的老张
老张好美！
老张老张老张老张老张老张老张老张老张老张
抱走吧
牙牙
姐姐们都好漂酿
该赏
接着奏乐，接着舞
伢伢
伢伢伢伢
这特么要是我当皇帝纣王都算明君
满屏腿啊
伢伢C位牛啊
仙女737373
朕来了
73737373!
软猛软猛的软软~
来了！！
好久不见的卡卡卡卡卡卡
从此君王不早朝
为我伢宝痴醉霓虹星落三千悠悠岁月，不记年少豪情壮志芊芊年华。君主朝堂戏看袅袅婀娜，不问天下有情绵绵相思。
我要亲亲抱抱举高高！
嘉儿嘉儿嘉儿嘉儿嘉儿
好漂亮都
我全部都要
咦美欣
朕的后宫
三哥
朕的江山没了
好家伙
伢伢！
千岁
好美
君王不早朝 原来君王竟是我自己
爱李爱你，只属于你，心随我李，时刻爱你！
爱李爱你，只属于你，心随我李，时刻爱你！
爱李爱你，只属于你，心随我李，时刻爱你！
爱李爱你，只属于你，心随我李，时刻爱你！
爱李爱你，只属于你，心随我李，时刻爱你！
爱李爱李，不忘初心，坚持不懈，永远开心。
随便选一个当女朋友就赚了
爱李爱李，不忘初心，坚持不懈，永远开心！
爱李爱李，不忘初心，坚持不懈，永远开心
还是伢伢最漂亮！
爱李爱李，不忘初心，坚持不懈，永远开心，
爱李爱李，不忘初心，坚持不懈，永远开心
爱李爱李，不忘初心，坚持不懈，永远开心
爱李爱你，只属于你，心随我李，时刻爱你，
爱李爱你，只属于你，心随我李，时刻爱你！
爱李爱你，只属于你，心随我李，时刻爱你
爱李爱你，只属于你，心随我李，时刻爱你。
爱李爱你，只属于你，心随我李，时刻爱你
爱李爱你，只属于你，心随我李，时刻爱你
呀呀
爱李爱你，只属于你，心随我李，时刻爱你
爱李爱你，只属于你，心随我李，时刻爱你
哇！美伢
爱李爱你，只属于你，心随我李，时刻爱你
很可爱，就是不太齐……
爱李爱你，只属于你，心随我李，时刻爱你
卡卡真棒
好耶
好像有点不齐？（不是杠
i
为何有男的！
长长久久，莺莺依旧
三无！!
长长久久，莺莺依旧
我卡！！！！！！
长长久久，莺莺依旧长长久久，莺莺依旧
爱了爱了
我卡！！！！！！！！
长长久久，莺莺依旧
三月月！我爱你！！！
长长久久，莺莺依旧
长长久久，莺莺依旧
好有表情啊
我们伢伢C位
吴冰冰，你快来看看
跳的一点都不齐
紫颜
卡卡老婆！！
这是紫颜啊哈哈哈哈哈
气氛突然姬化
中国风绝美
美如画中人
好漂亮
桃饱会会员
好甜
好美好美
伢伢C位
白小白老师编的呀
都是我的
三无！好耶！
伢伢！！！！！！！！
三无！！！
三无哥哥
再来亿遍
高能时候马上到
libilibi
又发现一首新歌
真不错
不会是广场舞的前身吧
我好像全都想要
最后一个字都有ang音
晓丹晓丹晓丹
舞台好美，衣着打扮也很美
紫嘉儿！！
老婆们好你们好啊老婆们
老婆们
朕de后宫
猛男必看
我只要我们家紫颜
紫颜眨眨眼
额滴  额滴   都斯额滴
小仙子( ﹡ˆoˆ﹡ )
一个足够
编舞是小白老师
cheems呢？
左边角落是不是一直跟不上。。。服气
千熟憨包待放
我全都要
白老师超棒！
我全都要！我全都要！我全都要！我全都要！我全都要！我全都要！我全都要！我全都要！
搞死人啊
小仙紫！！！爱你
合理娱乐，勿要娱乐至死
。。。。。。。
美！
扶朕起来，朕还可以在批阅奏章
伢宝
给紫颜一个特写啊！
好看，投币了
我全要
我的都是我的
我的都是我的
三无最高！！
我的都是我的
前面叫大哥的哈哈哈哈站住！是三哥！！三无哥哥！！
千岁岁
几倍的快乐？
三无的声音
怪不得都要当皇帝
亮眼
从此君王不早朝
老婆好
卡卡卡！！！！
我全都想要
三月风景，无君不晴
软软！！！！
好耶
三无哥哥啊啊啊啊啊
三月风景，无君不晴
赶上了啊啊啊啊啊啊啊啊
怪不得都要当皇帝
新歌来了
我全要
皇帝要能早朝才怪了
老王有活了
我全要，让我捞死吧
老王有活了
三无？
小姐姐好漂亮啊
好家伙
三无？
这个好诶
七三
左后那个跳的是最好的！
伢伢！
衣服真不错
漂亮
小姐姐
千岁
伢伢
紫颜真好看
我永远喜欢紫颜
嘉儿嘉儿嘉儿嘉儿
紫颜好好看啊啊啊啊
这个C位好瘦
醒醒！
我全都要。
三月月！！！
中间几个最好看
都好看，都要
这是什么造型
看来看去还是牙牙最美
啊啊啊啊啊
我的老婆们！
如果和新宝岛一起跳效果亮眼
看到了伢伢
美！
都是你们老婆好吧
感觉中间这位裙子特别短
三月月呜呜呜呜呜呜
三月月呜呜呜
白小白老师编舞di
老田也在！
罗翔老师讲过只办婚礼不领证就不算重婚
腿精成群
好攒的小姐姐
来了来了
表示没在听歌
伢宝勇敢飞
终于等到了
真不错
化妆师出来挨打
我全都要
天宫现场
都是老婆
伢宝！！！！
快跑？！
都是朕的
紫嘉儿！！
都是朕的
卡卡！！！！！！
我之前不看直播的，我现在想看了
紫颜仙女！
紫嘉儿紫嘉儿紫嘉儿紫嘉儿紫嘉儿紫嘉儿紫嘉儿紫嘉儿紫嘉儿紫嘉儿紫嘉儿
君王从此不早朝
太平公主
牙牙这个腿绝了
都是我的都是我的
从此君王不早朝
小姐姐们，好美，爱了爱了
岁岁
伢伢
广场舞现场
老婆们
承包紫嘉儿！！
我      一个打十个……
三月月三月月三月月三月月
不但人美
跳的也太美了吧
姐姐我可以
三无哥哥！
美欣！！！
感觉之间
美欣！
求悟空定身术
天下的一切都是朕的
美少女太棒了
我直接前排
我直接前排
人人都想当皇帝
就是这个原因吧。。。
伢子
爱死了，太美了
伢伢太好看了！
那个是
真的美死了
伢伢C位，i了i了
软软
我要这币有何用
这个好哎
直接爱死了
国风多好看啊
舞的好，再舞再舞
c位是哪个小姐姐鸭，好美
我看到了小七
好家伙！老公用男友了！哈哈哈哈哈哈！我可以！
好看
吾佟哇！！！
看的都一样
朕心甚悦，赏[doge][doge]
卡卡你终于更了啊！！想死你了！！
我从万合技校来的
谢谢小姐姐们带来的舞蹈
伢伢！
这得一个月下不了床
令人脸盲
都是谁哦长一样的
一群一米五。我是来听歌的
新鲜出炉
来了
怪不得过去都要当皇帝
和三哥贴贴
少壮不努力
4K超清太爽了吧！
绝对后宫佳丽
群厨狂喜
我nm直接4k
awsl
我全部都要
九个老婆打麻将
终于知道为啥皇帝爱看跳舞了
这么多人，结婚证就两个人不够啊。怎么办着急在线等
三无宝贝抱抱
今天b站就到这里了
嘎嘎扣
开局投币！
玉帝也就这待遇了吧？！！！！！
我直接老婆们好！
都是后宫
n倍快乐！
我直接，嗨，老婆们
脸盲了
4k真爽
哎呀别说了我馋，都是我老婆
哇 干！！！！
第一次赶上BDF的主题曲MV，开心
编过草鞋吃过亏苦，接着唱歌接着舞，
以前我没得选，现在我全都要
伢伢C位吗
美！
我全都要!
爱李yyds！
伢伢
都四厄滴
欣姐姐
